wave_A,ep_eV,loggf,term_low,term_up,level_low,level_up,label_low,label_up,flag_low,flag_up,reason_low,reason_up,nlte
7125.188,4.175,-4.681,z5D*,g7D,27,74,z5D*,g7D,c,c,label,label,True
7128.196,4.411,-1.637,c5D,5P*,31,0,c5D,none,c,x,label,label-absent->energy-route-disabled,False
7131.455,4.402,-4.231,c5D,w5G*,31,90,c5D,w5G*,c,c,label,label,True
7132.787,4.411,-1.926,c5D,t5P*,31,93,c5D,t5P*,c,c,label,label,True
7133.272,4.44,-5.193,c3F,y5S*,32,95,c3F,y5S*,c,c,label,label,True
7133.835,3.087,-3.8,a3G,z3D*,10,40,a3G,z3D*,c,c,label,label,True
7133.914,4.855,-4.965,b1G,r5F*,41,111,b1G,r5F*,c,c,label,label,True
7134.104,3.966,-6.472,a1G,y3F*,24,62,a1G,y3F*,c,c,label,label,True
7134.563,4.106,-6.147,b3F,x5G*,26,71,b3F,x5G*,c,c,label,label,True
7135.104,4.204,-5.654,c3D,u5F*,29,78,c3D,u5F*,c,c,label,label,True
7135.132,3.551,-6.266,a3D,x5D*,18,49,a3D,x5D*,c,c,label,label,True
7136.587,4.096,-1.909,b3F,y3G*,26,69,b3F,y3G*,c,c,label,label,True
7141.531,4.44,-5.362,c3F,t5P*,32,93,c3F,t5P*,c,c,label,label,True
7143.744,4.575,-8.645,e7S,w3F*,36,100,e7S,w3F*,c,c,label,label,True
7143.824,4.099,-2.011,b3F,y3G*,26,69,b3F,y3G*,c,c,label,label,True
7143.845,3.889,-6.655,a5F,z3H*,23,57,a5F,z3H*,c,c,label,label,True
7147.135,4.099,-3.365,b3F,y3G*,26,69,b3F,y3G*,c,c,label,label,True
7149.514,4.207,-3.628,c3D,u5F*,29,78,c3D,u5F*,c,c,label,label,True
7149.826,4.208,-4.784,c3D,u5F*,29,78,c3D,u5F*,c,c,label,label,True
7150.275,4.096,-4.597,b3F,u5P*,26,68,b3F,u5P*,c,c,label,label,True
7150.738,3.89,-5.366,a5F,z3H*,23,57,a5F,z3H*,c,c,label,label,True
7151.181,4.535,-4.467,d3F,u5D*,35,99,d3F,u5D*,c,c,label,label,True
7151.424,4.416,-2.274,c5D,5P*,31,0,c5D,none,c,x,label,label-absent->energy-route-disabled,False
7152.201,3.422,-9.836,b3G,y5D*,16,44,b3G,y5D*,c,c,label,label,True
7153.007,3.89,-5.659,a5F,z3H*,23,57,a5F,z3H*,c,c,label,label,True
7154.869,4.389,-5.623,c5D,w3G*,31,88,c5D,w3G*,c,c,label,label,True
7156.045,4.416,-1.753,c5D,t5P*,31,93,c5D,t5P*,c,c,label,label,True
7160.901,3.892,-5.095,a5F,z3H*,23,57,a5F,z3H*,c,c,label,label,True
7161.865,4.855,-4.282,b1G,r5F*,41,111,b1G,r5F*,c,c,label,label,True
7163.708,3.892,-5.14,a5F,z3H*,23,57,a5F,z3H*,c,c,label,label,True
7165.112,4.402,-3.704,c5D,w3G*,31,88,c5D,w3G*,c,c,label,label,True
7167.417,4.419,-2.106,c5D,t5P*,31,93,c5D,t5P*,c,c,label,label,True
7170.505,4.208,-3.851,c3D,u5F*,29,78,c3D,u5F*,c,c,label,label,True
7170.538,4.106,-1.67,b3F,y3G*,26,69,b3F,y3G*,c,c,label,label,True
7170.762,4.106,-4.336,b3F,y3G*,26,69,b3F,y3G*,c,c,label,label,True
7172.775,4.186,-6.336,z3P*,g7D,30,74,z3P*,g7D,c,c,label,label,True
7174.102,4.106,-5.608,b3F,y3G*,26,69,b3F,y3G*,c,c,label,label,True
7177.037,0.983,-8.021,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7177.56,3.89,-2.246,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7181.035,3.889,-2.164,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7181.726,0.983,-11.28,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7181.726,0.983,-8.322,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7184.386,4.855,-4.109,b1G,r5F*,41,111,b1G,r5F*,c,c,label,label,True
7185.352,0.983,-11.3,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7185.352,0.983,-7.878,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7185.519,3.892,-1.434,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7185.613,4.389,-3.059,c5D,x3D*,31,85,c5D,x3D*,c,c,label,label,True
7188.072,3.89,-1.634,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7190.164,4.411,-4.407,c5D,y3S*,31,89,c5D,y3S*,c,c,label,label,True
7191.342,3.551,-4.97,a3D,z5G*,18,48,a3D,z5G*,c,c,label,label,True
7191.856,2.889,-8.025,z7P*,c3G,6,37,z7P*,c3G,c,c,label,label,True
7192.124,3.888,-2.226,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7193.896,3.079,-3.867,a3G,z3D*,10,40,a3G,z3D*,c,c,label,label,True
7195.466,4.193,-5.761,z5D*,g7D,27,74,z5D*,g7D,c,c,label,label,True
7195.483,4.411,-5.206,c5D,w5G*,31,90,c5D,w5G*,c,c,label,label,True
7196.059,3.892,-2.528,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7196.843,3.889,-1.853,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7201.43,4.186,-5.854,b1I,v5F*,28,72,b1I,v5F*,c,c,label,label,True
7201.89,4.204,-4.214,c3D,v5D*,29,76,c3D,v5D*,c,c,label,label,True
7202.848,4.207,-5.511,c3D,v5D*,29,76,c3D,v5D*,c,c,label,label,True
7202.871,4.204,-5.713,c3D,v5D*,29,76,c3D,v5D*,c,c,label,label,True
7203.165,4.208,-4.996,c3D,v5D*,29,76,c3D,v5D*,c,c,label,label,True
7203.472,3.551,-6.016,a3D,z5G*,18,48,a3D,z5G*,c,c,label,label,True
7203.912,3.89,-2.351,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7206.432,3.887,-2.422,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7206.444,4.106,-1.177,b3F,z3G*,26,67,b3F,z3G*,c,c,label,label,True
7207.843,3.888,-2.052,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7209.826,3.845,-4.55,b3D,v5P*,20,55,b3D,v5P*,c,c,label,label,True
7210.052,4.204,-5.642,c3D,v5D*,29,76,c3D,v5D*,c,c,label,label,True
7211.312,3.375,-6.797,b3P,y5F*,14,43,b3P,y5F*,c,c,label,label,True
7212.584,3.889,-2.344,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7213.799,4.416,-3.404,c5D,y3S*,31,89,c5D,y3S*,c,c,label,label,True
7214.216,2.9,-7.077,z7P*,c3G,6,37,z7P*,c3G,c,c,label,label,True
7214.821,3.556,-4.402,a3D,z5G*,18,48,a3D,z5G*,c,c,label,label,True
7218.599,3.887,-2.158,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7219.858,3.847,-6.441,b3D,v5P*,20,55,b3D,v5P*,c,c,label,label,True
7220.026,3.888,-2.5,a5F,x5F*,23,56,a5F,x5F*,c,c,label,label,True
7220.768,4.44,-3.491,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7221.153,4.099,-1.409,b3F,z3G*,26,67,b3F,z3G*,c,c,label,label,True
7222.119,4.44,-2.937,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7223.946,4.44,-3.293,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7224.242,4.096,-5.107,b3F,u5P*,26,68,b3F,u5P*,c,c,label,label,True
7225.086,4.208,-4.373,c3D,v5D*,29,76,c3D,v5D*,c,c,label,label,True
7225.299,4.44,-4.348,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7225.354,4.419,-3.574,c5D,y3S*,31,89,c5D,y3S*,c,c,label,label,True
7225.578,3.556,-4.268,a3D,z5G*,18,48,a3D,z5G*,c,c,label,label,True
7229.01,4.468,-2.525,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7230.558,3.85,-7.522,b3D,v5P*,20,55,b3D,v5P*,c,c,label,label,True
7230.613,4.616,-1.446,c3G,w3F*,37,100,c3G,w3F*,c,c,label,label,True
7232.123,4.186,-6.509,b1I,z3I*,28,73,b1I,z3I*,c,c,label,label,True
7233.683,3.375,-4.016,b3P,x5P*,14,42,b3P,x5P*,c,c,label,label,True
7233.868,4.451,-2.522,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7234.187,2.9,-7.812,z7P*,c3G,6,37,z7P*,c3G,c,c,label,label,True
7234.992,4.099,-4.191,b3F,u5P*,26,68,b3F,u5P*,c,c,label,label,True
7236.167,4.618,-2.1,c3G,w3F*,37,100,c3G,w3F*,c,c,label,label,True
7240.771,4.44,-5.273,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7240.875,3.369,-6.851,b3P,x5P*,14,42,b3P,x5P*,c,c,label,label,True
7240.887,4.096,-1.609,b3F,z3G*,26,67,b3F,z3G*,c,c,label,label,True
7241.751,3.113,-4.432,a3F,z3D*,11,40,a3F,z3D*,c,c,label,label,True
7241.839,4.855,-2.21,b1G,x3H*,41,110,b1G,x3H*,c,c,label,label,True
7242.486,4.203,-6.011,z3P*,g7D,30,74,z3P*,g7D,c,c,label,label,True
7242.552,4.778,-8.9,a1H,7P*,39,0,a1H,none,c,x,label,label-absent->energy-route-disabled,False
7242.782,4.203,-7.554,z3P*,g7D,30,74,z3P*,g7D,c,c,label,label,True
7243.442,3.551,-4.999,a3D,x5D*,18,49,a3D,x5D*,c,c,label,label,True
7245.597,4.411,-5.936,c5D,w3G*,31,88,c5D,w3G*,c,c,label,label,True
7248.683,4.106,-2.405,b3F,z3G*,26,67,b3F,z3G*,c,c,label,label,True
7251.13,4.446,-2.248,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7251.686,4.099,-2.557,b3F,z3G*,26,67,b3F,z3G*,c,c,label,label,True
7252.699,4.44,-6.575,c3F,5P*,32,0,c3F,none,c,x,label,label-absent->energy-route-disabled,False
7252.855,4.207,-8.891,c3D,w7P*,29,75,c3D,w7P*,c,c,label,label,True
7254.244,4.44,-5.013,c3F,t5P*,32,93,c3F,t5P*,c,c,label,label,True
7255.089,4.447,-2.145,b3H,x3F*,33,92,b3H,x3F*,c,c,label,label,True
7261.655,3.368,-5.293,b3P,x5P*,14,42,b3P,x5P*,c,c,label,label,True
7262.627,4.106,-2.953,b3F,u5P*,26,68,b3F,u5P*,c,c,label,label,True
7264.07,4.207,-9.0,c3D,w7P*,29,75,c3D,w7P*,c,c,label,label,True
7264.392,4.208,-8.724,c3D,w7P*,29,75,c3D,w7P*,c,c,label,label,True
7264.52,1.004,-7.959,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7265.52,3.375,-4.066,b3P,x5P*,14,42,b3P,x5P*,c,c,label,label,True
7266.593,3.888,-4.001,a5F,v5P*,23,55,a5F,v5P*,c,c,label,label,True
7266.712,4.446,-2.741,c3F,x3F*,32,92,c3F,x3F*,c,c,label,label,True
7268.308,4.446,-1.557,c3F,w5G*,32,90,c3F,w5G*,c,c,label,label,True
7268.52,3.369,-4.657,b3P,x5P*,14,42,b3P,x5P*,c,c,label,label,True
7270.203,4.449,-4.61,b3H,w5G*,33,90,b3H,w5G*,c,c,label,label,True
7270.688,4.447,-5.604,b3H,x3F*,33,92,b3H,x3F*,c,c,label,label,True
7271.406,3.889,-3.605,a5F,v5P*,23,55,a5F,v5P*,c,c,label,label,True
7271.61,3.375,-4.794,b3P,y5F*,14,43,b3P,y5F*,c,c,label,label,True
7272.285,4.447,-4.076,b3H,w5G*,33,90,b3H,w5G*,c,c,label,label,True
7273.039,1.004,-11.34,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7273.039,1.004,-7.694,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7273.248,2.914,-9.545,z7P*,c3G,6,37,z7P*,c3G,c,c,label,label,True
7273.608,4.613,-2.234,c3G,w3F*,37,100,c3G,w3F*,c,c,label,label,True
7274.256,3.368,-5.329,b3P,y5F*,14,43,b3P,y5F*,c,c,label,label,True
7277.94,4.449,-1.87,b3H,x3F*,33,92,b3H,x3F*,c,c,label,label,True
7280.058,4.575,-4.636,e7S,u5D*,36,99,e7S,u5D*,c,c,label,label,True
7281.145,3.369,-4.827,b3P,y5F*,14,43,b3P,y5F*,c,c,label,label,True
7283.088,4.855,-3.187,b1G,x3H*,41,110,b1G,x3H*,c,c,label,label,True
7284.014,4.204,-6.384,c3D,v5F*,29,72,c3D,v5F*,c,c,label,label,True
7284.974,4.204,-6.001,c3D,v5F*,29,72,c3D,v5F*,c,c,label,label,True
7290.644,4.532,-3.778,d3F,w3D*,35,98,d3F,w3D*,c,c,label,label,True
7290.808,4.44,-2.538,c3F,w5G*,32,90,c3F,w5G*,c,c,label,label,True
7291.953,4.446,-2.202,c3F,w5G*,32,90,c3F,w5G*,c,c,label,label,True
7293.354,3.375,-5.99,b3P,x5P*,14,42,b3P,x5P*,c,c,label,label,True
7293.547,2.914,-8.647,z7P*,c3G,6,37,z7P*,c3G,c,c,label,label,True
7293.909,4.618,-1.909,c3G,w3F*,37,100,c3G,w3F*,c,c,label,label,True
7294.03,4.533,-4.219,d3F,w3D*,35,98,d3F,w3D*,c,c,label,label,True
7294.049,4.44,-3.098,c3F,w5G*,32,90,c3F,w5G*,c,c,label,label,True
7294.605,4.207,-5.247,c3D,v5F*,29,72,c3D,v5F*,c,c,label,label,True
7295.279,3.079,-12.75,a3G,a1H*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
7298.165,3.849,-3.98,a3I,y5G*,21,54,a3I,y5G*,c,c,label,label,True
7300.322,4.208,-5.894,c3D,v5F*,29,72,c3D,v5F*,c,c,label,label,True
7302.066,3.85,-8.075,a3I,y5G*,21,54,a3I,y5G*,c,c,label,label,True
7302.768,3.435,-5.795,b3G,y5F*,16,43,b3G,y5F*,c,c,label,label,True
7303.258,4.449,-1.336,b3H,w5G*,33,90,b3H,w5G*,c,c,label,label,True
7303.361,4.451,-1.722,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7304.288,4.535,-4.248,d3F,w3D*,35,98,d3F,w3D*,c,c,label,label,True
7304.421,4.207,-4.782,c3D,x5H*,29,77,c3D,x5H*,c,c,label,label,True
7304.748,4.208,-4.48,c3D,x5H*,29,77,c3D,x5H*,c,c,label,label,True
7305.634,4.613,-2.06,c3G,w3F*,37,100,c3G,w3F*,c,c,label,label,True
7305.941,4.468,-1.68,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7305.98,4.455,-1.755,b3H,w5G*,33,90,b3H,w5G*,c,c,label,label,True
7310.039,3.966,-5.586,a1G,y5H*,24,59,a1G,y5H*,c,c,label,label,True
7310.25,4.535,-4.162,d3F,s5F*,35,96,d3F,s5F*,c,c,label,label,True
7310.598,4.446,-0.998,c3F,w3G*,32,88,c3F,w3G*,c,c,label,label,True
7311.662,2.544,-8.745,a5G,z3P*,4,30,a5G,z3P*,c,c,label,label,True
7313.524,2.544,-8.621,a5G,z3P*,4,30,a5G,z3P*,c,c,label,label,True
7313.6,4.44,-4.805,c3F,y3S*,32,89,c3F,y3S*,c,c,label,label,True
7314.622,4.447,-3.998,b3H,w3G*,33,88,b3H,w3G*,c,c,label,label,True
7320.375,4.446,-2.536,c3F,w5G*,32,90,c3F,w5G*,c,c,label,label,True
7320.558,3.092,-4.055,a3F,z3D*,11,40,a3F,z3D*,c,c,label,label,True
7321.961,4.449,-5.058,b3H,w3G*,33,88,b3H,w3G*,c,c,label,label,True
7322.369,4.44,-3.715,c3F,w5G*,32,90,c3F,w5G*,c,c,label,label,True
7323.278,4.49,-1.547,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7324.41,4.447,-1.705,b3H,w5G*,33,90,b3H,w5G*,c,c,label,label,True
7324.99,4.096,-7.949,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7325.012,4.697,-6.117,e5S,7P*,38,0,e5S,none,c,x,label,label-absent->energy-route-disabled,False
7330.202,3.847,-6.366,b3D,v5P*,20,55,b3D,v5P*,c,c,label,label,True
7330.284,4.096,-2.923,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7330.436,3.551,-8.825,a3D,x7P*,18,47,a3D,x7P*,c,c,label,label,True
7330.932,4.096,-3.739,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7333.139,4.532,-6.492,d3F,7P*,35,0,d3F,none,c,x,label,label-absent->energy-route-disabled,False
7333.167,4.535,-3.719,d3F,s5F*,35,96,d3F,s5F*,c,c,label,label,True
7333.666,4.532,-5.07,d3F,w3D*,35,98,d3F,w3D*,c,c,label,label,True
7336.041,4.099,-3.408,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7337.782,3.113,-4.627,a3F,z3D*,11,40,a3F,z3D*,c,c,label,label,True
7340.47,4.535,-5.601,d3F,7P*,35,0,d3F,none,c,x,label,label-absent->energy-route-disabled,False
7340.891,3.849,-4.25,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
7341.231,3.85,-6.712,b3D,v5P*,20,55,b3D,v5P*,c,c,label,label,True
7341.751,3.551,-7.328,a3D,x7P*,18,47,a3D,x7P*,c,c,label,label,True
7342.001,4.099,-3.166,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7343.67,3.556,-4.843,a3D,x5D*,18,49,a3D,x5D*,c,c,label,label,True
7345.17,3.556,-5.93,a3D,x5D*,18,49,a3D,x5D*,c,c,label,label,True
7345.475,3.98,-5.193,a1I,y5H*,25,59,a1I,y5H*,c,c,label,label,True
7348.716,4.455,-1.175,b3H,w3G*,33,88,b3H,w3G*,c,c,label,label,True
7350.389,3.551,-7.753,a3D,x7P*,18,47,a3D,x7P*,c,c,label,label,True
7355.417,4.106,-2.967,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7355.844,4.446,-2.614,c3F,w3G*,32,88,c3F,w3G*,c,c,label,label,True
7355.89,2.889,-0.285,z7P*,e7S,6,36,z7P*,e7S,c,c,label,label,True
7362.341,3.966,-8.684,a1G,y5H*,24,59,a1G,y5H*,c,c,label,label,True
7363.552,3.449,-4.414,b3G,y5F*,16,43,b3G,y5F*,c,c,label,label,True
7364.455,4.106,-4.56,b3F,w5F*,26,65,b3F,w5F*,c,c,label,label,True
7367.349,4.449,-1.729,b3H,w3G*,33,88,b3H,w3G*,c,c,label,label,True
7370.96,4.44,-2.266,c3F,w3G*,32,88,c3F,w3G*,c,c,label,label,True
7371.812,4.855,-3.49,b1G,3G*,41,0,b1G,none,c,x,label,label-absent->energy-route-disabled,False
7374.272,4.44,-2.905,c3F,w3G*,32,88,c3F,w3G*,c,c,label,label,True
7374.92,3.556,-8.083,a3D,x7P*,18,47,a3D,x7P*,c,c,label,label,True
7376.832,4.468,-2.615,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7381.375,4.533,-6.738,d3F,s5F*,35,96,d3F,s5F*,c,c,label,label,True
7382.312,3.85,-4.257,a3I,y5G*,21,54,a3I,y5G*,c,c,label,label,True
7383.349,1.03,-7.822,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7384.091,3.556,-5.962,a3D,x5D*,18,49,a3D,x5D*,c,c,label,label,True
7385.618,3.85,-5.531,a3I,y5G*,21,54,a3I,y5G*,c,c,label,label,True
7387.182,1.03,-7.805,a5D,a5P*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
7390.763,4.778,-4.623,a1H,t5D*,39,105,a1H,t5D*,c,c,label,label,True
7391.023,4.402,-5.134,c5D,x3D*,31,85,c5D,x3D*,c,c,label,label,True
7391.44,3.845,-5.078,b3D,y5G*,20,54,b3D,y5G*,c,c,label,label,True
7391.88,4.535,-4.002,d3F,s5F*,35,96,d3F,s5F*,c,c,label,label,True
7392.919,3.887,-5.446,a5F,v5P*,23,55,a5F,v5P*,c,c,label,label,True
7393.883,3.435,-4.831,b3G,y5F*,16,43,b3G,y5F*,c,c,label,label,True
7394.49,3.888,-4.777,a5F,v5P*,23,55,a5F,v5P*,c,c,label,label,True
7400.179,2.9,-0.111,z7P*,e7S,6,36,z7P*,e7S,c,c,label,label,True
7401.182,4.446,-3.386,c3F,w3G*,32,88,c3F,w3G*,c,c,label,label,True
7402.22,4.49,-2.643,z3F*,e3F,34,94,z3F*,e3F,c,c,label,label,True
7402.244,4.532,-4.254,d3F,s5F*,35,96,d3F,s5F*,c,c,label,label,True
7402.648,5.08,-1.497,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7403.593,4.44,-4.953,c3F,x3D*,32,85,c3F,x3D*,c,c,label,label,True
7405.282,4.447,-1.428,b3H,w3G*,33,88,b3H,w3G*,c,c,label,label,True
7405.735,4.533,-6.044,d3F,s5F*,35,96,d3F,s5F*,c,c,label,label,True
7405.908,3.104,-9.637,a3G,a1H*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
7405.908,3.104,-8.35,a3G,a1H*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
7411.418,3.422,-5.376,b3G,y5F*,16,43,b3G,y5F*,c,c,label,label,True
7412.693,5.094,-1.55,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7418.156,5.072,-1.587,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7423.894,3.849,-5.377,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
7424.306,4.186,-3.878,b1I,x5G*,28,71,b1I,x5G*,c,c,label,label,True
7424.587,3.85,-4.607,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
7430.429,4.411,-4.867,c5D,x3D*,31,85,c5D,x3D*,c,c,label,label,True
7431.306,5.075,-3.414,x5P*,e5F,42,148,x5P*,e5F,c,c,label,label,True
7433.49,4.613,-5.456,c3G,u5D*,37,99,c3G,u5D*,c,c,label,label,True
7434.083,4.446,-1.393,c3F,x3D*,32,85,c3F,x3D*,c,c,label,label,True
7435.049,3.422,-8.133,b3G,x5P*,16,42,b3G,x5P*,c,c,label,label,True
7442.203,4.855,-1.79,b1G,y3I*,41,107,b1G,y3I*,c,c,label,label,True
7442.373,5.089,-4.328,x5P*,e5F,42,148,x5P*,e5F,c,c,label,label,True
7443.292,3.113,-10.26,a3F,a1H*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
7454.018,5.08,-0.991,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7455.672,4.416,-3.872,c5D,x3D*,31,85,c5D,x3D*,c,c,label,label,True
7460.428,5.081,-3.703,x5P*,e5F,42,148,x5P*,e5F,c,c,label,label,True
7462.309,2.914,0.062,z7P*,e7S,6,36,z7P*,e7S,c,c,label,label,True
7463.319,2.872,-10.08,a3P,d3F*,7,0,a3P,none,c,x,label,label-absent->energy-route-disabled,False
7465.991,5.072,-1.1,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7466.202,5.094,-0.811,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7470.417,3.435,-5.245,b3G,y5F*,16,43,b3G,y5F*,c,c,label,label,True
7471.878,2.544,-8.663,a5G,z3P*,4,30,a5G,z3P*,c,c,label,label,True
7475.123,3.422,-5.45,b3G,y5F*,16,43,b3G,y5F*,c,c,label,label,True
7480.562,3.845,-4.564,b3D,y5G*,20,54,b3D,y5G*,c,c,label,label,True
7481.043,4.697,-5.157,e5S,w3P*,38,102,e5S,w3P*,c,c,label,label,True
7481.977,4.099,-4.684,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7482.88,3.122,-9.855,a3F,a1H*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
7482.88,3.122,-8.989,a3F,a1H*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
7486.9,3.892,-2.427,a5F,y5G*,23,54,a5F,y5G*,c,c,label,label,True
7489.619,5.111,-0.604,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7491.362,3.847,-4.879,b3D,y5G*,20,54,b3D,y5G*,c,c,label,label,True
7491.444,3.849,-4.845,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
7492.15,3.85,-5.357,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
7492.341,3.556,-5.405,a3D,z5H*,18,45,a3D,z5H*,c,c,label,label,True
7494.297,5.089,-5.657,x5P*,e5F,42,148,x5P*,e5F,c,c,label,label,True
7494.427,3.435,-7.37,b3G,x5P*,16,42,b3G,x5P*,c,c,label,label,True
7495.555,3.85,-5.137,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
7500.835,4.096,-4.146,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7502.317,5.08,-1.446,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7503.188,4.616,-4.186,c3G,u5D*,37,99,c3G,u5D*,c,c,label,label,True
7505.872,3.966,-5.491,a1G,x5F*,24,56,a1G,x5F*,c,c,label,label,True
7511.459,4.096,-4.924,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7511.535,4.106,-3.896,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7512.423,4.099,-2.481,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7513.678,3.817,-3.373,z5F*,e5D,22,51,z5F*,e5D,c,c,label,label,True
7515.768,3.817,-3.422,z5F*,e5D,22,51,z5F*,e5D,c,c,label,label,True
7515.982,4.575,-1.546,e7S,7P*,36,0,e7S,none,c,x,label,label-absent->energy-route-disabled,False
7518.46,5.094,-1.294,y5F*,e5F,43,148,y5F*,e5F,c,c,label,label,True
7520.854,4.186,-3.476,b1I,y3G*,28,69,b1I,y3G*,c,c,label,label,True
7521.019,2.545,-6.245,a5G,z5D*,4,27,a5G,z5D*,c,c,label,label,True
7521.172,2.545,-5.653,a5G,z5D*,4,27,a5G,z5D*,c,c,label,label,True
7521.859,3.845,-5.584,b3D,y5G*,20,54,b3D,y5G*,c,c,label,label,True
7522.769,4.575,-1.65,e7S,7P*,36,0,e7S,none,c,x,label,label-absent->energy-route-disabled,False
7523.081,4.099,-3.026,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7523.323,4.575,-7.108,e7S,w3D*,36,98,e7S,w3D*,c,c,label,label,True
7523.708,4.468,-7.957,z3F*,g5S,34,87,z3F*,g5S,c,c,label,label,True
7532.779,3.847,-4.56,b3D,y5G*,20,54,b3D,y5G*,c,c,label,label,True
7533.428,4.532,-5.648,d3F,y5S*,35,95,d3F,y5S*,c,c,label,label,True
7534.699,3.966,-6.456,a1G,x5F*,24,56,a1G,x5F*,c,c,label,label,True
7535.511,4.411,-5.243,c5D,x3D*,31,85,c5D,x3D*,c,c,label,label,True
7540.452,4.096,-3.111,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7541.167,3.98,-4.807,a1I,z3H*,25,57,a1I,z3H*,c,c,label,label,True
7542.188,4.207,-4.598,c3D,x5G*,29,71,c3D,x5G*,c,c,label,label,True
7542.223,4.106,-3.009,b3F,w5D*,26,64,b3F,w5D*,c,c,label,label,True
7542.796,4.533,-7.173,d3F,t5P*,35,93,d3F,t5P*,c,c,label,label,True
7543.161,2.889,-8.826,z7P*,d3F,6,35,z7P*,d3F,c,c,label,label,True
7543.492,3.85,-5.603,a3I,z5I*,21,53,a3I,z5I*,c,c,label,label,True
