wave_A,ep_eV,loggf,term_low,term_up,level_low,level_up,label_low,label_up,flag_low,flag_up,reason_low,reason_up,nlte
5531.796,12.283,-4.616,r2F*,4G,281,0,r2F*,none,c,x,label,label-absent->energy-route-disabled,False
5531.803,6.285,-5.307,d2F,z2F*,182,208,d2F,z2F*,c,c,label,label,True
5537.72,2.706,-11.95,a4P,c2F*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5537.959,11.401,-3.061,e6S,6D*,258,0,e6S,none,c,x,label,label-absent->energy-route-disabled,False
5538.097,12.135,-5.096,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5538.336,2.543,-16.54,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5538.349,2.543,-12.71,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5538.349,2.543,-11.68,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5539.5,11.091,-4.923,y4P*,4G,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5539.539,12.795,-5.846,s4G*,6D,297,0,s4G*,none,c,x,label,label-absent->energy-route-disabled,False
5539.858,12.176,-6.401,s2D*,6P,279,0,s2D*,none,c,x,label,label-absent->energy-route-disabled,False
5539.858,12.19,-7.922,s2D*,6F,279,0,s2D*,none,c,x,label,label-absent->energy-route-disabled,False
5540.064,12.23,-7.929,t4F*,6D,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5540.107,2.544,-13.81,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5540.107,2.544,-12.02,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5540.163,8.667,-6.405,y2G*,e6F,212,246,y2G*,e6F,c,c,label,label,True
5540.319,10.893,-1.532,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5540.482,10.911,-2.901,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5540.568,2.544,-13.12,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5540.568,2.544,-12.4,a4G,b2G*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5541.382,12.139,-5.67,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5541.526,12.19,-7.167,s2D*,4S,279,0,s2D*,none,c,x,label,label-absent->energy-route-disabled,False
5542.488,6.869,-2.172,c4P,w4D*,188,217,c4P,w4D*,c,c,label,label,True
5547.396,10.86,0.196,f6D,6G*,245,0,f6D,none,c,x,label,label-absent->energy-route-disabled,False
5548.006,12.305,-5.096,r2F*,4D,281,0,r2F*,none,c,x,label,label-absent->energy-route-disabled,False
5548.104,12.251,-9.383,t4F*,6D,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5548.129,6.484,-3.525,d2G,x4G*,184,214,d2G,x4G*,c,c,label,label,True
5548.261,11.401,-2.913,e6S,4P*,258,0,e6S,none,c,x,label,label-absent->energy-route-disabled,False
5548.271,11.076,-3.958,e4P,q2D*,249,330,e4P,q2D*,c,c,label,label,True
5548.286,12.731,-8.239,x4S*,6D,295,0,x4S*,none,c,x,label,label-absent->energy-route-disabled,False
5548.662,10.851,-1.439,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5548.976,12.251,-6.315,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5549.422,10.86,-2.042,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5549.604,12.117,-4.15,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5549.937,6.869,-2.642,c4P,w4D*,188,217,c4P,w4D*,c,c,label,label,True
5550.353,10.893,0.355,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5550.55,10.869,-1.125,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5550.624,8.503,-6.974,z2F*,e6G,208,243,z2F*,e6G,c,c,label,label,True
5550.833,10.655,-4.95,v2G*,f4H,238,300,v2G*,f4H,c,c,label,label,True
5550.874,12.117,-4.937,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5551.191,9.016,-3.966,x2G*,e4F,216,254,x2G*,e4F,c,c,label,label,True
5551.247,1.506,-15.11,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5551.247,1.506,-12.74,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5551.29,11.098,-5.127,y4P*,4F,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5551.317,8.618,-6.04,4F*,f6D,0,245,none,f6D,x,c,label-absent->energy-route-disabled,label,False
5551.465,6.869,-3.535,c4P,w4D*,188,217,c4P,w4D*,c,c,label,label,True
5551.589,12.063,-5.808,w4P*,6D,274,0,w4P*,none,c,x,label,label-absent->energy-route-disabled,False
5551.746,10.86,-0.326,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5554.044,8.273,-1.619,y4P*,e4D,199,236,y4P*,e4D,c,c,label,label,True
5557.573,12.75,-2.547,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5557.663,11.401,-4.512,e6S,p2D*,258,343,e6S,p2D*,c,c,label,label,True
5557.811,8.554,-7.879,y4H*,e6G,209,243,y4H*,e6G,c,c,label,label,True
5558.793,12.305,-6.837,r2F*,4F,281,0,r2F*,none,c,x,label,label-absent->energy-route-disabled,False
5558.97,10.843,-1.869,u4G*,g4H,244,309,u4G*,g4H,c,c,label,label,True
5559.1,8.091,-6.748,z4G*,e6D,195,235,z4G*,e6D,c,c,label,label,True
5559.384,10.86,-2.754,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5560.169,12.19,-6.901,s2D*,6P,279,0,s2D*,none,c,x,label,label-absent->energy-route-disabled,False
5560.479,11.056,-3.893,e4G,o2F*,250,328,e4G,o2F*,c,c,label,label,True
5560.661,11.087,-5.223,y4P*,4G,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5560.692,8.525,-8.313,z2F*,e6G,208,243,z2F*,e6G,c,c,label,label,True
5560.921,12.251,-7.406,t4F*,6D,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5561.138,10.454,-1.971,e4D,s4F*,236,294,e4D,s4F*,c,c,label,label,True
5561.236,10.733,-3.528,u4G*,g2G,244,303,u4G*,g2G,c,c,label,label,True
5561.481,10.744,-4.568,e6G,r4F*,243,304,e6G,r4F*,c,c,label,label,True
5563.985,10.845,0.325,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5564.741,10.893,0.51,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5567.421,8.05,-6.334,y4D*,e6D,193,235,y4D*,e6D,c,c,label,label,True
5567.638,8.634,-5.069,4F*,e6F,0,246,none,e6F,x,c,label-absent->energy-route-disabled,label,False
5567.694,12.76,-8.154,s4G*,6D,297,0,s4G*,none,c,x,label,label-absent->energy-route-disabled,False
5567.865,10.843,-1.312,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5567.93,8.667,-6.893,y2G*,e6F,212,246,y2G*,e6F,c,c,label,label,True
5568.426,8.215,-2.249,y4P*,e4D,199,236,y4P*,e4D,c,c,label,label,True
5568.578,3.104,-12.11,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5568.773,10.505,-6.126,e4D,s4G*,236,297,e4D,s4G*,c,c,label,label,True
5569.074,10.872,0.863,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5569.105,3.104,-12.77,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5569.105,3.104,-10.91,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5569.385,12.088,-7.833,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5569.391,12.088,-7.817,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5569.45,11.055,-5.031,u2D*,6P,248,0,u2D*,none,c,x,label,label-absent->energy-route-disabled,False
5569.617,10.904,0.707,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5569.937,10.746,-3.864,e6P,p4D*,242,305,e6P,p4D*,c,c,label,label,True
5570.219,11.091,-5.267,y4P*,4G,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5571.021,10.673,-6.17,u4D*,f4H,239,300,u4D*,f4H,c,c,label,label,True
5571.291,10.86,-2.65,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5571.405,3.105,-13.27,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5571.405,3.105,-11.34,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5571.504,12.135,-4.906,z6S*,4D,278,0,z6S*,none,c,x,label,label-absent->energy-route-disabled,False
5571.585,10.191,-6.361,y6D*,e4H,232,282,y6D*,e4H,c,c,label,label,True
5571.592,10.869,-1.037,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5571.685,10.134,-6.693,y6F*,f4P,233,283,y6F*,f4P,c,c,label,label,True
5571.809,10.754,-5.041,e6G,o4D*,243,301,e6G,o4D*,c,c,label,label,True
5575.23,10.893,0.113,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5575.979,10.869,0.091,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5577.719,10.851,-0.403,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5577.877,3.854,-5.866,a4F,z4P*,158,180,a4F,z4P*,c,c,label,label,True
5578.201,10.872,-0.605,f6D,6G*,245,0,f6D,none,c,x,label,label-absent->energy-route-disabled,False
5578.216,10.845,-1.37,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5578.223,10.904,0.598,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5578.942,2.706,-12.52,a4P,c2F*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5578.942,2.706,-12.28,a4P,c2F*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5578.958,10.86,-1.363,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5579.026,1.492,-12.79,a6D,b4P*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5579.026,1.492,-8.883,a6D,b4P*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5579.284,10.881,-1.353,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5579.343,12.088,-8.944,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5579.353,2.706,-12.16,a4P,c2F*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5579.437,2.706,-12.43,a4P,c2F*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5579.437,2.706,-11.74,a4P,c2F*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5580.022,6.282,-3.738,d2F,z2F*,182,208,d2F,z2F*,c,c,label,label,True
5580.05,12.283,-5.591,r2F*,4G,281,0,r2F*,none,c,x,label,label-absent->energy-route-disabled,False
5580.163,12.795,-2.688,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5580.206,12.795,-1.597,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5580.355,10.843,-2.302,u4G*,g4G,244,310,u4G*,g4G,c,c,label,label,True
5580.38,1.526,-14.5,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5580.38,1.526,-12.49,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5580.537,12.795,-1.912,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5581.633,10.869,-0.307,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5583.397,10.851,0.224,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5586.053,10.911,0.503,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5586.377,6.285,-2.847,d2F,z2F*,182,208,d2F,z2F*,c,c,label,label,True
5586.842,10.911,0.933,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5586.945,10.851,-0.534,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5587.573,11.055,-4.777,u2D*,6P,248,0,u2D*,none,c,x,label,label-absent->energy-route-disabled,False
5587.754,12.086,-8.53,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5587.795,12.086,-8.367,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5588.485,12.138,-7.566,v2H*,6D,276,0,v2H*,none,c,x,label,label-absent->energy-route-disabled,False
5588.62,3.858,-5.794,a4F,z4P*,158,180,a4F,z4P*,c,c,label,label,True
5588.944,10.843,-3.358,u4G*,g4H,244,309,u4G*,g4H,c,c,label,label,True
5589.094,11.087,-5.201,y4P*,6F,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5589.782,8.078,-6.911,z4G*,e6D,195,235,z4G*,e6D,c,c,label,label,True
5589.985,2.543,-8.448,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5590.057,12.139,-7.652,s2G*,6D,277,0,s2G*,none,c,x,label,label-absent->energy-route-disabled,False
5590.585,12.24,-6.884,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5591.727,12.496,-3.43,e2P,4D*,287,0,e2P,none,c,x,label,label-absent->energy-route-disabled,False
5597.657,8.469,-4.114,z4S*,e4S,206,240,z4S*,e4S,c,c,label,label,True
5597.663,2.706,-13.86,a4P,c2G*,153,0,a4P,none,c,x,label,label-absent->energy-route-disabled,False
5597.722,10.212,-4.417,y6F*,e4H,233,282,y6F*,e4H,c,c,label,label,True
5598.24,6.001,-4.282,z6P*,d4P,179,198,z6P*,d4P,c,c,label,label,True
5598.384,7.331,-4.588,b2P,w2F*,189,226,b2P,w2F*,c,c,label,label,True
5598.418,12.135,-4.393,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5598.472,12.135,-4.707,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5598.578,12.19,-7.623,s2D*,6G,279,0,s2D*,none,c,x,label,label-absent->energy-route-disabled,False
5598.594,11.401,-4.246,e6S,6F*,258,0,e6S,none,c,x,label,label-absent->energy-route-disabled,False
5598.66,8.107,-5.431,z4G*,e6D,195,235,z4G*,e6D,c,c,label,label,True
5598.75,11.091,-4.548,y4P*,6F,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5598.97,8.667,-6.696,y2G*,e6F,212,246,y2G*,e6F,c,c,label,label,True
5599.061,3.105,-13.61,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5599.061,3.105,-11.08,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5599.102,8.227,-3.094,y4P*,e4D,199,236,y4P*,e4D,c,c,label,label,True
5599.233,8.554,-7.262,y4H*,e6G,209,243,y4H*,e6G,c,c,label,label,True
5599.394,11.144,-4.45,f4D,q2G*,251,336,f4D,q2G*,c,c,label,label,True
5599.579,10.145,-6.85,y6F*,f4P,233,283,y6F*,f4P,c,c,label,label,True
5599.629,12.117,-7.361,s2G*,6D,277,0,s2G*,none,c,x,label,label-absent->energy-route-disabled,False
5599.738,12.24,-5.942,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5599.767,1.526,-16.17,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5599.767,1.526,-12.13,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5600.005,10.736,-3.882,e6G,r4F*,243,304,e6G,r4F*,c,c,label,label,True
5600.3,3.105,-12.17,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5600.3,3.105,-11.51,b4D,b2D*,154,0,b4D,none,c,x,label,label-absent->energy-route-disabled,False
5600.391,4.071,-11.18,b4F,d2F*,161,0,b4F,none,c,x,label,label-absent->energy-route-disabled,False
5600.391,4.071,-9.755,b4F,d2F*,161,0,b4F,none,c,x,label,label-absent->energy-route-disabled,False
5600.457,12.222,-6.96,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5600.545,10.881,-1.741,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5600.545,10.881,0.196,e6F,6G*,246,0,e6F,none,c,x,label,label-absent->energy-route-disabled,False
5600.57,2.543,-14.85,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5600.57,2.543,-8.714,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5600.585,10.86,-1.09,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5600.965,6.803,-4.19,d4F,x2G*,187,216,d4F,x2G*,c,c,label,label,True
5601.235,8.536,-8.891,y4H*,e6P,209,242,y4H*,e6P,c,c,label,label,True
5601.235,11.056,-4.336,e4G,o2F*,250,328,e4G,o2F*,c,c,label,label,True
5601.323,10.76,-4.908,e6P,r4F*,242,304,e6P,r4F*,c,c,label,label,True
5601.841,8.264,-2.869,z2P*,e4D,200,236,z2P*,e4D,c,c,label,label,True
5607.538,12.117,-4.951,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5607.582,12.117,-4.301,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5607.651,11.075,-5.002,e4G,o2F*,250,328,e4G,o2F*,c,c,label,label,True
5607.717,12.139,-5.797,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5607.975,12.117,-5.604,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5608.403,10.454,-2.285,e4D,p2F*,236,291,e4D,p2F*,c,c,label,label,True
5608.538,12.834,-0.974,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5608.705,12.138,-3.429,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5608.909,8.086,-7.752,z4I*,e6D,196,235,z4I*,e6D,c,c,label,label,True
5609.334,4.072,-12.97,b4F,d2F*,161,0,b4F,none,c,x,label,label-absent->energy-route-disabled,False
5609.655,12.834,-3.269,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5609.847,8.111,-9.447,z4I*,e6D,196,235,z4I*,e6D,c,c,label,label,True
5609.938,3.909,-6.684,a2D,z6D*,159,181,a2D,z6D*,c,c,label,label,True
5610.115,10.872,-3.298,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5610.433,10.86,-0.126,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5610.452,10.893,-1.782,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5610.691,10.881,0.065,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5611.072,11.401,-2.02,e6S,6P*,258,0,e6S,none,c,x,label,label-absent->energy-route-disabled,False
5611.21,10.655,-5.751,v2G*,f4I,238,299,v2G*,f4I,c,c,label,label,True
5611.22,10.904,-2.023,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5611.292,11.076,-4.641,e4P,o2F*,249,328,e4P,o2F*,c,c,label,label,True
5611.73,8.634,-6.573,4F*,f6D,0,245,none,f6D,x,c,label-absent->energy-route-disabled,label,False
5617.355,2.544,-8.621,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5617.829,2.544,-8.111,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5618.843,10.744,-5.576,e6G,r4F*,243,304,e6G,r4F*,c,c,label,label,True
5619.689,8.554,-9.521,y4H*,e6P,209,242,y4H*,e6P,c,c,label,label,True
5619.897,12.251,-5.398,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5619.986,10.911,-0.914,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5620.413,12.23,-6.287,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5620.631,6.487,-1.395,d2G,y2G*,184,212,d2G,y2G*,c,c,label,label,True
5620.918,6.897,-2.558,c4P,w4D*,188,217,c4P,w4D*,c,c,label,label,True
5621.313,8.091,-5.594,z4G*,e6D,195,235,z4G*,e6D,c,c,label,label,True
5621.462,5.874,-4.134,d2D,z4G*,178,195,d2D,z4G*,c,c,label,label,True
5621.481,8.667,-6.369,y2G*,f6D,212,245,y2G*,f6D,c,c,label,label,True
5622.486,6.897,-2.643,c4P,w4D*,188,217,c4P,w4D*,c,c,label,label,True
5626.251,8.273,-2.123,y4P*,e4D,199,236,y4P*,e4D,c,c,label,label,True
5627.278,6.012,-3.882,z6P*,d4P,179,198,z6P*,d4P,c,c,label,label,True
5627.458,10.893,-1.746,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5627.49,6.805,-5.53,d4F,x2G*,187,216,d4F,x2G*,c,c,label,label,True
5627.553,11.055,-7.36,u2D*,6G,248,0,u2D*,none,c,x,label,label-absent->energy-route-disabled,False
5628.26,12.283,-7.733,r2F*,6D,281,0,r2F*,none,c,x,label,label-absent->energy-route-disabled,False
5628.894,6.805,-5.139,d4F,x2G*,187,216,d4F,x2G*,c,c,label,label,True
5629.005,11.055,-4.977,u2D*,4S,248,0,u2D*,none,c,x,label,label-absent->energy-route-disabled,False
5629.147,12.251,-6.038,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5629.667,12.24,-6.103,t4F*,6F,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5629.851,2.543,-14.79,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5629.851,2.543,-11.09,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5629.864,2.543,-7.938,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5630.501,12.176,-8.243,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5630.669,10.748,-4.724,e6P,r4F*,242,304,e6P,r4F*,c,c,label,label,True
5631.627,11.098,-4.534,y4P*,6F,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5631.681,2.544,-14.32,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5631.681,2.544,-9.717,a4G,c4D*,152,0,a4G,none,c,x,label,label-absent->energy-route-disabled,False
5634.633,10.869,0.01,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5637.588,12.834,-6.439,s4G*,6D,297,0,s4G*,none,c,x,label,label-absent->energy-route-disabled,False
5637.775,10.872,-0.973,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5637.918,13.241,-3.846,r4G*,6D,324,0,r4G*,none,c,x,label,label-absent->energy-route-disabled,False
5638.021,12.525,-3.182,e2H,4D*,284,0,e2H,none,c,x,label,label-absent->energy-route-disabled,False
5638.396,10.281,-6.056,w2P*,f4P,234,283,w2P*,f4P,c,c,label,label,True
5638.733,10.754,-5.986,e6G,o4D*,243,301,e6G,o4D*,c,c,label,label,True
5638.733,11.186,-1.399,v4D*,4F,252,0,v4D*,none,c,x,label,label-absent->energy-route-disabled,False
5639.795,10.869,-2.302,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5640.308,8.078,-6.1,z4G*,e6D,195,235,z4G*,e6D,c,c,label,label,True
5640.782,11.042,-3.686,e4G,r4G*,250,324,e4G,r4G*,c,c,label,label,True
5641.021,1.549,-15.04,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5641.021,1.549,-11.6,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
5641.943,10.872,-0.723,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5648.102,7.386,-4.829,e2F,w2H*,190,227,e2F,w2H*,c,c,label,label,True
5648.954,8.126,-7.281,z2G*,e6D,197,235,z2G*,e6D,c,c,label,label,True
5649.254,13.245,-3.301,r4G*,6D,324,0,r4G*,none,c,x,label,label-absent->energy-route-disabled,False
5649.88,10.86,-2.53,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5650.746,10.851,-0.525,f6D,p4D*,245,305,f6D,p4D*,c,c,label,label,True
5651.25,10.904,-0.401,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5651.324,4.294,-14.09,a2H,d2G*,163,0,a2H,none,c,x,label,label-absent->energy-route-disabled,False
5651.324,4.294,-8.871,a2H,d2G*,163,0,a2H,none,c,x,label,label-absent->energy-route-disabled,False
5651.461,12.117,-7.732,s2G*,6D,277,0,s2G*,none,c,x,label,label-absent->energy-route-disabled,False
5651.697,10.86,-5.093,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5657.474,8.264,-4.6,z2P*,e4D,200,236,z2P*,e4D,c,c,label,label,True
5657.727,11.042,-7.177,e4G,w4S*,250,323,e4G,w4S*,c,c,label,label,True
5657.883,12.24,-5.389,t4F*,6G,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5658.726,10.454,-3.512,e4D,s4F*,236,294,e4D,s4F*,c,c,label,label,True
5658.745,4.294,-10.71,a2H,d2G*,163,0,a2H,none,c,x,label,label-absent->energy-route-disabled,False
5658.745,4.294,-7.983,a2H,d2G*,163,0,a2H,none,c,x,label,label-absent->energy-route-disabled,False
5658.886,3.854,-6.421,a4F,z4P*,158,180,a4F,z4P*,c,c,label,label,True
5658.934,12.24,-5.858,t4F*,6P,280,0,t4F*,none,c,x,label,label-absent->energy-route-disabled,False
5659.866,11.042,-2.892,e4G,r4G*,250,324,e4G,r4G*,c,c,label,label,True
5660.1,8.063,-9.537,z2S*,e6D,194,235,z2S*,e6D,c,c,label,label,True
5660.411,12.138,-6.738,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5660.443,12.138,-4.156,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5660.449,11.091,-4.199,y4P*,6P,199,0,y4P*,none,c,x,label,label-absent->energy-route-disabled,False
5660.6,10.881,-2.733,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
5660.648,10.904,-0.778,e6F,6G*,246,0,e6F,none,c,x,label,label-absent->energy-route-disabled,False
5660.831,1.549,-15.64,a6D,a4H*,150,0,a6D,none,c,x,label,label-absent->energy-route-disabled,False
