wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
	9203.8106	9.2e-11	9.0	0.013	E	T6409		1.48486439  -   2.83159117	1.48486439	-9.08196966321512	100.0	9203.8106
9204.0962							L11631					9204.0962
9204.785	9204.7869		7.0				L11631	5.27338780  -   6.61997175	5.2733878			9204.785
9209.341	9209.3377		7.0				L11631	4.58438864  -   5.93030716	4.58438864			9209.341
9210.025	9210.0241	0.00131	3.0	62000.0	D+	T5720	L11631	2.84504259  -   4.19086081	2.84504259	-2.4056074496245734	40.0	9210.025
9212.981	9212.9812		9.0				L11631	5.33417031  -   6.67955657	5.33417031			9212.981
9214.2675							L11631					9214.2675
9214.497	9214.4995		9.0				L11631	4.91297355  -   6.25813812	4.91297355			9214.497
9214.975	9214.976		11.0				L11631	5.33029109  -   6.67538611	5.33029109			9214.975
9217.562	9217.5639		11.0				L11631	4.99127081  -   6.33598817	4.99127081			9217.562
9224.141	9224.1407		7.0				L11631	4.95563019  -   6.29938878	4.95563019			9224.141
9231.781	9231.7804		7.0				L11631	5.34836675  -   6.69101333	5.34836675			9231.781
9233.191	9233.1906		11.0				L11631	5.32039963  -   6.66284114	5.32039963			9233.191
9236.8286							L11631					9236.8286
9239.938	9239.9366		13.0				L11631	5.65471608  -   6.99617750	5.65471608			9239.938
9240.305	9240.303		5.0				L11631	5.08559017  -   6.42699840	5.08559017			9240.305
9242.175	9242.1678		3.0				L11631	4.30127816  -   5.64241573	4.30127816			9242.175
9242.367	9242.3669		5.0				L11631	4.98804995  -   6.32915863	4.98804995			9242.367
9242.696	9242.7035		5.0				L11631	5.97150625  -   7.31256608	5.97150625			9242.696
9246.558	9246.5573	0.000165	7.0	18000.0	B	T5720	L11631	2.58810592  -   3.92860683	2.58810592	-2.937418015771837	10.0	9246.558
9248.129	9248.1354		5.0				L11631	5.07033256  -   6.41060472	5.07033256			9248.129
9248.76	9248.7617		5.0				L11631	4.96581946  -   6.30600086	4.96581946			9248.76
9258.269	9258.2673		7.0				L11631	4.60759327  -   5.94639870	4.60759327			9258.269
9259.005	9259.0056	0.0198	9.0	1540000.0	D+	T5720	L11631	4.91297355  -   6.25167222	4.91297355	-0.749092300299144	40.0	9259.005
9259.23	9259.2251		9.0				L11631	5.01168158  -   6.35034852	5.01168158			9259.23
9263.962	9263.9639		7.0				L11631	4.98504395  -   6.32302612	4.98504395			9263.962
9280.362	9280.36		7.0				L11631	4.98504395  -   6.32066224	4.98504395			9280.362
9282.214	9282.2152		9.0				L11631	5.01168158  -   6.34703293	5.01168158			9282.214
9284.826	9284.8239		5.0				L11631	4.98804995  -   6.32302612	4.98804995			9284.826
9285.882	9285.8803		5.0				L11631	2.60850194  -   3.94332623	2.60850194			9285.882
9286.524	9286.5221		9.0				L11631	5.34482452  -   6.67955657	5.34482452			9286.524
9289.448	9289.4482		7.0				L11631	5.06378173  -   6.39809335	5.06378173			9289.448
9294.534	9294.5342		9.0				L11631	5.03306811  -   6.36664959	5.03306811			9294.534
9297.15	9297.1507		7.0				L11631	4.73314079  -   6.06634697	4.73314079			9297.15
9297.606	9297.6063		5.0				L11631	5.08559017  -   6.41873101	5.08559017			9297.606
9297.955	9297.954		9.0				L11631	4.91297355  -   6.24606454	4.91297355			9297.955
9301.729	9301.7284		11.0				L11631	5.33029109  -   6.66284114	5.33029109			9301.729
9303.243	9303.2406		9.0				L11631	5.33417031  -   6.66650376	5.33417031			9303.243
9304.627	9304.6278		3.0				L11631	5.00952178  -   6.34165661	5.00952178			9304.627
9308.019	9308.0177		9.0				L11631	5.03306811  -   6.36471779	5.03306811			9308.019
9311.514	9311.5141		5.0				L11631	5.08559017  -   6.41673983	5.08559017			9311.514
9318.178	9318.1788		7.0				L11631	4.95563019  -   6.28582776	4.95563019			9318.178
9318.892	9318.8945		7.0				L11631	5.06378173  -   6.39387714	5.06378173			9318.892
9319.792	9319.7919		9.0				L11631	5.01168158  -   6.34164892	5.01168158			9319.792
9320.791	9320.7877		7.0				L11631	5.92093198  -   7.25075723	5.92093198			9320.791
9323.83	9323.8293		11.0				L11631	4.99127081  -   6.32066224	4.99127081			9323.83
9324.174	9324.1737		5.0				L11631	5.08559017  -   6.41493251	5.08559017			9324.174
9327.838	9327.8433		7.0				L11631	4.58438864  -   5.91320801	4.58438864			9327.838
9328.887	9328.8861		9.0				L11631	5.33417031  -   6.66284114	5.33417031			9328.887
9329.511	9329.509		7.0				L11631	5.94709859  -   7.2756807	5.94709859			9329.511
9334.056	9334.0564		11.0				L11631	4.99127081  -   6.31920567	4.99127081			9334.056
9343.416	9343.4159		9.0				L11631	5.03306811  -   6.35967275	5.03306811			9343.416
9348.916	9348.9206		7.0				L11631	5.34836675  -   6.67419029	5.34836675			9348.916
9350.417	9350.4149		9.0				L11631	4.54850612  -   5.87411777	4.54850612			9350.417
9354.63	9354.6286		5.0				L11631	5.08559017  -   6.41060472	5.08559017			9354.63
9358.39	9358.3888		9.0				L11631	3.04686890  -   4.37135106	3.0468689			9358.39
9359.412	9359.4104	0.000153	9.0	15000.0	B	T5720	L11631	2.55917148  -   3.88350907	2.55917148	-2.8610660597430764	10.0	9359.412
9362.361	9362.3598	0.000141	5.0	7660.0	D+	T5720	L11631	2.27860466  -   3.60252504	2.27860466	-3.151810883008601	40.0	9362.361
9372.897	9372.8957	0.00027	9.0	20500.0	C+	T5720	L11631	2.55917148  -   3.88160368	2.55917148	-2.614393726401688	18.0	9372.897
9375.121	9375.1221		9.0				L11631	2.99035244  -   4.31247059	2.99035244			9375.121
9382.931	9382.933		7.0				L11631	4.98504395  -   6.30606149	4.98504395			9382.931
9383.359	9383.3637		7.0				L11631	4.98504395  -   6.30600086	4.98504395			9383.359
9386.477	9386.477		5.0				L11631	5.93030716  -   7.2508259	5.93030716			9386.477
9388.183	9388.1837		5.0				L11631	4.98804995  -   6.30832866	4.98804995			9388.183
9389.422	9389.4199		5.0				L11631	2.60850194  -   3.92860683	2.60850194			9389.422
