wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
	3466.4971	1.2e-11	4.0	0.0065	D	T7370		0.0000000  -    3.5756182	0.0	-10.318758762624412	50.0	3466.4971
	3466.5435	2.3e-12	4.0	0.0026	D	T7370		0.0000000  -    3.5755704	0.0	-11.036212172654444	50.0	3466.5435
	3818.2679	0.00391	2.0	895000.0	C+	T5714		10.6796703  -   13.9258810	10.6796703	-2.106793246940152	18.0	3818.2679
	3822.0339	0.00811	2.0	3700000.0	C+	T5714		10.6796703  -   13.9226824	10.6796703	-1.7899491501248628	18.0	3822.0339
	3830.4343	0.0103	4.0	4670000.0	C+	T5714		10.6899808  -   13.9258810	10.6899808	-1.3851027839668655	18.0	3830.4343
	3834.2244	0.00208	4.0	1890000.0	C+	T5714		10.6899808  -   13.9226824	10.6899808	-2.079876673709276	18.0	3834.2244
	3887.5717	0.00948	2.0	2090000.0	C	u18,LS		10.6796703  -   13.8680121	10.6796703	-1.7221616669979525	25.0	3887.5717
	3892.2051	0.00852	4.0	2500000.0	C	u18,LS		10.6899808  -   13.8745272	10.6899808	-1.4675004139053376	25.0	3892.2051
	3900.1845	0.000945	4.0	414000.0	C	u18,LS		10.6899808  -   13.8680121	10.6899808	-2.4225082001627745	25.0	3900.1845
	4011.1348	0.00139	2.0	575000.0	C	u18,LS		10.6796703  -   13.7697973	10.6796703	-2.555955204081924	25.0	4011.1348
	4024.5635	0.00138	4.0	1140000.0	C	u18,LS		10.6899808  -   13.7697973	10.6899808	-2.258060922270801	25.0	4024.5635
	4095.05	0.000304	4.0	80500.0	C+	T5714		12.0001429  -   15.02695	12.0001429	-2.915066425063284	18.0	4095.05
4099.94	4099.9432	0.0175	2.0	3480000.0	C+	T6340	L3513	10.6796703  -   13.7028638	10.6796703	-1.4559319556497243	18.0	4099.94
	4107.9	0.00311	6.0	1230000.0	C+	T5714		12.0096116  -   15.02695	12.0096116	-1.7290883605895189	18.0	4107.9
4109.95	4109.9487	0.0148	4.0	3900000.0	C+	T6340	L3513	10.6899808  -   13.7058146	10.6899808	-1.2276782932770802	18.0	4109.95
	4113.9741	0.00168	4.0	662000.0	C+	T6340		10.6899808  -   13.7028638	10.6899808	-2.1726307269461747	18.0	4113.9741
	4137.64	0.00144	2.0	280000.0	C+	T5475		10.3259087  -   13.3215593	10.3259087	-2.540607512240769	18.0	4137.64
	4143.4296	0.00157	4.0	609000.0	C+	T5475		10.3300944  -   13.3215593	10.3300944	-2.202040356262804	18.0	4143.4296
	4151.4805	0.00174	6.0	1010000.0	C+	T5475		10.3358956  -   13.3215593	10.3358956	-1.9812995013337567	18.0	4151.4805
	4249.87	0.00351	4.0	2590000.0	C	T5714		12.0001429  -   14.91669	12.0001429	-1.8526328922062134	25.0	4249.87
	4250.16	0.000607	4.0	224000.0	C	T5714		12.0001429  -   14.91649	12.0001429	-2.61475131759678	25.0	4250.16
	4264.0	0.00411	6.0	2260000.0	C	T5714		12.0096116  -   14.91649	12.0096116	-1.608006927740287	25.0	4264.0
	4273.28	0.0034	4.0	828000.0	C+	T5714		12.1263787  -   15.02695	12.1263787	-1.8664610916297826	18.0	4273.28
	4278.13	0.0138	4.0	5010000.0	C+	T5714		12.0001429  -   14.89742	12.0001429	-1.258060922270801	18.0	4278.13
	4279.17	0.00149	4.0	361000.0	C+	T5714		12.0001429  -   14.89671	12.0001429	-2.2247537402597635	18.0	4279.17
	4292.16	0.00103	6.0	557000.0	C+	T5714		12.0096116  -   14.89742	12.0096116	-2.209011524911184	18.0	4292.16
	4293.21	0.0144	6.0	5210000.0	C+	T5714		12.0096116  -   14.89671	12.0096116	-1.0634862575211066	18.0	4293.21
	4356.29	0.0194	6.0	5100000.0	C+	T5714		12.0096116  -   14.85491	12.0096116	-0.9340470196861304	18.0	4356.29
	4385.54	0.00255	2.0	884000.0	C	u18,LS		12.1219574  -   14.94828	12.1219574	-2.2924298239020637	25.0	4385.54
	4392.41	0.00255	4.0	1760000.0	C	u18,LS		12.1263787  -   14.94828	12.1263787	-1.9913998282380825	25.0	4392.41
