wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
3039.714	3039.714	0.047	6.0	25000000.0	C	T10528	L1176	23.385281   -    27.462905	23.385281	-0.5497508916806388	25.0	3039.714
3040.512	3040.512	0.049	4.0	24000000.0	C	T10528	L1176	23.381096   -    27.457651	23.381096	-0.707743928643524	25.0	3040.512
3048.69	3048.7	0.037	4.0	18000000.0	C	T10528	L1176	24.601624   -    28.66723	24.601624	-0.8297382846050426	25.0	3048.69
3048.933	3048.932	0.0846	6.0	45500000.0	C+	T10528	L1176	24.602961   -    28.668257	24.602961	-0.2944783865773329	18.0	3048.933
3049.398	3049.398	0.088	4.0	42000000.0	C	T10528	L1176	24.601624   -    28.666300	24.601624	-0.453457336521869	25.0	3049.398
3049.671	3049.673	0.032	6.0	17000000.0	C	T10528	L1176	24.602961   -    28.667271	24.602961	-0.7166987712964504	25.0	3049.671
3056.85	3056.74		4.0				L1176,L22145	24.656151   -    28.71107	24.656151			3056.85
3056.85	3057.16	0.0081	4.0	12000000.0	C	T10528	L1176,L22145	24.656151   -    28.71051	24.656151	-1.489454989793388	25.0	3056.85
3056.85	3056.51		6.0				L1176	24.653514   -    28.70873	24.653514			3056.85
3056.85	3056.54		6.0				L1176	24.653514   -    28.70869	24.653514			3056.85
3058.45	3058.44	0.08	2.0	57000000.0	C	T10528	L1176	24.657857   -    28.71051	24.657857	-0.7958800173440752	25.0	3058.45
3058.45	3058.5		4.0				L1176	24.656151   -    28.70873	24.656151			3058.45
3058.45	3058.53	0.044	4.0	32000000.0	C	T10528	L1176	24.656151   -    28.70869	24.656151	-0.7544873321858502	25.0	3058.45
3059.091	3059.098	0.126	6.0	67400000.0	C+	T10528	L1176	24.653514   -    28.705301	24.653514	-0.12147820449879346	18.0	3059.091
3059.83	3059.82	0.069	2.0	25000000.0	C	T10528	L1176	24.657857   -    28.70869	24.657857	-0.8601209135987634	25.0	3059.83
3060.64	3060.671		4.0				L1176	24.656151   -    28.705857	24.656151			3060.64
	3077.833	0.000104	6.0	55000.0	C+	T5109LS		24.271876   -    28.299002	24.271876	-3.204815410317576	18.0	3077.833
	3079.717	0.00154	8.0	1080000.0	B	T5109LS		24.274339   -    28.299002	24.274339	-1.9093892921715934	10.0	3079.717
	3079.91	0.00022	4.0	101000.0	C+	T5109LS		24.270232   -    28.29464	24.270232	-3.0555173278498313	18.0	3079.91
	3081.17	0.00263	6.0	1850000.0	B	T5109LS		24.271876   -    28.29464	24.271876	-1.8018930011265986	10.0	3081.17
	3081.79	0.00303	4.0	2130000.0	B	T5109LS		24.270232   -    28.29219	24.270232	-1.9164973801697325	10.0	3081.79
3082.381	3082.363	0.0107	10.0	9420000.0	B	T5109LS	L1176	24.277795   -    28.299002	24.277795	-0.9706162223147904	10.0	3082.381
3083.05	3083.05	0.00756	4.0	10600000.0	B	T5109LS	L1176	24.270232   -    28.29054	24.270232	-1.5194182131708311	10.0	3083.05
3083.05	3083.05	0.00925	8.0	8650000.0	B	T5109LS	L1176	24.274339   -    28.29464	24.274339	-1.1307682802690238	10.0	3083.05
3083.05	3083.05	0.00809	6.0	8510000.0	B	T5109LS	L1176	24.271876   -    28.29219	24.271876	-1.3139002280040841	10.0	3083.05
	3085.138	0.00045	4.0	210000.0	E	T10528		24.370757   -    28.388347	24.370757	-2.744727494896694	100.0	3085.138
