wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
	3298.9896	7.78e-05	3.0	143000.0	D	T5713LS		12.3588649  -   16.1160306	12.3588649	-3.631899148290649	50.0	3298.9896
	3299.5525	5.83e-05	3.0	35700.0	D	T5713LS		12.3588649  -   16.1153897	12.3588649	-3.7572101905213233	50.0	3299.5525
	3299.5613	5.83e-05	5.0	59500.0	C	T5713LS		12.3588750  -   16.1153897	12.358875	-3.535361440904967	25.0	3299.5613
	3299.5896	0.000233	1.0	47600.0	D	T5713LS		12.3589072  -   16.1153897	12.3589072	-3.632644078973981	50.0	3299.5896
	3300.5748	9.72e-05	3.0	35700.0	C	T5713LS		12.3588649  -   16.1142263	12.3588649	-3.5352124803540628	25.0	3300.5748
	3300.5836	0.000175	5.0	107000.0	C	T5713LS		12.3588750  -   16.1142263	12.358875	-3.057991946977687	25.0	3300.5836
	3326.21	0.00036	3.0	217000.0	C	T5803		12.3588649  -   16.08529	12.3588649	-2.96657624451305	25.0	3326.21
	3326.22	0.000362	5.0	364000.0	C+	T5803		12.3588750  -   16.08529	12.358875	-2.7423214251308154	18.0	3326.22
	3326.24	0.000359	1.0	72200.0	C	T5803		12.3589072  -   16.08529	12.3589072	-3.4449055514216806	25.0	3326.24
	3329.93	1.83e-05	3.0	11000.0	D	T5803		12.3588649  -   16.08112	12.3588649	-4.260427655549908	50.0	3329.93
	3329.97	7.24e-05	1.0	14500.0	D	T5803		12.3589072  -   16.08112	12.3589072	-4.140261433802853	50.0	3329.97
	3330.54	5.57e-05	3.0	20100.0	D	T5803		12.3588649  -   16.08044	12.3588649	-3.7770235501066085	50.0	3330.54
	3330.55	1.12e-05	5.0	6720.0	D	T5803		12.3588750  -   16.08044	12.358875	-4.251811972993799	50.0	3330.55
	3331.13	6.55e-05	5.0	28100.0	D	T5803		12.3588750  -   16.07980	12.358875	-3.484788695672198	50.0	3331.13
	3692.3558	6.34e-05	3.0	93000.0	D	T5713LS		9.5213638  -   12.8782699	9.5213638	-3.720789487398605	50.0	3692.3558
	3692.3864	0.00019	3.0	93000.0	C	T5713LS		9.5213638  -   12.8782422	9.5213638	-3.2441251443275085	25.0	3692.3864
	3692.3945	0.000317	3.0	93000.0	C	T5713LS		9.5213638  -   12.8782347	9.5213638	-3.021819483062586	25.0	3692.3945
	3822.5769	0.000183	7.0	117000.0	C	T5713LS		12.5391924  -   15.7817439	12.5391924	-2.8924508702553138	25.0	3822.5769
3823.41	3823.4136	0.00145	7.0	663000.0	C+	T5713LS	L3760	12.5391924  -   15.7810344	12.5391924	-1.9935339577507682	18.0	3823.41
	3823.8679	0.000246	5.0	187000.0	C	T5713LS		12.5406949  -   15.7821517	12.5406949	-2.910094888560602	25.0	3823.8679
	3824.3491	0.00114	5.0	519000.0	C+	T5713LS		12.5406949  -   15.7817439	12.5406949	-2.2441251443275085	18.0	3824.3491
	3825.0232	0.00123	3.0	559000.0	C+	T5713LS		12.5416739  -   15.7821517	12.5416739	-2.43297363384094	18.0	3825.0232
	3825.1865	0.000255	5.0	83100.0	C	T5713LS		12.5406949  -   15.7810344	12.5406949	-2.894489815230026	25.0	3825.1865
	3825.5046	0.00041	3.0	112000.0	C	T5713LS		12.5416739  -   15.7817439	12.5416739	-2.910094888560602	25.0	3825.5046
	3855.0139	0.00363	5.0	1630000.0	B	T5713		12.7284690  -   15.9437376	12.728469	-1.7411233706278686	10.0	3855.0139
3947.29	3947.2949	0.00161	5.0	491000.0	B	T5803,LS	L3760	9.1460911  -   12.2861939	9.1460911	-2.0942041196321317	10.0	3947.29
3947.48	3947.4813	0.00114	5.0	488000.0	B	T5803,LS	L3760	9.1460911  -   12.2860456	9.1460911	-2.2441251443275085	10.0	3947.48
3947.59	3947.5862	0.000683	5.0	487000.0	B	T5803,LS	L3760	9.1460911  -   12.2859622	9.1460911	-2.4666092919824485	10.0	3947.59
	3951.9278	0.000242	3.0	310000.0	C	T5713LS		10.9887923  -   14.1252140	10.9887923	-3.1390633792999063	25.0	3951.9278
	3952.8877	0.000181	3.0	77400.0	C	T5713LS		10.9887923  -   14.1244523	10.9887923	-3.265200170411153	25.0	3952.8877
	3952.9751	0.000181	5.0	129000.0	C	T5713LS		10.9888616  -   14.1244523	10.9888616	-3.0433514207947967	25.0	3952.9751
	3952.9996	0.000724	1.0	103000.0	C	T5713LS		10.9888811  -   14.1244523	10.9888811	-3.140261433802853	25.0	3952.9996
	3954.5192	0.000302	3.0	77300.0	C	T5713LS		10.9887923  -   14.1231587	10.9887923	-3.042871802323187	25.0	3954.5192
3954.61	3954.6067	0.000544	5.0	232000.0	C+	T5713LS	L3760	10.9888616  -   14.1231587	10.9888616	-2.5654310959658013	18.0	3954.61
	3997.9533	0.00347	5.0	2410000.0	B	T5713		12.7284690  -   15.8287841	12.728469	-1.7607005208731075	10.0	3997.9533
	4054.77	0.000671	3.0	272000.0	C+	T5803		12.3588649  -   15.41574	12.3588649	-2.6961562251113453	18.0	4054.77
	4054.79	0.000675	5.0	456000.0	B	T5803		12.3588750  -   15.41574	12.358875	-2.4717262228329564	10.0	4054.79
	4054.83	0.00067	1.0	90500.0	C	T5803		12.3589072  -   15.41574	12.3589072	-3.1739251972991736	25.0	4054.83
	4066.7	0.000238	3.0	96000.0	C	T5803		12.3588649  -   15.40677	12.3588649	-3.1463017882238256	25.0	4066.7
	4066.71	9.57e-06	5.0	6430.0	D	T5803		12.3588750  -   15.40677	12.358875	-4.320118057887138	50.0	4066.71
	4066.75	0.000953	1.0	128000.0	C	T5803		12.3589072  -   15.40677	12.3589072	-3.020907099361674	25.0	4066.75
	4067.74	0.00072	3.0	174000.0	C+	T5803		12.3588649  -   15.40599	12.3588649	-2.665546248849069	18.0	4067.74
	4067.75	0.000145	5.0	58400.0	C	T5803		12.3588750  -   15.40599	12.358875	-3.1396619934290064	25.0	4067.75
	4069.51	0.000817	5.0	235000.0	C+	T5803		12.3588750  -   15.40468	12.358875	-2.3888079391315657	18.0	4069.51
	4217.088	0.000484	3.0	544000.0	C	T5713LS		12.3588649  -   15.2980803	12.3588649	-2.838033383635925	25.0	4217.088
	4222.757	0.000364	3.0	136000.0	C	T5713LS		12.3588649  -   15.2941343	12.3588649	-2.9617773616312815	25.0	4222.757
	4222.771	0.000363	5.0	226000.0	C	T5713LS		12.3588750  -   15.2941343	12.358875	-2.741123370627869	25.0	4222.771
	4222.818	0.00145	1.0	181000.0	C	T5713LS		12.3589072  -   15.2941343	12.3589072	-2.838631997765025	25.0	4222.818
	4233.26	0.000605	3.0	135000.0	C	T5713LS		12.3588649  -   15.2868521	12.3588649	-2.741123370627869	25.0	4233.26
4233.27	4233.274	0.00109	5.0	404000.0	C+	T5713LS	L3760	12.3588750  -   15.2868521	12.358875	-2.2636034977233574	18.0	4233.27
	4368.193	0.000721	3.0	756000.0	B	T5803n,LS		9.5213638  -   12.3589072	9.5213638	-2.6649434805609085	10.0	4368.193
	4368.242	0.00362	3.0	759000.0	B	T5803n,LS		9.5213638  -   12.3588750	9.5213638	-1.9641701747471718	10.0	4368.242
4368.25	4368.258	0.00217	3.0	758000.0	B	T5803n,LS	L3760	9.5213638  -   12.3588649	9.5213638	-2.186419011431808	10.0	4368.25
	4654.117	0.000466	3.0	430000.0	C	T5713LS		10.7402250  -   13.4034474	10.740225	-2.8544928285903373	25.0	4654.117
	4654.118	0.00105	3.0	323000.0	C+	T5713LS		10.7402250  -   13.4034470	10.740225	-2.5016894462103996	18.0	4654.118
	4654.119	0.000818	3.0	151000.0	C+	T5713LS		10.7402250  -   13.4034463	10.740225	-2.6101254416090147	18.0	4654.119
	4654.556	0.000211	5.0	108000.0	C	T5713LS		10.7404756  -   13.4034470	10.7404756	-2.9767475403662886	25.0	4654.556
	4654.557	0.000816	5.0	251000.0	C+	T5713LS		10.7404756  -   13.4034463	10.7404756	-2.38933983691012	18.0	4654.557
	4654.559	0.00131	5.0	287000.0	C+	T5713LS		10.7404756  -   13.4034453	10.7404756	-2.183758700008217	18.0	4654.559
	4655.354	6.66e-05	7.0	28700.0	C	T5713LS		10.7409314  -   13.4034463	10.7409314	-3.331427730815442	25.0	4655.354
	4655.356	0.000465	7.0	143000.0	C+	T5713LS		10.7409314  -   13.4034453	10.7409314	-2.487449007095789	18.0	4655.356
	4655.357	0.0018	7.0	430000.0	C+	T5713LS		10.7409314  -   13.4034447	10.7409314	-1.899629454882437	18.0	4655.357
	4772.448	0.000797	3.0	700000.0	C+	T5713LS		10.7402250  -   13.3374152	10.740225	-2.621420423884225	18.0	4772.448
	4772.449	0.00179	3.0	525000.0	C+	T5713LS		10.7402250  -   13.3374147	10.740225	-2.2700257143004445	18.0	4772.449
	4772.451	0.0014	3.0	245000.0	C+	T5713LS		10.7402250  -   13.3374136	10.740225	-2.3767507096020997	18.0	4772.451
	4772.909	0.000359	5.0	175000.0	C+	T5713LS		10.7404756  -   13.3374147	10.7404756	-2.745935547085662	18.0	4772.909
	4772.911	0.00139	5.0	408000.0	C+	T5713LS		10.7404756  -   13.3374136	10.7404756	-2.1580151954098863	18.0	4772.911
	4772.914	0.00223	5.0	467000.0	C+	T5713LS		10.7404756  -   13.3374122	10.7404756	-1.9527251326158206	18.0	4772.914
	4773.749	0.000114	7.0	46600.0	C	T5713LS		10.7409314  -   13.3374136	10.7409314	-3.0979971086492704	25.0	4773.749
	4773.752	0.000796	7.0	233000.0	C+	T5713LS		10.7409314  -   13.3374122	10.7409314	-2.253988892248074	18.0	4773.752
	4773.753	0.00308	7.0	700000.0	C+	T5713LS		10.7409314  -   13.3374112	10.7409314	-1.666351243485299	18.0	4773.753
	4801.667	0.00151	3.0	262000.0	C+	T5713LS		10.7402250  -   13.3216106	10.740225	-2.343901797987168	18.0	4801.667
	4802.134	0.00151	5.0	437000.0	C+	T5713LS		10.7404756  -   13.3216106	10.7404756	-2.1220530483708115	18.0	4802.134
	4802.982	0.00151	7.0	611000.0	C+	T5713LS		10.7409314  -   13.3216106	10.7409314	-1.9759250126925738	18.0	4802.982
	4967.376	0.00157	3.0	1270000.0	C+	T5713LS		10.7402250  -   13.2354984	10.740225	-2.326979092871104	18.0	4967.376
	4967.378	0.00352	3.0	950000.0	C+	T5713LS		10.7402250  -   13.2354975	10.740225	-1.9763360818022067	18.0	4967.378
	4967.381	0.00273	3.0	443000.0	C+	T5713LS		10.7402250  -   13.2354959	10.740225	-2.0867160982395814	18.0	4967.381
	4967.877	0.000702	5.0	316000.0	C+	T5713LS		10.7404756  -   13.2354975	10.7404756	-2.4546928835341757	18.0	4967.877
	4967.88	0.00273	5.0	738000.0	C+	T5713LS		10.7404756  -   13.2354959	10.7404756	-1.8648673486232252	18.0	4967.88
	4967.884	0.00437	5.0	844000.0	C+	T5713LS		10.7404756  -   13.2354940	10.7404756	-1.6605485586935593	18.0	4967.884
	4968.788	0.000223	7.0	84300.0	C	T5713LS		10.7409314  -   13.2354959	10.7409314	-2.8065970969375824	25.0	4968.788
	4968.791	0.00156	7.0	422000.0	C+	T5713LS		10.7409314  -   13.2354940	10.7409314	-1.9617773616312817	18.0	4968.791
	4968.794	0.00605	7.0	1270000.0	C+	T5713LS		10.7409314  -   13.2354926	10.7409314	-1.3731465853332743	18.0	4968.794
	5018.782	0.0027	3.0	428000.0	C+	T5713LS		10.7402250  -   13.2099403	10.740225	-2.0915149811213505	18.0	5018.782
	5019.291	0.00269	5.0	713000.0	C+	T5713LS		10.7404756  -   13.2099403	10.7404756	-1.8712777156615732	18.0	5019.291
	5020.218	0.00269	7.0	998000.0	C+	T5713LS		10.7409314  -   13.2099403	10.7409314	-1.7251496799833352	18.0	5020.218
	5131.14	0.000492	3.0	74800.0	C	T5713LS		10.9887923  -   13.40443	10.9887923	-2.8309136425129773	25.0	5131.14
	5131.14	0.000164	3.0	41600.0	C	T5713LS		10.9887923  -   13.40443	10.9887923	-3.3080348972326394	25.0	5131.14
	5131.29	9.83e-05	5.0	24900.0	C	T5713LS		10.9888616  -   13.40443	10.9888616	-3.3084764778318454	25.0	5131.29
	5131.29	0.000552	5.0	99800.0	C+	T5713LS		10.9888616  -   13.40443	10.9888616	-2.5590909179347823	18.0	5131.29
	5131.29	6.56e-06	5.0	2770.0	D	T5713LS		10.9888616  -   13.40443	10.9888616	-4.484126156288321	50.0	5131.29
	5131.33	0.000656	1.0	55400.0	C	T5713LS		10.9888811  -   13.40443	10.9888811	-3.1830961606243395	25.0	5131.33
	5274.967	0.000306	3.0	73400.0	C	T5713LS		10.9887923  -   13.3385644	10.9887923	-3.0371573187987577	25.0	5274.967
	5274.967	0.000918	3.0	132000.0	C+	T5713LS		10.9887923  -   13.3385644	10.9887923	-2.560036064079095	18.0	5274.967
	5275.123	0.00103	5.0	176000.0	C+	T5713LS		10.9888616  -   13.3385644	10.9888616	-2.288192770958809	18.0	5275.123
	5275.123	1.22e-05	5.0	4890.0	D	T5713LS		10.9888616  -   13.3385644	10.9888616	-4.214670164989233	50.0	5275.123
	5275.123	0.000184	5.0	44000.0	C	T5713LS		10.9888616  -   13.3385644	10.9888616	-3.036212172654445	25.0	5275.123
	5275.166	0.00122	1.0	97800.0	C	T5713LS		10.9888811  -   13.3385644	10.9888811	-2.9136401693252516	25.0	5275.166
	5298.887	0.00151	3.0	358000.0	C+	T5713LS		10.9887923  -   13.3279572	10.9887923	-2.343901797987168	18.0	5298.887
	5299.044	0.00151	5.0	596000.0	C+	T5713LS		10.9888616  -   13.3279572	10.9888616	-2.1220530483708115	18.0	5299.044
	5299.088	0.0015	1.0	119000.0	C	T5713LS		10.9888811  -   13.3279572	10.9888811	-2.8239087409443187	25.0	5299.088
5329.1	5329.096	0.00385	3.0	2710000.0	C+	T5713LS	L3760	10.7402250  -   13.0661304	10.740225	-1.9374180157718368	18.0	5329.1
5329.1	5329.099	0.00865	3.0	2030000.0	C+	T5713LS	L3760	10.7402250  -   13.0661288	10.740225	-1.5858626378155234	18.0	5329.1
	5329.107	0.00673	3.0	948000.0	C+	T5713LS		10.7402250  -   13.0661255	10.740225	-1.6948636810563606	18.0	5329.107
	5329.673	0.00173	5.0	677000.0	C+	T5713LS		10.7404756  -   13.0661288	10.7404756	-2.0629838925351858	18.0	5329.673
5329.68	5329.681	0.00673	5.0	1580000.0	C+	T5713LS	L3760	10.7404756  -   13.0661255	10.7404756	-1.4730149314400043	18.0	5329.68
	5329.69	0.0108	5.0	1810000.0	C+	T5713LS		10.7404756  -   13.0661215	10.7404756	-1.2676062401770314	18.0	5329.69
	5330.726	0.000548	7.0	180000.0	C+	T5713LS		10.7409314  -   13.0661255	10.7409314	-2.416121401501374	18.0	5330.726
	5330.735	0.00384	7.0	902000.0	C+	T5713LS		10.7409314  -   13.0661215	10.7409314	-1.5705707356182124	18.0	5330.735
5330.74	5330.741	0.0149	7.0	2710000.0	C+	T5713LS	L3760	10.7409314  -   13.0661186	10.7409314	-0.9817156915734692	18.0	5330.74
5435.18	5435.178	0.00572	3.0	774000.0	C+	T5713LS	L3760	10.7402250  -   13.0207346	10.740225	-1.7654827164873133	18.0	5435.18
5435.78	5435.775	0.00572	5.0	1290000.0	C+	T5713LS	L3760	10.7404756  -   13.0207346	10.7404756	-1.5436339668709569	18.0	5435.78
5436.86	5436.862	0.0057	7.0	1800000.0	C+	T5713LS	L3760	10.7409314  -   13.0207346	10.7409314	-1.3990271043132516	18.0	5436.86
	5512.602	0.000679	3.0	149000.0	C+	T5713LS		10.9887923  -   13.2372725	10.9887923	-2.6910089709998357	18.0	5512.602
	5512.602	0.00204	3.0	269000.0	C+	T5713LS		10.9887923  -   13.2372725	10.9887923	-2.2132485778544386	18.0	5512.602
	5512.772	0.00228	5.0	358000.0	C+	T5713LS		10.9888616  -   13.2372725	10.9888616	-1.9430951486635273	18.0	5512.772
	5512.772	0.000408	5.0	89500.0	C+	T5713LS		10.9888616  -   13.2372725	10.9888616	-2.6903698325741012	18.0	5512.772
	5512.772	2.72e-05	5.0	9950.0	D	T5713LS		10.9888616  -   13.2372725	10.9888616	-3.8664610916297826	50.0	5512.772
	5512.82	0.00272	1.0	199000.0	C+	T5713LS		10.9888811  -   13.2372725	10.9888811	-2.5654310959658013	18.0	5512.82
	5554.832	0.0027	3.0	583000.0	C+	T5713LS		10.9887923  -   13.2201789	10.9887923	-2.0915149811213505	18.0	5554.832
	5555.004	0.0027	5.0	971000.0	C+	T5713LS		10.9888616  -   13.2201789	10.9888616	-1.869666231504994	18.0	5555.004
	5555.053	0.00269	1.0	194000.0	C+	T5713LS		10.9888811  -   13.2201789	10.9888811	-2.570247719997592	18.0	5555.053
5577.34	5577.339	1.18e-09	5.0	1.26	B+	T4539,T5081	L3760	1.9673642  -    4.1897463	1.9673642	-8.229147988357855	7.0	5577.34
5958.39	5958.386	0.00201	3.0	378000.0	C+	T5713LS	L3760	10.9887923  -   13.0690514	10.9887923	-2.219682687859849	18.0	5958.39
5958.39	5958.386	0.00604	3.0	680000.0	C+	T5713LS	L3760	10.9887923  -   13.0690514	10.9887923	-1.7418418066592056	18.0	5958.39
5958.58	5958.584	0.00121	5.0	227000.0	C+	T5713LS	L3760	10.9888616  -   13.0690514	10.9888616	-2.218244625347531	18.0	5958.58
5958.58	5958.584	8.05e-05	5.0	25200.0	C	T5713LS	L3760	10.9888616  -   13.0690514	10.9888616	-3.3952341152961125	25.0	5958.58
5958.58	5958.584	0.00676	5.0	906000.0	C+	T5713LS	L3760	10.9888616  -   13.0690514	10.9888616	-1.4710832997223453	18.0	5958.58
	5958.64	0.00805	1.0	504000.0	C+	T5713LS		10.9888811  -   13.0690514	10.9888811	-2.0942041196321317	18.0	5958.64
5995.28							L3760					5995.28
6046.23	6046.233	0.00576	3.0	1050000.0	C+	T5713LS	L3760	10.9887923  -   13.0388270	10.9887923	-1.7624562618571256	18.0	6046.23
6046.44	6046.438	0.00576	5.0	1750000.0	C+	T5713LS	L3760	10.9888616  -   13.0388270	10.9888616	-1.5406075122407692	18.0	6046.44
6046.49	6046.495	0.00576	1.0	350000.0	C+	T5713LS	L3760	10.9888811  -   13.0388270	10.9888811	-2.2395775165767877	18.0	6046.49
6106.27			7.0				L3760	14.0467669  -   16.0766475	14.0467669			6106.27
	6140.582	7.62e-06	5.0	962.0	C	T5803		10.7404756  -   12.7590123	10.7404756	-4.419075024324381	25.0	6140.582
