wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
	25037.4	0.00011	5.0	1200.0	D	T5520LS		10.42745839   -   10.922519	10.42745839	-3.2596373105057563	50.0	25037.4
	25062.88	8e-06	5.0	130.0	D	T5520LS		10.42745839   -   10.922016	10.42745839	-4.3979400086720375	50.0	25062.88
	25119.12	0.0006	3.0	3600.0	D	T5520LS		10.42906912   -   10.922519	10.42906912	-2.744727494896694	50.0	25119.12
	25144.77	0.00019	3.0	2000.0	D	T5520LS		10.42906912   -   10.922016	10.42906912	-3.2441251443275085	50.0	25144.77
	25177.14	0.0007	1.0	2600.0	D	T5520LS		10.42970278   -   10.922016	10.42970278	-3.154901959985743	50.0	25177.14
	25256.4298	0.018	3.0	560000.0	C	T6070		9.70715841   -   10.19792602	9.70715841	-1.2676062401770316	25.0	25256.4298
25558.518	25558.5187	0.23	3.0	7000000.0	B	T5520,T6070	L12175c183	9.71295903   -   10.19792602	9.71295903	-0.16115090926274464	10.0	25558.518
25624.454	25624.4503	0.07	1.0	240000.0	C+	T6070n	L12175c183	8.84658790   -    9.33030708	8.8465879	-1.154901959985743	18.0	25624.454
25691.75	25691.7812	0.023	3.0	710000.0	C+	T6070n	L9405c188	8.848124381  -    9.33057587	8.848124381	-1.1611509092627446	18.0	25691.75
25697.54	25697.5655	0.028	3.0	170000.0	C+	T6070n	L12175c183	8.848124381  -    9.330467271	8.848124381	-1.0757207139381184	18.0	25697.54
25706.085	25706.1027	0.018	3.0	180000.0	C+	T6070n	L12175c183	8.848124381  -    9.33030708	8.848124381	-1.2676062401770316	18.0	25706.085
25833.534	25833.5207	0.052	5.0	520000.0	C+	T6070n	L12175c183	8.850662829  -    9.330467271	8.850662829	-0.585026652029182	18.0	25833.534
25842.135	25842.1486	0.017	5.0	280000.0	C+	T6070n	L12175c183	8.850662829  -    9.33030708	8.850662829	-1.0705810742857071	18.0	25842.135
25964.95	25964.94	0.16	7.0	1200000.0	D+	T9787	L12175c183	10.404712177  -   10.8820881	10.404712177	0.04921802267018165	40.0	25964.95
