wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
	900.724	0.0308	7.0	354000000.0	D	T6385n		11.43596  -   25.200902	11.43596	-0.6663512434852988	50.0	900.724
	900.83	0.00818	5.0	67200000.0	D	T6385n		11.43758  -   25.200902	11.43758	-1.3882766919926581	50.0	900.83
	900.843	0.000945	3.0	4660000.0	D	T6385n		11.43777  -   25.200902	11.43777	-2.547446936771075	50.0	900.843
	901.398	0.0224	5.0	307000000.0	D	T6385n		11.43758  -   25.192229	11.43758	-0.9507819773298184	50.0	901.398
	901.411	0.013	3.0	107000000.0	D	T6385n		11.43777  -   25.192229	11.43777	-1.408935392973501	50.0	901.411
	901.626	0.0174	3.0	429000000.0	D	T6385n		11.43777  -   25.188937	11.43777	-1.282329496997738	50.0	901.626
	903.962	0.00165	7.0	13500000.0	D	T6385		11.43596  -   25.151603	11.43596	-1.9374180157718368	50.0	903.962
	904.069	0.000283	5.0	1650000.0	D	T6385		11.43758  -   25.151603	11.43758	-2.849243560139691	50.0	904.069
	904.748	0.000857	7.0	9780000.0	D	T6385		11.43596  -   25.139688	11.43596	-2.221921138062545	50.0	904.748
	904.855	0.000813	5.0	6620000.0	D	T6385		11.43758  -   25.139688	11.43758	-2.390939450069913	50.0	904.855
	904.867	0.000358	3.0	1750000.0	D	T6385		11.43777  -   25.139688	11.43777	-2.9689957186364633	50.0	904.867
	905.274	0.000745	5.0	10100000.0	D	T6385		11.43758  -   25.133348	11.43758	-2.4288737229156885	50.0	905.274
	905.286	0.00086	3.0	7000000.0	D	T6385		11.43777  -   25.133348	11.43777	-2.58838029403677	50.0	905.286
	909.762	4.74e-05	3.0	382000.0	D	T6385		11.43777  -   25.065964	11.43777	-3.8471004036062526	50.0	909.762
915.612	915.612	0.159	1.0	423000000.0	A	T7333	L3513	0.00000  -   13.54113	0.0	-0.7986028756795485	3.0	915.612
915.962	915.962	0.0534	3.0	1270000000.0	A	T7333	L3513	0.00604  -   13.54199	0.00604	-0.7953374882517811	3.0	915.962
916.012	916.012	0.0658	3.0	314000000.0	A	T7333	L3513	0.00604  -   13.54126	0.00604	-0.7046528516663821	3.0	916.012
	916.02	0.0404	3.0	321000000.0	A	T7333		0.00604  -   13.54113	0.00604	-0.9164973801697326	3.0	916.02
916.701	916.701	0.12	5.0	955000000.0	A	T7333	L3513	0.01622  -   13.54126	0.01622	-0.2218487496163564	3.0	916.701
	916.71	0.0399	5.0	527000000.0	A	T7333		0.01622  -   13.54113	0.01622	-0.700057099977233	3.0	916.71
	974.554	0.0105	3.0	44100000.0	C	T6385n		13.54113  -   26.263284	13.54113	-1.5016894462103996	25.0	974.554
	974.563	0.0189	5.0	133000000.0	C	T6385n		13.54126  -   26.263284	13.54126	-1.024568191490737	25.0	974.563
	975.012	0.00641	3.0	45000000.0	C	T6385n		13.54113  -   26.257305	13.54113	-1.7160207157615202	25.0	975.012
	975.021	0.00622	5.0	72700000.0	C	T6385n		13.54126  -   26.257305	13.54126	-1.5072396109731625	25.0	975.021
	975.078	0.0253	1.0	59200000.0	C	T6385n		13.54199  -   26.257305	13.54199	-1.596879478824182	25.0	975.078
	975.298	0.00841	3.0	177000000.0	C	T6385n		13.54113  -   26.253573	13.54113	-1.5980827494824252	25.0	975.298
	1060.209	0.00644	3.0	38200000.0	C	T6385		13.54113  -   25.235454	13.54113	-1.7139928779205253	25.0	1060.209
	1060.22	0.00399	5.0	39500000.0	C	T6385		13.54126  -   25.235454	13.54126	-1.700057099977233	25.0	1060.22
	1060.286	0.00794	1.0	15700000.0	C	T6385		13.54199  -   25.235454	13.54199	-2.1001794975729036	25.0	1060.286
	1063.35	0.00345	3.0	12200000.0	D+	T6385n		13.54113  -   25.200902	13.54113	-1.9850596502070634	40.0	1063.35
	1063.362	0.00549	5.0	32400000.0	D+	T6385n		13.54126  -   25.200902	13.54126	-1.5614576512138894	40.0	1063.362
	1064.142	0.000957	3.0	5640000.0	D+	T6385n		13.54113  -   25.192229	13.54113	-2.5419668075034942	40.0	1064.142
	1064.153	0.00279	5.0	27400000.0	D+	T6385n		13.54126  -   25.192229	13.54126	-1.8554257923903836	40.0	1064.153
	1064.22	0.00596	1.0	11700000.0	D+	T6385n		13.54199  -   25.192229	13.54199	-2.2247537402597635	40.0	1064.22
	1064.443	0.00249	3.0	44000000.0	D+	T6385n		13.54113  -   25.188937	13.54113	-2.126679398184601	40.0	1064.443
	1064.947	3.9e-07	5.0	2300.0	C	T7333		1.89897  -   13.54126	1.89897	-5.709965388637482	25.0	1064.947
	1064.958	5.26e-07	5.0	5160.0	C	T7333		1.89897  -   13.54113	1.89897	-5.580044251510242	25.0	1064.958
	1067.877	0.00179	5.0	7460000.0	C	T6385		13.54126  -   25.151603	13.54126	-2.048176964684088	25.0	1067.877
	1068.962	0.00122	3.0	4280000.0	C	T6385		13.54113  -   25.139688	13.54113	-2.4365189146055894	25.0	1068.962
	1068.974	0.000579	5.0	3380000.0	C	T6385		13.54126  -   25.139688	13.54126	-2.5383514319365448	25.0	1068.974
	1069.547	0.000633	3.0	3690000.0	C	T6385		13.54113  -   25.133348	13.54113	-2.7214750352629826	25.0	1069.547
	1069.559	6.72e-05	5.0	653000.0	D+	T6385		13.54126  -   25.133348	13.54126	-3.473660722610156	40.0	1069.559
	1069.626	0.00162	1.0	3140000.0	C	T6385		13.54199  -   25.133348	13.54199	-2.7904849854573692	25.0	1069.626
1083.99	1083.99	0.111	1.0	210000000.0	A	T7333	L3513	0.00000  -   11.43777	0.0	-0.9546770212133425	3.0	1083.99
	1084.562	0.0272	3.0	154000000.0	A	T7333		0.00604  -   11.43777	0.00604	-1.088309841246139	3.0	1084.562
