wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
3000.4509	3000.45121	0.00892	9.0	5410000.0	B+	T5720	L11631	1.48486439  -   5.61584517	1.48486439	-1.095392636184552	7.0	3000.4509
3000.577	3000.5766		9.0				L11631c80	3.21118938  -   7.3419976	3.21118938			3000.577
3000.9476	3000.9476	0.052	5.0	64200000.0	A	T3547	L11631	0.08728574  -   4.21758325	0.08728574	-0.585026652029182	3.0	3000.9476
3001.658	3001.65594		5.0				L11631c80	3.01725044  -   7.14657331	3.01725044			3001.658
3001.787	3001.786		5.0				L11631c81	2.60850194  -   6.73764589	2.60850194			3001.787
3001.827	3001.8335		1.0				L11631c80	3.11096179  -   7.24004041	3.11096179			3001.827
3001.924	3001.92644		7.0				L11631c80	3.01762252  -   7.14657331	3.01762252			3001.924
3003.0305	3003.0305	0.00724	7.0	7500000.0	C	T5720	L11631	0.95815732  -   5.08559017	0.95815732	-1.2951633937885962	25.0	3003.0305
3003.251	3003.2517		3.0				L11631c80	3.28302483  -   7.4101537	3.28302483			3003.251
3003.338	3003.3408		11.0				L11631c80	2.94879294  -   7.0757994	2.94879294			3003.338
3003.686	3003.6856		9.0				L11631c81	3.21118938  -   7.3377221	3.21118938			3003.686
3004.1134	3004.1133	0.00377	11.0	2790000.0	B	T5720	L11631	2.43269470  -   6.5586399	2.4326947	-1.382265964635982	10.0	3004.1134
3004.6267	3004.62829		7.0				L11631	1.55735733  -   5.68259542	1.55735733			3004.6267
3005.006	3005.01404		11.0				L11631c80	2.83252676  -   6.95723530	2.83252676			3005.006
3005.3025	3005.3026	0.00459	13.0	2940000.0	C	T5720	L11631	2.40407444  -   6.5283870	2.40407444	-1.224243962155902	25.0	3005.3025
3005.726	3005.72286		7.0				L11631c81	2.58810592  -   6.71184181	2.58810592			3005.726
3005.966	3005.97303		7.0				L11631c80	2.99804479  -   7.12143749	2.99804479			3005.966
3006.539	3006.538		5.0				L11631c80	3.26570610  -   7.388324	3.2657061			3006.539
3006.596	3006.5968		7.0				L11631c80	3.24096914  -   7.3635064	3.24096914			3006.596
3006.608	3006.60489		9.0				L11631c81	2.55917148  -   6.68169765	2.55917148			3006.608
3007.145	3007.1452	0.00774	9.0	7340000.0	B+	T5720	L11631	1.48486439  -   5.60664989	1.48486439	-1.1570165298777826	7.0	3007.145
3007.2822	3007.28234	0.00371	5.0	2730000.0	A	T3547	L11631	0.08728574  -   4.20888328	0.08728574	-1.7316560860489354	3.0	3007.2822
3007.471	3007.46655		5.0				L11631c80	2.27860466  -   6.39994976	2.27860466			3007.471
3008.138	3008.13796	0.0485	3.0	107000000.0	A	T3547	L11631	0.11011433  -   4.23053960	0.11011433	-0.8371370066780739	3.0	3008.138
3008.483	3008.4813		5.0				L11631c80	3.26570610  -   7.3856611	3.2657061			3008.483
3008.495	3008.49392		5.0				L11631c81	3.01725044  -   7.13718820	3.01725044			3008.495
3008.677	3008.6837		3.0				L11631c80	3.07133880  -   7.1910167	3.0713388			3008.677
3008.789	3008.79744		7.0				L11631c80	2.86539125  -   6.98491341	2.86539125			3008.789
3009.0929	3009.09315	0.00892	13.0	7770000.0	B+	T5720	L11631	2.40407444  -   6.52319179	2.40407444	-0.9356917933170401	7.0	3009.0929
3009.5691	3009.56911	0.0194	9.0	14300000.0	C+	T5720	L11631	0.91460217  -   5.03306811	0.91460217	-0.757955760630449	18.0	3009.5691
3009.681	3009.6803		1.0				L11631c80	3.29183986  -   7.4101537	3.29183986			3009.681
3010.168	3010.17303		9.0				L11631c80	2.55917148  -   6.67681119	2.55917148			3010.168
3011.271	3011.2707		5.0				L11631c80	3.26570610  -   7.3818449	3.2657061			3011.271
3011.474	3011.4664		9.0				L11631c80	2.55917148  -   6.67504280	2.55917148			3011.474
3011.4808	3011.4811	0.0663	7.0	37900000.0	B+	T5720	L11631	2.75857762  -   6.8744289	2.75857762	-0.3333884315809701	7.0	3011.4808
3011.8847	3011.8852		1.0				L11631	2.48437256  -   6.59967157	2.48437256			3011.8847
3012.4412	3012.44159		11.0				L11631	2.43269470  -   6.54723369	2.4326947			3012.4412
3012.933	3012.9307		5.0				L11631c80	3.26570610  -   7.3795772	3.2657061			3012.933
3012.933	3012.94014		7.0				L11631c80	2.99804479  -   7.11190298	2.99804479			3012.933
3013.489	3013.491		5.0				L11631c80	3.26570610  -   7.378812	3.2657061			3013.489
3014.099	3014.1049		11.0				L11631c80	2.94879294  -   7.0610614	2.94879294			3014.099
3014.1732	3014.17327	0.00025	7.0	257000.0	B	T5720	L11631	0.95815732  -   5.07033256	0.95815732	-2.7569619513137056	10.0	3014.1732
3014.315	3014.31433		9.0				L11631c81	2.45343044  -   6.56541325	2.45343044			3014.315
3015.9188	3015.9186	0.007	11.0	6300000.0	D+	T2491n	L11631	2.43269470  -   6.5424903	2.4326947	-1.1135092748275182	40.0	3015.9188
3016.1845	3016.18458	0.00724	5.0	8850000.0	D+	T5720	L11631	0.99011115  -   5.09954435	0.99011115	-1.4412914294668344	40.0	3016.1845
3017.251	3017.25835		9.0				L11631c80	2.93984587  -   7.04781667	2.93984587			3017.251
3017.4173	3017.417		9.0				L11631	2.93984587  -   7.04760069	2.93984587			3017.4173
