wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
	902.5654	2.4e-05	4.0	130000.0	E	T10528		13.720784      -   27.457651	13.720784	-4.017728766960432	100.0	902.5654
903.616	903.6232	0.166	2.0	678000000.0	A	T7194	L22145,L21249,L3492,L477,L8445	0.0000000000  -   13.720784	0.0	-0.4788619162959637	3.0	903.616
903.958	903.9615	0.331	2.0	2700000000.0	A	T7194	L22145,L21249,L3492,L477,L8445	0.0000000000  -   13.715650	0.0	-0.17914201056030005	3.0	903.958
904.139	904.1412	0.415	4.0	3390000000.0	A	T7194	L22145,L21249,L3492,L477,L8445	0.007859989   -   13.720784	0.007859989	0.22010808804005508	3.0	904.139
904.477	904.4798	0.0836	4.0	1360000000.0	A	T7194	L22145,L21249,L3492,L477,L8445	0.007859989   -   13.715650	0.007859989	-0.47573373123302126	3.0	904.477
	909.2786	0.0307	2.0	124000000.0	B	T5109LS		13.715650      -   27.351096	13.71565	-1.2118316288588322	10.0	909.2786
	909.5138	0.0277	4.0	149000000.0	B	T5109LS		13.720784      -   27.352706	13.720784	-0.9554602396075891	10.0	909.5138
	909.6211	0.00309	4.0	24900000.0	B	T5109LS		13.720784      -   27.351096	13.720784	-1.9079815292472029	10.0	909.6211
	913.6917	0.0013	6.0	8000000.0	E	T10276		9.2901455     -   22.859734	9.2901455	-2.1079053973095196	100.0	913.6917
	913.692	6e-05	6.0	500000.0	E	T10276		9.2901455     -   22.859729	9.2901455	-3.4436974992327127	100.0	913.692
	913.7131	0.0013	4.0	7000000.0	E	T10276		9.290459      -   22.859729	9.290459	-2.283996656365201	100.0	913.7131
	925.3857	0.0008	6.0	10000000.0	E	T10528		9.2901455     -   22.688255	9.2901455	-2.318758762624413	100.0	925.3857
	925.4074	0.00014	4.0	1100000.0	E	T10528		9.290459      -   22.688255	9.290459	-3.2518119729937998	100.0	925.4074
	925.4092	0.0007	4.0	11000000.0	E	T10528		9.290459      -   22.688229	9.290459	-2.5528419686577806	100.0	925.4092
945.983	945.9761	0.19	2.0	1400000000.0	C	T10528	L22145,L3492,L8445	11.963687      -   25.070170	11.963687	-0.42021640338318983	25.0	945.983
946.204	946.1972	0.37	2.0	1400000000.0	C	T10528	L22145,L3492,L8445	11.963687      -   25.067108	11.963687	-0.13076828026902382	25.0	946.204
