wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
3025.218	3025.232		8.0				L10621	28.8832609   -     32.980404	28.8832609			3025.218
3025.705	3025.704		8.0				L10621	28.8832609   -     32.979766	28.8832609			3025.705
3026.383	3026.38		8.0				L10621	28.8832609   -     32.978851	28.8832609			3026.383
3026.383	3026.385		8.0				L10621	28.8832609   -     32.978843	28.8832609			3026.383
3027.577	3027.559		4.0				L10621	28.8568239   -     32.950819	28.8568239			3027.577
3027.577	3027.587		6.0				L10621	28.8570199   -     32.950977	28.8570199			3027.577
3027.976	3027.971		6.0				L10621	28.8570199   -     32.950457	28.8570199			3027.976
	3028.545		8.0				L11267	28.8577953   -     32.950457	28.8577953			3028.545
3028.736	3028.735		8.0				L10621	28.8577953   -     32.950201	28.8577953			3028.736
3031.929	3031.919		6.0				L10621	28.8570199   -     32.945128	28.8570199			3031.929
3031.929	3031.948		4.0				L10621	28.8568239   -     32.944893	28.8568239			3031.929
	3032.063		6.0				L11267	28.8630624   -     32.950977	28.8630624			3032.063
3032.084	3032.077		8.0				L10621	28.8832609   -     32.971156	28.8832609			3032.084
	3032.093		6.0				L11267	28.8570199   -     32.944893	28.8570199			3032.093
3032.458	3032.448		6.0				L10621	28.8630624   -     32.950457	28.8630624			3032.458
	3032.494		8.0				L11267	28.8577953   -     32.945128	28.8577953			3032.494
3036.402	3036.407		6.0				L10621	28.8630624   -     32.945128	28.8630624			3036.402
3039.461	3039.45		4.0				L10621	28.8568239   -     32.934803	28.8568239			3039.461
3039.461	3039.458		6.0				L10621	28.8570199   -     32.934988	28.8570199			3039.461
	3039.596		6.0				L11267	28.8570199   -     32.934803	28.8570199			3039.596
	3040.036		8.0				L11267	28.8577953   -     32.934988	28.8577953			3040.036
3043.991	3043.969		6.0				L10621	28.8630624   -     32.934988	28.8630624			3043.991
3046.693	3046.694		6.0				L10621	31.374055    -     35.442339?	31.374055			3046.693
3047.115	3047.119		8.0				L10621	28.8832609   -     32.950977	28.8832609			3047.115
3059.293	3059.284		8.0				L10621	28.8832609   -     32.934803	28.8832609			3059.293
3081.391	3081.389		4.0				L10621	26.358274    -     30.380752	26.358274			3081.391
3090.376	3090.386		2.0				L10621	28.955839    -     32.966607	28.955839			3090.376
3091.536	3091.533		4.0				L10621	28.941697    -     32.950977	28.941697			3091.536
3097.477	3097.471		2.0				L10621	26.379157    -     30.380752	26.379157			3097.477
3102.588	3102.599		2.0				L10621	28.955839    -     32.950819	28.955839			3102.588
3104.049	3104.056		4.0				L10621	28.941697    -     32.934803	28.941697			3104.049
3107.846	3107.846		4.0				L10621	31.466247    -     35.454483?	31.466247			3107.846
3113.611	3113.617	0.00685	4.0	3140000.0	C	T5723LS	L10621	25.6382319   -     29.619076	25.6382319	-1.562249437179612	25.0	3113.611
3122.521	3122.524	0.041	6.0	28000000.0	C	T5723LS	L10621	25.6495863   -     29.619076	25.6495863	-0.6090648928966209	25.0	3122.521
3123.921	3123.91	0.0227	2.0	7760000.0	C	T5723LS	L10621	25.6313478   -     29.599076	25.6313478	-1.342944147142896	25.0	3123.921
3129.334	3129.34	0.0726	4.0	49400000.0	C	T5723LS	L10621	25.6382319   -     29.599076	25.6382319	-0.5370033879719439	25.0	3129.334
3134.218	3134.213	0.113	2.0	76800000.0	C	T5723LS	L10621	25.6313478   -     29.586034	25.6313478	-0.645891560852599	25.0	3134.218
3134.72	3134.726	0.136	8.0	123000000.0	C	T5723LS	L10621	25.6650368   -     29.619076	25.6650368	0.03662889536216113	25.0	3134.72
3138.335	3138.337	0.0949	6.0	96400000.0	C	T5723LS	L10621	25.6495863   -     29.599076	25.6495863	-0.2445825371890637	25.0	3138.335
3139.68	3139.678	0.0565	4.0	76400000.0	C	T5723LS	L10621	25.6382319   -     29.586034	25.6382319	-0.645891560852599	25.0	3139.68
3147.827	3147.842		2.0				L10621	28.591928    -     32.529492	28.591928			3147.827
3155.906	3155.914		2.0				L10621	28.591928    -     32.519421	28.591928			3155.906
3167.571	3167.577		4.0				L10621	29.0622429   -     32.975276	29.0622429			3167.571
3168.634	3168.628		6.0				L10621	29.0686699   -     32.980404	29.0686699			3168.634
3169.865	3169.887		6.0				L10621	29.0686699   -     32.978851	29.0686699			3169.865
3169.865	3169.893		6.0				L10621	29.0686699   -     32.978843	29.0686699			3169.865
3187.369	3187.371		4.0				L10621	29.0622429   -     32.950977	29.0622429			3187.369
3192.358	3192.365		4.0				L10621	29.0622429   -     32.944893	29.0622429			3192.358
3193.061	3193.075		6.0				L10621	29.0686699   -     32.950457	29.0686699			3193.061
3197.646	3197.659		6.0				L10621	29.0686699   -     32.944893	29.0686699			3197.646
3200.688	3200.683		4.0				L10621	29.0622429   -     32.934803	29.0622429			3200.688
3215.877	3215.866		4.0				L10621	33.199026+x  -     37.053303+x	33.199026			3215.877
3216.618	3216.62		6.0				L10621	33.199928+x  -     37.053303+x	33.199928			3216.618
3217.915	3217.925		8.0				L10621	33.201492+x  -     37.053303+x	33.201492			3217.915
3270.855	3270.856	0.112	6.0	105000000.0	C	T5723LS	L10621	28.358142    -     32.147624	28.358142	-0.17263072694617473	25.0	3270.855
	3270.905	0.00802	6.0	5000000.0	C	T5723LS	L11267	28.358142    -     32.147566	28.358142	-1.317674381332193	25.0	3270.905
3273.437	3273.434	0.12	8.0	99900000.0	C	T5723LS	L10621	28.361069    -     32.147566	28.361069	-0.017728766960431602	25.0	3273.437
3275.622	3275.612		6.0				L10621	28.6837551   -     32.467735	28.6837551			3275.622
3277.566	3277.561	0.0488	4.0	20200000.0	B	T6632	L10621	25.8373471   -     29.619076	25.8373471	-0.7095201866693269	10.0	3277.566
	3281.9936	0.00375	2.0	1160000.0	C	T6172		25.2856211   -     29.0622429	25.2856211	-2.1249387366083	25.0	3281.9936
3285.016	3285.016		2.0				L10621	31.693188    -     35.466335?	31.693188			3285.016
3287.472	3287.471	0.0798	6.0	49200000.0	B	T6632	L10621	25.8487467   -     29.619076	25.8487467	-0.31984585826562695	10.0	3287.472
3289.981	3289.982		2.0				L10621	25.8316247   -     29.599076	25.8316247			3289.981
3294.992	3294.987	0.0163	4.0	10000000.0	B	T6632	L10621	25.8373471   -     29.599076	25.8373471	-1.1857524042680798	10.0	3294.992
3301.407	3301.411	0.0173	2.0	10600000.0	B	T6632	L10621	25.8316247   -     29.586034	25.8316247	-1.4609239012072235	10.0	3301.407
3305.005	3305.003	0.0316	6.0	28900000.0	B	T6632	L10621	25.8487467   -     29.599076	25.8487467	-0.7221616669979525	10.0	3305.005
3306.449	3306.451	0.0455	4.0	55500000.0	B	T6632	L10621	25.8373471   -     29.586034	25.8373471	-0.7399286120149252	10.0	3306.449
	3351.31		6.0				L11267	28.6837551   -     32.382266	28.6837551			3351.31
3360.105	3360.083		8.0				L10621	28.6934114   -     32.382266	28.6934114			3360.105
3360.279	3360.281		4.0				L10621	28.8307832   -     32.519421	28.8307832			3360.279
	3360.616		4.0				L11267	28.6770648   -     32.365335	28.6770648			3360.616
3366.706	3366.723		6.0				L10621	28.6837551   -     32.365335	28.6837551			3366.706
3370.279	3370.293		4.0				L10621	28.6770648   -     32.354745	28.6770648			3370.279
3371.683	3371.674		10.0				L10621	28.7060920   -     32.382266	28.706092			3371.683
3374.077	3374.066		4.0				L10621	30.811970    -     34.485538	30.81197			3374.077
3374.899	3374.892		4.0				L10621	28.8568239   -     32.529492	28.8568239			3374.899
3375.582	3375.577		8.0				L10621	28.6934114   -     32.365335	28.6934114			3375.582
3375.606	3375.603		4.0				L10621	28.6770648   -     32.348960	28.6770648			3375.606
3376.436	3376.435		6.0				L10621	28.6837551   -     32.354745	28.6837551			3376.436
3377.146	3377.146	0.228	2.0	133000000.0	C+	T6172,T6632	L10621	25.2856211   -     28.955839	25.2856211	-0.341035157335565	18.0	3377.146
3390.209	3390.209	0.452	2.0	131000000.0	C+	T6172,T6632	L10621	25.2856211   -     28.941697	25.2856211	-0.04383156952463668	18.0	3390.209
	3407.223	0.0127	6.0	10900000.0	C	T5723LS	L11267	28.509803    -     32.147624	28.509803	-1.1180450286603996	25.0	3407.223
3407.273	3407.276	0.178	6.0	102000000.0	C	T5723LS	L10621	28.509803    -     32.147566	28.509803	0.028571252692537637	25.0	3407.273
3409.71	3409.706	0.17	4.0	97700000.0	C	T5723LS	L10621	28.512453    -     32.147624	28.512453	-0.16749108729376366	25.0	3409.71
	3409.76	0.0189	4.0	7240000.0	C	T5723LS	L11267	28.512453    -     32.147566	28.512453	-1.1214782044987934	25.0	3409.76
3419.841	3419.849		2.0				L10621	31.366419    -     34.990808	31.366419			3419.841
3420.571	3420.57		4.0				L10621	31.367183    -     34.990808	31.367183			3420.571
3428.509	3428.509		6.0				L10621	28.8217045   -     32.436939	28.8217045			3428.509
3437.144	3437.141		4.0				L10621	28.8307832   -     32.436939	28.8307832			3437.144
	3438.556	0.000874	6.0	493000.0	D	T5723LS		28.8630624   -     32.467735	28.8630624	-2.2803373169819534	50.0	3438.556
	3445.023		2.0				L11267	28.8390335   -     32.436939	28.8390335			3445.023
3447.861	3447.855		4.0				L10621	26.2254001   -     29.820351	26.2254001			3447.861
3453.094	3453.1		6.0				L10621	28.8570199   -     32.446510	28.8570199			3453.094
3454.736	3454.731		4.0				L10621	28.941697    -     32.529492	28.941697			3454.736
3455.085	3455.0754		2.0				L10621	22.9662478   -     26.5536859	22.9662478			3455.085
3457.92	3457.933	0.013	8.0	9690000.0	D	T5723LS	L10621	28.8832609   -     32.467735	28.8832609	-0.9829666607012196	50.0	3457.92
3458.936	3458.923	0.0122	6.0	10200000.0	D	T5723LS	L10621	28.8630624   -     32.446510	28.8630624	-1.1354889189416082	50.0	3458.936
3459.988	3460.019		6.0				L10621	28.8217045   -     32.404017	28.8217045			3459.988
3468.421	3468.403		2.0				L10621	28.955839    -     32.529492	28.955839			3468.421
	3468.811		4.0				L11267	28.8307832   -     32.404017	28.8307832			3468.811
3470.281	3470.277	0.0985	4.0	109000000.0	B	T6632	L10621	26.2254001   -     29.797124	26.2254001	-0.40450377817442584	10.0	3470.281
3470.676	3470.672	0.104	6.0	86300000.0	B	T6632	L10621	26.2490334   -     29.820351	26.2490334	-0.20481541031757602	10.0	3470.676
	3470.7832	0.00124	2.0	343000.0	C	T6172		25.2856211   -     28.8568239	25.2856211	-2.6055483191737836	25.0	3470.7832
3471.402	3471.401		6.0				L10621	28.8217045   -     32.392272	28.8217045			3471.402
3474.926	3474.926	0.0013	2.0	719000.0	C	T6172	L10621	25.2856211   -     28.8525664	25.2856211	-2.5850266520291822	25.0	3474.926
3478.219	3478.205		2.0				L10621	28.955839    -     32.519421	28.955839			3478.219
	3480.25		4.0				L11267	28.8307832   -     32.392272	28.8307832			3480.25
	3481.156		6.0				L11267	28.8217045   -     32.382266	28.8217045			3481.156
	3485.932		4.0				L11267	28.8307832   -     32.386467	28.8307832			3485.932
3488.173	3488.1604	0.00065	2.0	356000.0	C	T6172	L10621	25.2856211   -     28.8390335	25.2856211	-2.886056647693163	25.0	3488.173
3488.258	3488.273	0.000248	6.0	204000.0	D	T5723LS	L10621	28.509803    -     32.063101	28.509803	-2.82739706879014	50.0	3488.258
	3488.332		2.0				L11267	28.8390335   -     32.392272	28.8390335			3488.332
	3490.876	4.13e-05	4.0	22600.0	E	T5723LS	L11267	28.512453    -     32.063101	28.512453	-3.781989957015637	100.0	3490.876
	3494.04		2.0				L11267	28.8390335   -     32.386467	28.8390335			3494.04
	3494.277		4.0				L11267	28.8568239   -     32.404017	28.8568239			3494.277
3494.49	3494.47		6.0				L10621	28.8570199   -     32.404017	28.8570199			3494.49
3495.235	3495.234		8.0				L10621	28.8577953   -     32.404017	28.8577953			3495.235
3496.276	3496.2783	0.00209	2.0	569000.0	C	T6172	L10621	25.2856211   -     28.8307832	25.2856211	-2.378823718224965	25.0	3496.276
3497.771	3497.79		6.0				L10621	28.8217045   -     32.365335	28.8217045			3497.771
3501.669	3501.668		2.0				L10621	28.8525664   -     32.392272	28.8525664			3501.669
3505.839	3505.885		4.0				L10621	28.8568239   -     32.392272	28.8568239			3505.839
	3506.08		6.0				L11267	28.8570199   -     32.392272	28.8570199			3506.08
	3506.774		4.0				L11267	28.8307832   -     32.365335	28.8307832			3506.774
3507.416	3507.421		2.0				L10621	28.8525664   -     32.386467	28.8525664			3507.416
	3508.274		6.0				L11267	28.8217045   -     32.354745	28.8217045			3508.274
3511.655	3511.651		4.0				L10621	28.8568239   -     32.386467	28.8568239			3511.655
3514.823	3514.821	0.000206	4.0	222000.0	D	T5723LS	L10621	28.512453    -     32.038913	28.512453	-3.0840727883028842	50.0	3514.823
	3515.242	0.000348	4.0	125000.0	D	T5723LS		28.941697    -     32.467735	28.941697	-2.8563607647254567	50.0	3515.242
3516.027	3516.031		6.0				L10621	28.8570199   -     32.382266	28.8570199			3516.027
3516.794	3516.805		8.0				L10621	28.8577953   -     32.382266	28.8577953			3516.794
3517.307	3517.312		4.0				L10621	28.8307832   -     32.354745	28.8307832			3517.307
	3523.096		4.0				L11267	28.8307832   -     32.348960	28.8307832			3523.096
	3525.567		2.0				L11267	28.8390335   -     32.354745	28.8390335			3525.567
	3531.378		2.0				L11267	28.8390335   -     32.348960	28.8390335			3531.378
	3532.803		4.0				L11267	28.8568239   -     32.365335	28.8568239			3532.803
3533.004	3533.0		6.0				L10621	28.8570199   -     32.365335	28.8570199			3533.004
	3533.781		8.0				L11267	28.8577953   -     32.365335	28.8577953			3533.781
	3536.531	3.85e-05	4.0	20500.0	E	T5723LS		28.941697    -     32.446510	28.941697	-3.812479279163537	100.0	3536.531
3539.2	3539.19		2.0				L10621	28.8525664   -     32.354745	28.8525664			3539.2
3543.499	3543.498		4.0				L10621	28.8568239   -     32.354745	28.8568239			3543.499
	3543.697		6.0				L11267	28.8570199   -     32.354745	28.8570199			3543.697
3545.044	3545.046		2.0				L10621	28.8525664   -     32.348960	28.8525664			3545.044
3546.212	3546.214		4.0				L10621	28.941697    -     32.436939	28.941697			3546.212
3549.091	3549.098		4.0				L10621	26.3047208   -     29.797124	26.3047208			3549.091
	3549.368		4.0				L11267	28.8568239   -     32.348960	28.8568239			3549.368
3550.857	3550.859	0.000382	2.0	101000.0	E	T5723LS	L10621	28.955839    -     32.446510	28.955839	-3.11690664142431	100.0	3550.857
	3562.128	1.08e-05	4.0	3770.0	E	T5723LS		30.749350    -     34.228977	30.74935	-4.364516253185088	100.0	3562.128
3566.568	3566.569		4.0				L10621	29.820351    -     33.295647	29.820351			3566.568
	3573.763	9.64e-05	4.0	50300.0	D	T5723LS		30.749350    -     34.217649	30.74935	-3.4138629747692066	50.0	3573.763
3574.838	3574.845		4.0				L10621	29.0622429   -     32.529492	29.0622429			3574.838
3581.487	3581.484		6.0				L10621	29.0686699   -     32.529492	29.0686699			3581.487
	3584.661	9.97e-05	6.0	51700.0	D	T5723LS		30.771222    -     34.228977	30.771222	-3.2231535913047007	50.0	3584.661
	3596.444	7.1e-06	6.0	5490.0	E	T5723LS		30.771222    -     34.217649	30.771222	-4.370590400897281	100.0	3596.444
3605.124	3605.127		6.0				L10621	29.619076    -     33.057203	29.619076			3605.124
3605.53	3605.525		4.0				L10621	28.512453    -     31.950200	28.512453			3605.53
	3627.41	0.0187	4.0	6310000.0	D	T5723LS		30.811970    -     34.228977	30.81197	-1.1260984021355387	50.0	3627.41
	3627.737	0.0207	2.0	5250000.0	D	T5723LS		30.800949    -     34.217649	30.800949	-1.3829996588791011	50.0	3627.737
	3639.477	0.00207	4.0	1040000.0	D	T5723LS		30.811970    -     34.217649	30.81197	-2.08196966321512	50.0	3639.477
	3639.676	0.000269	4.0	90200.0	E	T5723LS		29.0622429   -     32.467735	29.0622429	-2.96818772866963	100.0	3639.676
3646.56	3646.558	0.00251	6.0	1260000.0	D	T5723LS	L10621	29.0686699   -     32.467735	29.0686699	-1.8221750281353182	50.0	3646.56
3662.502	3662.504	0.00241	4.0	1200000.0	D	T5723LS	L10621	29.0622429   -     32.446510	29.0622429	-2.015922966097169	50.0	3662.502
3667.903	3667.907		4.0				L10621	28.941697    -     32.320978	28.941697			3667.903
3669.472	3669.472	0.000178	6.0	132000.0	E	T5723LS	L10621	29.0686699   -     32.446510	29.0686699	-2.9714287473074625	100.0	3669.472
	3678.975	2.31e-05	6.0	11400.0	E	T5723LS		28.358142    -     31.727258	28.358142	-3.858236769724212	100.0	3678.975
	3682.174	0.000348	8.0	228000.0	D	T5723LS		28.361069    -     31.727258	28.361069	-2.5553307690614755	50.0	3682.174
3683.326	3683.322		2.0				L10621	28.955839    -     32.320978	28.955839			3683.326
	3686.393	0.000325	6.0	239000.0	D	T5723LS		28.358142    -     31.720478	28.358142	-2.709965388637482	50.0	3686.393
3712.741	3712.7435	0.114	2.0	27500000.0	B	T6172,T6632	L10621	22.9662478   -     26.3047208	22.9662478	-0.6420651529995461	10.0	3712.741
	3713.96	0.000484	4.0	156000.0	E	T5723LS		30.749350    -     34.08673	30.74935	-2.713094647027625	100.0	3713.96
	3715.62	0.00437	4.0	2110000.0	D	T5723LS		30.749350    -     34.08524	30.74935	-1.7574585717016158	50.0	3715.62
	3726.032	3.87e-14	4.0	1.86e-05	C	T5047,T4644		0.000000    -      3.326567	0.0	-12.810229043653127	25.0	3726.032
3726.04	3726.032	3.31e-13	4.0	0.000159	C	T5047	L3452	0.000000    -      3.326567	0.0	-11.878112014896319	25.0	3726.04
3727.32	3727.3195	0.118	4.0	56400000.0	B	T6172,T6632	L10621	22.9793029   -     26.3047208	22.9793029	-0.32605800136591223	10.0	3727.32
	3728.359	0.000151	2.0	72200.0	C	T6172		25.6313478   -     28.955839	25.6313478	-3.5199930570428495	25.0	3728.359
3728.8	3728.815	8.95e-14	4.0	2.86e-05	C	T5047,T4644	L3452	0.000000    -      3.324085	0.0	-12.446116973356126	25.0	3728.8
	3728.815	6.19e-15	4.0	1.98e-06	C	T5047		0.000000    -      3.324085	0.0	-13.606249359651919	25.0	3728.815
3729.225	3729.221	0.102	2.0	24400000.0	C	T5723LS	L10621	28.823901    -     32.147624	28.823901	-0.6903698325741012	25.0	3729.225
	3735.722	0.0102	4.0	4860000.0	D	T5723LS	L11267	28.829685    -     32.147624	28.829685	-1.38933983691012	50.0	3735.722
3735.784	3735.786	0.0917	4.0	29200000.0	C	T5723LS	L10621	28.829685    -     32.147566	28.829685	-0.4355706730020165	25.0	3735.784
	3736.095	9.41e-05	4.0	89900.0	C	T6172		25.6382319   -     28.955839	25.6382319	-3.4243503852447805	25.0	3736.095
	3738.337	0.000467	6.0	167000.0	D	T5723LS	L11267	28.358142    -     31.673760	28.358142	-2.5525318690502443	50.0	3738.337
	3738.46	0.00451	6.0	2150000.0	D	T5723LS		30.771222    -     34.08673	30.771222	-1.5676722077383958	50.0	3738.46
3739.762	3739.761	0.0935	4.0	29700000.0	B	T6632	L10621	26.3047208   -     29.619076	26.3047208	-0.42712839779951983	10.0	3739.762
	3739.99	0.00254	4.0	806000.0	D	T5723LS		30.749350    -     34.06351	30.74935	-1.9931062920520994	50.0	3739.99
	3740.14	0.000322	6.0	230000.0	E	T5723LS		30.771222    -     34.08524	30.771222	-2.7139928779205253	100.0	3740.14
3741.639	3741.64	0.00945	8.0	4500000.0	D	T5723LS	L10621	28.361069    -     31.673760	28.361069	-1.1214782044987934	50.0	3741.639
	3744.286	0.000284	2.0	67600.0	C	T6172		25.6313478   -     28.941697	25.6313478	-3.245651664288981	25.0	3744.286
3748.88	3748.865		2.0				L10621	25.2856211   -     28.591928	25.2856211			3748.88
3749.486	3749.4841	0.126	6.0	89700000.0	B	T6172,T6632	L10621	22.9989602   -     26.3047208	22.9989602	-0.12147820449879346	10.0	3749.486
	3752.089	9.8e-05	4.0	46400.0	C	T6172		25.6382319   -     28.941697	25.6382319	-3.406713932979543	25.0	3752.089
	3759.06	0.00241	6.0	851000.0	D	T5723LS		30.771222    -     34.06856	30.771222	-1.839831707041488	50.0	3759.06
3761.4	3761.403	0.00927	6.0	4370000.0	D	T5723LS	L10621	28.358142    -     31.653427	28.358142	-1.2547690154718594	50.0	3761.4
3762.465	3762.465	0.0658	4.0	31000000.0	B	T6632	L10621	26.3047208   -     29.599076	26.3047208	-0.5797141150580821	10.0	3762.465
	3764.748	0.000348	8.0	218000.0	D	T5723LS	L11267	28.361069    -     31.653427	28.361069	-2.5553307690614755	50.0	3764.748
	3764.83	0.00012	6.0	56400.0	E	T5723LS		30.771222    -     34.06351	30.771222	-3.1426675035687315	100.0	3764.83
	3765.031	5.5e-05	6.0	38800.0	C	T6172		25.6495863   -     28.941697	25.6495863	-3.4814860601221125	25.0	3765.031
	3774.0	0.0209	2.0	4900000.0	D	T5723LS		30.800949    -     34.08524	30.800949	-1.3788237182249647	50.0	3774.0
3777.421	3777.42	0.0241	4.0	22500000.0	B	T6632	L10621	26.3047208   -     29.586034	26.3047208	-1.0159229660971691	10.0	3777.421
	3784.98	0.0188	4.0	5830000.0	D	T5723LS		30.811970    -     34.08673	30.81197	-1.1237821594083577	50.0	3784.98
	3786.7	0.00209	4.0	970000.0	D	T5723LS		30.811970    -     34.08524	30.81197	-2.0777937225609837	50.0	3786.7
3794.361	3794.359	0.0296	2.0	6860000.0	C	T5723LS	L10621	26.5536859   -     29.820351	26.5536859	-1.2276782932770802	25.0	3794.361
3802.032	3802.025		2.0				L10621	29.797124    -     33.057203	29.797124			3802.032
3802.985	3802.984	0.074	4.0	34100000.0	C	T5723LS	L10621	26.5610940   -     29.820351	26.561094	-0.5287082889410615	25.0	3802.985
3813.706	3813.7301	8.16e-05	6.0	37400.0	C	T6172	L10621	22.9989602   -     26.2490334	22.9989602	-3.3101585908624953	25.0	3813.706
3821.538	3821.532	0.0589	2.0	26900000.0	C	T5723LS	L10621	26.5536859   -     29.797124	26.5536859	-0.9288547095489171	25.0	3821.538
3830.29	3830.281	0.0146	4.0	13300000.0	C	T5723LS	L10621	26.5610940   -     29.797124	26.561094	-1.2335871528876006	25.0	3830.29
3833.074	3833.0706	0.003	6.0	1020000.0	C	T6172	L10621	25.6495863   -     28.8832609	25.6495863	-1.744727494896694	25.0	3833.074
3835.855	3835.8605	8.11e-05	4.0	24500.0	C	T6172	L10621	25.8373471   -     29.0686699	25.8373471	-3.4889191544608815	25.0	3835.855
	3836.6972	7.24e-05	2.0	16400.0	C	T6172		25.8316247   -     29.0622429	25.8316247	-3.839231438138872	25.0	3836.6972
3842.815	3842.8138	0.036	2.0	8130000.0	C	T6172,T6632	L10621	25.6313478   -     28.8568239	25.6313478	-1.1426675035687315	25.0	3842.815
3843.587	3843.5832	0.0118	4.0	3550000.0	C	T6172	L10621	25.6382319   -     28.8630624	25.6382319	-1.3260580013659122	25.0	3843.587
3847.892	3847.893	0.0415	2.0	18700000.0	B+	T6172,T6632	L10621	25.6313478   -     28.8525664	25.6313478	-1.080921907623926	7.0	3847.892
3850.797	3850.7987	0.0113	4.0	3400000.0	C	T6172,T6632	L10621	25.6382319   -     28.8570199	25.6382319	-1.344861565188618	25.0	3850.797
3851.032	3851.0332	0.0338	4.0	15200000.0	B+	T6172,T6632	L10621	25.6382319   -     28.8568239	25.6382319	-0.8690233083943829	7.0	3851.032
3851.471	3851.4735	0.00605	8.0	2720000.0	C	T6172	L10621	25.6650368   -     28.8832609	25.6650368	-1.3151546383555874	25.0	3851.471
3852.383	3852.395	0.00663	6.0	2980000.0	D	T5723LS	L10621	28.509803    -     31.727258	28.509803	-1.4003352212115834	50.0	3852.383
	3855.57	0.000709	4.0	212000.0	D	T5723LS	L11267	28.512453    -     31.727258	28.512453	-2.547293773488971	50.0	3855.57
3856.134	3856.1342	0.0273	4.0	24500000.0	C+	T6172,T6632	L10621	25.6382319   -     28.8525664	25.6382319	-0.9617773616312816	18.0	3856.134
3857.166	3857.1642	0.0147	6.0	6590000.0	C	T6172	L10621	25.6495863   -     28.8630624	25.6495863	-1.0545314148681804	25.0	3857.166
	3860.53	0.000472	6.0	317000.0	D	T5723LS	L11267	28.509803    -     31.720478	28.509803	-2.5479067509822686	50.0	3860.53
3863.502	3863.4969	0.0179	6.0	5990000.0	B+	T6172,T6632	L10621	25.6495863   -     28.8577953	25.6495863	-0.9689957186364632	7.0	3863.502
	3863.718	0.00638	4.0	2850000.0	D	T5723LS	L11267	28.512453    -     31.720478	28.512453	-1.5931193299508752	50.0	3863.718
3864.125	3864.1272	0.0204	2.0	9120000.0	C	T6172	L10621	25.6313478   -     28.8390335	25.6313478	-1.38933983691012	25.0	3864.125
3864.426	3864.4309	0.0461	6.0	20600000.0	B+	T6172,T6632	L10621	25.6495863   -     28.8570199	25.6495863	-0.5581478242267082	7.0	3864.426
3864.667	3864.6671	0.0285	6.0	19100000.0	C+	T6172,T6632	L10621	25.6495863   -     28.8568239	25.6495863	-0.7670038896078462	18.0	3864.667
3872.439	3872.4382	0.000544	4.0	484000.0	C	T6172	L10621	25.6382319   -     28.8390335	25.6382319	-2.6623411089738576	25.0	3872.439
3874.092	3874.0918	0.0147	2.0	3260000.0	C	T6172	L10621	25.6313478   -     28.8307832	25.6313478	-1.5316526695878427	25.0	3874.092
