wavelength_obs_A	wavelength_ritz_A	fik	gi	aki_s-1	nist_grade	ref_transition_probability	ref_line	ei_ek_raw	ei_eV	log_gf	nist_acc_pct	wavelength_A
909.7	909.9745		6.0				L7084	20.579946   -    34.204965	20.579946			909.7
909.7	909.9745		6.0				L7084	20.579946   -    34.204965	20.579946			909.7
909.7	910.0411		4.0				L7084	20.580943   -    34.204965	20.580943			909.7
1074.962	1074.9607		6.0				L10549	3.324085   -    14.857920	3.324085			1074.962
1083.139	1083.1341	0.00299	6.0	25500000.0	B	T6172n	L10549	14.857920   -    26.3047208	14.85792	-1.7461775612919266	10.0	1083.139
1085.056	1085.0524	0.00321	4.0	18200000.0	B	T6172n	L10549	14.878157   -    26.3047208	14.878157	-1.8914349762671656	10.0	1085.056
1086.022	1086.0237	0.00334	2.0	9440000.0	C+	T6172n	L10549	14.888377   -    26.3047208	14.888377	-2.175223537524454	18.0	1086.022
1128.081	1128.0699	0.00633	6.0	33200000.0	B	T6172n	L10549	14.857920   -    25.8487467	14.85792	-1.4204450395990014	10.0	1128.081
1129.251	1129.2411	0.00282	6.0	22100000.0	B	T6172n	L10549	14.857920   -    25.8373471	14.85792	-1.7715996412969952	10.0	1129.251
1130.147	1130.1507	0.00382	4.0	13300000.0	B	T6172n	L10549	14.878157   -    25.8487467	14.878157	-1.8158766457603288	10.0	1130.147
1131.325	1131.3263	0.00116	4.0	6050000.0	B	T6172n	L10549	14.878157   -    25.8373471	14.878157	-2.3334820194451193	10.0	1131.325
1131.914	1131.9173	0.00374	4.0	38900000.0	B	T6172n	L10549	14.878157   -    25.8316247	14.878157	-1.8250684064715574	10.0	1131.914
1132.389	1132.3823	0.007	2.0	18200000.0	B	T6172n	L10549	14.888377   -    25.8373471	14.888377	-1.853871964321762	10.0	1132.389
1132.975	1132.9744	0.00143	2.0	7450000.0	B	T6172n	L10549	14.888377   -    25.8316247	14.888377	-2.543633966870957	10.0	1132.975
1142.601	1142.602		6.0				L10549	22.9989602  -    33.85000	22.9989602			1142.601
1142.947	1142.947		2.0				L10549	22.9662478  -    33.81401	22.9662478			1142.947
1143.258	1143.259		6.0				L10549	22.9989602  -    33.84377	22.9989602			1143.258
1143.548	1143.548		4.0				L10549	22.9793029  -    33.82136	22.9793029			1143.548
1147.246	1147.2459	0.00152	6.0	5780000.0	C+	T6172n	L10549	14.857920   -    25.6650368	14.85792	-2.040005161671584	18.0	1147.246
1148.895	1148.8884	0.000241	6.0	1220000.0	C+	T6172n	L10549	14.857920   -    25.6495863	14.85792	-2.839831707041488	18.0	1148.895
	1149.3602	0.000926	6.0	7010000.0	D	T5723LS		20.579946   -    31.367183	20.579946	-2.255237762934422	50.0	1149.3602
	1149.4664	0.000154	4.0	778000.0	E	T5723LS		20.580943   -    31.367183	20.580943	-3.2104192878355744	100.0	1149.4664
	1149.5478	0.000771	4.0	7780000.0	D	T5723LS		20.580943   -    31.366419	20.580943	-2.5108856306210807	50.0	1149.5478
	1150.0985	2.01e-05	6.0	152000.0	D	T6172n	L11267	14.857920   -    25.6382319	14.85792	-3.9186526921958675	50.0	1150.0985
	1151.0469	0.00137	4.0	4610000.0	C	T6172n	L11267	14.878157   -    25.6495863	14.878157	-2.261219441515631	25.0	1151.0469
	1152.2615	0.000553	4.0	2780000.0	C+	T6172n	L11267	14.878157   -    25.6382319	14.878157	-2.655214877367339	18.0	1152.2615
	1152.9992	7.24e-05	4.0	727000.0	C+	T6172n	L11267	14.878157   -    25.6313478	14.878157	-3.538201442474891	18.0	1152.9992
1153.368	1153.357	0.00115	2.0	2890000.0	C	T6172n	L10549	14.888377   -    25.6382319	14.888377	-2.638272163982407	25.0	1153.368
1154.102	1154.096	0.00101	2.0	5050000.0	C	T6172n	L10549	14.888377   -    25.6313478	14.888377	-2.694648630553376	25.0	1154.102
1200.72	1200.72		6.0				L10549	22.9989602  -    33.32478?	22.9989602			1200.72
1201.485	1201.485		2.0				L10549	22.9662478  -    33.28549	22.9662478			1201.485
1201.822	1201.8231		4.0				L10549	22.9793029  -    33.295647	22.9793029			1201.822
1202.025	1202.025		6.0				L10549	22.9989602  -    33.31357	22.9989602			1202.025
1203.004	1203.007		4.0				L10549	22.9793029  -    33.28549	22.9793029			1203.004
	1204.1175		6.0				L11267	22.9989602  -    33.295647	22.9989602			1204.1175
	1205.306		6.0				L11267	22.9989602  -    33.28549	22.9989602			1205.306
	1256.0471		4.0				L11267	5.017394   -    14.888377	5.017394			1256.0471
1256.074	1256.0785		2.0				L10549	5.017641   -    14.888377	5.017641			1256.074
1257.345	1257.3489		4.0				L10549	5.017394   -    14.878157	5.017394			1257.345
	1257.3804		2.0				L11267	5.017641   -    14.878157	5.017641			1257.3804
1258.156	1258.158		2.0				L10549	23.4191946  -    33.27361	23.4191946			1258.156
1259.931	1259.9346		4.0				L10549	5.017394   -    14.857920	5.017394			1259.931
1261.016	1261.014		4.0				L10549	23.4415082  -    33.27361	23.4415082			1261.016
	1272.2283		2.0				L11267	23.4191946  -    33.164631	23.4191946			1272.2283
	1272.7223		2.0				L11267	23.4191946  -    33.160848	23.4191946			1272.7223
1275.143	1275.1479		4.0				L10549	23.4415082  -    33.164631	23.4415082			1275.143
	1275.6442		4.0				L11267	23.4415082  -    33.160848	23.4415082			1275.6442
1286.409	1286.409		2.0				L10549	23.4191946  -    33.057203	23.4191946			1286.409
1289.127	1289.1238		4.0				L10549	23.4415082  -    33.059219	23.4415082			1289.127
1289.387	1289.3941		4.0				L10549	23.4415082  -    33.057203	23.4415082			1289.387
1315.338	1315.3393		2.0				L10549	22.9662478  -    32.392272	22.9662478			1315.338
1315.518	1315.5222		4.0				L10549	22.9793029  -    32.404017	22.9793029			1315.518
1316.15	1316.1499		2.0				L10549	22.9662478  -    32.386467	22.9662478			1316.15
1317.162	1317.1636		4.0				L10549	22.9793029  -    32.392272	22.9793029			1317.162
	1317.9764		4.0				L11267	22.9793029  -    32.386467	22.9793029			1317.9764
1318.269	1318.2717		6.0				L10549	22.9989602  -    32.404017	22.9989602			1318.269
1319.918	1319.92		6.0				L10549	22.9989602  -    32.392272	22.9989602			1319.918
1320.567	1320.5968		2.0				L10549	22.9662478  -    32.354745	22.9662478			1320.567
1320.957	1320.9437		4.0				L10549	22.9793029  -    32.365335	22.9793029			1320.957
1321.317	1321.3275		6.0				L10549	22.9989602  -    32.382266	22.9989602			1321.317
	1321.4111		2.0				L11267	22.9662478  -    32.348960	22.9662478			1321.4111
1322.402	1322.4357		4.0				L10549	22.9793029  -    32.354745	22.9793029			1322.402
	1323.2522		4.0				L11267	22.9793029  -    32.348960	22.9793029			1323.2522
1323.731	1323.716		6.0				L10549	22.9989602  -    32.365335	22.9989602			1323.731
	1325.2143		6.0				L11267	22.9989602  -    32.354745	22.9989602			1325.2143
1373.437	1373.4338	0.00305	2.0	5400000.0	D	T5723LS	L10549	23.4191946  -    32.446510	23.4191946	-2.214670164989233	50.0	1373.437
1373.595	1373.5995	0.00275	4.0	6480000.0	C	T5723LS	L10549	23.4415082  -    32.467735	23.4415082	-1.958607314841775	25.0	1373.595
1376.826	1376.8371	0.000304	4.0	1070000.0	D	T5723LS	L10549	23.4415082  -    32.446510	23.4415082	-2.915066425063284	50.0	1376.826
1392.806	1392.8018		2.0				L10549	23.4191946  -    32.320978	23.4191946			1392.806
1396.304	1396.3018		4.0				L10549	23.4415082  -    32.320978	23.4415082			1396.304
1433.772	1433.7685	0.00314	2.0	5100000.0	D	T5723LS	L10549	22.9662478  -    31.613683	22.9662478	-2.202040356262804	50.0	1433.772
1435.943	1435.9363	0.00312	4.0	10100000.0	C	T5723LS	L10549	22.9793029  -    31.613683	22.9793029	-1.9037854146535949	25.0	1435.943
1439.233	1439.2128	0.00313	6.0	15100000.0	C	T5723LS	L10549	22.9989602  -    31.613683	22.9989602	-1.726304412069908	25.0	1439.233
1502.838	1502.886	0.0113	6.0	49900000.0	C+	T6172n	L10549	20.579946   -    28.829685	20.579946	-1.1687703061329366	18.0	1502.838
1503.045	1503.068	0.00187	4.0	5530000.0	C+	T6172n	L10549	20.580943   -    28.829685	20.580943	-2.1260984021355385	18.0	1503.045
1504.121	1504.123	0.00943	4.0	55600000.0	C+	T6172n	L10549	20.580943   -    28.823901	20.580943	-1.4234283159347092	18.0	1504.121
1559.946	1559.9444	0.00168	2.0	2300000.0	D	T5723LS	L10549	23.4191946  -    31.367183	23.4191946	-2.473660722610156	50.0	1559.946
1560.087	1560.0944	0.00336	2.0	9210000.0	C	T5723LS	L10549	23.4191946  -    31.366419	23.4191946	-2.1726307269461747	25.0	1560.087
	1562.989		6.0				L11267	20.579946   -    28.512453	20.579946			1562.989
1563.15	1563.185		4.0				L10549	20.580943   -    28.512453	20.580943			1563.15
1563.485	1563.511		6.0				L10549	20.579946   -    28.509803	20.579946			1563.485
	1563.708		4.0				L11267	20.580943   -    28.509803	20.580943			1563.708
1564.329	1564.3362	0.00418	4.0	11400000.0	C	T5723LS	L10549	23.4415082  -    31.367183	23.4415082	-1.7767637268970025	25.0	1564.329
1564.463	1564.487	0.000838	4.0	4570000.0	D	T5723LS	L10549	23.4415082  -    31.366419	23.4415082	-2.474695990041761	50.0	1564.463
	1577.141	8.84e-05	4.0	158000.0	E	T5723LS		26.2254001  -    34.08673	26.2254001	-3.4514877436589644	100.0	1577.141
	1577.439	0.000795	4.0	2130000.0	D	T5723LS		26.2254001  -    34.08524	26.2254001	-2.4975728800155674	50.0	1577.439
1578.384	1578.384		2.0				L10549	25.2856211  -    33.140757	25.2856211			1578.384
	1581.813	0.000568	4.0	1010000.0	D	T5723LS		26.2254001  -    34.06351	26.2254001	-2.6435916729610187	50.0	1581.813
	1581.896	0.000822	6.0	2190000.0	D	T5723LS		26.2490334  -    34.08673	26.2490334	-2.306976932076306	50.0	1581.896
	1582.197	5.85e-05	6.0	234000.0	E	T5723LS		26.2490334  -    34.08524	26.2490334	-3.454692883534176	100.0	1582.197
	1583.31		2.0				L11267	25.2856211  -    33.11632?	25.2856211			1583.31
	1585.571	0.000538	6.0	1070000.0	D	T5723LS		26.2490334  -    34.06856	26.2490334	-2.4910664739499673	50.0	1585.571
	1586.597	2.7e-05	6.0	71500.0	E	T5723LS		26.2490334  -    34.06351	26.2490334	-3.7904849854573692	100.0	1586.597
1593.354	1593.397	0.0115	6.0	22700000.0	C+	T6172n	L10549	20.579946   -    28.361069	20.579946	-1.1611509092627446	18.0	1593.354
1593.977	1593.997	0.000575	6.0	1510000.0	C+	T6172n	L10549	20.579946   -    28.358142	20.579946	-2.462180904926726	18.0	1593.977
1594.189	1594.201	0.0121	4.0	21100000.0	C+	T6172n	L10549	20.580943   -    28.358142	20.580943	-1.3151546383555874	18.0	1594.189
1616.963	1616.929	0.00226	4.0	3840000.0	D	T5723LS	L10549	26.5610940  -    34.228977	26.561094	-2.0438315695246367	50.0	1616.963
	1617.756	0.0025	2.0	3190000.0	D	T5723LS	L11267	26.5536859  -    34.217649	26.5536859	-2.3010299956639813	50.0	1617.756
	1619.321	0.00025	4.0	637000.0	E	T5723LS	L11267	26.5610940  -    34.217649	26.561094	-3.0	100.0	1619.321
1632.681	1632.7054		2.0				L10549	22.9662478  -    30.5600365	22.9662478			1632.681
	1635.5172		4.0				L11267	22.9793029  -    30.5600365	22.9793029			1635.5172
1636.249	1636.2581		4.0				L10549	22.9793029  -    30.5566036	22.9793029			1636.249
	1637.0683		2.0				L11267	22.9662478  -    30.5397984	22.9662478			1637.0683
1637.824	1637.8262		2.0				L10549	22.9662478  -    30.5362941	22.9662478			1637.824
1639.767	1639.7692		6.0				L10549	22.9989602  -    30.5600365	22.9989602			1639.767
1639.891	1639.8951		4.0				L10549	22.9793029  -    30.5397984	22.9793029			1639.891
1640.517	1640.514		6.0				L10549	22.9989602  -    30.5566036	22.9989602			1640.517
	1640.6556		4.0				L11267	22.9793029  -    30.5362941	22.9793029			1640.6556
1644.924	1644.9344		6.0				L10549	22.9989602  -    30.5362941	22.9989602			1644.924
	1646.197	0.00295	2.0	3630000.0	D	T5723LS		26.5536859  -    34.08524	26.5536859	-2.2291479883578558	50.0	1646.197
	1647.492	0.00265	4.0	4340000.0	D	T5723LS		26.5610940  -    34.08673	26.561094	-1.9746941347352298	50.0	1647.492
	1647.818	0.000294	4.0	723000.0	E	T5723LS		26.5610940  -    34.08524	26.561094	-2.9295926782598802	100.0	1647.818
1650.664	1650.6711	0.00737	2.0	9020000.0	C+	T5723LS	L10549	22.9662478  -    30.477387	22.9662478	-1.8315025164769674	18.0	1650.664
1651.176	1651.1828	0.00926	4.0	15100000.0	C+	T5723LS	L10549	22.9793029  -    30.4881141	22.9793029	-1.4313290219901034	18.0	1651.176
