band,holding,species,wavelength_air_A,ep_eV,loggf,canonical_line_id,measurement_eligibility,status,ew_mA,core_depth,method,provenance,reason
H,solar_crires_plus_h_rya1094,Si I,15557.778399999996,5.9639,-0.81,gf_173237,HOLD,DIAGNOSTIC_SERVED,66.1232,0.33943,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.8120, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15561.251000000002,7.0399,-1.456,gf_173240,HOLD,DIAGNOSTIC_SERVED,13.5229,0.04466,"integrated over +/-0.209 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15568.1864,7.1079,-2.778,gf_173246,HOLD,HOLD,,,,,ValueError: too few side-band points around 15568.186 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15591.8403,6.2694,-3.319,gf_173266,HOLD,DIAGNOSTIC_SERVED,44.1406,0.21006,"integrated over +/-0.171 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9586, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15617.6007,7.1133,-2.396,gf_173283,HOLD,DIAGNOSTIC_SERVED,0.2716,0.00375,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15618.3083,7.1133,-2.963,gf_173284,HOLD,DIAGNOSTIC_SERVED,-0.9779,0.00043,"integrated over +/-0.304 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15631.4758,7.1252,-1.889,gf_173289,HOLD,DIAGNOSTIC_SERVED,15.7254,0.10533,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9526, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15638.4715,6.7341,-2.007,gf_173295,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15638.471 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15645.4147,7.1133,-1.561,gf_173300,HOLD,HOLD,,,,,ValueError: too few side-band points around 15645.415 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15645.8432,7.166,-1.238,gf_173301,HOLD,DIAGNOSTIC_SERVED,-3.9507,-0.00328,"integrated over +/-0.201 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15650.563,7.2297,-1.102,gf_173303,HOLD,DIAGNOSTIC_SERVED,-17.798,-0.01533,"integrated over +/-0.445 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15674.6524,7.0644,-1.332,gf_173323,HOLD,DIAGNOSTIC_SERVED,7.5917,0.05068,"integrated over +/-0.127 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15678.5192,7.1252,-2.947,gf_173325,HOLD,HOLD,,,,,ValueError: too few side-band points around 15678.519 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15679.9824,6.2739,-2.256,gf_173327,HOLD,DIAGNOSTIC_SERVED,22.5107,0.13229,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9605, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15743.5734,7.0399,-1.737,gf_173370,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15743.573 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15760.3313,7.2297,-2.985,gf_173389,HOLD,DIAGNOSTIC_SERVED,1.6009,0.00778,"integrated over +/-0.373 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15771.6865,7.0693,-2.446,gf_173397,HOLD,DIAGNOSTIC_SERVED,15.422,0.02438,"integrated over +/-0.365 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15778.9552,5.6135,-3.757,gf_173403,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15778.955 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15786.6644,7.123,-1.328,gf_173412,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15786.664 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15797.441,6.7606,-1.321,gf_173425,HOLD,DIAGNOSTIC_SERVED,8.7355,0.03868,"integrated over +/-0.242 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15800.949,6.8031,-1.383,gf_173431,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15800.949 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15808.0548,7.2297,-0.727,gf_173436,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15808.055 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15810.4473,7.0693,-0.925,gf_173438,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 9 points near 15810.447 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15810.9574,7.123,-3.089,gf_173439,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 11 points near 15810.957 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15811.6826,7.123,-2.49,gf_173441,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 11 points near 15811.683 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15813.6534,7.1343,-1.921,gf_173442,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15813.653 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15813.7535,7.1343,-2.356,gf_173443,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15813.754 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15827.2126,7.0917,-0.654,gf_173448,HOLD,DIAGNOSTIC_SERVED,7.1951,0.03857,"integrated over +/-0.306 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15833.6022,6.2227,-0.187,gf_173453,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15833.602 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15837.6332,7.123,-1.757,gf_173456,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15837.633 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15839.4649,7.123,-1.988,gf_173457,HOLD,DIAGNOSTIC_SERVED,96.8614,0.18667,"integrated over +/-0.363 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9258, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15840.7851,6.7181,-2.839,gf_173458,HOLD,DIAGNOSTIC_SERVED,114.3264,0.2404,"integrated over +/-0.297 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9003, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15849.002,6.7341,-1.482,gf_173468,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15849.002 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15851.5502,7.166,-1.994,gf_173471,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 15851.550 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,15861.8015,7.1343,-2.27,gf_173476,HOLD,HOLD,,,,,ValueError: too few side-band points around 15861.801 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15864.0492,6.7181,-2.681,gf_173479,HOLD,DIAGNOSTIC_SERVED,22.0908,0.11337,"integrated over +/-0.170 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15880.2322,7.0288,-2.652,gf_173505,HOLD,DIAGNOSTIC_SERVED,3.0922,0.01465,"integrated over +/-0.155 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15884.4535,5.9537,-0.826,gf_173510,HOLD,HOLD,,,,,ValueError: too few side-band points around 15884.453 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15888.4094,5.0823,0.063,gf_173515,HOLD,DIAGNOSTIC_SERVED,168.7945,0.56421,"integrated over +/-0.203 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.6848, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15888.8538,7.1252,-1.895,gf_173516,HOLD,DIAGNOSTIC_SERVED,125.833,0.36013,"integrated over +/-0.222 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.7959, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15890.704999999998,6.7206,-2.057,gf_173519,HOLD,DIAGNOSTIC_SERVED,21.5481,0.04797,"integrated over +/-0.227 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9499, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15898.1067,7.1038,-2.732,gf_173529,HOLD,DIAGNOSTIC_SERVED,39.7969,0.25004,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.8476, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15899.7097,6.7606,-0.934,gf_173531,HOLD,HOLD,,,,,ValueError: too few side-band points around 15899.710 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15903.8452,7.0299,-2.832,gf_173534,HOLD,HOLD,,,,,ValueError: too few side-band points around 15903.845 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15904.7561,7.0299,-3.013,gf_173535,HOLD,HOLD,,,,,ValueError: too few side-band points around 15904.756 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15913.7665,7.1252,-3.159,gf_173552,HOLD,HOLD,,,,,ValueError: too few side-band points around 15913.766 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15914.1161,6.7206,-1.277,gf_173554,HOLD,DIAGNOSTIC_SERVED,3.4738,0.02379,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15960.0629,5.984,0.087,gf_173604,HOLD,HOLD,,,,,ValueError: too few side-band points around 15960.063 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,15961.0082,7.0288,-1.877,gf_173605,HOLD,DIAGNOSTIC_SERVED,14.6049,0.10674,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9415, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15981.742099999998,7.1079,-2.827,gf_173621,HOLD,DIAGNOSTIC_SERVED,4.6909,0.03595,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9654, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,15983.4821,7.0299,-2.958,gf_173625,HOLD,DIAGNOSTIC_SERVED,-1.275,-0.00588,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,15989.0293,7.034,-2.768,gf_173632,HOLD,DIAGNOSTIC_SERVED,-1.0167,0.00074,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16000.5936,7.1079,-2.859,gf_173647,HOLD,DIAGNOSTIC_SERVED,33.4349,0.21147,"integrated over +/-0.163 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16004.435900000002,7.1079,-3.241,gf_173652,HOLD,DIAGNOSTIC_SERVED,28.2487,0.06864,"integrated over +/-0.232 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9551, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16008.802900000002,7.0288,-2.075,gf_173659,HOLD,DIAGNOSTIC_SERVED,2.8812,0.02074,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16015.9173,6.7255,-1.6,gf_173666,HOLD,DIAGNOSTIC_SERVED,67.668,0.11063,"integrated over +/-0.295 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9560, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16021.281599999998,7.0399,-1.449,gf_173670,HOLD,DIAGNOSTIC_SERVED,9.9325,0.07474,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9583, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16024.406900000002,6.7271,-1.379,gf_173673,HOLD,DIAGNOSTIC_SERVED,13.3395,0.03195,"integrated over +/-0.279 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16055.654699999996,7.0644,-1.465,gf_173698,HOLD,HOLD,,,,,ValueError: too few side-band points around 16055.655 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16060.008500000002,5.9537,-0.484,gf_173700,HOLD,DIAGNOSTIC_SERVED,219.3008,0.38864,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16066.7139,7.166,-2.306,gf_173706,HOLD,DIAGNOSTIC_SERVED,0.4258,0.00433,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16068.2969,0.0096,-9.727,gf_173708,HOLD,DIAGNOSTIC_SERVED,12.9415,0.0145,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16088.2206,6.2694,-2.492,gf_173719,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 11 points near 16088.221 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16094.7865,5.9639,-0.144,gf_173729,HOLD,DIAGNOSTIC_SERVED,9.1069,0.13869,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16102.6233,7.1343,-2.844,gf_173735,HOLD,HOLD,,,,,ValueError: too few side-band points around 16102.623 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16125.5293,7.1395,-2.432,gf_173749,HOLD,HOLD,,,,,ValueError: too few side-band points around 16125.529 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16129.0154,7.1395,-0.659,gf_173753,HOLD,DIAGNOSTIC_SERVED,10.6608,0.05608,"integrated over +/-0.126 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9647, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16135.0,6.7181,-1.925,gf_173762,HOLD,DIAGNOSTIC_SERVED,3.0981,0.02289,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16147.9397,7.1038,-2.736,gf_173779,HOLD,DIAGNOSTIC_SERVED,-0.7768,0.00564,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16151.633900000004,7.1395,-2.904,gf_173783,HOLD,DIAGNOSTIC_SERVED,10.9487,0.04737,"integrated over +/-0.210 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16157.4786,7.0693,-1.971,gf_173791,HOLD,DIAGNOSTIC_SERVED,35.1048,0.19764,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9427, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16163.6908,5.9537,-0.862,gf_173796,HOLD,DIAGNOSTIC_SERVED,60.1349,0.32409,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.8173, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16170.164100000002,6.7341,-1.427,gf_173806,HOLD,DIAGNOSTIC_SERVED,8.7902,0.0486,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16178.7133,7.1395,-1.561,gf_173818,HOLD,DIAGNOSTIC_SERVED,2.4832,0.01162,"integrated over +/-0.161 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16180.6248,7.1395,-3.166,gf_173820,HOLD,DIAGNOSTIC_SERVED,22.865,0.13295,"integrated over +/-0.137 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9667, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16182.081,6.2739,-3.378,gf_173821,HOLD,DIAGNOSTIC_SERVED,7.7393,0.0472,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16186.474800000002,6.7606,-1.62,gf_173828,HOLD,DIAGNOSTIC_SERVED,13.2523,0.07654,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9666, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16186.7946,6.7206,-2.52,gf_173831,HOLD,DIAGNOSTIC_SERVED,3.9734,0.03083,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16193.7611,7.1252,-1.864,gf_173836,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16193.761 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16194.406400000002,6.7341,-2.004,gf_173837,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16194.406 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16212.538,7.0055,-2.545,gf_173855,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16212.538 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16214.0184,7.0055,-1.93,gf_173856,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 9 points near 16214.018 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16215.67,5.9537,-0.631,gf_173859,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16215.670 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16217.5455,7.0055,-1.324,gf_173863,HOLD,HOLD,,,,,ValueError: too few side-band points around 16217.546 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16234.2315,7.1079,-3.245,gf_173872,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16234.231 A (spans 15007.1-17493.7 A)
