band,holding,species,wavelength_air_A,ep_eV,loggf,canonical_line_id,measurement_eligibility,status,ew_mA,core_depth,method,provenance,reason
H,solar_crires_plus_h_rya1094,Si I,16241.8327,5.9639,-0.77,gf_173882,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 16241.833 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16249.8186,7.0644,-1.795,gf_173888,HOLD,DIAGNOSTIC_SERVED,-1.7986,-0.00406,"integrated over +/-0.238 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16263.5808,7.166,-1.594,gf_173906,HOLD,DIAGNOSTIC_SERVED,-6.1379,-0.00808,"integrated over +/-0.308 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16267.9608,7.0399,-3.227,gf_173913,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16267.961 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16275.1113,7.0917,-1.808,gf_173919,HOLD,DIAGNOSTIC_SERVED,0.1241,0.00201,"integrated over +/-0.399 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16292.125800000002,6.7255,-2.602,gf_173931,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 16292.126 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16339.7771,7.1133,-1.699,gf_173977,HOLD,DIAGNOSTIC_SERVED,-0.2683,0.00231,"integrated over +/-0.128 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16343.035900000004,7.1133,-2.357,gf_173980,HOLD,DIAGNOSTIC_SERVED,-1.9786,0.00082,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16346.8573,7.1133,-1.088,gf_173984,HOLD,DIAGNOSTIC_SERVED,23.3931,0.05486,"integrated over +/-0.315 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16354.1282,7.0693,-2.047,gf_173985,HOLD,HOLD,,,,,ValueError: too few side-band points around 16354.128 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16369.8822,7.1252,-2.03,gf_174004,HOLD,HOLD,,,,,ValueError: too few side-band points around 16369.882 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16380.1763,5.8625,-0.465,gf_174013,HOLD,DIAGNOSTIC_SERVED,54.7661,0.33922,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.8206, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,16381.5344,5.9639,-0.458,gf_174016,HOLD,HOLD,,,,,ValueError: too few side-band points around 16381.534 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16407.8639,7.0055,-2.374,gf_174047,HOLD,HOLD,,,,,ValueError: too few side-band points around 16407.864 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16412.982,6.8031,-0.729,gf_174050,HOLD,HOLD,,,,,ValueError: too few side-band points around 16412.982 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16425.2138,7.166,-2.512,gf_174067,HOLD,HOLD,,,,,ValueError: too few side-band points around 16425.214 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16434.9265,5.9639,-1.187,gf_174077,HOLD,DIAGNOSTIC_SERVED,68.7749,0.17757,"integrated over +/-0.300 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16437.4666,7.2297,-2.319,gf_174081,HOLD,DIAGNOSTIC_SERVED,8.8136,-0.00238,"integrated over +/-0.423 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16453.934,7.0693,-2.21,gf_174099,HOLD,DIAGNOSTIC_SERVED,1.5854,0.01979,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16454.5325,0.0277,-9.26,gf_174101,HOLD,DIAGNOSTIC_SERVED,3.9144,0.0351,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16476.8599,6.7341,-2.345,gf_174118,HOLD,HOLD,,,,,ValueError: too few side-band points around 16476.860 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16484.845,7.2297,-2.7,gf_174124,HOLD,HOLD,,,,,ValueError: too few side-band points around 16484.845 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16533.7632,7.166,-3.068,gf_174175,HOLD,DIAGNOSTIC_SERVED,-0.9483,0.0008,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16545.4638,7.1343,-2.998,gf_174181,HOLD,DIAGNOSTIC_SERVED,-1.8791,-0.00143,"integrated over +/-0.398 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16551.5505,7.123,-2.506,gf_174185,HOLD,DIAGNOSTIC_SERVED,15.7636,0.05697,"integrated over +/-0.222 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16556.3473,7.123,-0.951,gf_174187,HOLD,HOLD,,,,,ValueError: too few side-band points around 16556.347 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16558.8154,7.123,-2.174,gf_174189,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16558.815 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16569.788,7.1343,-2.062,gf_174201,HOLD,DIAGNOSTIC_SERVED,-3.3112,-0.00843,"integrated over +/-0.287 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16571.4332,7.0399,-1.501,gf_174205,HOLD,DIAGNOSTIC_SERVED,5.7956,0.015,"integrated over +/-0.353 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16586.2301,7.1079,-1.805,gf_174218,HOLD,HOLD,,,,,ValueError: too few side-band points around 16586.230 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16589.61,7.0399,-2.518,gf_174222,HOLD,DIAGNOSTIC_SERVED,5.2897,0.05669,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16589.8082,7.2297,-1.084,gf_174223,HOLD,DIAGNOSTIC_SERVED,0.927,0.01664,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16610.2356,7.0299,-3.266,gf_174238,HOLD,DIAGNOSTIC_SERVED,-0.2773,0.00145,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16610.3708,7.1252,-3.25,gf_174239,HOLD,HOLD,,,,,ValueError: too few side-band points around 16610.371 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16616.9334,7.0055,-2.328,gf_174249,HOLD,DIAGNOSTIC_SERVED,0.3399,0.00619,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16643.078,7.0917,-2.953,gf_174277,HOLD,DIAGNOSTIC_SERVED,-5.0268,-0.00537,"integrated over +/-0.327 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16653.9989,7.0693,-2.162,gf_174292,HOLD,DIAGNOSTIC_SERVED,12.7277,0.10428,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16677.2273,7.0399,-3.179,gf_174328,HOLD,DIAGNOSTIC_SERVED,8.6607,0.01712,"integrated over +/-0.374 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16680.7696,5.984,-0.141,gf_174332,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16680.770 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16702.203,6.8031,-3.206,gf_174347,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 9 points near 16702.203 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16722.7041,7.0288,-2.082,gf_174376,HOLD,DIAGNOSTIC_SERVED,6.4628,0.00397,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16726.4561,7.0288,-3.107,gf_174380,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16726.456 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16729.6722,7.2297,-1.142,gf_174382,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16729.672 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16739.6531,7.166,-2.8,gf_174389,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 9 points near 16739.653 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16747.3114,7.0299,-2.667,gf_174401,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 16747.311 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16751.0688,6.7606,-2.479,gf_174407,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 16751.069 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16767.8419,7.166,-1.468,gf_174422,HOLD,DIAGNOSTIC_SERVED,-2.7367,-0.00246,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16777.0856,6.7606,-2.598,gf_174426,HOLD,DIAGNOSTIC_SERVED,-5.2171,-0.00406,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16795.5896,7.166,-2.634,gf_174439,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 16795.590 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16809.0712,7.0644,-3.359,gf_174450,HOLD,DIAGNOSTIC_SERVED,6.8477,0.01436,"integrated over +/-0.355 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16816.2302,7.1343,-2.435,gf_174458,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 11 points near 16816.230 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16816.564,6.8031,-2.754,gf_174459,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 10 points near 16816.564 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,16828.1586,5.984,-1.028,gf_174467,HOLD,DIAGNOSTIC_SERVED,126.7728,0.26124,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16891.1479,7.0693,-2.185,gf_174531,HOLD,DIAGNOSTIC_SERVED,19.7697,0.06296,"integrated over +/-0.223 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si II,16906.8131,12.147,0.367,gf_174550,HOLD,HOLD,,,,,ValueError: too few side-band points around 16906.813 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16920.7088,7.0693,-2.328,gf_174559,HOLD,DIAGNOSTIC_SERVED,1.3127,0.00097,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,16928.9809,7.0288,-2.246,gf_174569,HOLD,HOLD,,,,,ValueError: too few side-band points around 16928.981 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16955.8183,7.0299,-2.917,gf_174584,HOLD,HOLD,,,,,ValueError: too few side-band points around 16955.818 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,16957.7942,7.0917,-1.068,gf_174588,HOLD,HOLD,,,,,ValueError: too few side-band points around 16957.794 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si II,16977.1835,12.147,0.0639999999999999,gf_174609,HOLD,HOLD,,,,,ValueError: too few side-band points around 16977.183 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17013.44,7.1079,-2.19,gf_174650,HOLD,DIAGNOSTIC_SERVED,-1.6889,-0.00756,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17064.3214,7.2889,-2.671,gf_174707,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 17064.321 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17104.4069,7.0299,-2.201,gf_174727,HOLD,DIAGNOSTIC_SERVED,1.1992,0.00749,"integrated over +/-0.157 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17107.7787,7.166,-1.116,gf_174729,HOLD,DIAGNOSTIC_SERVED,35.6127,0.24709,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.8089, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,17110.5926,6.0787,-1.934,gf_174731,HOLD,DIAGNOSTIC_SERVED,22.0472,0.09058,"integrated over +/-0.160 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9423, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,17134.4288,7.1038,-2.461,gf_174747,HOLD,HOLD,,,,,ValueError: too few side-band points around 17134.429 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17151.4109,6.6161,-2.447,gf_174760,HOLD,HOLD,,,,,ValueError: too few side-band points around 17151.411 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17151.6316,7.0288,-2.154,gf_174762,HOLD,HOLD,,,,,ValueError: too few side-band points around 17151.632 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17152.6998,7.0644,-1.63,gf_174763,HOLD,DIAGNOSTIC_SERVED,3.3839,0.01273,"integrated over +/-0.255 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17170.3787,7.0917,-2.962,gf_174773,HOLD,DIAGNOSTIC_SERVED,-12.5861,-0.00796,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17179.1802,7.0299,-2.573,gf_174779,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 17179.180 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17194.2134,7.1343,-2.603,gf_174789,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 17194.213 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17195.1331,7.3287,-3.128,gf_174791,HOLD,DIAGNOSTIC_SERVED,-1.9675,-0.00052,"integrated over +/-0.252 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17201.9115,7.034,-2.404,gf_174793,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 17201.911 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17205.7306,6.0827,-1.367,gf_174798,HOLD,DIAGNOSTIC_SERVED,-2.4788,-0.00339,"integrated over +/-0.281 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17225.5697,6.6192,0.1159999999999999,gf_174812,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 17225.570 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17227.3863,6.6192,-2.158,gf_174815,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 17227.386 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17231.6176,7.1079,-1.875,gf_174822,HOLD,DIAGNOSTIC_SERVED,13.6772,0.03944,"integrated over +/-0.306 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17232.277,7.1038,-2.163,gf_174823,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 17232.277 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17246.3828,7.0644,-1.942,gf_174843,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 17246.383 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17249.2692,7.0693,-1.416,gf_174846,HOLD,DIAGNOSTIC_SERVED,-37.9514,-0.04151,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17280.2772,7.0693,-1.578,gf_174863,HOLD,DIAGNOSTIC_SERVED,2.8131,0.01154,"integrated over +/-0.263 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17304.463,7.166,-3.151,gf_174890,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 17304.463 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17311.5288,7.123,-2.649,gf_174895,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 11 points near 17311.529 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17313.6544,7.2297,-2.85,gf_174897,HOLD,DIAGNOSTIC_SERVED,12.8978,0.04835,"integrated over +/-0.328 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17321.814,7.3287,-3.371,gf_174904,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 7 points near 17321.814 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17327.2751,6.6161,0.698,gf_174924,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 17327.275 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17330.5822,7.1079,-2.344,gf_174925,HOLD,HOLD,,,,,LookupError: CRIRES+ Y (telluric-corrected) holds only 8 points near 17330.582 A (spans 15007.1-17493.7 A)
H,solar_crires_plus_h_rya1094,Si I,17336.5057,7.2886,-2.911,gf_174931,HOLD,DIAGNOSTIC_SERVED,7.5115,0.01173,"integrated over +/-0.437 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17357.8863,7.0288,-2.689,gf_174951,HOLD,HOLD,,,,,ValueError: too few side-band points around 17357.886 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17363.925,7.0693,-3.104,gf_174960,HOLD,DIAGNOSTIC_SERVED,27.2334,0.03753,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,"side-band 95th pct is 0.9565, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours."
H,solar_crires_plus_h_rya1094,Si I,17384.7142,6.8031,-3.23,gf_174970,HOLD,DIAGNOSTIC_SERVED,-3.0952,0.00032,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17386.1019,7.0299,-3.052,gf_174973,HOLD,HOLD,,,,,ValueError: too few side-band points around 17386.102 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17387.9526,7.3314,-2.37,gf_174975,HOLD,DIAGNOSTIC_SERVED,-3.8938,-0.00065,"integrated over +/-0.281 A, atlas continuum trusted (data ship pre-normalised as residual flux)",holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv,canonical line remains HOLD for identity/gf adjudication
H,solar_crires_plus_h_rya1094,Si I,17390.6325,6.6161,-1.831,gf_174979,HOLD,HOLD,,,,,ValueError: too few side-band points around 17390.632 (4) — cannot set a local continuum honestly
H,solar_crires_plus_h_rya1094,Si I,17393.4554,6.6161,-1.77,gf_174985,HOLD,HOLD,,,,,ValueError: too few side-band points around 17393.455 (4) — cannot set a local continuum honestly
