element,ion,instrument,band,treatment,value,sigma,n_lines,n_excluded,provenance
Fe,I,kpno_solar_atlas,VIS,ENGINE-A-3DNLTE,7.6043208764762245,0.34182424696713615,114,45,"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP); training domain from Jofre et al. 2014, A&A 564, A133, Tables 4/5 ('golden' Fe I/II line list); 1D-LTE base from FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_1D-LTE_lines.csv"
Fe,II,kpno_solar_atlas,VIS,ENGINE-A-3DNLTE,7.641611575964107,0.20471143283836385,7,4,"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP); training domain from Jofre et al. 2014, A&A 564, A133, Tables 4/5 ('golden' Fe I/II line list); 1D-LTE base from FeII_3800_6910_kpno_solar_atlas_PROFILEFIT_1D-LTE_lines.csv"
Fe,I,kpno_solar_atlas,IR,ENGINE-A-3DNLTE,,,0,103,"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP); training domain from Jofre et al. 2014, A&A 564, A133, Tables 4/5 ('golden' Fe I/II line list); 1D-LTE base from FeI_6910_9199_kpno_solar_atlas_PROFILEFIT_1D-LTE_lines.csv"
Fe,II,kpno_solar_atlas,IR,ENGINE-A-3DNLTE,,,0,4,"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP); training domain from Jofre et al. 2014, A&A 564, A133, Tables 4/5 ('golden' Fe I/II line list); 1D-LTE base from FeII_6910_9199_kpno_solar_atlas_PROFILEFIT_1D-LTE_lines.csv"
