wavelength_air_A,flux_normalized
9.801475603922475784e+03,9.670744974776482872e-01
9.801504593495503286e+03,9.693718036380436498e-01
9.801533583068532607e+03,9.738663274302719053e-01
9.801562572641556471e+03,9.709702138675211369e-01
9.801591562214583973e+03,9.731676488829816840e-01
9.801620551787607837e+03,9.827557275377537538e-01
9.801649541360635340e+03,9.857521547288660146e-01
9.801678530933661023e+03,9.918446646726721827e-01
9.801707520506688525e+03,9.803594208067398785e-01
9.801736510079716027e+03,9.935429606163500571e-01
9.801765499652739891e+03,9.950412879400331034e-01
9.801794489225769212e+03,9.853537633490492276e-01
9.801823478798793076e+03,9.966397126806392226e-01
9.801852468371820578e+03,9.900482696685050099e-01
9.801881457944846261e+03,9.942431887761833398e-01
9.801910447517871944e+03,9.857541405654671740e-01
9.801939437090899446e+03,9.907480509306065830e-01
9.801968426663923310e+03,9.970403231508374597e-01
9.801997416236952631e+03,9.942440787216447751e-01
9.802026405809980133e+03,9.913479591671855440e-01
9.802055395383003997e+03,9.874530994569203912e-01
9.802084384956031499e+03,9.873534464656736898e-01
9.802113374529060820e+03,9.804623662103401083e-01
9.802142364102084684e+03,9.725725433418438426e-01
9.802171353675112186e+03,9.660809525713350832e-01
9.802200343248136051e+03,9.473048573095200764e-01
9.802229332821163553e+03,9.301267379397227808e-01
9.802258322394187417e+03,8.927740545468313416e-01
9.802287311967214919e+03,8.494289106220097585e-01
9.802316301540244240e+03,7.684312169158884487e-01
9.802345291113268104e+03,6.872337387581383128e-01
9.802374280686295606e+03,6.176216234244031877e-01
9.802403270259319470e+03,5.931525940626510840e-01
9.802432259832346972e+03,6.376966088349509398e-01
9.802461249405376293e+03,7.154987513049866354e-01
9.802490238978401976e+03,7.940000480941835637e-01
9.802519228551427659e+03,8.503292982019565738e-01
9.802548218124455161e+03,9.034625970189922306e-01
9.802577207697484482e+03,9.357221936253280470e-01
9.802606197270508346e+03,9.599918599074126480e-01
9.802635186843534029e+03,9.700793819531586815e-01
9.802664176416559712e+03,9.794677880200387543e-01
9.802693165989587214e+03,9.808662481799543809e-01
9.802722155562616535e+03,9.915530280113505901e-01
9.802751145135640400e+03,9.899552588506594919e-01
9.802780134708664264e+03,9.979454355025758616e-01
9.802809124281691766e+03,9.962477925679220636e-01
9.802838113854719268e+03,9.917536632066166202e-01
9.802867103427744951e+03,1.000642716172196245e+00
9.802896093000770634e+03,1.005337042738897013e+00
9.802925082573796317e+03,1.008832876735362927e+00
9.802954072146823819e+03,1.003040376622795993e+00
9.802983061719853140e+03,1.002541227673273472e+00
9.803012051292878823e+03,1.000144460678876079e+00
9.803041040865904506e+03,1.007535407704934105e+00
9.803070030438930189e+03,1.006437011392966374e+00
9.803099020011955872e+03,1.008634479299762798e+00
9.803128009584983374e+03,9.980479851918658829e-01
9.803156999158007238e+03,1.000345326916762811e+00
9.803185988731036559e+03,1.000145800770621429e+00
9.803214978304062242e+03,1.004041140410351529e+00
9.803243967877087925e+03,1.007836606977935867e+00
9.803272957450115427e+03,1.004241338377353854e+00
9.803301947023144749e+03,1.011033051999512100e+00
9.803330936596168613e+03,1.013230524764652252e+00
9.803359926169192477e+03,1.010634003817577176e+00
9.803388915742219979e+03,1.003842735417004528e+00
9.803417905315247481e+03,9.950539652975366467e-01
9.803446894888271345e+03,1.009635930965098405e+00
9.803475884461298847e+03,1.007838406678000398e+00
9.803504874034328168e+03,1.001846131549580798e+00
9.803533863607352032e+03,1.000348229767509034e+00
9.803562853180379534e+03,1.005342205245116194e+00
9.803591842753408855e+03,9.992500504460870570e-01
9.803620832326430900e+03,1.001547400459716464e+00
9.803649821899460221e+03,1.000149372340086940e+00
9.803678811472485904e+03,1.009737608364585260e+00
9.803707801045511587e+03,1.009038707521686673e+00
9.803736790618539089e+03,1.000449667220840944e+00
9.803765780191564772e+03,1.006642152853660432e+00
9.803794769764590455e+03,1.004544997689152508e+00
9.803823759337617957e+03,9.967549525699119783e-01
9.803852748910645460e+03,9.995516823748172852e-01
9.803881738483671143e+03,9.999514064485440779e-01
9.803910728056696826e+03,9.924609809961060236e-01
9.803939717629724328e+03,9.882664382413008930e-01
9.803968707202748192e+03,9.823740125336171136e-01
9.803997696775777513e+03,9.785789671538823731e-01
9.804026686348805015e+03,9.862695912599436232e-01
9.804055675921828879e+03,9.775806492621311738e-01
9.804084665494856381e+03,9.879679135989903882e-01
9.804113655067883883e+03,9.952590430339376404e-01
9.804142644640907747e+03,9.896662374069428170e-01
9.804171634213937068e+03,9.907650886441062843e-01
9.804200623786960932e+03,9.991548544314335922e-01
9.804229613359988434e+03,1.000653210480363819e+00
9.804258602933014117e+03,9.949605254438325108e-01
9.804287592506039800e+03,9.965587568048842604e-01
9.804316582079067302e+03,9.983567401153042864e-01
9.804345571652091166e+03,9.792807140936017340e-01
9.804374561225120488e+03,9.639000793039612658e-01
9.804403550798146171e+03,9.659976835783400384e-01
9.804432540371171854e+03,9.736883287196992365e-01
9.804461529944199356e+03,9.759856875582356706e-01
9.804490519517223220e+03,9.770845383158296427e-01
9.804519509090252541e+03,9.894693526944196016e-01
9.804548498663280043e+03,9.965607550588083674e-01
9.804577488236303907e+03,9.958618462585214770e-01
9.804606477809331409e+03,1.000456357013808750e+00
9.804635467382355273e+03,1.000156952222877704e+00
9.804664456955382775e+03,1.005850100761969124e+00
9.804693446528412096e+03,1.011243624084705139e+00
9.804722436101435960e+03,1.007348687775007745e+00
9.804751425674463462e+03,1.000956850769868955e+00
9.804780415247489145e+03,1.011643803522243479e+00
9.804809404820514828e+03,1.015239564848338771e+00
9.804838394393544149e+03,1.007749089024347677e+00
9.804867383966568013e+03,1.006650676856123638e+00
9.804896373539595515e+03,1.007649661639374861e+00
9.804925363112619380e+03,1.006451372845400760e+00
9.804954352685648701e+03,9.986612600079686208e-01
9.804983342258674384e+03,1.002856279992220268e+00
9.805012331831700067e+03,1.002856503193310767e+00
9.805041321404729388e+03,1.001558336039062524e+00
9.805070310977755071e+03,1.012544941206138249e+00
9.805099300550780754e+03,1.009748632235717647e+00
9.805128290123808256e+03,1.006253188280339161e+00
9.805157279696832120e+03,1.005554278295373249e+00
9.805186269269859622e+03,1.000560687456699904e+00
9.805215258842888943e+03,9.986632601073501814e-01
9.805244248415912807e+03,9.983638532760122919e-01
9.805273237988940309e+03,9.980644462999582744e-01
9.805302227561964173e+03,9.923717146430947045e-01
9.805331217134991675e+03,9.915729241653793435e-01
9.805360206708015539e+03,9.876779641542583477e-01
9.805389196281044860e+03,9.869790487013221369e-01
9.805418185854072362e+03,9.755933507263173654e-01
9.805447175427096226e+03,9.767920855882226139e-01
9.805476165000123729e+03,9.796887217028984463e-01
9.805505154573149412e+03,9.867801735977232980e-01
9.805534144146175095e+03,9.934721224029675612e-01
9.805563133719204416e+03,9.972676533467762505e-01
9.805592123292230099e+03,9.934725641836603671e-01
9.805621112865255782e+03,9.989659994108767149e-01
9.805650102438283284e+03,9.965691819703902388e-01
9.805679092011312605e+03,1.001363483622403017e+00
9.805708081584336469e+03,1.004060376878676220e+00
9.805737071157360333e+03,1.004360230200141091e+00
9.805766060730387835e+03,1.003561439551468037e+00
9.805795050303415337e+03,1.000165852832772817e+00
9.805824039876441020e+03,1.011951535156160320e+00
9.805853029449466703e+03,1.002263710230074878e+00
9.805882019022496024e+03,1.001964302481190172e+00
9.805911008595519888e+03,1.011852332941264754e+00
9.805939998168543752e+03,1.000965979074417644e+00
9.805968987741573073e+03,9.948737111256992227e-01
9.805997977314598756e+03,9.901797172428308258e-01
9.806026966887626259e+03,9.883821523884616100e-01
9.806055956460653761e+03,9.894810184930992181e-01
9.806084946033679444e+03,9.837882504521454630e-01
9.806113935606703308e+03,9.783951108765078786e-01
9.806142925179732629e+03,9.730019688937084910e-01
9.806171914752760131e+03,9.826902584944450236e-01
9.806200904325783995e+03,9.855869117309788985e-01
9.806229893898813316e+03,9.919792644158204054e-01
9.806258883471838999e+03,9.956749378818081642e-01
9.806287873044864682e+03,9.944766333618720866e-01
9.806316862617892184e+03,9.995705892015459559e-01
9.806345852190916048e+03,9.986719165296081835e-01
9.806374841763943550e+03,9.989717698656491729e-01
9.806403831336972871e+03,9.988721144284455900e-01
9.806432820909996735e+03,9.995714769026309288e-01
9.806461810483024237e+03,1.002568016841318910e+00
9.806490800056048101e+03,1.000970202747965665e+00
9.806519789629075603e+03,1.002568461930719135e+00
9.806548779202104924e+03,1.012456540581108566e+00
9.806577768775128789e+03,1.007462897454652451e+00
9.806606758348156291e+03,1.010059932897018120e+00
9.806635747921181974e+03,1.012756846881530670e+00
9.806664737494207657e+03,1.002469697030535789e+00
9.806693727067235159e+03,1.005665997731416406e+00
9.806722716640259023e+03,1.015054702828005695e+00
9.806751706213288344e+03,1.003968526686259022e+00
9.806780695786314027e+03,1.004568014503661288e+00
9.806809685359339710e+03,1.011359909685951575e+00
9.806838674932367212e+03,1.007764542025663568e+00
9.806867664505391076e+03,1.001372600564713222e+00
9.806896654078420397e+03,1.007065845917847646e+00
9.806925643651444261e+03,1.007765212651996478e+00
9.806954633224471763e+03,1.004569351537035971e+00
9.806983622797499265e+03,1.005568351005408090e+00
9.807012612370524948e+03,1.010562458469924207e+00
9.807041601943550631e+03,1.010362927152104184e+00
9.807070591516579952e+03,1.002273054794556195e+00
9.807099581089603817e+03,9.985778000822876921e-01
9.807128570662631319e+03,9.980786326063453284e-01
9.807157560235657002e+03,9.971799536981486023e-01
9.807186549808684504e+03,9.899889715944069080e-01
9.807215539381710187e+03,9.851950545500305356e-01
9.807244528954735870e+03,9.830978377582539895e-01
9.807273518527765191e+03,9.859945144461571553e-01
9.807302508100787236e+03,9.945842333085234133e-01
9.807331497673816557e+03,9.957829889480325214e-01
9.807360487246842240e+03,9.973812569267702655e-01
9.807389476819867923e+03,9.900903856525888891e-01
9.807418466392897244e+03,9.874937770930642955e-01
9.807447455965919289e+03,9.885926541568947901e-01
9.807476445538948610e+03,9.767073860589904344e-01
9.807505435111976112e+03,9.832995547992388063e-01
9.807534424684999976e+03,9.793046491612167337e-01
9.807563414258027478e+03,9.700162019247418055e-01
9.807592403831056799e+03,9.669201947379830742e-01
9.807621393404080663e+03,9.591299129299752924e-01
9.807650382977108166e+03,9.469449879095753753e-01
9.807679372550135668e+03,9.339610318939081113e-01
9.807708362123159532e+03,9.283680584235258770e-01
9.807737351696183396e+03,9.272696033773718538e-01
9.807766341269212717e+03,9.432503310842079713e-01
9.807795330842240219e+03,9.635258321885182831e-01
9.807824320415265902e+03,9.714164319635459899e-01
9.807853309988291585e+03,9.830025334681902205e-01
9.807882299561315449e+03,9.946885184457370244e-01
9.807911289134342951e+03,9.974853331934927514e-01
9.807940278707372272e+03,9.905939446281248895e-01
9.807969268280397955e+03,9.937902733625945118e-01
9.807998257853423638e+03,9.829037432430464127e-01
9.808027247426449321e+03,9.877980055496092815e-01
9.808056236999475004e+03,9.918932421255187704e-01
9.808085226572504325e+03,9.864001437472490474e-01
9.808114216145531827e+03,9.915940456336598263e-01
9.808143205718555691e+03,9.919937793077138188e-01
9.808172195291583193e+03,9.843033486379152430e-01
9.808201184864608877e+03,9.881988317228316276e-01
9.808230174437634560e+03,1.000484120465680915e+00
9.808259164010663881e+03,9.919946574108549076e-01
9.808288153583687745e+03,9.987866259648494616e-01
9.808317143156711609e+03,1.004479931981301366e+00
9.808346132729740930e+03,1.001583671721270274e+00
9.808375122302768432e+03,1.005479163732652337e+00
9.808404111875794115e+03,1.012670656238539024e+00
9.808433101448819798e+03,1.013969304302822172e+00
9.808462091021843662e+03,1.011872073894079849e+00
9.808491080594871164e+03,1.008176781469644512e+00
9.808520070167900485e+03,1.008276883294425774e+00
9.808549059740926168e+03,1.009875168073538942e+00
9.808578049313951851e+03,1.003982537282915644e+00
9.808607038886981172e+03,1.001485786665551325e+00
9.808636028460008674e+03,1.001785644908207651e+00
9.808665018033032538e+03,1.001586108522959595e+00
9.808694007606060040e+03,1.003883546334843224e+00
9.808722997179083904e+03,1.009077475975922455e+00
9.808751986752111407e+03,1.004283506297868778e+00
9.808780976325140728e+03,1.009077922148265971e+00
9.808809965898164592e+03,1.002985522544830976e+00
9.808838955471192094e+03,1.002486348843978803e+00
9.808867945044215958e+03,1.001787416702171418e+00
9.808896934617243460e+03,1.012374825526786370e+00
9.808925924190267324e+03,1.003485805060747138e+00
9.808954913763296645e+03,9.969938807479664655e-01
9.808983903336324147e+03,1.000489872819716686e+00
9.809012892909348011e+03,9.955960123880901458e-01
9.809041882482375513e+03,9.995914018569975745e-01
9.809070872055401196e+03,9.935988671935092054e-01
9.809099861628426879e+03,9.920010182314976666e-01
9.809128851201456200e+03,9.967954439440080971e-01
9.809157840774481883e+03,9.950977156341863639e-01
9.809186830347507566e+03,1.005185749524200478e+00
9.809215819920535068e+03,1.004886333463453019e+00
9.809244809493560751e+03,1.003987640911296220e+00
9.809273799066588253e+03,9.956978713650292967e-01
9.809302788639612118e+03,9.987943537783846581e-01
9.809331778212639620e+03,9.909040972299625327e-01
9.809360767785667122e+03,9.766215504973410066e-01
9.809389757358692805e+03,9.693305625537717019e-01
9.809418746931720307e+03,9.683319813661491748e-01
9.809447736504744171e+03,9.632383383542537647e-01
9.809476726077771673e+03,9.715285551555528087e-01
9.809505715650795537e+03,9.731268430921403700e-01
9.809534705223824858e+03,9.901065919430800388e-01
9.809563694796852360e+03,9.944016347787164589e-01
9.809592684369876224e+03,9.869108801011793330e-01
9.809621673942903726e+03,1.000694493511263827e+00
9.809650663515933047e+03,1.000894473793579653e+00
9.809679653088955092e+03,9.940029938867575021e-01
9.809708642661984413e+03,9.943028525015052965e-01
9.809737632235010096e+03,9.982982625843762614e-01
9.809766621808035779e+03,9.853141104280578322e-01
9.809795611381065100e+03,9.922060347643133493e-01
9.809824600954087146e+03,9.957020478337921254e-01
9.809853590527116467e+03,9.989983027260010973e-01
9.809882580100142150e+03,9.957024872229048862e-01
9.809911569673167833e+03,9.932057094410003950e-01
9.809940559246195335e+03,1.002394881233920287e+00
9.809969548819219199e+03,9.970015854729132876e-01
9.809998538392248520e+03,1.004093282880455407e+00
9.810027527965270565e+03,1.001596504700312584e+00
9.810056517538299886e+03,1.002895165731615634e+00
9.810085507111327388e+03,9.908099032281936225e-01
9.810114496684351252e+03,9.835188779070874743e-01
9.810143486257380573e+03,9.857164564478375635e-01
9.810172475830408075e+03,9.700354986464576612e-01
9.810201465403431939e+03,9.625447036492307262e-01
9.810230454976459441e+03,9.509588195688366552e-01
9.810259444549485124e+03,9.662406941395433879e-01
9.810288434122510807e+03,9.740315615823749162e-01
9.810317423695540128e+03,9.703362086718985147e-01
9.810346413268565811e+03,9.843196546147187087e-01
9.810375402841591495e+03,9.932092139207903125e-01
9.810404392414617178e+03,9.884151797591560484e-01
9.810433381987644680e+03,9.796259316795237204e-01
9.810462371560670363e+03,9.879162138942116922e-01
9.810491361133696046e+03,9.930103289084835083e-01
9.810520350706723548e+03,1.003098464200095519e+00
9.810549340279747412e+03,1.002499402958476837e+00
9.810578329852776733e+03,9.996030921288160398e-01
9.810607319425802416e+03,1.006195420566456722e+00
9.810636308998829918e+03,1.008792533941443192e+00
9.810665298571855601e+03,1.005097178781825029e+00
9.810694288144879465e+03,1.007294771064360495e+00
9.810723277717908786e+03,9.958087337594365707e-01
9.810752267290936288e+03,1.002301188028566603e+00
9.810781256863961971e+03,1.004299019994889353e+00
9.810810246436987654e+03,9.995049733267969971e-01
9.810839236010011518e+03,1.001303044328345271e+00
9.810868225583039020e+03,1.007196221732274521e+00
9.810897215156068341e+03,1.004899188672886856e+00
9.810926204729094025e+03,1.007096784691425384e+00
9.810955194302119708e+03,1.000604761556891598e+00
9.810984183875149029e+03,1.007796393219738684e+00
9.811013173448171074e+03,1.004101027934142243e+00
9.811042163021200395e+03,1.000705303280311931e+00
9.811071152594226078e+03,1.006898131892153714e+00
9.811100142167251761e+03,9.982087238896497627e-01
9.811129131740275625e+03,9.991078710440246535e-01
9.811158121313308584e+03,9.952127380302048243e-01
9.811187110886332448e+03,9.908181989559090574e-01
9.811216100459359950e+03,9.886210374895020303e-01
9.811245090032383814e+03,9.779339976266216983e-01
9.811274079605411316e+03,9.626524301402926698e-01
9.811303069178436999e+03,9.482697845093808198e-01
9.811332058751464501e+03,9.242985587699675820e-01
9.811361048324492003e+03,8.814498137115794885e-01
9.811390037897515867e+03,8.653691633329179123e-01
9.811419027470543369e+03,8.413979034963484649e-01
9.811448017043569052e+03,8.460924986564034578e-01
9.811477006616596555e+03,8.441949441551601652e-01
9.811505996189622238e+03,8.525851429948726468e-01
9.811534985762647921e+03,8.592773662965313974e-01
9.811563975335677242e+03,8.913394052780067023e-01
9.811592964908701106e+03,9.223027654346153126e-01
9.811621954481728608e+03,9.443767127148804397e-01
9.811650944054756110e+03,9.598585092767039084e-01
9.811679933627779974e+03,9.714449442611567953e-01
9.811708923200807476e+03,9.716449204193823297e-01
9.811737912773834978e+03,9.901231716890547263e-01
9.811766902346860661e+03,9.850294427857592128e-01
9.811795891919888163e+03,9.971153000930145227e-01
9.811824881492912027e+03,1.001909824136820726e+00
9.811853871065939529e+03,9.973155012917011009e-01
9.811882860638963393e+03,9.989138228519829354e-01
9.811911850211992714e+03,9.839318300303843134e-01
9.811940839785020216e+03,9.920224428021683361e-01
9.811969829358044080e+03,9.914233720981707743e-01
9.811998818931071582e+03,9.875282122144380947e-01
9.812027808504095447e+03,9.973168166441299665e-01
9.812056798077122949e+03,9.911243812255220442e-01
9.812085787650152270e+03,1.003410029420741756e+00
9.812114777223176134e+03,9.992152239918524748e-01
9.812143766796203636e+03,9.918242057728215988e-01
9.812172756369232957e+03,9.897269098185181857e-01
9.812201745942255002e+03,9.911254701775559228e-01
9.812230735515284323e+03,9.974182323599831701e-01
9.812259725088310006e+03,9.926241308714337519e-01
9.812288714661335689e+03,9.849334579231722175e-01
9.812317704234363191e+03,9.815376956900956351e-01
9.812346693807387055e+03,9.610621535034867824e-01
9.812375683380416376e+03,9.654571623590487706e-01
9.812404672953440240e+03,9.720495724965325657e-01
9.812433662526467742e+03,9.538712963566605696e-01
9.812462652099495244e+03,9.378904125487408372e-01
9.812491641672520927e+03,9.209107031608511074e-01
9.812520631245548429e+03,8.750651238693480938e-01
9.812549620818572294e+03,8.312171624111328594e-01
9.812578610391599796e+03,7.746841777456388023e-01
9.812607599964623660e+03,7.402250775900250934e-01
9.812636589537652981e+03,7.436212269013369180e-01
9.812665579110680483e+03,7.867704083574531548e-01
9.812694568683706166e+03,8.408067476774974125e-01
9.812723558256731849e+03,8.994376841117990296e-01
9.812752547829761170e+03,9.193144099580503603e-01
9.812781537402785034e+03,9.415883143021911428e-01
9.812810526975812536e+03,9.601665908531797911e-01
9.812839516548840038e+03,9.704546597431219501e-01
9.812868506121863902e+03,9.761481546952367472e-01
9.812897495694891404e+03,9.822411807827919894e-01
9.812926485267915268e+03,9.905316175785101596e-01
9.812955474840944589e+03,9.965247672676349477e-01
9.812984464413970272e+03,9.936284013085667777e-01
9.813013453986995955e+03,9.888342713241434767e-01
9.813042443560023457e+03,9.918309564049520022e-01
9.813071433133047321e+03,9.934292906807834500e-01
9.813100422706076642e+03,1.004616327921233454e+00
9.813129412279102326e+03,9.957270202662483749e-01
9.813158401852128009e+03,9.951279445120868594e-01
9.813187391425155511e+03,9.978249870595097271e-01
9.813216380998184832e+03,1.000921560390413578e+00
9.813245370571206877e+03,1.000821897471257271e+00
9.813274360144236198e+03,1.007314475985679358e+00
9.813303349717261881e+03,1.004118457871739256e+00
9.813332339290287564e+03,9.958284313237737440e-01
9.813361328863316885e+03,1.003719368154584402e+00
9.813390318436338930e+03,1.012808898846843775e+00
9.813419308009368251e+03,1.006316754730071761e+00
9.813448297582393934e+03,1.004519088930417636e+00
9.813477287155419617e+03,9.986262357271985524e-01
9.813506276728447119e+03,9.991258677361164464e-01
9.813535266301470983e+03,1.001223622254608037e+00
9.813564255874500304e+03,1.004519969670383484e+00
9.813593245447524168e+03,1.002522536073346071e+00
9.813622235020551670e+03,1.001124397846529179e+00
9.813651224593579173e+03,9.963302461263460197e-01
9.813680214166604856e+03,9.995267125597937508e-01
9.813709203739632358e+03,1.003122711483408258e+00
9.813738193312659860e+03,9.905376988410939942e-01
9.813767182885683724e+03,9.780525634915083755e-01
9.813796172458711226e+03,9.857437565149701486e-01
9.813825162031736909e+03,9.877416297203400752e-01
9.813854151604764411e+03,9.779533234034056832e-01
9.813883141177790094e+03,9.844459265476755983e-01
9.813912130750815777e+03,9.891406398139525047e-01
9.813941120323845098e+03,1.001326576395188628e+00
9.813970109896868962e+03,1.004023635949544246e+00
9.813999099469896464e+03,9.950343863739529171e-01
9.814028089042922147e+03,1.003524660630053855e+00
9.814057078615947830e+03,1.000328623175063214e+00
9.814086068188975332e+03,9.887424072996953139e-01
9.814115057761999196e+03,1.000029412003041518e+00
9.814144047335028517e+03,9.988310337160251073e-01
9.814173036908052381e+03,9.986314861451142111e-01
9.814202026481079884e+03,1.001328549741375751e+00
9.814231016054107386e+03,9.942370639476809657e-01
9.814260005627131250e+03,9.988319083656271857e-01
9.814288995200160571e+03,1.000030725551813493e+00
9.814317984773188073e+03,9.929392347825869436e-01
9.814346974346211937e+03,1.005025326130893015e+00
9.814375963919239439e+03,1.010419243112952614e+00
9.814404953492263303e+03,1.003028100026067904e+00
9.814433943065290805e+03,9.939389372186770988e-01
9.814462932638320126e+03,9.948381048075243260e-01
9.814491922211343990e+03,9.941391389269931267e-01
9.814520911784371492e+03,9.875470528627224853e-01
9.814549901357400813e+03,9.877470357429333214e-01
9.814578890930422858e+03,9.917425890875238847e-01
9.814607880503452179e+03,9.772597053413685231e-01
9.814636870076476043e+03,9.685700567957806761e-01
9.814665859649503545e+03,9.619779578705679457e-01
9.814694849222527409e+03,9.479944756690420471e-01
9.814723838795556730e+03,9.265197218010572389e-01
9.814752828368584233e+03,9.056442599029799201e-01
9.814781817941608097e+03,8.905620367472559806e-01
9.814810807514637418e+03,9.118374395850230574e-01
9.814839797087663101e+03,9.255216959977319302e-01
9.814868786660688784e+03,9.354103796946511284e-01
9.814897776233716286e+03,9.471968574649144434e-01
9.814926765806740150e+03,9.580843871376284460e-01
9.814955755379767652e+03,9.600822709034496638e-01
9.814984744952791516e+03,9.706701569204009283e-01
9.815013734525820837e+03,9.733672306012386422e-01
9.815042724098848339e+03,9.787611675301074454e-01
9.815071713671872203e+03,9.890494131320711757e-01
9.815100703244899705e+03,9.988382440980200228e-01
9.815129692817929026e+03,9.904482193156705083e-01
9.815158682390952890e+03,9.854542423689398589e-01
9.815187671963980392e+03,9.869527160713656988e-01
9.815216661537004256e+03,9.865533960945483960e-01
9.815245651110031758e+03,9.690739232948896165e-01
9.815274640683059260e+03,9.610834186058649919e-01
9.815303630256088582e+03,9.616829324529453382e-01
9.815332619829112446e+03,9.565890586067806733e-01
9.815361609402136310e+03,9.661781335873584897e-01
9.815390598975163812e+03,9.737695318931844923e-01
9.815419588548191314e+03,9.898510789850806235e-01
9.815448578121215178e+03,9.878536134714274164e-01
9.815477567694244499e+03,9.928480346416679314e-01
9.815506557267270182e+03,9.785648209059815139e-01
9.815535546840295865e+03,9.887532180969267337e-01
9.815564536413323367e+03,9.795640900567791354e-01
9.815593525986347231e+03,9.761682413232082300e-01
9.815622515559374733e+03,9.746701912216577668e-01
9.815651505132404054e+03,9.527957557011905720e-01
9.815680494705427918e+03,9.313208476606423813e-01
9.815709484278455420e+03,9.225312341226393764e-01
9.815738473851484741e+03,9.087474015156149498e-01
9.815767463424506786e+03,9.299230770548297942e-01
9.815796452997536107e+03,9.414099800706982046e-01
9.815825442570561790e+03,9.490013976675132357e-01
9.815854432143587474e+03,9.599888878825307836e-01
9.815883421716614976e+03,9.530970728800812752e-01
9.815912411289640659e+03,9.643842220687355304e-01
9.815941400862668161e+03,9.790674477115213215e-01
9.815970390435692025e+03,9.813650043782355947e-01
9.815999380008721346e+03,9.874581730596235785e-01
9.816028369581747029e+03,9.921529610750029482e-01
9.816057359154772712e+03,9.874586039727422104e-01
9.816086348727798395e+03,9.963485457857433891e-01
9.816115338300824078e+03,1.002841261359427971e+00
9.816144327873851580e+03,9.995452880160594633e-01
9.816173317446875444e+03,1.006337660990869631e+00
9.816202307019904765e+03,1.007836150300321698e+00
9.816231296592930448e+03,9.911556294130570155e-01
9.816260286165957950e+03,1.005539241918989246e+00
9.816289275738983633e+03,1.005239807066745206e+00
9.816318265312012954e+03,9.903571999897191613e-01
9.816347254885036818e+03,9.883597207175897070e-01
9.816376244458064320e+03,9.904575167008987657e-01
9.816405234031090004e+03,1.002244139734147499e+00
9.816434223604115687e+03,9.890595610425709783e-01
9.816463213177143189e+03,1.001645267681364748e+00
9.816492202750167053e+03,1.001245946570777923e+00
9.816521192323196374e+03,9.853644668994967493e-01
9.816550181896220238e+03,9.731787221296736012e-01
9.816579171469247740e+03,9.718804300914524186e-01
9.816608161042275242e+03,9.744776508403719673e-01
9.816637150615299106e+03,9.697832691825288842e-01
9.816666140188328427e+03,9.640900354511693360e-01
9.816695129761354110e+03,9.672865663069524222e-01
9.816724119334379793e+03,9.485083886147807064e-01
9.816753108907407295e+03,9.329265248683579204e-01
9.816782098480432978e+03,9.019623506656450074e-01
9.816811088053458661e+03,8.637065498972390509e-01
9.816840077626487982e+03,8.222544082181333369e-01
9.816869067199511846e+03,7.985818058711181555e-01
