wavelength_air_A,flux_normalized
1.028209373512771162e+04,1.003550042934159725e+00
1.028212272470073913e+04,9.956504740710206969e-01
1.028215171427376845e+04,9.939505964793885484e-01
1.028218070384679049e+04,9.922507187819008534e-01
1.028220969341981981e+04,9.885509402294339054e-01
1.028223868299284550e+04,9.942506952971561507e-01
1.028226767256587118e+04,1.001750361635054931e+00
1.028229666213889868e+04,9.999504890216581732e-01
1.028232565171192618e+04,9.949507746072905334e-01
1.028235464128495005e+04,9.896510746645768020e-01
1.028238363085798119e+04,9.854513200039741738e-01
1.028241262043100505e+04,9.804516045315667672e-01
1.028244161000403255e+04,9.774517900601206177e-01
1.028247059957706006e+04,9.720520936569967407e-01
1.028249958915008392e+04,9.828515991273147900e-01
1.028252857872311142e+04,9.953510218021531797e-01
1.028255756829613529e+04,9.934511534528176480e-01
1.028258655786916461e+04,9.967510295170252110e-01
1.028261554744219029e+04,1.003350743864138028e+00
1.028264453701521961e+04,9.956511601685574808e-01
1.028267352658824166e+04,9.982510710776354435e-01
1.028270251616127098e+04,9.994510507738429972e-01
1.028273150573429666e+04,9.950513046230995418e-01
1.028276049530732416e+04,9.904515679358418812e-01
1.028278948488034803e+04,9.942514205099561853e-01
1.028281847445337735e+04,9.980512734010433817e-01
1.028284746402639939e+04,9.970513607567614844e-01
1.028287645359942871e+04,9.992512920842129276e-01
1.028290544317245076e+04,1.001251233346153846e+00
1.028293443274548008e+04,9.962515154389182115e-01
1.028296342231850758e+04,9.952516026643899449e-01
1.028299241189153690e+04,9.950516509661617714e-01
1.028302140146456441e+04,9.903519177433497411e-01
1.028305039103758827e+04,9.959516845312482713e-01
1.028307938061061213e+04,9.964516989779009792e-01
1.028310837018363782e+04,1.000151558505113947e+00
1.028313735975665986e+04,1.003851418343564506e+00
1.028316634932969282e+04,9.984517185150524332e-01
1.028319533890271850e+04,1.000451660758107320e+00
1.028322432847574964e+04,1.006551405248372610e+00
1.028325331804877169e+04,1.003251603666951874e+00
1.028328230762179555e+04,1.006851469284589795e+00
1.028331129719482306e+04,1.001651759007102127e+00
1.028334028676785056e+04,1.000551851054891417e+00
1.028336927634087442e+04,1.000551890151180956e+00
1.028339826591390374e+04,9.971520926134713747e-01
1.028342725548693124e+04,1.003951805204871039e+00
1.028345624505995511e+04,1.001751950024820204e+00
1.028348523463298261e+04,1.000652041979101847e+00
1.028351422420601011e+04,1.000252100350995432e+00
1.028354321377903398e+04,9.983522304841184747e-01
1.028357220335206512e+04,1.002752059308576360e+00
1.028360119292508898e+04,9.889527578717599576e-01
1.028363018249811648e+04,9.848529924098373689e-01
1.028365917207114035e+04,9.800532600310724041e-01
1.028368816164416967e+04,9.770534415284533036e-01
1.028371715121719171e+04,9.771534752207692298e-01
