line_id,physical_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew,lab_source_tag,gf_sigma_dex,gf_source_doi,is_diagnostic,gf_tier,diagnostic_excluded_by_registry,band,wavelength_frame,external_membership,reference_gf_source,reference_gf_sigma_dex,DH23_matches,physical_identity_status,reference_grade,codex_grade,deep_grade,measurement_eligibility,abundance
gf_118255,pk_9e9b5eb3b948,14,1.0,Si I,8142.824,6.079,1,-2.665,K07,,synth(GES),single_source,-2.665,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118256,pk_46c83e9ac540,14,1.0,Si I,8145.994,6.399,1,-2.942,K07,,synth(GES),single_source,-2.942,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118257,pk_cd33930f86ee,14,1.0,Si I,8150.555,5.614,1,-2.88,K07,,synth(GES),single_source,-2.88,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118258,pk_7e2c10e1760c,14,1.0,Si I,8154.868,6.099,1,-1.766,K07,,synth(GES),single_source,-1.766,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118259,pk_0db47aa5320d,14,1.0,Si I,8157.931,6.125,1,-7.287,K07,,synth(GES),single_source,-7.287,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118260,pk_4ef68026eb84,14,1.0,Si I,8162.162,5.616,1,-2.401,K07,,synth(GES),single_source,-2.401,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118261,pk_ccbdf4ce487b,14,1.0,Si I,8164.308,6.083,1,-2.846,K07,,synth(GES),single_source,-2.846,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118262,pk_f22e21cc10ac,14,1.0,Si I,8171.285,6.099,1,-2.142,K07,,synth(GES),single_source,-2.142,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118263,pk_f09d85745a80,14,1.0,Si I,8172.605,6.399,1,-2.621,K07,,synth(GES),single_source,-2.621,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118264,pk_582a565f44ef,14,1.0,Si I,8195.451,5.964,1,-2.236,K07,,synth(GES),single_source,-2.236,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118265,pk_ea06166e376b,14,1.0,Si I,8197.317,6.125,1,-2.752,K07,,synth(GES),single_source,-2.752,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118266,pk_07c4baeb8995,14,1.0,Si I,8199.811,5.614,1,-3.546,K07,,synth(GES),single_source,-3.546,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118267,pk_e78dd0a7be0e,14,1.0,Si I,8202.919,6.223,1,-1.858,K07,,synth(GES),single_source,-1.858,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118268,pk_50be4beda4be,14,1.0,Si I,8211.558,5.616,1,-2.395,K07,,synth(GES),single_source,-2.395,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118269,pk_a22e1ac2aa2f,14,1.0,Si I,8214.743,6.261,1,-2.229,K07,,synth(GES),single_source,-2.229,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118270,pk_1441dab768a3,14,1.0,Si I,8215.123,6.261,1,-2.279,K07,,synth(GES),single_source,-2.279,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118271,pk_4910a33b58fd,14,1.0,Si I,8216.029,6.261,1,-1.15,K07,,synth(GES),single_source,-1.15,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118272,pk_ddebbfcc1c87,14,1.0,Si I,8221.058,6.223,1,-2.075,K07,,synth(GES),single_source,-2.075,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118273,pk_128c39c64aea,14,1.0,Si I,8222.883,6.099,1,-5.972,K07,,synth(GES),single_source,-5.972,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118274,pk_944ff68d4797,14,1.0,Si I,8226.435,6.269,1,-3.406,K07,,synth(GES),single_source,-3.406,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118275,pk_7f3fd624be63,14,1.0,Si I,8230.635,5.619,1,-1.651,K07,,synth(GES),single_source,-1.651,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118276,pk_729fc6025aa7,14,1.0,Si I,8236.067,6.125,1,-2.969,K07,,synth(GES),single_source,-2.969,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118277,pk_cf47e0b81e68,14,1.0,Si I,8236.069,6.399,1,-1.587,K07,,synth(GES),single_source,-1.587,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118278,pk_2944937c1d0d,14,1.0,Si I,8250.564,6.099,1,-3.517,K07,,synth(GES),single_source,-3.517,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118279,pk_d067bf16ecb4,14,1.0,Si I,8253.938,6.125,1,-2.425,K07,,synth(GES),single_source,-2.425,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118280,pk_1bca967f0f64,14,1.0,Si I,8259.918,6.269,1,-1.77,K07,,synth(GES),single_source,-1.77,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118281,pk_8bbc7ad88567,14,1.0,Si I,8264.594,6.261,1,-3.342,K07,,synth(GES),single_source,-3.342,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118282,pk_d4d3ad92cb6c,14,1.0,Si I,8294.684,5.614,1,-2.587,K07,,synth(GES),single_source,-2.587,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118283,pk_aee645a45aa6,14,1.0,Si I,8297.721,6.125,1,-2.074,K07,,synth(GES),single_source,-2.074,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118284,pk_12ceb867d8ba,14,1.0,Si I,8305.733,5.984,1,-3.143,K07,,synth(GES),single_source,-3.143,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118285,pk_51189c65edd3,14,1.0,Si I,8306.705,5.616,1,-2.101,K07,,synth(GES),single_source,-2.101,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118286,pk_895abe825c71,14,1.0,Si I,8310.321,6.269,1,-2.748,K07,,synth(GES),single_source,-2.748,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118287,pk_2f0192b28c6b,14,1.0,Si I,8315.503,5.954,1,-3.516,K07,,synth(GES),single_source,-3.516,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118288,pk_446ad247a958,14,1.0,Si I,8317.305,6.261,1,-2.241,K07,,synth(GES),single_source,-2.241,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118289,pk_574810a0e0c5,14,1.0,Si I,8317.394,5.614,1,-2.26,K07,,synth(GES),single_source,-2.26,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118290,pk_f15bacf82b93,14,1.0,Si I,8337.725,5.954,1,-3.453,K07,,synth(GES),single_source,-3.453,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118291,pk_3985aa0f11ad,14,1.0,Si I,8338.33,5.863,1,-1.667,K07,,synth(GES),single_source,-1.667,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118292,pk_979d5d2aa2ad,14,1.0,Si I,8345.855,6.269,1,-2.561,K07,,synth(GES),single_source,-2.561,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118293,pk_b112aeeca1ff,14,1.0,Si I,8350.383,6.399,1,-3.556,K07,,synth(GES),single_source,-3.556,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118294,pk_a951ce428a45,14,1.0,Si I,8353.719,6.223,1,-2.279,K07,,synth(GES),single_source,-2.279,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118295,pk_3da00536457d,14,1.0,Si I,8363.618,6.269,1,-2.845,K07,,synth(GES),single_source,-2.845,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118296,pk_bca2e6290200,14,1.0,Si I,8365.508,6.261,1,-3.007,K07,,synth(GES),single_source,-3.007,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118297,pk_48e440a54c68,14,1.0,Si I,8371.043,6.274,1,-2.688,K07,,synth(GES),single_source,-2.688,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118298,pk_de6b74f2e292,14,1.0,Si I,8374.978,5.863,1,-3.672,K07,,synth(GES),single_source,-3.672,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118299,pk_aeffef3404df,14,1.0,Si I,8386.118,6.261,1,-4.387,K07,,synth(GES),single_source,-4.387,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118300,pk_e33af06773b2,14,1.0,Si I,8395.313,5.964,1,-3.07,K07,,synth(GES),single_source,-3.07,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118301,pk_d53d5cb989e3,14,1.0,Si I,8396.819,6.125,1,-3.016,K07,,synth(GES),single_source,-3.016,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118302,pk_c9aaf59415ad,14,1.0,Si I,8397.949,5.616,1,-5.126,K07,,synth(GES),single_source,-5.126,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118303,pk_6927c0f89e41,14,1.0,Si I,8402.986,5.954,1,-4.641,K07,,synth(GES),single_source,-4.641,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118304,pk_bb6d6d9342fb,14,1.0,Si I,8412.361,6.269,1,-3.463,K07,,synth(GES),single_source,-3.463,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118305,pk_85fdce9459f1,14,1.0,Si I,8417.903,5.619,1,-4.596,K07,,synth(GES),single_source,-4.596,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118306,pk_f2dd62f4c557,14,1.0,Si I,8418.797,6.399,1,-1.548,K07,,synth(GES),single_source,-1.548,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118307,pk_bbc0e51b830b,14,1.0,Si I,8435.271,4.93,1,-3.138,K07,,synth(GES),single_source,-3.138,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118308,pk_c493317f5761,14,1.0,Si I,8437.953,6.274,1,-3.998,K07,,synth(GES),single_source,-3.998,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118309,pk_2fa0cd3833ad,14,1.0,Si I,8443.969,5.871,1,-0.884,K07,,synth(GES),single_source,-0.884,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118310,pk_5b481b6da0ff,14,1.0,Si I,8444.406,5.871,1,-5.601,K07,,synth(GES),single_source,-5.601,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118311,pk_5255445ceb38,14,1.0,Si I,8461.483,5.964,1,-2.757,K07,,synth(GES),single_source,-2.757,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118312,pk_9050ff4181ed,14,1.0,Si I,8474.37,6.181,1,-3.092,K07,,synth(GES),single_source,-3.092,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118313,pk_94d185b05a91,14,1.0,Si I,8474.74,6.181,1,-2.556,K07,,synth(GES),single_source,-2.556,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118314,pk_8ff6d87d15c4,14,1.0,Si I,8492.077,5.863,1,-2.742,K07,,synth(GES),single_source,-2.742,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118315,pk_0750cff7eee8,14,1.0,Si I,8501.544,5.871,1,-0.817,K07,,synth(GES),single_source,-0.817,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118316,pk_68c03c7763fc,14,1.0,Si I,8502.219,5.871,1,-0.627,K07,,synth(GES),single_source,-0.627,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118317,pk_cd9f50bb757f,14,1.0,Si I,8506.633,6.269,1,-2.879,K07,,synth(GES),single_source,-2.879,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118318,pk_e388240fe9f4,14,1.0,Si I,8509.656,5.863,1,-3.679,K07,,synth(GES),single_source,-3.679,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118319,pk_3c7d0395e840,14,1.0,Si I,8510.245,6.181,1,-1.702,K07,,synth(GES),single_source,-1.702,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118320,pk_a61348b8e358,14,1.0,Si I,8510.661,6.223,1,-3.606,K07,,synth(GES),single_source,-3.606,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118321,pk_52ca16bc0a4f,14,1.0,Si I,8510.782,6.181,1,-2.847,K07,,synth(GES),single_source,-2.847,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
