line_id,band,species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,gf_tier,gf_quality_class,gf_sigma_dex,gf_source_doi,DH23_matches,physical_identity_status,solar_feature_depth,depth_ambiguous,depth_route,recipe_grade,reference_role,blend_flag,transition_match_required,gf_action
gf_117214,VIS,Si I,3905.523,1.9087,-1.077,VALD3,VALD3,PRIMARY_LAB_CANDIDATE_DH23,,,1,HOLD_levels_and_J_not_in_canonical_schema,0.98,False,DEEP_DEPTH_ROUTE,LAB_CANDIDATE_TRANSITION_HOLD,explicitly_rejected,True,yes,charge cited laboratory sigma when transition identity is confirmed
gf_117215,VIS,Si I,4102.936,1.9087,-3.026,VALD3,VALD3,PRIMARY_LAB_CANDIDATE_DH23,,,1,HOLD_levels_and_J_not_in_canonical_schema,0.919,False,DEEP_DEPTH_ROUTE,LAB_CANDIDATE_TRANSITION_HOLD,explicitly_rejected,True,yes,charge cited laboratory sigma when transition identity is confirmed
gf_117235,VIS,Si I,4384.418,5.082,-5.281,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117236,VIS,Si I,4387.655,4.93,-2.802,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.098,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117237,VIS,Si I,4388.256,5.082,-3.427,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.018,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117238,VIS,Si I,4391.043,4.92,-4.447,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.003,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117239,VIS,Si I,4392.56,4.93,-2.404,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.206,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117240,VIS,Si I,4401.204,4.954,-4.113,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.005,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117241,VIS,Si I,4401.313,4.954,-5.105,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117242,VIS,Si I,4401.573,4.954,-3.923,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.008,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117243,VIS,Si I,4405.968,4.93,-4.321,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.003,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117244,VIS,Si I,4415.474,4.954,-2.734,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.106,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117245,VIS,Si I,4418.314,5.082,-2.237,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.208,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117246,VIS,Si I,4425.486,4.954,-2.626,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.13,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117247,VIS,Si I,4430.475,4.954,-2.08,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.318,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117248,VIS,Si I,4431.691,4.93,-2.498,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.172,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117249,VIS,Si I,4434.677,4.92,-3.021,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.064,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117250,VIS,Si I,4443.68,5.082,-2.816,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.069,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117251,VIS,Si I,4444.116,4.954,-4.474,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.002,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117252,VIS,Si I,4448.792,4.93,-3.489,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.022,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117253,VIS,Si I,4449.901,4.93,-3.104,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.052,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117254,VIS,Si I,4449.926,4.954,-3.521,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.02,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117255,VIS,Si I,4451.38,4.92,-4.256,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.004,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117256,VIS,Si I,4466.719,4.93,-3.936,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.008,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117257,VIS,Si I,4469.394,7.104,-3.238,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117258,VIS,Si I,4475.98,7.108,-3.014,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117259,VIS,Si I,4487.688,4.954,-2.665,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.118,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117260,VIS,Si I,4488.817,4.954,-2.756,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.099,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117261,VIS,Si I,4496.432,5.082,-2.299,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.182,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117262,VIS,Si I,4504.101,7.125,-2.589,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.001,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117263,VIS,Si I,4519.103,7.134,-3.243,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117264,VIS,Si I,4545.33,5.082,-3.093,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.037,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117265,VIS,Si I,4551.588,4.92,-3.94,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.008,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117266,VIS,Si I,4551.812,5.082,-3.263,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.026,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117267,VIS,Si I,4567.519,4.93,-3.601,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.017,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117268,VIS,Si I,4567.626,4.93,-4.087,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.006,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117269,VIS,Si I,4577.92,4.93,-4.553,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.002,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117270,VIS,Si I,4601.257,5.082,-2.091,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.246,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117271,VIS,Si I,4608.529,4.954,-4.407,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.002,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117272,VIS,Si I,4608.638,4.954,-5.283,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117273,VIS,Si I,4619.118,4.954,-4.539,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.002,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117274,VIS,Si I,4619.276,4.954,-3.507,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.02,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117275,VIS,Si I,4627.383,5.082,-1.64,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.419,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117276,VIS,Si I,4638.38,5.082,-3.618,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.011,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117277,VIS,Si I,4640.364,4.93,-4.725,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.001,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117278,VIS,Si I,4643.861,5.082,-3.023,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.041,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117279,VIS,Si I,4658.85,5.082,-2.339,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.161,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117280,VIS,Si I,4663.363,4.93,-3.959,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.007,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117281,VIS,Si I,4682.531,4.954,-5.138,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117282,VIS,Si I,4682.699,4.954,-4.658,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.001,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117283,VIS,Si I,4682.897,4.954,-3.682,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.013,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117284,VIS,Si I,4687.62,5.082,-2.942,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.047,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117285,VIS,Si I,4699.988,7.527,-7.531,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117286,VIS,Si I,4706.757,5.082,-2.372,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.149,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117287,VIS,Si I,4707.999,5.082,-2.854,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.056,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117288,VIS,Si I,4719.946,7.519,-9.718,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,,False,DEPTH_UNMEASURED,DEPTH_UNMEASURED,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117289,VIS,Si I,4721.571,4.92,-2.357,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.203,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117290,VIS,Si I,4726.829,5.082,-2.743,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.07,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117291,VIS,Si I,4738.832,4.93,-2.525,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.149,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,False,yes,charge systematic:K07; retain line in ungraded pool
gf_117292,VIS,Si I,4747.993,4.93,-2.057,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.308,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117293,VIS,Si I,4755.276,4.92,-3.197,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.038,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117294,VIS,Si I,4758.975,4.954,-2.664,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.108,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117295,VIS,Si I,4772.784,4.93,-3.213,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.036,False,BELOW_OBSERVABILITY_FLOOR,BELOW_OBSERVABILITY_FLOOR,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117296,VIS,Si I,4782.991,4.954,-2.233,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.23,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
gf_117297,VIS,Si I,4792.213,4.93,-2.141,K07,KURUCZ,systematic:K07,,,0,HOLD_levels_and_J_not_in_canonical_schema,0.273,False,CODEX_DEPTH_WINDOW,UNGRADED_CODEX_DEPTH_DIAGNOSTIC,not_in_RYA1169_source_set,True,yes,charge systematic:K07; retain line in ungraded pool
