element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,4720.962,,,7.423,True,nan,4.1544,6.7799,-1.86,1,gt02,"transition energy Eup-Elo 2.6255 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6254999999999997,,,0.05481750601784838,
Fe,I,VIS,4726.137,,,7.285,True,nan,2.998,5.6207,-2.89,1,gt02,"transition energy Eup-Elo 2.6227 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6227,,,0.022445276457312202,
Fe,I,VIS,4741.069,,,7.461,True,nan,3.332,5.9464,-2.4,1,gt02,"transition energy Eup-Elo 2.6144 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6144,,,0.039995839733391506,
Fe,I,VIS,4787.827,,,7.549,True,nan,2.998,5.5869,-2.62,1,gt02,,True,True,True,True,True,2.5888999999999998,0.023322555397993425,,0.023322555397993425,7.572322555397994
Fe,I,VIS,4807.708,,,7.557,True,nan,3.3683,5.9464,-2.15,1,gt02,,True,True,True,True,True,2.5780999999999996,0.04321664836067324,,0.04321664836067324,7.600216648360673
Fe,I,VIS,4860.978,,,7.837,True,nan,3.3965,5.9464,-2.33,1,gt02,,True,True,True,True,True,2.5498999999999996,0.03945939115555881,,0.03945939115555881,7.876459391155558
Fe,I,VIS,4875.877,,,7.528,True,nan,3.332,5.8741,-1.9,1,gt02,,True,True,True,True,True,2.5421000000000005,0.03175836909793395,,0.03175836909793395,7.559758369097933
Fe,I,VIS,4896.439,,,7.553,True,nan,3.8835,6.4149,-1.89,1,gt02,,True,True,True,True,True,2.5314,0.05212233923886708,,0.05212233923886708,7.605122339238867
Fe,I,VIS,4905.133,,,7.287,True,nan,3.9286,6.4555,-1.73,1,gt02,,True,True,True,True,True,2.5269,0.055686968430200365,0.05882795680102536,0.055686968430200365,7.3426869684302005
Fe,I,VIS,4907.732,,,7.349,True,nan,3.4302,5.9558,-1.7,1,gt02,,True,True,True,True,True,2.5256,0.022977314576195146,0.019985411580598994,0.022977314576195146,7.3719773145761955
Fe,I,VIS,4911.529,,,7.609,True,nan,4.2562,6.7799,-1.84,1,gt02,,True,True,True,True,True,2.5237,0.04223647588312493,,0.04223647588312493,7.651236475883125
Fe,I,VIS,4911.779,,,7.615,True,nan,3.9286,6.4521,-1.75,1,gt02,,True,True,True,True,True,2.5235,0.055068645550784806,,0.055068645550784806,7.670068645550785
Fe,I,VIS,4933.873,,,7.376,True,nan,3.9433,6.4555,-1.56,1,gt02,,True,True,True,True,True,2.5122,0.050245292344408166,0.052686826173689055,0.050245292344408166,7.426245292344409
Fe,I,VIS,4934.084,,,7.312,True,nan,3.3014,5.8135,-2.39,1,gt02,,True,True,True,True,True,2.5121,0.03621609981615166,0.038354624582249766,0.03621609981615166,7.348216099816152
Fe,I,VIS,5023.498,,,7.547,True,nan,4.3125,6.7799,-1.67,1,gt02,,True,True,True,True,True,2.4673999999999996,0.04981460520903731,,0.04981460520903731,7.596814605209037
Fe,I,VIS,5099.077,,,7.441,True,nan,3.9841,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.4308,0.027085647260332885,0.0281918661708994,0.027085647260332885,7.468085647260333
Fe,I,VIS,5129.631,,,7.592,True,nan,3.9433,6.3597,-1.67,1,gt02,,True,True,True,True,True,2.4164000000000003,0.03669026343615492,,0.03669026343615492,7.628690263436154
Fe,I,VIS,5285.127,,,7.621,True,nan,4.4346,6.7799,-1.66,1,gt02,,True,True,True,True,True,2.3453,0.05090881668623885,,0.05090881668623885,7.67190881668624
Fe,I,VIS,5288.525,,,7.344,True,nan,3.6946,6.0383,-1.49,1,gt02,,True,True,True,True,True,2.3436999999999997,0.02630381045130932,0.0254419134783892,0.02630381045130932,7.3703038104513094
Fe,I,VIS,5373.709,,,7.416,True,nan,4.4733,6.7799,-0.71,1,gt02,,True,True,True,True,True,2.3065999999999995,0.05058577740355617,0.04944601990512949,0.05058577740355617,7.466585777403557
Fe,I,VIS,5379.574,,,7.444,True,nan,3.6946,5.9987,-1.42,1,gt02,,True,True,True,True,True,2.3041000000000005,0.034580951532688725,0.0338686615537868,0.034580951532688725,7.478580951532689
Fe,I,VIS,5403.822,,,7.265,True,nan,4.0758,6.3696,-0.98,1,gt02,,True,True,True,True,True,2.2938,0.04371360799181728,0.0417397381109962,0.04371360799181728,7.308713607991817
Fe,I,VIS,5473.9,,,7.515,True,nan,4.1544,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.2643000000000004,0.05010744485954763,,0.05010744485954763,7.565107444859548
Fe,I,VIS,5481.438,,,7.607,True,nan,4.1909,6.4521,-1.33,1,gt02,,True,True,True,True,True,2.2611999999999997,0.04698435225391012,,0.04698435225391012,7.65398435225391
Fe,I,VIS,5483.099,,,7.467,True,nan,4.1544,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.2605000000000004,0.045222918141606075,,0.045222918141606075,7.512222918141606
Fe,I,VIS,5493.499,,,6.837,True,nan,4.1034,6.3597,-1.48,1,gt02,,True,True,True,True,True,2.2563000000000004,0.042726637813379945,0.05159456724442231,0.042726637813379945,6.87972663781338
Fe,I,VIS,5532.747,,,7.232,True,nan,3.5732,5.8135,-1.89,1,gt02,,True,True,True,True,True,2.2403000000000004,0.046594221065015554,0.04364338647445494,0.046594221065015554,7.278594221065016
Fe,I,VIS,5538.516,,,7.508,True,nan,4.2176,6.4555,-1.54,2,gt02,,True,True,True,True,True,2.2379,0.03681450088632292,,0.03681450088632292,7.544814500886323
Fe,I,VIS,5554.894,,,7.348,True,nan,4.5485,6.7799,-0.27,1,gt02,,True,True,True,True,True,2.2314,0.0568097434599899,0.05756152842740962,0.0568097434599899,7.40480974345999
Fe,I,VIS,5563.6,,,7.396,True,nan,4.1909,6.4187,-0.75,1,gt02,,True,True,True,True,True,2.2278000000000002,0.05065153005982703,0.05007077225579394,0.05065153005982703,7.446651530059827
Fe,I,VIS,5573.102,,,7.439,True,nan,4.1909,6.4149,-1.29,1,gt02,,True,True,True,True,True,2.224,0.044210128973034626,0.0445718319570801,0.044210128973034626,7.483210128973035
Fe,I,VIS,5602.767,,,7.525,True,nan,4.1544,6.3666,-0.95,1,gt02,,True,True,True,True,True,2.2122,0.04701652371697164,,0.04701652371697164,7.572016523716972
Fe,I,VIS,5618.632,,,7.395,True,nan,4.2089,6.4149,-1.25,1,gt02,,True,True,True,True,True,2.2060000000000004,0.04389422857419335,0.04511252286876169,0.04389422857419335,7.438894228574193
Fe,I,VIS,5638.262,,,7.449,True,nan,4.2204,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.1983000000000006,0.05012358277772211,0.05012510271601296,0.05012358277772211,7.499123582777722
Fe,I,VIS,5658.532,,,7.4,True,nan,3.4302,5.6207,-1.85,1,gt02,,True,True,True,True,True,2.1905,0.04808774987430581,0.046574510198092015,0.04808774987430581,7.448087749874306
Fe,I,VIS,5705.992,,,7.56,True,nan,4.6076,6.7799,-0.46,1,gt02,,True,True,True,True,True,2.1723,0.05751706010122265,,0.05751706010122265,7.617517060101222
Fe,I,VIS,5712.131,,,7.471,True,nan,3.417,5.5869,-2.01,1,gt02,,True,True,True,True,True,2.1699,0.043387228925860555,,0.043387228925860555,7.514387228925861
Fe,I,VIS,5717.833,,,7.546,True,nan,4.2843,6.4521,-0.96,1,gt02,,True,True,True,True,True,2.1677999999999997,0.04301429425372978,,0.04301429425372978,7.58901429425373
Fe,I,VIS,5753.122,,,7.555,True,nan,4.2605,6.4149,-0.62,1,gt02,,True,True,True,True,True,2.1544,0.04462945358171716,,0.04462945358171716,7.599629453581717
Fe,I,VIS,5775.081,,,7.558,True,nan,4.2204,6.3666,-1.08,1,gt02,,True,True,True,True,True,2.1462000000000003,0.03805117401006712,,0.03805117401006712,7.596051174010067
Fe,I,VIS,5784.658,,,7.616,True,nan,3.3965,5.5392,-2.67,1,gt02,,True,True,True,True,True,2.1427,0.027113787342301007,,0.027113787342301007,7.6431137873423
Fe,I,VIS,6003.011,,,7.606,True,nan,3.8816,5.9464,-1.1,1,gt02,,True,True,True,True,True,2.0647999999999995,0.03287278667671062,,0.03287278667671062,7.6388727866767105
Fe,I,VIS,6008.556,,,7.608,True,nan,3.8835,5.9464,-0.98,1,gt02,,True,True,True,True,True,2.0628999999999995,0.022402290701225097,,0.022402290701225097,7.630402290701225
Fe,I,VIS,6056.005,,,7.377,True,nan,4.7331,6.7799,-0.32,1,gt02,,True,True,True,True,True,2.0467999999999993,0.05720691782490139,0.05328705632414048,0.05720691782490139,7.434206917824901
Fe,I,VIS,6141.731,,,7.845,True,nan,3.6025,5.6207,-1.46,1,gt02,,True,True,True,True,True,2.0182,0.039961741430695,,0.039961741430695,7.884961741430695
Fe,I,VIS,6232.64,,,7.469,True,nan,3.6537,5.6424,-1.24,1,gt02,,True,True,True,True,True,1.9887000000000001,0.041734773145468515,,0.041734773145468515,7.510734773145469
Fe,I,VIS,6315.811,,,7.379,True,nan,4.0758,6.0383,-1.63,1,gt02,,True,True,True,True,True,1.9624999999999995,0.0277970862274399,0.026995790202681363,0.0277970862274399,7.4067970862274395
Fe,I,VIS,6336.823,,,7.481,True,nan,3.6864,5.6424,-0.85,1,gt02,,True,True,True,True,True,1.9560000000000004,0.0280257212833573,,0.0280257212833573,7.509025721283357
Fe,I,VIS,6408.017,,,7.479,True,nan,3.6864,5.6207,-0.99,1,gt02,,True,True,True,True,True,1.9343000000000004,0.03190386815906515,,0.03190386815906515,7.510903868159065
Fe,I,VIS,6627.544,,,7.591,True,nan,4.5485,6.4187,-1.59,1,gt02,,True,True,True,True,True,1.8702000000000005,0.04142924211267637,,0.04142924211267637,7.632429242112677
Fe,I,VIS,6663.231,,,7.402,True,nan,4.5585,6.4187,-1.2,1,gt02,,True,True,True,True,True,1.8601999999999999,0.021507975112245198,0.017562677130906326,0.021507975112245198,7.423507975112245
Fe,I,VIS,6705.101,,,7.307,True,nan,4.607,6.4555,-0.87,1,gt02,,True,True,True,True,True,1.8484999999999996,0.02415526698539089,0.023734630081987756,0.02415526698539089,7.331155266985391
Fe,I,VIS,6725.356,,,7.376,True,nan,4.1034,5.9464,-2.1,1,gt02,,True,True,True,True,True,1.843,0.042986682528911496,0.04347902265834225,0.042986682528911496,7.418986682528912
Fe,I,VIS,6841.339,,,7.235,True,nan,4.607,6.4187,-0.49,1,gt02,"transition energy Eup-Elo 1.8117 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8117,,,0.019113113510113758,
Fe,I,VIS,6843.655,,,7.413,True,nan,4.5485,6.3597,-0.73,1,gt02,"transition energy Eup-Elo 1.8112 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8112000000000004,,,0.00919122701788739,
Fe,I,VIS,6855.161,,,7.467,True,nan,4.5585,6.3666,-0.49,1,gt02,"transition energy Eup-Elo 1.8081 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8080999999999996,,,0.01618210336503638,
Fe,I,VIS,6858.148,,,7.447,True,nan,4.6076,6.4149,-0.9,1,gt02,"transition energy Eup-Elo 1.8073 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8073000000000006,,,0.01759479814929809,
