wave_A,observed_kpno,synth_best_fit,synth_literature,synth_effectively_no_Al,al_signal_best_minus_no_al
3056.426,0.7791239393942306,0.8944088245230525,0.895658238982664,0.8944012926614427,7.53186160973307e-06
3056.428,0.7768996969696357,0.8896274677276249,0.8909389618528755,0.8896195838469254,7.883880699499635e-06
3056.43,0.7747094594595261,0.8829184074585793,0.8843180206241797,0.882910026125795,8.381332784246354e-06
3056.432,0.7725418918923981,0.875095245537075,0.8765993575253688,0.8750862774826976,8.968054377334056e-06
3056.4339999999997,0.7701779411772343,0.86716827894913,0.8687806834500902,0.867158706043714,9.57290541592215e-06
3056.4359999999997,0.7677469696978174,0.8596337673938161,0.8613519157636532,0.8596236056839514,1.0161709864786594e-05
3056.4379999999996,0.7652863636368215,0.8526436440212358,0.8544629205629845,0.8526329187075982,1.0725313637660605e-05
3056.4399999999996,0.7629064705884769,0.8462556852666183,0.8481705302926016,0.8462444239461534,1.1261320464917013e-05
3056.4419999999996,0.7606476470591559,0.8404969295647922,0.8425011604746946,0.8404851602376506,1.1769327141530894e-05
3056.4439999999995,0.7584300000003183,0.835371503568996,0.8374585523812565,0.835359253343202,1.2250225793986047e-05
3056.4459999999995,0.7562397058826078,0.8308636172790314,0.8330267500908768,0.8308509114121393,1.270586689205988e-05
3056.4479999999994,0.7542338235297471,0.826941131834169,0.8291736432207839,0.8269279931414659,1.3138692703029697e-05
3056.4499999999994,0.7523116666670238,0.8235595169064488,0.8258548926522981,0.8235459655486085,1.3551357840313472e-05
3056.4519999999993,0.7505450000004017,0.8206656211965349,0.8230176689537579,0.820651674816247,1.3946380287843674e-05
3056.4539999999993,0.7488117647063273,0.8182012760248011,0.8206042224730052,0.8181869501815919,1.4325843209150868e-05
3056.455999999999,0.7471058823534545,0.8161068751031586,0.8185554255491072,0.8160921839440735,1.4691159085145067e-05
3056.457999999999,0.7456200000004936,0.8143242970486839,0.8168136612247282,0.8143092541217701,1.5042926913788612e-05
3056.459999999999,0.744223636364049,0.812798790461329,0.8153246838803302,0.8127834095652717,1.5380896057237692e-05
3056.461999999999,0.7431145454549352,0.8114801002197787,0.8140387279308733,0.8114643961981316,1.5704021647078292e-05
3056.463999999999,0.7422335294120005,0.8103230577358496,0.8129110853142351,0.810307047141835,1.60105940145705e-05
3056.465999999999,0.7415805882355562,0.8092877152335867,0.8119022315365679,0.8092714168078636,1.629842572303808e-05
3056.467999999999,0.7412803030304097,0.8083391167730055,0.8109775924586813,0.8083225516964014,1.6565076604080353e-05
3056.469999999999,0.7411299999998783,0.8074468153712806,0.8101070602737377,0.8074300072759605,1.6808095320119953e-05
3056.471999999999,0.7413299999998703,0.806584233476637,0.80926435494733,0.8065672082210397,1.702525559732493e-05
3056.473999999999,0.7416674999996551,0.8057279411645831,0.8084263045994113,0.805710726397342,1.7214767241147122e-05
3056.4759999999987,0.7421730555551979,0.8048569172230469,0.8075721095697918,0.8048395417688919,1.7375454154922032e-05
3056.4779999999987,0.7428355882348044,0.8039518580848071,0.806682655032997,0.8039343511830411,1.7506901765940164e-05
3056.4799999999987,0.7435826470584038,0.8029945440231722,0.8057398804698835,0.8029769344749512,1.7609548220942628e-05
3056.4819999999986,0.7444191176465581,0.8019672188532515,0.8047261611302996,0.8019495341654255,1.768468782603616e-05
3056.4839999999986,0.7452439393934316,0.8008519859063036,0.8036237051844553,0.8008342514958131,1.7734410490466423e-05
3056.4859999999985,0.7460196969690983,0.7996302476923031,0.8024139946858703,0.7996124861871139,1.77615051891733e-05
3056.4879999999985,0.7465876470584617,0.7982821811834852,0.8010772617158693,0.7982644118586772,1.7769324807903608e-05
3056.4899999999984,0.7470170588231503,0.7967862281222199,0.7995919787868979,0.7967684665092543,1.7761612965627727e-05
3056.4919999999984,0.7469454545455808,0.7951185886651367,0.7979343519055143,0.7951008463606715,1.7742304465273584e-05
3056.4939999999983,0.7466445945954479,0.7932527130044341,0.7960778110287631,0.7932349976918017,1.7715312632393676e-05
3056.4959999999983,0.7458229729736899,0.7911587871675002,0.7939924941454272,0.7911411028516326,1.768431586757213e-05
3056.4979999999982,0.7445906060621217,0.7888031990736186,0.791644711036389,0.788785546518712,1.7652554906599782e-05
3056.499999999998,0.7427421212138534,0.786147965436479,0.7889963672565339,0.786130342785407,1.762265107196903e-05
3056.501999999998,0.7402197058850902,0.7831502207747548,0.786004449954194,0.7831326243223061,1.759645244869823e-05
3056.503999999998,0.7374250000038353,0.7797620084660993,0.7826208163325766,0.7797444335541228,1.7574911976514507e-05
3056.505999999998,0.7337250000039837,0.7759302593829427,0.778792170130158,0.775912701376505,1.7558006437656815e-05
3056.507999999998,0.7296506060656013,0.7715966219235606,0.7744598890563398,0.771579077217383,1.7544706177652358e-05
3056.509999999998,0.7248809090951486,0.7666973796724167,0.7695599403240652,0.7666798466797052,1.7532992711455364e-05
3056.511999999998,0.7195382352994991,0.7611638196721995,0.7640232486769525,0.7611462997548412,1.7519917358321813e-05
3056.513999999998,0.7139500000063531,0.7549230433418157,0.7577765092787415,0.7549055416426171,1.750169919856326e-05
3056.515999999998,0.7077055555628123,0.7478991650123071,0.7507433906128547,0.7478816911520039,1.7473860303263145e-05
3056.5179999999978,0.7011582353033534,0.7400149338880487,0.7428461636248674,0.7399975024949315,1.7431393117273153e-05
3056.5199999999977,0.693399411774253,0.7311938135520105,0.734007791590801,0.7311764445987681,1.7368953242447027e-05
3056.5219999999977,0.6849994117761938,0.7213625056806076,0.7241544674820914,0.7213452246107824,1.7281069825125783e-05
3056.5239999999976,0.6759582353059683,0.7104538251714482,0.713218505661294,0.7104366628077999,1.7162363648237644e-05
3056.5259999999976,0.6655293939522385,0.6984097755547595,0.7011414360088501,0.6983927677928856,1.700776187385511e-05
3056.5279999999975,0.654567352954196,0.6851849632336058,0.6878774397652583,0.6851681505226044,1.681271100140158e-05
3056.5299999999975,0.642549705897462,0.6707507526872342,0.6733975314504717,0.6707341792843798,1.657340285432518e-05
3056.5319999999974,0.6295854545644274,0.6550993958961598,0.6576937159866116,0.6550831089093277,1.628698683209251e-05
3056.5339999999974,0.6154642424429233,0.6382467925473901,0.640781769921561,0.6382308408299091,1.595171748103308e-05
3056.5359999999973,0.601249729749416,0.620234353726438,0.6227031214043761,0.620218786672839,1.5567053598952718e-05
3056.5379999999973,0.5870118919127157,0.6011307475643668,0.603526611299593,0.6011156138226567,1.513374171013826e-05
3056.5399999999972,0.5693209091167696,0.5810330996084343,0.5833497057581775,0.5810184457350283,1.4653873406045292e-05
3056.541999999997,0.5510729412033271,0.5600671452474397,0.5622986545816339,0.5600530143471382,1.4130900301556615e-05
