A_X,red_chi2,sigma_fit,n_pix,n_eval,status,frac_rise_weaker,edge_distance_dex,constrained,reason,key,element,role,wall_s,A_X_nlte,nlte_delta,nlte_flag,nlte_ref
7.999,65.678,0.037,2211,22,ok,0.08000244361871824,1.1909083714824842,True,,CN_AX_IR,N,primary,881.1,7.999,0.0,lte_molecular_band,molecular band — no NLTE grid (LTE-by-design)
