A_X,red_chi2,sigma_fit,n_pix,n_eval,status,frac_rise_weaker,edge_distance_dex,constrained,reason,key,element,role,wall_s,A_X_nlte,nlte_delta,nlte_flag,nlte_ref
8.233,213.681,0.046,3215,15,ok,0.06082397498400633,1.1964682321411884,True,,CN_AX_IR,N,primary,595.5,8.233,0.0,lte_molecular_band,molecular band — no NLTE grid (LTE-by-design)
