alfCMi     F_Dwarf       6582  5 3.98 0.02 -0.02 0.02 2022-04-06 02:11 660 447 360  12.9
Sun        G_Dwarf       5778  1 4.44 0.00  0.02 0.01 2022-11-22 00:23 221 155 152 362.9
epsEri     K_Dwarf       5130 30 4.63 0.01 -0.09 0.01 2021-11-16 01:30 263 263 192  51.5
betHyi     FGK_Subgiant  5917 25 3.97 0.04 -0.12 0.02 2021-10-28 03:05 309 261 249  51.5
alfBoo     FGK_Giant     4277 23 1.58 0.07 -0.55 0.01 2021-10-28 02:11 470 547 382   2.9
gamSge     M_Giant       3904 30 1.06 0.04 -0.26 0.06 2022-05-16 07:50 104 104  38  35.5
