Y SiI   9887.047
Y SiI  10371.263
Y SiI  10585.141
Y SiI  10603.425
Y SiI  10660.973
Y SiI  10689.716
Y SiI  10694.251
Y SiI  10727.406
Y SiI  10741.728
Y SiI  10749.378
Y SiI  10784.562
Y SI   10455.470
Y SI   10456.790
Y SI   10459.460
Y CaI  10273.684
Y CaI  10343.819
Y CaI  10558.425
Y TiI   9832.140
Y TiI   9927.350
Y TiI   9997.959
Y TiI  10003.088
Y TiI  10011.744
Y TiI  10034.492
Y TiI  10059.905
Y TiI  10460.050
Y TiI  10496.116
Y TiI  10552.965
Y TiI  10661.623
Y TiI  10677.047
Y TiI  10732.865
Y CrI   9900.909
Y CrI   9946.320
Y CrI  10080.350
Y FeI   9811.504
Y FeI   9834.185
Y FeI   9868.186
Y FeI   9886.081
Y FeI   9889.035
Y FeI   9924.388
Y FeI   9977.641
Y FeI   9980.463
Y FeI  10019.793
Y FeI  10026.080
Y FeI  10041.472
Y FeI  10058.253
Y FeI  10065.045
Y FeI  10081.393
Y FeI  10086.242
Y FeI  10114.014
Y FeI  10145.561
Y FeI  10149.076
Y FeI  10195.105
Y FeI  10216.313
Y FeI  10230.795
Y FeI  10265.217
Y FeI  10283.775
Y FeI  10362.704
Y NiI   9898.928
Y NiI  10302.611
Y NiI  10330.248
Y NiI  10530.535
Y SrII 10327.311
J CI   12601.490
J MgI  11828.171
J MgI  12433.452
J SiI  11863.920
J SiI  11900.055
J SiI  11984.198
J SiI  11991.568
J SiI  12031.504
J SiI  12103.534
J SiI  12110.659
J SiI  12133.995
J SiI  12270.692
J SiI  12390.154
J SiI  13152.743
J CaI  11955.955
J CaI  12827.059
J CaII 11949.744
J TiI  11892.876
J TiI  12671.095
J TiI  12811.478
J TiI  12831.445
J CrI  12532.840
J FeI  12044.129
J FeI  12053.082
J FeI  12131.178
J FeI  13147.920
J NiI  12216.544
J NiI  13048.181
H MgI  15024.997
H MgI  15040.246
H MgI  15047.714
H SiI  15376.831
H SiI  16163.691
H SiI  16957.794
H KI   15168.376
H CaI  15067.041
H TiI  15602.842
H TiI  15715.573
H TiI  16635.158
H TiI  17376.574
H CrI  15680.060
H CrI  15860.210
H CrI  16015.320
H FeI  15522.607
H FeI  15551.433
H FeI  15560.784
H FeI  15566.725
H FeI  15571.749
H FeI  15590.046
H FeI  15591.490
H FeI  15631.948
H FeI  15652.871
H FeI  15670.124
H FeI  15673.151
H FeI  15682.513
H FeI  15691.853
H FeI  15692.747
H FeI  15723.586
H FeI  15798.559
H FeI  15901.518
H FeI  15920.642
H FeI  15980.725
H FeI  16051.734
H FeI  16073.870
H FeI  16153.247
H FeI  16258.912
H FeI  16284.769
H FeI  16345.494
H FeI  16377.388
H FeI  16460.368
H FeI  16466.921
H FeI  16486.666
H FeI  16537.994
H FeI  16928.623
H FeI  17130.952
H FeI  17166.201
H FeI  17221.395
H NiI  15555.375
