wavelength_air_A,flux
8.677404605062096380e+03,9.874418377876281738e-01
8.677416373569705684e+03,9.872094988822937012e-01
8.677427406574584893e+03,9.868514537811279297e-01
8.677438439607516557e+03,9.869514107704162598e-01
8.677450208206902971e+03,9.873384237289428711e-01
8.677461241297818560e+03,9.875863790512084961e-01
8.677473009959052433e+03,9.876328706741333008e-01
8.677484043107950129e+03,9.875379800796508789e-01
8.677495811831035098e+03,9.871979355812072754e-01
8.677506845037918538e+03,9.869613647460937500e-01
8.677517878272856251e+03,9.871356487274169922e-01
8.677529647087716512e+03,9.870750904083251953e-01
8.677540680380638150e+03,9.871188402175903320e-01
8.677552449257349508e+03,9.873240590095520020e-01
8.677563482608255072e+03,9.872063994407653809e-01
8.677575251546817526e+03,9.871703982353210449e-01
8.677586284955708834e+03,9.867883920669555664e-01
8.677597318392661691e+03,9.865756630897521973e-01
8.677609087422997618e+03,9.872066378593444824e-01
8.677620120917936219e+03,9.875180721282958984e-01
8.677631890010125062e+03,9.870654344558715820e-01
8.677642923563049408e+03,9.867363572120666504e-01
8.677654692717091166e+03,9.868550896644592285e-01
8.677665726328001256e+03,9.872645735740661621e-01
8.677676759966969257e+03,9.873517751693725586e-01
8.677688529212795402e+03,9.865804314613342285e-01
8.677699562909747328e+03,9.861617088317871094e-01
8.677711332217430027e+03,9.868871569633483887e-01
8.677722365972369516e+03,9.877598881721496582e-01
8.677734135341905130e+03,9.875826835632324219e-01
8.677745169154834002e+03,9.870952963829040527e-01
8.677756202995824424e+03,9.871542453765869141e-01
8.677767972457140786e+03,9.871549606323242188e-01
8.677779006356120590e+03,9.871162176132202148e-01
8.677790775879293506e+03,9.868646264076232910e-01
8.677801809836262692e+03,9.864141345024108887e-01
8.677813579421288523e+03,9.859330654144287109e-01
8.677824613436248910e+03,9.855225682258605957e-01
8.677835647479267209e+03,9.850387573242187500e-01
8.677847417156082884e+03,9.840601086616516113e-01
8.677858451257088745e+03,9.829276204109191895e-01
8.677870220995762793e+03,9.813868403434753418e-01
8.677881255154761675e+03,9.798615574836730957e-01
8.677893024955290457e+03,9.790565967559814453e-01
8.677904059172282359e+03,9.783031344413757324e-01
8.677915093417335811e+03,9.776054620742797852e-01
8.677926863309652617e+03,9.772737622261047363e-01
8.677937897612695451e+03,9.770799279212951660e-01
8.677949667566874268e+03,9.775788784027099609e-01
8.677960701927908303e+03,9.784551858901977539e-01
8.677971736317007526e+03,9.792259931564331055e-01
8.677983506362976186e+03,9.803031682968139648e-01
8.677994540810066610e+03,9.812898635864257812e-01
8.678006310917893643e+03,9.822809696197509766e-01
8.678017345422978906e+03,9.834109544754028320e-01
8.678029115592667949e+03,9.844780564308166504e-01
8.678040150155748051e+03,9.851827025413513184e-01
8.678051184746887884e+03,9.856635928153991699e-01
8.678062955008368590e+03,9.862692952156066895e-01
8.678073989657506900e+03,9.861969351768493652e-01
8.678085759980849616e+03,9.860586524009704590e-01
8.678096794687979127e+03,9.865458607673645020e-01
8.678108565073185673e+03,9.866457581520080566e-01
8.678119599838311842e+03,9.862092733383178711e-01
8.678130634631501380e+03,9.857694506645202637e-01
8.678142405108503226e+03,9.856271147727966309e-01
8.678153439959689422e+03,9.859690666198730469e-01
8.678165210498555098e+03,9.866763949394226074e-01
8.678176245407736133e+03,9.869333505630493164e-01
8.678188016008463819e+03,9.870759844779968262e-01
8.678199050975646969e+03,9.880259633064270020e-01
8.678210085970888031e+03,9.887625575065612793e-01
8.678221856663416474e+03,9.884744286537170410e-01
8.678232891716657832e+03,9.878802895545959473e-01
8.678244662471050106e+03,9.879964590072631836e-01
8.678255697582293578e+03,9.884583950042724609e-01
8.678267468398549681e+03,9.883055090904235840e-01
8.678278503567789812e+03,9.882172942161560059e-01
8.678289538765095131e+03,9.886787533760070801e-01
8.678301309673150172e+03,9.886755943298339844e-01
8.678312344928453967e+03,9.881388545036315918e-01
8.678324115898380114e+03,9.883732199668884277e-01
8.678335151211680568e+03,9.887453913688659668e-01
8.678346922243476001e+03,9.885777831077575684e-01
8.678357957614778570e+03,9.887801408767700195e-01
8.678368993014146326e+03,9.888762831687927246e-01
8.678380764137746155e+03,9.887323379516601562e-01
8.678391799595116026e+03,9.885710477828979492e-01
8.678403570780577866e+03,9.880840182304382324e-01
8.678414606295951671e+03,9.878430962562561035e-01
8.678426377543284616e+03,9.881013631820678711e-01
8.678437413116658718e+03,9.880586862564086914e-01
8.678448448718099826e+03,9.875785708427429199e-01
8.678460220057238985e+03,9.877104759216308594e-01
8.678471255716680389e+03,9.879666566848754883e-01
8.678483027117688835e+03,9.876520037651062012e-01
8.678494062835137811e+03,9.873620867729187012e-01
8.678505834298015543e+03,9.873434901237487793e-01
8.678516870073466634e+03,9.873428344726562500e-01
8.678527905876984732e+03,9.871190786361694336e-01
8.678539677431668679e+03,9.869198203086853027e-01
8.678550713293196168e+03,9.865368604660034180e-01
8.678562484909754858e+03,9.863214492797851562e-01
8.678573520829279005e+03,9.867792129516601562e-01
8.678585292507708800e+03,9.872125387191772461e-01
8.678596328485244157e+03,9.875373244285583496e-01
8.678607364490841064e+03,9.877354502677917480e-01
8.678619136261084350e+03,9.873168468475341797e-01
8.678630172324692467e+03,9.869970679283142090e-01
8.678641944156806858e+03,9.871132969856262207e-01
8.678652980278417090e+03,9.869942665100097656e-01
8.678664752172408043e+03,9.871300458908081055e-01
8.678675788352029485e+03,9.873969554901123047e-01
8.678686824559714296e+03,9.874070286750793457e-01
8.678698596545516921e+03,9.875217080116271973e-01
8.678709632811212941e+03,9.876657724380493164e-01
8.678721404858890310e+03,9.875366091728210449e-01
8.678732441182592083e+03,9.869723916053771973e-01
8.678744213292146014e+03,9.865449070930480957e-01
8.678755249673860817e+03,9.861463904380798340e-01
8.678766286083638988e+03,9.854955077171325684e-01
8.678778058285010047e+03,9.843088388442993164e-01
8.678789094752799429e+03,9.826844334602355957e-01
8.678800867016045231e+03,9.812989234924316406e-01
8.678811903541845822e+03,9.789340496063232422e-01
8.678823675866970007e+03,9.755602478981018066e-01
8.678834712450779989e+03,9.722581505775451660e-01
8.678845749062658797e+03,9.685313105583190918e-01
8.678857521479601928e+03,9.643070101737976074e-01
8.678868558149491946e+03,9.595071077346801758e-01
8.678880330628315278e+03,9.543244242668151855e-01
8.678891367356214687e+03,9.492203593254089355e-01
8.678903139896916400e+03,9.446213245391845703e-01
8.678914176682828838e+03,9.410989284515380859e-01
8.678925213496811921e+03,9.383787512779235840e-01
8.678936986129332581e+03,9.372516274452209473e-01
8.678948023001332331e+03,9.377767443656921387e-01
8.678959795695733192e+03,9.392331242561340332e-01
8.678970832625742332e+03,9.417216777801513672e-01
8.678982605382023394e+03,9.449964761734008789e-01
8.678993642370045563e+03,9.490204453468322754e-01
8.679004679386140197e+03,9.536513090133666992e-01
8.679016452234247481e+03,9.577279090881347656e-01
8.679027489308353324e+03,9.612351655960083008e-01
8.679039262218340809e+03,9.646779894828796387e-01
8.679050299350461501e+03,9.680848121643066406e-01
8.679062072322334643e+03,9.713172316551208496e-01
8.679073109512472001e+03,9.738423824310302734e-01
8.679084146730680004e+03,9.761631488800048828e-01
8.679095919794377551e+03,9.784274697303771973e-01
8.679106957070602220e+03,9.802441596984863281e-01
8.679118730196181787e+03,9.816346168518066406e-01
8.679129767530424942e+03,9.826871156692504883e-01
8.679141540717888347e+03,9.835119843482971191e-01
8.679152578110146351e+03,9.842926263809204102e-01
8.679163615530474999e+03,9.849041104316711426e-01
8.679175388809768265e+03,9.851034283638000488e-01
8.679186426288115399e+03,9.853082895278930664e-01
8.679198199629294322e+03,9.857698082923889160e-01
8.679209237165658124e+03,9.859558343887329102e-01
8.679221010568724523e+03,9.856333136558532715e-01
8.679232048163106811e+03,9.852670431137084961e-01
8.679243085785561561e+03,9.850619435310363770e-01
8.679254859280459641e+03,9.849057197570800781e-01
8.679265896960934697e+03,9.845165014266967773e-01
8.679277670517714796e+03,9.839828610420227051e-01
8.679288708256211976e+03,9.838228821754455566e-01
8.679300481874881370e+03,9.837638139724731445e-01
8.679311519671397036e+03,9.835414886474609375e-01
8.679322557495985166e+03,9.834141135215759277e-01
8.679334331206489878e+03,9.834979772567749023e-01
8.679345369089096494e+03,9.836405515670776367e-01
8.679357142861490502e+03,9.836681485176086426e-01
8.679368180802117422e+03,9.834621548652648926e-01
8.679379954636402545e+03,9.831377267837524414e-01
8.679390992635055227e+03,9.831816554069519043e-01
8.679402030661780373e+03,9.830402731895446777e-01
8.679413804587897175e+03,9.822691082954406738e-01
8.679424842672644445e+03,9.811132550239562988e-01
8.679436616660656000e+03,9.795283079147338867e-01
8.679447654803425394e+03,9.779992103576660156e-01
8.679459428853324425e+03,9.759798049926757812e-01
8.679470467054117762e+03,9.724730849266052246e-01
8.679481505282989019e+03,9.676294326782226562e-01
8.679493279424727007e+03,9.617305994033813477e-01
8.679504317711622207e+03,9.544299840927124023e-01
8.679516091915253128e+03,9.455595016479492188e-01
8.679527130260166814e+03,9.347552657127380371e-01
8.679538904525690668e+03,9.215120673179626465e-01
8.679549942928631936e+03,9.062536358833312988e-01
8.679560981359651123e+03,8.886733055114746094e-01
8.679572755717015752e+03,8.702843785285949707e-01
8.679583794206057064e+03,8.516848087310791016e-01
8.679595568625318265e+03,8.331044912338256836e-01
8.679606607172387157e+03,8.164889812469482422e-01
8.679618381653539473e+03,8.026430606842041016e-01
8.679629420258634127e+03,7.934052944183349609e-01
8.679640458891804883e+03,7.892572879791259766e-01
8.679652233464803430e+03,7.905982136726379395e-01
8.679663272156003586e+03,7.970023155212402344e-01
8.679675046790895067e+03,8.078112006187438965e-01
8.679686085540120985e+03,8.221381306648254395e-01
8.679697860236909037e+03,8.388356566429138184e-01
8.679708899044164355e+03,8.561913371086120605e-01
8.679719937879495774e+03,8.739139437675476074e-01
8.679731712668131877e+03,8.903968334197998047e-01
8.679742751561490877e+03,9.051621556282043457e-01
8.679754526412023552e+03,9.188542366027832031e-01
8.679765565363413771e+03,9.308132529258728027e-01
8.679777340275843017e+03,9.410731196403503418e-01
8.679788379285262636e+03,9.491256475448608398e-01
8.679799418322760175e+03,9.560521841049194336e-01
8.679811193327039291e+03,9.614229202270507812e-01
8.679822232422564412e+03,9.648352265357971191e-01
8.679834007488741918e+03,9.671924114227294922e-01
8.679845046642301895e+03,9.690762162208557129e-01
8.679856821770377792e+03,9.702543616294860840e-01
8.679867860981967169e+03,9.701887965202331543e-01
8.679878900221634467e+03,9.695307612419128418e-01
8.679890675441563872e+03,9.682070016860961914e-01
8.679901714739264207e+03,9.662638902664184570e-01
8.679913490021095640e+03,9.641487002372741699e-01
8.679924529376825376e+03,9.617761969566345215e-01
8.679935568760638489e+03,9.590922594070434570e-01
8.679947344134321611e+03,9.561031460762023926e-01
8.679958383576164124e+03,9.531706571578979492e-01
8.679970159011749274e+03,9.501461982727050781e-01
8.679981198511628463e+03,9.465717077255249023e-01
8.679992974009115642e+03,9.427658915519714355e-01
8.680004013567027869e+03,9.390607476234436035e-01
8.680015053153018016e+03,9.350166320800781250e-01
8.680026828742360522e+03,9.305956363677978516e-01
8.680037868386389164e+03,9.262409806251525879e-01
8.680049644037635517e+03,9.227491617202758789e-01
8.680060683739693559e+03,9.201918244361877441e-01
8.680072459452847397e+03,9.180575013160705566e-01
8.680083499212943934e+03,9.169080257415771484e-01
8.680094539001120211e+03,9.171516299247741699e-01
8.680106314806129376e+03,9.188048839569091797e-01
8.680117354652345966e+03,9.212600588798522949e-01
8.680129130519257160e+03,9.238340854644775391e-01
8.680140170423508607e+03,9.260582923889160156e-01
8.680151946352329105e+03,9.288623332977294922e-01
8.680162986314617228e+03,9.323934912681579590e-01
8.680174026304986910e+03,9.351470470428466797e-01
8.680185802325668192e+03,9.373017549514770508e-01
8.680196842374076368e+03,9.393445849418640137e-01
8.680208618456663316e+03,9.407928586006164551e-01
8.680219658563108169e+03,9.411932826042175293e-01
8.680231434707602602e+03,9.409676790237426758e-01
8.680242474872085950e+03,9.409886598587036133e-01
