canonical_line_id,historical_source_class,historical_gf_grade,verified_source_class,reference_membership,codex_membership,deep_membership,replication_membership,disposition_reason
alphys_I_7118.8990_0369,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7126.9380_0370,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7145.3970_0371,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7153.1990_0372,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7153.4960_0373,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7290.8310_0374,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7299.2630_0375,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7327.4700_0376,CRITICALLY_EVALUATED,D,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7335.6480_0377,CRITICALLY_EVALUATED,C,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7335.9870_0378,CRITICALLY_EVALUATED,E,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_7361.5680_0379,CRITICALLY_EVALUATED,C+,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7362.2960_0380,CRITICALLY_EVALUATED,C+,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_7554.1620_0381,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7563.2140_0382,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7606.1600_0383,CRITICALLY_EVALUATED,D,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7614.8200_0384,CRITICALLY_EVALUATED,C,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7615.3370_0385,CRITICALLY_EVALUATED,E,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_7835.3090_0386,CRITICALLY_EVALUATED,B,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,MEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7836.1340_0387,CRITICALLY_EVALUATED,B+,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_7993.0500_0388,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_8003.1850_0389,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_8065.9680_0390,CRITICALLY_EVALUATED,C+,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8075.3530_0391,CRITICALLY_EVALUATED,C+,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8076.2890_0392,CRITICALLY_EVALUATED,C,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8772.8650_0393,CRITICALLY_EVALUATED,B+,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8773.8961_0394,CRITICALLY_EVALUATED,B+,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_8828.9090_0395,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8841.2770_0396,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8912.9000_0397,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,MEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8923.5550_0398,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_8925.5040_0399,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_9170.8700_0400,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_10768.3650_0401,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,MEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_10782.0450_0402,FALLBACK,GRADEABLE,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_10786.7680_0403,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_10872.9730_0404,FALLBACK,GRADEABLE,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,MEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_10891.7360_0405,FALLBACK,GRADEABLE,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,EXCLUDED_BY_SOURCE,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_11253.1890_0406,PRIMARY_LABORATORY,GF-LAB,MIXED_LAB_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_11254.9239_0407,FALLBACK,VALD3,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,COMPONENT_NOT_BLEND_TOTAL
alphys_I_11427.6490_0408,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_11649.0350_0409,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_11655.2220_0410,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_11851.0190_0411,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_11857.4230_0412,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12127.7220_0413,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12134.4280_0414,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12253.3900_0415,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12254.8760_0416,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12523.2870_0417,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12530.4380_0418,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12747.6510_0419,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_12749.9090_0420,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_12757.2750_0421,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_13122.3220_0422,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_13123.4160_0423,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,MEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_13130.1740_0424,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_13150.7530_0425,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,MEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_13323.0030_0426,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_13823.9180_0427,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_13827.0170_0428,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14067.6060_0429,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14078.7920_0430,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14107.7780_0431,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14116.8540_0432,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14363.9660_0433,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14376.1670_0434,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14447.2330_0435,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14451.5270_0436,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14458.5600_0437,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14458.9830_0438,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14874.4890_0439,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14887.5740_0440,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_14990.6440_0441,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15002.6270_0442,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15003.9330_0443,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15645.3780_0444,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15659.8550_0445,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15815.0720_0446,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15828.2850_0447,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15829.8640_0448,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15956.6750_0449,FALLBACK,CANDIDATE-BLENDED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_15968.2870_0450,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16684.7230_0451,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16689.2380_0452,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16697.4190_0453,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16718.9570_0454,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16750.5640_0455,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16763.3600_0456,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16910.3280_0457,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_16927.2410_0458,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_17173.1340_0459,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_17187.9410_0460,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_17190.5770_0461,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_17699.0940_0462,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_17708.0730_0463,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_18942.3460_0464,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_18956.9260_0465,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_19280.1420_0466,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_19302.1310_0467,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_19482.2860_0468,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_19497.7080_0469,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_19709.9340_0470,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_19727.3310_0471,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_19732.9140_0472,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20102.3590_0473,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20241.4920_0474,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20258.1410_0475,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20395.5800_0476,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20414.5388_0477,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20471.3780_0478,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_20487.0340_0479,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21093.0290_0480,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21163.7550_0481,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21208.1800_igrins,FALLBACK,UNRESOLVED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21309.0780_0482,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21311.1360_0483,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21367.9780_0484,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21386.5320_0485,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21724.7830_0486,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_21741.8200_0487,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_22677.4080_0488,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_22692.1500_0489,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_22700.8679_0490,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_23172.9340_0491,FALLBACK,EXCLUDED-SHALLOW,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
