canonical_line_id,species,wavelength_air,lower_EP,historical_band,historical_gf_source,historical_gf_grade,historical_source_class,historical_loggf,historical_gf_sigma_dex,verified_source_record_id,bibliography_chain,verified_source_class,verified_loggf,gf_uncertainty_bound_dex,uncertainty_basis,reference_membership,disposition_reason,physical_identity_status,component_semantics,hfs_component_status,codex_membership,deep_membership,external_membership,source_candidate_count,feature_depth,component_count,raw_component_sum_loggf,blend_flag,atomic_handoff_status,replication_membership
alphys_I_2073.1800_0080,Al I,2073.18,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.846,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.163,1.0,-4.846,False,HOLD,NONMEMBER
alphys_I_2073.2070_0081,Al I,2073.207,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.365,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.861,1.0,-3.365,False,HOLD,NONMEMBER
alphys_I_2073.3010_0082,Al I,2073.301,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.816,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.174,1.0,-4.816,False,HOLD,NONMEMBER
alphys_I_2073.3300_0083,Al I,2073.33,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.335,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.866,1.0,-3.335,False,HOLD,NONMEMBER
alphys_I_2073.4310_0084,Al I,2073.431,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.786,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.185,1.0,-4.786,False,HOLD,NONMEMBER
alphys_I_2073.4620_0085,Al I,2073.462,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.305,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.87,1.0,-3.305,False,HOLD,NONMEMBER
alphys_I_2073.5710_0086,Al I,2073.571,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.756,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.196,1.0,-4.756,False,HOLD,NONMEMBER
alphys_I_2073.6040_0087,Al I,2073.604,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.273,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.875,1.0,-3.273,False,HOLD,NONMEMBER
alphys_I_2073.7210_0088,Al I,2073.721,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.724,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.209,1.0,-4.724,False,HOLD,NONMEMBER
alphys_I_2073.7570_0089,Al I,2073.757,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.241,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.879,1.0,-3.241,False,HOLD,NONMEMBER
alphys_I_2073.8840_0090,Al I,2073.884,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.692,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.224,1.0,-4.692,False,HOLD,NONMEMBER
alphys_I_2073.9220_0091,Al I,2073.922,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.208,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.883,1.0,-3.208,False,HOLD,NONMEMBER
alphys_I_2074.0590_0092,Al I,2074.059,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.659,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.236,1.0,-4.659,False,HOLD,NONMEMBER
alphys_I_2074.1010_0093,Al I,2074.101,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.174,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.888,1.0,-3.174,False,HOLD,NONMEMBER
alphys_I_2074.2500_0094,Al I,2074.25,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.625,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.253,1.0,-4.625,False,HOLD,NONMEMBER
alphys_I_2074.2950_0095,Al I,2074.295,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.14,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.892,1.0,-3.14,False,HOLD,NONMEMBER
alphys_I_2074.4570_0096,Al I,2074.457,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.591,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.27,1.0,-4.591,False,HOLD,NONMEMBER
alphys_I_2074.5060_0097,Al I,2074.506,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.104,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.896,1.0,-3.104,False,HOLD,NONMEMBER
alphys_I_2074.6820_0098,Al I,2074.682,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.555,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.291,1.0,-4.555,False,HOLD,NONMEMBER
alphys_I_2074.7360_0099,Al I,2074.736,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.067,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.9,1.0,-3.067,False,HOLD,NONMEMBER
alphys_I_2074.9290_0100,Al I,2074.929,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.518,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.309,1.0,-4.518,False,HOLD,NONMEMBER
alphys_I_2074.9870_0101,Al I,2074.987,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.029,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.904,1.0,-3.029,False,HOLD,NONMEMBER
alphys_I_2075.1980_0102,Al I,2075.198,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.48,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.323,1.0,-4.48,False,HOLD,NONMEMBER
alphys_I_2075.2620_0103,Al I,2075.262,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-2.99,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.908,1.0,-2.99,False,HOLD,NONMEMBER
alphys_I_2075.4940_0104,Al I,2075.494,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.441,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.346,1.0,-4.441,False,HOLD,NONMEMBER
alphys_I_2075.5650_0105,Al I,2075.565,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-2.95,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.912,1.0,-2.95,False,HOLD,NONMEMBER
alphys_I_2075.8200_0106,Al I,2075.82,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.401,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.37,1.0,-4.401,False,HOLD,NONMEMBER
alphys_I_2075.8980_0107,Al I,2075.898,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-2.909,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.916,1.0,-2.909,False,HOLD,NONMEMBER
alphys_I_2076.1790_0108,Al I,2076.179,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.36,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.401,1.0,-4.36,False,HOLD,NONMEMBER
alphys_I_2076.2360_0109,Al I,2076.236,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.8435127992,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.703,2.0,-3.8435127992,False,HOLD,NONMEMBER
alphys_I_2076.2549_0110,Al I,2076.2549,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.8120562886,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.712,3.0,-3.8120562886,False,HOLD,NONMEMBER
alphys_I_2076.2660_0111,Al I,2076.266,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-2.866,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.92,1.0,-2.866,False,HOLD,NONMEMBER
alphys_I_2076.2758_0112,Al I,2076.2758,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7959582251,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.72,3.0,-3.7959582251,False,HOLD,NONMEMBER
alphys_I_2076.2968_0113,Al I,2076.2968,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7789582251,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.728,3.0,-3.7789582251,False,HOLD,NONMEMBER
alphys_I_2076.3188_0114,Al I,2076.3188,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7619582251,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.735,3.0,-3.7619582251,False,HOLD,NONMEMBER
alphys_I_2076.3418_0115,Al I,2076.3418,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7449582251,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.742,3.0,-3.7449582251,False,HOLD,NONMEMBER
alphys_I_2076.3658_0116,Al I,2076.3658,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7269911463,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.749,3.0,-3.7269911463,False,HOLD,NONMEMBER
alphys_I_2076.3898_0117,Al I,2076.3898,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7091220725,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.756,3.0,-3.7091220725,False,HOLD,NONMEMBER
alphys_I_2076.4158_0118,Al I,2076.4158,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.6911220725,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.763,3.0,-3.6911220725,False,HOLD,NONMEMBER
alphys_I_2076.4428_0119,Al I,2076.4428,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.6730239942,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.769,3.0,-3.6730239942,False,HOLD,NONMEMBER
alphys_I_2076.4709_0120,Al I,2076.4709,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.6550239942,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.775,3.0,-3.6550239942,False,HOLD,NONMEMBER
alphys_I_2076.5008_0121,Al I,2076.5008,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.6360239942,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.781,3.0,-3.6360239942,False,HOLD,NONMEMBER
alphys_I_2076.5318_0122,Al I,2076.5318,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.6170239942,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.787,3.0,-3.6170239942,False,HOLD,NONMEMBER
alphys_I_2076.5637_0123,Al I,2076.5637,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.5980239942,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.793,3.0,-3.5980239942,False,HOLD,NONMEMBER
alphys_I_2076.5780_0124,Al I,2076.578,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.317,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.431,1.0,-4.317,False,HOLD,NONMEMBER
alphys_I_2076.5977_0125,Al I,2076.5977,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.578056769,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.798,3.0,-3.578056769,False,HOLD,NONMEMBER
alphys_I_2076.6327_0126,Al I,2076.6327,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.558056769,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.804,3.0,-3.558056769,False,HOLD,NONMEMBER
alphys_I_2076.6697_0127,Al I,2076.6697,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.5380894709,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.809,3.0,-3.5380894709,False,HOLD,NONMEMBER
alphys_I_2076.6740_0128,Al I,2076.674,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-2.822,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.924,1.0,-2.822,False,HOLD,NONMEMBER
alphys_I_2076.7078_0129,Al I,2076.7078,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.5171875641,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.814,3.0,-3.5171875641,False,HOLD,NONMEMBER
alphys_I_2076.7487_0130,Al I,2076.7487,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.4970894709,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.819,3.0,-3.4970894709,False,HOLD,NONMEMBER
alphys_I_2076.7917_0131,Al I,2076.7917,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.4752202006,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.824,3.0,-3.4752202006,False,HOLD,NONMEMBER
alphys_I_2076.8366_0132,Al I,2076.8366,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.4541221001,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.829,3.0,-3.4541221001,False,HOLD,NONMEMBER
alphys_I_2076.8836_0133,Al I,2076.8836,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.4321221001,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.834,3.0,-3.4321221001,False,HOLD,NONMEMBER
alphys_I_2076.9336_0134,Al I,2076.9336,0.0139,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.4101221001,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.838,3.0,-3.4101221001,False,HOLD,NONMEMBER
