canonical_line_id,line_set,membership,atomic_handoff_status,verified_source_record_id,gf_semantics,reason
alphys_I_2076.9336_0134,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2076.9336_0134,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2076.9856_0135,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2076.9856_0135,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2076.9856_0135,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2076.9856_0135,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0220_0136,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0220_0136,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0220_0136,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0220_0136,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0290_0137,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0290_0137,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0290_0137,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0290_0137,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0420_0138,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0420_0138,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0420_0138,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0420_0138,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0870_0139,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0870_0139,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0870_0139,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.0870_0139,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1000_0140,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1000_0140,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1000_0140,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1000_0140,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1290_0141,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1290_0141,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1290_0141,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1290_0141,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1480_0142,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1480_0142,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1480_0142,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1480_0142,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1620_0143,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1620_0143,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1620_0143,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.1620_0143,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2120_0144,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2120_0144,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2120_0144,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2120_0144,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2271_0145,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2271_0145,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2271_0145,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2271_0145,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2810_0146,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2810_0146,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2810_0146,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2810_0146,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2970_0147,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2970_0147,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2970_0147,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.2970_0147,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3530_0148,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3530_0148,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3530_0148,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3530_0148,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3700_0149,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3700_0149,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3700_0149,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.3700_0149,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4300_0150,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4300_0150,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4300_0150,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4300_0150,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4480_0151,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4480_0151,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4480_0151,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.4480_0151,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5120_0152,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5120_0152,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5120_0152,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5120_0152,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5180_0153,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5180_0153,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5180_0153,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5180_0153,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5310_0154,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5310_0154,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5310_0154,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5310_0154,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5990_0155,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5990_0155,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5990_0155,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.5990_0155,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6200_0156,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6200_0156,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6200_0156,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6200_0156,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6370_0157,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6370_0157,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6370_0157,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6370_0157,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6920_0158,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6920_0158,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6920_0158,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.6920_0158,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7140_0159,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7140_0159,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7140_0159,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7140_0159,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7910_0160,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7910_0160,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7910_0160,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.7910_0160,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8141_0161,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8141_0161,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8141_0161,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8141_0161,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8970_0162,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8970_0162,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8970_0162,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.8970_0162,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.9220_0163,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.9220_0163,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.9220_0163,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2077.9220_0163,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0100_0164,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0100_0164,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0100_0164,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0100_0164,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0370_0165,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0370_0165,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0370_0165,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0370_0165,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0740_0166,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0740_0166,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0740_0166,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.0740_0166,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1320_0167,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1320_0167,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1320_0167,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1320_0167,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1601_0168,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1601_0168,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1601_0168,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.1601_0168,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2080_0169,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2080_0169,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2080_0169,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2080_0169,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2620_0170,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2620_0170,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2620_0170,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2620_0170,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2930_0171,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2930_0171,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2930_0171,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.2930_0171,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.4020_0172,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.4020_0172,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.4020_0172,our-deep-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.4020_0172,asplund-al,NONMEMBER,HOLD,,EXTERNAL_REFERENCE_GF_REQUIRED,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.4360_0173,reference,HOLD,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2078.4360_0173,our-graded,NONMEMBER,HOLD,,VERIFIED_SELECTED_GF,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
