species,system,wavelength_air_A,j_lower,j_upper,branch,sym_lower,e_upper,e_lower,f_value,einstein_A,source
NH,A-X,4181.0939,17,16,pP2(17),f,39527.70483,15617.25765,3.46E-06,1398.917131,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4101.5286,17,16,qP32(17),f,39991.53249,15617.25765,8.95E-08,37.59938993,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4181.6781,17,17,pQ12(17),f,39524.3644,15617.25765,1.05E-07,40.19825901,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4102.1908,17,17,qQ2(17),f,39987.59838,15617.25765,1.71E-05,6779.354964,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4019.7290,17,17,rQ32(17),f,40487.52728,15617.25765,1.84E-07,75.95169787,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4102.5925,17,18,qR12(17),f,39985.21226,15617.25765,2.39E-07,89.45743127,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4019.9585,17,18,rR2(17),f,40486.10736,15617.25765,1.77E-05,6918.276412,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3939.5716,17,18,sR32(17),f,40993.54491,15617.25765,6.46E-08,26.25470298,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4182.9158,17,16,pP1(17),e,39080.07013,15180.03696,3.44E-06,1391.915625,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4107.2245,17,16,qP21(17),e,39520.51058,15180.03696,9.54E-08,39.98317997,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4028.3615,17,16,rP31(17),e,39997.01283,15180.03696,1.62E-10,0.070432856,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4263.8874,17,16,oP23(17),e,39520.51058,16074.33269,3.03E-09,1.177597429,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4178.9558,17,16,pP3(17),e,39997.01283,16074.33269,3.54E-06,1432.518483,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4107.6643,17,17,qQ1(17),e,39517.90465,15180.03696,1.72E-05,6806.597044,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4028.6200,17,17,rQ21(17),e,39995.42033,15180.03696,2.09E-07,85.9518324,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3951.2339,17,17,sQ31(17),e,40481.42616,15180.03696,9.91E-11,0.042308488,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4264.3613,17,17,oQ13(17),e,39517.90465,16074.33269,4.13E-11,0.015130539,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4179.2340,17,17,pQ23(17),e,39995.42033,16074.33269,9.92E-08,37.87252426,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4096.0135,17,17,qQ3(17),e,40481.42616,16074.33269,1.74E-05,6908.025649,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4029.1219,17,18,rR1(17),e,39992.32888,15180.03696,1.80E-05,6973.465278,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3951.8223,17,18,sR21(17),e,40477.65906,15180.03696,7.01E-08,28.30786163,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4179.7742,17,18,pR13(17),e,39992.32888,16074.33269,5.19E-10,0.187516098,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4096.6458,17,18,qR23(17),e,40477.65906,16074.33269,2.14E-07,80.35399452,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4010.7528,17,18,rR3(17),e,41000.26151,16074.33269,1.79E-05,7011.866311,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4181.3972,18,17,pP1(18),e,39524.3644,15615.65173,3.66E-06,1475.34952,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4101.9205,18,17,qP21(18),e,39987.59838,15615.65173,9.14E-08,38.27778896,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4019.4695,18,17,rP31(18),e,40487.52728,15615.65173,1.25E-10,0.054552776,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4265.9313,18,17,oP23(18),e,39987.59838,16552.65399,2.81E-09,1.089005027,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4176.8269,18,17,pP3(18),e,40487.52728,16552.65399,3.75E-06,1515.262501,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4102.3221,18,18,qQ1(18),e,39985.21226,15615.65173,1.87E-05,7404.641801,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4019.6989,18,18,rQ21(18),e,40486.10736,15615.65173,2.05E-07,84.73231191,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3939.3223,18,18,sQ31(18),e,40993.54491,15615.65173,7.24E-11,0.031103675,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4266.3657,18,18,oQ13(18),e,39985.21226,16552.65399,2.92E-11,0.010691045,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4177.0747,18,18,pQ23(18),e,40486.10736,16552.65399,9.73E-08,37.19272401,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4090.3493,18,18,qQ3(18),e,40993.54491,16552.65399,1.89E-05,7512.306556,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4020.1624,18,19,rR1(18),e,40483.24008,15615.65173,1.96E-05,7683.121654,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3939.8832,18,19,sR21(18),e,40989.93181,15615.65173,7.04E-08,28.70406841,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3857.1162,18,19,tR31(18),e,41534.40769,15615.65173,2.71E-11,0.011501711,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4177.5752,18,19,pR13(18),e,40483.24008,16552.65399,4.56E-10,0.165320659,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4090.9541,18,19,qR23(18),e,40989.93181,16552.65399,2.12E-07,80.1798606,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4001.7901,18,19,rR3(18),e,41534.40769,16552.65399,1.96E-05,7731.939299,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4264.4021,18,17,oP12(18),f,39517.90465,16074.55658,3.67E-09,1.422473896,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4179.2731,18,17,pP2(18),f,39995.42033,16074.55658,3.67E-06,1482.065659,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4096.0510,18,17,qP32(18),f,40481.42616,16074.55658,8.62E-08,36.21042185,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4179.8133,18,18,pQ12(18),f,39992.32888,16074.55658,1.03E-07,39.1506092,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4096.6834,18,18,qQ2(18),f,40477.65906,16074.55658,1.86E-05,7380.079189,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4010.7889,18,18,rQ32(18),f,41000.26151,16074.55658,1.82E-07,75.42982953,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4097.0510,18,19,qR12(18),f,40475.46932,16074.55658,2.35E-07,88.71681212,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4010.9921,18,19,rR2(18),f,40998.99856,16074.55658,1.94E-05,7632.062805,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3927.7702,18,19,sR32(18),f,41527.08759,16074.55658,6.55E-08,26.86915053,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4266.4003,19,18,oP12(19),f,39985.21226,16552.8441,3.45E-09,1.330207894,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4177.1079,19,18,pP2(19),f,40486.10736,16552.8441,3.94E-06,1586.662135,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4090.3811,19,18,qP32(19),f,40993.54491,16552.8441,8.43E-08,35.40774313,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4177.6084,19,19,pQ12(19),f,40483.24008,16552.8441,1.01E-07,38.68677902,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4090.9859,19,19,qQ2(19),f,40989.93181,16552.8441,2.03E-05,8078.898782,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4001.8206,19,19,rQ32(19),f,41534.40769,16552.8441,1.82E-07,75.6969581,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4091.3229,19,20,qR12(19),f,40987.91894,16552.8441,2.35E-07,88.84837413,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4002.0000,19,20,rR2(19),f,41533.28791,16552.8441,2.13E-05,8441.739815,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3916.1012,19,20,sR32(19),f,42081.21556,16552.8441,6.69E-08,27.68335211,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4179.5267,19,18,pP1(19),e,39992.32888,16072.91629,3.93E-06,1580.105364,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4096.4080,19,18,qP21(19),e,40477.65906,16072.91629,8.89E-08,37.2254474,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4010.5249,19,18,rP31(19),e,41000.26151,16072.91629,9.73E-11,0.042504918,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4267.4896,19,18,oP23(19),e,40477.65906,17051.27201,2.69E-09,1.036326501,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4174.3649,19,18,pP3(19),e,41000.26151,17051.27201,4.02E-06,1620.049404,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4096.7756,19,19,qQ1(19),e,40475.46932,16072.91629,2.04E-05,8101.028196,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4010.7281,19,19,rQ21(19),e,40998.99856,16072.91629,2.04E-07,84.45886043,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3927.5171,19,19,sQ31(19),e,41527.08759,16072.91629,5.20E-11,0.0224568,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4174.5851,19,19,pQ23(19),e,40998.99856,17051.27201,9.68E-08,37.03566539,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4084.5126,19,19,qQ3(19),e,41527.08759,17051.27201,2.06E-05,8216.314561,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4011.1569,19,20,rR1(19),e,40996.33433,16072.91629,2.15E-05,8489.1239,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3928.0526,19,20,sR21(19),e,41523.61748,16072.91629,7.14E-08,29.33179544,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3842.6684,19,20,tR31(19),e,42089.12018,16072.91629,3.28E-11,0.014079593,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4175.0495,19,20,pR13(19),e,40996.33433,17051.27201,4.07E-10,0.148208133,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4085.0918,19,20,qR23(19),e,41523.61748,17051.27201,2.13E-07,80.748559,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3992.8244,19,20,rR3(19),e,42089.12018,17051.27201,2.15E-05,8548.896922,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4177.3163,20,19,pP1(20),e,40483.24008,16551.17067,4.26E-06,1710.021578,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4090.7058,20,19,qP21(20),e,40989.93181,16551.17067,8.77E-08,36.74585007,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4001.5525,20,19,rP31(20),e,41534.40769,16551.17067,7.58E-11,0.033166184,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4268.5687,20,19,oP23(20),e,40989.93181,17569.46656,2.64E-09,1.015224301,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4171.5863,20,19,pP3(20),e,41534.40769,17569.46656,4.35E-06,1750.677226,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4091.0427,20,20,qQ1(20),e,40987.91894,16551.17067,2.24E-05,8911.820272,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4001.7319,20,20,rQ21(20),e,41533.28791,16551.17067,2.04E-07,85.05592138,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3915.8445,20,20,sQ31(20),e,42081.21556,16551.17067,3.62E-11,0.015740889,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4171.7812,20,20,pQ23(20),e,41533.28791,17569.46656,9.76E-08,37.36957991,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4078.5247,20,20,qQ3(20),e,42081.21556,17569.46656,2.25E-05,9036.210744,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4002.1291,20,21,rR1(20),e,41530.80851,16551.17067,2.37E-05,9404.628481,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3916.3564,20,21,sR21(20),e,42077.87914,16551.17067,7.28E-08,30.18465893,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3828.5199,20,21,tR31(20),e,42663.51599,16551.17067,3.90E-11,0.01692013,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4172.2129,20,21,pR13(20),e,41530.80851,17569.46656,3.69E-10,0.134861196,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4079.0800,20,21,qR23(20),e,42077.87914,17569.46656,2.15E-07,82.02814417,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3983.8817,20,21,rR3(20),e,42663.51599,17569.46656,2.37E-05,9476.005807,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4267.9173,20,19,oP12(20),f,40475.46932,17051.42964,3.33E-09,1.279959131,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4174.6125,20,19,pP2(20),f,40998.99856,17051.42964,4.27E-06,1716.533916,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4084.5389,20,19,qP32(20),f,41527.08759,17051.42964,8.36E-08,35.12916763,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4175.0770,20,20,pQ12(20),f,40996.33433,17051.42964,1.01E-07,38.75650923,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4085.1181,20,20,qQ2(20),f,41523.61748,17051.42964,2.23E-05,8891.97695,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3992.8495,20,20,rQ32(20),f,42089.12018,17051.42964,1.83E-07,76.71065645,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4085.4274,20,21,qR12(20),f,41521.76515,17051.42964,2.36E-07,89.79005722,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3993.0072,20,21,rR2(20),f,42088.1312,17051.42964,2.35E-05,9360.596054,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3904.5911,20,21,sR32(20),f,42655.05326,17051.42964,6.88E-08,28.70258237,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4268.9586,21,20,oP12(21),f,40987.91894,17569.59303,3.30E-09,1.266938374,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4171.8032,21,20,pP2(21),f,41533.28791,17569.59303,4.67E-06,1876.310945,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4078.5458,21,20,qP32(21),f,42081.21556,17569.59303,8.41E-08,35.33690033,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4172.2349,21,21,pQ12(21),f,41530.80851,17569.59303,1.03E-07,39.33311861,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4079.1010,21,21,qQ2(21),f,42077.87914,17569.59303,2.46E-05,9838.084981,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3983.9018,21,21,rQ32(21),f,42663.51599,17569.59303,1.87E-07,78.45122295,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4174.7797,21,20,pP1(21),e,40996.33433,17049.72435,4.66E-06,1869.722284,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4084.8335,21,20,qP21(21),e,41523.61748,17049.72435,8.78E-08,36.78739532,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3992.5776,21,20,rP31(21),e,42089.12018,17049.72435,5.89E-11,0.025817081,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4269.1769,21,20,oP23(21),e,41523.61748,18106.48888,2.67E-09,1.023534614,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4168.5092,21,20,pP3(21),e,42089.12018,18106.48888,4.75E-06,1911.761101,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4085.1427,21,21,qQ1(21),e,41521.76515,17049.72435,2.47E-05,9855.727936,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3992.7353,21,21,rQ21(21),e,42088.1312,17049.72435,2.07E-07,86.48141841,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4168.6811,21,21,pQ23(21),e,42088.1312,18106.48888,9.95E-08,38.18064868,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4072.4081,21,21,qQ3(21),e,42655.05326,18106.48888,2.49E-05,9990.830378,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4171.9327,22,21,pP1(22),e,41530.80851,17567.85719,5.15E-06,2064.831111,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4078.8121,22,21,qP21(22),e,42077.87914,17567.85719,8.90E-08,37.32162594,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3983.6262,22,21,rP31(22),e,42663.51599,17567.85719,4.53E-11,0.019924998,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4269.3250,22,21,oP23(22),e,42077.87914,18661.56275,2.77E-09,1.061046472,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4165.1534,22,21,pP3(22),e,42663.51599,18661.56275,5.24E-06,2108.943551,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4269.5322,22,21,oP12(22),f,41521.76515,18106.58557,3.37E-09,1.288960763,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4168.6979,22,21,pP2(22),f,42088.1312,18106.58557,5.16E-06,2071.620147,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4072.4241,22,21,qP32(22),f,42655.05326,18106.58557,8.56E-08,36.01300459,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5329.4208,0,1,qR23(0),e,32839.71962,14081.17261,8.80E-09,0.688332514,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5309.4929,0,1,rR3(0),e,32910.12434,14081.17261,3.20E-09,0.252034946,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5323.3783,1,0,qP32(1),f,32862.78122,14082.94177,1.77E-09,1.249114401,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5329.9235,1,1,qQ2(1),f,32839.71962,14082.94177,7.94E-10,0.186441208,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5309.9919,1,1,rQ32(1),f,32910.12434,14082.94177,2.20E-09,0.520764733,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5340.1956,1,2,qR12(1),f,32803.64054,14082.94177,4.19E-09,0.587433305,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5313.5803,1,2,rR2(1),f,32897.41006,14082.94177,2.82E-09,0.399681531,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5285.0508,1,2,sR32(1),f,32998.97188,14082.94177,2.42E-10,0.034663469,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5316.4982,1,0,rP31(1),e,32860.28562,14056.14341,1.16E-09,0.82107049,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5338.6244,1,0,pP3(1),e,32860.28562,14134.07719,6.05E-10,0.424647267,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5322.1449,1,1,rQ21(1),e,32840.33496,14056.14341,3.46E-09,0.813473352,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5301.9322,1,1,sQ31(1),e,32911.94562,14056.14341,2.96E-10,0.070306087,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5344.3182,1,1,pQ23(1),e,32840.33496,14134.07719,1.17E-09,0.274241551,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5323.9370,1,1,qQ3(1),e,32911.94562,14134.07719,3.25E-09,0.765459446,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5332.5587,1,2,rR1(1),e,32803.65234,14056.14341,6.41E-09,0.901981817,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5306.2996,1,2,sR21(1),e,32896.42646,14056.14341,6.11E-10,0.086816461,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5277.9494,1,2,tR31(1),e,32997.62465,14056.14341,4.18E-12,0.000600551,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5354.8190,1,2,pR13(1),e,32803.65234,14134.07719,2.96E-10,0.041238791,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5328.3408,1,2,qR23(1),e,32896.42646,14134.07719,2.41E-09,0.339717155,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5299.7552,1,2,rR3(1),e,32997.62465,14134.07719,4.15E-09,0.590502217,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5329.6934,2,1,qP21(2),e,32839.71962,14082.13213,8.70E-10,0.340106537,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5309.7635,2,1,rP31(2),e,32910.12434,14082.13213,2.28E-10,0.089750543,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5366.9991,2,1,oP23(2),e,32839.71962,14212.51352,3.71E-11,0.014317993,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5346.7898,2,1,pP3(2),e,32910.12434,14212.51352,9.48E-10,0.368428955,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5339.9646,2,2,qQ1(2),e,32803.64054,14082.13213,2.58E-09,0.60325369,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5313.3516,2,2,rQ21(2),e,32897.41006,14082.13213,1.94E-09,0.457364566,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5284.8246,2,2,sQ31(2),e,32998.97188,14082.13213,7.83E-11,0.018686185,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5377.4148,2,2,oQ13(2),e,32803.64054,14212.51352,2.51E-11,0.005797771,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5350.4281,2,2,pQ23(2),e,32897.41006,14212.51352,6.39E-10,0.148739895,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5321.5027,2,2,qQ3(2),e,32998.97188,14212.51352,4.05E-09,0.952532795,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5320.4362,2,3,rR1(2),e,32872.35628,14082.13213,5.48E-09,0.92129636,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5288.2840,2,3,sR21(2),e,32986.59748,14082.13213,3.91E-10,0.066514476,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5251.6420,2,3,tR31(2),e,33118.49696,14082.13213,2.01E-12,0.000347894,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,5357.6120,2,3,pR13(2),e,32872.35628,14212.51352,9.37E-11,0.015546161,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
