species,system,wavelength_air_A,j_lower,j_upper,branch,sym_lower,e_upper,e_lower,f_value,einstein_A,source
NH,A-X,4460.6053,29,29,qQ2(29),f,42656.54871,20244.35701,3.24E-08,10.84279196,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4303.6381,29,29,rQ32(29),f,43473.97748,20244.35701,3.71E-10,0.133622777,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4460.7833,29,30,qR12(29),f,42655.6544,20244.35701,6.85E-10,0.221977573,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4303.6068,29,30,rR2(29),f,43474.14614,20244.35701,2.09E-07,72.61539245,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4161.1162,29,30,sR32(29),f,44269.59671,20244.35701,5.42E-10,0.201832157,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4635.4857,29,28,pP1(29),e,41125.05352,19558.38072,8.57E-09,2.751150897,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4479.8493,29,28,qP21(29),e,41874.29833,19558.38072,7.37E-12,0.002534162,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4775.8834,29,28,oP23(29),e,41874.29833,20941.61623,5.61E-11,0.016971733,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4599.8229,29,28,pP3(29),e,42675.49475,20941.61623,8.58E-09,2.798063326,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4480.0413,29,29,qQ1(29),e,41873.342,19558.38072,3.22E-08,10.7069035,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4324.5635,29,29,rQ21(29),e,42675.60141,19558.38072,3.61E-10,0.128814921,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4776.1016,29,29,oQ13(29),e,41873.342,20941.61623,2.63E-12,0.000769092,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4599.8003,29,29,pQ23(29),e,42675.60141,20941.61623,2.54E-12,0.000801413,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4440.1231,29,29,qQ3(29),e,43457.1934,20941.61623,3.29E-08,11.12106072,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4324.7885,29,30,rR1(29),e,42674.39859,19558.38072,2.09E-07,71.89024307,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4183.6071,29,30,sR21(29),e,43454.46472,19558.38072,4.96E-10,0.182817994,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4042.7612,29,30,tR31(29),e,44286.96383,19558.38072,4.01E-12,0.001580534,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4440.6613,29,30,qR23(29),e,43454.46472,20941.61623,7.01E-10,0.229315751,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4282.3038,29,30,rR3(29),e,44286.96383,20941.61623,2.10E-07,73.98784453,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4617.8658,30,29,pP1(30),e,41891.37917,20242.41781,7.67E-09,2.480260775,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4460.2194,30,29,qP21(30),e,42656.54871,20242.41781,3.35E-12,0.001161848,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4759.2930,30,29,oP23(30),e,42656.54871,21650.89871,5.66E-11,0.017221497,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4581.0211,30,29,pP3(30),e,43473.97748,21650.89871,7.68E-09,2.521159148,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4460.3974,30,30,qQ1(30),e,42655.6544,20242.41781,4.69E-08,15.71835101,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4303.2476,30,30,rQ21(30),e,43474.14614,20242.41781,4.50E-10,0.161902682,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4160.7804,30,30,sQ31(30),e,44269.59671,20242.41781,1.66E-12,0.000639193,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4759.4957,30,30,oQ13(30),e,42655.6544,21650.89871,3.64E-12,0.001071286,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4580.9857,30,30,pQ23(30),e,43474.14614,21650.89871,8.84E-12,0.002809162,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4419.8798,30,30,qQ3(30),e,44269.59671,21650.89871,4.78E-08,16.30798993,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4303.4543,30,31,rR1(30),e,43473.03048,20242.41781,2.64E-07,91.88339841,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4161.2421,30,31,sR21(30),e,44266.93098,20242.41781,5.85E-10,0.218084384,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4019.6315,30,31,tR31(30),e,45113.29071,20242.41781,5.67E-12,0.002265934,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4420.4008,30,31,qR23(30),e,44266.93098,21650.89871,8.62E-10,0.284741376,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4260.9407,30,31,rR3(30),e,45113.29071,21650.89871,2.66E-07,94.57459628,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4776.0825,30,29,oP12(30),f,41873.342,20941.53245,6.59E-11,0.019914585,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4599.7826,30,29,pP2(30),f,42675.60141,20941.53245,7.66E-09,2.495267483,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4440.1066,30,29,qP32(30),f,43457.1934,20941.53245,2.37E-12,0.000829561,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4600.0372,30,30,pQ12(30),f,42674.39859,20941.53245,2.84E-12,0.000893982,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4440.6447,30,30,qQ2(30),f,43454.46472,20941.53245,4.71E-08,15.91598773,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4282.2884,30,30,rQ32(30),f,44286.96383,20941.53245,4.67E-10,0.169884806,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4440.8099,30,31,qR12(30),f,43453.62718,20941.53245,8.33E-10,0.272714818,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4282.2472,30,31,rR2(30),f,44287.1885,20941.53245,2.64E-07,92.83687146,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4138.9571,30,31,sR32(30),f,45095.3959,20941.53245,6.47E-10,0.243842536,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4759.4747,31,30,oP12(31),f,42655.6544,21650.80622,6.72E-11,0.020431391,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4580.9663,31,30,pP2(31),f,43474.14614,21650.80622,6.34E-09,2.078897341,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4581.2005,31,31,pQ12(31),f,43473.03048,21650.80622,9.55E-12,0.003032589,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4420.3827,31,31,qQ2(31),f,44266.93098,21650.80622,6.88E-08,23.47166384,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4260.9239,31,31,rQ32(31),f,45113.29071,21650.80622,5.96E-10,0.218839514,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4420.5362,31,32,qR12(31),f,44266.14537,21650.80622,1.02E-09,0.338864619,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4260.8740,31,32,rR2(31),f,45113.56561,21650.80622,3.36E-07,119.6296078,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4117.0166,31,32,sR32(31),f,45933.38855,21650.80622,7.81E-10,0.297616295,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4599.6246,31,30,pP1(31),e,42674.39859,20939.58295,6.35E-09,2.066157456,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4741.7753,31,30,oP23(31),e,43454.46472,22371.21382,5.63E-11,0.017248278,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4561.6499,31,30,pP3(31),e,44286.96383,22371.21382,6.34E-09,2.097505688,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4440.4254,31,31,qQ1(31),e,43453.62718,20939.58295,6.86E-08,23.18024645,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4281.8896,31,31,rQ21(31),e,44287.1885,20939.58295,5.67E-10,0.20600365,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4138.6231,31,31,sQ31(31),e,45095.3959,20939.58295,2.87E-12,0.001116747,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4741.9637,31,31,oQ13(31),e,43453.62718,22371.21382,5.12E-12,0.00151718,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4561.6031,31,31,pQ23(31),e,44287.1885,22371.21382,2.20E-11,0.007036071,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.3627,31,31,qQ3(31),e,45095.3959,22371.21382,6.98E-08,24.02821794,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4282.0793,31,32,rR1(31),e,44286.15421,20939.58295,3.36E-07,118.3719167,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4139.0695,31,32,sR21(31),e,45092.79029,20939.58295,6.97E-10,0.262715712,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3996.9241,31,32,tR31(31),e,45951.75002,20939.58295,8.06E-12,0.003258324,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4561.8184,31,32,pR13(31),e,44286.15421,22371.21382,1.87E-12,0.000580282,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.8672,31,32,qR23(31),e,45092.79029,22371.21382,1.07E-09,0.357611871,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4239.5919,31,32,rR3(31),e,45951.75002,22371.21382,3.39E-07,121.8478356,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4580.7897,32,31,pP1(32),e,43473.03048,21648.84891,4.61E-09,1.512173768,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4907.4316,32,31,nP13(32),e,43473.03048,23101.46053,1.59E-12,0.000453648,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4723.3551,32,31,oP23(32),e,44266.93098,23101.46053,5.50E-11,0.016958178,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4541.7383,32,31,pP3(32),e,45113.29071,23101.46053,4.59E-09,1.530838891,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4420.1537,32,32,qQ1(32),e,44266.14537,21648.84891,1.01E-07,34.33637,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4260.5185,32,32,rQ21(32),e,45113.56561,21648.84891,7.23E-10,0.265411089,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4116.6847,32,32,sQ31(32),e,45933.38855,21648.84891,4.83E-12,0.001899817,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4723.5304,32,32,oQ13(32),e,44266.14537,23101.46053,7.30E-12,0.002179946,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4541.6815,32,32,pQ23(32),e,45113.56561,23101.46053,4.64E-11,0.01499372,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4378.6013,32,32,qQ3(32),e,45933.38855,23101.46053,1.02E-07,35.56711055,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4260.6925,32,33,rR1(32),e,45112.60726,21648.84891,4.32E-07,153.7552919,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4117.1167,32,33,sR21(32),e,45930.84045,21648.84891,8.37E-10,0.31944436,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3974.6653,32,33,tR31(32),e,46801.08482,21648.84891,1.16E-11,0.004762091,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4541.8793,32,33,pR13(32),e,45112.60726,23101.46053,2.96E-12,0.000927268,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4379.0900,32,33,qR23(32),e,45930.84045,23101.46053,1.35E-09,0.454654389,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4218.2880,32,33,rR3(32),e,46801.08482,23101.46053,4.35E-07,158.2755566,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4741.9415,32,31,oP12(32),f,43453.62718,22371.11516,6.79E-11,0.020779478,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4561.5826,32,31,pP2(32),f,44287.1885,22371.11516,4.60E-09,1.521006591,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.3436,32,31,qP32(32),f,45095.3959,22371.11516,1.36E-12,0.000484679,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4561.7979,32,32,pQ12(32),f,44286.15421,22371.11516,2.34E-11,0.007483502,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.8481,32,32,qQ2(32),f,45092.79029,22371.11516,1.01E-07,34.76884894,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4239.5742,32,32,rQ32(32),f,45951.75002,22371.11516,7.70E-10,0.285494628,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.9910,32,33,qR12(32),f,45092.05206,22371.11516,1.27E-09,0.425609539,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4239.5167,32,33,rR2(32),f,45952.06954,22371.11516,4.32E-07,155.4284901,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4095.3230,32,33,sR32(32),f,46782.32341,22371.11516,9.53E-10,0.367442547,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4723.5076,33,32,oP12(33),f,44266.14537,23101.35832,6.78E-11,0.020872441,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4541.6605,33,32,pP2(33),f,45113.56561,23101.35832,2.61E-09,0.86919048,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4378.5817,33,32,qP32(33),f,45933.38855,23101.35832,9.46E-12,0.003389519,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4541.8582,33,33,pQ12(33),f,45112.60726,23101.35832,4.88E-11,0.015783012,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4379.0704,33,33,qQ2(33),f,45930.84045,23101.35832,1.49E-07,51.73644525,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4218.2698,33,33,rQ32(33),f,46801.08482,23101.35832,1.01E-09,0.377437457,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4379.2038,33,34,qR12(33),f,45930.14528,23101.35832,1.60E-09,0.540072641,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4218.2060,33,34,rR2(33),f,46801.44351,23101.35832,5.60E-07,203.7438193,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4073.9061,33,34,sR32(33),f,47640.89592,23101.35832,1.18E-09,0.459795642,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4561.3894,33,32,pP1(33),e,44286.15421,22369.15258,2.62E-09,0.86549321,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.4681,33,32,qP21(33),e,45092.79029,22369.15258,5.74E-12,0.0020394,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4889.6489,33,32,nP13(33),e,44286.15421,23840.49775,2.36E-12,0.000678208,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4704.0585,33,32,oP23(33),e,45092.79029,23840.49775,5.22E-11,0.016222389,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4521.3162,33,32,pP3(33),e,45951.75002,23840.49775,2.59E-09,0.870407906,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4399.6110,33,33,qQ1(33),e,45092.05206,22369.15258,1.48E-07,51.08695745,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4239.1639,33,33,rQ21(33),e,45952.06954,22369.15258,9.33E-10,0.346019285,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4094.9938,33,33,sQ31(33),e,46782.32341,22369.15258,8.06E-12,0.003205199,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4704.2219,33,33,oQ13(33),e,45092.05206,23840.49775,1.06E-11,0.003198265,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4521.2509,33,33,pQ23(33),e,45952.06954,23840.49775,8.95E-11,0.029189261,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4357.6262,33,33,qQ3(33),e,46782.32341,23840.49775,1.51E-07,52.88807131,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4239.3235,33,34,rR1(33),e,45951.18201,22369.15258,5.59E-07,201.4973489,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4095.4120,33,34,sR21(33),e,46779.83038,22369.15258,1.02E-09,0.392033492,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3952.8833,33,34,tR31(33),e,47659.98477,22369.15258,1.75E-11,0.007237193,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4521.4324,33,34,pR13(33),e,45951.18201,23840.49775,4.93E-12,0.001559977,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4358.0998,33,34,qR23(33),e,46779.83038,23840.49775,1.72E-09,0.585889311,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4197.0607,33,34,rR3(33),e,47659.98477,23840.49775,5.64E-07,207.4195526,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4541.4527,34,33,pP1(34),e,45112.60726,23099.3931,7.86E-10,0.261586063,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4378.6935,34,33,qP21(34),e,45930.84045,23099.3931,2.09E-11,0.007483091,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4217.9201,34,33,rP31(34),e,46801.08482,23099.3931,1.85E-12,0.000713491,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4870.6362,34,33,nP13(34),e,45112.60726,24587.14166,3.56E-12,0.001029647,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4683.9126,34,33,oP23(34),e,45930.84045,24587.14166,4.77E-11,0.014923331,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4500.4147,34,33,pP3(34),e,46801.08482,24587.14166,7.58E-10,0.257049088,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4378.8268,34,34,qQ1(34),e,45930.14528,23099.3931,2.20E-07,76.37603862,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4217.8562,34,34,rQ21(34),e,46801.44351,23099.3931,1.22E-09,0.456514621,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4073.5799,34,34,sQ31(34),e,47640.89592,23099.3931,1.36E-11,0.005451573,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4684.0652,34,34,oQ13(34),e,45930.14528,24587.14166,1.59E-11,0.004837195,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4500.3420,34,34,pQ23(34),e,46801.44351,24587.14166,1.63E-10,0.053735435,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4336.4691,34,34,qQ3(34),e,47640.89592,24587.14166,2.23E-07,79.03287204,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4218.0025,34,35,rR1(34),e,46800.62194,23099.3931,7.33E-07,266.8475075,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4073.9850,34,35,sR21(34),e,47638.45566,23099.3931,1.24E-09,0.485330873,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,3931.6078,34,35,tR31(34),e,48527.08082,23099.3931,2.83E-11,0.011879648,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4500.5085,34,35,pR13(34),e,46800.62194,24587.14166,9.12E-12,0.002916721,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4336.9282,34,35,qR23(34),e,47638.45566,24587.14166,2.23E-09,0.767886478,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4175.9430,34,35,rR3(34),e,48527.08082,24587.14166,7.39E-07,274.6753814,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4704.1990,34,33,oP12(34),f,45092.05206,23840.39466,6.63E-11,0.020573204,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4521.2298,34,33,pP2(34),f,45952.06954,23840.39466,7.77E-10,0.261056044,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4357.6067,34,33,qP32(34),f,46782.32341,23840.39466,3.00E-11,0.010849049,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4521.4113,34,34,pQ12(34),f,45951.18201,23840.39466,9.31E-11,0.030360654,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4358.0802,34,34,qQ2(34),f,46779.83038,23840.39466,2.20E-07,77.3602925,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4197.0425,34,34,rQ32(34),f,47659.98477,23840.39466,1.34E-09,0.506052543,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4358.2049,34,35,qR12(34),f,46779.17419,23840.39466,2.03E-09,0.691639845,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4196.9733,34,35,rR2(34),f,47660.37728,23840.39466,7.34E-07,269.916343,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4052.7973,34,35,sR32(34),f,48507.74284,23840.39466,1.49E-09,0.58607291,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4684.0430,35,34,oP12(35),f,45930.14528,24587.04047,6.31E-11,0.019736882,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4500.3215,35,34,pP2(35),f,46801.44351,24587.04047,1.32E-11,0.004477298,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4336.4501,35,34,qP32(35),f,47640.89592,24587.04047,7.23E-11,0.026392104,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4500.4880,35,35,pQ12(35),f,46800.62194,24587.04047,1.67E-10,0.054848288,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4336.9091,35,35,qQ2(35),f,47638.45566,24587.04047,3.28E-07,116.3836503,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4175.9254,35,35,rQ32(35),f,48527.08082,24587.04047,1.81E-09,0.690122141,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4337.0260,35,36,qR12(35),f,47637.83449,24587.04047,2.59E-09,0.891986008,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4175.8519,35,36,rR2(35),f,48527.50191,24587.04047,9.76E-07,362.8022742,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4032.0302,35,36,sR32(35),f,49381.43608,24587.04047,1.93E-09,0.769530624,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4521.0095,35,34,pP1(35),e,45951.18201,23838.42954,1.17E-11,0.003925775,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4357.7069,35,34,qP21(35),e,46779.83038,23838.42954,5.33E-11,0.019252818,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4196.6963,35,34,rP31(35),e,47659.98477,23838.42954,3.31E-12,0.001288785,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
NH,A-X,4850.4186,35,34,nP13(35),e,45951.18201,25340.16267,5.42E-12,0.001581071,data/reference/cno_molecular_primary/nh_brooke2014/NH-A-X-linelist.csv
