element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Si,I,VIS,kpno_solar_atlas,ENGINE-B,SynthesisHandler,7.657,7,0,0.0284,0.17,"measured — RMS of the random terms, 0.02841 dex at n_lines=7",gf scale (UNGRADED),synth,1D-LTE,none,atlas9,kurucz,handler,none
