wave_A,slope,r2,red_chi2,a_unperturbed,theo_depth,ep_eV,loggf,linear,impossible_sign,depth_frac_core,n_in_core,blend_depth,nn_sep_A
3000.468,-0.994999999999995,0.37139400532693345,84.562,8.307,0.899,2.6085,-2.266,False,True,0.4754098360655738,2,25.134,0.0039999999999054
3006.605,1.8949999999999867,0.9837616086349066,305.409,6.837,0.896,2.5592,-2.334,True,False,0.3123039386545835,6,14.571,0.0030000000001564
3031.476,1.5649999999999866,0.9937213453970055,77.687,7.458,0.898,2.5881,-2.262,True,False,0.560199625701809,15,18.653,0.0139999999996689
3087.431,0.759999999999984,0.9769959404600821,891.296,7.392,0.898,3.241,-1.465,False,False,0.9403141361256544,6,7.144,0.0010000000002037
3099.921,-1.19499999999999,0.9323137690148191,122.058,8.283,0.9,3.332,-1.322,False,True,0.2915451895043732,5,9.293,0.0019999999999527
3110.108,-0.8000000000000083,0.013170539971559925,403.486,7.069,0.897,3.3965,-1.277,False,True,0.2417138237671786,13,18.801,0.0099999999997635
3123.199,1.2949999999999735,0.9955624814485018,999.515,7.022,0.9,2.4327,-2.299,True,False,0.9183673469387756,1,5.135,0.0050000000001091
3162.329,1.9299999999999886,0.993518617305025,64.406,7.506,0.898,2.4496,-2.244,True,False,0.46504401864319,4,7.157999999999999,0.0009999999997489
3175.31,0.6050000000000074,0.9445806451612985,528.762,8.041,0.9,1.4849,-3.296,False,False,0.9278350515463918,1,7.107999999999999,0.0080000000002655
3225.606,-1.4400000000000035,0.9952483801295906,77.153,8.205,0.898,2.4327,-2.1855526214775125,True,True,0.9079878665318504,2,9.546,0.0299999999997453
3249.191,-0.20000000000002313,0.7874015748031565,126.289,8.047,0.898,2.5592,-2.004,False,True,0.7054202670856244,6,10.889,0.0099999999997635
3253.942,3.054999999999975,0.9940064754561039,119.715,7.249,0.896,2.6085,-1.971,True,False,0.8801571709233792,4,33.503,0.0120000000001709
3261.325,1.8700000000000014,0.9981731510290298,62.337,7.51,0.9,3.417,-0.984,True,False,1.0,0,6.471999999999999,0.05600000000004
3292.033,8.169999999999972,0.6673521928004764,139.558,8.385,0.898,3.0176,-1.422,False,False,0.138473400154202,28,11.099999999999998,0.0019999999999527
3312.698,-4.7700000000000555,0.2762407395266526,258.993,8.165,0.899,2.8581,-1.564,False,True,0.3644102148358329,5,21.033,0.0079999999998108
3334.218,0.8800000000000007,0.9944779761140354,462.217,7.558,0.898,2.4327,-2.045854011170452,True,False,0.3498246980911569,3,24.7,0.0350000000003092
3387.405,3.309999999999991,0.8983870835485791,80.689,7.719,0.899,2.7586,-1.579,False,False,0.5822538860103627,26,9.808,0.0009999999997489
3393.588,0.7599999999999699,0.29090909090908623,82.845,7.328,0.899,2.7586,-1.58,False,False,0.3758361204013378,4,5.915,0.0180000000000291
3439.035,3.2099999999999937,0.9962101070258043,51.808,7.537,0.899,2.7275,-1.556,True,False,0.2448923998910378,3,39.02600000000001,0.0329999999999017
3457.086,2.995000000000002,0.9968134286063544,44.508,7.225,0.896,3.6025,-0.556,True,False,0.948148148148148,2,21.575999999999993,0.018999999999778
3469.83,3.5549999999999766,0.9934382737884682,77.661,7.418,0.9,2.6085,-1.558304864359283,True,False,0.995575221238938,1,15.647,0.0270000000000436
3476.344,1.7950000000000033,0.9985511513310812,61.211,7.29,0.9,3.6025,-0.4647058799572294,True,False,0.0854214123006834,55,17.755,0.0019999999999527
3509.862,2.5499999999999927,0.9994620350445743,83.573,6.986,0.897,2.2227,-2.017728766960432,True,False,0.0460023590953382,27,24.067,0.0009999999997489
3559.503,5.5350000000000055,0.9984495075577339,124.531,7.73,0.9,3.0713,-0.910094888560602,True,False,0.9846827133479212,6,3.1079999999999997,0.0299999999997453
3572.59,3.5349999999999855,0.999298280687725,79.697,7.199,0.898,2.8512,-1.2436682326789423,True,False,0.2871762072273744,9,23.062,0.0230000000001382
3576.758,0.2800000000000155,0.9800000000000249,410.068,8.398,0.896,3.2671,-0.8124792791635369,True,False,0.4012539184952978,4,3.975,0.0060000000003128
3599.625,4.3849999999999785,0.999975297341994,523.505,7.601,0.896,3.5732,-0.39040559077478,True,False,0.9032258064516128,11,2.009,0.0090000000000145
3617.318,38.280000000000015,0.5263914457632582,133.63,7.477,0.9,3.4149,-0.493,False,False,0.872093023255814,3,3.502,0.0389999999997598
3624.28,5.449999999999991,0.996861994898644,131.9,7.406,0.899,3.8835,0.0619999999999999,True,False,0.3763080786940142,3,7.665000000000001,0.0130000000003747
3632.555,1.9499999999999937,0.9996845177064437,138.467,7.639,0.899,2.9488,-0.994347684644926,True,False,0.987912087912088,2,9.494000000000003,0.0050000000001091
3636.994,2.139999999999972,0.9990837296566168,103.949,7.247,0.899,2.5881,-1.4559319556497243,True,False,0.777681660899654,2,14.084,0.0129999999999199
3643.715,3.36499999999997,0.9972895014972698,27.67,7.252,0.898,2.6085,-1.438898616350944,True,False,0.7694944301628106,11,4.444,0.0389999999997598
3650.098,2.310000000000002,0.998652518106788,307.508,7.048,0.899,3.9841,0.0689999999999999,True,False,0.909919028340081,3,9.401,0.0109999999999672
3656.21,6.115,0.9938477914774073,61.785,7.498,0.899,3.274,-0.76,True,False,0.017400962606442,28,5.882999999999998,0.0
3664.537,36.73500000000002,0.8183366076858716,260.381,7.648,0.899,2.998,-1.072116589669293,False,False,0.6674090571640683,1,10.484,0.0010000000002037
3680.784,2.0899999999999874,0.9978982477783108,137.525,7.78,0.898,3.9841,0.0979999999999999,True,False,0.653090909090909,11,3.439,0.0
3703.821,2.5299999999999736,0.9978798035700365,42.162,7.386,0.898,2.8581,-1.2006594505464183,True,False,0.6787603930461074,2,41.02499999999999,0.0019999999999527
3731.373,2.8199999999999776,0.9998868394251442,116.243,7.772,0.898,2.6085,-1.4528408786725826,True,False,0.9708108108108108,3,5.685999999999999,0.0380000000000109
3756.937,2.9249999999999834,0.9987305200490281,63.747,7.409,0.9,3.5732,-0.2773660774661877,True,False,0.8341056533827619,2,1.966,0.0079999999998108
3778.793,3.094999999999985,0.9979502432621086,66.935,7.005,0.898,3.2671,-0.617,True,False,1.0,0,11.366,0.0900000000001455
