element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Si,I,15243.588,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.015,,1D-LTE,True,,6.7271,False,0.11815032598385194,0.5022885504839336,2.509349904542254,5.705,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,15254.02,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",6.916,,1D-LTE,True,,7.166,False,0.8837289651052972,0.004167499360014554,2.410363817700449,126.193,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,15376.831,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.621,,1D-LTE,True,,6.2227,False,0.041674024115020705,26.365277793984543,3.1152140888160424,2.928,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,15557.778,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.729,,1D-LTE,True,,5.9639,False,0.0152761448034601,49.58732561203145,3.2234044477411716,0.659,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16129.015,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.199,,1D-LTE,True,,7.1395,False,0.04702288910714699,1.5234997236890928,2.692841999398672,2.022,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16163.691,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.638,,1D-LTE,True,,5.9537,False,0.20729522577432066,0.8058852201809578,3.131803739128146,122.973,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16215.67,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",5.297,,1D-LTE,True,,5.9537,False,0.23401694637229364,0.07814468495688741,0.7911723596106501,1.28,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16241.833,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",6.909,,1D-LTE,True,,5.9639,False,0.11084128383253009,1.3877832988384358,2.403106588698277,20.959,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16380.176,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.317,,1D-LTE,True,,5.8625,False,0.04348276481388044,14.859947318070622,2.8109941325709187,8.443,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16412.982,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",4.51,,1D-LTE,False,SYNTHESIS: edge_pinned,6.8031,False,,0.0,0.004045613219028965,5.758,0.0,"none — LTE, no departure applied",native,,,,,,,,
Si,I,16434.927,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.177,,1D-LTE,True,,5.9639,False,0.10842067953317691,1.0221801708573275,2.670892976463999,22.585,0.0,"none — LTE, no departure applied",native,,,,,,,,
