line_id,species,wavelength_air_A,adjudication_status_before,loggf_reference_before,log_gf_before,nist_log_gf,nist_grade,nist_tp_code,delta_nist_minus_store,agrees_within_0p02_dex,action
gf_001814,C I,5380.325,nist,NIST ASD v5.11 grade B,-1.615,-1.614393726401688,B,T6070,0.0006062735983118905,True,NOT OVERWRITTEN — prior adjudication stands; reported for Ryan
gf_108794,O I,7771.944,nist,NIST ASD v5.11 grade A,0.369,0.3692158574101429,A,"T5803,LS",0.0002158574101429056,True,NOT OVERWRITTEN — prior adjudication stands; reported for Ryan
gf_108795,O I,7774.166,nist,NIST ASD v5.11 grade A,0.223,0.224014811372864,A,"T5803,LS",0.001014811372863994,True,NOT OVERWRITTEN — prior adjudication stands; reported for Ryan
gf_108796,O I,7775.388,nist,NIST ASD v5.11 grade A,0.002,0.002166061756507726,A,"T5803,LS",0.00016606175650772615,True,NOT OVERWRITTEN — prior adjudication stands; reported for Ryan
