filename,sha256,source_id,intake_disposition
Apslund 2021.pdf,bcd9e4527eec239df0f44ee3f2f64a7757896a8cf18eac1c343478489e959938,AGSS21,LOCAL_REFERENCE_USED_FOR_LINEAGE
aa7151.pdf,75067f34827525e4f8f4af59d4fe3e95e7e0830b40cdc51dfabdee1e0fb61b4a,Vujnovic2002,ALREADY_INGESTED_RYA1132
jpcrd372008911p.pdf,7b04a7b68269e3a229ea2f7e1d8aa878fc0d3ab1ea9adc56cb65ce8c8bb0a49b,KelleherPodobedova2008,ALREADY_INGESTED_RYA1132
aa45394-22.pdf,8ac1ab522a916b4091db3c8ee012866684b24030c40ca1fadd129094c4d26955,Burheim2023,ALREADY_INGESTED_RYA1132
1808.09478v1.pdf,a9f293cd6da156b796861dfbf189fb3e08a7d78ac5a8b1cd88d5cddd87014e6f,Papoulia2019,ALREADY_INGESTED_RYA1132
2103.12764v1.pdf,b99e0b23d2305e11d91110d7cde8010109434c708c2d781ce03b18b50411adc7,RoedererLawler2021,ALREADY_INGESTED_RYA1132
0004190v1.pdf,cee3ea26e43cdf8544772e617cc5ad5f0a8935860b0b702242662f9b8b5c67a9,GriesmannKling2000,ALREADY_INGESTED_RYA1132
1986ApJ...308.1013J,8ac85c59ee76e21765459e5211847de5149afe12f49606eed393969f8681b927,Johnson1986,ALREADY_INGESTED_RYA1132
dataTable6.dat,570df7bf3d656b0f32663fb0e24d7f53fc78e7d05c9976801f4cd1ef8502cc,Vujnovic2002_CDS,ALREADY_INGESTED_RYA1132
