separation_A,depth_ratio,noise,catalogue_error_A,realisation,true_ew_A,ew_two_A,ew_one_A,err_two,err_one,interloper_depth,chi2_two,chi2_one
0.02,0.1,0.002,0.03,3,0.03871518746591226,0.04225642374354037,0.04255616806598418,0.09146891722392098,0.09921121016019384,0.00224868705614933,4.049973954332029e-06,4.044485466673529e-06
0.02,0.1,0.002,0.03,4,0.03871518746591226,0.04200090499651377,0.042617813163907836,0.08486895571652613,0.10080348187469687,0.004622373664370228,4.275955629547644e-06,4.2857365692561465e-06
0.02,0.1,0.002,0.03,5,0.03871518746591226,0.042089995497939736,0.042442997976222765,0.08717013278055055,0.09628806559680875,0.002652059891479061,3.916080016454747e-06,3.912804183084874e-06
0.02,0.1,0.002,0.03,6,0.03871518746591226,0.04191404705094173,0.04254995411712938,0.08262544480369595,0.09905070599473484,0.004791678588184988,3.3141251809725544e-06,3.3278518355667644e-06
0.02,0.1,0.002,0.03,7,0.03871518746591226,0.042259246969528846,0.04239258561486601,0.09154184018189354,0.09498593161124705,0.0010000000000010144,4.0842600744014485e-06,4.069690928907837e-06
0.02,0.1,0.002,0.03,8,0.03871518746591226,0.04218325512591758,0.042549303848659695,0.08957899695200663,0.0990339097834223,0.0027437912403885985,3.936761264956927e-06,3.933890975360009e-06
0.02,0.1,0.002,0.03,9,0.03871518746591226,0.04226345902198632,0.042401722111240187,0.09165063605072876,0.09522192417572119,0.0010360117590782177,4.008512331288956e-06,3.9991708974933395e-06
0.02,0.1,0.002,0.03,10,0.03871518746591226,0.04263487511456622,0.042769196919858435,0.10124418620225326,0.1047136723156934,0.0010000000000491124,3.6238029148972774e-06,3.607887132912064e-06
0.02,0.1,0.002,0.03,11,0.03871518746591226,0.04223829814859392,0.04260077475643382,0.0910007393295893,0.10036338565950952,0.0027187910616720515,3.6487506914126445e-06,3.6465601886540614e-06
0.02,0.1,0.002,0.05,0,0.03871518746591226,0.0423023930435904,0.04249488602027174,0.09265628846138452,0.09762831595965818,0.001357530826971091,4.412274471822119e-06,4.410046043268844e-06
0.02,0.1,0.002,0.05,1,0.03871518746591226,0.04250825400229054,0.04265091799318209,0.09797360634551953,0.10165856824883365,0.001000257934666003,4.012305876474187e-06,3.996192809032648e-06
0.02,0.1,0.002,0.05,2,0.03871518746591226,0.04252384024848119,0.04267363957243424,0.098376193733334,0.10224545883982343,0.001054178628044255,4.138901021948431e-06,4.132953199821887e-06
0.02,0.1,0.002,0.05,3,0.03871518746591226,0.042440545351857505,0.04261323252870742,0.09622471515152366,0.10068516564015842,0.0012151385156265986,4.03565928977912e-06,4.032516328952739e-06
0.02,0.1,0.002,0.05,4,0.03871518746591226,0.042413394271910654,0.04255601003698814,0.09552341207838844,0.09920712832548283,0.0010009198810935886,4.222566216234244e-06,4.196291167716761e-06
0.02,0.1,0.002,0.05,5,0.03871518746591226,0.04228797944875552,0.042634499675648516,0.09228399025547834,0.10123448874390993,0.0024411890900147694,3.4795053929355474e-06,3.499827051057524e-06
0.02,0.1,0.002,0.05,6,0.03871518746591226,0.042457344034951355,0.042599609082571106,0.09665861936827688,0.10033327670385124,0.0010000400556364893,3.9314581509528456e-06,3.8955651638681516e-06
0.02,0.1,0.002,0.05,7,0.03871518746591226,0.042348064307647926,0.042490230986367644,0.09383596153148745,0.09750807803214737,0.0010007106368105185,4.046520816076542e-06,4.03709624245511e-06
0.02,0.1,0.002,0.05,8,0.03871518746591226,0.04248862762810754,0.04263116135939519,0.09746666383877643,0.10114826118124433,0.0010002040777017922,4.206312931765334e-06,4.17499611579322e-06
0.02,0.1,0.002,0.05,9,0.03871518746591226,0.04238531644936239,0.04266055868695279,0.09479817156204097,0.10190758405895177,0.0019385840510424037,3.8850814942470374e-06,3.89354949817115e-06
0.02,0.1,0.002,0.05,10,0.03871518746591226,0.04270742930609782,0.042851085044821074,0.10311823605918552,0.10682881446849171,0.001001845428768842,3.880431328054032e-06,3.857587768336111e-06
