wave_A,klass,n_pix,chi2_min,red_chi2,at_A,interior_minimum,frac_rise_lo,frac_rise_hi,frac_rise_weaker,sigma_A,product_A,in_aggregate
11689.972,RAIL,177,42935.87210495916,243.95381877817707,12.496,False,0.34040440182166093,0.0,0.0,0.9580477475645826,12.486,False
12648.741,RAIL,152,63800.83578460296,422.5220912887613,12.496,False,0.7083379751805359,0.0,0.0,0.8405886712591975,12.489,False
11119.795,ctrl,267,312029.2340244384,1173.0422331745806,7.745999999999999,True,0.02233899587176546,0.04395399106233815,0.02233899587176546,0.7655722811596036,7.833,True
12638.703,RAIL,158,61565.74337331136,392.13849282363924,12.496,False,0.4260898215656726,0.0,0.0,0.7534868243483805,12.486,True
11572.523,ctrl,181,123570.69473780916,686.5038596544953,7.995999999999999,True,0.059330428447317535,0.013817511577697382,0.013817511577697382,0.5432070419328615,7.979,True
11593.588,RAIL,180,219463.0971819489,1226.0508222455246,10.496,True,0.3736419804494053,0.022072407155732242,0.022072407155732242,0.4432369284418201,10.559,True
11973.046,RAIL,169,37367.43346388237,222.425199189776,9.996,True,2.4418659241529084,0.07974227234100811,0.07974227234100811,0.26713161784239864,10.056,True
10145.561,ctrl,236,16955.337181674928,72.15037098585076,7.495999999999999,True,0.4665736332043916,4.243069229904006,0.4665736332043916,0.10209237231070932,7.452,True
12342.916,ctrl,159,408.4254183425131,2.5849710021678045,7.495999999999999,True,5.577689764438269,52.83373380015325,5.577689764438269,0.027555948292147,7.438,True
