wavelength_air_A,flux
8.210343262779966608e+03,9.973676222093278421e-01
8.210353140025703397e+03,9.971806019785621755e-01
8.210363017295205282e+03,9.970549572187296095e-01
8.210373553075534801e+03,9.970229040337265092e-01
8.210383430394154857e+03,9.970763615452180595e-01
8.210393966226873090e+03,9.971958979663885225e-01
8.210403843594607679e+03,9.973383194267164686e-01
8.210414379479714626e+03,9.974936466990302897e-01
8.210424256896561928e+03,9.976229961081439779e-01
8.210434134337177966e+03,9.977253933446705858e-01
8.210444670300026701e+03,9.977997977017732945e-01
8.210454547789755452e+03,9.978370024316011166e-01
8.210465083804996539e+03,9.978438672475609117e-01
8.210474961343841642e+03,9.978217532624763519e-01
8.210485497411471442e+03,9.977693745250247881e-01
8.210495374999431078e+03,9.976937839307590261e-01
8.210505252611159449e+03,9.975924438251085880e-01
8.210515788756532856e+03,9.974552355982938545e-01
8.210525666417379398e+03,9.972979355446353056e-01
8.210536202615141519e+03,9.970981128919725878e-01
8.210546080325106232e+03,9.968789147220109559e-01
8.210556616575262524e+03,9.966088583154801839e-01
8.210566494334345407e+03,9.963200854352872726e-01
8.210576372117189749e+03,9.959952384442947171e-01
8.210586908445091467e+03,9.956081278321687877e-01
8.210596786277057618e+03,9.952079514678698891e-01
8.210607322657353507e+03,9.947442074623618069e-01
8.210617200538437828e+03,9.942801034097449309e-01
8.210627736971122431e+03,9.937627687646805041e-01
8.210637614901328561e+03,9.932681318505985901e-01
8.210647492855301607e+03,9.927779666540494929e-01
8.210658029365733455e+03,9.922774890339196574e-01
8.210667907368824672e+03,9.918473621402431606e-01
8.210678443931652509e+03,9.914500350129378248e-01
8.210688321983865535e+03,9.911517032126675453e-01
8.210698858599087544e+03,9.909288801893146870e-01
8.210708736700420559e+03,9.908196117575123196e-01
8.210718614825520490e+03,9.908128838741508959e-01
8.210729151518489743e+03,9.909198976218541732e-01
8.210739029692709664e+03,9.911227561292381694e-01
8.210749566438078546e+03,9.914383945950194787e-01
8.210759444661420275e+03,9.918141235820383539e-01
8.210769981459183327e+03,9.922814685254602862e-01
8.210779859731646866e+03,9.927639066038729254e-01
