true_star,instrument,src_folder,raw_object,norm_reason,file,date_obs,exptime,snr35,specsys,sep_arcsec,tight_sep_flag,integrity,src_path
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:55.100.fits,2010-05-11T03:01:41.927,5.007,154.6,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:55.100.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:37.193.fits,2010-05-11T03:02:18.919,4.9994,159.8,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:37.193.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:23.573.fits,2010-05-11T03:02:55.831,4.9991,176.1,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:23.573.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:29.777.fits,2010-05-11T03:03:32.463,5.0001,149.8,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:29.777.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:06.417.fits,2010-05-11T03:04:09.455,5.0074,181.1,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:06.417.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:41:42.947.fits,2010-05-11T03:04:46.957,5.0076,173.1,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:41:42.947.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:41:46.793.fits,2010-05-11T03:05:23.809,5.0068,128.4,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:41:46.793.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:39.487.fits,2010-05-11T03:06:00.841,5.0069,185.8,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:39.487.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:15.590.fits,2010-05-11T03:06:37.914,5.0072,165.9,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:15.590.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:44.327.fits,2010-05-11T03:07:14.466,5.0066,157.3,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:44.327.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:39.027.fits,2010-05-11T03:07:50.558,5.0072,153.9,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:39.027.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:20.020.fits,2010-05-11T03:08:27.510,5.007,147.3,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:20.020.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:41.607.fits,2010-05-11T03:09:04.882,5.0059,179.4,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:41.607.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:22.297.fits,2010-05-11T03:09:41.944,5.0063,147.7,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:22.297.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:15.987.fits,2010-05-11T03:10:18.906,5.0066,174.9,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:15.987.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:45.233.fits,2010-05-11T03:10:55.778,5.0061,167.6,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:45.233.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:03.637.fits,2010-05-11T03:11:32.480,5.007,174.8,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:03.637.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:03.163.fits,2010-05-11T03:12:09.482,5.0064,152.1,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:03.163.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:26.903.fits,2010-05-11T03:12:46.934,5.0062,179.8,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:26.903.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:44:20.160.fits,2010-05-11T03:13:23.907,5.0076,169.1,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:44:20.160.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:42:12.197.fits,2010-05-11T03:14:00.909,5.0059,182.9,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:42:12.197.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:41:16.210.fits,2010-05-11T03:14:37.741,5.0064,150.0,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:41:16.210.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:52.510.fits,2010-05-11T03:15:15.483,5.0068,150.1,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:52.510.fits
alpha_cen_a,HARPS,Alpha Cen A,HD128620,HD128620,ADP.2014-09-24T09:43:33.593.fits,2010-05-11T03:15:51.585,5.0087,158.8,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-24T09:43:33.593.fits
alpha_cen_b,CRIRES,Alpha Cen B,alf Cen B,name->B,ADP.2025-10-09T15:03:59.423.fits,2022-04-15T04:22:41.5370,10.0,,TOPOCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/CRIRES/ADP.2025-10-09T15:03:59.423.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-07-10T13:16:59.844.fits,2023-06-12T03:45:45.666,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-07-10T13:16:59.844.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-09-05T14:24:19.442.fits,2023-08-07T00:17:48.864,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-09-05T14:24:19.442.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-09-05T14:56:59.399.fits,2023-08-21T23:23:06.708,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-09-05T14:56:59.399.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-09-05T14:59:03.127.fits,2023-08-22T23:13:18.595,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-09-05T14:59:03.127.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-09-05T15:00:54.599.fits,2023-08-23T23:15:23.085,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-09-05T15:00:54.599.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-09-05T15:08:28.814.fits,2023-08-25T23:15:58.916,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-09-05T15:08:28.814.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-09-05T15:10:26.671.fits,2023-08-26T23:12:08.124,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-09-05T15:10:26.671.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-10-09T12:32:23.101.fits,2023-09-05T23:49:30.080,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-10-09T12:32:23.101.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-10-09T12:34:19.306.fits,2023-09-06T23:53:49.590,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-10-09T12:34:19.306.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2023-10-09T12:36:20.722.fits,2023-09-07T23:18:52.616,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2023-10-09T12:36:20.722.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2024-04-09T09:21:59.066.fits,2024-03-12T06:53:00.952,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2024-04-09T09:21:59.066.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2024-07-05T15:23:01.579.fits,2024-06-12T00:11:23.256,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2024-07-05T15:23:01.579.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2024-07-05T15:36:08.167.fits,2024-06-17T01:51:23.886,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2024-07-05T15:36:08.167.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2024-07-05T15:44:32.458.fits,2024-06-18T23:25:35.925,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2024-07-05T15:44:32.458.fits
alpha_cen_b,ESPRESSO,Alpha Cen A,alf Cen B,name->B,ADP.2024-09-04T14:27:45.986.fits,2024-08-26T23:33:31.348,30.0,,BARYCENT,,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/ESPRESSO/ADP.2024-09-04T14:27:45.986.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:14:49.503.fits,2008-02-28T08:33:37.003,30.0,551.2,BARYCENT,8.091,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:14:49.503.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:17:22.570.fits,2008-02-28T08:36:42.913,30.0,549.7,BARYCENT,8.091,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:17:22.570.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:12:25.790.fits,2008-02-28T08:37:44.776,30.0,527.6,BARYCENT,8.091,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:12:25.790.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:10:10.403.fits,2008-02-28T08:38:46.359,30.0,539.7,BARYCENT,8.091,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:10:10.403.fits
alpha_cen_b,HARPS,Alpha Cen B,HD128621,HD128621,ADP.2014-09-18T12:17:38.683.fits,2008-03-23T07:35:12.782,20.0,604.1,BARYCENT,8.041,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/HARPS/ADP.2014-09-18T12:17:38.683.fits
alpha_cen_b,HARPS,Alpha Cen B,HD128621,HD128621,ADP.2014-09-18T12:09:55.097.fits,2008-03-27T06:36:37.318,120.0,601.2,BARYCENT,8.033,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/HARPS/ADP.2014-09-18T12:09:55.097.fits
alpha_cen_b,HARPS,Alpha Cen B,HD128621,HD128621,ADP.2014-09-18T12:13:28.310.fits,2008-03-27T06:41:40.224,120.0,600.4,BARYCENT,8.033,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/HARPS/ADP.2014-09-18T12:13:28.310.fits
alpha_cen_b,HARPS,Alpha Cen B,HD128621,HD128621,ADP.2014-09-18T12:12:55.263.fits,2008-03-27T06:44:12.202,120.0,601.2,BARYCENT,8.033,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/HARPS/ADP.2014-09-18T12:12:55.263.fits
alpha_cen_b,HARPS,Alpha Cen B,HD128621,HD128621,ADP.2014-09-18T12:11:10.547.fits,2008-03-27T06:46:44.130,120.0,600.7,BARYCENT,8.033,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/HARPS/ADP.2014-09-18T12:11:10.547.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:11:10.120.fits,2008-04-06T06:50:57.578,15.0,401.3,BARYCENT,8.012,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:11:10.120.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:09:43.723.fits,2008-04-06T06:51:44.150,15.0,415.0,BARYCENT,8.012,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:09:43.723.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:11:25.130.fits,2008-04-09T07:41:53.592,15.0,401.1,BARYCENT,8.006,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:11:25.130.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:10:04.053.fits,2008-06-21T04:25:46.879,60.0,441.5,BARYCENT,7.856,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:10:04.053.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:14:36.977.fits,2008-06-22T03:02:55.447,30.0,480.8,BARYCENT,7.854,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:14:36.977.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-18T12:13:24.093.fits,2008-06-24T01:36:41.222,15.0,410.0,BARYCENT,7.85,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-18T12:13:24.093.fits
alpha_cen_b,HARPS,Alpha Cen B,HD128621,HD128621,ADP.2014-09-23T11:01:10.977.fits,2009-02-16T07:06:02.586,60.0,601.4,BARYCENT,7.365,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen B/HARPS/ADP.2014-09-23T11:01:10.977.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:03:15.983.fits,2009-02-16T07:11:09.955,30.0,546.0,BARYCENT,7.365,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:03:15.983.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:01:07.583.fits,2009-02-17T06:07:10.283,10.0,437.9,BARYCENT,7.363,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:01:07.583.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:06:02.120.fits,2009-02-17T06:08:33.158,10.0,428.4,BARYCENT,7.363,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:06:02.120.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:00:35.860.fits,2009-02-17T06:09:14.840,10.0,429.9,BARYCENT,7.363,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:00:35.860.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:03:09.460.fits,2009-02-17T06:10:38.216,10.0,445.8,BARYCENT,7.363,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:03:09.460.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:04:11.277.fits,2009-03-23T05:56:59.122,30.0,468.8,BARYCENT,7.294,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:04:11.277.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:01:05.463.fits,2009-03-23T05:58:01.225,30.0,477.2,BARYCENT,7.294,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:01:05.463.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:01:27.077.fits,2009-03-23T05:59:03.159,30.0,492.1,BARYCENT,7.294,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:01:27.077.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:04:10.303.fits,2009-03-23T06:03:33.384,20.0,436.8,BARYCENT,7.294,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:04:10.303.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:04:49.663.fits,2009-03-27T05:19:12.152,15.0,405.3,BARYCENT,7.286,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:04:49.663.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:04:53.707.fits,2009-03-27T07:24:11.614,15.0,392.1,BARYCENT,7.285,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:04:53.707.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:05:29.090.fits,2009-03-27T07:24:59.997,15.0,403.2,BARYCENT,7.285,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:05:29.090.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:04:57.143.fits,2009-03-27T07:25:47.190,15.0,391.5,BARYCENT,7.285,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:04:57.143.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:05:06.443.fits,2009-04-25T03:49:33.751,30.0,447.1,BARYCENT,7.227,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:05:06.443.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:00:48.903.fits,2009-04-25T03:50:39.745,30.0,481.4,BARYCENT,7.227,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:00:48.903.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:05:57.283.fits,2009-04-25T03:51:45.309,30.0,467.0,BARYCENT,7.227,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:05:57.283.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:05:39.290.fits,2009-04-30T03:23:48.897,20.0,389.0,BARYCENT,7.217,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:05:39.290.fits
alpha_cen_b,HARPS,Alpha Cen A,HD128621,HD128621,ADP.2014-09-23T11:01:33.283.fits,2009-04-30T03:24:43.940,20.0,409.6,BARYCENT,7.217,False,OK,/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri (vetted)/Alpha Cen A/HARPS/ADP.2014-09-23T11:01:33.283.fits
