element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,harps,1D-LTE,SynthesisHandler,7.537,1443,40,0.0151,0.17,"measured — RMS of the random terms, 0.01513 dex at n_lines=1443",gf scale (UNGRADED),synth,1D-LTE,none,atlas9,kurucz,handler
