element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,harps,1D-LTE,SynthesisHandler,7.318,38,2,0.1123,0.17,"measured — RMS of the random terms, 0.11230 dex at n_lines=38",gf scale (UNGRADED),synth,1D-LTE,none,atlas9,kurucz,handler
