species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,nist_grade,adjudication_status
Fe II,3428.634,3.9674,-3.382,VALD3,,single_source
Fe II,3430.141,3.9442,-4.4,VALD3,,single_source
Fe II,3434.307,4.7318,-3.557,VALD3,,single_source
Fe II,3436.108,3.9674,-2.216,VALD3,,single_source
Fe II,3438.812,7.1181,-2.957,VALD3,,single_source
Fe II,3440.25,4.738,-3.369,VALD3,,single_source
Fe II,3440.992,0.3013,-8.349,VALD3,,single_source
Fe II,3441.287,7.1283,-2.578,VALD3,,single_source
Fe II,3441.408,8.7438,-1.347,VALD3,,single_source
Fe II,3441.906,5.5107,-2.328,VALD3,,single_source
Fe II,3442.221,3.9674,-2.464,VALD3,,single_source
Fe II,3442.791,3.8887,-4.966,VALD3,,single_source
Fe II,3443.824,2.2764,-3.537,VALD3,,single_source
Fe II,3444.749,4.6156,-2.935,VALD3,,single_source
Fe II,3445.582,3.8916,-3.434,VALD3,,single_source
Fe II,3447.537,6.8031,-2.974,VALD3,,single_source
Fe II,3448.43,3.9674,-3.314,VALD3,,single_source
Fe II,3449.431,2.891,-3.540561194972466,VALD3,,single_source
Fe II,3451.26,6.8072,-1.2847000570250695,VALD3,,single_source
Fe II,3451.405,7.1388,-2.664,VALD3,,single_source
Fe II,3451.548,6.8073,-1.607,VALD3,,single_source
Fe II,3452.307,0.3013,-8.282,VALD3,,single_source
Fe II,3452.32,3.9674,-3.972,VALD3,,single_source
Fe II,3453.37,5.5107,-3.421,VALD3,,single_source
Fe II,3453.616,5.5107,-1.82,VALD3,,single_source
Fe II,3455.114,0.3013,-8.461,VALD3,,single_source
Fe II,3456.003,1.6706,-4.944,VALD3,,single_source
Fe II,3456.928,3.9034,-2.12,VALD3,,single_source
Fe II,3458.12,1.9645,-4.343,VALD3,,single_source
Fe II,3463.964,1.6706,-4.087,VALD3,,single_source
Fe II,3464.4,4.4948,-3.109,VALD3,,single_source
Fe II,3464.497,4.1493,-2.502,VALD3,,single_source
Fe II,3464.912,5.5526,-3.387,VALD3,,single_source
Fe II,3466.857,4.7318,-2.565,VALD3,,single_source
Fe II,3468.681,4.1536,-1.531,VALD3,,single_source
Fe II,3469.988,7.1388,-2.697,VALD3,,single_source
Fe II,3470.215,8.7438,-0.773,VALD3,,single_source
Fe II,3470.241,3.9674,-5.15,VALD3,,single_source
Fe II,3472.913,4.738,-3.296,VALD3,,single_source
Fe II,3473.782,8.7179,-0.515,VALD3,,single_source
Fe II,3475.253,1.6953,-4.687,VALD3,,single_source
Fe II,3475.741,1.6706,-3.618,VALD3,,single_source
Fe II,3478.556,2.3417,-4.165,VALD3,,single_source
Fe II,3478.665,5.5488,-2.573,VALD3,,single_source
Fe II,3479.914,1.6953,-3.934,VALD3,,single_source
Fe II,3481.92,4.0761,-5.442,VALD3,,single_source
Fe II,3482.05,2.0295,-4.923,VALD3,,single_source
Fe II,3482.394,4.4791,-4.574,VALD3,,single_source
Fe II,3482.418,5.5526,-2.027,VALD3,,single_source
Fe II,3482.701,4.1493,-4.057,VALD3,,single_source
Fe II,3484.339,4.1493,-3.908,VALD3,,single_source
Fe II,3485.743,4.4791,-2.892,VALD3,,single_source
Fe II,3486.078,4.0803,-3.799,VALD3,,single_source
Fe II,3486.929,4.1536,-3.709,VALD3,,single_source
Fe II,3487.986,1.6953,-3.737,VALD3,,single_source
Fe II,3488.571,4.1536,-5.051,VALD3,,single_source
Fe II,3489.163,4.0761,-3.319,VALD3,,single_source
Fe II,3489.371,4.1536,-3.291,VALD3,,single_source
Fe II,3490.376,5.5488,-3.275,VALD3,,single_source
Fe II,3490.627,5.5488,-2.115,VALD3,,single_source
Fe II,3493.338,4.0803,-5.491,VALD3,,single_source
Fe II,3493.473,4.1493,-1.227,VALD3,,single_source
Fe II,3494.154,5.5526,-2.352,VALD3,,single_source
Fe II,3494.668,2.2764,-3.106,VALD3,,single_source
Fe II,3495.168,4.0803,-4.184,VALD3,,single_source
Fe II,3495.228,1.9645,-4.391,VALD3,,single_source
Fe II,3495.621,4.1493,-2.461,VALD3,,single_source
Fe II,3496.348,5.5848,-2.454,VALD3,,single_source
Fe II,3496.662,3.9442,-4.934,VALD3,,single_source
Fe II,3497.726,4.1536,-3.285,VALD3,,single_source
Fe II,3497.81,4.4948,-3.081,VALD3,,single_source
Fe II,3499.88,4.1536,-2.37,VALD3,,single_source
Fe II,3500.72,5.5892,-3.357,VALD3,,single_source
Fe II,3501.625,0.3519,-8.314,VALD3,,single_source
Fe II,3503.467,1.724,-4.013,VALD3,,single_source
Fe II,3504.022,0.3519,-8.586,VALD3,,single_source
Fe II,3504.513,0.3519,-8.704,VALD3,,single_source
Fe II,3507.395,2.3417,-3.519,VALD3,,single_source
Fe II,3508.204,1.724,-4.063,VALD3,,single_source
Fe II,3511.228,4.0761,-3.811,VALD3,,single_source
Fe II,3513.349,5.9109,-3.715,VALD3,,single_source
Fe II,3514.126,4.7318,-4.059,VALD3,,single_source
Fe II,3515.826,6.8031,-1.669,VALD3,,single_source
Fe II,3516.305,5.6049,-2.247,VALD3,,single_source
Fe II,3518.215,2.0295,-5.323,VALD3,,single_source
Fe II,3518.591,5.5892,-2.27,VALD3,,single_source
Fe II,3519.713,3.9674,-3.612,VALD3,,single_source
Fe II,3519.998,6.8073,-2.857,VALD3,,single_source
Fe II,3520.349,4.738,-4.389,VALD3,,single_source
Fe II,3521.622,1.9645,-4.503,VALD3,,single_source
Fe II,3522.054,2.0295,-5.871,VALD3,,single_source
Fe II,3525.323,4.7318,-3.594,VALD3,,single_source
Fe II,3526.125,5.5848,-2.196,VALD3,,single_source
Fe II,3526.645,5.6152,-2.779,VALD3,,single_source
Fe II,3530.572,5.5892,-2.835,VALD3,,single_source
Fe II,3531.585,4.738,-4.417,VALD3,,single_source
Fe II,3532.685,4.4791,-3.237,VALD3,,single_source
Fe II,3532.686,3.8887,-3.537,VALD3,,single_source
Fe II,3532.804,7.2694,-2.148,VALD3,,single_source
Fe II,3533.185,3.8892,-4.561,VALD3,,single_source
Fe II,3535.625,3.8916,-2.968,VALD3,,single_source
Fe II,3537.612,5.5706,-3.602,VALD3,,single_source
Fe II,3537.613,4.1493,-4.21,VALD3,,single_source
Fe II,3538.691,0.3865,-8.697,VALD3,,single_source
Fe II,3539.192,0.3865,-8.421,VALD3,,single_source
Fe II,3540.021,5.9109,-2.367,VALD3,,single_source
Fe II,3541.534,5.5688,-3.486,VALD3,,single_source
Fe II,3541.975,4.1536,-5.245,VALD3,,single_source
Fe II,3543.351,5.5706,-2.487,VALD3,,single_source
Fe II,3543.441,4.7318,-4.522,VALD3,,single_source
Fe II,3548.034,5.5688,-2.272,VALD3,,single_source
Fe II,3548.55,4.4948,-3.833,VALD3,,single_source
Fe II,3552.664,5.5688,-3.24,VALD3,,single_source
Fe II,3554.492,5.5706,-2.853,VALD3,,single_source
Fe II,3555.082,4.1493,-3.919,VALD3,,single_source
Fe II,3556.942,5.6152,-2.588,VALD3,,single_source
Fe II,3557.523,7.2737,-2.381,VALD3,,single_source
Fe II,3557.56,5.5688,-2.523,VALD3,,single_source
Fe II,3559.393,5.5706,-3.01,VALD3,,single_source
Fe II,3560.292,4.0803,-3.613,VALD3,,single_source
Fe II,3560.554,2.0295,-5.37,VALD3,,single_source
Fe II,3564.536,4.1493,-2.246,VALD3,,single_source
Fe II,3566.06,4.738,-2.589,VALD3,,single_source
Fe II,3566.152,4.4948,-2.309,VALD3,,single_source
Fe II,3568.884,4.0761,-3.681,VALD3,,single_source
Fe II,3568.964,4.1536,-3.634,VALD3,,single_source
Fe II,3572.97,6.2187,-3.666,VALD3,,single_source
Fe II,3573.252,4.0803,-4.903,VALD3,,single_source
Fe II,3575.272,4.0761,-3.959,VALD3,,single_source
Fe II,3575.39,4.4791,-3.409,VALD3,,single_source
Fe II,3579.655,4.0803,-5.062,VALD3,,single_source
Fe II,3583.546,4.0803,-4.415,VALD3,,single_source
Fe II,3585.619,7.2737,-1.441,VALD3,,single_source
Fe II,3586.295,5.9561,-3.662,VALD3,,single_source
Fe II,3587.866,4.738,-3.342,VALD3,,single_source
Fe II,3587.948,2.0295,-6.325,VALD3,,single_source
Fe II,3589.43,3.9442,-5.543,VALD3,,single_source
Fe II,3589.504,7.2694,-0.9253538046206958,VALD3,,single_source
Fe II,3591.642,4.4948,-4.146,VALD3,,single_source
Fe II,3597.654,4.4948,-3.109,VALD3,,single_source
Fe II,3600.352,4.7318,-3.912,VALD3,,single_source
Fe II,3602.601,4.0761,-3.406,VALD3,,single_source
Fe II,3604.283,5.5688,-3.456,VALD3,,single_source
Fe II,3606.165,5.5706,-3.905,VALD3,,single_source
Fe II,3607.052,4.0803,-5.444,VALD3,,single_source
Fe II,3609.742,9.0577,-1.147,VALD3,,single_source
Fe II,3610.339,4.1493,-3.108,VALD3,,single_source
Fe II,3614.882,4.1536,-2.18,VALD3,,single_source
Fe II,3621.264,4.6156,-1.76,VALD3,,single_source
Fe II,3623.191,4.1536,-3.794,VALD3,,single_source
Fe II,3624.885,4.6156,-2.018,VALD3,,single_source
Fe II,3627.177,5.9561,-2.229,VALD3,,single_source
Fe II,3629.989,4.1536,-3.749,VALD3,,single_source
Fe II,3632.296,4.1493,-2.63,VALD3,,single_source
Fe II,3636.612,4.1493,-5.073,VALD3,,single_source
Fe II,3636.895,4.1536,-4.732,VALD3,,single_source
Fe II,3641.222,4.1536,-4.565,VALD3,,single_source
Fe II,3643.676,5.5688,-3.335,VALD3,,single_source
Fe II,3644.195,4.4791,-4.372,VALD3,,single_source
Fe II,3645.6,5.5706,-3.923,VALD3,,single_source
Fe II,3645.786,4.1493,-4.572,VALD3,,single_source
Fe II,3648.543,9.0622,-1.301,VALD3,,single_source
Fe II,3656.503,4.1493,-4.007,VALD3,,single_source
Fe II,3656.774,4.4791,-4.117,VALD3,,single_source
Fe II,3657.096,8.9705,-1.506,VALD3,,single_source
Fe II,3658.81,5.5688,-3.913,VALD3,,single_source
Fe II,3660.789,9.8301,-0.475,VALD3,,single_source
Fe II,3661.164,4.1536,-4.463,VALD3,,single_source
Fe II,3662.029,8.9919,-1.415,VALD3,,single_source
Fe II,3667.025,9.8358,-0.379,VALD3,,single_source
Fe II,3670.098,5.5706,-3.845,VALD3,,single_source
Fe II,3673.355,5.5688,-3.458,VALD3,,single_source
Fe II,3673.776,4.4948,-4.229,VALD3,,single_source
Fe II,3680.979,4.1493,-3.982,VALD3,,single_source
Fe II,3682.658,4.4791,-4.665,VALD3,,single_source
Fe II,3693.231,9.0037,-1.199,VALD3,,single_source
Fe II,3695.848,5.5688,-3.532,VALD3,,single_source
Fe II,3698.744,6.0877,-3.469,VALD3,,single_source
Fe II,3699.902,4.4948,-3.738,VALD3,,single_source
Fe II,3710.143,4.7318,-3.582,VALD3,,single_source
Fe II,3711.98,5.9109,-2.743,VALD3,,single_source
Fe II,3712.387,2.2764,-5.025,VALD3,,single_source
Fe II,3713.47,9.0077,-1.19,VALD3,,single_source
Fe II,3716.272,4.1536,-4.932,VALD3,,single_source
Fe II,3720.169,2.5438,-4.684,VALD3,,single_source
Fe II,3720.676,2.0295,-7.196,VALD3,,single_source
Fe II,3723.914,2.2764,-5.157,VALD3,,single_source
Fe II,3725.306,4.4791,-2.818,VALD3,,single_source
Fe II,3727.033,5.9109,-1.903,VALD3,,single_source
Fe II,3728.391,1.9645,-5.976,VALD3,,single_source
Fe II,3741.555,2.2764,-4.093,VALD3,,single_source
Fe II,3742.952,4.4948,-4.293,VALD3,,single_source
Fe II,3743.881,4.4791,-4.34,VALD3,,single_source
Fe II,3745.36,4.4948,-3.612,VALD3,,single_source
Fe II,3746.562,2.2764,-3.872,VALD3,,single_source
Fe II,3748.487,4.7318,-1.545,VALD3,,single_source
Fe II,3755.568,4.738,-2.445,VALD3,,single_source
Fe II,3759.462,4.738,-1.864,VALD3,,single_source
Fe II,3762.892,5.9561,-1.762,VALD3,,single_source
Fe II,3763.5,4.4791,-3.888,VALD3,,single_source
Fe II,3764.096,2.5827,-3.881,VALD3,,single_source
Fe II,3764.782,2.2764,-7.683,VALD3,,single_source
Fe II,3768.99,5.8232,-3.951,VALD3,,single_source
Fe II,3778.361,5.9561,-3.118,VALD3,,single_source
Fe II,3779.57,2.5438,-3.972,VALD3,,single_source
Fe II,3781.5115,4.4948,-2.971,VALD3,,single_source
Fe II,3783.3429,2.2764,-3.387,VALD3,,single_source
Fe II,3786.3656,2.3417,-4.956,VALD3,,single_source
Fe II,3787.8925,1.9645,-5.999,VALD3,,single_source
Fe II,3796.5507,4.6156,-4.002,VALD3,,single_source
Fe II,3798.3574,2.3417,-4.446,VALD3,,single_source
Fe II,3798.5862,2.6419,-4.46,VALD3,,single_source
Fe II,3802.8167,2.0295,-7.328,VALD3,,single_source
Fe II,3805.5158,1.9645,-6.036,VALD3,,single_source
Fe II,3806.8206,4.7318,-4.485,VALD3,,single_source
Fe II,3807.0507,7.6531,-2.034,VALD3,,single_source
Fe II,3810.2053,4.6156,-4.62,VALD3,,single_source
Fe II,3814.1238,4.738,-2.189,VALD3,,single_source
Fe II,3817.3492,9.0686,-1.132,VALD3,,single_source
Fe II,3821.9225,2.3417,-4.033,VALD3,,single_source
Fe II,3824.9198,2.5827,-4.378,VALD3,,single_source
Fe II,3827.0852,4.7318,-2.361,VALD3,,single_source
Fe II,3833.0022,2.6419,-4.728,VALD3,,single_source
Fe II,3834.8102,4.4948,-3.337,VALD3,,single_source
Fe II,3841.3486,4.4791,-4.91,VALD3,,single_source
Fe II,3844.7938,9.0622,-1.023,VALD3,,single_source
Fe II,3845.1827,4.4791,-2.43,VALD3,,single_source
Fe II,3850.182,2.0295,-6.526,VALD3,,single_source
Fe II,3857.4327,6.2256,-3.425,VALD3,,single_source
Fe II,3860.1146,4.4948,-4.261,VALD3,,single_source
Fe II,3863.3893,4.7318,-3.505,VALD3,,single_source
Fe II,3863.9517,4.738,-3.054,VALD3,,single_source
Fe II,3863.9863,4.4948,-3.462,VALD3,,single_source
Fe II,3864.737,2.0295,-7.454,VALD3,,single_source
Fe II,3867.5971,4.4791,-4.071,VALD3,,single_source
Fe II,3872.7593,2.7043,-4.307,VALD3,,single_source
Fe II,3872.9796,4.4948,-4.794,VALD3,,single_source
Fe II,3874.0707,0.0,-9.651,VALD3,,single_source
Fe II,3884.6671,4.6156,-3.754,VALD3,,single_source
Fe II,3886.6211,4.4948,-5.154,VALD3,,single_source
Fe II,3894.6193,7.5682,-2.081,VALD3,,single_source
Fe II,3896.0918,2.6419,-4.456,VALD3,,single_source
Fe II,3898.5936,7.5577,-1.711,VALD3,,single_source
Fe II,3902.4752,7.5746,-2.243,VALD3,,single_source
Fe II,3903.7513,7.5391,-1.55,VALD3,,single_source
Fe II,3906.0345,5.5706,-1.704,VALD3,,single_source
Fe II,3908.0709,9.144,-1.196,VALD3,,single_source
Fe II,3908.5387,2.7043,-5.088,VALD3,,single_source
Fe II,3914.5068,1.6706,-4.371,VALD3,,single_source
Fe II,3918.2478,5.9109,-3.472,VALD3,,single_source
Fe II,3918.5237,5.9109,-2.485,VALD3,,single_source
Fe II,3920.6272,7.5166,-1.332,VALD3,,single_source
Fe II,3922.0095,9.1257,-1.106,VALD3,,single_source
Fe II,3926.6813,7.5577,-2.5,VALD3,,single_source
Fe II,3930.3058,1.6953,-4.303,VALD3,,single_source
Fe II,3935.9607,5.5688,-1.717,VALD3,,single_source
Fe II,3938.2934,1.6706,-4.073,VALD3,,single_source
Fe II,3938.9665,5.9109,-1.932,VALD3,,single_source
Fe II,3944.4357,4.738,-3.952,VALD3,,single_source
Fe II,3945.2115,1.6953,-4.441,VALD3,,single_source
Fe II,3948.7804,7.5391,-2.56,VALD3,,single_source
Fe II,3957.6543,2.2764,-6.627,VALD3,,single_source
Fe II,3958.401,2.6919,-6.692,VALD3,,single_source
Fe II,3959.1767,4.738,-3.99,VALD3,,single_source
Fe II,3960.9095,7.2694,-1.556,VALD3,,single_source
Fe II,3964.5684,2.7785,-4.693,VALD3,,single_source
Fe II,3966.1335,4.4791,-3.437,VALD3,,single_source
Fe II,3966.4302,1.724,-5.671,VALD3,,single_source
Fe II,3969.3738,1.6953,-5.232,VALD3,,single_source
Fe II,3969.3987,1.6706,-4.109,VALD3,,single_source
Fe II,3970.2662,6.703,-2.969,VALD3,,single_source
Fe II,3974.1606,2.7043,-4.045,VALD3,,single_source
Fe II,3975.0178,5.9561,-2.365,VALD3,,single_source
Fe II,3981.5474,4.7318,-3.851,VALD3,,single_source
Fe II,3981.6116,1.724,-5.182,VALD3,,single_source
Fe II,3982.2649,5.9561,-2.927,VALD3,,single_source
Fe II,3982.9464,6.1381,-3.476,VALD3,,single_source
Fe II,3986.1417,4.4948,-5.155,VALD3,,single_source
Fe II,3989.5371,4.738,-4.339,VALD3,,single_source
Fe II,3996.3429,5.9561,-3.437,VALD3,,single_source
Fe II,4002.0724,2.7785,-4.481,VALD3,,single_source
Fe II,4002.5397,5.9561,-2.072,VALD3,,single_source
Fe II,4004.1558,4.4791,-3.244,VALD3,,single_source
Fe II,4012.4603,4.4791,-5.138,VALD3,,single_source
Fe II,4013.4991,4.4791,-5.003,VALD3,,single_source
Fe II,4014.3012,4.4948,-5.026,VALD3,,single_source
Fe II,4018.4852,2.2764,-5.779,VALD3,,single_source
Fe II,4024.5505,4.4948,-2.439,VALD3,,single_source
Fe II,4031.4448,4.7318,-3.162,VALD3,,single_source
Fe II,4032.9398,4.4948,-2.572,VALD3,,single_source
Fe II,4034.2382,4.7318,-3.998,VALD3,,single_source
Fe II,4035.5334,2.5438,-5.325,VALD3,,single_source
Fe II,4039.6362,4.738,-4.505,VALD3,,single_source
Fe II,4041.6431,5.5688,-3.376,VALD3,,single_source
Fe II,4044.0096,5.5706,-2.671,VALD3,,single_source
Fe II,4046.8088,4.4948,-4.373,VALD3,,single_source
Fe II,4048.8313,5.5688,-2.381,VALD3,,single_source
Fe II,4051.2063,5.5706,-3.162,VALD3,,single_source
Fe II,4057.4553,7.2737,-1.68,VALD3,,single_source
Fe II,4061.4877,4.738,-5.07,VALD3,,single_source
Fe II,4061.7786,5.9561,-2.927,VALD3,,single_source
Fe II,4064.7477,2.8555,-5.393,VALD3,,single_source
Fe II,4069.8761,5.9109,-3.009,VALD3,,single_source
Fe II,4070.0231,2.5438,-4.764,VALD3,,single_source
Fe II,4075.9489,2.5438,-4.792,VALD3,,single_source
Fe II,4076.2123,4.7318,-4.241,VALD3,,single_source
Fe II,4085.7207,7.4889,-2.672,VALD3,,single_source
Fe II,4087.2753,2.5827,-4.524,VALD3,,single_source
Fe II,4088.7487,2.8441,-4.679,VALD3,,single_source
Fe II,4093.2139,6.703,-2.51,VALD3,,single_source
Fe II,4097.4932,7.6531,-1.605,VALD3,,single_source
Fe II,4098.2073,6.2256,-3.372,VALD3,,single_source
Fe II,4104.1804,2.8555,-5.235,VALD3,,single_source
Fe II,4107.1059,6.807,-3.212,VALD3,,single_source
Fe II,4111.8763,5.9561,-2.668,VALD3,,single_source
Fe II,4114.4751,0.2322,-8.433,VALD3,,single_source
Fe II,4118.1462,4.4791,-5.138,VALD3,,single_source
Fe II,4119.5188,2.5438,-4.395,VALD3,,single_source
Fe II,4122.6589,2.5827,-3.3,VALD3,,single_source
Fe II,4124.7825,2.5438,-4.0,VALD3,,single_source
Fe II,4126.2931,7.5577,-2.869,VALD3,,single_source
Fe II,4128.7391,2.5827,-3.578,VALD3,,single_source
Fe II,4138.2098,4.7318,-3.494,VALD3,,single_source
Fe II,4138.3975,2.8281,-4.316,VALD3,,single_source
Fe II,4139.7217,4.4948,-3.76,VALD3,,single_source
Fe II,4147.2654,4.6156,-3.788,VALD3,,single_source
Fe II,4150.2471,6.0877,-3.283,VALD3,,single_source
Fe II,4150.5566,6.0877,-3.164,VALD3,,single_source
Fe II,4153.003,2.891,-4.815,VALD3,,single_source
Fe II,4158.4436,2.2764,-5.972,VALD3,,single_source
Fe II,4160.6167,2.8441,-4.918,VALD3,,single_source
Fe II,4164.8067,5.9561,-3.853,VALD3,,single_source
Fe II,4168.6491,2.6419,-5.257,VALD3,,single_source
Fe II,4169.9744,2.2764,-5.631,VALD3,,single_source
Fe II,4172.2055,4.7318,-4.33,VALD3,,single_source
Fe II,4173.4511,2.5827,-2.74,VALD3,,single_source
Fe II,4174.5277,2.5796,-5.825,VALD3,,single_source
Fe II,4176.5967,2.8555,-6.148,VALD3,,single_source
Fe II,4177.2014,0.2322,-8.294,VALD3,,single_source
Fe II,4177.6858,2.5438,-3.449,VALD3,,single_source
Fe II,4178.4386,5.9561,-3.814,VALD3,,single_source
Fe II,4178.8536,2.5827,-2.5,VALD3,,single_source
Fe II,4180.9795,4.738,-3.643,VALD3,,single_source
Fe II,4182.6926,4.7318,-3.96,VALD3,,single_source
Fe II,4183.1891,2.6419,-5.09,VALD3,,single_source
Fe II,4184.2707,2.5219,-5.377,VALD3,,single_source
Fe II,4186.1023,7.7898,-2.287,VALD3,,single_source
Fe II,4199.0842,4.6156,-4.192,VALD3,,single_source
Fe II,4200.161,7.727,-3.648,RU,,single_source
Fe II,4200.517,11.167,-0.41,K13,,single_source
Fe II,4201.873,9.439,-1.931,K13,,single_source
Fe II,4202.515,6.807,-2.36,RU,,single_source
Fe II,4202.86,6.807,-2.665,RU,,single_source
Fe II,4203.559,10.987,-1.436,K13,,single_source
Fe II,4204.471,7.575,-2.736,RU,,single_source
Fe II,4204.852,11.208,-1.323,K13,,single_source
Fe II,4205.462,2.642,-5.435,RU,,single_source
Fe II,4205.589,11.207,-0.418,K13,,single_source
Fe II,4207.493,4.738,-5.54,RU,,single_source
Fe II,4207.862,11.289,-0.838,K13,,single_source
Fe II,4208.16,11.05,-1.328,K13,,single_source
Fe II,4209.572,7.806,-2.881,RU,,single_source
Fe II,4209.775,11.051,-1.43,K13,,single_source
Fe II,4211.106,0.301,-8.785,K13,,single_source
Fe II,4211.789,2.642,-5.303,RU,,single_source
Fe II,4213.51,7.773,-1.835,RU,,single_source
Fe II,4221.393,6.138,-3.389,RU,,single_source
Fe II,4221.713,6.138,-4.022,RU,,single_source
Fe II,4222.892,11.0,-0.922,K13,,single_source
Fe II,4227.168,2.891,-4.476,RU,,single_source
Fe II,4228.723,2.58,-7.007,K13,,single_source
Fe II,4229.361,7.806,-2.066,RU,,single_source
Fe II,4231.563,0.301,-9.282,K13,,single_source
Fe II,4232.234,2.642,-7.815,K13,,single_source
Fe II,4233.117,6.803,-3.102,RU,,single_source
Fe II,4233.162,2.583,-1.9,T83av,,single_source
Fe II,4234.822,1.04,-10.073,K13,,single_source
Fe II,4235.388,11.149,-0.852,K13,,single_source
Fe II,4238.815,6.807,-2.928,RU,,single_source
Fe II,4242.954,4.732,-5.396,RU,,single_source
Fe II,4243.974,0.232,-7.441,K13,,single_source
Fe II,4244.534,2.342,-6.503,K13,,single_source
Fe II,4244.817,0.301,-8.128,K13,,single_source
Fe II,4245.451,6.138,-4.461,RU,,single_source
Fe II,4246.234,11.017,-1.109,K13,,single_source
Fe II,4247.225,7.604,-3.117,RU,,single_source
Fe II,4248.983,7.583,-3.555,RU,,single_source
Fe II,4249.022,7.706,-3.185,RU,,single_source
Fe II,4249.081,0.986,-10.113,K13,,single_source
Fe II,4250.425,7.684,-1.719,RU,,single_source
Fe II,4251.447,0.352,-9.21,K13,,single_source
Fe II,4251.49,2.342,-6.03,K13,,single_source
Fe II,4257.617,11.207,-1.145,K13,,single_source
Fe II,4258.148,2.704,-3.478,RU,,single_source
Fe II,4258.328,2.642,-4.301,RU,,single_source
Fe II,4259.319,7.804,-2.938,RU,,single_source
Fe II,4261.61,7.653,-2.809,RU,,single_source
Fe II,4263.861,7.693,-1.691,RU,,single_source
Fe II,4265.877,7.717,-2.4,RU,,single_source
Fe II,4266.347,0.986,-9.474,K13,,single_source
Fe II,4266.861,7.695,-3.324,RU,,single_source
Fe II,4267.418,2.58,-7.845,K13,,single_source
Fe II,4267.996,6.088,-3.565,RU,,single_source
Fe II,4268.559,9.825,-2.043,RU,,single_source
Fe II,4268.679,1.04,-9.946,K13,,single_source
Fe II,4270.384,4.495,-4.75,RU,,single_source
Fe II,4272.78,7.695,-3.299,RU,,single_source
Fe II,4273.32,2.704,-3.303,RU,,single_source
Fe II,4276.837,0.301,-7.641,K13,,single_source
Fe II,4277.83,7.703,-3.426,RU,,single_source
Fe II,4278.151,2.692,-3.951,RU,,single_source
Fe II,4280.086,0.301,-10.601,K13,,single_source
Fe II,4282.508,9.494,-1.746,K13,,single_source
Fe II,4285.356,6.088,-3.357,RU,,single_source
Fe II,4285.707,7.845,-2.635,RU,,single_source
Fe II,4286.271,7.708,-1.715,RU,,single_source
Fe II,4287.393,0.0,-7.491,K13,,single_source
Fe II,4288.549,7.706,-2.294,RU,,single_source
Fe II,4296.566,2.704,-2.933,RU,,single_source
Fe II,4300.647,7.869,-2.539,RU,,single_source
Fe II,4302.982,6.807,-3.642,RU,,single_source
Fe II,4303.17,2.704,-2.56,T83av,,single_source
Fe II,4305.898,0.352,-8.173,K13,,single_source
Fe II,4312.98,7.804,-1.557,RU,,single_source
Fe II,4314.302,2.676,-3.601,RU,,single_source
Fe II,4314.985,4.732,-3.193,RU,,single_source
Fe II,4318.176,7.88,-1.878,RU,,single_source
Fe II,4319.402,7.653,-1.991,RU,,single_source
Fe II,4319.622,0.352,-7.818,K13,,single_source
Fe II,4319.673,7.845,-1.64,RU,,single_source
Fe II,4320.22,7.727,-3.404,RU,,single_source
Fe II,4321.304,7.869,-1.736,RU,,single_source
Fe II,4324.185,7.695,-2.478,RU,,single_source
Fe II,4324.371,4.738,-5.136,RU,,single_source
Fe II,4325.432,6.138,-2.385,RU,,single_source
Fe II,4325.534,6.088,-2.356,RU,,single_source
Fe II,4325.653,6.209,-4.172,RU,,single_source
Fe II,4327.032,2.544,-6.795,K13,,single_source
Fe II,4329.429,1.04,-9.459,K13,,single_source
Fe II,4330.0296,9.825,-1.8582,RU,,single_source
Fe II,4330.463,5.569,-4.162,RU,,single_source
Fe II,4332.873,2.692,-5.266,RU,,single_source
Fe II,4333.782,6.088,-3.256,RU,,single_source
Fe II,4336.567,10.399,-1.862,RU,,single_source
Fe II,4337.322,9.83,-1.775,RU,,single_source
