line_id,species,ion,our_wavelength,our_EP,our_loggf,our_source,our_gf_tier,our_hfs_n_components,our_lab_source_tag,linemake_matched,linemake_wavelength,linemake_EP,linemake_loggf,delta_loggf,our_loggf_printed,linemake_loggf_printed,agreement_threshold_dex,delta_within_threshold,linemake_primary_source,linemake_reference_class,linemake_source_tag,linemake_source_class,linemake_file,linemake_hfs_expanded,linemake_n_components,hfs_collapse,bulk_counterpart,linemake_readme_caveat,linemake_caveat_wavelength_A,linemake_caveat_tol_A,verdict,ambiguity
gf_029541,Co I,1.0,8526.677,5.444,-4.132,K08,KURUCZ,1,,False,,,,,-4.132,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029542,Co I,1.0,8527.149,5.002,-1.582,K08,KURUCZ,1,,False,,,,,-1.582,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029543,Co I,1.0,8527.89,5.114,-8.241,K08,KURUCZ,1,,False,,,,,-8.241,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029544,Co I,1.0,8527.905,1.956,-9.0525,K08,KURUCZ,2,,False,,,,,-9.0525,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029545,Co I,1.0,8528.431,5.089,-4.968,K08,KURUCZ,1,,False,,,,,-4.968,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029546,Co I,1.0,8529.003,5.205,-2.571,K08,KURUCZ,1,,False,,,,,-2.571,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029547,Co I,1.0,8529.039,5.646,-6.536,K08,KURUCZ,1,,False,,,,,-6.536,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029548,Co I,1.0,8529.561,5.444,-4.902,K08,KURUCZ,1,,False,,,,,-4.902,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029549,Co I,1.0,8534.335,5.446,-3.24,K08,KURUCZ,1,,False,,,,,-3.24,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029550,Co I,1.0,8534.815,5.4,-4.684,K08,KURUCZ,1,,False,,,,,-4.684,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029551,Co I,1.0,8534.913,2.28,-6.289,K08,KURUCZ,1,,False,,,,,-6.289,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029552,Co I,1.0,8537.225,5.446,-4.352,K08,KURUCZ,1,,False,,,,,-4.352,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029553,Co I,1.0,8539.569,5.361,-3.251,K08,KURUCZ,1,,False,,,,,-3.251,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029554,Co I,1.0,8540.75,5.356,-1.157,K08,KURUCZ,1,,False,,,,,-1.157,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029555,Co I,1.0,8542.06,1.74,-5.468,K08,KURUCZ,1,,False,,,,,-5.468,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029556,Co I,1.0,8543.761,0.432,-7.682,K08,KURUCZ,1,,False,,,,,-7.682,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029557,Co I,1.0,8546.953,5.356,-1.529,K08,KURUCZ,1,,False,,,,,-1.529,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029558,Co I,1.0,8548.473,5.33,-2.82,K08,KURUCZ,1,,False,,,,,-2.82,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029559,Co I,1.0,8548.682,5.368,-2.665,K08,KURUCZ,1,,False,,,,,-2.665,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029560,Co I,1.0,8549.025,5.368,-0.974,K08,KURUCZ,1,,False,,,,,-0.974,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029561,Co I,1.0,8549.12,5.358,-3.174,K08,KURUCZ,1,,False,,,,,-3.174,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029562,Co I,1.0,8553.931,5.002,-1.964,K08,KURUCZ,1,,False,,,,,-1.964,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029563,Co I,1.0,8554.6292,5.364,-3.3079,K08,KURUCZ,2,,False,,,,,-3.3079,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029564,Co I,1.0,8555.334,5.358,-2.65,K08,KURUCZ,1,,False,,,,,-2.65,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029565,Co I,1.0,8556.796,5.364,-3.627,K08,KURUCZ,1,,False,,,,,-3.627,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029566,Co I,1.0,8559.012,4.24,-1.269,K08,KURUCZ,1,,False,,,,,-1.269,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029567,Co I,1.0,8564.671,5.437,-1.613,K08,KURUCZ,1,,False,,,,,-1.613,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029568,Co I,1.0,8567.65,2.328,-3.83,K08,KURUCZ,1,,True,8567.65,2.326,-2.67,-1.1600000000000001,-3.83,-2.67,0.01,False,"Lawler et al. (2015, ApJS, 220, 13)",PRIMARY_LAB,LAWNHFS,PRIMARY_LAB,coI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_029569,Co I,1.0,8569.573,5.444,-0.651,K08,KURUCZ,1,,False,,,,,-0.651,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029570,Co I,1.0,8569.639,4.146,-0.903,K08,KURUCZ,1,,False,,,,,-0.903,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029571,Co I,1.0,8569.82,5.308,-2.881,K08,KURUCZ,1,,False,,,,,-2.881,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029572,Co I,1.0,8571.092,1.785,-6.104,K08,KURUCZ,1,,False,,,,,-6.104,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029573,Co I,1.0,8574.548,2.7,-1.823,K08,KURUCZ,1,,True,8574.548,2.698,-1.78,-0.04299999999999993,-1.823,-1.78,0.0055,False,"Lawler et al. (2015, ApJS, 220, 13)",PRIMARY_LAB,LAWNHFS,PRIMARY_LAB,coI.moog,False,1.0,neither,False,,,,LINEMAKE_STRONGER_SOURCE,
gf_029574,Co I,1.0,8574.928,5.096,-5.546,K08,KURUCZ,1,,False,,,,,-5.546,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029575,Co I,1.0,8575.273,2.787,-1.625,K08,KURUCZ,1,,True,8575.273,2.784,-1.66,0.03499999999999992,-1.625,-1.66,0.0055,False,"Lawler et al. (2015, ApJS, 220, 13)",PRIMARY_LAB,LAWNHFS,PRIMARY_LAB,coI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_029576,Co I,1.0,8577.308,5.446,-1.707,K08,KURUCZ,1,,False,,,,,-1.707,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029577,Co I,1.0,8578.694,5.361,-3.045,K08,KURUCZ,1,,False,,,,,-3.045,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029578,Co I,1.0,8579.138,5.384,-4.002,K08,KURUCZ,1,,False,,,,,-4.002,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029579,Co I,1.0,8579.611,5.368,-1.852,K08,KURUCZ,1,,False,,,,,-1.852,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029580,Co I,1.0,8586.406,5.385,-4.442,K08,KURUCZ,1,,False,,,,,-4.442,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029581,Co I,1.0,8586.667,4.149,-0.614,K08,KURUCZ,1,,False,,,,,-0.614,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029582,Co I,1.0,8586.683,5.036,-4.258,K08,KURUCZ,1,,False,,,,,-4.258,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029583,Co I,1.0,8587.622,5.364,-6.331,K08,KURUCZ,1,,False,,,,,-6.331,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029584,Co I,1.0,8588.647,4.395,-4.964,K08,KURUCZ,1,,False,,,,,-4.964,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029585,Co I,1.0,8589.638,4.149,-1.168,K08,KURUCZ,1,,False,,,,,-1.168,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029586,Co I,1.0,8589.708,5.111,-0.106,K08,KURUCZ,1,,False,,,,,-0.106,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029587,Co I,1.0,8594.37,5.062,-6.086,K08,KURUCZ,1,,False,,,,,-6.086,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029588,Co I,1.0,8595.072,0.514,-7.991,K08,KURUCZ,1,,False,,,,,-7.991,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029589,Co I,1.0,8595.42,5.111,-3.399,K08,KURUCZ,1,,False,,,,,-3.399,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029590,Co I,1.0,8596.095,5.306,-0.546,K08,KURUCZ,1,,False,,,,,-0.546,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029591,Co I,1.0,8597.546,5.398,-5.213,K08,KURUCZ,1,,False,,,,,-5.213,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029592,Co I,1.0,8604.419,4.916,-2.085,K08,KURUCZ,1,,False,,,,,-2.085,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029593,Co I,1.0,8607.967,5.096,-4.096,K08,KURUCZ,1,,False,,,,,-4.096,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029594,Co I,1.0,8609.617,5.096,-6.312,K08,KURUCZ,1,,False,,,,,-6.312,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029595,Co I,1.0,8611.812,4.113,-1.226,K08,KURUCZ,1,,False,,,,,-1.226,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029596,Co I,1.0,8616.781,5.437,-3.12,K08,KURUCZ,1,,False,,,,,-3.12,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029597,Co I,1.0,8617.435,5.368,-3.655,K08,KURUCZ,1,,False,,,,,-3.655,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029598,Co I,1.0,8617.627,5.096,-2.93,K08,KURUCZ,1,,False,,,,,-2.93,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029599,Co I,1.0,8619.269,5.446,-2.837,K08,KURUCZ,1,,False,,,,,-2.837,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029600,Co I,1.0,8619.972,5.096,-7.126,K08,KURUCZ,1,,False,,,,,-7.126,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029601,Co I,1.0,8624.841,5.381,-3.381,K08,KURUCZ,1,,False,,,,,-3.381,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029602,Co I,1.0,8625.19,5.381,-2.452,K08,KURUCZ,1,,False,,,,,-2.452,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029603,Co I,1.0,8629.041,5.315,-3.743,K08,KURUCZ,1,,False,,,,,-3.743,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029604,Co I,1.0,8636.272,6.006,-4.681,K08,KURUCZ,1,,False,,,,,-4.681,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029605,Co I,1.0,8645.059,5.384,-3.163,K08,KURUCZ,1,,False,,,,,-3.163,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029606,Co I,1.0,8648.756,2.28,-3.273,K08,KURUCZ,1,,False,,,,,-3.273,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029607,Co I,1.0,8655.324,4.916,-1.961,K08,KURUCZ,1,,False,,,,,-1.961,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029608,Co I,1.0,8655.865,5.111,-0.934,K08,KURUCZ,1,,False,,,,,-0.934,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029609,Co I,1.0,8656.858,5.381,-3.551,K08,KURUCZ,1,,False,,,,,-3.551,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029610,Co I,1.0,8658.047,2.718,-3.005,K08,KURUCZ,1,,False,,,,,-3.005,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029611,Co I,1.0,8659.383,5.308,-1.721,K08,KURUCZ,1,,False,,,,,-1.721,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029612,Co I,1.0,8660.418,2.137,-5.026,K08,KURUCZ,1,,False,,,,,-5.026,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029613,Co I,1.0,8661.068,2.718,-1.705,K08,KURUCZ,1,,True,8661.069,2.716,-2.05,0.34499999999999975,-1.705,-2.05,0.0055,False,"Lawler et al. (2015, ApJS, 220, 13)",PRIMARY_LAB,LAWNHFS,PRIMARY_LAB,coI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_029614,Co I,1.0,8662.469,5.308,-1.345,K08,KURUCZ,1,,False,,,,,-1.345,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029615,Co I,1.0,8664.705,5.111,-2.693,K08,KURUCZ,1,,False,,,,,-2.693,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029616,Co I,1.0,8665.935,5.444,-3.487,K08,KURUCZ,1,,False,,,,,-3.487,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029617,Co I,1.0,8668.55,5.096,-2.105,K08,KURUCZ,1,,False,,,,,-2.105,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029618,Co I,1.0,8668.58,5.593,-5.996,K08,KURUCZ,1,,False,,,,,-5.996,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029619,Co I,1.0,8674.676,5.114,-6.39,K08,KURUCZ,1,,False,,,,,-6.39,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029620,Co I,1.0,8674.998,5.384,-2.46,K08,KURUCZ,1,,False,,,,,-2.46,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029621,Co I,1.0,8675.031,4.259,-1.19,K08,KURUCZ,1,,False,,,,,-1.19,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029622,Co I,1.0,8677.227,5.384,-2.494,K08,KURUCZ,1,,False,,,,,-2.494,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029623,Co I,1.0,8677.457,4.916,-4.009,K08,KURUCZ,1,,False,,,,,-4.009,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029624,Co I,1.0,8678.275,5.241,-5.789,K08,KURUCZ,1,,False,,,,,-5.789,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029625,Co I,1.0,8678.558,5.241,-1.511,K08,KURUCZ,1,,False,,,,,-1.511,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029626,Co I,1.0,8678.669,5.48,-1.994,K08,KURUCZ,1,,False,,,,,-1.994,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029627,Co I,1.0,8686.62,6.045,-4.627,K08,KURUCZ,1,,False,,,,,-4.627,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029628,Co I,1.0,8688.411,5.381,-4.263,K08,KURUCZ,1,,False,,,,,-4.263,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029629,Co I,1.0,8689.132,0.582,-8.329,K08,KURUCZ,1,,False,,,,,-8.329,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029630,Co I,1.0,8694.829,5.381,-6.493,K08,KURUCZ,1,,False,,,,,-6.493,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029631,Co I,1.0,8696.451,5.444,-4.313,K08,KURUCZ,1,,False,,,,,-4.313,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029632,Co I,1.0,8697.028,5.674,-6.225,K08,KURUCZ,1,,False,,,,,-6.225,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029633,Co I,1.0,8700.125,5.111,-3.347,K08,KURUCZ,1,,False,,,,,-3.347,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029634,Co I,1.0,8705.51,3.409,-5.783,K08,KURUCZ,1,,False,,,,,-5.783,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029635,Co I,1.0,8705.617,5.744,-5.423,K08,KURUCZ,1,,False,,,,,-5.423,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029636,Co I,1.0,8708.023,5.791,-5.433,K08,KURUCZ,1,,False,,,,,-5.433,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029637,Co I,1.0,8708.928,5.384,-4.33,K08,KURUCZ,1,,False,,,,,-4.33,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029638,Co I,1.0,8709.666,5.444,-4.008,K08,KURUCZ,1,,False,,,,,-4.008,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029639,Co I,1.0,8713.184,1.71,-5.095,K08,KURUCZ,1,,False,,,,,-5.095,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029640,Co I,1.0,8714.689,5.358,-2.314,K08,KURUCZ,1,,False,,,,,-2.314,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029641,Co I,1.0,8714.924,5.308,-0.647,K08,KURUCZ,1,,False,,,,,-0.647,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029642,Co I,1.0,8715.377,5.384,-5.312,K08,KURUCZ,1,,False,,,,,-5.312,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029643,Co I,1.0,8717.427,5.114,-6.339,K08,KURUCZ,1,,False,,,,,-6.339,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029644,Co I,1.0,8717.656,5.446,-4.012,K08,KURUCZ,1,,False,,,,,-4.012,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029645,Co I,1.0,8718.579,5.791,-4.284,K08,KURUCZ,1,,False,,,,,-4.284,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029646,Co I,1.0,8719.678,5.437,-1.612,K08,KURUCZ,1,,False,,,,,-1.612,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029647,Co I,1.0,8726.743,5.241,-1.198,K08,KURUCZ,1,,False,,,,,-1.198,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029648,Co I,1.0,8727.334,5.114,-5.806,K08,KURUCZ,1,,False,,,,,-5.806,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029649,Co I,1.0,8733.246,5.308,-0.222,K08,KURUCZ,1,,False,,,,,-0.222,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029650,Co I,1.0,8744.316,5.241,-0.061,K08,KURUCZ,1,,False,,,,,-0.061,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029651,Co I,1.0,8745.561,4.175,-1.472,K08,KURUCZ,1,,False,,,,,-1.472,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029652,Co I,1.0,8746.373,5.48,-3.342,K08,KURUCZ,1,,False,,,,,-3.342,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029653,Co I,1.0,8748.506,5.796,-4.819,K08,KURUCZ,1,,False,,,,,-4.819,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029654,Co I,1.0,8750.104,5.241,-1.0,K08,KURUCZ,1,,False,,,,,-1.0,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029655,Co I,1.0,8755.165,5.089,-5.416,K08,KURUCZ,1,,False,,,,,-5.416,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029656,Co I,1.0,8757.577,5.478,-3.397,K08,KURUCZ,1,,False,,,,,-3.397,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029657,Co I,1.0,8759.086,1.883,-8.591,K08,KURUCZ,1,,False,,,,,-8.591,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029658,Co I,1.0,8760.2053,5.398,-3.7011,K08,KURUCZ,2,,False,,,,,-3.7011,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029659,Co I,1.0,8760.576,5.036,-4.413,K08,KURUCZ,1,,False,,,,,-4.413,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029660,Co I,1.0,8765.027,3.409,-5.286,K08,KURUCZ,1,,False,,,,,-5.286,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029661,Co I,1.0,8766.289,6.028,-5.218,K08,KURUCZ,1,,False,,,,,-5.218,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029662,Co I,1.0,8766.606,4.916,-1.379,K08,KURUCZ,1,,False,,,,,-1.379,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029663,Co I,1.0,8771.931,5.48,-0.998,K08,KURUCZ,1,,False,,,,,-0.998,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029664,Co I,1.0,8774.872,4.916,-1.49,K08,KURUCZ,1,,False,,,,,-1.49,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029665,Co I,1.0,8775.857,5.4,-2.517,K08,KURUCZ,1,,False,,,,,-2.517,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029666,Co I,1.0,8776.443,5.241,-4.182,K08,KURUCZ,1,,False,,,,,-4.182,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029667,Co I,1.0,8779.134,5.368,-0.887,K08,KURUCZ,1,,False,,,,,-0.887,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029668,Co I,1.0,8779.566,5.114,-6.653,K08,KURUCZ,1,,False,,,,,-6.653,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029669,Co I,1.0,8785.472,5.33,-3.792,K08,KURUCZ,1,,False,,,,,-3.792,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029670,Co I,1.0,8787.007,5.444,-4.206,K08,KURUCZ,1,,False,,,,,-4.206,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029671,Co I,1.0,8788.449,5.48,-1.593,K08,KURUCZ,1,,False,,,,,-1.593,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029672,Co I,1.0,8789.287,5.204,-5.593,K08,KURUCZ,1,,False,,,,,-5.593,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029673,Co I,1.0,8790.062,5.204,-4.274,K08,KURUCZ,1,,False,,,,,-4.274,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029674,Co I,1.0,8790.845,5.512,-4.254,K08,KURUCZ,1,,False,,,,,-4.254,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029675,Co I,1.0,8797.145,5.33,-3.349,K08,KURUCZ,1,,False,,,,,-3.349,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029676,Co I,1.0,8798.807,5.356,-1.966,K08,KURUCZ,1,,False,,,,,-1.966,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029677,Co I,1.0,8799.5463,5.4475,-2.9059,K08,KURUCZ,2,,False,,,,,-2.9059,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029678,Co I,1.0,8799.952,5.205,-3.034,K08,KURUCZ,1,,False,,,,,-3.034,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029679,Co I,1.0,8807.69,5.358,-3.8,K08,KURUCZ,1,,False,,,,,-3.8,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029680,Co I,1.0,8808.285,5.4,-5.423,K08,KURUCZ,1,,False,,,,,-5.423,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029681,Co I,1.0,8809.415,3.409,-5.346,K08,KURUCZ,1,,False,,,,,-5.346,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029682,Co I,1.0,8810.625,5.446,-2.512,K08,KURUCZ,1,,False,,,,,-2.512,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029683,Co I,1.0,8810.662,5.308,-1.896,K08,KURUCZ,1,,False,,,,,-1.896,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029684,Co I,1.0,8814.039,4.146,-2.886,K08,KURUCZ,1,,False,,,,,-2.886,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029685,Co I,1.0,8814.882,5.4,-2.16,K08,KURUCZ,1,,False,,,,,-2.16,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029686,Co I,1.0,8817.953,5.478,-4.053,K08,KURUCZ,1,,False,,,,,-4.053,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029687,Co I,1.0,8819.112,5.149,0.086,K08,KURUCZ,1,,False,,,,,0.086,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029688,Co I,1.0,8825.586,5.33,-1.916,K08,KURUCZ,1,,False,,,,,-1.916,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029689,Co I,1.0,8835.197,4.149,-1.3,FMW,OTHER,1,,False,,,,,-1.3,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029690,Co I,1.0,8835.386,5.356,-2.615,K08,KURUCZ,1,,False,,,,,-2.615,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029691,Co I,1.0,8845.015,4.191,-4.136,K08,KURUCZ,1,,False,,,,,-4.136,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029692,Co I,1.0,8846.041,2.008,-12.347,K08,KURUCZ,1,,False,,,,,-12.347,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029693,Co I,1.0,8848.562,5.364,-5.926,K08,KURUCZ,1,,False,,,,,-5.926,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029694,Co I,1.0,8849.917,5.348,-3.005,K08,KURUCZ,1,,False,,,,,-3.005,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029695,Co I,1.0,8850.663,4.395,-0.975,K08,KURUCZ,1,,False,,,,,-0.975,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029696,Co I,1.0,8859.473,5.381,-2.792,K08,KURUCZ,1,,False,,,,,-2.792,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029697,Co I,1.0,8864.874,5.356,-0.498,K08,KURUCZ,1,,False,,,,,-0.498,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029698,Co I,1.0,8868.917,4.475,-6.422,K08,KURUCZ,1,,False,,,,,-6.422,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029699,Co I,1.0,8869.311,5.361,-3.33,K08,KURUCZ,1,,False,,,,,-3.33,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029700,Co I,1.0,8869.769,5.524,-2.447,K08,KURUCZ,1,,False,,,,,-2.447,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029701,Co I,1.0,8870.735,5.261,-0.877,K08,KURUCZ,1,,False,,,,,-0.877,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029702,Co I,1.0,8872.309,5.261,-1.243,K08,KURUCZ,1,,False,,,,,-1.243,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029703,Co I,1.0,8878.268,5.261,-2.088,K08,KURUCZ,1,,False,,,,,-2.088,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029704,Co I,1.0,8883.869,2.718,-3.382,K08,KURUCZ,1,,False,,,,,-3.382,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029705,Co I,1.0,8885.557,5.364,-3.099,K08,KURUCZ,1,,False,,,,,-3.099,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029706,Co I,1.0,8887.937,5.48,-1.838,K08,KURUCZ,1,,False,,,,,-1.838,,,False,,,,,,False,,,False,,,,NO_MATCH,
gf_029707,Co I,1.0,8888.864,5.149,-0.746,K08,KURUCZ,1,,False,,,,,-0.746,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_029708,Co I,1.0,8889.682,5.356,-3.44,K08,KURUCZ,1,,False,,,,,-3.44,,,False,,,,,,False,,,False,,,,NO_MATCH,
