line_id,species,our_wavelength,our_EP,our_loggf,linemake_wavelength,linemake_EP,linemake_loggf,delta_loggf,matched_verdict,rival_line_id,rival_EP,rival_loggf,rival_source,ep_gap_eV
gf_058963,Fe I,5538.515,3.634,-5.097,5538.516,3.634,-1.54,-3.5570000000000004,LINEMAKE_STRONGER_SOURCE,gf_058964,4.218,-1.54,PRIMARY LAB Ruffoni2014,0.5840000000000001
