element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,dominant
Fe,I,near-UV,kpno_solar_atlas,1D-LTE,SynthesisHandler,7.498,39,1,0.0669,0.1972,gf scale (UNGRADED)
