element,ion,band,instrument,treatment,A,n_lines,n_excluded,stat_dex,syst_dex,dominant
Fe,I,NIR,kpno_solar_atlas,1D-LTE,7.492,31,3,0.1391,0.1726,gf scale (UNGRADED)
