line_id,species,wavelength_air_A,wavelength_vac_A,EP_eV,our_log_gf,our_tier,match,primary_log_gf,delta_dex,primary_label,primary_source,graded
gf_008245,CN,3845.3223,3846.4130,1.0182,-0.4739,VALD3,AMBIGUOUS(3),,,,,NO
gf_008246,CN,3845.3634,3846.4541,2.0343,-0.2053,VALD3,AMBIGUOUS(2),,,,,NO
gf_008247,CN,3845.4479,3846.5386,0.2467,0.3456,VALD3,AMBIGUOUS(2),,,,,NO
gf_008248,CN,3845.6007,3846.6914,1.2871,-0.3472,VALD3,AMBIGUOUS(3),,,,,NO
gf_008249,CN,3845.6326,3846.7233,0.2512,-1.5914,VALD3,ABSENT,,,,,NO
gf_008250,CN,3845.7142,3846.8050,1.0231,-0.4325,VALD3,AMBIGUOUS(3),,,,,NO
gf_008251,CN,3845.74,3846.8308,1.4947,-0.5559,VALD3,AMBIGUOUS(3),,,,,NO
gf_008252,CN,3845.7865,3846.8773,0.5285,-0.293,VALD3,AMBIGUOUS(3),,,,,NO
gf_008253,CN,3845.8304,3846.9212,0.522,-2.2081,VALD3,AMBIGUOUS(2),,,,,NO
gf_008254,CN,3845.9385,3847.0293,2.0252,-0.2268,VALD3,AMBIGUOUS(2),,,,,NO
gf_008255,CN,3845.9429,3847.0337,1.2942,-0.3193,VALD3,AMBIGUOUS(5),,,,,NO
gf_008256,CN,3845.9617,3847.0525,0.7504,-1.4079,VALD3,AMBIGUOUS(2),,,,,NO
gf_008257,CN,3845.9955,3847.0863,0.3604,0.0932,VALD3,AMBIGUOUS(3),,,,,NO
gf_008258,CN,3846.0915,3847.1824,1.0285,-0.3946,VALD3,AMBIGUOUS(3),,,,,NO
gf_008259,CN,3846.1684,3847.2593,1.4996,-0.5145,VALD3,AMBIGUOUS(3),,,,,NO
gf_008260,CN,3846.2731,3847.3640,1.3018,-0.2933,VALD3,AMBIGUOUS(3),,,,,NO
gf_008261,CN,3846.4485,3847.5395,0.2392,-2.3844,VALD3,ABSENT,,,,,NO
gf_008262,CN,3846.4542,3847.5452,1.0344,-0.3602,VALD3,AMBIGUOUS(3),,,,,NO
gf_008263,CN,3846.4896,3847.5806,0.7513,-1.137,VALD3,AMBIGUOUS(3),,,,,NO
gf_008264,CN,3846.5129,3847.6039,2.0166,-0.2493,VALD3,AMBIGUOUS(3),,,,,NO
gf_008265,CN,3846.5303,3847.6213,0.5239,-0.3344,VALD3,AMBIGUOUS(3),,,,,NO
gf_008266,CN,3846.5609,3847.6519,0.5171,-2.2465,VALD3,AMBIGUOUS(3),,,,,NO
gf_008267,CN,3846.5872,3847.6782,1.5049,-0.4766,VALD3,AMBIGUOUS(3),,,,,NO
gf_008268,CN,3846.5912,3847.6822,1.3099,-0.2688,VALD3,AMBIGUOUS(2),,,,,NO
gf_008269,CN,3846.6517,3847.7427,0.2318,0.3316,VALD3,AMBIGUOUS(2),,,,,NO
gf_008270,CN,3846.8022,3847.8933,1.0407,-0.3282,VALD3,AMBIGUOUS(3),,,,,NO
gf_008271,CN,3846.8055,3847.8966,0.2365,-1.6044,VALD3,ABSENT,,,,,NO
gf_008272,CN,3846.8976,3847.9887,1.3183,-0.2453,VALD3,AMBIGUOUS(2),,,,,NO
gf_008273,CN,3846.9618,3848.0529,0.3507,0.0727,VALD3,AMBIGUOUS(3),,,,,NO
gf_008274,CN,3846.9962,3848.0873,1.5106,-0.4422,VALD3,AMBIGUOUS(3),,,,,NO
gf_008275,CN,3847.0009,3848.0920,0.7526,-0.9442,VALD3,AMBIGUOUS(3),,,,,NO
gf_008276,CN,3847.0861,3848.1772,2.0084,-0.2728,VALD3,AMBIGUOUS(3),,,,,NO
gf_008277,CN,3847.1359,3848.2270,1.0475,-0.2982,VALD3,AMBIGUOUS(3),,,,,NO
gf_008278,CN,3847.1921,3848.2833,1.3273,-0.2228,VALD3,AMBIGUOUS(2),,,,,NO
gf_008279,CN,3847.2735,3848.3647,0.5127,-2.568,VALD3,AMBIGUOUS(3),,,,,NO
gf_008280,CN,3847.3953,3848.4865,1.5168,-0.4102,VALD3,AMBIGUOUS(3),,,,,NO
gf_008281,CN,3847.4548,3848.5460,1.0547,-0.2703,VALD3,AMBIGUOUS(3),,,,,NO
gf_008282,CN,3847.4753,3848.5665,1.3366,-0.2019,VALD3,AMBIGUOUS(2),,,,,NO
gf_008283,CN,3847.4959,3848.5871,0.7545,-0.8138,VALD3,AMBIGUOUS(3),,,,,NO
gf_008284,CN,3847.6166,3848.7079,0.2248,-2.3979,VALD3,ABSENT,,,,,NO
gf_008285,CN,3847.6582,3848.7495,2.0006,-0.2973,VALD3,AMBIGUOUS(3),,,,,NO
gf_008286,CN,3847.7469,3848.8382,1.3464,-0.1819,VALD3,AMBIGUOUS(2),,,,,NO
gf_008287,CN,3847.7592,3848.8505,1.0623,-0.2443,VALD3,AMBIGUOUS(3),,,,,NO
gf_008288,CN,3847.7849,3848.8762,1.5235,-0.3802,VALD3,AMBIGUOUS(3),,,,,NO
gf_008289,CN,3847.8391,3848.9304,0.2198,0.3231,VALD3,AMBIGUOUS(2),,,,,NO
gf_008290,CN,3847.9102,3849.0015,0.3414,0.0512,VALD3,AMBIGUOUS(3),,,,,NO
gf_008291,CN,3847.9664,3849.0578,0.5161,-0.4326,VALD3,AMBIGUOUS(3),,,,,NO
gf_008292,CN,3847.9745,3849.0659,0.7567,-0.7147,VALD3,AMBIGUOUS(3),,,,,NO
gf_008293,CN,3848.0073,3849.0987,1.3567,-0.1624,VALD3,AMBIGUOUS(2),,,,,NO
gf_008294,CN,3848.0493,3849.1407,1.0705,-0.2198,VALD3,AMBIGUOUS(3),,,,,NO
gf_008295,CN,3848.1647,3849.2561,1.5305,-0.3523,VALD3,AMBIGUOUS(3),,,,,NO
gf_008296,CN,3848.2288,3849.3202,1.9932,-0.3233,VALD3,AMBIGUOUS(3),,,,,NO
gf_008297,CN,3848.2568,3849.3482,1.3674,-0.1439,VALD3,AMBIGUOUS(2),,,,,NO
gf_008298,CN,3848.3247,3849.4161,1.079,-0.1963,VALD3,AMBIGUOUS(3),,,,,NO
gf_008299,CN,3848.4366,3849.5281,0.7595,-0.6344,VALD3,AMBIGUOUS(3),,,,,NO
gf_008300,CN,3848.4953,3849.5868,1.3785,-0.1259,VALD3,AMBIGUOUS(2),,,,,NO
gf_008301,CN,3848.5351,3849.6266,1.538,-0.3258,VALD3,AMBIGUOUS(3),,,,,NO
gf_008302,CN,3848.5859,3849.6774,1.088,-0.1738,VALD3,AMBIGUOUS(3),,,,,NO
gf_008303,CN,3848.6586,3849.7501,0.5129,-0.4913,VALD3,AMBIGUOUS(3),,,,,NO
gf_008304,CN,3848.7234,3849.8150,1.3901,-0.1094,VALD3,AMBIGUOUS(3),,,,,NO
gf_008305,CN,3848.7672,3849.8588,0.2107,-2.4119,VALD3,ABSENT,,,,,NO
gf_008306,CN,3848.7977,3849.8893,1.9863,-0.3507,VALD3,AMBIGUOUS(3),,,,,NO
gf_008307,CN,3848.8326,3849.9242,1.0975,-0.1533,VALD3,AMBIGUOUS(3),,,,,NO
gf_008308,CN,3848.8408,3849.9324,0.3326,0.0288,VALD3,AMBIGUOUS(3),,,,,NO
gf_008309,CN,3848.8823,3849.9739,0.7627,-0.5669,VALD3,AMBIGUOUS(3),,,,,NO
gf_008310,CN,3848.8959,3849.9875,1.546,-0.3008,VALD3,AMBIGUOUS(3),,,,,NO
gf_008311,CN,3848.9408,3850.0324,1.4021,-0.0929,VALD3,AMBIGUOUS(3),,,,,NO
gf_008312,CN,3849.0051,3850.0967,0.2034,0.3036,VALD3,AMBIGUOUS(2),,,,,NO
gf_008313,CN,3849.0177,3850.1093,1.7083,-1.222,VALD3,AMBIGUOUS(3),,,,,NO
gf_008314,CN,3849.0649,3850.1565,1.1074,-0.1329,VALD3,AMBIGUOUS(3),,,,,NO
gf_008315,CN,3849.0989,3850.1906,0.2084,-1.6319,VALD3,UNIQUE,-3.2475,+1.6156,rQ21(29.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008316,CN,3849.1482,3850.2399,1.4145,-0.0769,VALD3,AMBIGUOUS(3),,,,,NO
gf_008317,CN,3849.2473,3850.3390,1.5544,-0.2773,VALD3,AMBIGUOUS(3),,,,,NO
gf_008318,CN,3849.283,3850.3747,1.1177,-0.1139,VALD3,AMBIGUOUS(3),,,,,NO
gf_008319,CN,3849.3116,3850.4033,0.7663,-0.5086,VALD3,AMBIGUOUS(3),,,,,NO
gf_008320,CN,3849.3332,3850.4249,0.5101,-0.5594,VALD3,AMBIGUOUS(3),,,,,NO
gf_008321,CN,3849.3456,3850.4373,1.4274,-0.0614,VALD3,AMBIGUOUS(3),,,,,NO
gf_008322,CN,3849.3649,3850.4566,1.9798,-0.3797,VALD3,AMBIGUOUS(3),,,,,NO
gf_008323,CN,3849.4769,3850.5686,1.4407,-0.355,VALD3,UNIQUE,-0.3490,-0.0060,pP2(29.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008324,CN,3849.4868,3850.5786,1.1285,-0.0959,VALD3,AMBIGUOUS(3),,,,,NO
gf_008325,CN,3849.5141,3850.6059,1.7105,-0.8752,VALD3,AMBIGUOUS(3),,,,,NO
gf_008326,CN,3849.5879,3850.6797,1.4408,-0.34,VALD3,AMBIGUOUS(3),,,,,NO
gf_008327,CN,3849.5893,3850.6811,1.5632,-0.2553,VALD3,AMBIGUOUS(3),,,,,NO
gf_008328,CN,3849.6207,3850.7125,1.4545,-0.34,VALD3,AMBIGUOUS(2),,,,,NO
gf_008329,CN,3849.6764,3850.7682,1.1397,-0.0779,VALD3,AMBIGUOUS(3),,,,,NO
gf_008330,CN,3849.7243,3850.8161,0.7704,-0.4573,VALD3,AMBIGUOUS(3),,,,,NO
gf_008331,CN,3849.7482,3850.8400,1.4687,-0.326,VALD3,AMBIGUOUS(2),,,,,NO
gf_008332,CN,3849.7534,3850.8452,0.3241,0.0053,VALD3,AMBIGUOUS(3),,,,,NO
gf_008333,CN,3849.7993,3850.8911,1.4545,-0.326,VALD3,AMBIGUOUS(2),,,,,NO
gf_008334,CN,3849.8518,3850.9436,1.1514,-0.0609,VALD3,AMBIGUOUS(3),,,,,NO
gf_008335,CN,3849.8997,3850.9916,0.1972,-2.4264,VALD3,ABSENT,,,,,NO
gf_008336,CN,3849.9221,3851.0140,1.5725,-0.2343,VALD3,AMBIGUOUS(3),,,,,NO
gf_008337,CN,3849.93,3851.0219,1.9737,-0.4107,VALD3,AMBIGUOUS(3),,,,,NO
gf_008338,CN,3849.9904,3851.0823,0.5078,-0.6402,VALD3,AMBIGUOUS(3),,,,,NO
gf_008339,CN,3850.0043,3851.0962,1.7132,-0.7949,VALD3,AMBIGUOUS(3),,,,,NO
gf_008340,CN,3850.0133,3851.1052,1.1636,-0.0449,VALD3,AMBIGUOUS(3),,,,,NO
gf_008341,CN,3850.1206,3851.2125,0.775,-0.4114,VALD3,AMBIGUOUS(3),,,,,NO
gf_008342,CN,3850.1541,3851.2460,0.1899,0.2886,VALD3,AMBIGUOUS(2),,,,,NO
gf_008343,CN,3850.1606,3851.2525,1.1761,-0.0289,VALD3,AMBIGUOUS(3),,,,,NO
gf_008344,CN,3850.2192,3851.3111,0.195,-1.6464,VALD3,AMBIGUOUS(2),,,,,NO
gf_008345,CN,3850.2455,3851.3374,1.5822,-0.2139,VALD3,AMBIGUOUS(3),,,,,NO
gf_008346,CN,3850.2942,3851.3862,1.1892,-0.0134,VALD3,AMBIGUOUS(2),,,,,NO
gf_008347,CN,3850.4138,3851.5058,1.2026,0.0011,VALD3,AMBIGUOUS(2),,,,,NO
gf_008348,CN,3850.4881,3851.5801,1.7162,-0.7273,VALD3,AMBIGUOUS(3),,,,,NO
gf_008349,CN,3850.4929,3851.5849,1.9681,-0.4441,VALD3,AMBIGUOUS(3),,,,,NO
gf_008350,CN,3850.5005,3851.5925,0.78,-0.37,VALD3,AMBIGUOUS(3),,,,,NO
gf_008351,CN,3850.5196,3851.6116,1.2165,0.0151,VALD3,AMBIGUOUS(2),,,,,NO
gf_008352,CN,3850.56,3851.6520,1.5923,-0.1944,VALD3,AMBIGUOUS(3),,,,,NO
gf_008353,CN,3850.6303,3851.7223,0.506,-0.7329,VALD3,AMBIGUOUS(3),,,,,NO
gf_008354,CN,3850.6331,3851.7251,1.2309,-0.279,VALD3,AMBIGUOUS(3),,,,,NO
gf_008355,CN,3850.6478,3851.7399,0.3162,-0.0197,VALD3,AMBIGUOUS(3),,,,,NO
gf_008356,CN,3850.8637,3851.9558,0.7854,-0.3326,VALD3,AMBIGUOUS(3),,,,,NO
gf_008357,CN,3850.8654,3851.9575,1.6029,-0.1759,VALD3,AMBIGUOUS(3),,,,,NO
gf_008358,CN,3850.9654,3852.0575,1.7197,-0.6691,VALD3,AMBIGUOUS(3),,,,,NO
gf_008359,CN,3851.0146,3852.1067,0.1841,-2.4414,VALD3,ABSENT,,,,,NO
gf_008360,CN,3851.0537,3852.1459,1.9629,-0.4801,VALD3,AMBIGUOUS(3),,,,,NO
gf_008361,CN,3851.1619,3852.2541,1.6139,-0.1579,VALD3,AMBIGUOUS(3),,,,,NO
gf_008362,CN,3851.2104,3852.3026,0.7914,-0.2976,VALD3,AMBIGUOUS(3),,,,,NO
gf_008363,CN,3851.2523,3852.3445,0.5046,-0.858,VALD3,AMBIGUOUS(3),,,,,NO
gf_008364,CN,3851.2849,3852.3771,0.1768,0.2731,VALD3,AMBIGUOUS(2),,,,,NO
gf_008365,CN,3851.3219,3852.4141,0.182,-1.6614,VALD3,AMBIGUOUS(2),,,,,NO
gf_008366,CN,3851.4362,3852.5285,1.7237,-0.6178,VALD3,AMBIGUOUS(3),,,,,NO
gf_008367,CN,3851.4498,3852.5421,1.6254,-0.1404,VALD3,AMBIGUOUS(3),,,,,NO
gf_008368,CN,3851.5242,3852.6165,0.3087,-0.0466,VALD3,AMBIGUOUS(3),,,,,NO
gf_008369,CN,3851.5406,3852.6329,0.7977,-0.2657,VALD3,AMBIGUOUS(3),,,,,NO
gf_008370,CN,3851.612,3852.7043,1.9581,-0.5185,VALD3,AMBIGUOUS(3),,,,,NO
gf_008371,CN,3851.7288,3852.8211,1.6373,-0.1239,VALD3,AMBIGUOUS(2),,,,,NO
gf_008372,CN,3851.8543,3852.9467,0.8046,-0.2362,VALD3,AMBIGUOUS(3),,,,,NO
gf_008373,CN,3851.8569,3852.9493,0.5037,-1.0344,VALD3,AMBIGUOUS(3),,,,,NO
gf_008374,CN,3851.9008,3852.9932,1.7281,-0.5719,VALD3,AMBIGUOUS(3),,,,,NO
gf_008375,CN,3851.9994,3853.0918,1.6496,-0.1079,VALD3,AMBIGUOUS(2),,,,,NO
gf_008376,CN,3852.1116,3853.2040,0.1714,-2.4564,VALD3,ABSENT,,,,,NO
gf_008377,CN,3852.1515,3853.2439,0.8118,-0.2083,VALD3,AMBIGUOUS(3),,,,,NO
gf_008378,CN,3852.1676,3853.2600,1.9538,-0.5614,VALD3,AMBIGUOUS(3),,,,,NO
gf_008379,CN,3852.2615,3853.3540,1.6624,-0.0924,VALD3,AMBIGUOUS(2),,,,,NO
gf_008380,CN,3852.3591,3853.4516,1.7329,-0.5305,VALD3,AMBIGUOUS(3),,,,,NO
gf_008381,CN,3852.3825,3853.4750,0.3017,-0.0751,VALD3,AMBIGUOUS(3),,,,,NO
gf_008382,CN,3852.3972,3853.4897,0.1642,0.2571,VALD3,AMBIGUOUS(3),,,,,NO
gf_008383,CN,3852.4321,3853.5246,0.8196,-0.1818,VALD3,AMBIGUOUS(3),,,,,NO
gf_008384,CN,3852.4436,3853.5361,0.5032,-1.3359,VALD3,AMBIGUOUS(2),,,,,NO
gf_008385,CN,3852.5154,3853.6079,1.6756,-0.0774,VALD3,AMBIGUOUS(2),,,,,NO
gf_008386,CN,3852.6962,3853.7888,0.8278,-0.1568,VALD3,AMBIGUOUS(3),,,,,NO
gf_008387,CN,3852.7207,3853.8133,1.9499,-0.6078,VALD3,AMBIGUOUS(3),,,,,NO
gf_008388,CN,3852.7611,3853.8537,1.6892,-0.0629,VALD3,AMBIGUOUS(4),,,,,NO
gf_008389,CN,3852.8115,3853.9041,1.7381,-0.4926,VALD3,AMBIGUOUS(4),,,,,NO
gf_008390,CN,3852.9438,3854.0365,0.8364,-0.1338,VALD3,AMBIGUOUS(3),,,,,NO
gf_008391,CN,3852.9988,3854.0915,1.7033,-0.0489,VALD3,AMBIGUOUS(2),,,,,NO
gf_008392,CN,3853.1749,3854.2676,0.8455,-0.1118,VALD3,AMBIGUOUS(3),,,,,NO
gf_008393,CN,3853.1905,3854.2832,0.1592,-2.4724,VALD3,ABSENT,,,,,NO
gf_008394,CN,3853.2225,3854.3152,0.2951,-0.105,VALD3,AMBIGUOUS(3),,,,,NO
gf_008395,CN,3853.2288,3854.3215,1.7178,-0.0349,VALD3,AMBIGUOUS(5),,,,,NO
gf_008396,CN,3853.2541,3854.3468,1.9464,-0.934,VALD3,AMBIGUOUS(3),,,,,NO
gf_008397,CN,3853.2579,3854.3506,1.7438,-0.4576,VALD3,AMBIGUOUS(4),,,,,NO
gf_008398,CN,3853.3897,3854.4825,0.855,-0.0909,VALD3,AMBIGUOUS(3),,,,,NO
gf_008399,CN,3853.4509,3854.5437,1.7327,-0.0219,VALD3,AMBIGUOUS(2),,,,,NO
gf_008400,CN,3853.4742,3854.5670,0.1574,-1.6929,VALD3,AMBIGUOUS(2),,,,,NO
gf_008401,CN,3853.5642,3854.6570,0.5037,-1.3359,VALD3,AMBIGUOUS(2),,,,,NO
gf_008402,CN,3853.5879,3854.6807,0.865,-0.0709,VALD3,AMBIGUOUS(3),,,,,NO
gf_008403,CN,3853.6657,3854.7585,1.7481,-0.0084,VALD3,AMBIGUOUS(5),,,,,NO
gf_008404,CN,3853.6987,3854.7915,1.75,-0.4252,VALD3,AMBIGUOUS(4),,,,,NO
gf_008405,CN,3853.7697,3854.8626,0.8755,-0.0514,VALD3,AMBIGUOUS(3),,,,,NO
gf_008406,CN,3853.873,3854.9659,1.7639,0.0036,VALD3,AMBIGUOUS(2),,,,,NO
gf_008407,CN,3853.9351,3855.0280,0.8864,-0.0329,VALD3,AMBIGUOUS(3),,,,,NO
gf_008408,CN,3854.044,3855.1369,0.289,-0.1374,VALD3,AMBIGUOUS(3),,,,,NO
gf_008409,CN,3854.0843,3855.1772,0.8977,-0.0154,VALD3,AMBIGUOUS(3),,,,,NO
gf_008410,CN,3854.093,3855.1859,1.7801,-0.291,VALD3,AMBIGUOUS(4),,,,,NO
gf_008411,CN,3854.0978,3855.1908,0.5046,-1.035,VALD3,AMBIGUOUS(3),,,,,NO
gf_008412,CN,3854.134,3855.2270,1.7565,-0.3952,VALD3,AMBIGUOUS(4),,,,,NO
gf_008413,CN,3854.217,3855.3100,0.9095,0.0016,VALD3,AMBIGUOUS(2),,,,,NO
gf_008414,CN,3854.2515,3855.3445,0.1474,-2.4889,VALD3,ABSENT,,,,,NO
gf_008415,CN,3854.3578,3855.4508,0.9218,-0.291,VALD3,UNIQUE,-0.2854,-0.0056,pP2(26.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008416,CN,3854.5236,3855.6167,0.1458,-1.7094,VALD3,UNIQUE,-0.0630,-1.6464,rR1(24.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008417,CN,3854.5639,3855.6570,1.7635,-0.3673,VALD3,AMBIGUOUS(3),,,,,NO
gf_008418,CN,3854.5659,3855.6590,0.1404,0.2236,VALD3,AMBIGUOUS(3),,,,,NO
gf_008419,CN,3854.6136,3855.7067,0.506,-0.8596,VALD3,AMBIGUOUS(3),,,,,NO
gf_008420,CN,3854.8473,3855.9404,0.2833,-0.1724,VALD3,AMBIGUOUS(3),,,,,NO
gf_008421,CN,3854.9887,3856.0819,1.771,-0.3413,VALD3,AMBIGUOUS(3),,,,,NO
gf_008422,CN,3855.1115,3856.2047,0.5078,-0.7348,VALD3,AMBIGUOUS(3),,,,,NO
gf_008423,CN,3855.2943,3856.3876,0.1361,-2.5064,VALD3,ABSENT,,,,,NO
gf_008424,CN,3855.4086,3856.5019,1.7788,-0.3163,VALD3,AMBIGUOUS(3),,,,,NO
gf_008425,CN,3855.5551,3856.6484,0.1346,-1.7264,VALD3,UNIQUE,-0.0805,-1.6459,rR1(23.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008426,CN,3855.5916,3856.6849,0.5101,-0.6422,VALD3,AMBIGUOUS(3),,,,,NO
gf_008427,CN,3855.6222,3856.7155,0.1292,0.2051,VALD3,AMBIGUOUS(3),,,,,NO
gf_008428,CN,3855.6321,3856.7254,0.2781,-0.2102,VALD3,AMBIGUOUS(3),,,,,NO
gf_008429,CN,3855.8238,3856.9172,1.7871,-0.2923,VALD3,AMBIGUOUS(3),,,,,NO
gf_008430,CN,3856.0536,3857.1471,0.5129,-0.5619,VALD3,AMBIGUOUS(3),,,,,NO
gf_008431,CN,3856.2346,3857.3281,1.7959,-0.2698,VALD3,AMBIGUOUS(5),,,,,NO
gf_008432,CN,3856.254,3857.3475,2.4306,-0.263,VALD3,AMBIGUOUS(2),,,,,NO
gf_008433,CN,3856.2955,3857.3890,0.2725,-2.167,VALD3,ABSENT,,,,,NO
gf_008434,CN,3856.3188,3857.4123,0.1252,-2.5239,VALD3,ABSENT,,,,,NO
gf_008435,CN,3856.3998,3857.4933,0.2741,-0.2563,VALD3,AMBIGUOUS(3),,,,,NO
gf_008436,CN,3856.4976,3857.5912,0.5161,-0.4943,VALD3,AMBIGUOUS(3),,,,,NO
gf_008437,CN,3856.5685,3857.6621,0.1238,-1.7439,VALD3,ABSENT,,,,,NO
gf_008438,CN,3856.629,3857.7226,2.4157,0.0311,VALD3,AMBIGUOUS(3),,,,,NO
gf_008439,CN,3856.6415,3857.7351,1.8051,-0.2489,VALD3,AMBIGUOUS(3),,,,,NO
gf_008440,CN,3856.6597,3857.7533,0.1184,0.1866,VALD3,AMBIGUOUS(3),,,,,NO
gf_008441,CN,3856.924,3858.0177,0.5198,-0.4361,VALD3,AMBIGUOUS(3),,,,,NO
gf_008442,CN,3856.9786,3858.0723,2.4012,0.0166,VALD3,AMBIGUOUS(3),,,,,NO
gf_008443,CN,3857.0309,3858.1246,0.268,-2.2089,VALD3,ABSENT,,,,,NO
gf_008444,CN,3857.0445,3858.1382,1.8147,-0.2289,VALD3,AMBIGUOUS(3),,,,,NO
gf_008445,CN,3857.1478,3858.2415,0.27,-0.3024,VALD3,AMBIGUOUS(3),,,,,NO
gf_008446,CN,3857.3252,3858.4190,0.1148,-2.5424,VALD3,ABSENT,,,,,NO
gf_008447,CN,3857.3321,3858.4259,0.5239,-0.3848,VALD3,AMBIGUOUS(3),,,,,NO
gf_008448,CN,3857.3439,3858.4377,2.3871,0.0016,VALD3,AMBIGUOUS(3),,,,,NO
gf_008449,CN,3857.4439,3858.5377,1.8247,-0.2089,VALD3,AMBIGUOUS(3),,,,,NO
gf_008450,CN,3857.5638,3858.6577,0.1135,-1.7634,VALD3,ABSENT,,,,,NO
gf_008451,CN,3857.6785,3858.7724,0.1081,0.1671,VALD3,AMBIGUOUS(3),,,,,NO
gf_008452,CN,3857.7224,3858.8163,0.5285,-0.3389,VALD3,AMBIGUOUS(3),,,,,NO
gf_008453,CN,3857.7236,3858.8175,2.3735,-0.0134,VALD3,AMBIGUOUS(3),,,,,NO
gf_008454,CN,3857.7484,3858.8423,0.264,-2.2548,VALD3,ABSENT,,,,,NO
gf_008455,CN,3857.8404,3858.9343,1.8352,-0.1899,VALD3,AMBIGUOUS(3),,,,,NO
gf_008456,CN,3857.877,3858.9709,0.2662,-0.3539,VALD3,AMBIGUOUS(3),,,,,NO
gf_008457,CN,3858.0946,3859.1886,0.5336,-0.2975,VALD3,AMBIGUOUS(3),,,,,NO
gf_008458,CN,3858.1166,3859.2106,2.3603,-0.0289,VALD3,AMBIGUOUS(3),,,,,NO
gf_008459,CN,3858.234,3859.3280,1.8461,-0.1719,VALD3,AMBIGUOUS(3),,,,,NO
gf_008460,CN,3858.3132,3859.4072,0.1048,-2.5619,VALD3,ABSENT,,,,,NO
gf_008461,CN,3858.448,3859.5421,0.2605,-2.3066,VALD3,ABSENT,,,,,NO
gf_008462,CN,3858.4488,3859.5429,0.5391,-0.2596,VALD3,AMBIGUOUS(3),,,,,NO
gf_008463,CN,3858.5217,3859.6158,2.3475,-0.0449,VALD3,AMBIGUOUS(3),,,,,NO
gf_008464,CN,3858.5411,3859.6352,0.1037,-1.7824,VALD3,ABSENT,,,,,NO
gf_008465,CN,3858.5877,3859.6818,0.263,-0.4121,VALD3,AMBIGUOUS(3),,,,,NO
gf_008466,CN,3858.6252,3859.7193,1.8574,-0.1544,VALD3,AMBIGUOUS(3),,,,,NO
gf_008467,CN,3858.6783,3859.7724,0.0983,0.1474,VALD3,AMBIGUOUS(3),,,,,NO
gf_008468,CN,3858.7064,3859.8005,0.5272,-2.496,VALD3,ABSENT,,,,,NO
gf_008469,CN,3858.7849,3859.8791,0.5451,-0.2252,VALD3,AMBIGUOUS(3),,,,,NO
gf_008470,CN,3858.938,3860.0322,2.3351,-0.0609,VALD3,AMBIGUOUS(3),,,,,NO
gf_008471,CN,3859.0136,3860.1078,1.8692,-0.447,VALD3,UNIQUE,-0.4413,-0.0057,pP2(26.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008472,CN,3859.0289,3860.1231,0.533,-2.1782,VALD3,UNIQUE,-3.0783,+0.9001,pQ12(13.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008473,CN,3859.103,3860.1973,0.5515,-0.1932,VALD3,AMBIGUOUS(3),,,,,NO
gf_008474,CN,3859.1298,3860.2241,0.2573,-2.3653,VALD3,ABSENT,,,,,NO
gf_008475,CN,3859.2795,3860.3738,0.2602,-0.4789,VALD3,AMBIGUOUS(3),,,,,NO
gf_008476,CN,3859.2829,3860.3772,0.0953,-2.5823,VALD3,ABSENT,,,,,NO
gf_008477,CN,3859.3338,3860.4281,0.5392,-2.1462,VALD3,UNIQUE,-3.1083,+0.9621,pQ12(14.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008478,CN,3859.3645,3860.4588,2.3232,-0.0774,VALD3,AMBIGUOUS(3),,,,,NO
gf_008479,CN,3859.403,3860.4973,0.5584,-0.1632,VALD3,AMBIGUOUS(3),,,,,NO
gf_008480,CN,3859.5001,3860.5945,0.0943,-1.8029,VALD3,ABSENT,,,,,NO
gf_008481,CN,3859.6212,3860.7156,0.5457,-2.1162,VALD3,UNIQUE,-3.1364,+1.0202,pQ12(15.5),data/reference/cno_molecular_primary/cn_brooke2014/table4.dat.gz,YES
gf_008482,CN,3859.659,3860.7534,0.089,0.1259,VALD3,AMBIGUOUS(3),,,,,NO
gf_008483,CN,3859.6851,3860.7795,0.5657,-0.1353,VALD3,AMBIGUOUS(3),,,,,NO
gf_008484,CN,3859.7936,3860.8880,0.2547,-2.4334,VALD3,ABSENT,,,,,NO
gf_008485,CN,3859.8002,3860.8946,2.3116,-0.0949,VALD3,AMBIGUOUS(3),,,,,NO
gf_008486,CN,3859.8915,3860.9860,0.5528,-2.0883,VALD3,AMBIGUOUS(2),,,,,NO
gf_008487,CN,3859.9489,3861.0434,0.5736,-0.1093,VALD3,AMBIGUOUS(3),,,,,NO
gf_008488,CN,3859.9526,3861.0471,0.2579,-0.5578,VALD3,AMBIGUOUS(3),,,,,NO
gf_008489,CN,3860.144,3861.2385,0.5603,-2.0623,VALD3,AMBIGUOUS(2),,,,,NO
