line_id,species,wavelength_air_A,EP_eV,match,nist_grade,gf_sigma_dex,our_log_gf,nist_log_gf,delta_dex,action
gf_001820,C I,5424.212,8.847,ABSENT,,,-3.913,,,no evidence attached
gf_001821,C I,5425.15,8.771,ABSENT,,,-3.111,,,no evidence attached
gf_001822,C I,5425.572,8.771,ABSENT,,,-3.073,,,no evidence attached
gf_001823,C I,5427.141,8.771,ABSENT,,,-2.911,,,no evidence attached
gf_001824,C I,5427.861,8.848,ABSENT,,,-4.27,,,no evidence attached
gf_001825,C I,5427.893,8.771,ABSENT,,,-2.975,,,no evidence attached
gf_001826,C I,5430.925,8.848,ABSENT,,,-2.686,,,no evidence attached
gf_001827,C I,5431.679,8.771,ABSENT,,,-3.787,,,no evidence attached
gf_001828,C I,5433.654,8.771,ABSENT,,,-2.855,,,no evidence attached
gf_001829,C I,5433.901,8.851,ABSENT,,,-3.908,,,no evidence attached
gf_001830,C I,5435.101,8.851,ABSENT,,,-1.925,,,no evidence attached
gf_001831,C I,5436.9011,8.851,ABSENT,,,-1.9712,,,no evidence attached
gf_001832,C I,5444.032,8.847,ABSENT,,,-2.971,,,no evidence attached
gf_001833,C I,5447.708,8.848,ABSENT,,,-2.943,,,no evidence attached
gf_001834,C I,5448.708,8.771,ABSENT,,,-3.998,,,no evidence attached
gf_001835,C I,5450.615,8.771,ABSENT,,,-2.802,,,no evidence attached
gf_001836,C I,5451.742,8.771,ABSENT,,,-3.245,,,no evidence attached
gf_001837,C I,5452.253,8.771,ABSENT,,,-2.934,,,no evidence attached
gf_001838,C I,5453.792,8.851,ABSENT,,,-3.861,,,no evidence attached
gf_001839,C I,5455.203,8.851,ABSENT,,,-2.273,,,no evidence attached
gf_001840,C I,5459.918,8.771,ABSENT,,,-3.743,,,no evidence attached
gf_001841,C I,5501.136,8.847,ABSENT,,,-3.742,,,no evidence attached
gf_001842,C I,5504.371,8.847,ABSENT,,,-2.928,,,no evidence attached
gf_001843,C I,5504.89,8.848,ABSENT,,,-3.959,,,no evidence attached
gf_001844,C I,5505.845,8.848,ABSENT,,,-2.592,,,no evidence attached
gf_001845,C I,5506.765,8.64,ABSENT,,,-3.942,,,no evidence attached
gf_001846,C I,5508.129,8.848,ABSENT,,,-2.836,,,no evidence attached
gf_001847,C I,5508.632,8.64,ABSENT,,,-5.78,,,no evidence attached
gf_001848,C I,5509.474,8.848,ABSENT,,,-3.043,,,no evidence attached
gf_001849,C I,5510.217,8.64,ABSENT,,,-4.338,,,no evidence attached
gf_001850,C I,5510.936,8.64,ABSENT,,,-3.543,,,no evidence attached
gf_001851,C I,5511.102,8.851,ABSENT,,,-3.69,,,no evidence attached
gf_001852,C I,5512.06,8.851,ABSENT,,,-3.185,,,no evidence attached
gf_001853,C I,5512.625,8.851,ABSENT,,,-2.145,,,no evidence attached
gf_001854,C I,5513.051,8.851,ABSENT,,,-2.246,,,no evidence attached
gf_001855,C I,5514.349,8.851,ABSENT,,,-3.713,,,no evidence attached
gf_001856,C I,5515.697,8.851,ABSENT,,,-2.339,,,no evidence attached
gf_001857,C I,5516.662,8.643,ABSENT,,,-3.166,,,no evidence attached
gf_001858,C I,5517.383,8.643,ABSENT,,,-3.412,,,no evidence attached
gf_001859,C I,5522.197,8.847,ABSENT,,,-3.19,,,no evidence attached
gf_001860,C I,5523.28,8.64,ABSENT,,,-3.576,,,no evidence attached
gf_001861,C I,5523.543,8.847,ABSENT,,,-2.598,,,no evidence attached
gf_001862,C I,5524.469,8.643,ABSENT,,,-2.875,,,no evidence attached
gf_001863,C I,5525.98,8.848,ABSENT,,,-2.799,,,no evidence attached
gf_001864,C I,5526.837,8.647,ABSENT,,,-3.17,,,no evidence attached
gf_001865,C I,5527.327,8.848,ABSENT,,,-4.709,,,no evidence attached
gf_001866,C I,5528.332,8.64,ABSENT,,,-3.532,,,no evidence attached
gf_001867,C I,5528.66,8.848,ABSENT,,,-2.323,,,no evidence attached
gf_001868,C I,5529.755,8.643,ABSENT,,,-3.444,,,no evidence attached
gf_001869,C I,5532.24,8.851,ABSENT,,,-3.409,,,no evidence attached
gf_001870,C I,5533.569,8.643,ABSENT,,,-2.655,,,no evidence attached
gf_001871,C I,5533.591,8.851,ABSENT,,,-3.419,,,no evidence attached
gf_001872,C I,5534.257,8.64,UNIQUE,D,0.3010,-3.552,-3.5686,+0.0166,evidence attached; log_gf UNCHANGED
gf_001873,C I,5534.271,8.851,ABSENT,,,-2.503,,,no evidence attached
gf_001874,C I,5534.673,8.647,ABSENT,,,-3.58,,,no evidence attached
gf_001875,C I,5534.819,8.643,ABSENT,,,-3.915,,,no evidence attached
gf_001876,C I,5539.828,8.851,ABSENT,,,-3.795,,,no evidence attached
gf_001877,C I,5539.905,8.64,ABSENT,,,-6.177,,,no evidence attached
gf_001878,C I,5540.755,8.643,UNIQUE,D,0.3010,-2.375,-2.3979,+0.0229,evidence attached; log_gf UNCHANGED
gf_001879,C I,5543.807,8.647,ABSENT,,,-2.23,,,no evidence attached
gf_001880,C I,5545.052,8.64,UNIQUE,D,0.3010,-2.376,-2.3768,+0.0008,evidence attached; log_gf UNCHANGED
gf_001881,C I,5546.42,8.643,ABSENT,,,-2.38,,,no evidence attached
gf_001882,C I,5547.265,8.64,UNIQUE,D,0.3010,-2.253,-2.2441,-0.0089,evidence attached; log_gf UNCHANGED
gf_001883,C I,5548.238,8.64,ABSENT,,,-1.976,,,no evidence attached
gf_001884,C I,5548.903,8.647,ABSENT,,,-1.572,,,no evidence attached
gf_001885,C I,5551.022,8.647,UNIQUE,D,0.3010,-1.628,-1.6234,-0.0046,evidence attached; log_gf UNCHANGED
gf_001886,C I,5551.577,8.643,UNIQUE,D,0.3010,-1.899,-1.9031,+0.0041,evidence attached; log_gf UNCHANGED
gf_001887,C I,5553.177,8.643,ABSENT,,,-1.812,,,no evidence attached
gf_001888,C I,5554.772,8.643,ABSENT,,,-3.937,,,no evidence attached
gf_001889,C I,5563.488,8.647,ABSENT,,,-3.53,,,no evidence attached
gf_001890,C I,5565.089,8.647,ABSENT,,,-3.422,,,no evidence attached
gf_001891,C I,5571.26,8.64,ABSENT,,,-2.694,,,no evidence attached
gf_001892,C I,5577.849,8.643,ABSENT,,,-3.123,,,no evidence attached
gf_001893,C I,5583.436,8.771,ABSENT,,,-3.04,,,no evidence attached
gf_001894,C I,5584.372,8.771,ABSENT,,,-2.715,,,no evidence attached
gf_001895,C I,5586.581,8.771,ABSENT,,,-3.802,,,no evidence attached
gf_001896,C I,5587.265,8.771,ABSENT,,,-2.766,,,no evidence attached
gf_001897,C I,5588.252,8.647,ABSENT,,,-4.204,,,no evidence attached
gf_001898,C I,5594.087,8.771,ABSENT,,,-3.189,,,no evidence attached
gf_001899,C I,5597.301,8.771,ABSENT,,,-2.904,,,no evidence attached
gf_001900,C I,5603.728,8.771,UNIQUE,D,0.3010,-2.418,-2.4089,-0.0091,evidence attached; log_gf UNCHANGED
gf_001901,C I,5610.888,8.847,ABSENT,,,-3.711,,,no evidence attached
gf_001902,C I,5611.785,8.771,ABSENT,,,-4.087,,,no evidence attached
gf_001903,C I,5612.567,8.847,ABSENT,,,-3.702,,,no evidence attached
gf_001904,C I,5614.807,8.771,UNIQUE,D,0.3010,-2.641,-2.6198,-0.0212,evidence attached; log_gf UNCHANGED
gf_001905,C I,5616.475,8.848,ABSENT,,,-3.997,,,no evidence attached
gf_001906,C I,5616.478,8.771,UNIQUE,D,0.3010,-3.118,-3.1249,+0.0069,evidence attached; log_gf UNCHANGED
gf_001907,C I,5617.208,8.771,ABSENT,,,-2.992,,,no evidence attached
gf_001908,C I,5617.279,8.848,ABSENT,,,-2.688,,,no evidence attached
gf_001909,C I,5617.42,8.847,ABSENT,,,-3.056,,,no evidence attached
gf_001910,C I,5621.335,8.8495,ABSENT,,,-2.9059,,,no evidence attached
gf_001911,C I,5622.942,8.851,ABSENT,,,-3.707,,,no evidence attached
gf_001912,C I,5623.45,8.848,ABSENT,,,-3.273,,,no evidence attached
gf_001913,C I,5625.802,8.851,ABSENT,,,-2.35,,,no evidence attached
gf_001914,C I,5627.813,8.851,ABSENT,,,-3.724,,,no evidence attached
gf_001915,C I,5629.506,8.851,ABSENT,,,-2.143,,,no evidence attached
gf_001916,C I,5629.934,8.851,ABSENT,,,-2.154,,,no evidence attached
gf_001917,C I,5630.759,8.771,ABSENT,,,-3.659,,,no evidence attached
gf_001918,C I,5635.635,8.847,ABSENT,,,-3.398,,,no evidence attached
gf_001919,C I,5637.675,8.847,ABSENT,,,-2.498,,,no evidence attached
gf_001920,C I,5639.575,8.848,ABSENT,,,-2.682,,,no evidence attached
gf_001921,C I,5641.618,8.848,ABSENT,,,-5.147,,,no evidence attached
gf_001922,C I,5642.825,8.848,ABSENT,,,-2.899,,,no evidence attached
gf_001923,C I,5643.373,8.848,ABSENT,,,-2.407,,,no evidence attached
gf_001924,C I,5646.096,8.851,ABSENT,,,-3.149,,,no evidence attached
gf_001925,C I,5647.298,10.923,ABSENT,,,-4.022,,,no evidence attached
gf_001926,C I,5648.143,8.851,ABSENT,,,-3.111,,,no evidence attached
gf_001927,C I,5649.184,8.851,ABSENT,,,-2.574,,,no evidence attached
gf_001928,C I,5649.902,8.851,ABSENT,,,-4.607,,,no evidence attached
gf_001929,C I,5651.585,8.848,ABSENT,,,-5.626,,,no evidence attached
gf_001930,C I,5653.604,7.946,ABSENT,,,-4.46,,,no evidence attached
gf_001931,C I,5658.133,8.851,ABSENT,,,-3.924,,,no evidence attached
gf_001932,C I,5658.757,8.537,ABSENT,,,-6.609,,,no evidence attached
gf_001933,C I,5659.939,8.537,ABSENT,,,-3.751,,,no evidence attached
gf_001934,C I,5667.737,10.931,ABSENT,,,-3.5,,,no evidence attached
gf_001935,C I,5668.94,8.537,UNIQUE,C,0.1249,-1.469,-1.4815,+0.0125,evidence attached; log_gf UNCHANGED
gf_001936,C I,5678.177,10.935,ABSENT,,,-3.119,,,no evidence attached
gf_001937,C I,5680.087,10.935,ABSENT,,,-2.83,,,no evidence attached
gf_001938,C I,5693.112,8.537,ABSENT,,,-2.311,,,no evidence attached
gf_001939,C I,5700.216,10.943,ABSENT,,,-4.734,,,no evidence attached
gf_001940,C I,5701.935,8.537,ABSENT,,,-4.32,,,no evidence attached
gf_001941,C I,5708.375,8.537,ABSENT,,,-3.511,,,no evidence attached
gf_001942,C I,5709.714,9.003,ABSENT,,,-2.73,,,no evidence attached
gf_001943,C I,5710.513,9.003,ABSENT,,,-1.179,,,no evidence attached
gf_001944,C I,5710.683,8.537,ABSENT,,,-3.176,,,no evidence attached
gf_001945,C I,5720.778,8.537,ABSENT,,,-2.972,,,no evidence attached
gf_001946,C I,5725.361,8.537,ABSENT,,,-3.307,,,no evidence attached
gf_001947,C I,5731.167,9.003,ABSENT,,,-3.17,,,no evidence attached
gf_001948,C I,5732.071,9.003,ABSENT,,,-1.359,,,no evidence attached
gf_001949,C I,5757.367,9.003,ABSENT,,,-0.62,,,no evidence attached
gf_001950,C I,5758.564,9.003,ABSENT,,,-0.219,,,no evidence attached
gf_001951,C I,5759.9,10.686,ABSENT,,,-9.855,,,no evidence attached
gf_001952,C I,5760.082,9.003,ABSENT,,,-0.5723,,,no evidence attached
gf_001953,C I,5769.119,8.537,ABSENT,,,-1.758,,,no evidence attached
gf_001954,C I,5780.206,9.003,ABSENT,,,-1.048,,,no evidence attached
gf_001955,C I,5780.678,9.003,ABSENT,,,-0.462,,,no evidence attached
gf_001956,C I,5780.72,8.847,ABSENT,,,-3.168,,,no evidence attached
gf_001957,C I,5780.891,8.847,ABSENT,,,-3.723,,,no evidence attached
gf_001958,C I,5783.259,8.847,ABSENT,,,-3.002,,,no evidence attached
gf_001959,C I,5784.03,8.848,ABSENT,,,-3.169,,,no evidence attached
gf_001960,C I,5784.86,8.848,ABSENT,,,-3.293,,,no evidence attached
gf_001961,C I,5787.408,8.848,UNIQUE,D,0.3010,-3.883,-3.0757,-0.8073,evidence attached; log_gf UNCHANGED
gf_001962,C I,5788.142,8.848,ABSENT,,,-3.071,,,no evidence attached
gf_001963,C I,5791.303,8.847,ABSENT,,,-3.985,,,no evidence attached
gf_001964,C I,5791.73,8.851,ABSENT,,,-3.071,,,no evidence attached
gf_001965,C I,5791.898,8.851,ABSENT,,,-6.248,,,no evidence attached
gf_001966,C I,5793.11,7.946,UNIQUE,B,0.0458,-2.063,-2.0615,-0.0015,evidence attached; log_gf UNCHANGED
gf_001967,C I,5794.088,7.946,UNIQUE,D,0.3010,-3.954,-3.9547,+0.0007,evidence attached; log_gf UNCHANGED
gf_001968,C I,5794.459,7.946,UNIQUE,C+,0.0862,-2.79,-2.7959,+0.0059,evidence attached; log_gf UNCHANGED
gf_001969,C I,5795.011,8.851,ABSENT,,,-2.595,,,no evidence attached
gf_001970,C I,5795.463,8.848,ABSENT,,,-2.924,,,no evidence attached
gf_001971,C I,5798.9757,8.8495,ABSENT,,,-2.4092,,,no evidence attached
gf_001972,C I,5800.222,7.946,UNIQUE,C+,0.0862,-2.803,-2.8069,+0.0039,evidence attached; log_gf UNCHANGED
gf_001973,C I,5800.424,10.703,ABSENT,,,-8.649,,,no evidence attached
gf_001974,C I,5800.594,7.946,UNIQUE,B,0.0458,-2.337,-2.3372,+0.0002,evidence attached; log_gf UNCHANGED
gf_001975,C I,5801.929,10.704,ABSENT,,,-7.717,,,no evidence attached
gf_001976,C I,5802.35,8.851,ABSENT,,,-3.338,,,no evidence attached
gf_001977,C I,5805.193,7.946,UNIQUE,C+,0.0862,-2.681,-2.6840,+0.0030,evidence attached; log_gf UNCHANGED
gf_001978,C I,5805.274,8.851,ABSENT,,,-2.05,,,no evidence attached
gf_001979,C I,5805.8076,8.8495,UNIQUE,D,0.3010,-1.9347,-2.6198,+0.6851,evidence attached; log_gf UNCHANGED
gf_001980,C I,5808.907,10.704,ABSENT,,,-7.951,,,no evidence attached
gf_001981,C I,5810.273,8.847,ABSENT,,,-3.353,,,no evidence attached
gf_001982,C I,5812.72,8.851,UNIQUE,D,0.3010,-2.16,-2.1549,-0.0051,evidence attached; log_gf UNCHANGED
gf_001983,C I,5813.51,8.847,UNIQUE,D,0.3010,-2.735,-2.7447,+0.0097,evidence attached; log_gf UNCHANGED
gf_001984,C I,5814.461,8.848,ABSENT,,,-2.575,,,no evidence attached
gf_001985,C I,5817.7,8.848,UNIQUE,D,0.3010,-2.859,-2.8601,+0.0011,evidence attached; log_gf UNCHANGED
gf_001986,C I,5819.352,10.708,ABSENT,,,-8.093,,,no evidence attached
gf_001987,C I,5819.49,8.848,UNIQUE,D,0.3010,-2.734,-2.7447,+0.0107,evidence attached; log_gf UNCHANGED
gf_001988,C I,5820.283,8.848,ABSENT,,,-2.483,,,no evidence attached
gf_001989,C I,5821.392,8.851,ABSENT,,,-3.023,,,no evidence attached
gf_001990,C I,5821.44,10.711,ABSENT,,,-7.263,,,no evidence attached
gf_001991,C I,5821.638,9.003,ABSENT,,,-3.484,,,no evidence attached
gf_001992,C I,5821.752,10.709,ABSENT,,,-7.775,,,no evidence attached
gf_001993,C I,5823.015,9.003,ABSENT,,,-1.452,,,no evidence attached
gf_001994,C I,5824.64,8.851,UNIQUE,D,0.3010,-2.637,-2.6383,+0.0013,evidence attached; log_gf UNCHANGED
gf_001995,C I,5825.051,9.003,ABSENT,,,-1.885,,,no evidence attached
gf_001996,C I,5825.163,9.003,ABSENT,,,-2.507,,,no evidence attached
gf_001997,C I,5826.057,8.851,ABSENT,,,-2.618,,,no evidence attached
gf_001998,C I,5827.229,8.851,ABSENT,,,-5.156,,,no evidence attached
gf_001999,C I,5828.142,10.991,ABSENT,,,-7.5073,,,no evidence attached
gf_002000,C I,5828.465,10.711,ABSENT,,,-9.087,,,no evidence attached
gf_002001,C I,5830.665,10.714,ABSENT,,,-9.654,,,no evidence attached
gf_002002,C I,5837.712,10.714,ABSENT,,,-9.206,,,no evidence attached
gf_002003,C I,5841.785,10.718,ABSENT,,,-8.746,,,no evidence attached
gf_002004,C I,5841.813,8.851,ABSENT,,,-3.978,,,no evidence attached
gf_002005,C I,5845.329,8.771,ABSENT,,,-2.87,,,no evidence attached
gf_002006,C I,5846.095,9.003,ABSENT,,,-1.656,,,no evidence attached
gf_002007,C I,5846.347,8.771,ABSENT,,,-2.573,,,no evidence attached
gf_002008,C I,5848.451,8.771,ABSENT,,,-7.945,,,no evidence attached
gf_002009,C I,5850.238,8.771,ABSENT,,,-2.477,,,no evidence attached
gf_002010,C I,5851.049,8.771,ABSENT,,,-2.988,,,no evidence attached
gf_002011,C I,5861.483,10.726,ABSENT,,,-8.652,,,no evidence attached
gf_002012,C I,5864.965,8.771,ABSENT,,,-3.716,,,no evidence attached
gf_002013,C I,5868.606,10.726,ABSENT,,,-9.151,,,no evidence attached
gf_002014,C I,5869.771,11.006,ABSENT,,,-4.738,,,no evidence attached
gf_002015,C I,5870.661,8.771,ABSENT,,,-2.619,,,no evidence attached
gf_002016,C I,5875.477,7.946,ABSENT,,,-4.205,,,no evidence attached
gf_002017,C I,5875.859,7.946,ABSENT,,,-3.756,,,no evidence attached
gf_002018,C I,5877.34,8.771,UNIQUE,D,0.3010,-2.143,-2.1427,-0.0003,evidence attached; log_gf UNCHANGED
gf_002019,C I,5878.009,11.009,ABSENT,,,-3.629,,,no evidence attached
gf_002020,C I,5879.201,11.009,ABSENT,,,-3.706,,,no evidence attached
gf_002021,C I,5883.715,8.771,ABSENT,,,-3.318,,,no evidence attached
gf_002022,C I,5889.52,8.771,UNIQUE,D,0.3010,-2.366,-2.3768,+0.0108,evidence attached; log_gf UNCHANGED
gf_002023,C I,5892.016,8.771,UNIQUE,D,0.3010,-2.842,-2.8239,-0.0181,evidence attached; log_gf UNCHANGED
gf_002024,C I,5893.114,8.771,ABSENT,,,-3.217,,,no evidence attached
gf_002025,C I,5906.87,11.019,ABSENT,,,-3.049,,,no evidence attached
gf_002026,C I,5910.34,9.003,ABSENT,,,-2.724,,,no evidence attached
gf_002027,C I,5911.44,9.003,ABSENT,,,-3.299,,,no evidence attached
gf_002028,C I,5912.091,9.003,ABSENT,,,-1.627,,,no evidence attached
gf_002029,C I,5912.58,9.003,ABSENT,,,-2.031,,,no evidence attached
gf_002030,C I,5915.624,9.003,ABSENT,,,-2.867,,,no evidence attached
gf_002031,C I,5919.094,8.771,ABSENT,,,-3.55,,,no evidence attached
gf_002032,C I,5920.727,11.024,ABSENT,,,-4.631,,,no evidence attached
gf_002033,C I,5934.658,9.003,ABSENT,,,-3.904,,,no evidence attached
gf_002034,C I,5936.212,9.003,ABSENT,,,-3.486,,,no evidence attached
gf_002035,C I,5936.994,9.003,ABSENT,,,-1.928,,,no evidence attached
gf_002036,C I,5937.749,9.003,ABSENT,,,-2.429,,,no evidence attached
gf_002037,C I,5938.824,8.64,ABSENT,,,-4.302,,,no evidence attached
gf_002038,C I,5940.126,8.64,ABSENT,,,-3.561,,,no evidence attached
gf_002039,C I,5943.39,9.003,ABSENT,,,-2.22,,,no evidence attached
gf_002040,C I,5944.636,8.64,ABSENT,,,-4.138,,,no evidence attached
gf_002041,C I,5947.6159,8.6415,ABSENT,,,-3.5436,,,no evidence attached
gf_002042,C I,5950.046,8.64,ABSENT,,,-3.534,,,no evidence attached
gf_002043,C I,5952.139,8.643,ABSENT,,,-3.063,,,no evidence attached
gf_002044,C I,5957.562,8.643,ABSENT,,,-3.6,,,no evidence attached
gf_002045,C I,5958.194,8.643,ABSENT,,,-5.773,,,no evidence attached
gf_002046,C I,5963.986,8.647,ABSENT,,,-2.758,,,no evidence attached
gf_002047,C I,5969.32,7.946,UNIQUE,C,0.1249,-3.027,-3.0410,+0.0140,evidence attached; log_gf UNCHANGED
gf_002048,C I,5970.065,8.647,ABSENT,,,-5.1868,,,no evidence attached
gf_002049,C I,5970.764,7.946,ABSENT,,,-3.587,,,no evidence attached
gf_002050,C I,5972.589,8.643,ABSENT,,,-2.736,,,no evidence attached
gf_002051,C I,5976.675,8.64,ABSENT,,,-3.419,,,no evidence attached
gf_002052,C I,5980.51,8.643,ABSENT,,,-5.719,,,no evidence attached
gf_002053,C I,5981.237,7.946,ABSENT,,,-3.302,,,no evidence attached
gf_002054,C I,5982.279,7.946,ABSENT,,,-3.628,,,no evidence attached
gf_002055,C I,5982.675,7.946,ABSENT,,,-2.967,,,no evidence attached
gf_002056,C I,5984.258,8.643,ABSENT,,,-3.58,,,no evidence attached
gf_002057,C I,5984.518,8.647,ABSENT,,,-3.758,,,no evidence attached
gf_002058,C I,5986.399,8.64,UNIQUE,D,0.3010,-3.086,-3.0915,+0.0055,evidence attached; log_gf UNCHANGED
gf_002059,C I,5989.03,7.946,ABSENT,,,-3.163,,,no evidence attached
gf_002060,C I,5989.427,7.946,ABSENT,,,-3.411,,,no evidence attached
gf_002061,C I,5990.98,8.643,UNIQUE,D,0.3010,-3.07,-3.0706,+0.0006,evidence attached; log_gf UNCHANGED
gf_002062,C I,5992.471,8.647,ABSENT,,,-5.1818,,,no evidence attached
gf_002063,C I,5993.498,8.64,UNIQUE,D,0.3010,-3.237,-3.2441,+0.0071,evidence attached; log_gf UNCHANGED
gf_002064,C I,5994.0,8.643,UNIQUE,D,0.3010,-2.42,-2.3979,-0.0221,evidence attached; log_gf UNCHANGED
gf_002065,C I,5996.043,8.64,UNIQUE,D,0.3010,-2.609,-2.6198,+0.0108,evidence attached; log_gf UNCHANGED
gf_002066,C I,6001.124,8.643,UNIQUE,D,0.3010,-2.061,-2.0706,+0.0096,evidence attached; log_gf UNCHANGED
gf_002067,C I,6002.98,8.647,UNIQUE,D,0.3010,-2.169,-2.1549,-0.0141,evidence attached; log_gf UNCHANGED
gf_002068,C I,6003.67,8.643,UNIQUE,D,0.3010,-3.088,-3.0969,+0.0089,evidence attached; log_gf UNCHANGED
gf_002069,C I,6006.022,8.647,UNIQUE,D,0.3010,-3.071,-3.0757,+0.0047,evidence attached; log_gf UNCHANGED
gf_002070,C I,6007.173,8.64,UNIQUE,D,0.3010,-2.062,-2.0605,-0.0015,evidence attached; log_gf UNCHANGED
gf_002071,C I,6010.672,8.64,UNIQUE,D,0.3010,-1.938,-1.9431,+0.0051,evidence attached; log_gf UNCHANGED
gf_002072,C I,6012.227,8.64,UNIQUE,D,0.3010,-2.005,-2.0044,-0.0006,evidence attached; log_gf UNCHANGED
gf_002073,C I,6013.1813,8.647,AMBIGUOUS(2),,,-1.1564,,,no evidence attached
gf_002074,C I,6014.833,8.643,UNIQUE,D,0.3010,-1.584,-1.6021,+0.0181,evidence attached; log_gf UNCHANGED
gf_002075,C I,6016.45,8.643,UNIQUE,D,0.3010,-1.834,-1.8386,+0.0046,evidence attached; log_gf UNCHANGED
gf_002076,C I,6019.9,8.643,UNIQUE,D,0.3010,-2.736,-2.7328,-0.0032,evidence attached; log_gf UNCHANGED
gf_002077,C I,6028.557,8.647,UNIQUE,D,0.3010,-2.736,-2.7399,+0.0039,evidence attached; log_gf UNCHANGED
gf_002078,C I,6032.02,8.647,UNIQUE,D,0.3010,-4.285,-4.3098,+0.0248,evidence attached; log_gf UNCHANGED
gf_002079,C I,6037.215,9.003,ABSENT,,,-2.856,,,no evidence attached
gf_002080,C I,6039.159,9.003,ABSENT,,,-2.421,,,no evidence attached
gf_002081,C I,6040.089,9.003,ABSENT,,,-3.473,,,no evidence attached
gf_002082,C I,6042.458,9.003,ABSENT,,,-1.578,,,no evidence attached
gf_002083,C I,6046.731,9.003,ABSENT,,,-2.248,,,no evidence attached
gf_002084,C I,6047.225,9.003,ABSENT,,,-3.437,,,no evidence attached
gf_002085,C I,6060.498,8.64,ABSENT,,,-3.023,,,no evidence attached
gf_002086,C I,6062.09,8.847,UNIQUE,D,0.3010,-2.847,-2.8539,+0.0069,evidence attached; log_gf UNCHANGED
gf_002087,C I,6065.55,8.848,ABSENT,,,-2.847,,,no evidence attached
gf_002088,C I,6065.875,9.003,ABSENT,,,-3.649,,,no evidence attached
gf_002089,C I,6066.65,8.848,UNIQUE,D,0.3010,-2.972,-2.9666,-0.0054,evidence attached; log_gf UNCHANGED
gf_002090,C I,6067.149,8.847,ABSENT,,,-3.799,,,no evidence attached
gf_002091,C I,6068.239,9.003,ABSENT,,,-3.28,,,no evidence attached
gf_002092,C I,6068.295,8.643,ABSENT,,,-3.3,,,no evidence attached
gf_002093,C I,6068.85,7.946,ABSENT,,,-4.804,,,no evidence attached
gf_002094,C I,6068.917,8.848,ABSENT,,,-8.354,,,no evidence attached
gf_002095,C I,6069.258,7.946,ABSENT,,,-6.195,,,no evidence attached
gf_002096,C I,6069.44,9.003,ABSENT,,,-2.06,,,no evidence attached
gf_002097,C I,6070.269,9.003,ABSENT,,,-2.436,,,no evidence attached
gf_002098,C I,6070.83,8.848,UNIQUE,D,0.3010,-2.75,-2.7447,-0.0053,evidence attached; log_gf UNCHANGED
gf_002099,C I,6071.715,8.848,ABSENT,,,-4.358,,,no evidence attached
gf_002100,C I,6074.199,8.851,UNIQUE,D,0.3010,-2.75,-2.7447,-0.0053,evidence attached; log_gf UNCHANGED
gf_002101,C I,6077.862,11.078,ABSENT,,,-4.631,,,no evidence attached
gf_002102,C I,6078.39,8.851,UNIQUE,D,0.3010,-2.274,-2.2596,-0.0144,evidence attached; log_gf UNCHANGED
gf_002103,C I,6079.274,8.851,ABSENT,,,-4.007,,,no evidence attached
gf_002104,C I,6079.771,9.003,ABSENT,,,-2.13,,,no evidence attached
gf_002105,C I,6080.61,8.647,ABSENT,,,-4.392,,,no evidence attached
gf_002106,C I,6082.113,8.847,ABSENT,,,-3.186,,,no evidence attached
gf_002107,C I,6086.702,8.848,ABSENT,,,-3.083,,,no evidence attached
gf_002108,C I,6087.877,8.851,ABSENT,,,-2.642,,,no evidence attached
gf_002109,C I,6089.528,11.082,ABSENT,,,-4.95,,,no evidence attached
gf_002110,C I,6092.837,8.848,ABSENT,,,-3.36,,,no evidence attached
gf_002111,C I,6098.93,8.851,ABSENT,,,-1.959,,,no evidence attached
gf_002112,C I,6100.03,8.848,UNIQUE,D,0.3010,-2.411,-2.4089,-0.0021,evidence attached; log_gf UNCHANGED
gf_002113,C I,6100.449,8.851,ABSENT,,,-1.867,,,no evidence attached
gf_002114,C I,6102.279,8.847,ABSENT,,,-3.737,,,no evidence attached
gf_002115,C I,6106.899,8.848,ABSENT,,,-2.368,,,no evidence attached
gf_002116,C I,6107.66,8.851,UNIQUE,D,0.3010,-1.933,-1.9393,+0.0063,evidence attached; log_gf UNCHANGED
gf_002117,C I,6108.52,8.847,UNIQUE,D,0.3010,-2.508,-2.5086,+0.0006,evidence attached; log_gf UNCHANGED
gf_002118,C I,6113.15,8.848,UNIQUE,D,0.3010,-2.631,-2.6198,-0.0112,evidence attached; log_gf UNCHANGED
gf_002119,C I,6114.545,8.851,ABSENT,,,-2.693,,,no evidence attached
gf_002120,C I,6115.84,8.848,UNIQUE,D,0.3010,-2.507,-2.5229,+0.0159,evidence attached; log_gf UNCHANGED
gf_002121,C I,6117.025,8.848,ABSENT,,,-2.625,,,no evidence attached
