canonical_line_id,physical_transition_id,species,ion,wavelength_air_A,medium,excitation_potential_eV,loggf,gf_sigma_dex,nist_grade,gf_tier,source_class,adopted_source,source_doi,source_set_membership,hfs_isotope_status,intake_status,notes
gf_001821,pk_d8d5bbbdcfca,C I,1.0,5425.15,air,8.771,-3.111,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001822,pk_76083ec4068f,C I,1.0,5425.572,air,8.771,-3.073,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001823,pk_1ce92028a396,C I,1.0,5427.141,air,8.771,-2.911,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001824,pk_75379b040631,C I,1.0,5427.861,air,8.848,-4.27,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001825,pk_f9a638aa3ab6,C I,1.0,5427.893,air,8.771,-2.975,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001826,pk_aa8e66f4ec88,C I,1.0,5430.925,air,8.848,-2.686,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001827,pk_409f8caa2285,C I,1.0,5431.679,air,8.771,-3.787,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001828,pk_132a4f9c877c,C I,1.0,5433.654,air,8.771,-2.855,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001829,pk_2453384ccbe1,C I,1.0,5433.901,air,8.851,-3.908,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001830,pk_6234b5420874,C I,1.0,5435.101,air,8.851,-1.925,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001831,pk_1527d70c681b,C I,1.0,5436.9011,air,8.851,-1.9712,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001832,pk_7260398374b6,C I,1.0,5444.032,air,8.847,-2.971,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001833,pk_793a2e2c7e74,C I,1.0,5447.708,air,8.848,-2.943,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001834,pk_270f23077f3c,C I,1.0,5448.708,air,8.771,-3.998,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001835,pk_9bbc73f82887,C I,1.0,5450.615,air,8.771,-2.802,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001836,pk_f7ba7ba71c5b,C I,1.0,5451.742,air,8.771,-3.245,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001837,pk_135a5588ef4c,C I,1.0,5452.253,air,8.771,-2.934,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001838,pk_eafdb9d8a8a9,C I,1.0,5453.792,air,8.851,-3.861,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001839,pk_726387e5120d,C I,1.0,5455.203,air,8.851,-2.273,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001840,pk_cadd831be742,C I,1.0,5459.918,air,8.771,-3.743,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001841,pk_67eb02cde452,C I,1.0,5501.136,air,8.847,-3.742,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001842,pk_b777efb37135,C I,1.0,5504.371,air,8.847,-2.928,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001843,pk_cbd76b0ec145,C I,1.0,5504.89,air,8.848,-3.959,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001844,pk_58c3411bf898,C I,1.0,5505.845,air,8.848,-2.592,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001845,pk_cb4d57f027b7,C I,1.0,5506.765,air,8.64,-3.942,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001846,pk_9addc4bc1f0c,C I,1.0,5508.129,air,8.848,-2.836,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001847,pk_ebc4017bcfe4,C I,1.0,5508.632,air,8.64,-5.78,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001848,pk_1f281a01f23f,C I,1.0,5509.474,air,8.848,-3.043,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001849,pk_6173d9f47b6a,C I,1.0,5510.217,air,8.64,-4.338,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001850,pk_696b12eb8b23,C I,1.0,5510.936,air,8.64,-3.543,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001851,pk_e9aa1e9e214e,C I,1.0,5511.102,air,8.851,-3.69,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001852,pk_396b9a1c6270,C I,1.0,5512.06,air,8.851,-3.185,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001853,pk_d07f8674e13f,C I,1.0,5512.625,air,8.851,-2.145,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001854,pk_9bb64e1fa5bc,C I,1.0,5513.051,air,8.851,-2.246,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001855,pk_3652188a12ee,C I,1.0,5514.349,air,8.851,-3.713,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001856,pk_f7492d15e9a7,C I,1.0,5515.697,air,8.851,-2.339,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001857,pk_54cc83e2cc11,C I,1.0,5516.662,air,8.643,-3.166,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001858,pk_70381b7ea26d,C I,1.0,5517.383,air,8.643,-3.412,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001859,pk_2a3f4bceba62,C I,1.0,5522.197,air,8.847,-3.19,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001860,pk_42695c89d9cf,C I,1.0,5523.28,air,8.64,-3.576,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001861,pk_37739aa1bd7b,C I,1.0,5523.543,air,8.847,-2.598,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001862,pk_2666bcacc81b,C I,1.0,5524.469,air,8.643,-2.875,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001863,pk_537193aaa99a,C I,1.0,5525.98,air,8.848,-2.799,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001864,pk_926ae4ac265b,C I,1.0,5526.837,air,8.647,-3.17,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001865,pk_92398ea04fe5,C I,1.0,5527.327,air,8.848,-4.709,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001866,pk_c624d5ab9922,C I,1.0,5528.332,air,8.64,-3.532,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001867,pk_d23b69ab6758,C I,1.0,5528.66,air,8.848,-2.323,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001868,pk_ae11a0385875,C I,1.0,5529.755,air,8.643,-3.444,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001869,pk_2f4ee07ed155,C I,1.0,5532.24,air,8.851,-3.409,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001870,pk_1944e7d2c243,C I,1.0,5533.569,air,8.643,-2.655,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001871,pk_09db91360672,C I,1.0,5533.591,air,8.851,-3.419,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001872,pk_ff61d5388afc,C I,1.0,5534.257,air,8.64,-3.552,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001873,pk_c2e28f50e712,C I,1.0,5534.271,air,8.851,-2.503,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001874,pk_007eb4bf9c3c,C I,1.0,5534.673,air,8.647,-3.58,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001875,pk_b992ef87aa8b,C I,1.0,5534.819,air,8.643,-3.915,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001876,pk_dd05276b6900,C I,1.0,5539.828,air,8.851,-3.795,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001877,pk_a603109a459a,C I,1.0,5539.905,air,8.64,-6.177,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001878,pk_8b56008298a8,C I,1.0,5540.755,air,8.643,-2.375,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001879,pk_cdbe623e395e,C I,1.0,5543.807,air,8.647,-2.23,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001880,pk_f45cfbc141dc,C I,1.0,5545.052,air,8.64,-2.376,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001881,pk_53190c51b116,C I,1.0,5546.42,air,8.643,-2.38,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001882,pk_8c37cacc14e6,C I,1.0,5547.265,air,8.64,-2.253,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001883,pk_49b8de0b9fb6,C I,1.0,5548.238,air,8.64,-1.976,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001884,pk_2d54cd4c911b,C I,1.0,5548.903,air,8.647,-1.572,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001885,pk_84656b4c1b35,C I,1.0,5551.022,air,8.647,-1.628,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001886,pk_46369ced148d,C I,1.0,5551.577,air,8.643,-1.899,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001887,pk_e1fc619c9a74,C I,1.0,5553.177,air,8.643,-1.812,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001888,pk_7b68fdda3a32,C I,1.0,5554.772,air,8.643,-3.937,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001889,pk_326b263e52dd,C I,1.0,5563.488,air,8.647,-3.53,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001890,pk_c4594433427d,C I,1.0,5565.089,air,8.647,-3.422,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001891,pk_9bf1d41607c8,C I,1.0,5571.26,air,8.64,-2.694,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001892,pk_6db02cf23db7,C I,1.0,5577.849,air,8.643,-3.123,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001893,pk_ff4594c05751,C I,1.0,5583.436,air,8.771,-3.04,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001894,pk_0e41d3bbce6d,C I,1.0,5584.372,air,8.771,-2.715,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001895,pk_cdf01823bdee,C I,1.0,5586.581,air,8.771,-3.802,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001896,pk_60e45b9cdf3e,C I,1.0,5587.265,air,8.771,-2.766,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001897,pk_c528a99c9caf,C I,1.0,5588.252,air,8.647,-4.204,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001898,pk_a773e7acd107,C I,1.0,5594.087,air,8.771,-3.189,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001899,pk_8db173d51009,C I,1.0,5597.301,air,8.771,-2.904,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001900,pk_44aabf8a48e7,C I,1.0,5603.728,air,8.771,-2.418,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001901,pk_c3a53f943f2c,C I,1.0,5610.888,air,8.847,-3.711,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001902,pk_e9749ac494b7,C I,1.0,5611.785,air,8.771,-4.087,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001903,pk_82889f7d2ef3,C I,1.0,5612.567,air,8.847,-3.702,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001904,pk_fb71761454dd,C I,1.0,5614.807,air,8.771,-2.641,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001905,pk_93dd57338afb,C I,1.0,5616.475,air,8.848,-3.997,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001906,pk_e170594841b8,C I,1.0,5616.478,air,8.771,-3.118,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001907,pk_f70fd1f5b572,C I,1.0,5617.208,air,8.771,-2.992,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001908,pk_667f8fd530bc,C I,1.0,5617.279,air,8.848,-2.688,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001909,pk_f2c37e134bbc,C I,1.0,5617.42,air,8.847,-3.056,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001910,pk_5a7119b4c456,C I,1.0,5621.335,air,8.8495,-2.9059,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001911,pk_65ad968d96db,C I,1.0,5622.942,air,8.851,-3.707,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001912,pk_50702c149d32,C I,1.0,5623.45,air,8.848,-3.273,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001913,pk_1d48366bd115,C I,1.0,5625.802,air,8.851,-2.35,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001914,pk_d5f2e7bd63d2,C I,1.0,5627.813,air,8.851,-3.724,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001915,pk_dc7885a022e7,C I,1.0,5629.506,air,8.851,-2.143,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001916,pk_94d4058ca685,C I,1.0,5629.934,air,8.851,-2.154,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001917,pk_321d1a808953,C I,1.0,5630.759,air,8.771,-3.659,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001918,pk_34605b5285e0,C I,1.0,5635.635,air,8.847,-3.398,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001919,pk_51f4c2658baf,C I,1.0,5637.675,air,8.847,-2.498,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001920,pk_554887b24324,C I,1.0,5639.575,air,8.848,-2.682,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001921,pk_224e44802464,C I,1.0,5641.618,air,8.848,-5.147,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001922,pk_b603dca289e2,C I,1.0,5642.825,air,8.848,-2.899,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001923,pk_010c7553a807,C I,1.0,5643.373,air,8.848,-2.407,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001924,pk_5e7ddb290dbb,C I,1.0,5646.096,air,8.851,-3.149,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001925,pk_6373eaf4e1cc,C I,1.0,5647.298,air,10.923,-4.022,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001926,pk_590d9933d20a,C I,1.0,5648.143,air,8.851,-3.111,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001927,pk_60cf606a7cf0,C I,1.0,5649.184,air,8.851,-2.574,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001928,pk_aec48304b238,C I,1.0,5649.902,air,8.851,-4.607,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001929,pk_50715e8b9c16,C I,1.0,5651.585,air,8.848,-5.626,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001930,pk_d0efc537009c,C I,1.0,5653.604,air,7.946,-4.46,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001931,pk_a29a493d3936,C I,1.0,5658.133,air,8.851,-3.924,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001932,pk_75d5e92cbb5e,C I,1.0,5658.757,air,8.537,-6.609,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001933,pk_8fd048e951f5,C I,1.0,5659.939,air,8.537,-3.751,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001934,pk_3787ca613328,C I,1.0,5667.737,air,10.931,-3.5,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001935,pk_f01c71edf7ff,C I,1.0,5668.94,air,8.537,-1.469,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth|linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001936,pk_11088e59e8fe,C I,1.0,5678.177,air,10.935,-3.119,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001937,pk_c2c5679563c6,C I,1.0,5680.087,air,10.935,-2.83,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001938,pk_ffe379563926,C I,1.0,5693.112,air,8.537,-2.311,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001939,pk_50551513ac1a,C I,1.0,5700.216,air,10.943,-4.734,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001940,pk_b900bb3151f5,C I,1.0,5701.935,air,8.537,-4.32,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_001941,pk_dd318d7877fc,C I,1.0,5708.375,air,8.537,-3.511,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
