canonical_line_id,physical_transition_id,species,ion,wavelength_air_A,medium,excitation_potential_eV,loggf,gf_sigma_dex,nist_grade,gf_tier,source_class,adopted_source,source_doi,source_set_membership,hfs_isotope_status,intake_status,notes
gf_002431,pk_76f9873e1588,C I,1.0,8430.855,air,9.331,-2.23,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002432,pk_ae43f4114a3c,C I,1.0,8437.115,air,9.33,-3.061,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002433,pk_56209ee3b968,C I,1.0,8438.035,air,9.331,-2.619,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002434,pk_8858c75db1c6,C I,1.0,8438.66,air,9.331,-3.109,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002435,pk_a4e458db0f96,C I,1.0,8455.497,air,9.33,-2.855,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002436,pk_2c5799eda961,C I,1.0,8510.485,air,9.331,-1.985,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002437,pk_acdf1185b968,C I,1.0,8536.295,air,9.33,-2.204,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002438,pk_0e8a7fe07d93,C I,1.0,8537.237,air,9.331,-2.968,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002439,pk_e2331a4cff66,C I,1.0,8544.015,air,9.331,-3.857,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002440,pk_9341e32cafe0,C I,1.0,8544.656,air,9.331,-2.689,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002441,pk_21db617e4088,C I,1.0,8566.429,air,9.631,-2.958,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002442,pk_416b6af0275d,C I,1.0,8574.8,air,9.33,-2.85,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002443,pk_83af587f9f2d,C I,1.0,8575.751,air,9.331,-4.847,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002444,pk_85c1586f2849,C I,1.0,8576.396,air,9.331,-2.921,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002445,pk_5b21cf896ab4,C I,1.0,8653.699,air,9.631,-3.492,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002446,pk_3e9fce6cc33b,C I,1.0,8689.195,air,9.003,-3.62,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002447,pk_c1c17315fe63,C I,1.0,8699.025,air,9.003,-8.244,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002448,pk_b3e703c1c9fd,C I,1.0,8727.139,air,1.264,-8.136,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,1993A&AS..,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002449,pk_d19270f1641e,C I,1.0,8752.6555,air,9.631,-1.4939,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002450,pk_0296dbe501c1,C I,1.0,8753.07,air,9.003,-1.744,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002451,pk_142c0a36a887,C I,1.0,8818.679,air,9.003,-2.202,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002452,pk_83b28fba3708,C I,1.0,8873.271,air,9.003,-1.139,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002453,pk_12b51dab9ec2,C I,1.0,8890.588,air,9.33,-1.503,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002454,pk_e6f0042b7c11,C I,1.0,8890.75,air,9.33,-1.75,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002455,pk_6643e781e1cf,C I,1.0,8891.611,air,9.331,-1.98,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002456,pk_f3157b920226,C I,1.0,8891.773,air,9.331,-2.924,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002457,pk_2823bfcd2d88,C I,1.0,8892.467,air,9.331,-1.626,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002458,pk_43d7f43bc565,C I,1.0,8895.844,air,9.003,-4.479,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002459,pk_6610e80ac743,C I,1.0,8899.32,air,9.631,-2.793,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002460,pk_cff3a4d98f0f,C I,1.0,8899.619,air,9.685,-3.97,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002461,pk_fbde515cc26b,C I,1.0,8903.207,air,9.33,-1.778,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002462,pk_51bebf808278,C I,1.0,8904.232,air,9.331,-2.25,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002463,pk_a04f4934c252,C I,1.0,8904.334,air,9.331,-1.125,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002464,pk_9271177ec41a,C I,1.0,8918.586,air,9.003,-2.425,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002465,pk_ccfeabde751a,C I,1.0,8930.81,air,9.631,-8.45,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002466,pk_fd2c8b8b45fa,C I,1.0,8958.694,air,9.331,-5.83,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002467,pk_68d161a58be0,C I,1.0,8959.635,air,9.33,-2.25,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002468,pk_bfd4dcb6cc5c,C I,1.0,8960.7365,air,9.331,-1.547,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002469,pk_aad5614bb82e,C I,1.0,8961.094,air,9.631,-7.654,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002470,pk_89c89f6d7154,C I,1.0,8965.315,air,9.696,-4.645,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002471,pk_92645fed98b7,C I,1.0,8965.724,air,9.003,-3.882,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002472,pk_4a732721e48c,C I,1.0,8972.835,air,9.003,-2.617,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002473,pk_5f5ca4ccc35a,C I,1.0,8976.873,air,9.003,-4.048,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002474,pk_00705760976e,C I,1.0,8978.552,air,9.698,-5.01,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002475,pk_5a521c9bc927,C I,1.0,8997.604,air,9.631,-4.512,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002476,pk_9c15b3c0cbfe,C I,1.0,9006.507,air,9.696,-5.266,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002477,pk_c4b11603f44e,C I,1.0,9016.195,air,9.707,-5.84,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002478,pk_62a101653fdb,C I,1.0,9016.976,air,9.631,-3.384,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002479,pk_b7a69f42c330,C I,1.0,9019.276,air,9.689,-5.589,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002480,pk_24261bacf74e,C I,1.0,9019.866,air,9.698,-4.197,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002481,pk_413afe896eda,C I,1.0,9047.97,air,9.702,-2.859,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002482,pk_93dd58bc5f11,C I,1.0,9054.412,air,9.713,-2.487,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002483,pk_572986980ca1,C I,1.0,9060.946,air,9.696,-3.367,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002484,pk_dfe25a1845a8,C I,1.0,9061.43,air,7.483,-0.347,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002485,pk_e9845109edbd,C I,1.0,9062.47,air,7.48,-0.455,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002486,pk_39102720b46d,C I,1.0,9078.28,air,7.483,-0.581,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002487,pk_c86730cb2c4c,C I,1.0,9080.325,air,9.713,-2.106,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002488,pk_4027b747298d,C I,1.0,9088.508,air,7.483,-0.43,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002489,pk_e00fe1ed0fdc,C I,1.0,9094.829,air,7.488,0.151,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002490,pk_66a01ac0871a,C I,1.0,9100.815,air,9.685,-2.742,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002491,pk_468adc413fa5,C I,1.0,9111.799,air,7.488,-0.297,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002492,pk_af6be778b80e,C I,1.0,9117.01,air,9.631,-2.1759,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002493,pk_e826b4f07ba4,C I,1.0,9122.858,air,9.631,-1.5772,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002494,pk_5c2182851906,C I,1.0,9126.456,air,9.631,-1.378,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002495,pk_8ee06de48333,C I,1.0,9126.8291,air,9.689,-2.0798,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002496,pk_973c1cc32321,C I,1.0,9139.171,air,9.707,-3.838,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002497,pk_6d66367a36c5,C I,1.0,9150.981,air,9.709,-7.437,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002498,pk_2284aa291b16,C I,1.0,9169.4782,air,9.696,-1.2125,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002499,pk_b9cfb80a6f9d,C I,1.0,9175.6,air,9.631,-1.573,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002500,pk_c734143d05bd,C I,1.0,9175.9732,air,9.631,-1.4069,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002501,pk_3fd47f944605,C I,1.0,9178.439,air,9.713,-3.026,,,KURUCZ,FALLBACK,K10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002502,pk_948924f6a27a,C I,1.0,9182.83,air,9.003,-1.755,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002503,pk_a7fc54673144,C I,1.0,9183.3243,air,9.698,-1.1769,,,KURUCZ,FALLBACK,K10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167215,pk_c5390673cb42,C I,1.0,9405.73,air,7.6848,0.286,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167259,pk_ae0fcdebcbae,C I,1.0,9603.03,air,7.4804,-0.896,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167261,pk_10272a6d5209,C I,1.0,9620.8,air,7.4828,-0.445,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167273,pk_716742958202,C I,1.0,9658.44,air,7.4878,-0.28,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167356,pk_e3b9bf09c04d,C I,1.0,10123.87,air,8.5371,-0.0309999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167434,pk_c9e0647a909d,C I,1.0,10683.08,air,7.4828,0.0789999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167435,pk_d6b52cce6216,C I,1.0,10685.34,air,7.4804,-0.272,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167437,pk_e134125040fd,C I,1.0,10691.25,air,7.4878,0.344,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167439,pk_de9a6270bdca,C I,1.0,10707.32,air,7.4828,-0.411,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167444,pk_9935389d58b3,C I,1.0,10729.53,air,7.4878,-0.42,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167449,pk_97645496a28e,C I,1.0,10753.98,air,7.4878,-1.606,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167536,pk_6f57ceb48135,C I,1.0,11330.28,air,8.5371,0.291,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167584,pk_cc93a92ffc29,C I,1.0,11619.29,air,8.6404,-0.574,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167587,pk_fac24c1cb258,C I,1.0,11628.83,air,8.643,-0.26,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167591,pk_775a16b6a808,C I,1.0,11658.85,air,8.7711,-0.278,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167592,pk_abd267a62651,C I,1.0,11659.68,air,8.6472,0.028,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167594,pk_419bc8c9e607,C I,1.0,11669.63,air,8.7711,-0.03,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167596,pk_71b18fb93151,C I,1.0,11674.14,air,8.6472,-0.795,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167602,pk_3061b99c61a9,C I,1.0,11748.22,air,8.6404,0.3749999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167603,pk_85fa1c6de8e4,C I,1.0,11753.32,air,8.6472,0.691,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167604,pk_b7d80b2a6966,C I,1.0,11754.76,air,8.643,0.542,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167608,pk_3a460bdab473,C I,1.0,11777.54,air,8.643,-0.52,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167611,pk_108a112ea22c,C I,1.0,11801.08,air,8.6472,-0.735,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167618,pk_d0c3928ac624,C I,1.0,11848.71,air,8.643,-0.697,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167619,pk_67e161d549f4,C I,1.0,11863.01,air,8.6404,-0.71,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167621,pk_fbe47bba7fa9,C I,1.0,11879.58,air,8.6404,-0.61,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167627,pk_1bb855cca90d,C I,1.0,11892.91,air,8.643,-0.2769999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167631,pk_953ca6ee625a,C I,1.0,11895.75,air,8.6472,-0.008,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167695,pk_3b419f34db43,C I,1.0,12549.49,air,8.8466,-0.565,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167697,pk_03df2fd86409,C I,1.0,12562.12,air,8.8481,-0.522,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167698,pk_ed17a8b60b7d,C I,1.0,12569.04,air,8.8481,-0.598,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167700,pk_cdb98a9ad532,C I,1.0,12581.59,air,8.8481,-0.536,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167702,pk_b8a29ed48671,C I,1.0,12601.49,air,8.8507,-0.443,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_167704,pk_699f27a4fc0a,C I,1.0,12614.1,air,8.8507,0.0489999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171256,pk_b04f35571b18,C I,1.0,13160.65,air,8.7711,-2.229,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171403,pk_f47d2fb28bf2,C I,1.0,13366.7,air,10.0557,-1.9,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171506,pk_cf39e3a1f483,C I,1.0,13502.27,air,8.7711,-0.043,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171549,pk_9b2971b7feaf,C I,1.0,13559.68,air,8.7711,-0.268,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171559,pk_2e6c58aa251d,C I,1.0,13571.5,air,8.8481,-2.606,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171565,pk_9110da45965d,C I,1.0,13581.34,air,8.7711,-0.738,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171667,pk_535ff99e2246,C I,1.0,13697.78,air,7.9458,-1.325,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171672,pk_4311cf43daa1,C I,1.0,13703.28,air,7.9461,-3.265,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171674,pk_b25fda933800,C I,1.0,13705.34,air,7.9463,-2.083,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171679,pk_ac2af367d833,C I,1.0,13708.4,air,10.0854,-1.838,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171692,pk_818e4fd9f44b,C I,1.0,13723.27,air,9.713,-1.299,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_171707,pk_7428026b6c18,C I,1.0,13741.85,air,7.9461,-2.074,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
