wavelength_air_A,flux
7.436295784906953486e+03,9.929751753807067871e-01
7.436304427736080470e+03,9.929717183113098145e-01
7.436312530406634323e+03,9.930510520935058594e-01
7.436320633094841469e+03,9.929743409156799316e-01
7.436329275981726823e+03,9.927148222923278809e-01
7.436337378706431082e+03,9.926337003707885742e-01
7.436346021632241900e+03,9.924748539924621582e-01
7.436354124393434176e+03,9.922932982444763184e-01
7.436362767358170458e+03,9.921365380287170410e-01
7.436370870155858938e+03,9.920948743820190430e-01
7.436378972971202529e+03,9.923582673072814941e-01
7.436387615993699910e+03,9.926929473876953125e-01
7.436395718845536976e+03,9.924886226654052734e-01
7.436404361906958002e+03,9.918296337127685547e-01
7.436412464795292180e+03,9.915099143981933594e-01
7.436421107895638670e+03,9.916560649871826172e-01
7.436429210820461776e+03,9.919018149375915527e-01
7.436437313762945450e+03,9.919333457946777344e-01
7.436445956921055767e+03,9.919121861457824707e-01
7.436454059900032007e+03,9.914565682411193848e-01
7.436462703097069607e+03,9.911208152770996094e-01
7.436470806112540231e+03,9.918281435966491699e-01
7.436479449348506023e+03,9.925476908683776855e-01
7.436487552400468303e+03,9.925221800804138184e-01
7.436495655470091151e+03,9.918832182884216309e-01
7.436504298763818952e+03,9.912599921226501465e-01
7.436512401869937094e+03,9.908061623573303223e-01
7.436521045202591267e+03,9.899963736534118652e-01
7.436529148345205613e+03,9.889429211616516113e-01
7.436537791716787979e+03,9.883469343185424805e-01
7.436545894895896708e+03,9.877275824546813965e-01
7.436553998092663278e+03,9.866167902946472168e-01
7.436562641522012200e+03,9.858567118644714355e-01
7.436570744755272244e+03,9.850217700004577637e-01
7.436579388223550268e+03,9.843322634696960449e-01
7.436587491493309244e+03,9.840787649154663086e-01
7.436596135000516369e+03,9.835357666015625000e-01
7.436604238306767911e+03,9.831060767173767090e-01
7.436612341630680930e+03,9.832211136817932129e-01
7.436620985195651883e+03,9.836215376853942871e-01
7.436629088556063834e+03,9.842334389686584473e-01
7.436637732159964798e+03,9.852339029312133789e-01
7.436645835556872044e+03,9.860821962356567383e-01
7.436654479199702109e+03,9.867098331451416016e-01
7.436662582633105558e+03,9.876322746276855469e-01
7.436670686084169574e+03,9.889585971832275391e-01
7.436679329784767106e+03,9.899473190307617188e-01
7.436687433272328235e+03,9.903987646102905273e-01
7.436696077011857597e+03,9.908396601676940918e-01
7.436704180535914929e+03,9.912915825843811035e-01
7.436712824314373393e+03,9.919304251670837402e-01
7.436720927874929657e+03,9.923459887504577637e-01
7.436729031453146490e+03,9.923322796821594238e-01
7.436737675289373328e+03,9.922801852226257324e-01
7.436745778904087274e+03,9.923018217086791992e-01
7.436754422779249580e+03,9.924567937850952148e-01
7.436762526430460639e+03,9.927592873573303223e-01
7.436771170344552957e+03,9.929156899452209473e-01
7.436779274032262038e+03,9.931538701057434082e-01
7.436787377737635325e+03,9.935490489006042480e-01
7.436796021709495108e+03,9.934052824974060059e-01
7.436804125451366417e+03,9.931069016456604004e-01
7.436812769462159849e+03,9.929046630859375000e-01
7.436820873240530091e+03,9.928272366523742676e-01
7.436829517290256263e+03,9.929970502853393555e-01
7.436837621105125436e+03,9.930635690689086914e-01
7.436845724937655177e+03,9.932250976562500000e-01
7.436854369045154272e+03,9.933146238327026367e-01
7.436862472914182945e+03,9.934971928596496582e-01
7.436871117060614779e+03,9.941448569297790527e-01
7.436879220966146022e+03,9.942196011543273926e-01
7.436887865151509686e+03,9.935321211814880371e-01
7.436895969093540771e+03,9.930894970893859863e-01
7.436904073053230604e+03,9.928632378578186035e-01
7.436912717296369010e+03,9.929136633872985840e-01
7.436920821292562323e+03,9.929695129394531250e-01
7.436929465574634378e+03,9.921985268592834473e-01
7.436937569607326623e+03,9.914898276329040527e-01
7.436946213928333236e+03,9.912846088409423828e-01
7.436954317997526232e+03,9.908432960510253906e-01
7.436962422084384343e+03,9.899914860725402832e-01
7.436971066463163879e+03,9.888035058975219727e-01
7.436979170586523651e+03,9.874192476272583008e-01
7.436987815004238655e+03,9.857987761497497559e-01
7.436995919164099178e+03,9.838486909866333008e-01
7.437004563620748741e+03,9.822832345962524414e-01
7.437012667817110923e+03,9.812762141227722168e-01
7.437020772031135493e+03,9.797230958938598633e-01
7.437029416545560707e+03,9.778450131416320801e-01
7.437037520796086028e+03,9.763244986534118652e-01
7.437046165349451257e+03,9.750460386276245117e-01
7.437054269636480967e+03,9.741950035095214844e-01
7.437062914228779846e+03,9.741399884223937988e-01
7.437071018552310306e+03,9.744535088539123535e-01
7.437079122893503154e+03,9.748440384864807129e-01
7.437087767543580412e+03,9.756446480751037598e-01
7.437095871921275830e+03,9.762981534004211426e-01
7.437104516610289465e+03,9.769669771194458008e-01
