wavelength_air_A,model_flux
7.436289999999999964e+03,1.000000000000000036e-10
7.436291999999999462e+03,9.971500220780762369e-01
7.436293999999998960e+03,9.971242694960992248e-01
7.436295999999998457e+03,9.970927768227888510e-01
7.436297999999997955e+03,9.970563439217406954e-01
7.436299999999997453e+03,9.970170626700397554e-01
7.436301999999996951e+03,9.969778329719559684e-01
7.436303999999996449e+03,9.969413916815871302e-01
7.436305999999995947e+03,9.969096136659457708e-01
7.436307999999995445e+03,9.968834762172450459e-01
7.436309999999994943e+03,9.968633904683238400e-01
7.436311999999994441e+03,9.968495018336005487e-01
7.436313999999993939e+03,9.968418396024991690e-01
7.436315999999993437e+03,9.968403699186757505e-01
7.436317999999992935e+03,9.968450055738649063e-01
7.436319999999992433e+03,9.968556113412323505e-01
7.436321999999991931e+03,9.968720070069394534e-01
7.436323999999991429e+03,9.968939714294874355e-01
7.436325999999990927e+03,9.969212459321998843e-01
7.436327999999990425e+03,9.969535368579647283e-01
7.436329999999989923e+03,9.969905187748371311e-01
7.436331999999989421e+03,9.970318392659817119e-01
7.436333999999988919e+03,9.970771244561760227e-01
7.436335999999988417e+03,9.971259840018742437e-01
7.436337999999987915e+03,9.971780153847741301e-01
7.436339999999987413e+03,9.972328081589949544e-01
7.436341999999986911e+03,9.972899484065084197e-01
7.436343999999986409e+03,9.973490230465072992e-01
7.436345999999985906e+03,9.974096237532144027e-01
7.436347999999985404e+03,9.974713505635179889e-01
7.436349999999984902e+03,9.975338152516503021e-01
7.436351999999984400e+03,9.975966443349503221e-01
7.436353999999983898e+03,9.976594815208571498e-01
7.436355999999983396e+03,9.977219895755257140e-01
7.436357999999982894e+03,9.977838517176378375e-01
7.436359999999982392e+03,9.978447726959104314e-01
7.436361999999981890e+03,9.979044796395847294e-01
7.436363999999981388e+03,9.979627225617334618e-01
7.436365999999980886e+03,9.980192743361175900e-01
7.436367999999980384e+03,9.980739301693503096e-01
7.436369999999979882e+03,9.981265068062298296e-01
7.436371999999979380e+03,9.981768415942872119e-01
7.436373999999978878e+03,9.982247912909353316e-01
7.436375999999978376e+03,9.982702306376809442e-01
7.436377999999977874e+03,9.983130509913370476e-01
7.436379999999977372e+03,9.983531591014362938e-01
7.436381999999976870e+03,9.983904756305256312e-01
7.436383999999976368e+03,9.984249330981354031e-01
7.436385999999975866e+03,9.984564737204187912e-01
7.436387999999975364e+03,9.984850479363632791e-01
7.436389999999974862e+03,9.985106136027458446e-01
7.436391999999974360e+03,9.985331349771533471e-01
7.436393999999973857e+03,9.985525809672936015e-01
7.436395999999973355e+03,9.985689232097022527e-01
7.436397999999972853e+03,9.985821347707121154e-01
7.436399999999972351e+03,9.985921894433642532e-01
7.436401999999971849e+03,9.985990610874696527e-01
7.436403999999971347e+03,9.986027228309212189e-01
7.436405999999970845e+03,9.986031463692387478e-01
7.436407999999970343e+03,9.986003013671390649e-01
7.436409999999969841e+03,9.985941547191021783e-01
7.436411999999969339e+03,9.985846698458233917e-01
7.436413999999968837e+03,9.985718065852919878e-01
7.436415999999968335e+03,9.985555216815565904e-01
7.436417999999967833e+03,9.985357690160839850e-01
7.436419999999967331e+03,9.985124989944273999e-01
7.436421999999966829e+03,9.984856577196506988e-01
7.436423999999966327e+03,9.984551869787495759e-01
7.436425999999965825e+03,9.984210250228147121e-01
7.436427999999965323e+03,9.983831071751050334e-01
7.436429999999964821e+03,9.983413657493577231e-01
7.436431999999964319e+03,9.982957297788911388e-01
7.436433999999963817e+03,9.982461251247529699e-01
7.436435999999963315e+03,9.981924748255479596e-01
7.436437999999962813e+03,9.981346993989547167e-01
7.436439999999962311e+03,9.980727172621411958e-01
7.436441999999961808e+03,9.980064454176134081e-01
7.436443999999961306e+03,9.979357999071509777e-01
7.436445999999960804e+03,9.978606955600018980e-01
7.436447999999960302e+03,9.977810456582106857e-01
7.436449999999959800e+03,9.976967626570493186e-01
7.436451999999959298e+03,9.976077598845860539e-01
7.436453999999958796e+03,9.975139527443879217e-01
7.436455999999958294e+03,9.974152585187461284e-01
7.436457999999957792e+03,9.973115957335123571e-01
7.436459999999957290e+03,9.972028845096597705e-01
7.436461999999956788e+03,9.970890478850689131e-01
7.436463999999956286e+03,9.969700130291040407e-01
7.436465999999955784e+03,9.968457118900522218e-01
7.436467999999955282e+03,9.967160817515334781e-01
7.436469999999954780e+03,9.965810659478808731e-01
7.436471999999954278e+03,9.964406144152323508e-01
7.436473999999953776e+03,9.962946841700981437e-01
7.436475999999953274e+03,9.961432404327661416e-01
7.436477999999952772e+03,9.959862584821019826e-01
7.436479999999952270e+03,9.958237250855487277e-01
7.436481999999951768e+03,9.956556386393072833e-01
7.436483999999951266e+03,9.954820089377989234e-01
7.436485999999950764e+03,9.953028581489772320e-01
7.436487999999950262e+03,9.951182229958286385e-01
7.436489999999949760e+03,9.949281565665444305e-01
7.436491999999949257e+03,9.947327288257995503e-01
7.436493999999948755e+03,9.945320266623040029e-01
7.436495999999948253e+03,9.943261545933145262e-01
7.436497999999947751e+03,9.941152360369867047e-01
7.436499999999947249e+03,9.938994144349012627e-01
7.436501999999946747e+03,9.936788541107501871e-01
7.436503999999946245e+03,9.934537411906252391e-01
7.436505999999945743e+03,9.932242843923753117e-01
7.436507999999945241e+03,9.929907152342326571e-01
7.436509999999944739e+03,9.927532879609235472e-01
7.436511999999944237e+03,9.925122800411397828e-01
7.436513999999943735e+03,9.922679933354480175e-01
7.436515999999943233e+03,9.920207548979544931e-01
7.436517999999942731e+03,9.917709166351239558e-01
7.436519999999942229e+03,9.915188543444185543e-01
7.436521999999941727e+03,9.912649671248765504e-01
7.436523999999941225e+03,9.910096773469072584e-01
7.436525999999940723e+03,9.907534305324990909e-01
7.436527999999940221e+03,9.904966946593637411e-01
7.436529999999939719e+03,9.902399590489393555e-01
7.436531999999939217e+03,9.899837332140285495e-01
7.436533999999938715e+03,9.897285457883251425e-01
