species,element,ion,wavelength_air_A,excitation_potential_eV,log_gf,hfs_n_components,reference_code,gf_tier
Fe I,Fe,1,18611.1856,6.4534,-2.056,1,K14,KURUCZ
Ni I,Ni,1,18612.5057,6.1159,-1.832,1,K08,KURUCZ
Cr I,Cr,1,18612.7587,6.0333,-0.157,1,K16,KURUCZ
Fe I,Fe,1,18613.4033,6.0887,-3.056,1,K14,KURUCZ
Fe I,Fe,1,18613.4102,6.7952,-2.238,1,K14,KURUCZ
Si I,Si,1,18614.1068,7.1395,-2.535,1,K07,KURUCZ
Si I,Si,1,18615.6111,7.1038,-2.76,1,K07,KURUCZ
Fe I,Fe,1,18617.2335,6.4106,-2.813,1,K14,KURUCZ
Fe I,Fe,1,18617.8437,6.4555,-2.076,1,K14,KURUCZ
Fe I,Fe,1,18618.4955,6.7827,-2.264,1,K14,KURUCZ
Fe I,Fe,1,18621.9497,6.361,-2.758,1,K14,KURUCZ
Fe I,Fe,1,18622.0954,6.7395,-2.298,1,K14,KURUCZ
Fe II,Fe,2,18622.196,10.6229,-0.298,1,K13,KURUCZ
Mg II,Mg,2,18622.751,12.8579,1.4783572032486523,2,KP,OTHER
Fe I,Fe,1,18623.5594,6.7116,-2.149,1,K14,KURUCZ
Fe I,Fe,1,18624.1873,6.3416,-2.29,1,K14,KURUCZ
K I,K,1,18624.787,3.3968,-0.42999999999999994,1,WSM,OTHER
Fe I,Fe,1,18626.075,5.7867,-3.009,1,K14,KURUCZ
K I,K,1,18628.501,3.3969,-0.562,1,K12,KURUCZ
Fe I,Fe,1,18629.6812,5.1124,-3.425,1,K14,KURUCZ
Fe I,Fe,1,18632.9208,6.7699,-2.032,1,K14,KURUCZ
Cr I,Cr,1,18636.6409,4.4161,-1.358,1,K16,KURUCZ
Fe I,Fe,1,18640.1992,6.3939,-2.525,1,K14,KURUCZ
Fe I,Fe,1,18641.9093,6.347,-2.85,1,K14,KURUCZ
Ti I,Ti,1,18643.9883,4.1057,-1.302,1,K16,KURUCZ
Fe I,Fe,1,18644.416,6.6957,-2.412,1,K14,KURUCZ
Ti I,Ti,1,18648.906,5.2885,-0.362,1,K16,KURUCZ
Ti I,Ti,1,18649.3269,4.9149,-0.326,1,K16,KURUCZ
V I,V,1,18653.154523615118,4.6156,-0.029887850748391547,18,K09,KURUCZ
Si I,Si,1,18653.9759,7.0693,-0.444,1,K07,KURUCZ
Cr I,Cr,1,18658.0283,4.5745,0.529,1,K16,KURUCZ
Mn I,Mn,1,18658.2616,6.9873,-0.329,1,K07,KURUCZ
S I,S,1,18659.178,9.4168,-0.72,1,KP,OTHER
Fe I,Fe,1,18659.2959,6.6638,-2.385,1,K14,KURUCZ
S I,S,1,18659.9088,9.4168,-0.581,1,K04,KURUCZ
S I,S,1,18660.571,9.4169,-0.49850305797476985,2,KP,OTHER
Cr I,Cr,1,18660.8319,4.4105,-1.059,1,K16,KURUCZ
S I,S,1,18661.3021,9.4169,-0.359837478077141,2,K04,KURUCZ
Ti I,Ti,1,18662.8454,5.143,0.121,1,K16,KURUCZ
Ti I,Ti,1,18664.152,5.1291,0.09300000000000001,1,K16,KURUCZ
Fe I,Fe,1,18664.5492,7.1326,-1.596,1,K14,KURUCZ
Ni I,Ni,1,18666.5252,6.0694,-1.371,1,K08,KURUCZ
Fe I,Fe,1,18667.2467,5.8151,-2.719,1,K14,KURUCZ
Fe I,Fe,1,18667.6684,6.3327,-2.885,1,K14,KURUCZ
S I,S,1,18675.142,9.4174,-0.35373195883428343,2,KP,OTHER
Si I,Si,1,18675.4798,7.1395,-1.224,1,K07,KURUCZ
S I,S,1,18675.8741,9.4174,-0.21305107810814117,2,K04,KURUCZ
Fe I,Fe,1,18676.1043,6.427,-2.656,1,K14,KURUCZ
Fe I,Fe,1,18676.8719,6.3739,-2.388,1,K14,KURUCZ
Fe I,Fe,1,18677.6466,6.6155,-1.994,1,K14,KURUCZ
Si I,Si,1,18679.1437,7.1395,-2.809,1,K07,KURUCZ
Fe I,Fe,1,18679.3042,6.7034,-2.042,1,K14,KURUCZ
Fe I,Fe,1,18679.8312,6.7422,-2.284,1,K14,KURUCZ
Cr I,Cr,1,18681.9711,6.816,-0.08199999999999999,1,K16,KURUCZ
Fe I,Fe,1,18682.3027,6.691,-2.547,1,K14,KURUCZ
Ti I,Ti,1,18682.8159,5.4414,-0.191,1,K16,KURUCZ
Fe I,Fe,1,18684.0415,7.0704,-2.217,1,K14,KURUCZ
Ca II,Ca,2,18684.251,10.3576,0.6768058644787985,2,K10,KURUCZ
Ni I,Ni,1,18686.067,6.3047,-0.866,1,K08,KURUCZ
V I,V,1,18686.8354491629,4.6156,0.23110212616749318,16,K09,KURUCZ
Fe I,Fe,1,18688.8511,6.347,-2.727,1,K14,KURUCZ
Fe I,Fe,1,18691.8142,5.9279,-2.74,1,K14,KURUCZ
Fe I,Fe,1,18692.4678,6.4555,-2.678,1,K14,KURUCZ
Fe I,Fe,1,18694.551,6.4696,-2.179,1,K14,KURUCZ
Ti I,Ti,1,18694.8412,5.4283,0.583,1,K16,KURUCZ
Fe I,Fe,1,18695.8306,6.731,-2.554,1,K14,KURUCZ
Fe I,Fe,1,18695.89,6.411,-2.52,1,K14,KURUCZ
Fe I,Fe,1,18696.5194,5.7867,-2.98,1,K14,KURUCZ
Ti I,Ti,1,18698.1139,5.418,0.323,1,K16,KURUCZ
Fe I,Fe,1,18698.8799,6.4403,-2.457,1,K14,KURUCZ
Fe I,Fe,1,18699.1072,6.6628,-2.134,1,K14,KURUCZ
Mn I,Mn,1,18700.7197,5.8753,-0.827,1,K07,KURUCZ
Si I,Si,1,18703.893,7.1252,-3.135,1,K07,KURUCZ
Fe I,Fe,1,18704.3899,6.092,-2.536,1,K14,KURUCZ
Ni I,Ni,1,18706.1959,6.2658,-1.431,1,K08,KURUCZ
Fe I,Fe,1,18707.0604,5.7542,-3.14,1,K14,KURUCZ
Mn I,Mn,1,18710.1764,5.8753,-0.056999999999999995,1,K07,KURUCZ
Mg I,Mg,1,18710.555,6.5879,-2.75,1,KP,OTHER
Mg I,Mg,1,18713.147,6.5879,-2.27,1,KP,OTHER
Cr I,Cr,1,18713.9415,4.5745,0.382,1,K16,KURUCZ
Fe I,Fe,1,18714.022,6.6638,-2.059,1,K14,KURUCZ
S I,S,1,18714.7752,8.9977,-2.147,1,K04,KURUCZ
Fe I,Fe,1,18717.1824,6.8346,-1.66,1,K14,KURUCZ
Fe I,Fe,1,18718.5947,6.771,-2.415,1,K14,KURUCZ
Na I,Na,1,18720.579989653444,4.1164,-1.739893844955223,6,VALD3,VALD3
Si I,Si,1,18722.8716,6.0986,0.172,1,K07,KURUCZ
Na I,Na,1,18723.210006297082,4.1164,-2.0478518963483987,4,VALD3,VALD3
Ca II,Ca,2,18724.144500000002,10.3593,0.6760620028874977,2,K10,KURUCZ
Ni I,Ni,1,18724.425,6.1159,-0.264,1,K08,KURUCZ
Mn I,Mn,1,18724.6004,5.8753,0.48899999999999993,1,K07,KURUCZ
Fe I,Fe,1,18727.196,6.6844,-2.289,1,K14,KURUCZ
Ti I,Ti,1,18728.6238,5.4431,-0.20100000000000004,1,K16,KURUCZ
Ni I,Ni,1,18730.1888,6.3047,-0.281,1,K08,KURUCZ
V I,V,1,18731.58205446881,4.607100000000001,-0.05094560985837814,10,K09,KURUCZ
Mg II,Mg,2,18733.092,13.5232,0.42,1,KP,OTHER
Ni I,Ni,1,18734.3165,6.0949,-2.168,1,K08,KURUCZ
Fe I,Fe,1,18735.0678,6.62,-2.487,1,K14,KURUCZ
Si I,Si,1,18735.3276,7.0917,-0.21100000000000002,1,K07,KURUCZ
Fe I,Fe,1,18737.877,7.0612,-1.921,1,K14,KURUCZ
Ni I,Ni,1,18738.5865,6.1089,-1.252,1,K08,KURUCZ
Si I,Si,1,18740.3568,7.1252,-1.771,1,K07,KURUCZ
Fe I,Fe,1,18745.452,6.7271,-2.012,1,K14,KURUCZ
Si I,Si,1,18748.0429,7.0693,-1.708,1,K07,KURUCZ
Si I,Si,1,18748.0991,7.166,-1.797,1,K07,KURUCZ
H I,H,1,18750.696412319845,12.0875,0.274871088435453,2,VALD3,VALD3
H I,H,1,18750.87256727963,12.0875,-0.4109902503474335,2,VALD3,VALD3
H I,H,1,18751.063719686408,12.0875,1.1106074032647155,9,VALD3,VALD3
Co I,Co,1,18754.295485756124,6.553399999999999,0.07158689021732334,20,K08,KURUCZ
Co I,Co,1,18754.9037,6.5534,-2.91,1,K08,KURUCZ
Fe I,Fe,1,18756.7874,6.7799,-2.118,1,K14,KURUCZ
Ti I,Ti,1,18756.914,3.7087,-1.416,1,K16,KURUCZ
Fe I,Fe,1,18756.9422,5.9809,-3.218,1,K14,KURUCZ
Ti I,Ti,1,18757.5722,5.3028,-0.265,1,K16,KURUCZ
Fe I,Fe,1,18758.2268,5.7542,-2.994,1,K14,KURUCZ
Fe I,Fe,1,18758.6175,5.6142,-3.495,1,K14,KURUCZ
Fe I,Fe,1,18759.0997,6.0663,-2.527,1,K14,KURUCZ
Fe I,Fe,1,18759.4869,6.3803,-2.442,1,K14,KURUCZ
Ti I,Ti,1,18761.1556,5.4603,-0.18300000000000002,1,K16,KURUCZ
Fe I,Fe,1,18764.7757,6.6641,-2.243,1,K14,KURUCZ
Fe I,Fe,1,18768.8904,6.7453,-1.967,1,K14,KURUCZ
Fe I,Fe,1,18771.2974,5.8134,-2.949,1,K14,KURUCZ
Ti I,Ti,1,18772.9612,4.4798,-0.923,1,K16,KURUCZ
Ni I,Ni,1,18776.9666,6.0964,-1.292,1,K08,KURUCZ
Fe I,Fe,1,18782.1559,5.7934,-3.389,1,K14,KURUCZ
Fe I,Fe,1,18783.2922,6.6805,-2.521,1,K14,KURUCZ
Ca I,Ca,1,18786.6454,5.3213,-2.007,1,K07,KURUCZ
Fe I,Fe,1,18786.8819,6.6193,-1.833,1,K14,KURUCZ
Fe I,Fe,1,18789.569,6.6665,-1.923,1,K14,KURUCZ
Fe I,Fe,1,18789.7597,5.9307,-2.544,1,K14,KURUCZ
Fe I,Fe,1,18792.1226,6.6439,-2.176,1,K14,KURUCZ
Ti I,Ti,1,18797.9988,5.4617,0.332,1,K16,KURUCZ
Fe I,Fe,1,18803.3694,6.3803,-2.386,1,K14,KURUCZ
Ti I,Ti,1,18806.6661,5.4617,-0.15999999999999998,1,K16,KURUCZ
Fe I,Fe,1,18809.3128,6.6805,-2.264,1,K14,KURUCZ
Fe I,Fe,1,18809.7234,6.7546,-2.053,1,K14,KURUCZ
Fe I,Fe,1,18813.0683,5.9333,-3.098,1,K14,KURUCZ
Fe I,Fe,1,18816.9351,6.7609,-2.526,1,K14,KURUCZ
Fe I,Fe,1,18818.2775,6.1053,-2.375,1,K14,KURUCZ
Fe I,Fe,1,18818.3448,5.8151,-2.773,1,K14,KURUCZ
Ca II,Ca,2,18819.5953,9.0164,0.781,1,K10,KURUCZ
Cr I,Cr,1,18820.8956,4.4161,-0.947,1,K16,KURUCZ
Ti I,Ti,1,18820.9133,4.9328,0.01500000000000003,1,K16,KURUCZ
Ni I,Ni,1,18823.199,6.0969,-0.717,1,K08,KURUCZ
Fe I,Fe,1,18826.7048,2.7586,-6.016,1,K14,KURUCZ
S I,S,1,18827.9954,9.9336,-0.865,1,K04,KURUCZ
Ti I,Ti,1,18829.3394,5.4617,0.596,1,K16,KURUCZ
Na I,Na,1,18832.749012340177,4.3445,-1.6398938449552232,6,KP,OTHER
Cr I,Cr,1,18832.9716,6.0535,-0.19299999999999998,1,K16,KURUCZ
Ti I,Ti,1,18835.3028,4.9007,0.068,1,K16,KURUCZ
Fe I,Fe,1,18836.8324,6.7395,-2.251,1,K14,KURUCZ
Si I,Si,1,18838.7776,7.1252,-1.845,1,K07,KURUCZ
Ni I,Ni,1,18838.8095,6.4717,-1.284,1,K08,KURUCZ
S I,S,1,18840.9468,9.9341,-1.313,1,K04,KURUCZ
Fe I,Fe,1,18841.0995,6.1445,-2.694,1,K14,KURUCZ
Na I,Na,1,18841.51601873883,4.344800000000001,-1.343815789225441,18,KP,OTHER
Fe I,Fe,1,18843.1557,5.6925,-3.196,1,K14,KURUCZ
C I,C,1,18844.5,9.7614,0.045999999999999965,1,KOH,OTHER
Fe I,Fe,1,18845.5995,5.7956,-2.98,1,K14,KURUCZ
Fe I,Fe,1,18846.3136,6.7417,-2.518,1,K14,KURUCZ
Fe I,Fe,1,18847.6638,6.3803,-2.533,1,K14,KURUCZ
Ca II,Ca,2,18850.4678,9.0175,0.9561907274818685,2,K10,KURUCZ
Ni I,Ni,1,18853.9872,5.5142,-2.192,1,K08,KURUCZ
Fe I,Fe,1,18857.2342,6.9956,-1.508,1,K14,KURUCZ
Fe I,Fe,1,18858.3333,6.3939,-2.137,1,K14,KURUCZ
Fe I,Fe,1,18859.5215,6.6805,-2.329,1,K14,KURUCZ
Si I,Si,1,18865.3083,7.166,-3.15,1,K07,KURUCZ
Fe I,Fe,1,18866.2517,7.0433,-1.828,1,K14,KURUCZ
Ni I,Ni,1,18866.4333,6.2927,-1.41,1,K08,KURUCZ
Fe I,Fe,1,18868.7835,6.7288,-2.186,1,K14,KURUCZ
Ni I,Ni,1,18869.567,5.6312,-2.182,1,K08,KURUCZ
Cr I,Cr,1,18869.7913,3.0111,-3.018,1,K16,KURUCZ
Fe I,Fe,1,18870.8599,6.3503,-2.862,1,K14,KURUCZ
Si I,Si,1,18871.925,7.1133,-1.943,1,K07,KURUCZ
Si I,Si,1,18873.9309,7.1133,-0.693,1,K07,KURUCZ
Fe I,Fe,1,18876.9352,6.6468,-1.899,1,K14,KURUCZ
Fe I,Fe,1,18877.8798,6.675,-1.979,1,K14,KURUCZ
Fe I,Fe,1,18878.607,6.7246,-2.408,1,K14,KURUCZ
Si I,Si,1,18878.710399999996,7.1133,-2.729,1,K07,KURUCZ
Fe I,Fe,1,18880.4646,6.3804,-2.39,1,K14,KURUCZ
P I,P,1,18881.221,9.0366,-0.5,1,GUES,OTHER
Fe I,Fe,1,18883.8455,6.7106,-2.09,1,K14,KURUCZ
Fe I,Fe,1,18886.2035,6.7034,-1.705,1,K14,KURUCZ
Ca II,Ca,2,18886.435399999995,9.6912,-0.766369511791886,2,K10,KURUCZ
Ni I,Ni,1,18888.2517,6.1141,-2.162,1,K08,KURUCZ
Fe I,Fe,1,18889.1653,5.7934,-3.281,1,K14,KURUCZ
Fe I,Fe,1,18889.226,6.7422,-1.816,1,K14,KURUCZ
Ti I,Ti,1,18894.8381,5.4359,-0.008000000000000018,1,K16,KURUCZ
Fe I,Fe,1,18895.1345,7.0942,-1.638,1,K14,KURUCZ
Fe I,Fe,1,18896.6024,6.7034,-2.063,1,K14,KURUCZ
Mg I,Mg,1,18897.617,5.932,-0.46,1,KP,OTHER
Cr I,Cr,1,18899.7497,4.4189,-1.285,1,K16,KURUCZ
Cr I,Cr,1,18905.8043,4.4161,-2.432,1,K16,KURUCZ
Si I,Si,1,18906.573,7.3194,-2.945,1,K07,KURUCZ
Ca I,Ca,1,18907.3954,5.2716,-2.056,1,K07,KURUCZ
Fe I,Fe,1,18908.1714,6.6119,-2.159,1,K14,KURUCZ
Fe I,Fe,1,18909.5376,6.3025,-2.143,1,K14,KURUCZ
Si I,Si,1,18914.4354,6.0787,-0.431,1,K07,KURUCZ
Si I,Si,1,18916.2713,5.9639,-2.003,1,K07,KURUCZ
Co I,Co,1,18916.4992,3.4092,-4.272,1,K08,KURUCZ
Co I,Co,1,18916.7315,3.4092,-3.573,1,K08,KURUCZ
Co I,Co,1,18917.0486,3.4092,-4.091,1,K08,KURUCZ
Co I,Co,1,18917.2493,3.4092,-3.865,1,K08,KURUCZ
Cr I,Cr,1,18917.2807,3.0128,-2.624,1,K16,KURUCZ
Co I,Co,1,18917.49826912464,3.4092,-3.8521605138921036,2,K08,KURUCZ
Co I,Co,1,18917.6737,3.4092,-4.271,1,K08,KURUCZ
Co I,Co,1,18917.878003798618,3.4092,-3.806156640316475,2,K08,KURUCZ
Co I,Co,1,18918.0086,3.4092,-4.988,1,K08,KURUCZ
Co I,Co,1,18918.17328897931,3.4092,-3.868967512389697,3,K08,KURUCZ
Co I,Co,1,18918.42968280303,3.4092,-3.826464397482748,3,K08,KURUCZ
Fe I,Fe,1,18918.7449,6.3981,-2.323,1,K14,KURUCZ
V I,V,1,18919.425128109535,4.6421,0.5999582932028862,22,K09,KURUCZ
V I,V,1,18919.960110823646,4.6071,-0.48892935781178626,3,K09,KURUCZ
V I,V,1,18920.282166042834,4.6071,-0.38001761157012826,3,K09,KURUCZ
Mg I,Mg,1,18921.753,5.9328,-0.93,1,KP,OTHER
Fe I,Fe,1,18924.7651,6.7453,-2.079,1,K14,KURUCZ
Ca I,Ca,1,18925.4959,4.7353,-0.06300000000000003,1,K07,KURUCZ
C I,C,1,18926.6,9.7614,0.138,1,VALD3,VALD3
Cr I,Cr,1,18926.8252,6.8451,-0.246,1,K16,KURUCZ
Ti I,Ti,1,18927.205,4.9149,0.08099999999999997,1,K16,KURUCZ
S I,S,1,18929.255,8.0457,0.56,1,BQZ,OTHER
Fe I,Fe,1,18930.9432,6.7271,-1.797,1,K14,KURUCZ
Cr I,Cr,1,18931.8287,3.0133,-2.726,1,K16,KURUCZ
Ni I,Ni,1,18932.7932,6.4809,-1.131,1,K08,KURUCZ
Fe I,Fe,1,18934.188,6.7952,-2.355,1,K14,KURUCZ
Ca I,Ca,1,18935.6261,5.2726,-1.834,1,K07,KURUCZ
Mn I,Mn,1,18935.88091159665,5.199,-2.8558739219539846,2,K07,KURUCZ
Mn I,Mn,1,18936.20118746681,5.199,-2.9289249335883945,3,K07,KURUCZ
Mn I,Mn,1,18936.464496112916,5.199,-3.016171693308322,3,K07,KURUCZ
Mn I,Mn,1,18936.672865226905,5.199,-3.1251656189858794,3,K07,KURUCZ
Mn I,Mn,1,18936.86632403181,5.199,-3.0672045276920104,5,K07,KURUCZ
Fe I,Fe,1,18938.6142,5.6925,-3.594,1,K14,KURUCZ
Fe I,Fe,1,18942.2313,6.61,-2.642,1,K14,KURUCZ
Al I,Al,1,18942.346,5.2363,-1.743,1,K75,KURUCZ
Fe I,Fe,1,18942.7122,6.7799,-2.214,1,K14,KURUCZ
S I,S,1,18944.159,8.0452,0.28,1,BQZ,OTHER
S I,S,1,18949.678,8.0452,-0.19,1,BQZ,OTHER
Fe I,Fe,1,18950.2778,6.7453,-2.085,1,K14,KURUCZ
Ti I,Ti,1,18951.6034,4.8729,-0.548,1,K16,KURUCZ
Mg I,Mg,1,18955.2,6.77905,-0.33467461247475666,2,VALD3,VALD3
Mg I,Mg,1,18955.4,6.7791,-1.873,1,VALD3,VALD3
Ni I,Ni,1,18955.5058,6.1165,-0.982,1,K08,KURUCZ
Al I,Al,1,18956.926,5.2368,-1.588,1,K75,KURUCZ
Ni I,Ni,1,18956.9399,6.2868,-0.682,1,K08,KURUCZ
S I,S,1,18957.156,8.0457,-0.19,1,BQZ,OTHER
S I,S,1,18958.382,8.0455,-0.07000000000000002,1,BQZ,OTHER
Ni I,Ni,1,18960.1756,6.1089,-2.099,1,K08,KURUCZ
Si I,Si,1,18960.938,7.2297,-2.945,1,K07,KURUCZ
Ti I,Ti,1,18961.9414,4.4715,-0.994,1,K16,KURUCZ
S I,S,1,18962.683,8.0457,-1.37,1,BQZ,OTHER
Si I,Si,1,18965.3227,7.1343,-2.69,1,K07,KURUCZ
Ca I,Ca,1,18970.1486,4.7386,0.10800000000000004,1,K07,KURUCZ
Ca I,Ca,1,18970.253,5.1675,-0.903,1,K07,KURUCZ
Fe I,Fe,1,18970.2674,5.6826,-3.07,1,K14,KURUCZ
Ca I,Ca,1,18970.379,5.3213,-1.733,1,K07,KURUCZ
Mn I,Mn,1,18972.0422,5.8851,-0.399,1,K07,KURUCZ
C I,C,1,18972.5,10.3524,-2.049,1,VALD3,VALD3
Mn I,Mn,1,18975.4272,5.8851,-0.258,1,K07,KURUCZ
Ti I,Ti,1,18977.0985,5.4518,0.165,1,K16,KURUCZ
Fe I,Fe,1,18977.6172,6.4405,-2.007,1,K14,KURUCZ
Ti I,Ti,1,18978.5215,5.4515,-0.06400000000000003,1,K16,KURUCZ
Ti I,Ti,1,18978.8854,5.4518,0.12700000000000003,1,K16,KURUCZ
Mn I,Mn,1,18981.5592,5.8851,-0.428,1,K07,KURUCZ
Fe I,Fe,1,18983.8876,6.7246,-1.767,1,K14,KURUCZ
Ti I,Ti,1,18985.1566,5.4515,-0.07099999999999997,1,K16,KURUCZ
Fe I,Fe,1,18985.6542,2.5881,-6.211,1,K14,KURUCZ
Ni I,Ni,1,18987.637399999996,6.2832,-1.261,1,K08,KURUCZ
Fe I,Fe,1,18988.0414,6.7271,-2.27,1,K14,KURUCZ
V I,V,1,18988.63644277806,4.627399999999999,0.4102463875151188,21,K09,KURUCZ
C I,C,1,18989.7,10.0557,-1.008,1,VALD3,VALD3
Fe I,Fe,1,18991.3851,5.989,-3.052,1,K14,KURUCZ
Fe I,Fe,1,18991.699,6.3739,-2.454,1,K14,KURUCZ
Fe I,Fe,1,18994.5207,6.6119,-2.279,1,K14,KURUCZ
V I,V,1,18999.1198,1.9553,-5.247,1,K09,KURUCZ
V I,V,1,18999.2613,1.9553,-4.849,1,K09,KURUCZ
V I,V,1,18999.3914,1.9553,-4.645,1,K09,KURUCZ
V I,V,1,18999.973285599335,1.9553055555555556,-2.2683682198040325,18,K09,KURUCZ
Fe I,Fe,1,19003.0235,6.6531,-1.868,1,K14,KURUCZ
Fe I,Fe,1,19003.1608,6.3597,-2.987,1,K14,KURUCZ
Si I,Si,1,19006.5171,5.9639,-1.927,1,K07,KURUCZ
Ti I,Ti,1,19009.8854,4.862,-0.369,1,K16,KURUCZ
Ti I,Ti,1,19010.1313,5.4518,0.337,1,K16,KURUCZ
Ni I,Ni,1,19010.7313,5.6312,-0.933,1,K08,KURUCZ
Fe I,Fe,1,19013.3996,6.7004,-2.241,1,K14,KURUCZ
Fe I,Fe,1,19014.5641,6.7151,-2.27,1,K14,KURUCZ
Fe I,Fe,1,19017.541,6.4258,-2.576,1,K14,KURUCZ
Ni I,Ni,1,19018.0511,6.3047,-1.871,1,K08,KURUCZ
V I,V,1,19018.710080164226,1.9307000000000003,-2.943006581055461,5,K09,KURUCZ
V I,V,1,19019.109573841088,1.9307,-2.6894853102801575,8,K09,KURUCZ
V I,V,1,19019.3293,1.9307,-3.54,1,K09,KURUCZ
V I,V,1,19019.4452,1.9307,-3.571,1,K09,KURUCZ
V I,V,1,19019.5696,1.9307,-3.752,1,K09,KURUCZ
Ti I,Ti,1,19020.6852,3.7178,-1.426,1,K16,KURUCZ
Ca I,Ca,1,19021.7347,4.7386,-0.81,1,K07,KURUCZ
Co I,Co,1,19021.8103,5.2407,-3.359,1,K08,KURUCZ
Co I,Co,1,19022.1291,5.2407,-2.296,1,K08,KURUCZ
Co I,Co,1,19022.5792,5.2407,-3.144,1,K08,KURUCZ
Co I,Co,1,19022.8582,5.2407,-2.432,1,K08,KURUCZ
Co I,Co,1,19023.22747911096,5.2407,-2.8878778328149743,2,K08,KURUCZ
Co I,Co,1,19023.4923,5.2407,-2.58,1,K08,KURUCZ
Co I,Co,1,19023.805760314593,5.2407,-2.79674490464661,2,K08,KURUCZ
Co I,Co,1,19024.0331,5.2407,-2.739,1,K08,KURUCZ
Ti I,Ti,1,19024.1853,4.9328,0.11499999999999998,1,K16,KURUCZ
Co I,Co,1,19024.29637569997,5.2407,-2.781675340092342,2,K08,KURUCZ
Co I,Co,1,19024.4818,5.2407,-2.908,1,K08,KURUCZ
Co I,Co,1,19024.697211120816,5.2407,-2.821863441180032,2,K08,KURUCZ
Co I,Co,1,19024.8394,5.2407,-3.075,1,K08,KURUCZ
Co I,Co,1,19025.041865285046,5.2407,-2.748098622567887,3,K08,KURUCZ
Co I,Co,1,19025.28067996601,5.2407,-2.7962721792332577,3,K08,KURUCZ
Fe I,Fe,1,19027.712,5.6989,-3.213,1,K14,KURUCZ
Si I,Si,1,19030.7582,6.0827,-0.465,1,K07,KURUCZ
Fe I,Fe,1,19033.1241,5.6142,-3.795,1,K14,KURUCZ
Fe I,Fe,1,19035.7008,6.7004,-2.104,1,K14,KURUCZ
Fe I,Fe,1,19037.3864,6.7546,-2.422,1,K14,KURUCZ
Fe I,Fe,1,19037.5532,6.7034,-2.343,1,K14,KURUCZ
Ti I,Ti,1,19039.4566,5.4706,-0.308,1,K16,KURUCZ
Fe I,Fe,1,19043.4134,6.4433,-2.844,1,K14,KURUCZ
Fe I,Fe,1,19044.0156,6.731,-2.518,1,K14,KURUCZ
Ca I,Ca,1,19046.178,4.7435,0.267,1,K07,KURUCZ
Fe I,Fe,1,19054.4983,6.6957,-1.916,1,K14,KURUCZ
Ti I,Ti,1,19054.7017,5.4706,0.411,1,K16,KURUCZ
Fe I,Fe,1,19056.8301,6.361,-2.079,1,K14,KURUCZ
Ti I,Ti,1,19057.5967,5.4706,-0.05999999999999997,1,K16,KURUCZ
Fe I,Fe,1,19059.2752,6.6531,-2.718,1,K14,KURUCZ
Fe I,Fe,1,19059.8203,6.6754,-2.645,1,K14,KURUCZ
Fe I,Fe,1,19062.8949,6.092,-3.238,1,K14,KURUCZ
Fe I,Fe,1,19064.4399,6.731,-2.214,1,K14,KURUCZ
Ti I,Ti,1,19066.2469,5.4706,0.405,1,K16,KURUCZ
Ni I,Ni,1,19068.207,6.0859,-2.394,1,K08,KURUCZ
Fe I,Fe,1,19072.7834,6.6844,-2.703,1,K14,KURUCZ
Ni I,Ni,1,19072.8664,5.831,-2.609,1,K08,KURUCZ
Ni I,Ni,1,19073.1098,5.831,-2.195,1,K08,KURUCZ
Fe I,Fe,1,19073.3656,6.8358,-2.551,1,K14,KURUCZ
Fe I,Fe,1,19077.7006,6.756,-2.613,1,K14,KURUCZ
Ti I,Ti,1,19078.6253,4.8539,-0.321,1,K16,KURUCZ
V I,V,1,19080.14370249816,4.6421,0.5730397575223906,21,K09,KURUCZ
Fe I,Fe,1,19080.8284,6.764,-2.044,1,K14,KURUCZ
Ca I,Ca,1,19082.0157,5.2726,-1.667,1,K07,KURUCZ
Ca I,Ca,1,19083.939,5.2716,-2.083,1,K07,KURUCZ
Fe I,Fe,1,19085.2614,6.7246,-2.564,1,K14,KURUCZ
Ca I,Ca,1,19086.7372,5.2712,-2.31,1,K07,KURUCZ
Ni I,Ni,1,19086.8173,5.4471,-3.051,1,K08,KURUCZ
Ni I,Ni,1,19087.0859,5.447,-2.637,1,K08,KURUCZ
Ni I,Ni,1,19089.5289,5.5223,-2.261,1,K08,KURUCZ
Fe I,Fe,1,19089.631,6.1053,-3.394,1,K14,KURUCZ
Fe I,Fe,1,19092.3616,6.7609,-2.548,1,K14,KURUCZ
Ca I,Ca,1,19095.6218,5.2499,-0.664,1,K07,KURUCZ
Ti I,Ti,1,19096.4972,5.4431,0.12999999999999998,1,K16,KURUCZ
Ni I,Ni,1,19098.6971,6.1141,-1.076,1,K08,KURUCZ
Ni I,Ni,1,19100.3427,5.4669,-2.903,1,K08,KURUCZ
Ni I,Ni,1,19100.5876,5.4669,-2.489,1,K08,KURUCZ
Ca I,Ca,1,19100.8245,5.2716,-2.436,1,K07,KURUCZ
Fe I,Fe,1,19101.3281,6.6973,-2.623,1,K14,KURUCZ
Fe I,Fe,1,19101.7989,6.731,-2.0,1,K14,KURUCZ
Ti I,Ti,1,19103.9452,5.4431,-0.158,1,K16,KURUCZ
Si I,Si,1,19104.0182,7.1343,-1.833,1,K07,KURUCZ
Fe I,Fe,1,19104.1058,5.7203,-3.729,1,K14,KURUCZ
Ti I,Ti,1,19106.1468,5.472,-0.326,1,K16,KURUCZ
Fe I,Fe,1,19106.8881,6.7106,-1.903,1,K14,KURUCZ
