wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,intensity
4278.04,23375.1905,23368.813,0.996932
4278.045,23375.1632,23368.7857,0.998058
4278.05,23375.1359,23368.7584,0.999146
4278.055,23375.1085,23368.7311,1.0001
4278.06,23375.0812,23368.7038,1.000838
4278.065,23375.0539,23368.6764,1.001299
4278.07,23375.0266,23368.6491,1.001448
4278.075,23374.9993,23368.6218,1.001285
4278.08,23374.972,23368.5945,1.000831
4278.085,23374.9446,23368.5672,1.000141
4278.09,23374.9173,23368.5399,0.999287
4278.095,23374.89,23368.5126,0.998356
4278.1,23374.8627,23368.4853,0.997437
4278.105,23374.8354,23368.4579,0.996622
4278.11,23374.808,23368.4306,0.995991
4278.115,23374.7807,23368.4033,0.995598
4278.12,23374.7534,23368.376,0.995481
4278.125,23374.7261,23368.3487,0.995631
4278.13,23374.6988,23368.3214,0.996017
4278.135,23374.6714,23368.2941,0.99657
4278.14,23374.6441,23368.2668,0.997195
4278.145,23374.6168,23368.2395,0.997783
4278.15,23374.5895,23368.2121,0.998218
4278.155,23374.5622,23368.1848,0.998401
4278.16,23374.5348,23368.1575,0.998244
4278.165,23374.5075,23368.1302,0.9977
4278.17,23374.4802,23368.1029,0.996748
4278.175,23374.4529,23368.0756,0.995407
4278.18,23374.4256,23368.0483,0.993728
4278.185,23374.3983,23368.021,0.991797
4278.19,23374.3709,23367.9937,0.989724
4278.195,23374.3436,23367.9663,0.987641
4278.2,23374.3163,23367.939,0.985695
4278.205,23374.289,23367.9117,0.984027
4278.21,23374.2617,23367.8844,0.982773
4278.215,23374.2343,23367.8571,0.98204
4278.22,23374.207,23367.8298,0.981894
4278.225,23374.1797,23367.8025,0.982357
4278.23,23374.1524,23367.7752,0.983393
4278.235,23374.1251,23367.7479,0.984919
4278.24,23374.0978,23367.7206,0.986809
4278.245,23374.0704,23367.6932,0.988908
4278.25,23374.0431,23367.6659,0.991059
4278.255,23374.0158,23367.6386,0.993103
4278.26,23373.9885,23367.6113,0.994912
4278.265,23373.9612,23367.584,0.996394
4278.27,23373.9339,23367.5567,0.997499
4278.275,23373.9065,23367.5294,0.998217
4278.28,23373.8792,23367.5021,0.998575
4278.285,23373.8519,23367.4748,0.998631
4278.29,23373.8246,23367.4475,0.998453
4278.295,23373.7973,23367.4201,0.99811
4278.3,23373.77,23367.3928,0.997664
4278.305,23373.7426,23367.3655,0.997165
4278.31,23373.7153,23367.3382,0.996637
4278.315,23373.688,23367.3109,0.996093
4278.32,23373.6607,23367.2836,0.995534
4278.325,23373.6334,23367.2563,0.994964
4278.33,23373.6061,23367.229,0.994384
4278.335,23373.5787,23367.2017,0.993814
4278.34,23373.5514,23367.1744,0.993285
4278.345,23373.5241,23367.1471,0.992844
4278.35,23373.4968,23367.1197,0.99255
4278.355,23373.4695,23367.0924,0.992466
4278.36,23373.4422,23367.0651,0.992651
4278.365,23373.4148,23367.0378,0.993151
4278.37,23373.3875,23367.0105,0.993987
4278.375,23373.3602,23366.9832,0.995156
4278.38,23373.3329,23366.9559,0.996613
4278.385,23373.3056,23366.9286,0.998291
4278.39,23373.2783,23366.9013,1.000087
4278.395,23373.251,23366.874,1.001885
4278.4,23373.2236,23366.8467,1.003561
4278.405,23373.1963,23366.8194,1.004997
4278.41,23373.169,23366.7921,1.00609
4278.415,23373.1417,23366.7647,1.006768
4278.42,23373.1144,23366.7374,1.006981
4278.425,23373.0871,23366.7101,1.006722
4278.43,23373.0597,23366.6828,1.006011
4278.435,23373.0324,23366.6555,1.004901
4278.44,23373.0051,23366.6282,1.003474
4278.445,23372.9778,23366.6009,1.001832
4278.45,23372.9505,23366.5736,1.000092
4278.455,23372.9232,23366.5463,0.998379
4278.46,23372.8959,23366.519,0.99681
4278.465,23372.8685,23366.4917,0.995493
4278.47,23372.8412,23366.4644,0.994502
4278.475,23372.8139,23366.4371,0.993887
4278.48,23372.7866,23366.4097,0.993664
4278.485,23372.7593,23366.3824,0.993817
4278.49,23372.732,23366.3551,0.994303
4278.495,23372.7047,23366.3278,0.995066
4278.5,23372.6773,23366.3005,0.996038
4278.505,23372.65,23366.2732,0.997149
4278.51,23372.6227,23366.2459,0.998338
4278.515,23372.5954,23366.2186,0.999543
4278.52,23372.5681,23366.1913,1.00072
4278.525,23372.5408,23366.164,1.001828
4278.53,23372.5135,23366.1367,1.002837
4278.535,23372.4861,23366.1094,1.003717
4278.54,23372.4588,23366.0821,1.004447
4278.545,23372.4315,23366.0548,1.005001
4278.55,23372.4042,23366.0275,1.005363
4278.555,23372.3769,23366.0002,1.005512
4278.56,23372.3496,23365.9728,1.00544
4278.565,23372.3223,23365.9455,1.005143
4278.57,23372.2949,23365.9182,1.004623
4278.575,23372.2676,23365.8909,1.003896
4278.58,23372.2403,23365.8636,1.002985
4278.585,23372.213,23365.8363,1.001922
4278.59,23372.1857,23365.809,1.000743
4278.595,23372.1584,23365.7817,0.999488
4278.6,23372.1311,23365.7544,0.998199
4278.605,23372.1038,23365.7271,0.996921
4278.61,23372.0764,23365.6998,0.995698
4278.615,23372.0491,23365.6725,0.994575
4278.62,23372.0218,23365.6452,0.993599
4278.625,23371.9945,23365.6179,0.992812
4278.63,23371.9672,23365.5906,0.992248
4278.635,23371.9399,23365.5633,0.991931
4278.64,23371.9126,23365.536,0.991867
4278.645,23371.8853,23365.5087,0.99205
4278.65,23371.8579,23365.4813,0.992452
4278.655,23371.8306,23365.454,0.993033
4278.66,23371.8033,23365.4267,0.993738
4278.665,23371.776,23365.3994,0.994516
4278.67,23371.7487,23365.3721,0.995313
4278.675,23371.7214,23365.3448,0.996089
4278.68,23371.6941,23365.3175,0.996815
4278.685,23371.6668,23365.2902,0.997479
4278.69,23371.6395,23365.2629,0.998083
4278.695,23371.6121,23365.2356,0.998638
4278.7,23371.5848,23365.2083,0.999161
4278.705,23371.5575,23365.181,0.999668
4278.71,23371.5302,23365.1537,1.000163
4278.715,23371.5029,23365.1264,1.000646
4278.72,23371.4756,23365.0991,1.0011
4278.725,23371.4483,23365.0718,1.001501
4278.73,23371.421,23365.0445,1.001822
4278.735,23371.3936,23365.0172,1.002039
4278.74,23371.3663,23364.9899,1.002133
4278.745,23371.339,23364.9626,1.002093
4278.75,23371.3117,23364.9353,1.001924
4278.755,23371.2844,23364.908,1.001645
4278.76,23371.2571,23364.8807,1.001277
4278.765,23371.2298,23364.8534,1.000852
4278.77,23371.2025,23364.8261,1.000402
4278.775,23371.1752,23364.7988,0.999952
4278.78,23371.1479,23364.7714,0.999526
4278.785,23371.1205,23364.7441,0.999139
4278.79,23371.0932,23364.7168,0.998797
4278.795,23371.0659,23364.6895,0.998506
4278.8,23371.0386,23364.6622,0.998266
4278.805,23371.0113,23364.6349,0.998071
4278.81,23370.984,23364.6076,0.997924
4278.815,23370.9567,23364.5803,0.99782
4278.82,23370.9294,23364.553,0.997762
4278.825,23370.9021,23364.5257,0.997747
4278.83,23370.8747,23364.4984,0.99778
4278.835,23370.8474,23364.4711,0.997866
4278.84,23370.8201,23364.4438,0.998004
4278.845,23370.7928,23364.4165,0.998201
4278.85,23370.7655,23364.3892,0.998456
4278.855,23370.7382,23364.3619,0.998761
4278.86,23370.7109,23364.3346,0.999104
4278.865,23370.6836,23364.3073,0.999448
4278.87,23370.6563,23364.28,0.999749
4278.875,23370.629,23364.2527,0.999947
4278.88,23370.6017,23364.2254,0.999975
4278.885,23370.5743,23364.1981,0.999767
4278.89,23370.547,23364.1708,0.999275
4278.895,23370.5197,23364.1435,0.998473
4278.9,23370.4924,23364.1162,0.997368
4278.905,23370.4651,23364.0889,0.996002
4278.91,23370.4378,23364.0616,0.994455
4278.915,23370.4105,23364.0343,0.99282
4278.92,23370.3832,23364.007,0.991211
4278.925,23370.3559,23363.9797,0.989736
4278.93,23370.3286,23363.9524,0.988494
4278.935,23370.3013,23363.9251,0.987556
4278.94,23370.2739,23363.8978,0.986973
4278.945,23370.2466,23363.8705,0.986755
4278.95,23370.2193,23363.8432,0.986892
4278.955,23370.192,23363.8159,0.987346
4278.96,23370.1647,23363.7886,0.988063
4278.965,23370.1374,23363.7613,0.988984
4278.97,23370.1101,23363.734,0.990042
4278.975,23370.0828,23363.7067,0.991184
4278.98,23370.0555,23363.6794,0.992364
4278.985,23370.0282,23363.6521,0.993544
4278.99,23370.0009,23363.6248,0.994703
4278.995,23369.9736,23363.5975,0.995818
4279.0,23369.9462,23363.5702,0.996872
4279.005,23369.9189,23363.5429,0.997845
4279.01,23369.8916,23363.5156,0.998714
4279.015,23369.8643,23363.4883,0.99945
4279.02,23369.837,23363.461,1.000028
4279.025,23369.8097,23363.4337,1.000425
4279.03,23369.7824,23363.4064,1.000626
4279.035,23369.7551,23363.3791,1.000631
4279.04,23369.7278,23363.3518,1.000461
4279.045,23369.7005,23363.3245,1.000143
4279.05,23369.6732,23363.2972,0.999729
4279.055,23369.6459,23363.2699,0.999279
4279.06,23369.6186,23363.2426,0.998852
4279.065,23369.5913,23363.2153,0.998506
4279.07,23369.5639,23363.188,0.998283
4279.075,23369.5366,23363.1607,0.998197
4279.08,23369.5093,23363.1334,0.998233
4279.085,23369.482,23363.1061,0.998345
4279.09,23369.4547,23363.0788,0.998458
4279.095,23369.4274,23363.0515,0.998476
4279.1,23369.4001,23363.0242,0.998303
4279.105,23369.3728,23362.9969,0.997842
4279.11,23369.3455,23362.9696,0.997025
4279.115,23369.3182,23362.9423,0.995811
4279.12,23369.2909,23362.915,0.994207
4279.125,23369.2636,23362.8877,0.992258
4279.13,23369.2363,23362.8604,0.990061
4279.135,23369.209,23362.8331,0.987743
4279.14,23369.1817,23362.8058,0.985457
4279.145,23369.1544,23362.7785,0.983366
4279.15,23369.127,23362.7512,0.981627
4279.155,23369.0997,23362.7239,0.980367
4279.16,23369.0724,23362.6966,0.97967
4279.165,23369.0451,23362.6693,0.97957
4279.17,23369.0178,23362.642,0.980034
4279.175,23368.9905,23362.6147,0.980965
4279.18,23368.9632,23362.5874,0.982208
4279.185,23368.9359,23362.5601,0.983561
4279.19,23368.9086,23362.5328,0.984794
4279.195,23368.8813,23362.5055,0.985647
4279.2,23368.854,23362.4782,0.985866
4279.205,23368.8267,23362.4509,0.985197
4279.21,23368.7994,23362.4236,0.983412
4279.215,23368.7721,23362.3963,0.980329
4279.22,23368.7448,23362.369,0.97582
4279.225,23368.7175,23362.3417,0.969841
4279.23,23368.6902,23362.3144,0.962445
4279.235,23368.6629,23362.2871,0.95381
4279.24,23368.6356,23362.2598,0.944246
4279.245,23368.6082,23362.2325,0.934189
4279.25,23368.5809,23362.2052,0.924189
4279.255,23368.5536,23362.1779,0.914869
4279.26,23368.5263,23362.1506,0.906872
4279.265,23368.499,23362.1233,0.900789
4279.27,23368.4717,23362.0961,0.897101
4279.275,23368.4444,23362.0688,0.89611
4279.28,23368.4171,23362.0415,0.897907
4279.285,23368.3898,23362.0142,0.902352
4279.29,23368.3625,23361.9869,0.909091
4279.295,23368.3352,23361.9596,0.917607
4279.3,23368.3079,23361.9323,0.927272
4279.305,23368.2806,23361.905,0.937429
4279.31,23368.2533,23361.8777,0.947458
4279.315,23368.226,23361.8504,0.956842
4279.32,23368.1987,23361.8231,0.965207
4279.325,23368.1714,23361.7958,0.972332
4279.33,23368.1441,23361.7685,0.978153
4279.335,23368.1168,23361.7412,0.982732
4279.34,23368.0895,23361.7139,0.986227
4279.345,23368.0622,23361.6866,0.988841
4279.35,23368.0349,23361.6593,0.990796
4279.355,23368.0076,23361.632,0.992299
4279.36,23367.9803,23361.6047,0.993507
4279.365,23367.953,23361.5774,0.994546
4279.37,23367.9257,23361.5501,0.995487
4279.375,23367.8983,23361.5228,0.996362
4279.38,23367.871,23361.4955,0.997188
4279.385,23367.8437,23361.4682,0.997965
4279.39,23367.8164,23361.4409,0.998687
4279.395,23367.7891,23361.4137,0.999354
4279.4,23367.7618,23361.3864,0.999969
4279.405,23367.7345,23361.3591,1.000535
4279.41,23367.7072,23361.3318,1.001052
4279.415,23367.6799,23361.3045,1.001518
4279.42,23367.6526,23361.2772,1.001928
4279.425,23367.6253,23361.2499,1.00227
4279.43,23367.598,23361.2226,1.002534
4279.435,23367.5707,23361.1953,1.002717
4279.44,23367.5434,23361.168,1.002822
4279.445,23367.5161,23361.1407,1.002866
4279.45,23367.4888,23361.1134,1.002872
4279.455,23367.4615,23361.0861,1.002863
4279.46,23367.4342,23361.0588,1.002871
4279.465,23367.4069,23361.0315,1.002915
4279.47,23367.3796,23361.0042,1.003004
4279.475,23367.3523,23360.9769,1.003129
4279.48,23367.325,23360.9496,1.003269
4279.485,23367.2977,23360.9223,1.003389
4279.49,23367.2704,23360.8951,1.003451
4279.495,23367.2431,23360.8678,1.003412
4279.5,23367.2158,23360.8405,1.003245
4279.505,23367.1885,23360.8132,1.002932
4279.51,23367.1612,23360.7859,1.002474
4279.515,23367.1339,23360.7586,1.001883
4279.52,23367.1066,23360.7313,1.001199
4279.525,23367.0793,23360.704,1.000461
4279.53,23367.052,23360.6767,0.999724
4279.535,23367.0247,23360.6494,0.999046
4279.54,23366.9974,23360.6221,0.998486
4279.545,23366.9701,23360.5948,0.998092
4279.55,23366.9428,23360.5675,0.997912
4279.555,23366.9155,23360.5402,0.997971
4279.56,23366.8882,23360.5129,0.99828
4279.565,23366.8609,23360.4856,0.998826
4279.57,23366.8336,23360.4584,0.999568
4279.575,23366.8063,23360.4311,1.000449
4279.58,23366.779,23360.4038,1.001385
4279.585,23366.7517,23360.3765,1.002284
4279.59,23366.7244,23360.3492,1.003048
4279.595,23366.6971,23360.3219,1.003593
4279.6,23366.6698,23360.2946,1.003845
4279.605,23366.6425,23360.2673,1.003762
4279.61,23366.6152,23360.24,1.003338
4279.615,23366.5879,23360.2127,1.002596
4279.62,23366.5606,23360.1854,1.001608
4279.625,23366.5333,23360.1581,1.000465
4279.63,23366.506,23360.1308,0.999271
4279.635,23366.4787,23360.1036,0.998146
4279.64,23366.4514,23360.0763,0.997188
4279.645,23366.4241,23360.049,0.996473
4279.65,23366.3968,23360.0217,0.99605
4279.655,23366.3695,23359.9944,0.995931
4279.66,23366.3422,23359.9671,0.996099
4279.665,23366.3149,23359.9398,0.996519
4279.67,23366.2876,23359.9125,0.997144
4279.675,23366.2603,23359.8852,0.997928
4279.68,23366.233,23359.8579,0.998836
4279.685,23366.2057,23359.8306,0.999838
4279.69,23366.1784,23359.8033,1.000918
4279.695,23366.1511,23359.7761,1.002056
4279.7,23366.1238,23359.7488,1.003232
4279.705,23366.0965,23359.7215,1.004418
4279.71,23366.0692,23359.6942,1.005571
4279.715,23366.0419,23359.6669,1.006639
4279.72,23366.0146,23359.6396,1.007559
4279.725,23365.9873,23359.6123,1.008268
4279.73,23365.96,23359.585,1.008707
4279.735,23365.9327,23359.5577,1.008838
4279.74,23365.9054,23359.5304,1.008641
4279.745,23365.8781,23359.5031,1.008123
4279.75,23365.8508,23359.4758,1.007318
4279.755,23365.8235,23359.4486,1.006283
4279.76,23365.7962,23359.4213,1.005094
4279.765,23365.7689,23359.394,1.003836
4279.77,23365.7416,23359.3667,1.002588
4279.775,23365.7143,23359.3394,1.001424
4279.78,23365.687,23359.3121,1.0004
4279.785,23365.6597,23359.2848,0.999552
4279.79,23365.6324,23359.2575,0.998895
4279.795,23365.6051,23359.2302,0.998425
4279.8,23365.5778,23359.2029,0.998116
4279.805,23365.5505,23359.1757,0.997936
4279.81,23365.5232,23359.1484,0.997837
4279.815,23365.4959,23359.1211,0.997776
4279.82,23365.4686,23359.0938,0.997713
4279.825,23365.4413,23359.0665,0.997612
4279.83,23365.414,23359.0392,0.997455
4279.835,23365.3867,23359.0119,0.997233
4279.84,23365.3595,23358.9846,0.99696
4279.845,23365.3322,23358.9573,0.996662
4279.85,23365.3049,23358.93,0.996377
4279.855,23365.2776,23358.9028,0.996145
4279.86,23365.2503,23358.8755,0.996016
4279.865,23365.223,23358.8482,0.99603
4279.87,23365.1957,23358.8209,0.996216
4279.875,23365.1684,23358.7936,0.996588
4279.88,23365.1411,23358.7663,0.997149
4279.885,23365.1138,23358.739,0.997883
4279.89,23365.0865,23358.7117,0.998758
4279.895,23365.0592,23358.6844,0.999738
4279.9,23365.0319,23358.6572,1.00077
4279.905,23365.0046,23358.6299,1.001809
4279.91,23364.9773,23358.6026,1.002805
4279.915,23364.95,23358.5753,1.003718
4279.92,23364.9227,23358.548,1.004513
4279.925,23364.8954,23358.5207,1.005171
4279.93,23364.8681,23358.4934,1.005678
4279.935,23364.8408,23358.4661,1.006042
4279.94,23364.8135,23358.4388,1.006281
4279.945,23364.7862,23358.4116,1.006415
4279.95,23364.7589,23358.3843,1.006478
4279.955,23364.7316,23358.357,1.006498
4279.96,23364.7043,23358.3297,1.006498
4279.965,23364.677,23358.3024,1.006491
4279.97,23364.6498,23358.2751,1.006473
4279.975,23364.6225,23358.2478,1.00643
4279.98,23364.5952,23358.2205,1.006331
4279.985,23364.5679,23358.1933,1.006141
4279.99,23364.5406,23358.166,1.005827
4279.995,23364.5133,23358.1387,1.005363
4280.0,23364.486,23358.1114,1.004738
4280.005,23364.4587,23358.0841,1.003963
4280.01,23364.4314,23358.0568,1.003066
4280.015,23364.4041,23358.0295,1.002093
4280.02,23364.3768,23358.0022,1.001104
4280.025,23364.3495,23357.975,1.000154
4280.03,23364.3222,23357.9477,0.999301
4280.035,23364.2949,23357.9204,0.998584
4280.04,23364.2676,23357.8931,0.998039
4280.045,23364.2403,23357.8658,0.997673
4280.05,23364.213,23357.8385,0.997487
4280.055,23364.1857,23357.8112,0.997471
4280.06,23364.1584,23357.7839,0.997603
4280.065,23364.1312,23357.7567,0.997869
4280.07,23364.1039,23357.7294,0.998244
4280.075,23364.0766,23357.7021,0.9987
4280.08,23364.0493,23357.6748,0.999219
4280.085,23364.022,23357.6475,0.99977
4280.09,23363.9947,23357.6202,1.000327
4280.095,23363.9674,23357.5929,1.000857
4280.1,23363.9401,23357.5657,1.001331
4280.105,23363.9128,23357.5384,1.001714
4280.11,23363.8855,23357.5111,1.001984
4280.115,23363.8582,23357.4838,1.002111
4280.12,23363.8309,23357.4565,1.002079
4280.125,23363.8036,23357.4292,1.001871
4280.13,23363.7763,23357.4019,1.001482
4280.135,23363.749,23357.3747,1.000907
4280.14,23363.7217,23357.3474,1.000158
4280.145,23363.6945,23357.3201,0.999247
4280.15,23363.6672,23357.2928,0.998201
4280.155,23363.6399,23357.2655,0.997056
4280.16,23363.6126,23357.2382,0.99585
4280.165,23363.5853,23357.2109,0.994632
4280.17,23363.558,23357.1837,0.99345
4280.175,23363.5307,23357.1564,0.992349
4280.18,23363.5034,23357.1291,0.991374
4280.185,23363.4761,23357.1018,0.990562
4280.19,23363.4488,23357.0745,0.98994
4280.195,23363.4215,23357.0472,0.989514
4280.2,23363.3942,23357.0199,0.989282
4280.205,23363.3669,23356.9927,0.98922
4280.21,23363.3396,23356.9654,0.989293
4280.215,23363.3124,23356.9381,0.989455
4280.22,23363.2851,23356.9108,0.98966
4280.225,23363.2578,23356.8835,0.989869
4280.23,23363.2305,23356.8562,0.990058
4280.235,23363.2032,23356.8289,0.990217
4280.24,23363.1759,23356.8017,0.990355
4280.245,23363.1486,23356.7744,0.990491
4280.25,23363.1213,23356.7471,0.990641
4280.255,23363.094,23356.7198,0.990825
4280.26,23363.0667,23356.6925,0.99104
4280.265,23363.0394,23356.6652,0.991278
4280.27,23363.0121,23356.638,0.991514
4280.275,23362.9849,23356.6107,0.991725
4280.28,23362.9576,23356.5834,0.991892
4280.285,23362.9303,23356.5561,0.992011
4280.29,23362.903,23356.5288,0.9921
4280.295,23362.8757,23356.5015,0.992203
4280.3,23362.8484,23356.4743,0.992377
4280.305,23362.8211,23356.447,0.992689
4280.31,23362.7938,23356.4197,0.993202
4280.315,23362.7665,23356.3924,0.99396
4280.32,23362.7392,23356.3651,0.994983
4280.325,23362.7119,23356.3378,0.996252
4280.33,23362.6847,23356.3106,0.997714
4280.335,23362.6574,23356.2833,0.999296
4280.34,23362.6301,23356.256,1.000893
4280.345,23362.6028,23356.2287,1.002407
4280.35,23362.5755,23356.2014,1.003742
4280.355,23362.5482,23356.1741,1.004831
4280.36,23362.5209,23356.1469,1.005631
4280.365,23362.4936,23356.1196,1.00613
4280.37,23362.4663,23356.0923,1.006352
4280.375,23362.439,23356.065,1.006337
4280.38,23362.4117,23356.0377,1.006141
4280.385,23362.3845,23356.0104,1.005822
4280.39,23362.3572,23355.9832,1.005437
4280.395,23362.3299,23355.9559,1.005026
4280.4,23362.3026,23355.9286,1.00462
4280.405,23362.2753,23355.9013,1.004238
4280.41,23362.248,23355.874,1.003888
4280.415,23362.2207,23355.8467,1.003569
4280.42,23362.1934,23355.8195,1.003283
4280.425,23362.1661,23355.7922,1.003028
4280.43,23362.1389,23355.7649,1.00281
4280.435,23362.1116,23355.7376,1.002643
4280.44,23362.0843,23355.7103,1.002544
4280.445,23362.057,23355.6831,1.002537
4280.45,23362.0297,23355.6558,1.00265
4280.455,23362.0024,23355.6285,1.002899
4280.46,23361.9751,23355.6012,1.003296
4280.465,23361.9478,23355.5739,1.003834
4280.47,23361.9205,23355.5466,1.004488
4280.475,23361.8932,23355.5194,1.005215
4280.48,23361.866,23355.4921,1.005951
4280.485,23361.8387,23355.4648,1.006623
4280.49,23361.8114,23355.4375,1.007162
4280.495,23361.7841,23355.4102,1.007509
4280.5,23361.7568,23355.383,1.007623
4280.505,23361.7295,23355.3557,1.007495
4280.51,23361.7022,23355.3284,1.00714
4280.515,23361.6749,23355.3011,1.006609
4280.52,23361.6477,23355.2738,1.005977
4280.525,23361.6204,23355.2466,1.005323
4280.53,23361.5931,23355.2193,1.004723
4280.535,23361.5658,23355.192,1.004243
4280.54,23361.5385,23355.1647,1.003917
4280.545,23361.5112,23355.1374,1.003741
4280.55,23361.4839,23355.1101,1.003687
4280.555,23361.4566,23355.0829,1.003691
4280.56,23361.4293,23355.0556,1.003682
4280.565,23361.4021,23355.0283,1.003584
4280.57,23361.3748,23355.001,1.003341
4280.575,23361.3475,23354.9737,1.002913
4280.58,23361.3202,23354.9465,1.0023
4280.585,23361.2929,23354.9192,1.001525
4280.59,23361.2656,23354.8919,1.000642
4280.595,23361.2383,23354.8646,0.99972
4280.6,23361.211,23354.8373,0.998836
4280.605,23361.1838,23354.8101,0.99807
4280.61,23361.1565,23354.7828,0.997491
4280.615,23361.1292,23354.7555,0.997152
4280.62,23361.1019,23354.7282,0.997087
4280.625,23361.0746,23354.7009,0.997315
4280.63,23361.0473,23354.6737,0.997827
4280.635,23361.02,23354.6464,0.998595
4280.64,23360.9927,23354.6191,0.999574
4280.645,23360.9655,23354.5918,1.000702
4280.65,23360.9382,23354.5646,1.001901
4280.655,23360.9109,23354.5373,1.003091
4280.66,23360.8836,23354.51,1.004185
4280.665,23360.8563,23354.4827,1.005107
4280.67,23360.829,23354.4554,1.005785
4280.675,23360.8017,23354.4282,1.00617
4280.68,23360.7745,23354.4009,1.006235
4280.685,23360.7472,23354.3736,1.00598
4280.69,23360.7199,23354.3463,1.005437
4280.695,23360.6926,23354.319,1.004661
4280.7,23360.6653,23354.2918,1.003739
4280.705,23360.638,23354.2645,1.002763
4280.71,23360.6107,23354.2372,1.00183
4280.715,23360.5835,23354.2099,1.001029
4280.72,23360.5562,23354.1826,1.000429
4280.725,23360.5289,23354.1554,1.000072
4280.73,23360.5016,23354.1281,0.999968
4280.735,23360.4743,23354.1008,1.000094
4280.74,23360.447,23354.0735,1.000403
4280.745,23360.4197,23354.0463,1.000825
4280.75,23360.3925,23354.019,1.001284
4280.755,23360.3652,23353.9917,1.001702
4280.76,23360.3379,23353.9644,1.002013
4280.765,23360.3106,23353.9371,1.002173
4280.77,23360.2833,23353.9099,1.002162
4280.775,23360.256,23353.8826,1.001992
4280.78,23360.2287,23353.8553,1.001701
4280.785,23360.2015,23353.828,1.001344
4280.79,23360.1742,23353.8008,1.000992
4280.795,23360.1469,23353.7735,1.000709
4280.8,23360.1196,23353.7462,1.000555
4280.805,23360.0923,23353.7189,1.000562
4280.81,23360.065,23353.6916,1.000741
4280.815,23360.0377,23353.6644,1.001075
4280.82,23360.0105,23353.6371,1.001525
4280.825,23359.9832,23353.6098,1.00203
4280.83,23359.9559,23353.5825,1.002527
4280.835,23359.9286,23353.5553,1.002952
4280.84,23359.9013,23353.528,1.00325
4280.845,23359.874,23353.5007,1.003384
4280.85,23359.8468,23353.4734,1.003342
4280.855,23359.8195,23353.4462,1.00313
4280.86,23359.7922,23353.4189,1.002778
4280.865,23359.7649,23353.3916,1.002331
4280.87,23359.7376,23353.3643,1.001835
4280.875,23359.7103,23353.3371,1.001335
4280.88,23359.6831,23353.3098,1.00086
4280.885,23359.6558,23353.2825,1.000417
4280.89,23359.6285,23353.2552,0.999989
4280.895,23359.6012,23353.2279,0.999541
4280.9,23359.5739,23353.2007,0.999022
4280.905,23359.5466,23353.1734,0.99838
4280.91,23359.5194,23353.1461,0.997567
4280.915,23359.4921,23353.1188,0.996561
4280.92,23359.4648,23353.0916,0.995369
4280.925,23359.4375,23353.0643,0.994025
4280.93,23359.4102,23353.037,0.992602
4280.935,23359.3829,23353.0097,0.991192
4280.94,23359.3557,23352.9825,0.989907
4280.945,23359.3284,23352.9552,0.988857
4280.95,23359.3011,23352.9279,0.98814
4280.955,23359.2738,23352.9006,0.987826
4280.96,23359.2465,23352.8734,0.987951
4280.965,23359.2192,23352.8461,0.988506
4280.97,23359.192,23352.8188,0.989448
4280.975,23359.1647,23352.7915,0.990699
4280.98,23359.1374,23352.7643,0.99217
4280.985,23359.1101,23352.737,0.993755
4280.99,23359.0828,23352.7097,0.995362
4280.995,23359.0555,23352.6824,0.996909
4281.0,23359.0283,23352.6552,0.998336
4281.005,23359.001,23352.6279,0.999603
4281.01,23358.9737,23352.6006,1.000693
4281.015,23358.9464,23352.5733,1.001591
4281.02,23358.9191,23352.5461,1.002303
4281.025,23358.8919,23352.5188,1.00283
4281.03,23358.8646,23352.4915,1.003174
4281.035,23358.8373,23352.4642,1.00334
4281.04,23358.81,23352.437,1.003341
4281.045,23358.7827,23352.4097,1.003198
4281.05,23358.7554,23352.3824,1.00294
4281.055,23358.7282,23352.3551,1.002623
4281.06,23358.7009,23352.3279,1.002311
4281.065,23358.6736,23352.3006,1.002079
4281.07,23358.6463,23352.2733,1.001999
4281.075,23358.619,23352.246,1.002128
4281.08,23358.5918,23352.2188,1.002495
4281.085,23358.5645,23352.1915,1.003088
4281.09,23358.5372,23352.1642,1.003849
4281.095,23358.5099,23352.137,1.004676
4281.1,23358.4826,23352.1097,1.005426
4281.105,23358.4554,23352.0824,1.005928
4281.11,23358.4281,23352.0551,1.006001
4281.115,23358.4008,23352.0279,1.005459
4281.12,23358.3735,23352.0006,1.004138
4281.125,23358.3462,23351.9733,1.001902
4281.13,23358.3189,23351.946,0.998653
4281.135,23358.2917,23351.9188,0.994344
4281.14,23358.2644,23351.8915,0.988973
4281.145,23358.2371,23351.8642,0.982588
4281.15,23358.2098,23351.8369,0.975273
4281.155,23358.1825,23351.8097,0.967148
4281.16,23358.1553,23351.7824,0.958352
4281.165,23358.128,23351.7551,0.949044
4281.17,23358.1007,23351.7279,0.939398
4281.175,23358.0734,23351.7006,0.929606
4281.18,23358.0461,23351.6733,0.919898
4281.185,23358.0189,23351.646,0.910549
4281.19,23357.9916,23351.6188,0.90189
4281.195,23357.9643,23351.5915,0.894302
4281.2,23357.937,23351.5642,0.888204
4281.205,23357.9097,23351.5369,0.884008
4281.21,23357.8825,23351.5097,0.882082
4281.215,23357.8552,23351.4824,0.882687
4281.22,23357.8279,23351.4551,0.885934
4281.225,23357.8006,23351.4279,0.891744
4281.23,23357.7734,23351.4006,0.899841
4281.235,23357.7461,23351.3733,0.909782
