wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,intensity
4338.32,23050.3974,23044.1083,1.010488
4338.325,23050.3708,23044.0818,1.00999
4338.33,23050.3443,23044.0552,1.009347
4338.335,23050.3177,23044.0286,1.008581
4338.34,23050.2911,23044.0021,1.007745
4338.345,23050.2646,23043.9755,1.006883
4338.35,23050.238,23043.949,1.006047
4338.355,23050.2114,23043.9224,1.00528
4338.36,23050.1849,23043.8958,1.004604
4338.365,23050.1583,23043.8693,1.004029
4338.37,23050.1317,23043.8427,1.003538
4338.375,23050.1052,23043.8162,1.003116
4338.38,23050.0786,23043.7896,1.002731
4338.385,23050.052,23043.7631,1.002365
4338.39,23050.0255,23043.7365,1.002003
4338.395,23049.9989,23043.7099,1.001643
4338.4,23049.9723,23043.6834,1.001306
4338.405,23049.9458,23043.6568,1.00101
4338.41,23049.9192,23043.6303,1.000783
4338.415,23049.8926,23043.6037,1.000653
4338.42,23049.8661,23043.5772,1.00064
4338.425,23049.8395,23043.5506,1.000762
4338.43,23049.813,23043.524,1.001018
4338.435,23049.7864,23043.4975,1.001403
4338.44,23049.7598,23043.4709,1.001899
4338.445,23049.7333,23043.4444,1.00248
4338.45,23049.7067,23043.4178,1.0031
4338.455,23049.6801,23043.3913,1.003715
4338.46,23049.6536,23043.3647,1.004283
4338.465,23049.627,23043.3381,1.004752
4338.47,23049.6004,23043.3116,1.005093
4338.475,23049.5739,23043.285,1.005294
4338.48,23049.5473,23043.2585,1.00535
4338.485,23049.5207,23043.2319,1.005294
4338.49,23049.4942,23043.2054,1.00517
4338.495,23049.4676,23043.1788,1.005027
4338.5,23049.4411,23043.1522,1.004926
4338.505,23049.4145,23043.1257,1.004921
4338.51,23049.3879,23043.0991,1.00504
4338.515,23049.3614,23043.0726,1.005283
4338.52,23049.3348,23043.046,1.005626
4338.525,23049.3082,23043.0195,1.006003
4338.53,23049.2817,23042.9929,1.006334
4338.535,23049.2551,23042.9663,1.0065
4338.54,23049.2285,23042.9398,1.006408
4338.545,23049.202,23042.9132,1.005961
4338.55,23049.1754,23042.8867,1.005105
4338.555,23049.1489,23042.8601,1.003828
4338.56,23049.1223,23042.8336,1.002159
4338.565,23049.0957,23042.807,1.000177
4338.57,23049.0692,23042.7805,0.997992
4338.575,23049.0426,23042.7539,0.995727
4338.58,23049.016,23042.7273,0.993504
4338.585,23048.9895,23042.7008,0.991439
4338.59,23048.9629,23042.6742,0.989614
4338.595,23048.9363,23042.6477,0.988094
4338.6,23048.9098,23042.6211,0.986923
4338.605,23048.8832,23042.5946,0.986124
4338.61,23048.8567,23042.568,0.985721
4338.615,23048.8301,23042.5415,0.985733
4338.62,23048.8035,23042.5149,0.986163
4338.625,23048.777,23042.4883,0.987
4338.63,23048.7504,23042.4618,0.988207
4338.635,23048.7238,23042.4352,0.989717
4338.64,23048.6973,23042.4087,0.991424
4338.645,23048.6707,23042.3821,0.993175
4338.65,23048.6442,23042.3556,0.994813
4338.655,23048.6176,23042.329,0.996147
4338.66,23048.591,23042.3025,0.997011
4338.665,23048.5645,23042.2759,0.997245
4338.67,23048.5379,23042.2493,0.996731
4338.675,23048.5114,23042.2228,0.995391
4338.68,23048.4848,23042.1962,0.993166
4338.685,23048.4582,23042.1697,0.990029
4338.69,23048.4317,23042.1431,0.985967
4338.695,23048.4051,23042.1166,0.980969
4338.7,23048.3785,23042.09,0.975053
4338.705,23048.352,23042.0635,0.968251
4338.71,23048.3254,23042.0369,0.960642
4338.715,23048.2989,23042.0104,0.952383
4338.72,23048.2723,23041.9838,0.943714
4338.725,23048.2457,23041.9573,0.93498
4338.73,23048.2192,23041.9307,0.926596
4338.735,23048.1926,23041.9041,0.919044
4338.74,23048.1661,23041.8776,0.912788
4338.745,23048.1395,23041.851,0.908249
4338.75,23048.1129,23041.8245,0.905719
4338.755,23048.0864,23041.7979,0.905332
4338.76,23048.0598,23041.7714,0.907031
4338.765,23048.0333,23041.7448,0.910589
4338.77,23048.0067,23041.7183,0.915645
4338.775,23047.9801,23041.6917,0.921744
4338.78,23047.9536,23041.6652,0.92842
4338.785,23047.927,23041.6386,0.935241
4338.79,23047.9005,23041.6121,0.941867
4338.795,23047.8739,23041.5855,0.948057
4338.8,23047.8473,23041.559,0.953689
4338.805,23047.8208,23041.5324,0.958734
4338.81,23047.7942,23041.5058,0.963208
4338.815,23047.7677,23041.4793,0.967188
4338.82,23047.7411,23041.4527,0.970733
4338.825,23047.7145,23041.4262,0.973895
4338.83,23047.688,23041.3996,0.976716
4338.835,23047.6614,23041.3731,0.979207
4338.84,23047.6349,23041.3465,0.981372
4338.845,23047.6083,23041.32,0.983217
4338.85,23047.5817,23041.2934,0.984757
4338.855,23047.5552,23041.2669,0.986023
4338.86,23047.5286,23041.2403,0.987053
4338.865,23047.5021,23041.2138,0.987908
4338.87,23047.4755,23041.1872,0.988655
4338.875,23047.4489,23041.1607,0.989355
4338.88,23047.4224,23041.1341,0.990068
4338.885,23047.3958,23041.1076,0.990843
4338.89,23047.3693,23041.081,0.991715
4338.895,23047.3427,23041.0545,0.992708
4338.9,23047.3161,23041.0279,0.993821
4338.905,23047.2896,23041.0014,0.995034
4338.91,23047.263,23040.9748,0.996316
4338.915,23047.2365,23040.9483,0.997613
4338.92,23047.2099,23040.9217,0.998853
4338.925,23047.1833,23040.8951,0.999972
4338.93,23047.1568,23040.8686,1.000896
4338.935,23047.1302,23040.842,1.001572
4338.94,23047.1037,23040.8155,1.001968
4338.945,23047.0771,23040.7889,1.00208
4338.95,23047.0506,23040.7624,1.00194
4338.955,23047.024,23040.7358,1.001588
4338.96,23046.9974,23040.7093,1.001092
4338.965,23046.9709,23040.6827,1.000509
4338.97,23046.9443,23040.6562,0.999899
4338.975,23046.9178,23040.6296,0.999296
4338.98,23046.8912,23040.6031,0.998726
4338.985,23046.8646,23040.5765,0.9982
4338.99,23046.8381,23040.55,0.997729
4338.995,23046.8115,23040.5234,0.99732
4339.0,23046.785,23040.4969,0.996989
4339.005,23046.7584,23040.4703,0.996772
4339.01,23046.7319,23040.4438,0.996709
4339.015,23046.7053,23040.4172,0.99685
4339.02,23046.6787,23040.3907,0.997235
4339.025,23046.6522,23040.3641,0.997879
4339.03,23046.6256,23040.3376,0.998772
4339.035,23046.5991,23040.311,0.999859
4339.04,23046.5725,23040.2845,1.00105
4339.045,23046.546,23040.2579,1.002232
4339.05,23046.5194,23040.2314,1.003266
4339.055,23046.4928,23040.2048,1.00404
4339.06,23046.4663,23040.1783,1.00446
4339.065,23046.4397,23040.1517,1.004487
4339.07,23046.4132,23040.1252,1.00413
4339.075,23046.3866,23040.0986,1.003456
4339.08,23046.3601,23040.0721,1.00256
4339.085,23046.3335,23040.0455,1.001564
4339.09,23046.3069,23040.019,1.000571
4339.095,23046.2804,23039.9924,0.999681
4339.1,23046.2538,23039.9659,0.998946
4339.105,23046.2273,23039.9393,0.998401
4339.11,23046.2007,23039.9128,0.998054
4339.115,23046.1742,23039.8862,0.997903
4339.12,23046.1476,23039.8597,0.997952
4339.125,23046.121,23039.8331,0.998212
4339.13,23046.0945,23039.8066,0.998695
4339.135,23046.0679,23039.78,0.999431
4339.14,23046.0414,23039.7535,1.000436
4339.145,23046.0148,23039.7269,1.00172
4339.15,23045.9883,23039.7004,1.003253
4339.155,23045.9617,23039.6738,1.004983
4339.16,23045.9352,23039.6473,1.006813
4339.165,23045.9086,23039.6208,1.008625
4339.17,23045.882,23039.5942,1.010283
4339.175,23045.8555,23039.5677,1.011642
4339.18,23045.8289,23039.5411,1.012582
4339.185,23045.8024,23039.5146,1.013002
4339.19,23045.7758,23039.488,1.012866
4339.195,23045.7493,23039.4615,1.012172
4339.2,23045.7227,23039.4349,1.010967
4339.205,23045.6962,23039.4084,1.009354
4339.21,23045.6696,23039.3818,1.007446
4339.215,23045.643,23039.3553,1.005389
4339.22,23045.6165,23039.3287,1.003316
4339.225,23045.5899,23039.3022,1.001349
4339.23,23045.5634,23039.2756,0.999588
4339.235,23045.5368,23039.2491,0.998105
4339.24,23045.5103,23039.2225,0.996922
4339.245,23045.4837,23039.196,0.996062
4339.25,23045.4572,23039.1694,0.995495
4339.255,23045.4306,23039.1429,0.995191
4339.26,23045.4041,23039.1163,0.99511
4339.265,23045.3775,23039.0898,0.995222
4339.27,23045.3509,23039.0632,0.995512
4339.275,23045.3244,23039.0367,0.99597
4339.28,23045.2978,23039.0102,0.996597
4339.285,23045.2713,23038.9836,0.997405
4339.29,23045.2447,23038.9571,0.998378
4339.295,23045.2182,23038.9305,0.999491
4339.3,23045.1916,23038.904,1.000688
4339.305,23045.1651,23038.8774,1.001887
4339.31,23045.1385,23038.8509,1.002984
4339.315,23045.112,23038.8243,1.003867
4339.32,23045.0854,23038.7978,1.004437
4339.325,23045.0589,23038.7712,1.004618
4339.33,23045.0323,23038.7447,1.004373
4339.335,23045.0057,23038.7181,1.003708
4339.34,23044.9792,23038.6916,1.002672
4339.345,23044.9526,23038.665,1.00135
4339.35,23044.9261,23038.6385,0.999846
4339.355,23044.8995,23038.612,0.998287
4339.36,23044.873,23038.5854,0.996777
4339.365,23044.8464,23038.5589,0.995415
4339.37,23044.8199,23038.5323,0.994262
4339.375,23044.7933,23038.5058,0.993358
4339.38,23044.7668,23038.4792,0.9927
4339.385,23044.7402,23038.4527,0.992264
4339.39,23044.7137,23038.4261,0.992002
4339.395,23044.6871,23038.3996,0.991852
4339.4,23044.6606,23038.373,0.991747
4339.405,23044.634,23038.3465,0.991637
4339.41,23044.6074,23038.3199,0.991485
4339.415,23044.5809,23038.2934,0.991271
4339.42,23044.5543,23038.2669,0.991007
4339.425,23044.5278,23038.2403,0.990726
4339.43,23044.5012,23038.2138,0.990482
4339.435,23044.4747,23038.1872,0.990321
4339.44,23044.4481,23038.1607,0.990293
4339.445,23044.4216,23038.1341,0.990435
4339.45,23044.395,23038.1076,0.99076
4339.455,23044.3685,23038.081,0.991261
4339.46,23044.3419,23038.0545,0.9919
4339.465,23044.3154,23038.028,0.992642
4339.47,23044.2888,23038.0014,0.993446
4339.475,23044.2623,23037.9749,0.994268
4339.48,23044.2357,23037.9483,0.995091
4339.485,23044.2092,23037.9218,0.995902
4339.49,23044.1826,23037.8952,0.996708
4339.495,23044.1561,23037.8687,0.997517
4339.5,23044.1295,23037.8421,0.998341
4339.505,23044.103,23037.8156,0.999192
4339.51,23044.0764,23037.7891,1.000068
4339.515,23044.0499,23037.7625,1.000965
4339.52,23044.0233,23037.736,1.001859
4339.525,23043.9968,23037.7094,1.002735
4339.53,23043.9702,23037.6829,1.003552
4339.535,23043.9436,23037.6563,1.004296
4339.54,23043.9171,23037.6298,1.00493
4339.545,23043.8905,23037.6032,1.005421
4339.55,23043.864,23037.5767,1.005746
4339.555,23043.8374,23037.5502,1.005876
4339.56,23043.8109,23037.5236,1.005779
4339.565,23043.7843,23037.4971,1.00542
4339.57,23043.7578,23037.4705,1.004772
4339.575,23043.7312,23037.444,1.003804
4339.58,23043.7047,23037.4174,1.002505
4339.585,23043.6781,23037.3909,1.00088
4339.59,23043.6516,23037.3644,0.998963
4339.595,23043.625,23037.3378,0.996811
4339.6,23043.5985,23037.3113,0.994517
4339.605,23043.5719,23037.2847,0.992182
4339.61,23043.5454,23037.2582,0.989929
4339.615,23043.5188,23037.2316,0.987861
4339.62,23043.4923,23037.2051,0.986073
4339.625,23043.4657,23037.1786,0.98463
4339.63,23043.4392,23037.152,0.983559
4339.635,23043.4126,23037.1255,0.982858
4339.64,23043.3861,23037.0989,0.982492
4339.645,23043.3595,23037.0724,0.982408
4339.65,23043.333,23037.0458,0.982527
4339.655,23043.3064,23037.0193,0.982773
4339.66,23043.2799,23036.9928,0.983071
4339.665,23043.2533,23036.9662,0.983349
4339.67,23043.2268,23036.9397,0.983553
4339.675,23043.2002,23036.9131,0.983657
4339.68,23043.1737,23036.8866,0.983663
4339.685,23043.1471,23036.86,0.9836
4339.69,23043.1206,23036.8335,0.983528
4339.695,23043.094,23036.807,0.983531
4339.7,23043.0675,23036.7804,0.983694
4339.705,23043.0409,23036.7539,0.984107
4339.71,23043.0144,23036.7273,0.984841
4339.715,23042.9878,23036.7008,0.98594
4339.72,23042.9613,23036.6742,0.987404
4339.725,23042.9347,23036.6477,0.989195
4339.73,23042.9082,23036.6212,0.991233
4339.735,23042.8817,23036.5946,0.993407
4339.74,23042.8551,23036.5681,0.995573
4339.745,23042.8286,23036.5415,0.997587
4339.75,23042.802,23036.515,0.999313
4339.755,23042.7755,23036.4885,1.000653
4339.76,23042.7489,23036.4619,1.001543
4339.765,23042.7224,23036.4354,1.001977
4339.77,23042.6958,23036.4088,1.001999
4339.775,23042.6693,23036.3823,1.00169
4339.78,23042.6427,23036.3558,1.001156
4339.785,23042.6162,23036.3292,1.000504
4339.79,23042.5896,23036.3027,0.999823
4339.795,23042.5631,23036.2761,0.999166
4339.8,23042.5365,23036.2496,0.998548
4339.805,23042.51,23036.223,0.997955
4339.81,23042.4834,23036.1965,0.997341
4339.815,23042.4569,23036.17,0.996648
4339.82,23042.4303,23036.1434,0.995847
4339.825,23042.4038,23036.1169,0.994921
4339.83,23042.3772,23036.0903,0.993906
4339.835,23042.3507,23036.0638,0.992878
4339.84,23042.3241,23036.0373,0.991952
4339.845,23042.2976,23036.0107,0.991246
4339.85,23042.271,23035.9842,0.990894
4339.855,23042.2445,23035.9576,0.990984
4339.86,23042.218,23035.9311,0.991561
4339.865,23042.1914,23035.9046,0.992602
4339.87,23042.1649,23035.878,0.994032
4339.875,23042.1383,23035.8515,0.995703
4339.88,23042.1118,23035.8249,0.997461
4339.885,23042.0852,23035.7984,0.999133
4339.89,23042.0587,23035.7719,1.000583
4339.895,23042.0321,23035.7453,1.00172
4339.9,23042.0056,23035.7188,1.002516
4339.905,23041.979,23035.6922,1.002998
4339.91,23041.9525,23035.6657,1.003256
4339.915,23041.9259,23035.6392,1.003386
4339.92,23041.8994,23035.6126,1.003502
4339.925,23041.8728,23035.5861,1.003686
4339.93,23041.8463,23035.5596,1.003981
4339.935,23041.8198,23035.533,1.004373
4339.94,23041.7932,23035.5065,1.004803
4339.945,23041.7667,23035.4799,1.005173
4339.95,23041.7401,23035.4534,1.00536
4339.955,23041.7136,23035.4269,1.005236
4339.96,23041.687,23035.4003,1.0047
4339.965,23041.6605,23035.3738,1.003684
4339.97,23041.6339,23035.3472,1.002176
4339.975,23041.6074,23035.3207,1.000223
4339.98,23041.5808,23035.2942,0.997917
4339.985,23041.5543,23035.2676,0.995412
4339.99,23041.5277,23035.2411,0.99289
4339.995,23041.5012,23035.2145,0.990538
4340.0,23041.4747,23035.188,0.988544
4340.005,23041.4481,23035.1615,0.987056
4340.01,23041.4216,23035.1349,0.986178
4340.015,23041.395,23035.1084,0.985945
4340.02,23041.3685,23035.0819,0.986344
4340.025,23041.3419,23035.0553,0.987291
4340.03,23041.3154,23035.0288,0.988662
4340.035,23041.2888,23035.0022,0.990311
4340.04,23041.2623,23034.9757,0.992069
4340.045,23041.2357,23034.9492,0.993784
4340.05,23041.2092,23034.9226,0.995313
4340.055,23041.1827,23034.8961,0.996543
4340.06,23041.1561,23034.8696,0.997398
4340.065,23041.1296,23034.843,0.997831
4340.07,23041.103,23034.8165,0.997835
4340.075,23041.0765,23034.7899,0.997427
4340.08,23041.0499,23034.7634,0.996662
4340.085,23041.0234,23034.7369,0.995611
4340.09,23040.9968,23034.7103,0.994373
4340.095,23040.9703,23034.6838,0.99306
4340.1,23040.9438,23034.6573,0.991776
4340.105,23040.9172,23034.6307,0.990646
4340.11,23040.8907,23034.6042,0.989773
4340.115,23040.8641,23034.5776,0.989242
4340.12,23040.8376,23034.5511,0.989123
4340.125,23040.811,23034.5246,0.989447
4340.13,23040.7845,23034.498,0.990208
4340.135,23040.7579,23034.4715,0.991356
4340.14,23040.7314,23034.445,0.992799
4340.145,23040.7049,23034.4184,0.994412
4340.15,23040.6783,23034.3919,0.99604
4340.155,23040.6518,23034.3654,0.997521
4340.16,23040.6252,23034.3388,0.998704
4340.165,23040.5987,23034.3123,0.999472
4340.17,23040.5721,23034.2857,0.999731
4340.175,23040.5456,23034.2592,0.999467
4340.18,23040.5191,23034.2327,0.998704
4340.185,23040.4925,23034.2061,0.997524
4340.19,23040.466,23034.1796,0.996061
4340.195,23040.4394,23034.1531,0.994473
4340.2,23040.4129,23034.1265,0.992932
4340.205,23040.3863,23034.1,0.991602
4340.21,23040.3598,23034.0735,0.990634
4340.215,23040.3333,23034.0469,0.990142
4340.22,23040.3067,23034.0204,0.990184
4340.225,23040.2802,23033.9939,0.990777
4340.23,23040.2536,23033.9673,0.991891
4340.235,23040.2271,23033.9408,0.993464
4340.24,23040.2005,23033.9142,0.9954
4340.245,23040.174,23033.8877,0.997596
4340.25,23040.1475,23033.8612,0.999951
4340.255,23040.1209,23033.8346,1.002366
4340.26,23040.0944,23033.8081,1.004744
4340.265,23040.0678,23033.7816,1.006996
4340.27,23040.0413,23033.755,1.009036
4340.275,23040.0147,23033.7285,1.010778
4340.28,23039.9882,23033.702,1.012146
4340.285,23039.9617,23033.6754,1.013071
4340.29,23039.9351,23033.6489,1.01351
4340.295,23039.9086,23033.6224,1.013459
4340.3,23039.882,23033.5958,1.012951
4340.305,23039.8555,23033.5693,1.012059
4340.31,23039.829,23033.5428,1.010894
4340.315,23039.8024,23033.5162,1.009592
4340.32,23039.7759,23033.4897,1.008284
4340.325,23039.7493,23033.4632,1.007095
4340.33,23039.7228,23033.4366,1.006106
4340.335,23039.6962,23033.4101,1.005363
4340.34,23039.6697,23033.3836,1.004867
4340.345,23039.6432,23033.357,1.00458
4340.35,23039.6166,23033.3305,1.004428
4340.355,23039.5901,23033.3039,1.004333
4340.36,23039.5635,23033.2774,1.004217
4340.365,23039.537,23033.2509,1.004013
4340.37,23039.5105,23033.2243,1.003661
4340.375,23039.4839,23033.1978,1.003124
4340.38,23039.4574,23033.1713,1.002365
4340.385,23039.4308,23033.1447,1.001341
4340.39,23039.4043,23033.1182,1.000017
4340.395,23039.3778,23033.0917,0.998358
4340.4,23039.3512,23033.0651,0.996319
4340.405,23039.3247,23033.0386,0.993879
4340.41,23039.2981,23033.0121,0.991038
4340.415,23039.2716,23032.9855,0.987823
4340.42,23039.2451,23032.959,0.984278
4340.425,23039.2185,23032.9325,0.980481
4340.43,23039.192,23032.9059,0.976494
4340.435,23039.1654,23032.8794,0.972383
4340.44,23039.1389,23032.8529,0.968187
4340.445,23039.1123,23032.8263,0.963919
4340.45,23039.0858,23032.7998,0.959551
4340.455,23039.0593,23032.7733,0.955045
4340.46,23039.0327,23032.7468,0.950362
4340.465,23039.0062,23032.7202,0.945484
4340.47,23038.9796,23032.6937,0.940455
4340.475,23038.9531,23032.6672,0.935389
4340.48,23038.9266,23032.6406,0.930489
4340.485,23038.9,23032.6141,0.926044
4340.49,23038.8735,23032.5876,0.922397
4340.495,23038.847,23032.561,0.919926
4340.5,23038.8204,23032.5345,0.918972
4340.505,23038.7939,23032.508,0.919799
4340.51,23038.7673,23032.4814,0.922543
4340.515,23038.7408,23032.4549,0.927187
4340.52,23038.7143,23032.4284,0.933533
4340.525,23038.6877,23032.4018,0.941247
4340.53,23038.6612,23032.3753,0.949868
4340.535,23038.6346,23032.3488,0.958878
4340.54,23038.6081,23032.3222,0.967742
4340.545,23038.5816,23032.2957,0.975972
4340.55,23038.555,23032.2692,0.983158
4340.555,23038.5285,23032.2426,0.989013
4340.56,23038.5019,23032.2161,0.993356
4340.565,23038.4754,23032.1896,0.996137
4340.57,23038.4489,23032.163,0.997417
4340.575,23038.4223,23032.1365,0.997357
4340.58,23038.3958,23032.11,0.996185
4340.585,23038.3693,23032.0835,0.994195
4340.59,23038.3427,23032.0569,0.991706
4340.595,23038.3162,23032.0304,0.989051
4340.6,23038.2896,23032.0039,0.986543
4340.605,23038.2631,23031.9773,0.984468
4340.61,23038.2366,23031.9508,0.983046
4340.615,23038.21,23031.9243,0.982444
4340.62,23038.1835,23031.8977,0.982736
4340.625,23038.1569,23031.8712,0.983919
4340.63,23038.1304,23031.8447,0.985923
4340.635,23038.1039,23031.8181,0.988598
4340.64,23038.0773,23031.7916,0.991769
4340.645,23038.0508,23031.7651,0.995216
4340.65,23038.0243,23031.7386,0.99871
4340.655,23037.9977,23031.712,1.00205
4340.66,23037.9712,23031.6855,1.005036
4340.665,23037.9446,23031.659,1.007509
4340.67,23037.9181,23031.6324,1.009342
4340.675,23037.8916,23031.6059,1.010438
4340.68,23037.865,23031.5794,1.010749
4340.685,23037.8385,23031.5528,1.010265
4340.69,23037.812,23031.5263,1.009021
4340.695,23037.7854,23031.4998,1.007118
4340.7,23037.7589,23031.4733,1.004707
4340.705,23037.7323,23031.4467,1.002004
4340.71,23037.7058,23031.4202,0.999267
4340.715,23037.6793,23031.3937,0.996772
4340.72,23037.6527,23031.3671,0.994791
4340.725,23037.6262,23031.3406,0.993559
4340.73,23037.5997,23031.3141,0.993241
4340.735,23037.5731,23031.2875,0.993906
4340.74,23037.5466,23031.261,0.995526
4340.745,23037.5201,23031.2345,0.997979
4340.75,23037.4935,23031.208,1.001062
4340.755,23037.467,23031.1814,1.004523
4340.76,23037.4404,23031.1549,1.008096
4340.765,23037.4139,23031.1284,1.011526
4340.77,23037.3874,23031.1018,1.014606
4340.775,23037.3608,23031.0753,1.017176
4340.78,23037.3343,23031.0488,1.019132
4340.785,23037.3078,23031.0223,1.020431
4340.79,23037.2812,23030.9957,1.021046
4340.795,23037.2547,23030.9692,1.020976
4340.8,23037.2282,23030.9427,1.020222
4340.805,23037.2016,23030.9161,1.018776
4340.81,23037.1751,23030.8896,1.016637
4340.815,23037.1486,23030.8631,1.013818
4340.82,23037.122,23030.8366,1.01036
4340.825,23037.0955,23030.81,1.006365
4340.83,23037.0689,23030.7835,1.002001
4340.835,23037.0424,23030.757,0.997492
4340.84,23037.0159,23030.7304,0.993132
4340.845,23036.9893,23030.7039,0.989231
4340.85,23036.9628,23030.6774,0.986095
4340.855,23036.9363,23030.6509,0.983978
4340.86,23036.9097,23030.6243,0.983056
4340.865,23036.8832,23030.5978,0.983399
4340.87,23036.8567,23030.5713,0.984956
4340.875,23036.8301,23030.5448,0.987574
4340.88,23036.8036,23030.5182,0.991012
4340.885,23036.7771,23030.4917,0.994978
4340.89,23036.7505,23030.4652,0.999163
4340.895,23036.724,23030.4386,1.003272
4340.9,23036.6975,23030.4121,1.007058
4340.905,23036.6709,23030.3856,1.010342
4340.91,23036.6444,23030.3591,1.013023
4340.915,23036.6179,23030.3325,1.015067
4340.92,23036.5913,23030.306,1.0165
4340.925,23036.5648,23030.2795,1.017398
4340.93,23036.5383,23030.253,1.017853
4340.935,23036.5117,23030.2264,1.017964
4340.94,23036.4852,23030.1999,1.017806
4340.945,23036.4587,23030.1734,1.017434
4340.95,23036.4321,23030.1468,1.016869
4340.955,23036.4056,23030.1203,1.016106
4340.96,23036.379,23030.0938,1.01512
4340.965,23036.3525,23030.0673,1.013887
4340.97,23036.326,23030.0407,1.012398
4340.975,23036.2994,23030.0142,1.010662
4340.98,23036.2729,23029.9877,1.008724
4340.985,23036.2464,23029.9612,1.006658
4340.99,23036.2198,23029.9346,1.004568
4340.995,23036.1933,23029.9081,1.002564
4341.0,23036.1668,23029.8816,1.000758
4341.005,23036.1402,23029.8551,0.999228
4341.01,23036.1137,23029.8285,0.998035
4341.015,23036.0872,23029.802,0.997172
4341.02,23036.0606,23029.7755,0.996611
4341.025,23036.0341,23029.749,0.996271
4341.03,23036.0076,23029.7224,0.996051
4341.035,23035.9811,23029.6959,0.995836
4341.04,23035.9545,23029.6694,0.995533
4341.045,23035.928,23029.6429,0.995061
4341.05,23035.9015,23029.6163,0.994375
4341.055,23035.8749,23029.5898,0.993466
4341.06,23035.8484,23029.5633,0.992345
4341.065,23035.8219,23029.5368,0.991052
4341.07,23035.7953,23029.5102,0.989639
4341.075,23035.7688,23029.4837,0.988162
4341.08,23035.7423,23029.4572,0.986681
4341.085,23035.7157,23029.4306,0.985271
4341.09,23035.6892,23029.4041,0.984018
4341.095,23035.6627,23029.3776,0.983004
4341.1,23035.6361,23029.3511,0.982323
4341.105,23035.6096,23029.3246,0.982062
4341.11,23035.5831,23029.298,0.982287
4341.115,23035.5565,23029.2715,0.983029
4341.12,23035.53,23029.245,0.984286
4341.125,23035.5035,23029.2185,0.986
4341.13,23035.4769,23029.1919,0.988067
4341.135,23035.4504,23029.1654,0.990358
4341.14,23035.4239,23029.1389,0.992714
4341.145,23035.3973,23029.1124,0.994992
4341.15,23035.3708,23029.0858,0.997044
4341.155,23035.3443,23029.0593,0.998782
4341.16,23035.3177,23029.0328,1.000137
4341.165,23035.2912,23029.0063,1.001097
4341.17,23035.2647,23028.9797,1.001687
4341.175,23035.2382,23028.9532,1.001958
4341.18,23035.2116,23028.9267,1.001988
4341.185,23035.1851,23028.9002,1.001854
4341.19,23035.1586,23028.8736,1.001615
4341.195,23035.132,23028.8471,1.001324
4341.2,23035.1055,23028.8206,1.000999
4341.205,23035.079,23028.7941,1.000639
4341.21,23035.0524,23028.7675,1.000221
4341.215,23035.0259,23028.741,0.999717
4341.22,23034.9994,23028.7145,0.999097
4341.225,23034.9728,23028.688,0.998341
4341.23,23034.9463,23028.6615,0.997445
4341.235,23034.9198,23028.6349,0.996434
4341.24,23034.8933,23028.6084,0.995339
4341.245,23034.8667,23028.5819,0.994225
4341.25,23034.8402,23028.5554,0.993157
4341.255,23034.8137,23028.5288,0.992223
4341.26,23034.7871,23028.5023,0.991493
4341.265,23034.7606,23028.4758,0.99105
4341.27,23034.7341,23028.4493,0.990945
4341.275,23034.7075,23028.4227,0.991225
4341.28,23034.681,23028.3962,0.991895
4341.285,23034.6545,23028.3697,0.992953
4341.29,23034.628,23028.3432,0.994358
4341.295,23034.6014,23028.3167,0.996052
4341.3,23034.5749,23028.2901,0.997961
4341.305,23034.5484,23028.2636,1.000004
4341.31,23034.5218,23028.2371,1.002107
4341.315,23034.4953,23028.2106,1.004188
4341.32,23034.4688,23028.184,1.0062
4341.325,23034.4422,23028.1575,1.008091
4341.33,23034.4157,23028.131,1.009839
4341.335,23034.3892,23028.1045,1.011419
4341.34,23034.3627,23028.078,1.012805
4341.345,23034.3361,23028.0514,1.013969
4341.35,23034.3096,23028.0249,1.014861
4341.355,23034.2831,23027.9984,1.015411
4341.36,23034.2565,23027.9719,1.015548
4341.365,23034.23,23027.9453,1.015209
4341.37,23034.2035,23027.9188,1.014337
4341.375,23034.177,23027.8923,1.012922
4341.38,23034.1504,23027.8658,1.011008
4341.385,23034.1239,23027.8393,1.008691
4341.39,23034.0974,23027.8127,1.0061
4341.395,23034.0708,23027.7862,1.003417
4341.4,23034.0443,23027.7597,1.000833
4341.405,23034.0178,23027.7332,0.998526
4341.41,23033.9913,23027.7067,0.996655
4341.415,23033.9647,23027.6801,0.995323
4341.42,23033.9382,23027.6536,0.994582
4341.425,23033.9117,23027.6271,0.994435
4341.43,23033.8851,23027.6006,0.994817
4341.435,23033.8586,23027.5741,0.995634
4341.44,23033.8321,23027.5475,0.996761
4341.445,23033.8056,23027.521,0.998057
4341.45,23033.779,23027.4945,0.999405
4341.455,23033.7525,23027.468,1.000708
4341.46,23033.726,23027.4414,1.001916
4341.465,23033.6995,23027.4149,1.003035
4341.47,23033.6729,23027.3884,1.004116
4341.475,23033.6464,23027.3619,1.00526
4341.48,23033.6199,23027.3354,1.006575
4341.485,23033.5933,23027.3088,1.008178
4341.49,23033.5668,23027.2823,1.010147
4341.495,23033.5403,23027.2558,1.012519
4341.5,23033.5138,23027.2293,1.015252
4341.505,23033.4872,23027.2028,1.018243
4341.51,23033.4607,23027.1762,1.021311
4341.515,23033.4342,23027.1497,1.024249
