wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,solar,atmospheric,total
4357.21729,22950.4276,22944.1658,0.91222,0.74644,0.67111
4357.22656,22950.3788,22944.1169,0.9263,0.66402,0.59855
4357.23584,22950.3299,22944.0681,0.94038,0.53354,0.47997
4357.24561,22950.2784,22944.0166,0.95446,0.4422,0.39866
4357.25488,22950.2296,22943.9678,0.96854,0.49344,0.45519
4357.26465,22950.1782,22943.9164,0.98262,0.62462,0.59316
4357.27393,22950.1293,22943.8675,0.9967,0.71269,0.69288
4357.28369,22950.0779,22943.8161,0.98606,0.77155,0.74611
4357.29297,22950.029,22943.7672,0.99519,0.81081,0.79437
4357.30225,22949.9801,22943.7184,1.0006,0.8371,0.82722
4357.31201,22949.9287,22943.667,0.99056,0.85441,0.83736
4357.32129,22949.8798,22943.6181,0.99273,0.86239,0.8472
4357.33105,22949.8284,22943.5667,0.9956,0.8665,0.85395
4357.34033,22949.7796,22943.5179,0.98086,0.86842,0.8439
4357.34961,22949.7307,22943.469,0.96954,0.86093,0.82659
4357.35938,22949.6792,22943.4176,0.96433,0.84571,0.80514
4357.36865,22949.6304,22943.3688,0.94948,0.82765,0.77162
4357.37842,22949.5789,22943.3173,0.94285,0.79734,0.73218
4357.3877,22949.5301,22943.2684,0.95452,0.75272,0.6921
4357.39697,22949.4812,22943.2196,0.9598,0.7161,0.65477
4357.40674,22949.4298,22943.1682,0.97205,0.69688,0.64224
4357.41602,22949.3809,22943.1193,0.9843,0.70462,0.66049
4357.42578,22949.3295,22943.0679,0.99379,0.70948,0.67685
4357.43506,22949.2806,22943.0191,0.98689,0.70677,0.67306
4357.44434,22949.2318,22942.9702,0.98797,0.68776,0.65643
4357.4541,22949.1803,22942.9188,0.98905,0.64496,0.6157
4357.46338,22949.1315,22942.87,0.99012,0.57088,0.54334
4357.47314,22949.0801,22942.8186,0.9912,0.48687,0.45892
4357.48242,22949.0312,22942.7697,0.99228,0.38074,0.35349
4357.49219,22948.9797,22942.7183,0.99336,0.23213,0.21042
4357.50146,22948.9309,22942.6695,0.99443,0.12342,0.10696
4357.51074,22948.882,22942.6206,0.99551,0.16628,0.14866
4357.52051,22948.8306,22942.5692,0.99659,0.32468,0.30312
4357.52979,22948.7817,22942.5203,0.99767,0.47047,0.44832
4357.53955,22948.7303,22942.4689,0.99874,0.56376,0.54398
4357.54883,22948.6814,22942.4201,0.99982,0.64002,0.62309
4357.55811,22948.6326,22942.3712,1.0009,0.70509,0.69062
4357.56787,22948.5812,22942.3198,0.99504,0.75537,0.73737
4357.57715,22948.5323,22942.271,0.99609,0.79285,0.77656
4357.58691,22948.4809,22942.2196,1.0016,0.82102,0.81152
4357.59619,22948.432,22942.1707,0.99628,0.84364,0.83151
4357.60547,22948.3832,22942.1219,0.99337,0.85788,0.84343
4357.61523,22948.3318,22942.0705,0.9974,0.86991,0.85963
4357.62451,22948.2829,22942.0216,0.99609,0.8869,0.87703
4357.63428,22948.2314,22941.9702,0.99314,0.90262,0.89096
4357.64355,22948.1826,22941.9214,0.9939,0.91242,0.90208
4357.65283,22948.1338,22941.8725,0.99241,0.92001,0.90909
4357.6626,22948.0823,22941.8211,0.99081,0.92501,0.91228
4357.67188,22948.0334,22941.7722,0.99336,0.92566,0.9147
4357.68164,22947.982,22941.7208,0.9947,0.9268,0.91762
4357.69092,22947.9332,22941.672,0.99453,0.93121,0.92207
4357.70068,22947.8818,22941.6206,0.99633,0.93507,0.92699
4357.70996,22947.8329,22941.5718,0.99567,0.93569,0.92753
4357.71924,22947.784,22941.5229,0.9927,0.9331,0.9233
4357.729,22947.7326,22941.4715,0.99389,0.92837,0.91893
4357.73828,22947.6838,22941.4227,0.99632,0.92597,0.91711
4357.74805,22947.6323,22941.3712,0.99476,0.92847,0.91815
4357.75732,22947.5835,22941.3224,0.99256,0.9284,0.91709
4357.7666,22947.5346,22941.2736,0.99195,0.9191,0.90737
4357.77637,22947.4832,22941.2221,0.9916,0.91027,0.89767
4357.78564,22947.4344,22941.1733,0.99138,0.91227,0.89944
4357.79541,22947.3829,22941.1219,0.98863,0.91155,0.8967
4357.80469,22947.3341,22941.073,0.97916,0.89424,0.87198
4357.81396,22947.2852,22941.0242,0.9656,0.87768,0.84591
4357.82373,22947.2338,22940.9728,0.94872,0.88633,0.84181
4357.83301,22947.1849,22940.924,0.92948,0.90849,0.84574
4357.84277,22947.1335,22940.8726,0.91259,0.92465,0.84272
4357.85205,22947.0847,22940.8237,0.90736,0.93703,0.84577
4357.86133,22947.0358,22940.7749,0.91818,0.9498,0.86478
4357.87109,22946.9844,22940.7235,0.93816,0.95897,0.89077
4357.88037,22946.9356,22940.6746,0.95856,0.96381,0.91557
4357.89014,22946.8841,22940.6232,0.97552,0.96648,0.93642
4357.89941,22946.8353,22940.5744,0.98722,0.96795,0.95021
4357.90918,22946.7839,22940.523,0.99268,0.96974,0.95767
4357.91846,22946.735,22940.4741,0.99347,0.97229,0.96233
4357.92773,22946.6862,22940.4253,0.99257,0.97377,0.96466
4357.9375,22946.6347,22940.3739,0.99094,0.97352,0.96348
4357.94678,22946.5859,22940.3251,0.9869,0.97228,0.95843
4357.95654,22946.5345,22940.2737,0.97879,0.97031,0.9495
4357.96582,22946.4856,22940.2248,0.96656,0.96755,0.9362
4357.9751,22946.4368,22940.176,0.95276,0.96339,0.91862
4357.98486,22946.3854,22940.1246,0.943,0.95797,0.90118
4357.99414,22946.3365,22940.0758,0.94214,0.95132,0.88928
4358.00391,22946.2851,22940.0243,0.94964,0.94207,0.88293
4358.01318,22946.2362,22939.9755,0.96152,0.93391,0.88408
4358.02246,22946.1874,22939.9267,0.97363,0.9337,0.89637
4358.03223,22946.1359,22939.8753,0.98301,0.9364,0.91026
4358.0415,22946.0871,22939.8265,0.98911,0.93399,0.91506
4358.05127,22946.0357,22939.775,0.99339,0.9302,0.91629
4358.06055,22945.9868,22939.7262,0.99529,0.92151,0.91015
4358.06982,22945.938,22939.6774,0.99502,0.89516,0.88265
4358.07959,22945.8866,22939.626,0.99612,0.86951,0.85651
4358.08887,22945.8377,22939.5771,0.99528,0.88177,0.86895
4358.09863,22945.7863,22939.5257,0.99531,0.91377,0.90325
4358.10791,22945.7375,22939.4769,0.99635,0.92919,0.92064
4358.11768,22945.686,22939.4255,0.99612,0.93149,0.92297
4358.12695,22945.6372,22939.3767,0.99499,0.92936,0.92009
4358.13623,22945.5884,22939.3278,0.99348,0.91544,0.90435
4358.146,22945.5369,22939.2764,0.99384,0.90149,0.89026
4358.15527,22945.4881,22939.2276,0.99456,0.9118,0.90176
4358.16504,22945.4367,22939.1762,0.99491,0.93461,0.92562
4358.17432,22945.3878,22939.1273,0.99429,0.947,0.93798
4358.18359,22945.339,22939.0786,0.99348,0.95028,0.94109
4358.19336,22945.2876,22939.0271,0.99448,0.95148,0.9429
4358.20264,22945.2387,22938.9783,0.99672,0.94991,0.94231
4358.2124,22945.1873,22938.9269,0.99729,0.94561,0.93863
4358.22168,22945.1385,22938.8781,0.99548,0.93966,0.93187
4358.23096,22945.0896,22938.8292,0.99532,0.93275,0.92445
4358.24072,22945.0382,22938.7779,0.99714,0.92755,0.91991
4358.25,22944.9894,22938.729,0.99557,0.92317,0.91394
4358.25977,22944.938,22938.6776,0.99285,0.91495,0.90316
4358.26904,22944.8891,22938.6288,0.99506,0.89826,0.88719
4358.27832,22944.8403,22938.58,0.99659,0.86612,0.85441
4358.28809,22944.7889,22938.5285,0.99401,0.825,0.81002
4358.29736,22944.7401,22938.4797,0.99113,0.81396,0.79709
4358.30713,22944.6886,22938.4283,0.99174,0.84213,0.82673
4358.31641,22944.6398,22938.3795,0.9939,0.85576,0.84237
4358.32617,22944.5884,22938.3281,0.99078,0.83295,0.81635
4358.33545,22944.5395,22938.2793,0.99002,0.81687,0.79991
4358.34473,22944.4907,22938.2304,0.98709,0.84668,0.8293
4358.35449,22944.4393,22938.1791,0.9809,0.89126,0.87165
4358.36377,22944.3904,22938.1302,0.96779,0.91898,0.89044
4358.37354,22944.339,22938.0788,0.94896,0.93297,0.88877
4358.38281,22944.2902,22938.03,0.92861,0.94372,0.88011
4358.39209,22944.2413,22937.9812,0.91351,0.95,0.86918
4358.40186,22944.1899,22937.9298,0.91133,0.94853,0.86139
4358.41113,22944.1411,22937.881,0.92098,0.94616,0.8646
4358.4209,22944.0897,22937.8296,0.93733,0.94979,0.88171
4358.43018,22944.0408,22937.7807,0.95858,0.95616,0.90769
4358.43945,22943.992,22937.7319,0.97835,0.96105,0.93242
4358.44922,22943.9406,22937.6805,0.98776,0.96494,0.94751
4358.4585,22943.8917,22937.6317,0.98906,0.96685,0.95245
4358.46826,22943.8404,22937.5803,0.98948,0.96597,0.95286
4358.47754,22943.7915,22937.5315,0.98773,0.96406,0.95034
4358.48682,22943.7427,22937.4826,0.9804,0.95863,0.93932
4358.49658,22943.6913,22937.4313,0.96989,0.94865,0.92062
4358.50586,22943.6424,22937.3824,0.95771,0.94494,0.90615
4358.51562,22943.5911,22937.3311,0.94444,0.95373,0.9015
4358.5249,22943.5422,22937.2822,0.93662,0.96382,0.90115
4358.53467,22943.4908,22937.2308,0.93944,0.96777,0.90454
4358.54395,22943.4419,22937.182,0.95028,0.96929,0.91472
4358.55322,22943.3931,22937.1332,0.96336,0.96876,0.92662
4358.56299,22943.3417,22937.0818,0.97535,0.96538,0.93546
4358.57227,22943.2929,22937.0329,0.98469,0.9609,0.94089
4358.58203,22943.2415,22936.9816,0.98982,0.95132,0.93683
4358.59131,22943.1926,22936.9327,0.99099,0.93715,0.9241
4358.60059,22943.1438,22936.8839,0.99007,0.93555,0.9225
4358.61035,22943.0924,22936.8325,0.98992,0.95234,0.94042
4358.61963,22943.0436,22936.7837,0.99152,0.96736,0.95763
4358.62939,22942.9922,22936.7323,0.99162,0.97073,0.96101
4358.63867,22942.9433,22936.6835,0.99025,0.97251,0.96136
4358.64795,22942.8945,22936.6347,0.98926,0.97725,0.96515
4358.65771,22942.8431,22936.5833,0.98863,0.97991,0.96729
4358.66699,22942.7943,22936.5345,0.98823,0.98089,0.96839
4358.67676,22942.7428,22936.4831,0.98808,0.98257,0.9704
4358.68604,22942.694,22936.4342,0.98713,0.98282,0.96927
4358.69531,22942.6452,22936.3855,0.98535,0.98157,0.96567
4358.70508,22942.5938,22936.334,0.9841,0.98156,0.96483
4358.71436,22942.5449,22936.2852,0.98353,0.98282,0.9658
4358.72412,22942.4935,22936.2339,0.98275,0.98455,0.96582
4358.7334,22942.4447,22936.185,0.98177,0.98661,0.96644
4358.74316,22942.3933,22936.1337,0.98166,0.98774,0.96836
4358.75244,22942.3445,22936.0848,0.98313,0.9876,0.96993
4358.76172,22942.2956,22936.036,0.98489,0.98729,0.97032
4358.77148,22942.2443,22935.9846,0.98536,0.98656,0.96977
4358.78076,22942.1954,22935.9358,0.98551,0.98554,0.96981
4358.79053,22942.144,22935.8844,0.98628,0.98472,0.97012
4358.7998,22942.0952,22935.8356,0.98621,0.98204,0.96683
4358.80908,22942.0464,22935.7868,0.98497,0.97738,0.96073
4358.81885,22941.9949,22935.7354,0.98263,0.97546,0.95762
4358.82812,22941.9461,22935.6866,0.97579,0.9775,0.95527
4358.83789,22941.8947,22935.6352,0.96194,0.97929,0.94585
4358.84717,22941.8459,22935.5864,0.94358,0.97862,0.92853
4358.85645,22941.797,22935.5375,0.92471,0.9745,0.90599
4358.86621,22941.7457,22935.4862,0.91047,0.96738,0.88314
4358.87549,22941.6968,22935.4373,0.90761,0.96441,0.87303
4358.88525,22941.6455,22935.386,0.91745,0.96859,0.88218
4358.89453,22941.5966,22935.3372,0.93364,0.97135,0.89927
4358.90381,22941.5478,22935.2883,0.94959,0.9698,0.91451
4358.91357,22941.4964,22935.237,0.96112,0.96852,0.92625
4358.92285,22941.4476,22935.1882,0.96539,0.96425,0.9279
4358.93262,22941.3961,22935.1367,0.96419,0.95423,0.9184
4358.94189,22941.3474,22935.088,0.9599,0.94728,0.90869
4358.95166,22941.2959,22935.0366,0.9503,0.94611,0.89958
4358.96094,22941.2471,22934.9877,0.93615,0.94258,0.8836
4358.97021,22941.1983,22934.939,0.92227,0.93455,0.86248
4358.97998,22941.1469,22934.8876,0.90985,0.9178,0.83313
4358.98926,22941.098,22934.8387,0.90187,0.88613,0.79362
4358.99902,22941.0467,22934.7874,0.90321,0.86449,0.77312
4359.0083,22940.9978,22934.7386,0.90577,0.8832,0.7937
4359.01758,22940.949,22934.6897,0.90405,0.91347,0.82268
4359.02734,22940.8976,22934.6384,0.89871,0.92279,0.82759
4359.03662,22940.8488,22934.5895,0.89798,0.92039,0.82376
4359.04639,22940.7974,22934.5381,0.90223,0.92077,0.82594
4359.05566,22940.7486,22934.4894,0.90732,0.92066,0.82827
4359.06494,22940.6998,22934.4405,0.91808,0.91789,0.83394
4359.07471,22940.6483,22934.3891,0.93348,0.90684,0.83646
4359.08398,22940.5996,22934.3404,0.94432,0.87962,0.81923
4359.09375,22940.5481,22934.289,0.95415,0.85695,0.80619
4359.10303,22940.4993,22934.2401,0.96644,0.86715,0.82868
4359.1123,22940.4505,22934.1914,0.97537,0.8891,0.85969
4359.12207,22940.3991,22934.14,0.97718,0.89692,0.86899
4359.13135,22940.3503,22934.0911,0.98212,0.89889,0.8752
4359.14111,22940.2989,22934.0398,0.98909,0.90359,0.88644
4359.15039,22940.2501,22933.991,0.98813,0.90546,0.88769
4359.16016,22940.1986,22933.9396,0.98748,0.90722,0.88978
4359.16943,22940.1499,22933.8908,0.99162,0.91189,0.89949
4359.17871,22940.101,22933.842,0.98908,0.90877,0.89395
4359.18848,22940.0496,22933.7906,0.98544,0.8948,0.87582
4359.19775,22940.0008,22933.7418,0.99001,0.88468,0.8696
4359.20752,22939.9494,22933.6904,0.98967,0.88515,0.86977
4359.2168,22939.9006,22933.6416,0.98344,0.88704,0.86645
4359.22607,22939.8518,22933.5928,0.98012,0.88576,0.86411
4359.23584,22939.8004,22933.5414,0.96543,0.8814,0.84901
4359.24512,22939.7516,22933.4926,0.94019,0.86763,0.81413
4359.25488,22939.7002,22933.4413,0.92863,0.84116,0.77817
4359.26416,22939.6514,22933.3924,0.91795,0.80731,0.73456
4359.27344,22939.6025,22933.3436,0.90304,0.75847,0.67183
4359.2832,22939.5512,22933.2923,0.9132,0.6938,0.61378
4359.29248,22939.5023,22933.2434,0.92335,0.61076,0.54099
4359.30225,22939.4509,22933.1921,0.93351,0.46197,0.40786
4359.31152,22939.4021,22933.1433,0.94367,0.34638,0.30402
4359.3208,22939.3533,22933.0945,0.95383,0.40916,0.36965
4359.33057,22939.3019,22933.0431,0.96398,0.58185,0.5445
4359.33984,22939.2531,22932.9943,0.97414,0.69026,0.6606
4359.34961,22939.2017,22932.9429,0.93279,0.76235,0.70239
4359.35889,22939.1529,22932.8941,0.9321,0.8058,0.74256
4359.36865,22939.1015,22932.8427,0.94496,0.83599,0.77905
4359.37793,22939.0527,22932.7939,0.94162,0.86309,0.80013
4359.38721,22939.0039,22932.7451,0.95662,0.88077,0.83133
4359.39697,22938.9525,22932.6938,0.9778,0.89004,0.86108
4359.40625,22938.9037,22932.6449,0.97885,0.89609,0.86866
4359.41602,22938.8523,22932.5936,0.98439,0.896,0.87424
4359.42529,22938.8035,22932.5448,0.99455,0.89024,0.8787
4359.43457,22938.7546,22932.496,0.98716,0.88336,0.86528
4359.44434,22938.7032,22932.4446,0.98539,0.87391,0.85368
4359.45361,22938.6545,22932.3958,0.99498,0.85806,0.84572
4359.46338,22938.6031,22932.3444,0.98754,0.83119,0.81095
4359.47266,22938.5542,22932.2956,0.98592,0.78944,0.76529
4359.48193,22938.5054,22932.2468,0.99888,0.73443,0.71822
4359.4917,22938.454,22932.1954,0.99836,0.63632,0.61809
4359.50098,22938.4052,22932.1466,0.99783,0.52385,0.5036
4359.51074,22938.3539,22932.0953,0.99731,0.5337,0.51342
4359.52002,22938.305,22932.0465,0.99678,0.65245,0.6345
4359.5293,22938.2562,22931.9977,0.99626,0.72907,0.71313
4359.53906,22938.2048,22931.9463,0.97651,0.75179,0.72249
4359.54834,22938.156,22931.8975,0.97536,0.75124,0.72247
4359.55811,22938.1046,22931.8461,0.96228,0.71539,0.67754
4359.56738,22938.0558,22931.7974,0.94441,0.63346,0.58516
4359.57715,22938.0044,22931.746,0.92653,0.62435,0.5656
4359.58643,22937.9556,22931.6971,0.90866,0.72414,0.6471
4359.5957,22937.9068,22931.6484,0.92189,0.79526,0.7218
4359.60547,22937.8554,22931.597,0.92609,0.82831,0.75428
4359.61475,22937.8066,22931.5482,0.94205,0.84486,0.78425
4359.62451,22937.7553,22931.4968,0.95512,0.84932,0.80233
4359.63379,22937.7064,22931.448,0.94965,0.84898,0.79986
4359.64307,22937.6576,22931.3992,0.94173,0.85152,0.79736
4359.65283,22937.6062,22931.3479,0.93206,0.83424,0.77215
4359.66211,22937.5574,22931.2991,0.92357,0.78794,0.71835
4359.67188,22937.506,22931.2477,0.92976,0.77639,0.70965
4359.68115,22937.4572,22931.1989,0.9443,0.83146,0.77371
4359.69043,22937.4084,22931.1501,0.96133,0.88492,0.84163
4359.7002,22937.357,22931.0987,0.97026,0.91077,0.87681
4359.70947,22937.3083,22931.05,0.98063,0.92605,0.90292
4359.71924,22937.2568,22930.9986,0.98874,0.93847,0.92347
4359.72852,22937.208,22930.9498,0.98846,0.94558,0.93082
4359.73779,22937.1593,22930.901,0.9877,0.9505,0.93607
4359.74756,22937.1079,22930.8496,0.98898,0.95257,0.93968
4359.75684,22937.059,22930.8008,0.98944,0.94923,0.93595
4359.7666,22937.0077,22930.7495,0.99016,0.94794,0.93512
4359.77588,22936.9589,22930.7007,0.98797,0.95398,0.94026
4359.78564,22936.9075,22930.6493,0.97988,0.96094,0.94125
4359.79492,22936.8587,22930.6005,0.9692,0.9636,0.93558
4359.8042,22936.8099,22930.5517,0.95459,0.96326,0.92303
4359.81396,22936.7585,22930.5004,0.9338,0.96237,0.9028
4359.82324,22936.7097,22930.4516,0.91632,0.96056,0.88283
4359.83301,22936.6583,22930.4002,0.91039,0.95391,0.86765
4359.84229,22936.6095,22930.3514,0.91253,0.9428,0.85634
4359.85156,22936.5607,22930.3026,0.91789,0.93266,0.85153
4359.86133,22936.5093,22930.2512,0.92182,0.91573,0.84039
4359.87061,22936.4605,22930.2024,0.92107,0.87986,0.80552
4359.88037,22936.4091,22930.1511,0.92132,0.84988,0.77531
4359.88965,22936.3603,22930.1023,0.92582,0.86775,0.79392
4359.89893,22936.3115,22930.0535,0.93978,0.90928,0.84487
4359.90869,22936.2602,22930.0022,0.95499,0.93393,0.88301
4359.91797,22936.2113,22929.9534,0.96725,0.94484,0.90671
4359.92773,22936.16,22929.902,0.97962,0.9557,0.93091
4359.93701,22936.1112,22929.8532,0.98543,0.9644,0.94703
4359.94629,22936.0624,22929.8044,0.98181,0.96914,0.95122
4359.95605,22936.011,22929.7531,0.97493,0.97365,0.95215
4359.96533,22935.9622,22929.7043,0.96313,0.97656,0.94511
4359.9751,22935.9108,22929.6529,0.94263,0.97672,0.92606
4359.98438,22935.862,22929.6041,0.9209,0.97776,0.90638
4359.99414,22935.8106,22929.5528,0.90404,0.97898,0.88988
4360.00342,22935.7618,22929.504,0.89191,0.97715,0.87383
4360.0127,22935.713,22929.4552,0.88859,0.97408,0.8656
4360.02246,22935.6617,22929.4038,0.89413,0.97092,0.86592
4360.03174,22935.6128,22929.355,0.90078,0.96681,0.86661
4360.0415,22935.5615,22929.3037,0.90812,0.96508,0.87252
4360.05078,22935.5127,22929.2549,0.91493,0.96687,0.88371
4360.06006,22935.4639,22929.2061,0.9089,0.96691,0.88129
4360.06982,22935.4125,22929.1548,0.89106,0.96384,0.86378
4360.0791,22935.3637,22929.106,0.87725,0.96055,0.84719
4360.08887,22935.3123,22929.0546,0.87012,0.95481,0.83039
4360.09814,22935.2636,22929.0058,0.87146,0.9443,0.81616
4360.10742,22935.2147,22928.957,0.89286,0.9318,0.8218
4360.11719,22935.1634,22928.9057,0.92458,0.91615,0.83527
4360.12646,22935.1146,22928.8569,0.94864,0.89618,0.83671
4360.13623,22935.0632,22928.8055,0.97185,0.8766,0.83877
4360.14551,22935.0144,22928.7567,0.98849,0.84563,0.82435
4360.15479,22934.9656,22928.7079,0.98153,0.7763,0.7491
4360.16455,22934.9142,22928.6566,0.98338,0.69379,0.66618
4360.17383,22934.8654,22928.6078,0.98524,0.70601,0.67986
4360.18359,22934.8141,22928.5565,0.99319,0.78138,0.76412
4360.19287,22934.7653,22928.5077,1.0011,0.8266,0.81794
4360.20264,22934.7139,22928.4563,0.99588,0.8535,0.84113
4360.21191,22934.6651,22928.4076,0.99636,0.89049,0.88067
4360.22119,22934.6163,22928.3588,0.99755,0.92339,0.91753
4360.23096,22934.5649,22928.3074,0.99279,0.93928,0.92985
4360.24023,22934.5162,22928.2586,0.99399,0.94862,0.94002
4360.25,22934.4648,22928.2073,0.99739,0.95812,0.95312
4360.25928,22934.416,22928.1585,0.9942,0.96421,0.95645
4360.26855,22934.3672,22928.1097,0.99246,0.9683,0.95883
4360.27832,22934.3158,22928.0583,0.99461,0.97225,0.9654
4360.2876,22934.267,22928.0095,0.9941,0.97333,0.96645
4360.29736,22934.2157,22927.9582,0.99309,0.973,0.96494
4360.30664,22934.1669,22927.9094,0.99377,0.97324,0.96586
4360.31592,22934.118,22927.8606,0.99348,0.97124,0.96343
4360.32568,22934.0667,22927.8093,0.99384,0.96926,0.96094
4360.33496,22934.0179,22927.7605,0.99457,0.97158,0.96404
4360.34473,22933.9665,22927.7091,0.99309,0.97241,0.9644
4360.354,22933.9178,22927.6604,0.99321,0.96903,0.96051
4360.36328,22933.8689,22927.6116,0.99542,0.97102,0.96361
4360.37305,22933.8176,22927.5602,0.99447,0.97964,0.97259
4360.38232,22933.7688,22927.5115,0.99331,0.98421,0.97732
4360.39209,22933.7174,22927.4601,0.99546,0.98425,0.97841
4360.40137,22933.6686,22927.4113,0.9946,0.98709,0.97976
4360.41113,22933.6173,22927.36,0.99022,0.9907,0.98024
4360.42041,22933.5685,22927.3112,0.98986,0.99094,0.9807
4360.42969,22933.5197,22927.2624,0.99154,0.99105,0.98207
4360.43945,22933.4683,22927.2111,0.98989,0.9921,0.98168
4360.44873,22933.4195,22927.1623,0.98861,0.99158,0.98023
4360.4585,22933.3681,22927.1109,0.98958,0.99075,0.98007
4360.46777,22933.3194,22927.0622,0.98893,0.99034,0.97868
4360.47705,22933.2706,22927.0134,0.98733,0.98886,0.97549
4360.48682,22933.2192,22926.962,0.98702,0.9876,0.97429
4360.49609,22933.1704,22926.9133,0.98613,0.98609,0.97279
4360.50586,22933.119,22926.8619,0.98481,0.98127,0.96651
4360.51514,22933.0702,22926.8131,0.98484,0.97578,0.95949
4360.52441,22933.0215,22926.7644,0.98446,0.97031,0.9526
4360.53418,22932.9701,22926.713,0.98317,0.95699,0.93792
4360.54346,22932.9213,22926.6642,0.98408,0.94005,0.92148
4360.55322,22932.87,22926.6129,0.9864,0.93904,0.92245
4360.5625,22932.8212,22926.5641,0.98835,0.95226,0.93817
4360.57178,22932.7724,22926.5153,0.98993,0.95894,0.94666
4360.58154,22932.721,22926.464,0.99081,0.95756,0.94571
4360.59082,22932.6722,22926.4152,0.99161,0.96162,0.95058
4360.60059,22932.6208,22926.3638,0.99243,0.97146,0.96191
4360.60986,22932.5721,22926.3151,0.99257,0.97806,0.96927
4360.61963,22932.5207,22926.2637,0.99296,0.98,0.97181
4360.62891,22932.4719,22926.2149,0.99396,0.98146,0.97405
4360.63818,22932.4232,22926.1662,0.99335,0.98466,0.97658
4360.64795,22932.3718,22926.1148,0.99205,0.98776,0.97881
4360.65723,22932.323,22926.0661,0.99342,0.98788,0.98034
4360.66699,22932.2717,22926.0147,0.99561,0.98661,0.98066
4360.67627,22932.2228,22925.966,0.99503,0.98679,0.98018
4360.68555,22932.174,22925.9172,0.99384,0.98605,0.97887
4360.69531,22932.1227,22925.8659,0.99462,0.983,0.97661
4360.70459,22932.0739,22925.8171,0.99525,0.98018,0.97365
4360.71436,22932.0225,22925.7657,0.99474,0.97518,0.96746
4360.72363,22931.9738,22925.717,0.99518,0.96581,0.95828
4360.73291,22931.925,22925.6682,0.99644,0.96151,0.95529
4360.74268,22931.8736,22925.6168,0.99679,0.96867,0.96293
4360.75195,22931.8249,22925.5681,0.99654,0.97768,0.97171
4360.76172,22931.7735,22925.5167,0.99584,0.9816,0.97513
4360.771,22931.7247,22925.4679,0.9953,0.98403,0.97749
4360.78027,22931.6759,22925.4192,0.99577,0.98562,0.97962
4360.79004,22931.6246,22925.3678,0.99635,0.98467,0.97906
4360.79932,22931.5758,22925.319,0.99618,0.98484,0.9793
4360.80908,22931.5244,22925.2677,0.99566,0.98734,0.9815
4360.81836,22931.4756,22925.2189,0.99458,0.98796,0.9809
4360.82812,22931.4243,22925.1676,0.99328,0.98672,0.97876
4360.8374,22931.3755,22925.1189,0.99385,0.98582,0.97915
4360.84668,22931.3267,22925.0701,0.99574,0.98365,0.97843
4360.85645,22931.2753,22925.0187,0.99568,0.98019,0.97396
4360.86572,22931.2266,22924.97,0.99368,0.97887,0.97107
4360.87549,22931.1752,22924.9186,0.99274,0.98018,0.9725
4360.88477,22931.1264,22924.8698,0.99336,0.98203,0.97473
4360.89404,22931.0777,22924.8211,0.99381,0.98278,0.97478
4360.90381,22931.0263,22924.7697,0.99365,0.9818,0.97323
4360.91309,22930.9775,22924.721,0.99356,0.98167,0.97374
4360.92285,22930.9262,22924.6696,0.99342,0.98477,0.97771
4360.93213,22930.8774,22924.6209,0.99266,0.98741,0.97979
4360.94141,22930.8286,22924.5721,0.99149,0.98708,0.97767
4360.95117,22930.7773,22924.5208,0.99052,0.98711,0.97635
4360.96045,22930.7285,22924.472,0.98949,0.98734,0.97567
4360.97021,22930.6772,22924.4207,0.98933,0.98457,0.97257
4360.97949,22930.6284,22924.3719,0.99188,0.98111,0.97118
4360.98877,22930.5796,22924.3231,0.9946,0.97838,0.97103
4360.99854,22930.5282,22924.2718,0.99393,0.97343,0.96543
4361.00781,22930.4795,22924.223,0.99286,0.96776,0.95864
4361.01758,22930.4281,22924.1717,0.99403,0.96149,0.95332
4361.02686,22930.3793,22924.1229,0.99418,0.94809,0.93927
4361.03662,22930.328,22924.0716,0.99389,0.93031,0.92003
4361.0459,22930.2792,22924.0228,0.99481,0.91388,0.90344
4361.05518,22930.2304,22923.974,0.99211,0.88291,0.86841
4361.06494,22930.1791,22923.9227,0.99015,0.83132,0.81316
4361.07422,22930.1303,22923.8739,0.9923,0.811,0.79485
4361.08398,22930.079,22923.8226,0.99149,0.85504,0.84097
4361.09326,22930.0302,22923.7739,0.99505,0.90569,0.89675
4361.10254,22929.9814,22923.7251,0.99383,0.93052,0.92041
4361.1123,22929.9301,22923.6738,0.99251,0.94421,0.93302
4361.12158,22929.8813,22923.625,0.99551,0.95684,0.94943
4361.13135,22929.8299,22923.5736,0.99539,0.96511,0.95817
4361.14062,22929.7812,22923.5249,0.99261,0.97128,0.96212
4361.1499,22929.7324,22923.4761,0.99336,0.97679,0.96867
4361.15967,22929.681,22923.4248,0.99492,0.97843,0.97126
4361.16895,22929.6322,22923.376,0.99385,0.97939,0.97078
4361.17871,22929.5809,22923.3247,0.99266,0.9836,0.9747
4361.18799,22929.5321,22923.2759,0.99176,0.98743,0.97861
4361.19727,22929.4833,22923.2272,0.98993,0.98914,0.97854
4361.20703,22929.432,22923.1759,0.98975,0.99064,0.9795
4361.21631,22929.3832,22923.1271,0.99182,0.99088,0.98145
4361.22607,22929.3319,22923.0758,0.99227,0.99011,0.98105
4361.23535,22929.2831,22923.027,0.99046,0.99126,0.98075
4361.24512,22929.2317,22922.9756,0.98995,0.99271,0.98182
