wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,solar,atmospheric,total
4283.78857,23343.8225,23337.4535,0.99658,0.96125,0.95692
4283.79785,23343.7719,23337.403,0.99881,0.96252,0.95868
4283.80762,23343.7187,23337.3498,1.0001,0.96672,0.96341
4283.81689,23343.6682,23337.2993,0.99782,0.97064,0.96614
4283.82666,23343.6149,23337.246,0.99747,0.97253,0.9686
4283.83594,23343.5644,23337.1955,0.99885,0.97226,0.96915
4283.84521,23343.5139,23337.145,0.99884,0.97051,0.96611
4283.85498,23343.4606,23337.0917,0.99863,0.96942,0.96437
4283.86426,23343.41,23337.0412,0.99804,0.96795,0.96325
4283.87402,23343.3569,23336.988,0.99714,0.96317,0.95837
4283.8833,23343.3063,23336.9375,0.99848,0.95525,0.95097
4283.89307,23343.2531,23336.8842,0.9997,0.94249,0.93805
4283.90234,23343.2025,23336.8337,0.99838,0.92447,0.91839
4283.91162,23343.152,23336.7832,0.99806,0.91618,0.9101
4283.92139,23343.0987,23336.73,0.99947,0.93017,0.92591
4283.93066,23343.0482,23336.6795,1.0002,0.94968,0.94678
4283.94043,23342.995,23336.6263,0.99907,0.95767,0.95419
4283.94971,23342.9444,23336.5757,0.99879,0.95971,0.95622
4283.95898,23342.8939,23336.5252,0.99921,0.96215,0.95903
4283.96875,23342.8407,23336.472,0.99866,0.95836,0.95409
4283.97803,23342.7901,23336.4214,0.99832,0.94931,0.94428
4283.98779,23342.7369,23336.3683,0.99802,0.94843,0.94385
4283.99707,23342.6864,23336.3177,0.99685,0.95831,0.95341
4284.00635,23342.6358,23336.2672,0.99665,0.96813,0.96283
4284.01611,23342.5826,23336.214,0.99765,0.97314,0.96881
4284.02539,23342.5321,23336.1634,0.99769,0.97659,0.97305
4284.03516,23342.4788,23336.1102,0.99648,0.97995,0.97557
4284.04443,23342.4283,23336.0597,0.99589,0.98209,0.97712
4284.05371,23342.3777,23336.0092,0.99628,0.98317,0.97889
4284.06348,23342.3245,23335.956,0.99629,0.98403,0.97987
4284.07275,23342.274,23335.9055,0.99565,0.9844,0.9795
4284.08252,23342.2208,23335.8522,0.99551,0.98398,0.97907
4284.0918,23342.1702,23335.8017,0.99621,0.9831,0.97863
4284.10156,23342.117,23335.7485,0.99679,0.98175,0.97735
4284.11084,23342.0665,23335.698,0.99685,0.9801,0.97607
4284.12012,23342.0159,23335.6474,0.99659,0.97856,0.97467
4284.12988,23341.9627,23335.5943,0.99547,0.97613,0.97049
4284.13916,23341.9122,23335.5437,0.99427,0.97156,0.96426
4284.14893,23341.8589,23335.4905,0.9948,0.96591,0.95945
4284.1582,23341.8084,23335.44,0.99577,0.95867,0.95273
4284.16748,23341.7579,23335.3895,0.99524,0.94592,0.93824
4284.17725,23341.7046,23335.3363,0.99504,0.93055,0.92198
4284.18652,23341.6541,23335.2858,0.99538,0.92397,0.9157
4284.19629,23341.6009,23335.2325,0.99472,0.92762,0.91877
4284.20557,23341.5503,23335.182,0.9953,0.93045,0.92213
4284.21484,23341.4998,23335.1315,0.99769,0.93092,0.92463
4284.22461,23341.4466,23335.0783,0.99865,0.93648,0.93119
4284.23389,23341.3961,23335.0277,0.99786,0.94348,0.93821
4284.24365,23341.3429,23334.9746,0.99636,0.94173,0.93545
4284.25293,23341.2923,23334.924,0.99412,0.93415,0.92543
4284.26221,23341.2418,23334.8735,0.9939,0.93234,0.9234
4284.27197,23341.1886,23334.8203,0.99619,0.93835,0.93154
4284.28125,23341.138,23334.7698,0.9959,0.94586,0.93795
4284.29102,23341.0848,23334.7166,0.99399,0.95156,0.94169
4284.30029,23341.0343,23334.6661,0.99464,0.95448,0.9467
4284.31006,23340.9811,23334.6129,0.99342,0.95387,0.94594
4284.31934,23340.9305,23334.5623,0.99107,0.95066,0.93989
4284.32861,23340.88,23334.5118,0.99425,0.94536,0.93674
4284.33838,23340.8268,23334.4586,0.99567,0.93706,0.92938
4284.34766,23340.7762,23334.4081,0.99179,0.92731,0.91582
4284.35742,23340.7231,23334.3549,0.99433,0.91781,0.90827
4284.3667,23340.6725,23334.3044,0.99738,0.90121,0.89312
4284.37598,23340.6219,23334.2538,0.99096,0.87024,0.85446
4284.38574,23340.5688,23334.2007,0.99194,0.84283,0.82694
4284.39502,23340.5182,23334.1502,0.99882,0.84716,0.83783
4284.40479,23340.465,23334.0969,0.99501,0.86763,0.85638
4284.41406,23340.4145,23334.0465,0.99282,0.87313,0.86049
4284.42334,23340.3639,23333.9959,1.0009,0.8642,0.85795
4284.43311,23340.3107,23333.9427,0.99696,0.85354,0.84263
4284.44238,23340.2602,23333.8922,0.99066,0.83405,0.81638
4284.45215,23340.207,23333.839,1.004,0.79947,0.79059
4284.46143,23340.1564,23333.7885,1.0018,0.75796,0.74451
4284.4707,23340.1059,23333.738,1.0007,0.69196,0.67513
4284.48047,23340.0527,23333.6848,0.99959,0.62831,0.60844
4284.48975,23340.0022,23333.6342,0.99849,0.52928,0.50657
4284.49951,23339.949,23333.5811,0.99738,0.37349,0.34943
4284.50879,23339.8984,23333.5305,0.99628,0.29279,0.2692
4284.51855,23339.8453,23333.4774,0.99517,0.38513,0.36199
4284.52783,23339.7947,23333.4268,0.99407,0.53376,0.5107
4284.53711,23339.7442,23333.3763,0.99296,0.61305,0.59076
4284.54688,23339.6909,23333.3231,0.99186,0.63627,0.61423
4284.55615,23339.6404,23333.2726,0.99075,0.61911,0.59537
4284.56592,23339.5872,23333.2194,0.98965,0.57638,0.55108
4284.5752,23339.5367,23333.1689,0.98854,0.59929,0.57503
4284.58447,23339.4862,23333.1184,0.98744,0.70944,0.68743
4284.59424,23339.433,23333.0652,1.0071,0.7851,0.78041
4284.60352,23339.3824,23333.0146,0.99319,0.82981,0.81492
4284.61328,23339.3292,23332.9615,0.99204,0.86205,0.8478
4284.62256,23339.2787,23332.911,0.99934,0.88857,0.88294
4284.63184,23339.2281,23332.8604,0.99169,0.90714,0.89501
4284.6416,23339.175,23332.8073,0.99097,0.91848,0.905
4284.65088,23339.1244,23332.7567,0.99747,0.92864,0.92168
4284.66064,23339.0713,23332.7036,0.99128,0.93841,0.92659
4284.66992,23339.0207,23332.6531,0.98655,0.94413,0.92805
4284.6792,23338.9702,23332.6025,0.99092,0.94851,0.93714
4284.68896,23338.917,23332.5494,0.98741,0.95565,0.9419
4284.69824,23338.8664,23332.4988,0.98132,0.96211,0.94269
4284.70801,23338.8132,23332.4456,0.98403,0.96518,0.94823
4284.71729,23338.7627,23332.3951,0.98445,0.96774,0.95149
4284.72705,23338.7095,23332.342,0.98074,0.97081,0.95098
4284.73633,23338.659,23332.2914,0.98277,0.97305,0.95485
4284.74561,23338.6084,23332.2409,0.98514,0.97495,0.95929
4284.75537,23338.5553,23332.1877,0.98334,0.97668,0.95956
4284.76465,23338.5047,23332.1372,0.98474,0.97721,0.9607
4284.77441,23338.4516,23332.0841,0.98786,0.97699,0.96279
4284.78369,23338.401,23332.0335,0.98679,0.97736,0.96306
4284.79297,23338.3505,23331.983,0.98572,0.97845,0.96453
4284.80273,23338.2973,23331.9298,0.98743,0.97944,0.9669
4284.81201,23338.2468,23331.8793,0.98814,0.98021,0.96741
4284.82178,23338.1935,23331.8261,0.9864,0.98135,0.9678
4284.83105,23338.1431,23331.7756,0.98087,0.98222,0.96597
4284.84033,23338.0925,23331.7251,0.96755,0.98241,0.95624
4284.8501,23338.0393,23331.6719,0.94508,0.9836,0.93873
4284.85938,23337.9887,23331.6214,0.91528,0.98563,0.91352
4284.86914,23337.9356,23331.5682,0.88416,0.98562,0.8811
4284.87842,23337.885,23331.5177,0.86344,0.98471,0.85446
4284.8877,23337.8345,23331.4672,0.86223,0.98532,0.84764
4284.89746,23337.7813,23331.414,0.8796,0.98445,0.85925
4284.90674,23337.7308,23331.3635,0.90758,0.98127,0.88194
4284.9165,23337.6776,23331.3104,0.93438,0.97912,0.90773
4284.92578,23337.6271,23331.2598,0.94939,0.9771,0.92374
4284.93555,23337.5739,23331.2066,0.9525,0.9739,0.92629
4284.94482,23337.5234,23331.1562,0.95135,0.97177,0.92415
4284.9541,23337.4729,23331.1056,0.95034,0.96784,0.91856
4284.96387,23337.4196,23331.0524,0.95123,0.95803,0.90799
4284.97314,23337.3692,23331.002,0.95503,0.94672,0.89973
4284.98291,23337.3159,23330.9488,0.95684,0.93308,0.88851
4284.99219,23337.2654,23330.8982,0.95363,0.90739,0.85983
4285.00146,23337.2149,23330.8478,0.95283,0.88004,0.83051
4285.01123,23337.1617,23330.7946,0.95785,0.88076,0.83461
4285.02051,23337.1112,23330.744,0.96807,0.90684,0.86984
4285.03027,23337.058,23330.6909,0.98091,0.93004,0.90523
4285.03955,23337.0075,23330.6404,0.98915,0.94225,0.92571
4285.04883,23336.9569,23330.5898,0.99149,0.95032,0.93739
4285.05859,23336.9038,23330.5367,0.99395,0.95626,0.94707
4285.06787,23336.8532,23330.4862,0.99771,0.95747,0.95242
4285.07764,23336.8,23330.433,0.99714,0.95507,0.94996
4285.08691,23336.7495,23330.3825,0.99533,0.9522,0.94574
4285.09619,23336.699,23330.332,0.99823,0.94649,0.94161
4285.10596,23336.6458,23330.2788,0.99914,0.93325,0.92737
4285.11523,23336.5953,23330.2283,0.99631,0.91657,0.9077
4285.125,23336.5421,23330.1751,0.99795,0.89874,0.89115
4285.13428,23336.4916,23330.1246,0.99731,0.8618,0.85133
4285.14404,23336.4384,23330.0715,0.99312,0.79814,0.78177
4285.15332,23336.3879,23330.0209,0.99523,0.76673,0.75178
4285.1626,23336.3373,23329.9704,0.99483,0.81814,0.80439
4285.17236,23336.2842,23329.9173,0.99992,0.8828,0.87633
4285.18164,23336.2337,23329.8668,0.99398,0.91637,0.90752
4285.19141,23336.1804,23329.8136,0.98958,0.93126,0.91874
4285.20068,23336.13,23329.7631,0.99426,0.94299,0.9337
4285.20996,23336.0794,23329.7126,0.99355,0.95196,0.94257
4285.21973,23336.0262,23329.6594,0.99179,0.95609,0.9461
4285.229,23335.9757,23329.6089,0.99692,0.95615,0.95039
4285.23877,23335.9225,23329.5557,0.99777,0.95464,0.94937
4285.24805,23335.872,23329.5052,0.99418,0.95147,0.94344
4285.25732,23335.8215,23329.4547,0.99687,0.94004,0.93324
4285.26709,23335.7683,23329.4015,0.99964,0.92164,0.91553
4285.27637,23335.7178,23329.351,0.99587,0.91657,0.90852
4285.28613,23335.6646,23329.2979,0.99497,0.93515,0.92901
4285.29541,23335.6141,23329.2474,0.99884,0.95672,0.95442
4285.30469,23335.5636,23329.1969,0.99691,0.96727,0.96227
4285.31445,23335.5104,23329.1437,0.99345,0.9735,0.9655
4285.32373,23335.4599,23329.0932,0.9948,0.97983,0.97377
4285.3335,23335.4067,23329.04,0.99488,0.98306,0.9772
4285.34277,23335.3562,23328.9895,0.99335,0.98416,0.97679
4285.35254,23335.303,23328.9364,0.99535,0.98554,0.97996
4285.36182,23335.2525,23328.8858,0.99715,0.98567,0.98174
4285.37109,23335.202,23328.8354,0.99552,0.98514,0.97995
4285.38086,23335.1488,23328.7822,0.99429,0.9862,0.98049
4285.39014,23335.0983,23328.7317,0.99403,0.98582,0.98047
4285.3999,23335.0451,23328.6785,0.99314,0.98146,0.97516
4285.40918,23334.9946,23328.628,0.99292,0.97715,0.96991
4285.41846,23334.9441,23328.5775,0.99203,0.97284,0.9644
4285.42822,23334.8909,23328.5244,0.98887,0.9618,0.9504
4285.4375,23334.8404,23328.4739,0.98706,0.94907,0.93552
4285.44727,23334.7872,23328.4207,0.98737,0.95025,0.93671
4285.45654,23334.7367,23328.3702,0.98636,0.96295,0.9492
4285.46582,23334.6862,23328.3197,0.98295,0.97185,0.95546
4285.47559,23334.633,23328.2665,0.97885,0.97427,0.95378
4285.48486,23334.5825,23328.216,0.97609,0.97237,0.94908
4285.49463,23334.5293,23328.1629,0.97571,0.96304,0.93873
4285.50391,23334.4788,23328.1123,0.97688,0.95382,0.9289
4285.51318,23334.4283,23328.0619,0.97702,0.95935,0.93369
4285.52295,23334.3751,23328.0087,0.97693,0.97372,0.94908
4285.53223,23334.3246,23327.9582,0.97772,0.98192,0.95925
4285.54199,23334.2714,23327.9051,0.97853,0.98411,0.96227
4285.55127,23334.2209,23327.8545,0.97972,0.98522,0.96422
4285.56104,23334.1677,23327.8014,0.98199,0.98454,0.96561
4285.57031,23334.1172,23327.7509,0.98421,0.98472,0.96778
4285.57959,23334.0667,23327.7004,0.98552,0.98888,0.9733
4285.58936,23334.0135,23327.6472,0.98654,0.99283,0.97885
4285.59863,23333.963,23327.5968,0.98727,0.99407,0.98147
4285.6084,23333.9098,23327.5436,0.98811,0.99508,0.98336
4285.61768,23333.8593,23327.4931,0.98984,0.99576,0.98531
4285.62695,23333.8088,23327.4426,0.99099,0.99551,0.9861
4285.63672,23333.7556,23327.3894,0.99039,0.99626,0.98661
4285.646,23333.7051,23327.3389,0.99029,0.99731,0.98776
4285.65576,23333.652,23327.2858,0.9917,0.99695,0.98904
4285.66504,23333.6015,23327.2353,0.99221,0.99696,0.99006
4285.67432,23333.5509,23327.1848,0.99158,0.99781,0.9903
4285.68408,23333.4978,23327.1316,0.99217,0.99737,0.98973
4285.69336,23333.4473,23327.0811,0.99353,0.99628,0.98967
4285.70312,23333.3941,23327.028,0.99366,0.99647,0.99023
4285.7124,23333.3436,23326.9775,0.99316,0.99687,0.99009
4285.72168,23333.2931,23326.927,0.99341,0.9963,0.98949
4285.73145,23333.2399,23326.8738,0.99403,0.99574,0.9896
4285.74072,23333.1894,23326.8233,0.99415,0.9959,0.99005
4285.75049,23333.1362,23326.7702,0.99396,0.99617,0.99024
4285.75977,23333.0857,23326.7197,0.99437,0.99613,0.99061
4285.76953,23333.0326,23326.6665,0.99542,0.99573,0.99089
4285.77881,23332.982,23326.616,0.99582,0.99505,0.99009
4285.78809,23332.9315,23326.5655,0.99523,0.99453,0.9891
4285.79785,23332.8784,23326.5124,0.99508,0.9941,0.98916
4285.80713,23332.8279,23326.4619,0.99587,0.99262,0.98866
4285.81689,23332.7747,23326.4088,0.99662,0.99034,0.98668
4285.82617,23332.7242,23326.3583,0.99678,0.9896,0.98561
4285.83545,23332.6737,23326.3078,0.99601,0.99005,0.98504
4285.84521,23332.6205,23326.2546,0.99472,0.98863,0.98235
4285.85449,23332.57,23326.2041,0.99507,0.9857,0.98009
4285.86426,23332.5168,23326.151,0.99712,0.98242,0.97894
4285.87354,23332.4663,23326.1004,0.99745,0.9749,0.97116
4285.88281,23332.4158,23326.05,0.99585,0.96384,0.95796
4285.89258,23332.3627,23325.9968,0.99538,0.96132,0.95502
4285.90186,23332.3121,23325.9463,0.99598,0.97156,0.96621
4285.91162,23332.259,23325.8932,0.99553,0.98205,0.97672
4285.9209,23332.2085,23325.8427,0.99417,0.98575,0.97941
4285.93018,23332.158,23325.7922,0.99351,0.98803,0.98113
4285.93994,23332.1048,23325.7391,0.99291,0.99165,0.98457
4285.94922,23332.0543,23325.6886,0.99215,0.99355,0.9865
4285.95898,23332.0012,23325.6354,0.99214,0.99392,0.98676
4285.96826,23331.9507,23325.5849,0.99135,0.99508,0.98635
4285.97803,23331.8975,23325.5318,0.98798,0.99664,0.98504
4285.9873,23331.847,23325.4813,0.9835,0.99799,0.98347
4285.99658,23331.7965,23325.4308,0.97965,0.99917,0.98137
4286.00635,23331.7433,23325.3776,0.97606,0.99931,0.97748
4286.01562,23331.6929,23325.3272,0.97213,0.99865,0.97257
4286.02539,23331.6397,23325.274,0.96803,0.99896,0.96842
4286.03467,23331.5891,23325.2235,0.96552,0.99991,0.96612
4286.04395,23331.5386,23325.173,0.96779,0.99946,0.96693
4286.05371,23331.4855,23325.1199,0.97468,0.99798,0.97111
4286.06299,23331.435,23325.0694,0.98154,0.99742,0.97669
4286.07275,23331.3819,23325.0163,0.98584,0.99778,0.98191
4286.08203,23331.3313,23324.9658,0.98909,0.99804,0.98634
4286.09131,23331.2808,23324.9153,0.99193,0.99816,0.98963
4286.10107,23331.2277,23324.8622,0.99343,0.99829,0.99147
4286.11035,23331.1772,23324.8117,0.99363,0.9985,0.99248
4286.12012,23331.124,23324.7585,0.99337,0.99918,0.99342
4286.12939,23331.0735,23324.708,0.99405,0.99938,0.99419
4286.13867,23331.023,23324.6575,0.9963,0.99786,0.99427
4286.14844,23330.9698,23324.6044,0.9978,0.99639,0.99388
4286.15771,23330.9194,23324.5539,0.99704,0.99674,0.99369
4286.16748,23330.8662,23324.5008,0.99661,0.99713,0.99371
4286.17676,23330.8157,23324.4503,0.99783,0.99633,0.99382
4286.18652,23330.7626,23324.3972,0.99863,0.99582,0.99403
4286.1958,23330.7121,23324.3467,0.99891,0.99561,0.99403
4286.20508,23330.6615,23324.2962,0.99944,0.99497,0.99389
4286.21484,23330.6084,23324.243,0.99834,0.99527,0.99379
4286.22412,23330.5579,23324.1925,0.99619,0.99604,0.99298
4286.23389,23330.5047,23324.1394,0.99681,0.99488,0.99149
4286.24316,23330.4543,23324.0889,0.99919,0.99291,0.99071
4286.25244,23330.4038,23324.0384,0.99907,0.99271,0.99047
4286.26221,23330.3506,23323.9853,0.99714,0.99345,0.99002
4286.27148,23330.3001,23323.9348,0.9964,0.9934,0.99002
4286.28125,23330.2469,23323.8817,0.99668,0.9922,0.98958
4286.29053,23330.1964,23323.8312,0.99736,0.9899,0.98707
4286.2998,23330.146,23323.7807,0.99849,0.98776,0.98473
4286.30957,23330.0928,23323.7276,0.99859,0.98661,0.9839
4286.31885,23330.0423,23323.6771,0.99742,0.98459,0.9816
4286.32861,23329.9892,23323.624,0.99744,0.98108,0.97798
4286.33789,23329.9386,23323.5735,0.99874,0.97758,0.97539
4286.34717,23329.8881,23323.523,0.99863,0.97324,0.97084
4286.35693,23329.835,23323.4699,0.9975,0.96701,0.96295
4286.36621,23329.7845,23323.4194,0.99796,0.95957,0.9551
4286.37598,23329.7313,23323.3662,0.99898,0.94862,0.94416
4286.38525,23329.6809,23323.3158,0.9985,0.93239,0.92623
4286.39502,23329.6277,23323.2626,0.99803,0.91303,0.90555
4286.4043,23329.5772,23323.2121,0.99796,0.88548,0.87686
4286.41357,23329.5267,23323.1617,0.99795,0.84447,0.83339
4286.42334,23329.4736,23323.1085,0.99881,0.81829,0.8066
4286.43262,23329.4231,23323.058,0.9977,0.8447,0.83449
4286.44238,23329.3699,23323.0049,1.0013,0.89402,0.89008
4286.45166,23329.3194,23322.9544,1.0008,0.9238,0.92009
4286.46094,23329.2689,23322.9039,0.99573,0.93645,0.92824
4286.4707,23329.2158,23322.8508,0.99777,0.94651,0.9413
4286.47998,23329.1653,23322.8003,1.0009,0.95295,0.95073
4286.48975,23329.1121,23322.7472,0.99832,0.95511,0.94988
4286.49902,23329.0617,23322.6967,0.99786,0.95849,0.95357
4286.5083,23329.0112,23322.6462,0.99916,0.96055,0.95766
4286.51807,23328.958,23322.5931,0.99708,0.9573,0.95221
4286.52734,23328.9075,23322.5426,0.99748,0.95334,0.94886
4286.53711,23328.8544,23322.4895,0.9986,0.94963,0.94658
4286.54639,23328.8039,23322.439,0.9916,0.94165,0.93181
4286.55566,23328.7534,23322.3886,0.98173,0.93151,0.91407
4286.56543,23328.7002,23322.3354,0.96738,0.91996,0.89314
4286.57471,23328.6497,23322.2849,0.93562,0.89892,0.84597
4286.58447,23328.5966,23322.2318,0.90114,0.86787,0.78479
4286.59375,23328.5461,23322.1813,0.88109,0.83137,0.73044
4286.60352,23328.493,23322.1282,0.86095,0.76995,0.65356
4286.61279,23328.4425,23322.0777,0.8826,0.65802,0.56285
4286.62207,23328.392,23322.0272,0.90424,0.63845,0.55485
4286.63184,23328.3388,23321.9741,0.92589,0.73457,0.66014
4286.64111,23328.2884,23321.9236,0.96694,0.82017,0.77833
4286.65088,23328.2352,23321.8705,0.98144,0.86567,0.83856
4286.66016,23328.1847,23321.82,0.98715,0.89118,0.87145
4286.66943,23328.1343,23321.7696,0.9949,0.91223,0.9026
4286.6792,23328.0811,23321.7164,0.99027,0.92735,0.9163
4286.68848,23328.0306,23321.6659,0.97885,0.93408,0.91404
4286.69824,23327.9775,23321.6128,0.97182,0.93802,0.91178
4286.70752,23327.927,23321.5623,0.96388,0.94124,0.90622
4286.7168,23327.8765,23321.5119,0.95613,0.93839,0.89371
4286.72656,23327.8234,23321.4588,0.95929,0.93161,0.88775
4286.73584,23327.7729,23321.4083,0.97107,0.92472,0.89021
4286.74561,23327.7197,23321.3551,0.98036,0.9059,0.87902
4286.75488,23327.6693,23321.3047,0.98713,0.87154,0.85113
4286.76416,23327.6188,23321.2542,0.99361,0.85675,0.84325
4286.77393,23327.5656,23321.201,0.99603,0.88604,0.87575
4286.7832,23327.5151,23321.1506,0.99907,0.92325,0.9169
4286.79297,23327.462,23321.0975,0.99937,0.94086,0.93668
4286.80225,23327.4115,23321.047,0.99871,0.94813,0.94476
4286.81201,23327.3584,23320.9939,0.99968,0.95608,0.9538
4286.82129,23327.3079,23320.9434,0.99928,0.96216,0.95972
4286.83057,23327.2574,23320.8929,0.99814,0.9647,0.9618
4286.84033,23327.2043,23320.8398,0.99865,0.9657,0.96328
4286.84961,23327.1538,23320.7893,0.99922,0.96575,0.96358
4286.85938,23327.1006,23320.7362,0.99925,0.96482,0.96261
4286.86865,23327.0502,23320.6858,0.9993,0.96194,0.95888
4286.87793,23326.9997,23320.6353,0.99889,0.95685,0.95215
4286.8877,23326.9465,23320.5821,0.999,0.95107,0.9465
4286.89697,23326.8961,23320.5317,0.99904,0.94221,0.93769
4286.90674,23326.8429,23320.4785,0.99789,0.92793,0.92082
4286.91602,23326.7924,23320.4281,0.99871,0.91112,0.90352
4286.92529,23326.742,23320.3776,0.99916,0.88466,0.87685
4286.93506,23326.6888,23320.3245,0.99524,0.83411,0.82071
4286.94434,23326.6383,23320.274,0.99649,0.78347,0.76854
4286.9541,23326.5852,23320.2209,0.99673,0.79463,0.78044
4286.96338,23326.5347,23320.1704,0.99959,0.85121,0.84227
4286.97266,23326.4842,23320.12,1.0027,0.89465,0.89063
4286.98242,23326.4311,23320.0669,0.9993,0.91759,0.91206
4286.9917,23326.3806,23320.0164,0.99858,0.93254,0.92796
4287.00146,23326.3275,23319.9633,0.99946,0.94159,0.93818
4287.01074,23326.277,23319.9128,0.99763,0.9474,0.9418
4287.02051,23326.2238,23319.8597,0.99733,0.95604,0.95083
4287.02979,23326.1733,23319.8092,0.99914,0.96398,0.96157
4287.03906,23326.1229,23319.7588,0.99924,0.96662,0.9642
4287.04883,23326.0697,23319.7056,0.99883,0.96888,0.96594
4287.05811,23326.0193,23319.6551,0.99908,0.97334,0.97153
4287.06787,23325.9661,23319.602,0.99848,0.97519,0.97337
4287.07715,23325.9157,23319.5516,0.99812,0.97454,0.97193
4287.08643,23325.8652,23319.5011,0.99864,0.97505,0.97246
4287.09619,23325.8121,23319.448,0.99794,0.97388,0.97027
4287.10547,23325.7616,23319.3975,0.99695,0.96861,0.96375
4287.11523,23325.7085,23319.3444,0.99763,0.96296,0.95902
4287.12451,23325.658,23319.294,0.99766,0.95387,0.94998
4287.13379,23325.6075,23319.2435,0.99662,0.93328,0.92688
4287.14355,23325.5544,23319.1904,0.99789,0.91019,0.90317
4287.15283,23325.5039,23319.1399,0.99878,0.90235,0.89602
4287.1626,23325.4507,23319.0868,0.99677,0.90346,0.89593
4287.17188,23325.4002,23319.0363,0.99605,0.901,0.89294
4287.18115,23325.3498,23318.9859,0.9981,0.90609,0.90022
4287.19092,23325.2966,23318.9327,0.99924,0.92557,0.92154
4287.2002,23325.2462,23318.8823,0.99824,0.94376,0.93921
4287.20996,23325.1931,23318.8292,0.99719,0.95337,0.94807
4287.21924,23325.1426,23318.7787,0.99735,0.96036,0.95579
4287.229,23325.0895,23318.7256,0.99637,0.96419,0.9592
4287.23828,23325.039,23318.6751,0.99445,0.96358,0.95701
4287.24756,23324.9885,23318.6247,0.9945,0.96207,0.95538
4287.25732,23324.9354,23318.5716,0.99487,0.95383,0.94643
4287.2666,23324.8849,23318.5211,0.99421,0.93464,0.92541
4287.27637,23324.8318,23318.468,0.99559,0.92443,0.91624
4287.28564,23324.7813,23318.4175,0.99856,0.93926,0.93441
4287.29492,23324.7308,23318.3671,1.0004,0.95994,0.95799
4287.30469,23324.6777,23318.3139,0.99927,0.96915,0.96742
4287.31396,23324.6272,23318.2635,0.99875,0.97234,0.97023
4287.32373,23324.5741,23318.2104,0.99955,0.97608,0.97376
4287.33301,23324.5236,23318.1599,0.99887,0.97829,0.97525
4287.34229,23324.4731,23318.1094,0.99835,0.97823,0.97549
4287.35205,23324.42,23318.0563,0.99981,0.97738,0.97578
4287.36133,23324.3695,23318.0059,1.0007,0.97541,0.97372
4287.37109,23324.3164,23317.9528,1.0004,0.97176,0.96963
4287.38037,23324.266,23317.9023,1.0004,0.96687,0.96499
4287.38965,23324.2155,23317.8518,1.0,0.96345,0.96139
4287.39941,23324.1624,23317.7988,0.99972,0.96574,0.96375
4287.40869,23324.1119,23317.7483,1.0005,0.9727,0.9716
4287.41846,23324.0587,23317.6952,0.99978,0.97809,0.97651
4287.42773,23324.0083,23317.6447,0.99795,0.97986,0.97723
4287.4375,23323.9552,23317.5916,0.99916,0.98038,0.97891
4287.44678,23323.9047,23317.5411,1.0011,0.98034,0.97974
4287.45605,23323.8542,23317.4907,0.99993,0.97971,0.97802
4287.46582,23323.8011,23317.4376,0.99846,0.97993,0.9779
4287.4751,23323.7506,23317.3871,0.99775,0.98044,0.97778
4287.48486,23323.6975,23317.334,0.99629,0.97906,0.9747
4287.49414,23323.647,23317.2836,0.99722,0.97597,0.97312
4287.50342,23323.5966,23317.2331,0.99915,0.97291,0.97177
4287.51318,23323.5435,23317.18,0.99728,0.96986,0.96546
4287.52246,23323.493,23317.1296,0.99667,0.96603,0.96043
4287.53223,23323.4398,23317.0764,0.99925,0.96163,0.95881
4287.5415,23323.3894,23317.026,0.99754,0.95626,0.95136
4287.55078,23323.3389,23316.9755,0.99611,0.94878,0.9421
4287.56055,23323.2858,23316.9224,1.0004,0.93969,0.93729
4287.56982,23323.2354,23316.872,0.99931,0.92867,0.92447
4287.57959,23323.1822,23316.8189,0.99605,0.91261,0.90344
4287.58887,23323.1317,23316.7684,1.0028,0.89106,0.88653
4287.59814,23323.0813,23316.718,1.003,0.86422,0.85876
4287.60791,23323.0282,23316.6649,0.99375,0.82704,0.81193
4287.61719,23322.9777,23316.6144,1.0021,0.77777,0.76704
4287.62695,23322.9246,23316.5613,1.0031,0.71334,0.70036
4287.63623,23322.8741,23316.5108,1.0026,0.59788,0.58061
4287.646,23322.821,23316.4577,1.0021,0.51934,0.49963
4287.65527,23322.7705,23316.4073,1.0016,0.5825,0.5652
4287.66455,23322.7201,23316.3568,1.0011,0.71687,0.70439
4287.67432,23322.6669,23316.3037,1.0093,0.78809,0.78536
4287.68359,23322.6165,23316.2533,0.99414,0.83059,0.81699
4287.69336,23322.5633,23316.2002,1.0005,0.86032,0.85339
4287.70264,23322.5129,23316.1497,1.0045,0.87876,0.87662
4287.71191,23322.4624,23316.0993,0.99574,0.88896,0.87966
4287.72168,23322.4093,23316.0462,0.9995,0.89397,0.88806
4287.73096,23322.3588,23315.9957,1.005,0.89086,0.88905
4287.74072,23322.3057,23315.9426,0.99848,0.87999,0.87101
4287.75,23322.2553,23315.8922,0.99906,0.86564,0.85636
4287.75928,23322.2048,23315.8417,1.0036,0.83826,0.83181
4287.76904,23322.1517,23315.7886,0.99563,0.7851,0.76951
4287.77832,23322.1012,23315.7382,0.99384,0.73123,0.71209
4287.78809,23322.0481,23315.685,0.9985,0.7297,0.71454
4287.79736,23321.9977,23315.6346,1.001,0.76772,0.75674
4287.80664,23321.9472,23315.5842,1.0016,0.80731,0.79813
4287.81641,23321.894,23315.5311,1.0021,0.84561,0.83784
