wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,telluric_ratio
4311.329022,23194.7039,23188.3755,0.91574
4311.338499,23194.6529,23188.3245,0.91612
4311.347976,23194.6019,23188.2736,0.91476
4311.357453,23194.5509,23188.2226,0.91343
4311.36693,23194.4999,23188.1716,0.91842
4311.376407,23194.449,23188.1207,0.929
4311.385885,23194.398,23188.0697,0.9364
4311.395362,23194.347,23188.0187,0.93794
4311.404839,23194.296,23187.9677,0.93876
4311.414316,23194.245,23187.9168,0.93844
4311.423793,23194.194,23187.8658,0.93329
4311.43327,23194.143,23187.8148,0.92768
4311.442747,23194.0921,23187.7639,0.92194
4311.452224,23194.0411,23187.7129,0.90717
4311.461701,23193.9901,23187.6619,0.88987
4311.471178,23193.9391,23187.611,0.8803
4311.480656,23193.8881,23187.56,0.85629
4311.490133,23193.8371,23187.509,0.80701
4311.49961,23193.7862,23187.4581,0.7837
4311.509087,23193.7352,23187.4071,0.82249
4311.518564,23193.6842,23187.3561,0.87748
4311.528041,23193.6332,23187.3051,0.90292
4311.537518,23193.5822,23187.2542,0.91377
4311.546995,23193.5313,23187.2032,0.92534
4311.556472,23193.4803,23187.1522,0.92909
4311.565949,23193.4293,23187.1013,0.92933
4311.575426,23193.3783,23187.0503,0.93261
4311.584904,23193.3273,23186.9993,0.93244
4311.594381,23193.2764,23186.9484,0.92951
4311.603858,23193.2254,23186.8974,0.92527
4311.613335,23193.1744,23186.8464,0.9152
4311.622812,23193.1234,23186.7955,0.90621
4311.632289,23193.0724,23186.7445,0.89642
4311.641766,23193.0215,23186.6936,0.86719
4311.651243,23192.9705,23186.6426,0.83573
4311.66072,23192.9195,23186.5916,0.84271
4311.670197,23192.8685,23186.5407,0.87723
4311.679674,23192.8175,23186.4897,0.90038
4311.689152,23192.7666,23186.4387,0.90978
4311.698629,23192.7156,23186.3878,0.91563
4311.708106,23192.6646,23186.3368,0.91519
4311.717583,23192.6136,23186.2858,0.91273
4311.72706,23192.5627,23186.2349,0.9104
4311.736537,23192.5117,23186.1839,0.90277
4311.746014,23192.4607,23186.133,0.89476
4311.755491,23192.4097,23186.082,0.8842
4311.764968,23192.3588,23186.031,0.86106
4311.774445,23192.3078,23185.9801,0.8387
4311.783923,23192.2568,23185.9291,0.8222
4311.7934,23192.2058,23185.8781,0.78831
4311.802877,23192.1548,23185.8272,0.74293
4311.812354,23192.1039,23185.7762,0.69625
4311.821831,23192.0529,23185.7253,0.60565
4311.831308,23192.0019,23185.6743,0.4857
4311.840785,23191.951,23185.6233,0.46155
4311.850262,23191.9,23185.5724,0.57297
4311.859739,23191.849,23185.5214,0.69891
4311.869216,23191.798,23185.4705,0.75806
4311.878693,23191.7471,23185.4195,0.78815
4311.888171,23191.6961,23185.3685,0.81715
4311.897648,23191.6451,23185.3176,0.82757
4311.907125,23191.5941,23185.2666,0.81731
4311.916602,23191.5432,23185.2157,0.79862
4311.926079,23191.4922,23185.1647,0.77475
4311.935556,23191.4412,23185.1137,0.74049
4311.945033,23191.3903,23185.0628,0.69589
4311.95451,23191.3393,23185.0118,0.67351
4311.963987,23191.2883,23184.9609,0.71025
4311.973464,23191.2373,23184.9099,0.7791
4311.982941,23191.1864,23184.859,0.82592
4311.992419,23191.1354,23184.808,0.85104
4312.001896,23191.0844,23184.757,0.8748
4312.011373,23191.0335,23184.7061,0.888
4312.02085,23190.9825,23184.6551,0.88995
4312.030327,23190.9315,23184.6042,0.89498
4312.039804,23190.8805,23184.5532,0.89674
4312.049281,23190.8296,23184.5023,0.88977
4312.058758,23190.7786,23184.4513,0.88571
4312.068235,23190.7276,23184.4004,0.88287
4312.077712,23190.6767,23184.3494,0.87541
4312.08719,23190.6257,23184.2984,0.87264
4312.096667,23190.5747,23184.2475,0.87052
4312.106144,23190.5238,23184.1965,0.85497
4312.115621,23190.4728,23184.1456,0.83179
4312.125098,23190.4218,23184.0946,0.79908
4312.134575,23190.3709,23184.0437,0.74284
4312.144052,23190.3199,23183.9927,0.69676
4312.153529,23190.2689,23183.9418,0.71616
4312.163006,23190.218,23183.8908,0.78388
4312.172483,23190.167,23183.8399,0.83848
4312.18196,23190.116,23183.7889,0.86579
4312.191438,23190.0651,23183.738,0.88261
4312.200915,23190.0141,23183.687,0.89033
4312.210392,23189.9631,23183.6361,0.8949
4312.219869,23189.9122,23183.5851,0.90766
4312.229346,23189.8612,23183.5342,0.91927
4312.238823,23189.8102,23183.4832,0.92173
4312.2483,23189.7593,23183.4323,0.92307
4312.257777,23189.7083,23183.3813,0.91884
4312.267254,23189.6573,23183.3304,0.90271
4312.276731,23189.6064,23183.2794,0.89396
4312.286208,23189.5554,23183.2285,0.90529
4312.295686,23189.5044,23183.1775,0.91963
4312.305163,23189.4535,23183.1266,0.92418
4312.31464,23189.4025,23183.0756,0.9232
4312.324117,23189.3516,23183.0247,0.91836
4312.333594,23189.3006,23182.9737,0.90776
4312.343071,23189.2496,23182.9228,0.89064
4312.352548,23189.1987,23182.8718,0.87164
4312.362025,23189.1477,23182.8209,0.86858
4312.371502,23189.0968,23182.7699,0.89002
4312.380979,23189.0458,23182.719,0.91511
4312.390457,23188.9948,23182.668,0.92714
4312.399934,23188.9439,23182.6171,0.93383
4312.409411,23188.8929,23182.5661,0.93948
4312.418888,23188.8419,23182.5152,0.94103
4312.428365,23188.791,23182.4642,0.94224
4312.437842,23188.74,23182.4133,0.94262
4312.447319,23188.6891,23182.3623,0.93932
4312.456796,23188.6381,23182.3114,0.93741
4312.466273,23188.5871,23182.2605,0.93491
4312.47575,23188.5362,23182.2095,0.92659
4312.485227,23188.4852,23182.1586,0.91909
4312.494705,23188.4343,23182.1076,0.9105
4312.504182,23188.3833,23182.0567,0.89204
4312.513659,23188.3324,23182.0057,0.87356
4312.523136,23188.2814,23181.9548,0.85295
4312.532613,23188.2304,23181.9038,0.80747
4312.54209,23188.1795,23181.8529,0.75534
4312.551567,23188.1285,23181.802,0.73277
4312.561044,23188.0776,23181.751,0.71708
4312.570521,23188.0266,23181.7001,0.68502
4312.579998,23187.9757,23181.6491,0.67837
4312.589476,23187.9247,23181.5982,0.71503
4312.598953,23187.8737,23181.5472,0.74954
4312.60843,23187.8228,23181.4963,0.77045
4312.617907,23187.7718,23181.4454,0.8073
4312.627384,23187.7209,23181.3944,0.84751
4312.636861,23187.6699,23181.3435,0.86089
4312.646338,23187.619,23181.2925,0.86102
4312.655815,23187.568,23181.2416,0.86674
4312.665292,23187.5171,23181.1906,0.86321
4312.674769,23187.4661,23181.1397,0.84129
4312.684246,23187.4151,23181.0888,0.82178
4312.693724,23187.3642,23181.0378,0.8222
4312.703201,23187.3132,23180.9869,0.83374
4312.712678,23187.2623,23180.9359,0.83937
4312.722155,23187.2113,23180.885,0.83288
4312.731632,23187.1604,23180.8341,0.81371
4312.741109,23187.1094,23180.7831,0.7823
4312.750586,23187.0585,23180.7322,0.74187
4312.760063,23187.0075,23180.6812,0.68296
4312.76954,23186.9566,23180.6303,0.58593
4312.779017,23186.9056,23180.5794,0.47411
4312.788494,23186.8547,23180.5284,0.41993
4312.797972,23186.8037,23180.4775,0.45049
4312.807449,23186.7528,23180.4266,0.50952
4312.816926,23186.7018,23180.3756,0.55573
4312.826403,23186.6509,23180.3247,0.61129
4312.83588,23186.5999,23180.2737,0.67999
4312.845357,23186.549,23180.2228,0.72481
4312.854834,23186.498,23180.1719,0.74227
4312.864311,23186.4471,23180.1209,0.75089
4312.873788,23186.3961,23180.07,0.73334
4312.883265,23186.3452,23180.0191,0.68905
4312.892743,23186.2942,23179.9681,0.65862
4312.90222,23186.2433,23179.9172,0.62661
4312.911697,23186.1923,23179.8663,0.5481
4312.921174,23186.1414,23179.8153,0.48988
4312.930651,23186.0904,23179.7644,0.54789
4312.940128,23186.0395,23179.7135,0.66545
4312.949605,23185.9885,23179.6625,0.73249
4312.959082,23185.9376,23179.6116,0.75763
4312.968559,23185.8866,23179.5607,0.78405
4312.978036,23185.8357,23179.5097,0.79308
4312.987513,23185.7847,23179.4588,0.78261
4312.996991,23185.7338,23179.4079,0.78474
4313.006468,23185.6828,23179.3569,0.7954
4313.015945,23185.6319,23179.306,0.79457
4313.025422,23185.5809,23179.2551,0.77952
4313.034899,23185.53,23179.2041,0.74473
4313.044376,23185.479,23179.1532,0.70846
4313.053853,23185.4281,23179.1023,0.715
4313.06333,23185.3772,23179.0513,0.75381
4313.072807,23185.3262,23179.0004,0.77138
4313.082284,23185.2753,23178.9495,0.76472
4313.091761,23185.2243,23178.8985,0.75784
4313.101239,23185.1734,23178.8476,0.74061
4313.110716,23185.1224,23178.7967,0.70682
4313.120193,23185.0715,23178.7457,0.66794
4313.12967,23185.0205,23178.6948,0.61291
4313.139147,23184.9696,23178.6439,0.53419
4313.148624,23184.9187,23178.593,0.447
4313.158101,23184.8677,23178.542,0.34089
4313.167578,23184.8168,23178.4911,0.21195
4313.177055,23184.7658,23178.4402,0.13826
4313.186532,23184.7149,23178.3892,0.1971
4313.19601,23184.6639,23178.3383,0.34362
4313.205487,23184.613,23178.2874,0.47967
4313.214964,23184.5621,23178.2365,0.57708
4313.224441,23184.5111,23178.1855,0.65509
4313.233918,23184.4602,23178.1346,0.71622
4313.243395,23184.4092,23178.0837,0.75922
4313.252872,23184.3583,23178.0327,0.79398
4313.262349,23184.3074,23177.9818,0.82219
4313.271826,23184.2564,23177.9309,0.84118
4313.281303,23184.2055,23177.88,0.85688
4313.29078,23184.1545,23177.829,0.87118
4313.300258,23184.1036,23177.7781,0.87952
4313.309735,23184.0527,23177.7272,0.88504
4313.319212,23184.0017,23177.6763,0.89155
4313.328689,23183.9508,23177.6253,0.89491
4313.338166,23183.8998,23177.5744,0.89672
4313.347643,23183.8489,23177.5235,0.90276
4313.35712,23183.798,23177.4726,0.9082
4313.366597,23183.747,23177.4216,0.90976
4313.376074,23183.6961,23177.3707,0.9133
4313.385551,23183.6451,23177.3198,0.91562
4313.395028,23183.5942,23177.2689,0.91157
4313.404506,23183.5433,23177.2179,0.91031
4313.413983,23183.4923,23177.167,0.91285
4313.42346,23183.4414,23177.1161,0.90798
4313.432937,23183.3905,23177.0652,0.90134
4313.442414,23183.3395,23177.0143,0.89947
4313.451891,23183.2886,23176.9633,0.8902
4313.461368,23183.2377,23176.9124,0.87658
4313.470845,23183.1867,23176.8615,0.87124
4313.480322,23183.1358,23176.8106,0.85947
4313.489799,23183.0848,23176.7596,0.83566
4313.499277,23183.0339,23176.7087,0.81801
4313.508754,23182.983,23176.6578,0.7918
4313.518231,23182.932,23176.6069,0.74004
4313.527708,23182.8811,23176.556,0.68951
4313.537185,23182.8302,23176.505,0.62551
4313.546662,23182.7792,23176.4541,0.50265
4313.556139,23182.7283,23176.4032,0.39324
4313.565616,23182.6774,23176.3523,0.40709
4313.575093,23182.6264,23176.3014,0.4941
4313.58457,23182.5755,23176.2504,0.54018
4313.594047,23182.5246,23176.1995,0.52852
4313.603525,23182.4736,23176.1486,0.4768
4313.613002,23182.4227,23176.0977,0.41683
4313.622479,23182.3718,23176.0468,0.43236
4313.631956,23182.3208,23175.9959,0.5225
4313.641433,23182.2699,23175.9449,0.57365
4313.65091,23182.219,23175.894,0.5748
4313.660387,23182.168,23175.8431,0.61262
4313.669864,23182.1171,23175.7922,0.66773
4313.679341,23182.0662,23175.7413,0.68054
4313.688818,23182.0153,23175.6904,0.69709
4313.698295,23181.9643,23175.6394,0.75508
4313.707773,23181.9134,23175.5885,0.80498
4313.71725,23181.8625,23175.5376,0.82551
4313.726727,23181.8115,23175.4867,0.84459
4313.736204,23181.7606,23175.4358,0.86236
4313.745681,23181.7097,23175.3849,0.86891
4313.755158,23181.6587,23175.3339,0.87457
4313.764635,23181.6078,23175.283,0.88154
4313.774112,23181.5569,23175.2321,0.88333
4313.783589,23181.506,23175.1812,0.88239
4313.793066,23181.455,23175.1303,0.88169
4313.802544,23181.4041,23175.0794,0.87991
4313.812021,23181.3532,23175.0284,0.87447
4313.821498,23181.3023,23174.9775,0.8646
4313.830975,23181.2513,23174.9266,0.85449
4313.840452,23181.2004,23174.8757,0.8421
4313.849929,23181.1495,23174.8248,0.82047
4313.859406,23181.0985,23174.7739,0.7945
4313.868883,23181.0476,23174.723,0.76335
4313.87836,23180.9967,23174.6721,0.71337
4313.887837,23180.9458,23174.6212,0.65209
4313.897314,23180.8948,23174.5702,0.58108
4313.906792,23180.8439,23174.5193,0.46553
4313.916269,23180.793,23174.4684,0.3363
4313.925746,23180.7421,23174.4175,0.31504
4313.935223,23180.6911,23174.3666,0.41902
4313.9447,23180.6402,23174.3157,0.51226
4313.954177,23180.5893,23174.2648,0.53644
4313.963654,23180.5384,23174.2139,0.57366
4313.973131,23180.4874,23174.163,0.64967
4313.982608,23180.4365,23174.112,0.70216
4313.992085,23180.3856,23174.0611,0.72112
4314.001562,23180.3347,23174.0102,0.73472
4314.01104,23180.2837,23173.9593,0.73146
4314.020517,23180.2328,23173.9084,0.71319
4314.029994,23180.1819,23173.8575,0.71381
4314.039471,23180.131,23173.8066,0.72616
4314.048948,23180.0801,23173.7557,0.72543
4314.058425,23180.0291,23173.7048,0.72837
4314.067902,23179.9782,23173.6539,0.74153
4314.077379,23179.9273,23173.603,0.74124
4314.086856,23179.8764,23173.5521,0.7342
4314.096333,23179.8255,23173.5011,0.7296
4314.105811,23179.7745,23173.4502,0.69863
4314.115288,23179.7236,23173.3993,0.64673
4314.124765,23179.6727,23173.3484,0.61559
4314.134242,23179.6218,23173.2975,0.59204
4314.143719,23179.5709,23173.2466,0.54414
4314.153196,23179.5199,23173.1957,0.48041
4314.162673,23179.469,23173.1448,0.38565
4314.17215,23179.4181,23173.0939,0.252
4314.181627,23179.3672,23173.043,0.18182
4314.191104,23179.3163,23172.9921,0.26296
4314.200581,23179.2653,23172.9412,0.41561
4314.210059,23179.2144,23172.8903,0.52406
4314.219536,23179.1635,23172.8394,0.58075
4314.229013,23179.1126,23172.7885,0.61679
4314.23849,23179.0617,23172.7376,0.63678
4314.247967,23179.0107,23172.6867,0.62936
4314.257444,23178.9598,23172.6358,0.57621
4314.266921,23178.9089,23172.5849,0.51146
4314.276398,23178.858,23172.534,0.52573
4314.285875,23178.8071,23172.483,0.62364
4314.295352,23178.7562,23172.4321,0.70389
4314.304829,23178.7053,23172.3812,0.72664
4314.314307,23178.6543,23172.3303,0.73833
4314.323784,23178.6034,23172.2794,0.75278
4314.333261,23178.5525,23172.2285,0.75243
4314.342738,23178.5016,23172.1776,0.74228
4314.352215,23178.4507,23172.1267,0.72867
4314.361692,23178.3998,23172.0758,0.71649
4314.371169,23178.3488,23172.0249,0.71894
4314.380646,23178.2979,23171.974,0.72288
4314.390123,23178.247,23171.9231,0.70117
4314.3996,23178.1961,23171.8722,0.66131
4314.409078,23178.1452,23171.8213,0.61965
4314.418555,23178.0943,23171.7704,0.56708
4314.428032,23178.0434,23171.7195,0.49539
4314.437509,23177.9924,23171.6686,0.40353
4314.446986,23177.9415,23171.6177,0.28578
4314.456463,23177.8906,23171.5668,0.16753
4314.46594,23177.8397,23171.5159,0.11654
4314.475417,23177.7888,23171.465,0.17289
4314.484894,23177.7379,23171.4141,0.29982
4314.494371,23177.687,23171.3632,0.42923
4314.503848,23177.6361,23171.3124,0.5274
4314.513326,23177.5852,23171.2614,0.59831
4314.522803,23177.5342,23171.2106,0.6499
4314.53228,23177.4833,23171.1597,0.68364
4314.541757,23177.4324,23171.1088,0.70071
4314.551234,23177.3815,23171.0579,0.70137
4314.560711,23177.3306,23171.007,0.68887
4314.570188,23177.2797,23170.9561,0.66479
4314.579665,23177.2288,23170.9052,0.61814
4314.589142,23177.1779,23170.8543,0.56055
4314.598619,23177.127,23170.8034,0.54808
4314.608096,23177.0761,23170.7525,0.59682
4314.617574,23177.0251,23170.7016,0.63854
4314.627051,23176.9742,23170.6507,0.63278
4314.636528,23176.9233,23170.5998,0.61617
4314.646005,23176.8724,23170.5489,0.59622
4314.655482,23176.8215,23170.498,0.53611
4314.664959,23176.7706,23170.4471,0.44282
4314.674436,23176.7197,23170.3962,0.3412
4314.683913,23176.6688,23170.3453,0.23386
4314.69339,23176.6179,23170.2944,0.17509
4314.702867,23176.567,23170.2436,0.24496
4314.712345,23176.5161,23170.1927,0.40669
4314.721822,23176.4652,23170.1418,0.5449
4314.731299,23176.4143,23170.0909,0.62678
4314.740776,23176.3634,23170.04,0.68972
4314.750253,23176.3124,23169.9891,0.74056
4314.75973,23176.2615,23169.9382,0.77049
4314.769207,23176.2106,23169.8873,0.79027
4314.778684,23176.1597,23169.8364,0.80262
4314.788161,23176.1088,23169.7855,0.8053
4314.797638,23176.0579,23169.7346,0.81509
4314.807115,23176.007,23169.6838,0.84011
4314.816593,23175.9561,23169.6329,0.86171
4314.82607,23175.9052,23169.582,0.8706
4314.835547,23175.8543,23169.5311,0.87864
4314.845024,23175.8034,23169.4802,0.88793
4314.854501,23175.7525,23169.4293,0.89006
4314.863978,23175.7016,23169.3784,0.88956
4314.873455,23175.6507,23169.3275,0.89217
4314.882932,23175.5998,23169.2766,0.88996
4314.892409,23175.5489,23169.2257,0.88316
4314.901886,23175.498,23169.1749,0.88092
4314.911364,23175.4471,23169.124,0.87503
4314.920841,23175.3962,23169.0731,0.85874
4314.930318,23175.3453,23169.0222,0.84518
4314.939795,23175.2944,23168.9713,0.82787
4314.949272,23175.2435,23168.9204,0.78809
4314.958749,23175.1926,23168.8695,0.7444
4314.968226,23175.1417,23168.8186,0.69912
4314.977703,23175.0908,23168.7678,0.60283
4314.98718,23175.0399,23168.7169,0.48512
4314.996657,23174.989,23168.666,0.47606
4315.006134,23174.9381,23168.6151,0.59502
4315.015612,23174.8872,23168.5642,0.71111
4315.025089,23174.8363,23168.5133,0.76083
4315.034566,23174.7854,23168.4624,0.79501
4315.044043,23174.7345,23168.4116,0.83114
4315.05352,23174.6836,23168.3607,0.84711
4315.062997,23174.6327,23168.3098,0.85635
4315.072474,23174.5818,23168.2589,0.87184
4315.081951,23174.5309,23168.208,0.87965
4315.091428,23174.48,23168.1571,0.88144
4315.100905,23174.4291,23168.1063,0.88679
4315.110382,23174.3782,23168.0554,0.88832
4315.11986,23174.3273,23168.0045,0.88569
4315.129337,23174.2764,23167.9536,0.88692
4315.138814,23174.2255,23167.9027,0.88655
4315.148291,23174.1746,23167.8518,0.88074
4315.157768,23174.1237,23167.801,0.87614
4315.167245,23174.0728,23167.7501,0.87166
4315.176722,23174.0219,23167.6992,0.86325
4315.186199,23173.971,23167.6483,0.85453
4315.195676,23173.9201,23167.5974,0.84521
4315.205153,23173.8692,23167.5466,0.83105
4315.214631,23173.8183,23167.4957,0.81358
4315.224108,23173.7675,23167.4448,0.79337
4315.233585,23173.7166,23167.3939,0.76747
4315.243062,23173.6657,23167.343,0.73514
4315.252539,23173.6148,23167.2922,0.69432
4315.262016,23173.5639,23167.2413,0.6415
4315.271493,23173.513,23167.1904,0.57608
4315.28097,23173.4621,23167.1395,0.49866
4315.290447,23173.4112,23167.0886,0.42117
4315.299924,23173.3603,23167.0378,0.36913
4315.309401,23173.3094,23166.9869,0.34104
4315.318879,23173.2585,23166.936,0.291
4315.328356,23173.2076,23166.8851,0.19278
4315.337833,23173.1567,23166.8342,0.094576
4315.34731,23173.1059,23166.7834,0.07467
4315.356787,23173.055,23166.7325,0.15082
4315.366264,23173.0041,23166.6816,0.24792
4315.375741,23172.9532,23166.6307,0.27716
4315.385218,23172.9023,23166.5799,0.25373
4315.394695,23172.8514,23166.529,0.27866
4315.404172,23172.8005,23166.4781,0.38664
4315.413649,23172.7496,23166.4272,0.50334
4315.423127,23172.6987,23166.3764,0.57274
4315.432604,23172.6478,23166.3255,0.61644
4315.442081,23172.5969,23166.2746,0.65507
4315.451558,23172.5461,23166.2237,0.6774
4315.461035,23172.4952,23166.1729,0.68634
4315.470512,23172.4443,23166.122,0.69283
4315.479989,23172.3934,23166.0711,0.68348
4315.489466,23172.3425,23166.0202,0.65259
4315.498943,23172.2916,23165.9694,0.63341
4315.50842,23172.2407,23165.9185,0.652
4315.517898,23172.1898,23165.8676,0.68323
4315.527375,23172.139,23165.8167,0.69173
4315.536852,23172.0881,23165.7659,0.6825
4315.546329,23172.0372,23165.715,0.67175
4315.555806,23171.9863,23165.6641,0.64979
4315.565283,23171.9354,23165.6132,0.61196
4315.57476,23171.8845,23165.5624,0.57075
4315.584237,23171.8336,23165.5115,0.51366
4315.593714,23171.7828,23165.4606,0.42575
4315.603191,23171.7319,23165.4098,0.3504
4315.612668,23171.681,23165.3589,0.33222
4315.622146,23171.6301,23165.308,0.33243
4315.631623,23171.5792,23165.2571,0.29236
4315.6411,23171.5283,23165.2063,0.21913
4315.650577,23171.4774,23165.1554,0.14394
4315.660054,23171.4266,23165.1045,0.07554
4315.669531,23171.3757,23165.0537,0.024581
4315.679008,23171.3248,23165.0028,0.0034455
4315.688485,23171.2739,23164.9519,0.010567
4315.697962,23171.223,23164.9011,0.05033
4315.707439,23171.1721,23164.8502,0.12625
4315.716916,23171.1213,23164.7993,0.21594
4315.726394,23171.0704,23164.7484,0.29988
4315.735871,23171.0195,23164.6976,0.3818
4315.745348,23170.9686,23164.6467,0.45695
4315.754825,23170.9177,23164.5958,0.51297
4315.764302,23170.8669,23164.545,0.55536
4315.773779,23170.816,23164.4941,0.58818
4315.783256,23170.7651,23164.4432,0.60379
4315.792733,23170.7142,23164.3924,0.60698
4315.80221,23170.6633,23164.3415,0.60655
4315.811687,23170.6124,23164.2906,0.60176
4315.821165,23170.5616,23164.2398,0.60172
4315.830642,23170.5107,23164.1889,0.61559
4315.840119,23170.4598,23164.138,0.63205
4315.849596,23170.4089,23164.0872,0.64538
4315.859073,23170.358,23164.0363,0.65962
4315.86855,23170.3072,23163.9854,0.66201
4315.878027,23170.2563,23163.9346,0.64715
4315.887504,23170.2054,23163.8837,0.62939
4315.896981,23170.1545,23163.8329,0.60012
4315.906458,23170.1037,23163.782,0.54606
4315.915935,23170.0528,23163.7311,0.48607
4315.925413,23170.0019,23163.6803,0.41514
4315.93489,23169.951,23163.6294,0.30475
4315.944367,23169.9001,23163.5785,0.20209
4315.953844,23169.8493,23163.5277,0.18535
4315.963321,23169.7984,23163.4768,0.22685
4315.972798,23169.7475,23163.4259,0.23891
4315.982275,23169.6966,23163.3751,0.19378
4315.991752,23169.6458,23163.3242,0.11706
4316.001229,23169.5949,23163.2734,0.058005
4316.010706,23169.544,23163.2225,0.062808
4316.020183,23169.4931,23163.1716,0.097638
4316.029661,23169.4423,23163.1208,0.092693
4316.039138,23169.3914,23163.0699,0.086994
4316.048615,23169.3405,23163.019,0.16686
4316.058092,23169.2896,23162.9682,0.29848
4316.067569,23169.2388,23162.9173,0.39552
4316.077046,23169.1879,23162.8665,0.46113
4316.086523,23169.137,23162.8156,0.52485
4316.096,23169.0861,23162.7647,0.56154
4316.105477,23169.0353,23162.7139,0.56051
4316.114954,23168.9844,23162.663,0.56356
4316.124432,23168.9335,23162.6122,0.59723
4316.133909,23168.8826,23162.5613,0.6429
4316.143386,23168.8318,23162.5105,0.67642
4316.152863,23168.7809,23162.4596,0.69563
4316.16234,23168.73,23162.4087,0.71069
4316.171817,23168.6792,23162.3579,0.72245
4316.181294,23168.6283,23162.307,0.72171
4316.190771,23168.5774,23162.2562,0.70837
4316.200248,23168.5265,23162.2053,0.68872
4316.209725,23168.4757,23162.1544,0.65688
4316.219202,23168.4248,23162.1036,0.60904
4316.22868,23168.3739,23162.0527,0.56806
4316.238157,23168.3231,23162.0019,0.55682
4316.247634,23168.2722,23161.951,0.5483
4316.257111,23168.2213,23161.9002,0.48926
4316.266588,23168.1704,23161.8493,0.39535
4316.276065,23168.1196,23161.7985,0.35658
4316.285542,23168.0687,23161.7476,0.39127
4316.295019,23168.0178,23161.6967,0.39259
4316.304496,23167.967,23161.6459,0.31511
4316.313973,23167.9161,23161.595,0.27142
4316.32345,23167.8652,23161.5442,0.31653
4316.332928,23167.8144,23161.4933,0.32705
4316.342405,23167.7635,23161.4425,0.24257
4316.351882,23167.7126,23161.3916,0.20583
4316.361359,23167.6618,23161.3408,0.31837
4316.370836,23167.6109,23161.2899,0.48121
4316.380313,23167.56,23161.2391,0.58509
4316.38979,23167.5092,23161.1882,0.64772
4316.399267,23167.4583,23161.1373,0.70419
4316.408744,23167.4074,23161.0865,0.74217
4316.418221,23167.3566,23161.0356,0.76299
4316.427699,23167.3057,23160.9848,0.78378
4316.437176,23167.2548,23160.9339,0.79943
4316.446653,23167.204,23160.8831,0.80532
4316.45613,23167.1531,23160.8322,0.81179
4316.465607,23167.1022,23160.7814,0.81727
4316.475084,23167.0514,23160.7305,0.81353
4316.484561,23167.0005,23160.6797,0.80643
4316.494038,23166.9496,23160.6288,0.80034
4316.503515,23166.8988,23160.578,0.78852
4316.512992,23166.8479,23160.5271,0.77034
4316.522469,23166.797,23160.4763,0.74954
4316.531947,23166.7462,23160.4254,0.72114
4316.541424,23166.6953,23160.3746,0.68188
4316.550901,23166.6445,23160.3237,0.63468
4316.560378,23166.5936,23160.2729,0.57412
4316.569855,23166.5427,23160.222,0.49404
4316.579332,23166.4919,23160.1712,0.4018
4316.588809,23166.441,23160.1203,0.2975
4316.598286,23166.3901,23160.0695,0.17511
4316.607763,23166.3393,23160.0186,0.075403
4316.61724,23166.2884,23159.9678,0.073405
4316.626717,23166.2376,23159.917,0.17712
4316.636195,23166.1867,23159.8661,0.3115
4316.645672,23166.1358,23159.8153,0.42123
4316.655149,23166.085,23159.7644,0.50986
4316.664626,23166.0341,23159.7136,0.58337
4316.674103,23165.9833,23159.6627,0.63451
4316.68358,23165.9324,23159.6119,0.66786
4316.693057,23165.8815,23159.561,0.689
4316.702534,23165.8307,23159.5102,0.69347
4316.712011,23165.7798,23159.4593,0.6855
4316.721488,23165.729,23159.4085,0.68193
4316.730966,23165.6781,23159.3576,0.69694
4316.740443,23165.6272,23159.3068,0.73125
4316.74992,23165.5764,23159.256,0.76912
4316.759397,23165.5255,23159.2051,0.79572
4316.768874,23165.4747,23159.1543,0.8161
4316.778351,23165.4238,23159.1034,0.83829
4316.787828,23165.373,23159.0526,0.85711
4316.797305,23165.3221,23159.0017,0.87042
4316.806782,23165.2712,23158.9509,0.88151
4316.816259,23165.2204,23158.9,0.88744
4316.825736,23165.1695,23158.8492,0.88992
4316.835214,23165.1187,23158.7984,0.8948
4316.844691,23165.0678,23158.7475,0.896
4316.854168,23165.017,23158.6967,0.89089
4316.863645,23164.9661,23158.6458,0.88892
4316.873122,23164.9152,23158.595,0.88703
4316.882599,23164.8644,23158.5442,0.87789
4316.892076,23164.8135,23158.4933,0.86976
4316.901553,23164.7627,23158.4425,0.86133
4316.91103,23164.7118,23158.3916,0.84155
4316.920507,23164.661,23158.3408,0.81921
4316.929984,23164.6101,23158.29,0.79498
4316.939462,23164.5593,23158.2391,0.74933
4316.948939,23164.5084,23158.1883,0.69145
4316.958416,23164.4576,23158.1374,0.62813
4316.967893,23164.4067,23158.0866,0.51837
4316.97737,23164.3559,23158.0358,0.38597
4316.986847,23164.305,23157.9849,0.36192
4316.996324,23164.2541,23157.9341,0.48445
4317.005801,23164.2033,23157.8832,0.62714
4317.015278,23164.1524,23157.8324,0.70576
4317.024755,23164.1016,23157.7816,0.75788
4317.034233,23164.0507,23157.7307,0.80726
4317.04371,23163.9999,23157.6799,0.83666
4317.053187,23163.949,23157.629,0.85562
4317.062664,23163.8982,23157.5782,0.87521
4317.072141,23163.8473,23157.5274,0.8846
4317.081618,23163.7965,23157.4765,0.88812
4317.091095,23163.7456,23157.4257,0.89554
4317.100572,23163.6948,23157.3749,0.89897
4317.110049,23163.6439,23157.324,0.89553
4317.119526,23163.5931,23157.2732,0.88814
4317.129003,23163.5422,23157.2224,0.87186
