wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,telluric_ratio
4305.529041,23225.9495,23219.6126,0.62187
4305.538518,23225.8984,23219.5615,0.54489
4305.547995,23225.8472,23219.5104,0.57973
4305.557472,23225.7961,23219.4593,0.68704
4305.566949,23225.745,23219.4082,0.76186
4305.576426,23225.6939,23219.3571,0.79019
4305.585903,23225.6427,23219.306,0.81171
4305.59538,23225.5916,23219.2549,0.83018
4305.604857,23225.5405,23219.2037,0.83059
4305.614334,23225.4894,23219.1526,0.81299
4305.623812,23225.4383,23219.1015,0.79679
4305.633289,23225.3871,23219.0504,0.80568
4305.642766,23225.336,23218.9993,0.83288
4305.652243,23225.2849,23218.9482,0.85129
4305.66172,23225.2338,23218.8971,0.85429
4305.671197,23225.1827,23218.846,0.84544
4305.680674,23225.1315,23218.7949,0.82769
4305.690151,23225.0804,23218.7438,0.80883
4305.699628,23225.0293,23218.6927,0.76687
4305.709105,23224.9782,23218.6416,0.68103
4305.718582,23224.9271,23218.5905,0.62469
4305.72806,23224.8759,23218.5394,0.68109
4305.737537,23224.8248,23218.4883,0.79004
4305.747014,23224.7737,23218.4371,0.84734
4305.756491,23224.7226,23218.386,0.86366
4305.765968,23224.6715,23218.3349,0.88607
4305.775445,23224.6203,23218.2838,0.90473
4305.784922,23224.5692,23218.2327,0.91434
4305.794399,23224.5181,23218.1816,0.93055
4305.803876,23224.467,23218.1305,0.94394
4305.813353,23224.4159,23218.0794,0.94679
4305.82283,23224.3648,23218.0283,0.9524
4305.832308,23224.3136,23217.9772,0.95989
4305.841785,23224.2625,23217.9261,0.96136
4305.851262,23224.2114,23217.875,0.96337
4305.860739,23224.1603,23217.8239,0.96696
4305.870216,23224.1092,23217.7728,0.96719
4305.879693,23224.0581,23217.7217,0.96901
4305.88917,23224.0069,23217.6706,0.97288
4305.898647,23223.9558,23217.6195,0.97249
4305.908124,23223.9047,23217.5684,0.97158
4305.917601,23223.8536,23217.5173,0.97402
4305.927079,23223.8025,23217.4662,0.97517
4305.936556,23223.7514,23217.4151,0.97533
4305.946033,23223.7003,23217.364,0.97708
4305.95551,23223.6491,23217.3129,0.97698
4305.964987,23223.598,23217.2618,0.97544
4305.974464,23223.5469,23217.2107,0.97614
4305.983941,23223.4958,23217.1596,0.97634
4305.993418,23223.4447,23217.1085,0.97415
4306.002895,23223.3936,23217.0574,0.9727
4306.012372,23223.3425,23217.0063,0.97075
4306.021849,23223.2914,23216.9552,0.96609
4306.031327,23223.2402,23216.9041,0.96334
4306.040804,23223.1891,23216.853,0.9656
4306.050281,23223.138,23216.8019,0.96889
4306.059758,23223.0869,23216.7508,0.97036
4306.069235,23223.0358,23216.6997,0.97135
4306.078712,23222.9847,23216.6486,0.97224
4306.088189,23222.9336,23216.5975,0.97222
4306.097666,23222.8825,23216.5464,0.97181
4306.107143,23222.8314,23216.4953,0.97131
4306.11662,23222.7803,23216.4442,0.97056
4306.126097,23222.7291,23216.3931,0.97102
4306.135575,23222.678,23216.342,0.97321
4306.145052,23222.6269,23216.291,0.97454
4306.154529,23222.5758,23216.2399,0.97418
4306.164006,23222.5247,23216.1888,0.97406
4306.173483,23222.4736,23216.1377,0.97361
4306.18296,23222.4225,23216.0866,0.97192
4306.192437,23222.3714,23216.0355,0.97107
4306.201914,23222.3203,23215.9844,0.97047
4306.211391,23222.2692,23215.9333,0.96767
4306.220868,23222.2181,23215.8822,0.96485
4306.230346,23222.1669,23215.8311,0.96315
4306.239823,23222.1158,23215.78,0.96
4306.2493,23222.0647,23215.7289,0.95705
4306.258777,23222.0136,23215.6778,0.95571
4306.268254,23221.9625,23215.6267,0.95206
4306.277731,23221.9114,23215.5756,0.94749
4306.287208,23221.8603,23215.5246,0.94617
4306.296685,23221.8092,23215.4735,0.94403
4306.306162,23221.7581,23215.4224,0.93884
4306.315639,23221.707,23215.3713,0.9328
4306.325116,23221.6559,23215.3202,0.92143
4306.334594,23221.6048,23215.2691,0.90785
4306.344071,23221.5537,23215.218,0.90373
4306.353548,23221.5026,23215.1669,0.89872
4306.363025,23221.4515,23215.1158,0.87887
4306.372502,23221.4004,23215.0647,0.85832
4306.381979,23221.3493,23215.0136,0.83327
4306.391456,23221.2982,23214.9626,0.77572
4306.400933,23221.2471,23214.9115,0.71944
4306.41041,23221.196,23214.8604,0.73196
4306.419887,23221.1449,23214.8093,0.79003
4306.429364,23221.0938,23214.7582,0.81986
4306.438842,23221.0426,23214.7071,0.81532
4306.448319,23220.9915,23214.656,0.79798
4306.457796,23220.9404,23214.6049,0.76156
4306.467273,23220.8893,23214.5538,0.73115
4306.47675,23220.8382,23214.5028,0.75196
4306.486227,23220.7871,23214.4517,0.80482
4306.495704,23220.736,23214.4006,0.84287
4306.505181,23220.6849,23214.3495,0.86635
4306.514658,23220.6338,23214.2984,0.88757
4306.524135,23220.5827,23214.2473,0.89818
4306.533613,23220.5316,23214.1962,0.90004
4306.54309,23220.4805,23214.1452,0.90213
4306.552567,23220.4294,23214.0941,0.90033
4306.562044,23220.3783,23214.043,0.89393
4306.571521,23220.3272,23213.9919,0.88753
4306.580998,23220.2761,23213.9408,0.87658
4306.590475,23220.225,23213.8897,0.86031
4306.599952,23220.1739,23213.8386,0.84586
4306.609429,23220.1228,23213.7876,0.83099
4306.618906,23220.0718,23213.7365,0.80937
4306.628383,23220.0207,23213.6854,0.78156
4306.637861,23219.9696,23213.6343,0.74599
4306.647338,23219.9185,23213.5832,0.69819
4306.656815,23219.8674,23213.5321,0.63751
4306.666292,23219.8163,23213.4811,0.5628
4306.675769,23219.7652,23213.43,0.47305
4306.685246,23219.7141,23213.3789,0.37376
4306.694723,23219.663,23213.3278,0.27728
4306.7042,23219.6119,23213.2767,0.20567
4306.713677,23219.5608,23213.2257,0.18383
4306.723154,23219.5097,23213.1746,0.21789
4306.732631,23219.4586,23213.1235,0.29408
4306.742109,23219.4075,23213.0724,0.39222
4306.751586,23219.3564,23213.0213,0.48645
4306.761063,23219.3053,23212.9702,0.55906
4306.77054,23219.2542,23212.9192,0.61468
4306.780017,23219.2031,23212.8681,0.65078
4306.789494,23219.152,23212.817,0.65067
4306.798971,23219.1009,23212.7659,0.6383
4306.808448,23219.0498,23212.7148,0.66909
4306.817925,23218.9987,23212.6638,0.74056
4306.827402,23218.9477,23212.6127,0.79658
4306.83688,23218.8966,23212.5616,0.82116
4306.846357,23218.8455,23212.5105,0.84118
4306.855834,23218.7944,23212.4595,0.86047
4306.865311,23218.7433,23212.4084,0.86745
4306.874788,23218.6922,23212.3573,0.87045
4306.884265,23218.6411,23212.3062,0.87496
4306.893742,23218.59,23212.2551,0.87056
4306.903219,23218.5389,23212.2041,0.85974
4306.912696,23218.4878,23212.153,0.85296
4306.922173,23218.4367,23212.1019,0.84303
4306.93165,23218.3856,23212.0508,0.82518
4306.941128,23218.3346,23211.9998,0.80938
4306.950605,23218.2835,23211.9487,0.78392
4306.960082,23218.2324,23211.8976,0.7279
4306.969559,23218.1813,23211.8465,0.6769
4306.979036,23218.1302,23211.7955,0.68927
4306.988513,23218.0791,23211.7444,0.74045
4306.99799,23218.028,23211.6933,0.7538
4307.007467,23217.9769,23211.6422,0.73035
4307.016944,23217.9258,23211.5912,0.73859
4307.026421,23217.8748,23211.5401,0.79362
4307.035898,23217.8237,23211.489,0.84815
4307.045376,23217.7726,23211.4379,0.87868
4307.054853,23217.7215,23211.3869,0.89917
4307.06433,23217.6704,23211.3358,0.91685
4307.073807,23217.6193,23211.2847,0.92834
4307.083284,23217.5682,23211.2336,0.93596
4307.092761,23217.5171,23211.1826,0.94226
4307.102238,23217.4661,23211.1315,0.94652
4307.111715,23217.415,23211.0804,0.95038
4307.121192,23217.3639,23211.0294,0.95477
4307.130669,23217.3128,23210.9783,0.95742
4307.140147,23217.2617,23210.9272,0.95855
4307.149624,23217.2106,23210.8761,0.96008
4307.159101,23217.1595,23210.8251,0.96087
4307.168578,23217.1085,23210.774,0.96029
4307.178055,23217.0574,23210.7229,0.96023
4307.187532,23217.0063,23210.6718,0.95929
4307.197009,23216.9552,23210.6208,0.95465
4307.206486,23216.9041,23210.5697,0.95049
4307.215963,23216.853,23210.5186,0.95355
4307.22544,23216.802,23210.4676,0.96145
4307.234917,23216.7509,23210.4165,0.96619
4307.244395,23216.6998,23210.3654,0.96653
4307.253872,23216.6487,23210.3144,0.96696
4307.263349,23216.5976,23210.2633,0.96849
4307.272826,23216.5465,23210.2122,0.96897
4307.282303,23216.4955,23210.1612,0.96812
4307.29178,23216.4444,23210.1101,0.96646
4307.301257,23216.3933,23210.059,0.96431
4307.310734,23216.3422,23210.008,0.96349
4307.320211,23216.2911,23209.9569,0.96394
4307.329688,23216.24,23209.9058,0.96215
4307.339165,23216.189,23209.8548,0.95774
4307.348643,23216.1379,23209.8037,0.95297
4307.35812,23216.0868,23209.7526,0.94698
4307.367597,23216.0357,23209.7016,0.9414
4307.377074,23215.9846,23209.6505,0.94126
4307.386551,23215.9336,23209.5994,0.94358
4307.396028,23215.8825,23209.5484,0.94303
4307.405505,23215.8314,23209.4973,0.94279
4307.414982,23215.7803,23209.4462,0.9418
4307.424459,23215.7292,23209.3952,0.93444
4307.433936,23215.6782,23209.3441,0.92886
4307.443414,23215.6271,23209.293,0.93134
4307.452891,23215.576,23209.242,0.92915
4307.462368,23215.5249,23209.1909,0.91902
4307.471845,23215.4739,23209.1398,0.91324
4307.481322,23215.4228,23209.0888,0.91046
4307.490799,23215.3717,23209.0377,0.90577
4307.500276,23215.3206,23208.9866,0.90341
4307.509753,23215.2695,23208.9356,0.89529
4307.51923,23215.2185,23208.8845,0.8779
4307.528707,23215.1674,23208.8335,0.86735
4307.538184,23215.1163,23208.7824,0.85307
4307.547662,23215.0652,23208.7313,0.81326
4307.557139,23215.0142,23208.6803,0.76945
4307.566616,23214.9631,23208.6292,0.71648
4307.576093,23214.912,23208.5782,0.60012
4307.58557,23214.8609,23208.5271,0.4752
4307.595047,23214.8099,23208.476,0.48842
4307.604524,23214.7588,23208.425,0.62968
4307.614001,23214.7077,23208.3739,0.74479
4307.623478,23214.6566,23208.3229,0.78825
4307.632955,23214.6056,23208.2718,0.82322
4307.642433,23214.5545,23208.2207,0.8582
4307.65191,23214.5034,23208.1697,0.8706
4307.661387,23214.4523,23208.1186,0.87365
4307.670864,23214.4013,23208.0676,0.87355
4307.680341,23214.3502,23208.0165,0.86854
4307.689818,23214.2991,23207.9654,0.87802
4307.699295,23214.2481,23207.9144,0.90242
4307.708772,23214.197,23207.8633,0.9159
4307.718249,23214.1459,23207.8123,0.91341
4307.727726,23214.0948,23207.7612,0.90708
4307.737203,23214.0438,23207.7101,0.90524
4307.746681,23213.9927,23207.6591,0.91728
4307.756158,23213.9416,23207.608,0.93844
4307.765635,23213.8906,23207.557,0.94905
4307.775112,23213.8395,23207.5059,0.94994
4307.784589,23213.7884,23207.4549,0.95507
4307.794066,23213.7373,23207.4038,0.9607
4307.803543,23213.6863,23207.3527,0.96211
4307.81302,23213.6352,23207.3017,0.96632
4307.822497,23213.5841,23207.2506,0.97149
4307.831974,23213.5331,23207.1996,0.97187
4307.841451,23213.482,23207.1485,0.97232
4307.850929,23213.4309,23207.0975,0.97458
4307.860406,23213.3799,23207.0464,0.97439
4307.869883,23213.3288,23206.9954,0.97457
4307.87936,23213.2777,23206.9443,0.97743
4307.888837,23213.2267,23206.8933,0.97848
4307.898314,23213.1756,23206.8422,0.97778
4307.907791,23213.1245,23206.7911,0.97877
4307.917268,23213.0735,23206.7401,0.97971
4307.926745,23213.0224,23206.689,0.97919
4307.936222,23212.9713,23206.638,0.9793
4307.9457,23212.9203,23206.5869,0.97965
4307.955177,23212.8692,23206.5359,0.97872
4307.964654,23212.8181,23206.4848,0.97757
4307.974131,23212.7671,23206.4338,0.97692
4307.983608,23212.716,23206.3827,0.97599
4307.993085,23212.6649,23206.3317,0.97495
4308.002562,23212.6139,23206.2806,0.97416
4308.012039,23212.5628,23206.2296,0.97308
4308.021516,23212.5117,23206.1785,0.9716
4308.030993,23212.4607,23206.1275,0.96971
4308.04047,23212.4096,23206.0764,0.96681
4308.049948,23212.3585,23206.0254,0.96441
4308.059425,23212.3075,23205.9743,0.96468
4308.068902,23212.2564,23205.9233,0.96423
4308.078379,23212.2054,23205.8722,0.95912
4308.087856,23212.1543,23205.8212,0.95368
4308.097333,23212.1032,23205.7701,0.95016
4308.10681,23212.0522,23205.7191,0.94169
4308.116287,23212.0011,23205.668,0.9292
4308.125764,23211.95,23205.617,0.91734
4308.135241,23211.899,23205.5659,0.89316
4308.144718,23211.8479,23205.5149,0.85515
4308.154196,23211.7969,23205.4638,0.84196
4308.163673,23211.7458,23205.4128,0.87405
4308.17315,23211.6947,23205.3617,0.913
4308.182627,23211.6437,23205.3107,0.92859
4308.192104,23211.5926,23205.2596,0.93675
4308.201581,23211.5415,23205.2086,0.94666
4308.211058,23211.4905,23205.1576,0.94902
4308.220535,23211.4394,23205.1065,0.94954
4308.230012,23211.3884,23205.0555,0.95293
4308.239489,23211.3373,23205.0044,0.95054
4308.248967,23211.2862,23204.9534,0.94598
4308.258444,23211.2352,23204.9023,0.94374
4308.267921,23211.1841,23204.8513,0.93429
4308.277398,23211.1331,23204.8002,0.92213
4308.286875,23211.082,23204.7492,0.91516
4308.296352,23211.031,23204.6981,0.8974
4308.305829,23210.9799,23204.6471,0.86855
4308.315306,23210.9288,23204.5961,0.84464
4308.324783,23210.8778,23204.545,0.79842
4308.33426,23210.8267,23204.494,0.71537
4308.343737,23210.7757,23204.4429,0.67496
4308.353215,23210.7246,23204.3919,0.73537
4308.362692,23210.6736,23204.3408,0.8241
4308.372169,23210.6225,23204.2898,0.86398
4308.381646,23210.5714,23204.2388,0.87847
4308.391123,23210.5204,23204.1877,0.89706
4308.4006,23210.4693,23204.1367,0.90193
4308.410077,23210.4183,23204.0856,0.89668
4308.419554,23210.3672,23204.0346,0.90602
4308.429031,23210.3162,23203.9836,0.92289
4308.438508,23210.2651,23203.9325,0.93196
4308.447985,23210.2141,23203.8815,0.93948
4308.457463,23210.163,23203.8304,0.94767
4308.46694,23210.1119,23203.7794,0.95046
4308.476417,23210.0609,23203.7284,0.95248
4308.485894,23210.0098,23203.6773,0.95583
4308.495371,23209.9588,23203.6263,0.95328
4308.504848,23209.9077,23203.5752,0.94918
4308.514325,23209.8567,23203.5242,0.95239
4308.523802,23209.8056,23203.4732,0.95629
4308.533279,23209.7546,23203.4221,0.95524
4308.542756,23209.7035,23203.3711,0.95542
4308.552234,23209.6525,23203.32,0.9557
4308.561711,23209.6014,23203.269,0.95185
4308.571188,23209.5504,23203.218,0.95027
4308.580665,23209.4993,23203.1669,0.95012
4308.590142,23209.4483,23203.1159,0.94326
4308.599619,23209.3972,23203.0649,0.93626
4308.609096,23209.3462,23203.0138,0.93283
4308.618573,23209.2951,23202.9628,0.92322
4308.62805,23209.2441,23202.9117,0.91375
4308.637527,23209.193,23202.8607,0.91137
4308.647004,23209.142,23202.8097,0.89791
4308.656482,23209.0909,23202.7586,0.87392
4308.665959,23209.0399,23202.7076,0.85762
4308.675436,23208.9888,23202.6566,0.82796
4308.684913,23208.9378,23202.6055,0.77145
4308.69439,23208.8867,23202.5545,0.7174
4308.703867,23208.8357,23202.5035,0.63867
4308.713344,23208.7846,23202.4524,0.48758
4308.722821,23208.7336,23202.4014,0.3656
4308.732298,23208.6825,23202.3504,0.41474
4308.741775,23208.6315,23202.2993,0.5752
4308.751252,23208.5804,23202.2483,0.68709
4308.76073,23208.5294,23202.1973,0.71793
4308.770207,23208.4783,23202.1462,0.72069
4308.779684,23208.4273,23202.0952,0.72687
4308.789161,23208.3762,23202.0442,0.75921
4308.798638,23208.3252,23201.9931,0.81581
4308.808115,23208.2742,23201.9421,0.85724
4308.817592,23208.2231,23201.8911,0.87411
4308.827069,23208.1721,23201.84,0.8916
4308.836546,23208.121,23201.789,0.9096
4308.846023,23208.07,23201.738,0.91638
4308.855501,23208.0189,23201.6869,0.91996
4308.864978,23207.9679,23201.6359,0.92577
4308.874455,23207.9168,23201.5849,0.9279
4308.883932,23207.8658,23201.5338,0.92551
4308.893409,23207.8147,23201.4828,0.92332
4308.902886,23207.7637,23201.4318,0.9222
4308.912363,23207.7127,23201.3808,0.915
4308.92184,23207.6616,23201.3297,0.9004
4308.931317,23207.6106,23201.2787,0.88914
4308.940794,23207.5595,23201.2277,0.87308
4308.950271,23207.5085,23201.1766,0.83319
4308.959749,23207.4574,23201.1256,0.79228
4308.969226,23207.4064,23201.0746,0.78014
4308.978703,23207.3554,23201.0236,0.77525
4308.98818,23207.3043,23200.9725,0.76295
4308.997657,23207.2533,23200.9215,0.75985
4309.007134,23207.2022,23200.8705,0.74124
4309.016611,23207.1512,23200.8194,0.68225
4309.026088,23207.1002,23200.7684,0.64031
4309.035565,23207.0491,23200.7174,0.66367
4309.045042,23206.9981,23200.6664,0.71035
4309.054519,23206.947,23200.6153,0.72562
4309.063997,23206.896,23200.5643,0.68812
4309.073474,23206.845,23200.5133,0.61174
4309.082951,23206.7939,23200.4623,0.57835
4309.092428,23206.7429,23200.4112,0.65233
4309.101905,23206.6918,23200.3602,0.76391
4309.111382,23206.6408,23200.3092,0.82182
4309.120859,23206.5898,23200.2582,0.84782
4309.130336,23206.5387,23200.2071,0.88113
4309.139813,23206.4877,23200.1561,0.90148
4309.14929,23206.4366,23200.1051,0.9056
4309.158768,23206.3856,23200.0541,0.91536
4309.168245,23206.3346,23200.003,0.9242
4309.177722,23206.2835,23199.952,0.92591
4309.187199,23206.2325,23199.901,0.93252
4309.196676,23206.1815,23199.85,0.93771
4309.206153,23206.1304,23199.7989,0.93068
4309.21563,23206.0794,23199.7479,0.92022
4309.225107,23206.0284,23199.6969,0.90669
4309.234584,23205.9773,23199.6459,0.88176
4309.244061,23205.9263,23199.5949,0.85878
4309.253538,23205.8752,23199.5438,0.85688
4309.263016,23205.8242,23199.4928,0.87388
4309.272493,23205.7732,23199.4418,0.89715
4309.28197,23205.7221,23199.3908,0.91742
4309.291447,23205.6711,23199.3398,0.93063
4309.300924,23205.6201,23199.2887,0.94012
4309.310401,23205.569,23199.2377,0.9497
4309.319878,23205.518,23199.1867,0.9571
4309.329355,23205.467,23199.1357,0.96145
4309.338832,23205.4159,23199.0847,0.96483
4309.348309,23205.3649,23199.0336,0.96564
4309.357786,23205.3139,23198.9826,0.96329
4309.367264,23205.2628,23198.9316,0.96238
4309.376741,23205.2118,23198.8806,0.96402
4309.386218,23205.1608,23198.8296,0.96421
4309.395695,23205.1097,23198.7785,0.96208
4309.405172,23205.0587,23198.7275,0.95983
4309.414649,23205.0077,23198.6765,0.9587
4309.424126,23204.9566,23198.6255,0.96013
4309.433603,23204.9056,23198.5745,0.96386
4309.44308,23204.8546,23198.5235,0.96623
4309.452557,23204.8036,23198.4724,0.96598
4309.462035,23204.7525,23198.4214,0.96505
4309.471512,23204.7015,23198.3704,0.96327
4309.480989,23204.6505,23198.3194,0.96038
4309.490466,23204.5994,23198.2684,0.957
4309.499943,23204.5484,23198.2174,0.95083
4309.50942,23204.4974,23198.1663,0.94189
4309.518897,23204.4463,23198.1153,0.93339
4309.528374,23204.3953,23198.0643,0.92331
4309.537851,23204.3443,23198.0133,0.91294
4309.547328,23204.2933,23197.9623,0.91374
4309.556805,23204.2422,23197.9113,0.92553
4309.566283,23204.1912,23197.8602,0.93412
4309.57576,23204.1402,23197.8092,0.93731
4309.585237,23204.0891,23197.7582,0.93943
4309.594714,23204.0381,23197.7072,0.93619
4309.604191,23203.9871,23197.6562,0.92998
4309.613668,23203.9361,23197.6052,0.92527
4309.623145,23203.885,23197.5542,0.91343
4309.632622,23203.834,23197.5032,0.89585
4309.642099,23203.783,23197.4521,0.88057
4309.651576,23203.732,23197.4011,0.85291
4309.661053,23203.6809,23197.3501,0.81152
4309.670531,23203.6299,23197.2991,0.77931
4309.680008,23203.5789,23197.2481,0.7313
4309.689485,23203.5279,23197.1971,0.63605
4309.698962,23203.4768,23197.1461,0.57111
4309.708439,23203.4258,23197.0951,0.62463
4309.717916,23203.3748,23197.0441,0.73622
4309.727393,23203.3238,23196.993,0.80189
4309.73687,23203.2727,23196.942,0.82536
4309.746347,23203.2217,23196.891,0.8473
4309.755824,23203.1707,23196.84,0.86147
4309.765302,23203.1197,23196.789,0.85725
4309.774779,23203.0686,23196.738,0.84199
4309.784256,23203.0176,23196.687,0.82964
4309.793733,23202.9666,23196.636,0.8429
4309.80321,23202.9156,23196.585,0.88015
4309.812687,23202.8645,23196.534,0.90727
4309.822164,23202.8135,23196.483,0.91618
4309.831641,23202.7625,23196.4319,0.92596
4309.841118,23202.7115,23196.3809,0.93432
4309.850595,23202.6605,23196.3299,0.9352
4309.860072,23202.6094,23196.2789,0.9381
4309.86955,23202.5584,23196.2279,0.93958
4309.879027,23202.5074,23196.1769,0.93394
4309.888504,23202.4564,23196.1259,0.93143
4309.897981,23202.4054,23196.0749,0.92965
4309.907458,23202.3543,23196.0239,0.91899
4309.916935,23202.3033,23195.9729,0.90691
4309.926412,23202.2523,23195.9219,0.89115
4309.935889,23202.2013,23195.8709,0.86329
4309.945366,23202.1503,23195.8199,0.8384
4309.954843,23202.0992,23195.7689,0.80883
4309.96432,23202.0482,23195.7179,0.74082
4309.973798,23201.9972,23195.6669,0.67591
4309.983275,23201.9462,23195.6158,0.69988
4309.992752,23201.8952,23195.5648,0.78896
4310.002229,23201.8441,23195.5138,0.84589
4310.011706,23201.7931,23195.4628,0.85693
4310.021183,23201.7421,23195.4118,0.86985
4310.03066,23201.6911,23195.3608,0.89097
4310.040137,23201.6401,23195.3098,0.90502
4310.049614,23201.5891,23195.2588,0.91498
4310.059091,23201.5381,23195.2078,0.92074
4310.068569,23201.487,23195.1568,0.92056
4310.078046,23201.436,23195.1058,0.92363
4310.087523,23201.385,23195.0548,0.93023
4310.097,23201.334,23195.0038,0.93251
4310.106477,23201.283,23194.9528,0.93286
4310.115954,23201.232,23194.9018,0.9345
4310.125431,23201.1809,23194.8508,0.93523
4310.134908,23201.1299,23194.7998,0.93737
4310.144385,23201.0789,23194.7488,0.94174
4310.153862,23201.0279,23194.6978,0.94411
4310.163339,23200.9769,23194.6468,0.94578
4310.172817,23200.9259,23194.5958,0.94885
4310.182294,23200.8749,23194.5448,0.95016
4310.191771,23200.8238,23194.4938,0.95018
4310.201248,23200.7728,23194.4428,0.95032
4310.210725,23200.7218,23194.3918,0.94707
4310.220202,23200.6708,23194.3408,0.94203
4310.229679,23200.6198,23194.2898,0.9405
4310.239156,23200.5688,23194.2388,0.94105
4310.248633,23200.5178,23194.1878,0.94163
4310.25811,23200.4668,23194.1368,0.94037
4310.267588,23200.4157,23194.0858,0.92975
4310.277065,23200.3647,23194.0348,0.9127
4310.286542,23200.3137,23193.9838,0.90757
4310.296019,23200.2627,23193.9328,0.91961
4310.305496,23200.2117,23193.8818,0.93383
4310.314973,23200.1607,23193.8308,0.93978
4310.32445,23200.1097,23193.7798,0.93962
4310.333927,23200.0587,23193.7289,0.93821
4310.343404,23200.0077,23193.6779,0.93647
4310.352881,23199.9567,23193.6269,0.93056
4310.362358,23199.9056,23193.5759,0.9209
4310.371836,23199.8546,23193.5249,0.9127
4310.381313,23199.8036,23193.4739,0.90113
4310.39079,23199.7526,23193.4229,0.87988
4310.400267,23199.7016,23193.3719,0.85747
4310.409744,23199.6506,23193.3209,0.83605
4310.419221,23199.5996,23193.2699,0.80727
4310.428698,23199.5486,23193.2189,0.78652
4310.438175,23199.4976,23193.1679,0.79326
4310.447652,23199.4466,23193.1169,0.80535
4310.457129,23199.3956,23193.0659,0.7954
4310.466606,23199.3446,23193.0149,0.76846
4310.476084,23199.2935,23192.9639,0.71946
4310.485561,23199.2425,23192.9129,0.63615
4310.495038,23199.1915,23192.862,0.5644
4310.504515,23199.1405,23192.811,0.56421
4310.513992,23199.0895,23192.76,0.60129
4310.523469,23199.0385,23192.709,0.59032
4310.532946,23198.9875,23192.658,0.5354
4310.542423,23198.9365,23192.607,0.52776
4310.5519,23198.8855,23192.556,0.60634
4310.561377,23198.8345,23192.505,0.70638
4310.570855,23198.7835,23192.454,0.76136
4310.580332,23198.7325,23192.403,0.78372
4310.589809,23198.6815,23192.352,0.81376
4310.599286,23198.6305,23192.3011,0.85096
4310.608763,23198.5795,23192.2501,0.87583
4310.61824,23198.5285,23192.1991,0.89058
4310.627717,23198.4775,23192.1481,0.90438
4310.637194,23198.4265,23192.0971,0.91413
4310.646671,23198.3755,23192.0461,0.91796
4310.656148,23198.3245,23191.9951,0.92122
4310.665625,23198.2735,23191.9441,0.92447
4310.675103,23198.2225,23191.8931,0.92436
4310.68458,23198.1715,23191.8422,0.92255
4310.694057,23198.1205,23191.7912,0.92048
4310.703534,23198.0695,23191.7402,0.91494
4310.713011,23198.0185,23191.6892,0.90477
4310.722488,23197.9675,23191.6382,0.89
4310.731965,23197.9165,23191.5872,0.87012
4310.741442,23197.8655,23191.5362,0.85598
4310.750919,23197.8145,23191.4852,0.85815
4310.760396,23197.7635,23191.4343,0.85607
4310.769873,23197.7125,23191.3833,0.82724
4310.779351,23197.6615,23191.3323,0.80172
4310.788828,23197.6105,23191.2813,0.82029
4310.798305,23197.5595,23191.2303,0.86136
4310.807782,23197.5085,23191.1793,0.88033
4310.817259,23197.4575,23191.1284,0.8804
4310.826736,23197.4065,23191.0774,0.88664
4310.836213,23197.3555,23191.0264,0.89988
4310.84569,23197.3045,23190.9754,0.91158
4310.855167,23197.2535,23190.9244,0.92134
4310.864644,23197.2025,23190.8734,0.92861
4310.874122,23197.1515,23190.8224,0.93244
4310.883599,23197.1005,23190.7715,0.93497
4310.893076,23197.0495,23190.7205,0.93718
4310.902553,23196.9985,23190.6695,0.93784
4310.91203,23196.9475,23190.6185,0.93628
4310.921507,23196.8965,23190.5675,0.93383
4310.930984,23196.8455,23190.5166,0.93133
4310.940461,23196.7945,23190.4656,0.92594
4310.949938,23196.7435,23190.4146,0.91693
4310.959415,23196.6925,23190.3636,0.90703
4310.968892,23196.6415,23190.3126,0.89385
4310.97837,23196.5905,23190.2616,0.87705
4310.987847,23196.5395,23190.2107,0.86464
4310.997324,23196.4885,23190.1597,0.85469
4311.006801,23196.4375,23190.1087,0.84059
4311.016278,23196.3865,23190.0577,0.83058
4311.025755,23196.3356,23190.0067,0.81928
4311.035232,23196.2846,23189.9558,0.78115
4311.044709,23196.2336,23189.9048,0.72924
4311.054186,23196.1826,23189.8538,0.70467
4311.063663,23196.1316,23189.8028,0.70303
4311.07314,23196.0806,23189.7519,0.69486
4311.082618,23196.0296,23189.7009,0.67732
4311.092095,23195.9786,23189.6499,0.64823
4311.101572,23195.9276,23189.5989,0.59883
4311.111049,23195.8766,23189.5479,0.52802
4311.120526,23195.8256,23189.497,0.41419
4311.130003,23195.7746,23189.446,0.26732
4311.13948,23195.7237,23189.395,0.20513
4311.148957,23195.6727,23189.344,0.30941
4311.158434,23195.6217,23189.2931,0.47482
4311.167911,23195.5707,23189.2421,0.57491
4311.177389,23195.5197,23189.1911,0.63532
4311.186866,23195.4687,23189.1401,0.7088
4311.196343,23195.4177,23189.0892,0.76896
4311.20582,23195.3667,23189.0382,0.80198
4311.215297,23195.3157,23188.9872,0.83238
4311.224774,23195.2647,23188.9362,0.85742
4311.234251,23195.2138,23188.8853,0.86811
4311.243728,23195.1628,23188.8343,0.8777
4311.253205,23195.1118,23188.7833,0.88411
4311.262682,23195.0608,23188.7323,0.87695
4311.272159,23195.0098,23188.6814,0.87193
4311.281637,23194.9588,23188.6304,0.8829
4311.291114,23194.9078,23188.5794,0.89807
4311.300591,23194.8568,23188.5284,0.90712
4311.310068,23194.8059,23188.4775,0.91231
4311.319545,23194.7549,23188.4265,0.91497
