element,ion,wave_air_A,wave_vac_A,band,band_methods,ep_eV,log_gf_linelist_sum,log_gf_strongest_component,hfs_n_components,hfs_carried,central_depth,blend_flag,vald_proximity_min,instruments_coverage_module,instruments_on_sirius,instruments_coverage_blind_spot,best_gf_source,best_log_gf,best_sigma_dex,delta_best_minus_linelist,scale_mismatch,tier,telluric_required_band,canonical_log_gf,canonical_reference,canonical_gf_tier,canonical_hfs_n,canonical_lam_A,burheim_lam_vac_A,burheim_lam_air_A,burheim_gap_A,burheim_log_gf,burheim_unc_pct,burheim_sigma_dex,burheim_transition,papoulia19_log_gf,kurucz95_log_gf,topbase_m00_log_gf,nist_lam_A,nist_gap_A,nist_log_gf,nist_grade,nist_grade_worst,nist_sigma_dex,nist_n_components,nist_ref_line
Al,I,2321.562,2322.2752,FUV/<3000A (NO DECLARED POLICY),,3.6132,-0.18,-0.18,1,False,0.85,False,1.0,,,,UNGRADED,-0.18,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2367.053,2367.7763,FUV/<3000A (NO DECLARED POLICY),,0.0,-0.6228,-1.049,6,True,0.996,False,1.0,,,,UNGRADED,-0.6228160962029187,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2367.611,2368.3344,FUV/<3000A (NO DECLARED POLICY),,3.5981,-0.2,-0.2,1,False,0.837,False,1.0,,,,UNGRADED,-0.19999999999999998,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2368.112,2368.8355,FUV/<3000A (NO DECLARED POLICY),,3.5981,-0.2,-0.2,1,False,0.837,False,0.8775,,,,UNGRADED,-0.19999999999999998,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2369.305,2370.0288,FUV/<3000A (NO DECLARED POLICY),,3.6038,0.2,0.2,1,False,0.891,False,1.0,,,,UNGRADED,0.20000000000000004,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2370.225,2370.949,FUV/<3000A (NO DECLARED POLICY),,3.6038,-0.09,-0.09,1,False,0.854,False,1.0,,,,UNGRADED,-0.08999999999999997,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2370.726,2371.4501,FUV/<3000A (NO DECLARED POLICY),,3.6038,-0.9,-0.9,1,False,0.548,False,1.0,,,,UNGRADED,-0.9,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2372.07,2372.7944,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.0997,-2.589,4,True,0.981,False,1.0,,,,UNGRADED,-2.099661315844732,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2372.114,2372.8384,FUV/<3000A (NO DECLARED POLICY),,3.6132,0.48,0.48,1,False,0.913,False,1.0,,,,UNGRADED,0.48,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2373.122,2373.8467,FUV/<3000A (NO DECLARED POLICY),,0.0139,-0.363,-0.878,12,True,0.997,False,1.0,,,,UNGRADED,-0.36297930466150397,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2373.351,2374.0757,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.323,-1.874,10,True,0.992,False,1.0,,,,UNGRADED,-1.3229563523620889,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2373.57,2374.2948,FUV/<3000A (NO DECLARED POLICY),,3.6132,-0.17,-0.17,1,False,0.837,False,1.0,,,,UNGRADED,-0.17000000000000004,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2374.494,2375.219,FUV/<3000A (NO DECLARED POLICY),,3.6132,-1.12,-1.12,1,False,0.412,False,1.0,,,,UNGRADED,-1.12,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2378.395,2379.1208,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.7998,-2.226,6,True,0.986,False,1.0,,,,UNGRADED,-1.7998160962029186,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2567.983,2568.7526,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.0598,-1.486,6,True,0.996,False,1.0,,,,UNGRADED,-1.0598160962029188,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2575.094,2575.8653,FUV/<3000A (NO DECLARED POLICY),,0.0139,-0.8,-1.315,12,True,0.996,False,1.0,,,,UNGRADED,-0.7999793046615039,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2575.397,2576.1684,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.76,-2.311,10,True,0.991,False,1.0,,,,UNGRADED,-1.7599563523620887,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2652.475,2653.2647,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.5497,-2.039,4,True,0.992,False,1.0,,,,UNGRADED,-1.5496613158447319,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2660.386,2661.1776,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.2498,-1.676,6,True,0.994,False,1.0,,,,UNGRADED,-1.2498160962029188,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2669.155,2669.9487,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.6898,-5.042,3,True,0.99,False,1.0,,,,UNGRADED,-4.689831235863412,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2816.185,2817.0143,FUV/<3000A (NO DECLARED POLICY),,7.4207,-0.33,-0.33,1,False,0.501,False,1.0,,,,UNGRADED,-0.33,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,3050.072,3050.9592,near-UV,synthesis,3.6038,-0.57,-0.57,1,False,0.733,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.57,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.57,VALD3,VALD3,1.0,3050.072,,,,,,,,,,,,,,,,,,
Al,I,3054.679,3055.5674,near-UV,synthesis,3.5981,-0.6,-0.6,1,False,0.723,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.6,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.6,VALD3,VALD3,1.0,3054.679,,,,,,,,,,,,,,,,,,
Al,I,3057.144,3058.033,near-UV,synthesis,3.6132,-0.2,-0.2,1,False,0.829,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.19999999999999998,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.1999999999999999,VALD3,VALD3,1.0,3057.144,,,,,,,,,,,,,,,,,,
Al,I,3059.03,3059.9194,near-UV,synthesis,3.6038,-1.1,-1.1,1,False,0.448,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-1.1,0.2,0.0,False,GRADEABLE,False,-1.1,VALD3,VALD3,1.0,3059.03,,,,,,,,,,,,,,,,,,
Al,I,3059.924,3060.8137,near-UV,synthesis,3.5981,-1.29,-1.29,1,False,0.34,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-1.29,0.2,0.0,False,GRADEABLE,False,-1.29,VALD3,VALD3,1.0,3059.924,,,,,,,,,,,,,,,,,,
Al,I,3064.29,3065.1808,near-UV,synthesis,3.6038,-0.6,-0.6,1,False,0.719,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.6,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.6,VALD3,VALD3,1.0,3064.29,,,,,,,,,,,,,,,,,,
Al,I,3066.144,3067.0352,near-UV,synthesis,3.6132,-0.57,-0.57,1,False,0.727,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.57,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.57,VALD3,VALD3,1.0,3066.144,,,,,,,,,,,,,,,,,,
Al,I,3082.153,3083.0482,near-UV,synthesis,0.0,-0.4468,-0.873,6,True,0.991,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.44681609620291884,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.4468160962029188,VALD3,VALD3,6.0,3082.153,,,,,,,,,,,,,,,,,,
Al,I,3092.71,3093.6079,near-UV,synthesis,0.0139,-0.187,-0.702,12,True,0.992,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.18697930466150398,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.1869793046615039,VALD3,VALD3,12.0,3092.71,,,,,,,,,,,,,,,,,,
Al,I,3092.839,3093.7369,near-UV,synthesis,0.0139,-1.147,-1.698,10,True,0.986,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-1.1469563523620887,0.2,0.0,False,EXCLUDED-SATURATED,False,-1.1469563523620887,VALD3,VALD3,10.0,3092.839,,,,,,,,,,,,,,,,,,
Al,II,3586.557,3587.5807,near-UV,synthesis,11.8466,0.6371,0.051,15,True,0.002,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,0.6370680116481215,0.2,0.0,False,EXCLUDED-SHALLOW,False,0.6370680116481215,VALD3,VALD3,15.0,3586.557,,,,,,,,,,,,,,,,,,
Al,II,3587.072,3588.0958,near-UV,synthesis,11.8467,0.4771,-0.067,14,True,0.001,False,1.0,kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,0.47707628444815653,0.2,0.0,False,EXCLUDED-SHALLOW,False,0.4770762844481565,VALD3,VALD3,14.0,3587.072,,,,,,,,,,,,,,,,,,
Al,II,3900.675,3901.7801,VIS,profile-fit|synthesis,7.4207,-1.27,-1.27,1,False,0.091,False,1.0,harps|kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-1.27,0.2,0.0,False,GRADEABLE,False,-1.27,VALD3,VALD3,1.0,3900.675,,,,,,,,,,,,,,,,,,
Al,I,3944.006,3945.1224,VIS,profile-fit|synthesis,0.0,-0.6227,-1.112,4,True,0.969,False,1.0,harps|kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.6226613158447318,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.6227,VALD3,VALD3,1.0,3944.006,,,,,,,,,,,,,,,,,,
Al,I,3961.52,3962.641,VIS,profile-fit|synthesis,0.0139,-0.3228,-0.749,6,True,0.972,False,1.0,harps|kpno_solar_atlas|delbouille_liege_intensity,delbouille_liege_intensity,,UNGRADED,-0.3228160962029187,0.2,0.0,False,EXCLUDED-SATURATED,False,-0.3228,VALD3,VALD3,1.0,3961.52,,,,,,,,,,,,,,,,,,
Al,I,4592.227,4593.5138,VIS,profile-fit|synthesis,3.1427,-3.291,-3.291,1,False,0.01,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-3.1149,0.2,0.17609999999999992,True,EXCLUDED-SHALLOW,False,-3.1149,K75,KURUCZ,2.0,4592.25,,,,,,,,,,,,,,,,,,
Al,I,4592.296,4593.5828,VIS,profile-fit|synthesis,3.1427,-3.592,-3.592,1,False,0.005,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-3.1149,0.2,0.4771000000000001,True,EXCLUDED-SHALLOW,False,-3.1149,K75,KURUCZ,2.0,4592.25,,,,,,,,,,,,,,,,,,
Al,I,4652.414,4653.7167,VIS,profile-fit|synthesis,3.1427,-3.125,-3.125,1,False,0.014,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.9489,0.2,0.17609999999999992,True,EXCLUDED-SHALLOW,False,-2.9489,K75,KURUCZ,2.0,4652.4467,,,,,,,,,,,,,,,,,,
Al,I,4652.512,4653.8147,VIS,profile-fit|synthesis,3.1427,-3.426,-3.426,1,False,0.007,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,UNGRADED,-3.426,0.2,0.0,False,EXCLUDED-SHALLOW,False,,,,,,,,,,,,,,,,,,,,,,,
Al,II,4663.046,4664.3515,VIS,profile-fit|synthesis,10.5983,-0.284,-0.284,1,False,0.002,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,UNGRADED,-0.284,0.2,0.0,False,EXCLUDED-SHALLOW,False,-0.284,WSM,OTHER,1.0,4663.046,,,,,,,,,,,,,,,,,,
Al,I,4740.265,4741.5909,VIS,profile-fit|synthesis,3.1427,-2.93,-2.93,1,False,0.023,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.93,0.2,0.0,False,EXCLUDED-SHALLOW,False,-2.93,K75,KURUCZ,1.0,4740.265,,,,,,,,,,,,,,,,,,
Al,I,4740.412,4741.738,VIS,profile-fit|synthesis,3.1427,-3.231,-3.231,1,False,0.011,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-3.231,0.2,0.0,False,EXCLUDED-SHALLOW,False,-3.231,K75,KURUCZ,1.0,4740.412,,,,,,,,,,,,,,,,,,
Al,I,4876.584,4877.9461,VIS,profile-fit|synthesis,3.1427,-2.6928,-3.119,6,True,0.036,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.693,0.2,-0.00018390379708099758,False,EXCLUDED-SHALLOW,False,-2.693,K75,KURUCZ,1.0,4876.584,,,,,,,,,,,,,,,,,,
Al,I,4876.819,4878.1811,VIS,profile-fit|synthesis,3.1427,-2.994,-2.994,1,False,0.019,False,0.8735,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.994,0.2,0.0,False,EXCLUDED-SHALLOW,False,-2.994,K75,KURUCZ,1.0,4876.819,,,,,,,,,,,,,,,,,,
Al,I,5107.52,5108.9435,VIS,profile-fit|synthesis,3.1427,-2.3948,-2.821,6,True,0.064,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.395,0.2,-0.00018390379708099758,False,GRADEABLE,False,-2.395,K75,KURUCZ,1.0,5107.52,,,,,,,,,,,,,,,,,,
Al,I,5107.943,5109.3666,VIS,profile-fit|synthesis,3.1427,-2.6967,-3.186,4,True,0.034,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.697,0.2,-0.0003386841552686093,False,EXCLUDED-SHALLOW,False,-2.697,K75,KURUCZ,1.0,5107.943,,,,,,,,,,,,,,,,,,
Al,I,5557.063,5558.6064,VIS,profile-fit|synthesis,3.1427,-2.1098,-2.536,6,True,0.105,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,THEORY-OP95,-2.104,0.2,0.005816096202918786,False,GRADEABLE,False,-2.104,1995JPhB..,OTHER,1.0,5557.063,,,,,,,,,,,,,,,,,,
Al,I,5557.948,5559.4916,VIS,profile-fit|synthesis,3.1427,-2.4097,-2.899,4,True,0.056,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,UNGRADED,-2.409661315844732,0.2,0.0,False,GRADEABLE,False,-2.41,WSM,OTHER,1.0,5557.948,,,,,,,,,,,,,,,,,,
Al,I,6631.218,6633.0494,VIS,profile-fit|synthesis,4.0215,-1.7,-1.7,1,False,0.036,False,0.0776,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.7,0.2,0.0,False,EXCLUDED-SHALLOW,False,-1.7,K75,KURUCZ,1.0,6631.218,,,,,,,,,,,,,,,,,,
Al,I,6631.809,6633.6405,VIS,profile-fit|synthesis,4.0216,-1.5288,-1.55,2,True,0.049,False,0.2542,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.5288,0.2,-3.840191425519279e-05,False,EXCLUDED-SHALLOW,False,-1.5288,K75,KURUCZ,2.0,6631.809,,,,,,,,,,,,,,,,,,
Al,I,6696.015,6697.8638,VIS,profile-fit|synthesis,3.1427,-1.4598,-1.886,6,True,0.253,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,EXP-BURHEIM23,-1.46,0.03742649794062367,-0.00018390379708121962,False,GRADEABLE,False,-1.347,VALD3,VALD3,1.0,6696.023,6697.864,6696.015194969349,0.0001975575851247413,-1.46,9.0,0.03742649794062367,4s 2S1/2 - 5p 2P3/2,-1.499,-1.347,-1.569,6696.018,0.0030025882360860123,-1.5686362358410126,C+,C+,0.07188200730612536,1.0,L4737
Al,I,6696.185,6698.0339,VIS,profile-fit|synthesis,4.0215,-1.576,-1.576,1,False,0.047,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,UNGRADED,-1.576,0.2,0.0,False,EXCLUDED-SHALLOW,False,-1.569,NIST ASD v5.11; Kelleher & Podobedova 2008 JPCRD 37 p709 (Al/Si) grade C+ L4737,NIST-C+,1.0,6696.185,,,,,,,,,,,,,,,,,,
Al,I,6696.788,6698.637,VIS,profile-fit|synthesis,4.0216,-1.3998,-1.421,2,True,0.063,False,0.0729,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.3998,0.2,9.272518131542284e-06,False,CANDIDATE-BLENDED,False,-1.3998,K75,KURUCZ,2.0,6696.788,,,,,,,,,,,,,,,,,,
Al,I,6698.673,6700.5225,VIS,profile-fit|synthesis,3.1427,-1.7597,-2.249,4,True,0.167,False,1.0,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,EXP-BURHEIM23,-1.76,0.03342375548694973,-0.0003386841552681652,False,GRADEABLE,False,-1.647,VALD3,VALD3,1.0,6698.673,6700.522,6698.672480144469,-0.0005183742123335833,-1.76,8.0,0.03342375548694973,4s 2S1/2 - 5p 2P1/2,-1.808,-1.647,-1.87,6698.667,-0.005998518680826237,-1.869666231504994,C+,C+,0.07188200730612536,1.0,L4737
Al,I,6783.638,6785.5104,VIS,profile-fit|synthesis,4.0215,-1.44,-1.44,1,False,0.061,False,0.5513,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.44,0.2,0.0,False,GRADEABLE,False,-1.44,K75,KURUCZ,1.0,6783.638,,,,,,,,,,,,,,,,,,
Al,I,6784.256,6786.1286,VIS,profile-fit|synthesis,4.0216,-1.2638,-1.285,2,True,0.082,False,0.0799,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.2638,0.2,9.27251813132024e-06,False,CANDIDATE-BLENDED,False,-1.2638,K75,KURUCZ,2.0,6784.256,,,,,,,,,,,,,,,,,,
Al,I,6905.646,6907.5512,VIS,profile-fit|synthesis,4.0215,-1.287,-1.287,1,False,0.081,False,0.037,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-D,-1.3334820194451191,0.17609125905568124,-0.046482019445119205,True,CANDIDATE-BLENDED,False,-1.287,K75,KURUCZ,1.0,6905.646,,,,,,,,,,,6905.638,-0.007999999999810825,-1.3334820194451191,D,D,0.17609125905568124,1.0,nan
Al,I,6906.287,6908.1924,VIS,profile-fit|synthesis,4.0216,-1.1108,-1.132,2,True,0.108,False,0.0938,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C,-1.1592667653881932,0.10914446942506809,-0.04845749287006185,True,CANDIDATE-BLENDED,False,-1.1108,K75,KURUCZ,2.0,6906.287,,,,,,,,,,,6906.279,-0.007999999999810825,-1.1592667653881932,C,E,0.10914446942506809,2.0,nan
Al,I,6928.697,6930.6084,red-optical,profile-fit|synthesis,4.0853,-2.385,-2.385,1,False,0.007,False,0.1231,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.385,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.385,K75,KURUCZ,1.0,6928.697,,,,,,,,,,,,,,,,,,
Al,I,6936.1985,6938.1119,red-optical,profile-fit|synthesis,4.0872,-2.0843,-2.13,2,True,0.012,False,0.2129,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.13,0.2,-0.04568180093117702,True,EXCLUDED-SHALLOW,True,-2.13,K75,KURUCZ,1.0,6936.186,,,,,,,,,,,,,,,,,,
Al,I,6999.829,7001.7596,red-optical,profile-fit|synthesis,4.0853,-2.954,-2.954,1,False,0.002,False,0.656,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.954,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.954,K75,KURUCZ,1.0,6999.829,,,,,,,,,,,,,,,,,,
Al,I,7007.601,7009.5337,red-optical,profile-fit|synthesis,4.0872,-2.653,-2.653,1,False,0.004,False,0.6298,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.653,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.653,K75,KURUCZ,1.0,7007.601,,,,,,,,,,,,,,,,,,
Al,I,7019.545,7021.4809,red-optical,profile-fit|synthesis,4.0853,-2.288,-2.288,1,False,0.008,False,0.2926,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.288,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.288,K75,KURUCZ,1.0,7019.545,,,,,,,,,,,,,,,,,,
Al,I,7027.12,7029.0579,red-optical,profile-fit|synthesis,4.0872,-2.033,-2.033,1,False,0.014,False,0.1396,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.033,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.033,K75,KURUCZ,1.0,7027.12,,,,,,,,,,,,,,,,,,
Al,I,7027.36,7029.298,red-optical,profile-fit|synthesis,4.0872,-2.987,-2.987,1,False,0.002,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.987,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.987,K75,KURUCZ,1.0,7027.36,,,,,,,,,,,,,,,,,,
Al,I,7083.969,7085.9223,red-optical,profile-fit|synthesis,4.0215,-1.111,-1.111,1,False,0.11,False,0.3294,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C+,-1.157390760389438,0.07188200730612536,-0.04639076038943801,True,GRADEABLE,True,-1.111,K75,KURUCZ,1.0,7083.969,,,,,,,,,,,7083.969,0.0,-1.157390760389438,C+,C+,0.07188200730612536,1.0,L4737
Al,I,7084.643,7086.5964,red-optical,profile-fit|synthesis,4.0216,-0.9348,-0.956,2,True,0.143,False,0.6475,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C+,-0.9805264467275834,0.08603663149755733,-0.04571717420945187,True,GRADEABLE,True,-0.9348,K75,KURUCZ,2.0,7084.643,,,,,,,,,,,7084.643,0.0,-0.9805264467275834,C+,E,0.08603663149755733,2.0,nan
Al,I,7118.899,7120.8617,red-optical,profile-fit|synthesis,4.0853,-2.804,-2.804,1,False,0.003,False,0.6464,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.804,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.804,K75,KURUCZ,1.0,7118.899,,,,,,,,,,,,,,,,,,
Al,I,7126.938,7128.9028,red-optical,profile-fit|synthesis,4.0872,-2.503,-2.503,1,False,0.005,False,0.2802,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.503,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.503,K75,KURUCZ,1.0,7126.938,,,,,,,,,,,,,,,,,,
Al,I,7145.397,7147.3668,red-optical,profile-fit|synthesis,4.0853,-2.173,-2.173,1,False,0.01,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.173,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.173,K75,KURUCZ,1.0,7145.397,,,,,,,,,,,,,,,,,,
Al,I,7153.199,7155.1709,red-optical,profile-fit|synthesis,4.0872,-1.918,-1.918,1,False,0.018,False,0.1192,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.918,0.2,0.0,False,EXCLUDED-SHALLOW,True,-1.918,K75,KURUCZ,1.0,7153.199,,,,,,,,,,,,,,,,,,
