  hd159482     high-alpha   0    0.0000   5829    4.37    1.21        -0.7265         0.0081        -0.7411         0.0082        -0.5612         0.0126        -0.5475         0.0106        -0.5533         0.0131        -0.5420         0.0110        -0.1710         0.0106        -0.1906         0.0127        -0.1725         0.0113        -0.2017         0.0139
  hd148816     high-alpha   0    0.0000   5923    4.17    1.33        -0.7398         0.0120        -0.7541         0.0115        -0.5463         0.0003        -0.5349         0.0008        -0.5341         0.0005        -0.5265         0.0005        -0.2639         0.0113        -0.2798         0.0070        -0.2020         0.0185        -0.2423         0.0128
  hd132475     high-alpha   0    0.0000   5750    3.77    1.37        -1.5091         0.0148        -1.5356         0.0136        -1.3963         0.0173        -1.3686         0.0221        -1.3629         0.0151        -1.3465         0.0205        -0.7985         0.0067        -0.7891         0.0081        -0.8127         0.0126        -0.8160         0.0107
  hd179626     high-alpha   0    0.0000   5925    4.14    1.49        -1.0385         0.0118        -1.0720         0.0167        -0.9039         0.0082        -0.9440         0.0409        -0.8558         0.0186        -0.8983         0.0234        -0.4629         0.0111        -0.4846         0.0100        -0.4215         0.0133        -0.4766         0.0151
  hd121004     high-alpha   0    0.0000   5755    4.43    1.16        -0.7040         0.0101        -0.7181         0.0098        -0.5389         0.0152        -0.5263         0.0131        -0.5335         0.0157        -0.5225         0.0135        -0.2011         0.0103        -0.2168         0.0077        -0.2361         0.0095        -0.2553         0.0067
  hd113679     high-alpha   0    0.0000   5761    4.05    1.37        -0.6455         0.0102        -0.6637         0.0108        -0.5508         0.0036        -0.5327         0.0027        -0.5406         0.0038        -0.5260         0.0030        -0.1898         0.0094        -0.1964         0.0073        -0.1367         0.0144        -0.1693         0.0100
  hd111980     high-alpha   0    0.0000   5878    3.98    1.39        -1.0764         0.0190        -1.0944         0.0192        -0.9478         0.0302        -0.9301         0.0267        -0.9306         0.0314        -0.9175         0.0275        -0.4484         0.0047        -0.4558         0.0013        -0.3855         0.0131        -0.4307         0.0058
   hd51754     high-alpha   0    0.0000   5857    4.35    1.30        -0.5660         0.0080        -0.5871         0.0070        -0.4042         0.0029        -0.3938         0.0033        -0.3984         0.0026        -0.3900         0.0030        -0.1389         0.0233        -0.1620         0.0202        -0.1226         0.0267        -0.1567         0.0232
  hd237822     high-alpha   0    0.0000   5675    4.41    0.99        -0.4747         0.0157        -0.4757         0.0158        -0.2374         0.0305        -0.2321         0.0292        -0.2361         0.0309        -0.2315         0.0295     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
  hd233511     high-alpha   0    0.0000   6125    4.21    1.20        -1.5702         0.0215        -1.6030         0.0204     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000        -0.9459         0.0275        -0.9807         0.0267        -1.0002         0.0302        -1.0137         0.0290
    g18-39     high-alpha   0    0.0000   6112    4.23    1.44        -1.3939         0.0156        -1.4188         0.0044        -1.3110         0.0697        -1.3005         0.0470        -1.2755         0.0835        -1.2681         0.0639        -0.7999         0.0514        -0.8203         0.0566        -0.8130         0.0496        -0.8370         0.0483
   g188-22     high-alpha   0    0.0000   6116    4.20    1.42        -1.3200         0.0159        -1.3388         0.0179        -1.2149         0.0124        -1.2026         0.0165        -1.1818         0.0103        -1.1790         0.0150        -0.6754         0.0091        -0.6932         0.0122        -0.6481         0.0088        -0.6823         0.0123
   g121-12      low-alpha   0    0.0000   6041    4.25    1.26        -0.9290         0.0107        -0.9410         0.0107        -1.1239         0.0025        -1.1063         0.0016        -1.1080         0.0041        -1.0945         0.0005     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
   g119-64      low-alpha   0    0.0000   6333    4.14    1.40        -1.5332         0.0269        -1.5466         0.0283        -1.5905         0.1677        -1.5723         0.1722        -1.5199         0.1564        -1.5250         0.1648        -1.0345         0.0240        -1.0751         0.0241        -1.0506         0.0260        -1.0733         0.0266
    g66-22      low-alpha   0    0.0000   5297    4.46    0.78        -0.9038         0.0223        -0.8977         0.0237        -0.9956         0.0413        -0.9849         0.0378        -0.9957         0.0425        -0.9845         0.0385        -0.4696         0.0415        -0.4744         0.0407        -0.6088         0.0404        -0.5897         0.0393
   g150-40      low-alpha   0    0.0000   6080    4.11    1.31        -0.8133         0.0194        -0.8217         0.0189        -1.0974         0.0770        -1.0832         0.0720        -1.0796         0.0781        -1.0700         0.0730        -0.6533         0.0327        -0.6579         0.0352        -0.6067         0.0347        -0.6320         0.0379
   hd59392      low-alpha   0    0.0000   6137    3.88    1.73        -1.6152         0.0095        -1.6375         0.0101        -1.6697         0.0724        -1.6578         0.0764        -1.5958         0.0640        -1.6080         0.0710        -1.0629         0.0156        -1.1024         0.0086        -1.0907         0.0154        -1.1223         0.0086
   g161-73      low-alpha   0    0.0000   6108    3.99    1.26        -1.0421         0.0265        -1.0501         0.0291        -1.2065         0.1677        -1.1887         0.1722        -1.1876         0.1564        -1.1750         0.1648     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
   g170-56      low-alpha   0    0.0000   6112    4.11    1.39        -0.9337         0.0144        -0.9473         0.0134        -0.9837         0.0084        -0.9731         0.0115        -0.9657         0.0070        -0.9595         0.0105        -0.6365         0.0053        -0.6505         0.0069        -0.5787         0.0064        -0.6163         0.0041
   g176-53      low-alpha   0    0.0000   5615    4.52    0.90        -1.3324         0.0381        -1.3557         0.0437     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000        -0.7375         0.0205        -0.7425         0.0177        -0.8622         0.0067        -0.8455         0.0045
  hd163810      low-alpha   0    0.0000   5592    4.61    1.17        -1.1948         0.0166        -1.2224         0.0178        -1.1899         0.1677        -1.1726         0.1722        -1.1846         0.1564        -1.1670         0.1648        -0.6727         0.0450        -0.6837         0.0492        -0.8016         0.0649        -0.7905         0.0655
  hd219617      low-alpha   0    0.0000   5983    4.28    1.42        -1.4381         0.0154        -1.4630         0.0138        -1.5771         0.1677        -1.5549         0.1722        -1.5295         0.1564        -1.5220         0.1648        -0.8668         0.0195        -0.8946         0.0228        -0.9387         0.0252        -0.9520         0.0276
    g53-41      low-alpha   0    0.0000   5956    4.34    1.35        -1.1612         0.0187        -1.2507         0.0180        -1.3883         0.0222        -1.4238         0.0101        -1.3454         0.0468        -1.3782         0.0025        -0.9514         0.0392        -0.9596         0.0377        -1.0352         0.0350        -1.0224         0.0325
    hd3567      low-alpha   0    0.0000   6180    4.01    1.40        -1.1777         0.0105        -1.1933         0.0120        -1.2946         0.0002        -1.2836         0.0045        -1.2661         0.0017        -1.2630         0.0030        -0.8402         0.0091        -0.8548         0.0115        -0.8026         0.0048        -0.8283         0.0096
 cd-453283      low-alpha   0    0.0000   5685    4.61    0.95        -0.9259         0.0119        -0.9377         0.0138        -1.0406         0.0579        -1.0245         0.0532        -1.0354         0.0590        -1.0200         0.0540        -0.4999         0.0215        -0.5086         0.0229        -0.6005         0.0303        -0.5970         0.0307
 cd-514628      low-alpha   0    0.0000   6296    4.29    1.31        -1.3414         0.0251        -1.3557         0.0261        -1.4471         0.0993        -1.4328         0.0922        -1.3997         0.0911        -1.4005         0.0875        -0.9399         0.0013        -0.9744         0.0050        -0.9638         0.0035        -0.9817         0.0059
 cd-571633      low-alpha   0    0.0000   5981    4.29    1.08        -0.9253         0.0194        -0.9303         0.0209        -0.9903         0.0087        -0.9718         0.0125        -0.9767         0.0072        -0.9615         0.0115        -0.6207         0.0125        -0.6222         0.0139        -0.6329         0.0131        -0.6417         0.0156
 cd-610282      low-alpha   0    0.0000   5869    4.34    1.19        -1.2326         0.0159        -1.2579         0.0163        -1.3228         0.0070        -1.3000         0.0017        -1.3041         0.0089        -1.2860         0.0030        -0.6910         0.0177        -0.6945         0.0202        -0.7503         0.0238        -0.7523         0.0260
    g05-19      low-alpha   0    0.0000   5970    4.28    1.17        -1.1776         0.0241        -1.1966         0.0242        -1.2856         0.0364        -1.2648         0.0307        -1.2646         0.0389        -1.2495         0.0325        -0.7363         0.0053        -0.7403         0.0059        -0.7724         0.0049        -0.7777         0.0072
  hd284248      low-alpha   0    0.0000   6271    4.21    1.51        -1.5930         0.0242        -1.6106         0.0233        -1.5805         0.0567        -1.5656         0.0509        -1.5101         0.0523        -1.5185         0.0485        -1.1012         0.0155        -1.1402         0.0179        -1.1491         0.0187        -1.1693         0.0217
  hd250792      low-alpha   0    0.0000   5572    4.50    0.98        -1.0454         0.0177        -1.0635         0.0216     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000        -0.5092         0.0081        -0.5169         0.0075        -0.6282         0.0057        -0.6215         0.0045
    g20-15      low-alpha   0    0.0000   6162    4.32    1.50        -1.4922         0.0265        -1.5148         0.0251        -1.4934         0.0080        -1.4765         0.0028        -1.4443         0.0096        -1.4430         0.0040        -0.9858         0.0287        -1.0243         0.0273        -1.0524         0.0307        -1.0700         0.0301
    g21-22      low-alpha   0    0.0000   6021    4.27    1.30        -1.0990         0.0263        -1.1177         0.0269        -1.2185         0.1056        -1.2001         0.1083        -1.2004         0.1043        -1.1865         0.1075     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
  hd193901      low-alpha   0    0.0000   5729    4.43    1.31        -1.0759         0.0338        -1.1375         0.0209        -1.0475         0.0163        -1.0869         0.0211        -1.0090         0.0326        -1.0616         0.0090        -0.6250         0.0002        -0.6345         0.0042        -0.7151         0.0033        -0.7181         0.0077
    g46-31      low-alpha   0    0.0000   6017    4.29    1.30        -0.8193         0.0140        -0.8331         0.0143        -0.7861         0.0015        -0.7728         0.0042        -0.7723         0.0005        -0.7625         0.0035        -0.4930         0.0097        -0.5045         0.0108        -0.4683         0.0090        -0.4987         0.0101
  hd194598      low-alpha   0    0.0000   6018    4.34    1.40        -1.0783         0.0191        -1.1319         0.0209        -1.1440         0.0590        -1.1291         0.0409        -1.1240         0.0670        -1.1105         0.0520        -0.6818         0.0099        -0.6947         0.0103        -0.7006         0.0059        -0.7191         0.0064
    g56-30      low-alpha   0    0.0000   5935    4.29    1.22        -0.8801         0.0069        -0.8917         0.0057        -1.0494         0.0106        -1.0292         0.0065        -1.0365         0.0121        -1.0195         0.0075     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g56-36      low-alpha   0    0.0000   6067    4.33    1.33        -0.9203         0.0094        -0.9364         0.0104        -0.8966         0.0225        -0.8826         0.0255        -0.8821         0.0212        -0.8715         0.0245        -0.4957         0.0120        -0.5165         0.0152        -0.4710         0.0102        -0.5090         0.0148
    g75-31      low-alpha   0    0.0000   6135    4.02    1.28        -1.0539         0.0128        -1.0631         0.0124        -1.1942         0.1677        -1.1779         0.1722        -1.1739         0.1564        -1.1630         0.1648        -0.7453         0.0097        -0.7528         0.0107        -0.6925         0.0146        -0.7173         0.0128
    g82-05      low-alpha   0    0.0000   5338    4.51    0.80        -0.8072         0.0148        -0.8010         0.0131        -0.7016         0.0281        -0.6954         0.0303        -0.7023         0.0269        -0.6955         0.0295        -0.3918         0.0133        -0.3993         0.0127        -0.5260         0.0131        -0.5100         0.0124
  hd105004      low-alpha   0    0.0000   5852    4.35    1.09        -0.8374         0.0112        -0.8460         0.0115        -0.7526         0.0121        -0.7347         0.0088        -0.7429         0.0131        -0.7275         0.0095        -0.5192         0.0125        -0.5193         0.0139        -0.5531         0.0158        -0.5590         0.0176
    g87-13      low-alpha   0    0.0000   6217    4.11    1.42        -1.0902         0.0215        -1.1054         0.0213        -1.3729         0.1186        -1.3613         0.1218        -1.3410         0.1106        -1.3385         0.1165     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
  hd103723      low-alpha   0    0.0000   6050    4.20    1.11        -0.8228         0.0087        -0.8230         0.0099        -0.8806         0.0118        -0.8667         0.0082        -0.8651         0.0129        -0.8550         0.0090        -0.5632         0.0124        -0.5611         0.0136        -0.5219         0.0089        -0.5367         0.0116
    g98-53      low-alpha   0    0.0000   5954    4.26    1.20        -0.8681         0.0178        -0.8780         0.0182        -0.8581         0.0132        -0.8411         0.0097        -0.8451         0.0143        -0.8315         0.0105     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
   g112-43      low-alpha   0    0.0000   6209    4.02    1.17        -1.2791         0.0169        -1.2870         0.0158        -1.2614         0.0017        -1.2517         0.0060        -1.2259         0.0003        -1.2265         0.0045        -0.8933         0.0082        -0.9072         0.0086        -0.8694         0.0084        -0.8817         0.0079
   g112-44      low-alpha   0    0.0000   5936    4.28    1.10        -1.2949         0.0196        -1.3145         0.0235        -1.2450         0.0794        -1.2251         0.0731        -1.2207         0.0813        -1.2075         0.0745     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
   g114-42      low-alpha   0    0.0000   5721    4.40    1.19        -1.1012         0.0176        -1.1257         0.0176        -1.1337         0.0583        -1.1122         0.0532        -1.1236         0.0595        -1.1040         0.0540     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
  hd136352          thick   3    0.0340   5728    4.36    1.05        -0.3839         0.0051        -0.3867         0.0053        -0.1869         0.0057        -0.1807         0.0053        -0.1847         0.0058        -0.1795         0.0055        -0.0632         0.0062        -0.0695         0.0058        -0.0735         0.0065        -0.0810         0.0061
   hd22879          thick   0    0.0000   5859    4.29    1.20        -0.8518         0.0098        -0.8636         0.0099        -0.6594         0.0105        -0.6439         0.0079        -0.6491         0.0112        -0.6365         0.0085        -0.2731         0.0100        -0.2862         0.0122        -0.2605         0.0091        -0.2900         0.0125
  hd106516          thick   0    0.0000   6327    4.43    1.18        -0.7061         0.0166        -0.7049         0.0165        -0.5189         0.0146        -0.5201         0.0164        -0.5028         0.0144        -0.5080         0.0160        -0.1809         0.0074        -0.2341         0.0031        -0.0593         0.0159        -0.1080         0.0142
   hd17820          thick   0    0.0000   5873    4.28    1.27        -0.6569         0.0045        -0.6719         0.0058        -0.4831         0.0079        -0.4703         0.0089        -0.4745         0.0076        -0.4645         0.0085        -0.1780         0.0135        -0.1968         0.0106        -0.1463         0.0172        -0.1803         0.0134
  hd168443          thick   2   17.1930   5522    4.06    1.02         0.0592         0.0077         0.0670         0.0075         0.1529         0.0093         0.1632         0.0095         0.1556         0.0100         0.1650         0.0100         0.1939         0.0117         0.2145         0.0118         0.2217         0.0135         0.2357         0.0132
  hd120559          thick   0    0.0000   5486    4.58    1.05        -0.8972         0.0083        -0.9064         0.0093        -0.6132         0.0200        -0.6078         0.0173        -0.6129         0.0210        -0.6070         0.0180        -0.2681         0.0321        -0.2849         0.0321        -0.3840         0.0398        -0.3843         0.0390
  hd210277          thick   1    1.2900   5479    4.34    0.84         0.2300         0.0068         0.2393         0.0063         0.2849         0.0112         0.2836         0.0109         0.2840         0.0113         0.2830         0.0110         0.2841         0.0109         0.2858         0.0109         0.2411         0.0103         0.2593         0.0105
   hd40397          thick   0    0.0000   5474    4.38    0.96        -0.1110         0.0101        -0.1146         0.0097         0.0542         0.0070         0.0494         0.0062         0.0523         0.0067         0.0480         0.0060         0.1544         0.0305         0.1519         0.0311         0.1011         0.0294         0.1110         0.0304
   hd97320          thick   0    0.0000   6136    4.20    1.46        -1.1646         0.0218        -1.1854         0.0215        -0.9852         0.0023        -0.9766         0.0011        -0.9606         0.0038        -0.9580         0.1011        -0.6507         0.0138        -0.6730         0.0169        -0.6131         0.0131        -0.6540         0.0171
  hd205650          thick   0    0.0000   5793    4.35    1.17        -1.1719         0.0257        -1.1953         0.0246        -0.9712         0.0230        -0.9520         0.0186        -0.9577         0.0243        -0.9415         0.0195        -0.5350         0.0114        -0.5399         0.0116        -0.5881         0.0148        -0.5967         0.0150
  hd199289          thick   0    0.0000   5915    4.30    1.21        -1.0441         0.0282        -1.0628         0.0275        -0.9016         0.0052        -0.8835         0.0016        -0.8887         0.0065        -0.8735         0.0025        -0.4713         0.0097        -0.4823         0.0120        -0.4772         0.0097        -0.5023         0.0134
   hd65907          thick   0    0.0000   5998    4.41    1.08        -0.3325         0.0060        -0.3316         0.0062        -0.1598         0.0171        -0.1552         0.0169        -0.1548         0.0173        -0.1520         0.0170        -0.0278         0.0088        -0.0444         0.0082         0.0321         0.0120         0.0070         0.0110
  hd189558          thick   0    0.0000   5707    3.83    1.29        -1.1266         0.0118        -1.1433         0.0118        -1.0877         0.0034        -1.0600         0.0070        -1.0699         0.0018        -1.0480         0.0060        -0.5259         0.0092        -0.5109         0.0079        -0.4968         0.0165        -0.5133         0.0108
  hd216770          thick   1    0.5700   5424    4.53    0.79         0.3666         0.0107         0.3686         0.0108         0.3013         0.0146         0.2972         0.0142         0.2981         0.0143         0.2950         0.0140         0.2531         0.0165         0.2465         0.0159         0.1609         0.0230         0.1860         0.0206
   hd76932          thick   0    0.0000   5977    4.17    1.30        -0.8710         0.0098        -0.8830         0.0101        -0.7479         0.0121        -0.7354         0.0094        -0.7336         0.0129        -0.7250         0.0100        -0.3830         0.0090        -0.3962         0.0118        -0.3239         0.0042        -0.3643         0.0090
  hd175179          thick   0    0.0000   5804    4.40    1.08        -0.6523         0.0057        -0.6599         0.0054        -0.4341         0.0061        -0.4224         0.0046        -0.4290         0.0065        -0.4190         0.0050        -0.0636         0.0430        -0.0812         0.0398        -0.0665         0.0469        -0.0883         0.0436
 bd-213420          thick   0    0.0000   5909    4.30    1.12        -1.1300         0.0155        -1.1483         0.0159        -0.9358         0.0243        -0.9180         0.0202        -0.9200         0.0256        -0.9060         0.0210        -0.4731         0.0304        -0.4803         0.0318        -0.4815         0.0341        -0.5010         0.0359
 cd-333337          thick   0    0.0000   6112    3.86    1.56        -1.3661         0.0186        -1.3838         0.0182        -1.2321         0.0065        -1.2212         0.0025        -1.1933         0.0083        -1.1940         0.0040        -0.8248         0.0053        -0.8397         0.0082        -0.7803         0.0023        -0.8130         0.0060
  hd111232          thick   1    7.1400   5543    4.43    0.90        -0.4818         0.0070        -0.4790         0.0065        -0.2049         0.0034        -0.2034         0.0034        -0.2054         0.0029        -0.2040         0.0030        -0.0093         0.0162        -0.0172         0.0159        -0.0741         0.0130        -0.0720         0.0129
  hd126681          thick   0    0.0000   5594    4.50    1.08        -1.1741         0.0110        -1.1997         0.0111        -1.0024         0.0758        -0.9876         0.0709        -0.9959         0.0769        -0.9815         0.0715        -0.5039         0.0092        -0.5118         0.0099        -0.6115         0.0145        -0.6073         0.0156
    hd4308          thick   1    0.0500   5705    4.36    1.00        -0.3527         0.0042        -0.3502         0.0042        -0.1985         0.0044        -0.1914         0.0047        -0.1968         0.0042        -0.1905         0.0045        -0.0210         0.0199        -0.0244         0.0192        -0.0321         0.0215        -0.0357         0.0202
   hd25704          thick   0    0.0000   5974    4.30    1.33        -0.8454         0.0154        -0.8620         0.0161        -0.6933         0.0114        -0.6808         0.0089        -0.6806         0.0122        -0.6715         0.0095        -0.4242         0.0145        -0.4402         0.0115        -0.4030         0.0198        -0.4387         0.0151
  hd114762          thick   1   10.6900   5956    4.24    1.37        -0.6986         0.0127        -0.7171         0.0127        -0.5515         0.0018        -0.5414         0.0007        -0.5395         0.0020        -0.5330         0.0010        -0.2841         0.0043        -0.3043         0.0071        -0.2325         0.0038        -0.2757         0.0042
   hd77110          thick   0    0.0000   5738    4.39    0.87        -0.5210         0.0080        -0.5147         0.0082        -0.4118         0.0080        -0.3989         0.0095        -0.4086         0.0075        -0.3970         0.0090        -0.1383         0.0082        -0.1415         0.0077        -0.1619         0.0084        -0.1647         0.0081
  hd241253          thick   0    0.0000   5940    4.34    1.17        -1.1096         0.0150        -1.1289         0.0149        -0.9535         0.0039        -0.9357         0.0000        -0.9383         0.0053        -0.9240         0.0010        -0.4888         0.0183        -0.5001         0.0198        -0.5004         0.0220        -0.5227         0.0232
  hd196761           thin   0    0.0000   5486    4.56    0.75        -0.2672         0.0057        -0.2586         0.0053        -0.2116         0.0121        -0.2155         0.0120        -0.2143         0.0114        -0.2175         0.0115        -0.2295         0.0025        -0.2376         0.0025        -0.3378         0.0060        -0.3230         0.0044
    hd1237           thin   1    3.3700   5507    4.56    1.25         0.2249         0.0168         0.1382         0.0067         0.1048         0.0228         0.0922         0.0203         0.1017         0.0224         0.0900         0.0200         0.1741         0.0241         0.1464         0.0228         0.0949         0.0195         0.0903         0.0197
    hd4208           thin   1    0.8100   5688    4.53    1.02        -0.2716         0.0050        -0.2806         0.0049        -0.2250         0.0043        -0.2249         0.0041        -0.2255         0.0048        -0.2255         0.0045        -0.1702         0.0097        -0.1806         0.0097        -0.2288         0.0129        -0.2307         0.0127
    hd4307           thin   0    0.0000   5828    4.02    1.23        -0.2132         0.0060        -0.2169         0.0057        -0.2692         0.0029        -0.2431         0.0012        -0.2625         0.0023        -0.2390         0.0010        -0.1601         0.0153        -0.1494         0.0160        -0.0777         0.0141        -0.0827         0.0147
   hd14374           thin   0    0.0000   5466    4.58    0.84        -0.0238         0.0070        -0.0270         0.0062        -0.0594         0.0184        -0.0684         0.0174        -0.0631         0.0177        -0.0710         0.0170         0.0071         0.0297        -0.0051         0.0289        -0.0920         0.0385        -0.0783         0.0358
