  hd230409     high-alpha   0    0.0000   5386    4.61    1.01        -0.8739         0.0247        -0.8755         0.0213        -0.7085         0.0986        -0.7022         0.0923        -0.7106         0.1181        -0.7030         0.0926        -0.2682         0.0314        -0.2857         0.0318        -0.4024         0.0424        -0.3967         0.0410
  hd222766     high-alpha   0    0.0000   5423    4.38    0.75        -0.7310         0.0155        -0.7229         0.0148        -0.4241         0.0682        -0.4153         0.0652        -0.4243         0.0687        -0.4155         0.0655        -0.0837         0.0235        -0.0853         0.0231        -0.1706         0.0209        -0.1617         0.0206
 cd-436810     high-alpha   0    0.0000   6059    4.32    1.24        -0.4408         0.0104        -0.4499         0.0094        -0.2477         0.0167        -0.2419         0.0163        -0.2394         0.0172        -0.2365         0.0165        -0.0490         0.0045        -0.0778         0.0027         0.0479         0.0111         0.0070         0.0085
    g05-36     high-alpha   0    0.0000   6139    4.22    1.29        -1.2416         0.0157        -1.2578         0.0158        -1.1480         0.0986        -1.1319         0.0923        -1.1206         0.1181        -1.1120         0.0926        -0.6698         0.0222        -0.6850         0.0244        -0.6405         0.0219        -0.6687         0.0251
    g05-40     high-alpha   0    0.0000   5892    4.20    1.12        -0.8325         0.0129        -0.8364         0.0132        -0.6427         0.0044        -0.6280         0.0020        -0.6306         0.0049        -0.6195         0.0025        -0.2873         0.0084        -0.2928         0.0099        -0.2460         0.0061        -0.2710         0.0080
    g15-23     high-alpha   0    0.0000   5373    4.63    0.90        -1.1243         0.0169        -1.1370         0.0135        -0.8752         0.0986        -0.8662         0.0923        -0.8767         0.1181        -0.8660         0.0926        -0.3799         0.0247        -0.3959         0.0254        -0.5238         0.0355        -0.5140         0.0345
    g18-28     high-alpha   0    0.0000   5443    4.49    0.88        -0.8632         0.0108        -0.8653         0.0133        -0.5989         0.0986        -0.5889         0.0923        -0.5995         0.1181        -0.5890         0.0926        -0.2111         0.0261        -0.2201         0.0263        -0.3167         0.0400        -0.3120         0.0390
    g24-13     high-alpha   0    0.0000   5764    4.38    0.86        -0.7303         0.0198        -0.7281         0.0199        -0.6134         0.0215        -0.5970         0.0185        -0.6065         0.0221        -0.5920         0.0190        -0.1111         0.0163        -0.1188         0.0161        -0.1256         0.0178        -0.1363         0.0177
    g31-55     high-alpha   0    0.0000   5731    4.35    1.26        -1.1160         0.0273        -1.1408         0.0287        -0.9496         0.0523        -0.9295         0.0478        -0.9397         0.0534        -0.9215         0.0485        -0.5066         0.0110        -0.5136         0.0082        -0.5683         0.0085        -0.5787         0.0049
    g49-19     high-alpha   0    0.0000   5863    4.32    1.12        -0.5710         0.0112        -0.5759         0.0108        -0.3845         0.0254        -0.3714         0.0258        -0.3784         0.0251        -0.3675         0.0255     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g57-07     high-alpha   0    0.0000   5755    4.33    0.99        -0.5109         0.0125        -0.5066         0.0147        -0.3430         0.0057        -0.3296         0.0042        -0.3394         0.0060        -0.3275         0.0045     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g63-26     high-alpha   0    0.0000   6175    4.17    1.65        -1.5810         0.0376        -1.6023         0.0367        -1.4071         0.0328        -1.3956         0.0370        -1.3580         0.0293        -1.3615         0.0345     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g74-32     high-alpha   0    0.0000   5864    4.41    1.04        -0.7604         0.0123        -0.7658         0.0147        -0.5558         0.0096        -0.5417         0.0116        -0.5477         0.0089        -0.5360         0.0110     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g81-02     high-alpha   0    0.0000   5967    4.24    1.21        -0.6988         0.0224        -0.7067         0.0225        -0.5880         0.0152        -0.5765         0.0171        -0.5752         0.0147        -0.5675         0.0165     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g85-13     high-alpha   0    0.0000   5709    4.46    0.87        -0.6110         0.0185        -0.6101         0.0182        -0.4732         0.0231        -0.4621         0.0207        -0.4701         0.0234        -0.4600         0.0210        -0.0987         0.0186        -0.1088         0.0189        -0.1407         0.0227        -0.1473         0.0227
    g96-20     high-alpha   0    0.0000   6445    4.46    1.42        -0.9063         0.0194        -0.9150         0.0194        -0.6226         0.0041        -0.6333         0.0026        -0.6032         0.0045        -0.6180         0.0030     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
    g99-21     high-alpha   0    0.0000   5559    4.46    0.79        -0.6936         0.0132        -0.6907         0.0140        -0.4154         0.0131        -0.4084         0.0115        -0.4148         0.0138        -0.4080         0.0120        -0.0881         0.0215        -0.0966         0.0212        -0.1622         0.0246        -0.1613         0.0240
   g127-26     high-alpha   0    0.0000   5886    4.20    1.11        -0.5431         0.0066        -0.5394         0.0069        -0.3969         0.0015        -0.3791         0.0031        -0.3889         0.0016        -0.3740         0.0030     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
   g159-50     high-alpha   0    0.0000   5713    4.44    1.03        -0.9560         0.0127        -0.9696         0.0137        -0.7237         0.0002        -0.7070         0.0033        -0.7179         0.0009        -0.7025         0.0025        -0.4119         0.0011        -0.4164         0.0018        -0.4786         0.0057        -0.4825         0.0095
   g180-24     high-alpha   0    0.0000   6137    4.20    1.45        -1.3995         0.0156        -1.4182         0.0151        -1.2087         0.0448        -1.1974         0.0398        -1.1713         0.0463        -1.1710         0.0410        -0.7871         0.0208        -0.8089         0.0255        -0.7868         0.0242        -0.8137         0.0286
   g187-18     high-alpha   0    0.0000   5691    4.46    1.05        -0.6657         0.0206        -0.6746         0.0215        -0.4550         0.0211        -0.4455         0.0192        -0.4521         0.0216        -0.4435         0.0195     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000     -9999.0000
  hd160693     high-alpha   0    0.0000   5809    4.35    1.02        -0.5057         0.0124        -0.5036         0.0134        -0.3881         0.0034        -0.3742         0.0048        -0.3838         0.0031        -0.3715         0.0045        -0.0907         0.0117        -0.0974         0.0102        -0.0814         0.0143        -0.0923         0.0124
