# Heiter et al. 2021, A&A 645 A106 (2021A&A...645A.106H) — VizieR J/A+A/645/A106, geslines.dat.
# SUBSET: Element == 'Fe', 4700 <= lambda <= 6900 A; 10 of 24 columns. Rows and values are AS PUBLISHED (RYA-161).
# Source: J_A+A_645_A106_geslines.dat.gz.fits.gz  md5 7dd3239948c2a71716d3158ae847bec3
Element	Ion	Isotope	lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Elow
Fe	1	0	5985.5672	-6.415	0.000	K07	-	-	3.301
Fe	1	0	5986.0894	-2.665	0.000	K07	-	-	4.796
Fe	1	0	5986.9558	-4.296	0.000	K07	-	-	3.301
Fe	1	0	5987.0648	-0.429	0.000	K07	N	U	4.796
Fe	1	0	5987.8939	-5.013	0.000	K07	-	-	5.334
Fe	2	0	5987.9499	-6.917	0.000	K13	-	-	8.259
Fe	2	0	5988.0094	-0.406	0.000	RU	-	-	10.751
Fe	1	0	5988.2368	-7.571	0.000	K07	-	-	5.334
Fe	2	0	5988.3473	-3.192	0.000	K13	-	-	13.356
Fe	1	0	5988.3943	-6.855	0.000	K07	-	-	5.334
Fe	1	0	5988.3971	-8.703	0.000	K07	-	-	5.334
Fe	3	0	5988.4240	-2.721	0.000	K10	-	-	16.225
Fe	1	0	5988.4585	-6.452	0.000	K07	-	-	5.393
Fe	1	0	5988.5309	-6.917	0.000	K07	-	-	5.334
Fe	1	0	5988.5338	-6.818	0.000	K07	-	-	5.334
Fe	1	0	5988.5560	-2.038	0.000	K07	-	-	5.067
Fe	1	0	5988.5855	-6.770	0.000	K07	-	-	5.334
Fe	2	0	5988.6292	-5.407	0.000	K13	-	-	11.409
Fe	2	0	5988.7013	-1.308	0.000	K13	-	-	13.238
Fe	3	0	5988.7038	-9.178	0.000	K10	-	-	20.547
Fe	3	0	5988.7397	-0.775	0.000	K10	-	-	23.610
Fe	2	0	5988.7433	-1.485	0.000	K13	-	-	13.350
Fe	2	0	5988.7932	-5.030	0.000	K13	-	-	12.195
Fe	3	0	5988.9191	0.267	0.000	K10	-	-	23.610
Fe	3	0	5989.0985	1.038	0.000	K10	-	-	23.610
Fe	2	0	5989.4379	-4.305	0.000	K13	-	-	13.257
Fe	2	0	5989.7024	-7.011	0.000	K13	-	-	11.409
Fe	2	0	5989.7548	-3.411	0.000	RU	-	-	10.898
Fe	1	0	5989.7555	-8.179	0.000	K07	-	-	2.998
Fe	2	0	5989.7562	-3.923	0.000	K13	-	-	13.207
Fe	3	0	5990.0459	-5.352	0.000	K10	-	-	20.547
Fe	2	0	5990.0914	-6.058	0.000	K13	-	-	10.723
Fe	1	0	5990.1410	-5.469	0.000	K07	-	-	4.733
Fe	2	0	5990.3054	-8.296	0.000	K13	-	-	12.356
Fe	3	0	5990.3761	-7.584	0.000	K10	-	-	21.116
Fe	2	0	5990.5810	-7.816	0.000	K13	-	-	3.339
Fe	2	0	5990.6051	-4.582	0.000	K13	-	-	11.421
Fe	2	0	5990.6683	-4.871	0.000	K13	-	-	11.947
Fe	1	0	5990.7063	-4.027	0.000	K07	-	-	5.341
Fe	2	0	5990.7100	-3.042	0.000	RU	-	-	11.421
Fe	2	0	5990.7483	-12.871	0.000	K13	-	-	4.738
Fe	2	0	5990.7483	-8.614	0.000	K13	-	-	4.738
Fe	2	0	5990.8338	-7.846	0.000	K13	-	-	11.937
Fe	3	0	5990.9684	-2.598	0.000	K10	-	-	16.226
Fe	2	0	5991.0664	-6.176	0.000	K13	-	-	10.379
Fe	1	0	5991.2122	-9.056	0.000	K07	-	-	5.502
Fe	1	0	5991.2122	-8.147	0.000	K07	-	-	5.502
Fe	1	0	5991.2603	-2.349	0.000	K07	-	-	5.064
Fe	1	0	5991.3020	-9.792	0.000	K07	-	-	5.502
Fe	1	0	5991.3020	-8.700	0.000	K07	-	-	5.502
Fe	1	0	5991.3666	-8.751	0.000	K07	-	-	5.502
Fe	2	0	5991.3709	-3.647	0.000	RU	U	Y	3.153
Fe	1	0	5991.5720	-5.853	0.000	K07	-	-	4.584
Fe	1	0	5991.6639	-5.513	0.000	K07	-	-	4.260
Fe	1	0	5991.7113	-5.853	0.000	K07	-	-	4.076
Fe	1	0	5991.9408	-3.531	0.000	K07	-	-	5.273
Fe	2	0	5991.9415	-5.596	0.000	RU	-	-	8.431
Fe	2	0	5992.0266	-1.320	0.000	K13	-	-	13.238
Fe	1	0	5992.4027	-4.213	0.000	K07	-	-	5.348
Fe	1	0	5992.4221	-3.871	0.000	K07	-	-	4.966
Fe	2	0	5992.5521	-4.256	0.000	K13	-	-	10.723
Fe	2	0	5992.5733	-3.334	0.000	K13	-	-	11.591
Fe	1	0	5992.6419	-4.122	0.000	K07	-	-	4.178
Fe	1	0	5992.7231	-5.558	0.000	K07	-	-	3.017
Fe	1	0	5992.9990	-3.310	0.000	K07	-	-	4.218
Fe	1	0	5993.8013	-5.621	0.000	K07	-	-	3.018
Fe	1	0	5993.8139	-3.399	0.000	K07	-	-	4.313
Fe	1	0	5993.8452	-3.944	0.000	K07	-	-	5.305
Fe	1	0	5993.9695	-3.618	0.000	K07	-	-	5.314
Fe	1	0	5994.1032	-4.419	0.000	K07	-	-	3.237
Fe	1	0	5994.2639	-2.793	0.000	K07	-	-	4.301
Fe	2	0	5994.7009	-2.590	0.000	RU	-	-	7.693
Fe	1	0	5994.7376	-3.813	0.000	K07	-	-	5.357
Fe	2	0	5994.7660	-5.963	0.000	RU	-	-	3.221
Fe	1	0	5995.3926	-3.705	0.000	K07	-	-	4.966
Fe	1	0	5995.9137	-2.428	0.000	K07	-	-	4.607
Fe	1	0	5995.9435	-1.543	0.000	K07	-	-	5.010
Fe	1	0	5996.2194	-4.959	0.000	K07	-	-	3.274
Fe	2	0	5996.4298	-1.470	0.000	RU	-	-	10.853
Fe	1	0	5996.4398	-6.388	0.000	K07	-	-	3.267
Fe	1	0	5996.4905	-2.780	0.000	K07	-	-	4.283
Fe	1	0	5996.6028	-3.663	0.000	K07	-	-	5.273
Fe	1	0	5997.1780	-4.497	0.000	K07	-	-	4.256
Fe	1	0	5997.6748	-2.027	0.000	K07	-	-	5.064
Fe	1	0	5997.7245	-3.985	0.000	K07	-	-	4.966
Fe	2	0	5997.7745	-2.784	0.000	K13	-	-	13.238
Fe	1	0	5997.7770	-1.492	0.000	K07	-	-	4.608
Fe	2	0	5997.8515	-2.625	0.000	K13	-	-	13.238
Fe	2	0	5997.9505	-5.298	0.000	K13	-	-	10.778
Fe	1	0	5997.9602	-6.140	0.000	K07	-	-	4.186
Fe	2	0	5998.8333	-2.434	0.000	K13	-	-	10.906
Fe	1	0	5998.9388	-3.949	0.000	K07	-	-	3.634
Fe	2	0	5999.0187	-4.562	0.000	K13	-	-	11.930
Fe	2	0	5999.1674	-5.066	0.000	K13	-	-	13.216
Fe	3	0	5999.1689	-3.820	0.000	K10	-	-	20.605
Fe	1	0	5999.1714	-2.248	0.000	K07	-	-	4.220
Fe	1	0	5999.1807	-4.571	0.000	K07	-	-	4.209
Fe	2	0	5999.3809	-3.415	0.000	RU	-	-	10.937
Fe	3	0	5999.5433	0.367	0.000	K10	-	-	18.816
Fe	2	0	5999.6664	-5.034	0.000	K13	-	-	13.238
Fe	1	0	5999.6819	-4.150	0.000	K07	-	-	5.314
Fe	1	0	5999.8954	-5.545	0.000	K07	-	-	5.012
Fe	1	0	6000.0013	-8.479	0.000	K07	-	-	0.110
Fe	3	0	6000.0870	0.458	0.000	K10	-	-	24.413
Fe	1	0	6000.3891	-8.065	0.000	K07	-	-	5.385
Fe	3	0	6000.4291	-5.913	0.000	K10	-	-	16.750
Fe	1	0	6000.4558	-6.348	0.000	K07	-	-	4.283
Fe	3	0	6000.4904	-7.514	0.000	K10	-	-	20.547
Fe	3	0	6000.5120	-4.978	0.000	K10	-	-	22.779
Fe	2	0	6000.5274	-5.597	0.000	K13	-	-	13.267
Fe	1	0	6000.5498	-5.125	0.000	K07	-	-	5.314
Fe	1	0	6000.6276	-2.851	0.000	K07	-	-	5.100
Fe	3	0	6000.6776	-4.051	0.000	K10	-	-	23.435
Fe	2	0	6001.0771	-1.235	0.000	RU	-	-	10.937
Fe	2	0	6001.2500	-2.505	0.000	K13	-	-	11.421
Fe	1	0	6001.2691	-9.652	0.000	K07	-	-	5.458
Fe	2	0	6001.3167	-6.432	0.000	K13	-	-	11.930
Fe	2	0	6001.3510	-2.487	0.000	RU	-	-	11.421
Fe	2	0	6001.4046	-7.463	0.000	K13	-	-	12.749
Fe	2	0	6001.4107	-9.279	0.000	K13	-	-	12.749
Fe	2	0	6001.5159	-4.607	0.000	K13	-	-	10.545
Fe	1	0	6001.7015	-7.370	0.000	K07	-	-	5.458
Fe	1	0	6001.7415	-3.598	0.000	K07	-	-	4.638
Fe	2	0	6001.9267	-7.506	0.000	K13	-	-	10.288
Fe	2	0	6001.9685	-4.492	0.000	RU	-	-	10.134
Fe	2	0	6001.9757	-5.455	0.000	K13	-	-	12.199
Fe	2	0	6002.0387	-5.424	0.000	K13	-	-	12.067
Fe	1	0	6002.1212	-7.288	0.000	K07	-	-	5.458
Fe	1	0	6002.1212	-7.229	0.000	K07	-	-	5.458
Fe	2	0	6002.1566	-4.570	0.000	K13	-	-	11.050
Fe	2	0	6002.1663	-9.643	0.000	K13	-	-	4.738
Fe	2	0	6002.1663	-9.353	0.000	K13	-	-	4.738
Fe	1	0	6002.4146	-6.887	0.000	K07	-	-	5.458
Fe	2	0	6002.4654	-4.774	0.000	K13	-	-	12.195
Fe	2	0	6002.5977	-7.272	0.000	K13	-	-	10.853
Fe	2	0	6002.6016	-1.971	0.000	RU	-	-	11.167
Fe	1	0	6002.7728	-3.755	0.000	K07	-	-	5.314
Fe	1	0	6003.0111	-1.100	0.020	2014MNRAS.441.3127R	Y	Y	3.882
Fe	1	0	6003.4552	-3.468	0.000	K07	-	-	5.319
Fe	1	0	6004.0451	-2.514	0.000	K07	-	-	4.256
Fe	1	0	6005.5221	-2.776	0.000	K07	-	-	4.178
Fe	1	0	6005.5415	-3.605	0.000	K07	N	U	2.588
Fe	1	0	6006.1719	-5.729	0.000	K07	-	-	3.635
Fe	1	0	6007.7145	-4.304	0.000	K07	-	-	3.267
Fe	1	0	6007.7261	-7.045	0.000	K07	-	-	3.415
Fe	3	0	6007.8214	-3.274	0.000	K10	-	-	20.882
Fe	1	0	6007.9597	-0.597	0.000	K07	N	U	4.652
Fe	1	0	6008.1030	-8.890	0.000	K07	-	-	5.341
Fe	1	0	6008.1030	-8.190	0.000	K07	-	-	5.341
Fe	2	0	6008.1882	-3.195	0.000	K13	-	-	12.199
Fe	1	0	6008.2727	-8.088	0.000	K07	-	-	5.341
Fe	1	0	6008.2727	-7.567	0.000	K07	-	-	5.341
Fe	1	0	6008.3475	-3.776	0.000	K07	-	-	4.301
Fe	1	0	6008.4067	-7.598	0.000	K07	-	-	5.341
Fe	2	0	6008.4688	-3.094	0.000	K13	-	-	13.241
Fe	1	0	6008.5558	-0.980	0.020	2014MNRAS.441.3127R	Y	U	3.884
Fe	1	0	6008.5587	-8.185	0.000	K07	-	-	2.949
Fe	1	0	6008.8964	-4.436	0.000	K07	-	-	4.985
Fe	1	0	6008.9401	-5.427	0.000	K07	-	-	5.319
Fe	2	0	6008.9672	-2.323	0.000	RU	-	-	10.858
Fe	2	0	6009.1431	-8.335	0.000	K13	-	-	11.932
Fe	2	0	6009.3418	-2.353	0.000	RU	-	-	10.845
Fe	2	0	6009.4303	-9.616	0.000	K13	-	-	8.266
Fe	1	0	6009.4378	-4.949	0.000	K07	-	-	2.198
Fe	1	0	6009.4787	-6.141	0.000	K07	-	-	4.260
Fe	1	0	6009.4975	-3.917	0.000	K07	-	-	4.985
Fe	2	0	6009.5000	-9.157	0.000	K13	-	-	10.531
Fe	1	0	6009.8215	-3.652	0.000	K07	-	-	4.584
Fe	1	0	6009.8266	-4.417	0.000	K07	-	-	3.252
Fe	2	0	6010.1409	-3.815	0.000	RU	-	-	11.435
Fe	1	0	6010.2854	-6.672	0.000	K07	-	-	5.357
Fe	2	0	6010.2901	-3.025	0.000	K13	-	-	13.241
Fe	1	0	6010.2916	-5.526	0.000	K07	-	-	5.070
Fe	1	0	6010.4011	-3.949	0.000	K07	-	-	5.386
Fe	2	0	6010.4722	-2.222	0.000	RU	-	-	11.428
Fe	2	0	6010.5160	-5.866	0.000	RU	-	-	10.829
Fe	2	0	6011.1549	-4.392	0.000	K13	-	-	12.132
Fe	2	0	6011.3498	-8.364	0.000	K13	-	-	11.947
Fe	2	0	6011.4517	-6.489	0.000	K13	-	-	11.634
Fe	2	0	6011.4860	-7.490	0.000	K13	-	-	11.145
Fe	2	0	6011.6534	-4.312	0.000	K13	-	-	7.562
Fe	1	0	6011.8512	-6.697	0.000	K07	-	-	5.320
Fe	2	0	6011.9632	-3.862	0.000	K13	-	-	13.271
Fe	2	0	6012.0117	-5.489	0.000	RU	-	-	11.444
Fe	1	0	6012.1523	-10.938	0.000	K07	-	-	1.485
Fe	2	0	6012.1892	-5.833	0.000	K13	-	-	10.730
Fe	1	0	6012.2098	-4.038	0.036	BKK	Y	U	2.223
Fe	2	0	6012.2283	-7.390	0.000	K13	-	-	13.413
Fe	3	0	6012.2908	-8.802	0.000	K10	-	-	23.683
Fe	3	0	6012.3631	-9.050	0.000	K10	-	-	23.683
Fe	1	0	6012.4365	-3.450	0.000	K07	-	-	4.796
Fe	2	0	6012.5783	-3.083	0.000	RU	-	-	11.255
Fe	1	0	6012.7555	-2.198	0.000	K07	-	-	4.559
Fe	2	0	6012.8589	-1.879	0.000	RU	-	-	8.568
Fe	1	0	6013.3378	-3.883	0.000	K07	-	-	5.010
Fe	1	0	6013.5913	-4.197	0.000	K07	-	-	5.033
Fe	1	0	6013.9151	-2.133	0.000	K07	-	-	5.100
Fe	1	0	6015.2435	-4.424	0.000	K07	N	Y	2.223
Fe	2	0	6015.7216	-2.226	0.000	RU	-	-	7.880
Fe	1	0	6015.8552	-4.940	0.000	K07	-	-	4.260
Fe	1	0	6016.0496	-2.162	0.000	K07	-	-	4.991
Fe	1	0	6016.6050	-1.720	0.060	MRW	-	-	3.547
Fe	1	0	6016.9396	-4.781	0.000	K07	-	-	4.593
Fe	2	0	6017.4485	-7.215	0.000	K13	-	-	3.197
Fe	2	0	6017.8817	-1.996	0.000	RU	-	-	7.845
Fe	2	0	6017.9469	-3.404	0.000	RU	-	-	11.446
Fe	2	0	6017.9545	-6.798	0.000	K13	-	-	13.413
Fe	1	0	6018.0903	-6.791	0.000	K07	-	-	5.320
Fe	2	0	6018.1577	-7.486	0.000	K13	-	-	11.902
Fe	2	0	6018.2668	-7.943	0.000	K13	-	-	12.719
Fe	1	0	6018.2686	-2.908	0.000	K07	-	-	4.988
Fe	2	0	6018.2697	-8.271	0.000	K13	-	-	12.719
Fe	2	0	6018.2733	-9.076	0.000	K13	-	-	12.719
Fe	2	0	6018.2740	-8.278	0.000	K13	-	-	12.719
Fe	1	0	6018.2994	-2.082	0.000	K07	-	-	4.652
Fe	2	0	6018.3497	-5.001	0.000	K13	-	-	13.386
Fe	1	0	6018.5469	-11.062	0.000	K07	-	-	0.958
Fe	1	0	6018.5469	-10.040	0.000	K07	-	-	0.958
Fe	1	0	6018.5715	-4.358	0.000	K07	-	-	5.357
Fe	2	0	6018.5733	-7.135	0.000	K13	-	-	11.145
Fe	1	0	6018.6418	-3.740	0.000	K07	-	-	5.446
Fe	2	0	6018.6465	-8.169	0.000	K13	-	-	12.175
Fe	2	0	6018.7201	-6.090	0.000	K13	-	-	11.947
Fe	1	0	6018.8730	-5.874	0.000	K07	-	-	5.345
Fe	2	0	6018.9041	-1.430	0.000	RU	-	-	10.829
Fe	2	0	6018.9712	-7.475	0.000	K13	-	-	12.719
Fe	1	0	6019.2194	-7.968	0.000	K07	-	-	5.345
Fe	2	0	6019.2763	-3.465	0.000	K13	-	-	11.427
Fe	1	0	6019.3430	-3.565	0.000	K07	-	-	5.064
Fe	2	0	6019.3540	-3.499	0.000	RU	-	-	11.427
Fe	1	0	6019.3655	-3.310	0.000	K07	N	Y	3.573
Fe	1	0	6019.3785	-7.703	0.000	K07	-	-	5.345
Fe	1	0	6019.3814	-8.785	0.000	K07	-	-	5.345
Fe	1	0	6019.4506	-5.540	0.000	K07	-	-	3.640
Fe	2	0	6019.5036	-7.220	0.000	K13	-	-	12.719
Fe	1	0	6019.5166	-7.822	0.000	K07	-	-	5.345
Fe	1	0	6019.5195	-7.426	0.000	K07	-	-	5.345
Fe	2	0	6019.5242	-7.673	0.000	K13	-	-	12.067
Fe	2	0	6019.5380	-0.924	0.000	RU	-	-	10.714
Fe	1	0	6019.5717	-7.388	0.000	K07	-	-	5.345
Fe	2	0	6019.6047	-5.016	0.000	K13	-	-	10.906
Fe	1	0	6019.6344	-9.767	0.000	K07	-	-	0.958
Fe	1	0	6019.6344	-9.430	0.000	K07	-	-	0.958
Fe	2	0	6019.7874	-3.020	0.000	RU	-	-	10.861
Fe	1	0	6020.1687	-0.270	0.000	WBW|FMW	U	N	4.608
Fe	2	0	6020.2209	-5.510	0.000	RU	-	-	10.987
Fe	1	0	6020.2891	-7.183	0.000	K07	-	-	5.512
Fe	1	0	6020.3797	-7.557	0.000	K07	-	-	5.512
Fe	1	0	6020.4221	-5.549	0.000	K07	-	-	5.357
Fe	2	0	6020.4504	-4.959	0.000	RU	-	-	7.517
Fe	3	0	6020.8108	0.136	0.000	K10	-	-	24.413
Fe	2	0	6020.9454	-4.519	0.000	K13	-	-	10.906
Fe	1	0	6021.1611	-5.462	0.000	K07	-	-	4.076
Fe	2	0	6021.1880	-3.205	0.000	RU	-	-	11.428
Fe	2	0	6021.1959	-6.929	0.000	K13	-	-	2.778
Fe	2	0	6021.2449	-5.766	0.000	K13	-	-	11.937
Fe	2	0	6021.3047	-4.759	0.000	K13	-	-	13.224
Fe	2	0	6021.4012	-7.387	0.000	K13	-	-	3.230
Fe	1	0	6021.7889	-3.925	0.000	K07	-	-	2.198
Fe	2	0	6021.8042	-7.873	0.000	K13	-	-	14.326
Fe	1	0	6021.8125	-3.778	0.000	K07	-	-	4.283
Fe	1	0	6021.8350	-3.416	0.000	K07	-	-	4.283
Fe	2	0	6021.9199	-5.866	0.000	RU	-	-	8.230
Fe	1	0	6022.0022	-4.225	0.000	K07	-	-	4.985
Fe	1	0	6022.1121	-4.770	0.000	K07	-	-	5.273
Fe	2	0	6022.2620	-7.861	0.000	K13	-	-	14.326
Fe	2	0	6022.3494	-3.775	0.000	RU	-	-	7.703
Fe	1	0	6022.4865	-4.519	0.000	K07	-	-	5.010
Fe	2	0	6022.5210	-1.415	0.000	RU	-	-	11.196
Fe	2	0	6022.5478	-8.177	0.000	K13	-	-	14.326
Fe	2	0	6022.6041	-6.752	0.000	K13	-	-	7.717
Fe	2	0	6022.6933	-5.276	0.000	K13	-	-	13.246
Fe	2	0	6023.3091	-4.049	0.000	RU	-	-	5.569
Fe	1	0	6023.9512	-5.471	0.000	K07	-	-	4.143
Fe	2	0	6023.9817	-0.764	0.000	RU	-	-	10.829
Fe	1	0	6024.0575	-0.120	0.000	WBW|FMW	U	Y	4.549
Fe	1	0	6026.9803	-4.430	0.000	K07	-	-	4.209
Fe	1	0	6027.0508	-1.089	0.051	BWL	Y	Y	4.076
Fe	1	0	6027.0904	-3.223	0.000	K07	-	-	4.991
Fe	1	0	6027.3092	-1.698	0.000	K07	-	-	5.020
Fe	1	0	6027.4070	-5.167	0.000	K07	-	-	3.301
Fe	1	0	6027.7235	-2.118	0.000	K07	-	-	4.991
Fe	2	0	6027.7431	-2.505	0.000	RU	-	-	11.441
Fe	2	0	6027.8525	-7.984	0.000	K13	-	-	12.368
Fe	1	0	6027.9655	-4.185	0.000	K07	-	-	4.608
Fe	2	0	6027.9921	-2.021	0.000	K13	-	-	13.250
Fe	1	0	6028.1033	-4.369	0.000	K07	-	-	5.655
Fe	3	0	6028.2425	-5.335	0.000	K10	-	-	20.889
Fe	2	0	6028.2756	-2.100	0.000	RU	-	-	10.737
Fe	2	0	6028.4007	-1.040	0.000	K13	-	-	13.247
Fe	2	0	6028.4054	-0.902	0.000	K13	-	-	13.275
Fe	2	0	6028.4643	-3.408	0.000	K13	-	-	13.533
Fe	2	0	6028.5410	-0.779	0.000	RU	-	-	11.051
Fe	2	0	6028.5708	-1.425	0.000	K13	-	-	12.187
Fe	2	0	6028.6540	-5.992	0.000	RU	-	-	11.653
Fe	2	0	6028.7395	-5.673	0.000	K13	-	-	11.112
Fe	2	0	6028.7460	-11.445	0.000	K13	-	-	2.676
Fe	2	0	6028.7486	-1.935	0.000	RU	-	-	10.853
Fe	2	0	6028.7544	-3.590	0.000	K13	-	-	11.232
Fe	3	0	6028.8351	-3.463	0.000	K10	-	-	20.882
Fe	3	0	6028.8714	0.594	0.000	K10	-	-	23.517
Fe	2	0	6028.9183	-4.912	0.000	RU	-	-	11.653
Fe	1	0	6029.0580	-1.344	0.000	K07	-	-	4.913
Fe	2	0	6029.3892	-4.805	0.000	K13	-	-	13.221
Fe	1	0	6029.4583	-8.776	0.000	K07	-	-	5.348
Fe	1	0	6029.5914	-6.994	0.000	K07	-	-	5.348
Fe	1	0	6029.5932	-8.466	0.000	K07	-	-	5.348
Fe	2	0	6029.6052	-4.141	0.000	K13	-	-	13.224
Fe	2	0	6029.6601	-2.718	0.000	K13	-	-	13.115
Fe	1	0	6029.7249	-4.056	0.000	K07	-	-	4.371
Fe	1	0	6029.7511	-6.804	0.000	K07	-	-	5.348
Fe	1	0	6029.7540	-6.948	0.000	K07	-	-	5.348
Fe	2	0	6029.8445	-1.917	0.000	K13	-	-	13.115
Fe	1	0	6029.8896	-6.695	0.000	K07	-	-	5.348
Fe	2	0	6030.1762	-2.680	0.000	K13	-	-	13.221
Fe	2	0	6030.3428	-8.682	0.000	K13	-	-	9.694
Fe	2	0	6030.3559	-5.406	0.000	K13	-	-	11.659
Fe	2	0	6030.3756	-3.036	0.000	RU	-	-	11.219
Fe	2	0	6030.3796	-5.141	0.000	RU	-	-	11.591
Fe	3	0	6030.4680	-6.198	0.000	K10	-	-	25.563
Fe	2	0	6030.5178	-7.034	0.000	K13	-	-	12.368
Fe	2	0	6030.5425	-4.824	0.000	K13	-	-	13.350
Fe	2	0	6030.6651	-5.092	0.000	RU	-	-	8.568
Fe	2	0	6030.7561	-6.091	0.000	K13	-	-	12.132
Fe	2	0	6030.7776	-7.260	0.000	K13	-	-	12.746
Fe	2	0	6030.8285	-3.166	0.000	K13	-	-	11.149
Fe	1	0	6030.9962	-3.919	0.000	K07	-	-	5.393
Fe	2	0	6031.0097	-4.101	0.000	K13	-	-	13.221
Fe	3	0	6031.0210	0.404	0.000	K10	-	-	24.410
Fe	2	0	6031.1588	-1.927	0.000	K13	-	-	13.115
Fe	2	0	6031.1610	-2.333	0.000	K13	-	-	12.187
Fe	2	0	6031.4725	-2.548	0.000	RU	-	-	9.112
Fe	2	0	6031.4823	-4.988	0.000	K13	-	-	13.193
Fe	2	0	6031.6872	-3.231	0.000	RU	-	-	10.730
Fe	2	0	6031.7786	-5.250	0.000	RU	-	-	7.706
Fe	2	0	6031.9143	-8.417	0.000	K13	-	-	12.749
Fe	3	0	6032.1673	-7.467	0.000	K10	-	-	21.116
Fe	3	0	6032.6041	0.504	0.000	K10	-	-	18.816
Fe	1	0	6032.6700	-3.330	0.000	FMW	-	-	4.220
Fe	3	0	6032.6732	0.530	0.000	K10	-	-	24.411
Fe	1	0	6034.0350	-2.312	0.000	K07	N	U	4.313
Fe	1	0	6034.8688	-3.651	0.000	K07	-	-	5.067
Fe	1	0	6034.8950	-2.328	0.000	K07	-	-	5.033
Fe	1	0	6035.3369	-2.403	0.000	K07	N	U	4.294
Fe	1	0	6035.3442	-4.120	0.000	K07	-	-	4.593
Fe	1	0	6035.6212	-3.627	0.000	K07	-	-	5.320
Fe	1	0	6036.4565	-3.292	0.000	K07	-	-	5.033
Fe	1	0	6036.6187	-3.217	0.000	K07	-	-	5.064
Fe	1	0	6036.6562	-4.283	0.000	K07	-	-	3.267
Fe	1	0	6037.2588	-5.683	0.000	K07	-	-	3.017
Fe	2	0	6037.8280	-7.905	0.000	K13	-	-	12.688
Fe	1	0	6038.0307	-3.016	0.000	K07	-	-	4.638
Fe	1	0	6038.1066	-4.174	0.000	K07	-	-	5.357
Fe	2	0	6038.1117	-4.665	0.000	RU	-	-	10.122
Fe	1	0	6038.1598	-5.067	0.000	K07	-	-	3.640
Fe	2	0	6038.1927	-5.929	0.000	K13	-	-	10.723
Fe	2	0	6038.3163	-9.881	0.000	K13	-	-	11.518
Fe	2	0	6038.3170	-3.750	0.000	RU	-	-	9.849
Fe	2	0	6038.3480	-3.952	0.000	K13	-	-	13.224
Fe	1	0	6038.3531	-7.183	0.000	K07	-	-	3.018
Fe	1	0	6038.3747	-4.353	0.000	K07	-	-	5.067
Fe	2	0	6038.4666	-11.767	0.000	K13	-	-	3.903
Fe	2	0	6038.4666	-10.652	0.000	K13	-	-	3.903
Fe	1	0	6038.5122	-5.510	0.000	K07	-	-	5.345
Fe	1	0	6038.5534	-2.411	0.000	K07	-	-	5.070
Fe	2	0	6038.6449	-5.816	0.000	RU	-	-	10.731
Fe	2	0	6038.7004	-5.593	0.000	RU	-	-	11.426
Fe	1	0	6038.7901	-6.207	0.000	K07	-	-	5.067
Fe	2	0	6039.0258	-9.562	0.000	K13	-	-	12.749
Fe	3	0	6039.0761	-0.450	0.000	K10	-	-	23.517
Fe	2	0	6039.0790	-5.351	0.000	RU	-	-	9.736
Fe	3	0	6039.1929	-4.246	0.000	K10	-	-	25.563
Fe	2	0	6039.2001	-5.366	0.000	K13	-	-	9.736
Fe	2	0	6039.3800	-4.255	0.000	K13	-	-	11.418
Fe	2	0	6039.4740	-3.593	0.000	RU	-	-	11.418
Fe	2	0	6039.4986	-4.853	0.000	K13	-	-	10.866
Fe	1	0	6039.5208	-8.271	0.000	K07	-	-	5.519
Fe	1	0	6039.5942	-5.798	0.000	K07	-	-	3.267
Fe	1	0	6039.6121	-8.034	0.000	K07	-	-	5.519
Fe	1	0	6039.6121	-7.206	0.000	K07	-	-	5.519
Fe	1	0	6039.6456	-5.518	0.000	K07	-	-	5.372
Fe	1	0	6039.6777	-9.461	0.000	K07	-	-	5.519
Fe	1	0	6039.6777	-7.442	0.000	K07	-	-	5.519
Fe	1	0	6039.7150	-4.918	0.000	K07	-	-	4.313
Fe	1	0	6039.7507	-9.201	0.000	K07	-	-	5.519
Fe	1	0	6040.0408	-4.616	0.000	K07	-	-	5.320
Fe	2	0	6040.1266	-8.979	0.000	K13	-	-	5.222
Fe	2	0	6040.2306	-1.062	0.000	K13	-	-	13.254
Fe	1	0	6040.2758	-3.137	0.000	K07	-	-	4.991
Fe	2	0	6040.4087	-9.521	0.000	K13	-	-	11.518
Fe	2	0	6040.4204	-2.974	0.000	RU	-	-	9.112
Fe	2	0	6040.4368	-2.431	0.000	RU	-	-	7.684
Fe	1	0	6040.6029	-6.637	0.000	K07	-	-	5.067
Fe	1	0	6040.8328	-8.552	0.000	K07	-	-	5.330
Fe	2	0	6041.1252	-0.849	0.000	K13	-	-	13.115
Fe	2	0	6041.2917	-1.140	0.000	K13	-	-	13.232
Fe	2	0	6041.4216	-2.361	0.000	RU	-	-	10.858
Fe	1	0	6041.4651	-1.485	0.000	K07	-	-	5.010
Fe	2	0	6041.5483	-7.640	0.000	K13	-	-	8.256
Fe	2	0	6041.6228	-7.117	0.000	K13	-	-	3.197
Fe	2	0	6041.6487	-1.850	0.000	K13	-	-	13.232
Fe	2	0	6041.6878	-0.575	0.000	K13	-	-	13.404
Fe	1	0	6041.7415	-7.736	0.000	K07	-	-	5.305
Fe	1	0	6041.7473	-5.715	0.000	K07	-	-	5.305
